title,anilist_id,authors,genres_anilist,tags,merged_keys,page_key
柔術教師,196487,田亀源五郎,Drama,,1,qid:Q2483662|name:柔術教師
校内写生,95864,遊人,Comedy;Hentai,,1,qid:Q965600|name:校内写生
校内写生＆ストレスフリーク,95864,遊人,Comedy;Hentai,,1,qid:Q965600|name:校内写生＆ストレスフリーク
校内写生＆フォビア,95864,遊人,Comedy;Hentai,,1,qid:Q965600|name:校内写生＆フォビア
桐島くんはいじめたい,195751,晴海にいな,Romance,,1,name:あられちゃん|name:桐島くんはいじめたい
桜庭くんの「ド絶倫」、だだ洩れなんです…,131682,道外コノメ,Drama;Hentai;Romance,,1,name:道外コノメ|name:桜庭くんの「ド絶倫」、だだ洩れなんです…
森のくまさん、冬眠中。,134694,ハルチカ,Fantasy;Romance,,1,name:ハルチカ|name:森のくまさん、冬眠中。
極妻はお断り,194772,犬田かんこ,Drama;Romance,,1,name:犬田かんこ|name:極妻はお断り
極楽レディース,97461,かわもりみさき,Hentai,,1,qid:Q11264501|name:極楽レディース
極道とオメガ,123641,青井千寿;小島きいち,Romance,Josei,2,name:青井千寿|name:極道とオメガ
楽園,169616,名香智子,Hentai,,1,qid:Q9013687|name:楽園
橘くん抱いてください!,133688,ふどのふどう,Romance,,1,name:ふどのふどう|name:橘くん抱いてください!|sub:ハジメテの相手は同僚王子!?
檻の中、私は淫らに壊される。,123043,見田竜介,Drama;Hentai;Romance,,1,qid:Q7385646|name:檻の中、私は淫らに壊される。
次はアナタがヤられる番です。.,167773,原つもい,Horror;Psychological,Shounen,2,qid:Q59134588|name:次はアナタがヤられる番です。.
欲望パンドラ,112850,緋月アキラ,Comedy;Ecchi;Romance;Supernatural,Seinen,1,name:緋月アキラ|name:欲望パンドラ
歌舞伎町バッドトリップ,123201,汀えいじ,Romance;Supernatural,,1,name:汀えいじ|name:歌舞伎町バッドトリップ
正しくない恋愛のススメ,86240,東雲龍,Ecchi,Seinen,1,qid:Q11528722|name:正しくない恋愛のススメ
正臣くんに娶られました。,124074,兎山もなか;烏丸かなつ,Romance,Josei,1,name:兎山もなか|name:正臣くんに娶られました。
歩き巫女九尾,137999,大杉ゆきひろ,Ecchi,,1,name:大杉ゆきひろ|name:歩き巫女九尾
歪んでる私が溺愛されてます,176522,響あい,Drama;Romance,,1,name:響あい|name:歪んでる私が溺愛されてます
死にぞこないは愛に啼く,132365,磯野フナ,Fantasy;Hentai,,1,name:磯野フナ|name:死にぞこないは愛に啼く
残虐公の可愛いつがい,199076,喜多也クロ;クレイン,Fantasy;Romance,Josei,2,name:クレイン|name:残虐公の可愛いつがい
母親誘惑,170362,灰司,Hentai,,1,qid:Q11567009|name:母親誘惑|sub:僕のママ育性計画
毒にくちづけ,193026,久保田流生,Drama;Fantasy;Romance,,1,name:doji|name:毒にくちづけ
毒妻クラブ,152326,真鍋譲治,Comedy;Ecchi;Romance,,1,qid:Q1010233|name:毒妻クラブ
気づいたらキスしてた,156148,京橋こより,Romance,,1,name:京橋こより|name:気づいたらキスしてた|sub:隣人の人気俳優と秘密の関係…?
気持ちよくて声も出ない?,105637,斉木マキコ,Romance,,1,name:斉木マキコ|name:気持ちよくて声も出ない?
気高き狼は不器用な恋に溺れる,125164,浅葱洋,Fantasy;Mystery;Romance,Josei,1,name:伊倉とう子|name:気高き狼は不器用な恋に溺れる
水の誘惑,65869,氷室芹夏,Drama;Hentai,,1,qid:Q11549573|name:水の誘惑
泣かせたくてどうしよう,175159,車谷晴子,Romance,,1,qid:Q11637326|name:泣かせたくてどうしよう
泥中の蓮,100037,ためこう,Drama;Psychological;Romance,,1,qid:Q106478436|name:泥中の蓮
泥沼,103150,ともち,Drama;Romance,,2,qid:Q11273389|name:泥沼
浪人生とエロい奴,158330,じょろり,Comedy;Drama;Ecchi;Romance,Seinen,1,name:じょろり|name:浪人生とエロい奴
浮世艶草子,45891,八月薫;篁千夏,Hentai,Seinen,2,qid:Q17219985|name:浮世艶草子
海賊★ゲーム,43341,高城リョウ,Comedy;Drama;Romance,,1,qid:Q2178375|name:海賊★ゲーム
淑女のひめごと,129397,大見武士,Hentai,,1,qid:Q11438946|name:淑女のひめごと
淫らに堕ちた男の娘,190791,黒柾志西,Hentai,,1,qid:Q11678370|name:淫らに堕ちた男の娘
淫戯の果て,96560,タカスギコウ,Hentai,,1,qid:Q17350086|name:淫戯の果て
淫獣伝説鬼狩り,42563,前田俊夫,Action;Hentai;Horror;Supernatural,,1,qid:Q2517702|name:淫獣伝説鬼狩り
淫靡な洞窟のその奥で,142839,あび;ウメ種,Adventure;Ecchi;Fantasy;Supernatural,Seinen,3,name:あび|name:淫靡な洞窟のその奥で
淫魔様にハレルヤ!,169103,八百,Comedy;Fantasy;Romance,,1,name:八百|name:淫魔様にハレルヤ!
深爪の王,154674,円堂さや,Comedy;Ecchi;Romance,,1,name:円堂さや|name:深爪の王
添い遂げて、竜人さん,119419,刹那魁,Comedy;Drama;Fantasy;Romance,,1,name:刹那魁|name:添い遂げて、竜人さん
清く正しくいやらしく,129057,兎山もなか;倖月さちの,Romance,,1,name:兎山もなか|name:清く正しくいやらしく
清田さんは汚されたい!?,170101,古田朋大;おーうち,Comedy;Ecchi;Romance,Seinen,1,name:古田朋大|name:清田さんは汚されたい!?
渇望する果実,134290,BANCO,Drama;Ecchi;Supernatural,Seinen,1,name:BANCO|name:渇望する果実
満漢ぽちゃムキ!!ん,152322,真鍋譲治,Comedy;Ecchi;Romance;Slice of Life;Sports,,1,qid:Q1010233|name:満漢ぽちゃムキ!!ん
満開カノジョ,152789,朝森瑞季,Hentai,,1,qid:Q11517643|name:満開カノジョ
溢れて零れて、我慢できない,120463,やまち,Romance,,1,name:やまち|name:溢れて零れて、我慢できない
溺れる獣の恋人。,41279,藤崎こう,Hentai;Romance,,1,qid:Q18054718|name:溺れる獣の恋人。
溺愛前提、契約婚。,147172,竹輪つぼみ,Romance,Josei,2,name:竹輪つぼみ|name:溺愛前提、契約婚。
溺愛幼なじみは私の夫でストーカー!?,137427,小豆,Drama;Romance,,1,name:小豆|name:溺愛幼なじみは私の夫でストーカー!?
漂流ネットカフェ,58303,押見修造,Action;Adventure;Horror;Mystery;Romance;Sci-Fi,Seinen,1,qid:Q11497712|name:漂流ネットカフェ
漣蒼士に処女を捧ぐ,189793,村上晶,Romance,,3,name:村上晶|name:漣蒼士に処女を捧ぐ
漫画家とヤクザ,106823,九重千花,Comedy;Hentai;Romance,Josei,1,name:コダ|name:漫画家とヤクザ
澪つくし,201811,扇ゆずは,Drama;Romance,,1,qid:Q11496824|name:澪つくし
激しくて変,94944,町田ひらく,Hentai,,1,qid:Q11578262|name:激しくて変
激情男児!,200043,晃次郎,,,1,qid:Q20041570|name:激情男児!
激詰みダンジョンですが《スキル:繁殖》で逆転したいと思います,192684,ハヤシ;鰻田まあち;ahorobo,Action;Adventure;Ecchi;Fantasy;Romance,,1,name:ahorobo|name:激詰みダンジョンですが《スキル:繁殖》で逆転したいと思います
濡れるカラダ,54406,やまかみ梨由,Drama,,1,qid:Q11280450|name:濡れるカラダ
濡れトロ3P,122499,,Comedy;Hentai,,1,name:ずんだ餅粉|name:濡れトロ3P|sub:大人のオモチャモニター
瀧晏名の本性はSなのかMなのか俺だけが知っている。,87238,佐野タカシ,Comedy;Ecchi;Romance,Seinen,1,qid:Q11384930|name:瀧晏名の本性はSなのかMなのか俺だけが知っている。
火傷と爪痕,94075,雨隠ギド,Comedy;Romance,,1,qid:Q104959197|name:火傷と爪痕
灰とダイヤモンド,36923,定広美香,Action;Drama;Hentai;Romance,,1,qid:Q11452206|name:灰とダイヤモンド
烏田くんは、疼いちゃうから引きこもる。,191899,稔,Romance;Slice of Life,,1,name:稔|name:烏田くんは、疼いちゃうから引きこもる。
無口な宮下さんの色欲チャンネル,149747,みつどうえ,Ecchi,,1,name:みつどうえ|name:無口な宮下さんの色欲チャンネル
無口な年下カレシの本音はすごくエッチ,211498,来岬未悠,Romance,,1,name:来岬未悠|name:無口な年下カレシの本音はすごくエッチ|sub:そんなオスの顔で私を見てたの?
無慈悲なヨルに,205223,桜賀めい,Comedy;Drama;Romance,,1,qid:Q3304582|name:無慈悲なヨルに
熟れごろHなみっくすパーティ,82567,大見武士,Hentai,,1,qid:Q11438946|name:熟れごろHなみっくすパーティ
熱帯のシトロン,31934,松本次郎,Fantasy;Psychological;Supernatural,Seinen,1,qid:Q6203100|name:熱帯のシトロン
熱帯夜,156622,島津郷子,Hentai,,1,qid:Q11476822|name:熱帯夜
熱帯魚のはらわた,147394,ヒロモト森一;はらざきたくま,Hentai,,1,qid:Q11330386|name:熱帯魚のはらわた
熱情,30290,ごとうしのぶ;高久尚子,Drama;Romance,,1,name:高久尚子|name:熱情
熱愛範囲,120766,東里桐子,Hentai,,1,qid:Q9215775|name:熱愛範囲
熱浸透率,106477,坂井久仁江,Comedy;Drama;Hentai;Romance,,1,qid:Q17158599|name:熱浸透率
片想いとパレード,88807,みよしあやと,Comedy;Romance;Slice of Life,,1,name:みよしあやと|name:片想いとパレード
物失型キラキラブルー,178722,キカ糸,Romance;Sci-Fi,,1,name:キカ糸|name:物失型キラキラブルー
犬飼さんは隠れ溺愛上司,150974,いとすぎ常,Romance,,3,name:いとすぎ常|name:犬飼さんは隠れ溺愛上司
狂い鳴くのは僕の番 ; β,100558,楔ケリ,Romance,,2,name:楔ケリ|name:狂い鳴くのは僕の番 ; β
狂い鳴くのは僕の番: re,194310,楔ケリ,Drama;Romance,,1,name:楔ケリ|name:狂い鳴くのは僕の番: re
狂犬ハチ公,124657,ミキライカ,Comedy;Romance,,1,name:ミキライカ|name:狂犬ハチ公
狐艶伝,149794,ホントク,Drama;Fantasy;Romance,,1,name:ホントク|name:狐艶伝
猛犬ダーリンと鈍感ちゃん,130361,和,Romance;Slice of Life,Josei,1,name:和|name:猛犬ダーリンと鈍感ちゃん
猛獣ヤクザと同居生活!?,154601,鹿島こたる,Drama;Romance,,1,name:庭鳥ヒナコ|name:猛獣ヤクザと同居生活!?
猟奇刑事マルサイ,87981,大越孝太郎,Hentai;Horror,Seinen,1,qid:Q11439265|name:猟奇刑事マルサイ
猟姫ナジャ,116214,山本貴嗣,Action;Drama;Hentai,Seinen,1,qid:Q9131784|name:猟姫ナジャ
猫とスピカ,102530,西野きいな,Romance;Slice of Life,,1,name:鳩屋タマ|name:猫とスピカ
獄卒クラーケン,152815,タカヒロ;戸流ケイ,Action;Ecchi;Fantasy;Romance,Seinen,2,name:タカヒロ|name:獄卒クラーケン
獅子の踊り子,173241,柳瀬せの,Fantasy;Romance,,1,name:柳瀬せの|name:獅子の踊り子
獣は愛で、癒される。,41257,藤崎こう,Drama;Hentai,,1,qid:Q18054718|name:獣は愛で、癒される。
獣人さんとお花ちゃん,117505,冬坂ころも,Ecchi;Fantasy;Hentai;Romance;Slice of Life,Josei,1,name:柚樹ちひろ|name:獣人さんとお花ちゃん
獣人カレシと子作り生活。,188608,,Romance;Supernatural,,1,name:駒込|name:獣人カレシと子作り生活。|sub:そんなおっきいの…入らない…っ
獣人専門デリヘル,153505,時逆拾壱,Fantasy;Romance,,1,name:時逆拾壱|name:獣人専門デリヘル|sub:俺の子を…孕め。
獣耳のリコリス,167563,,Fantasy;Hentai,,1,name:京極燈弥|name:獣耳のリコリス
王国へ続く道,119708,伊藤寿規;湯水快,Action;Adventure;Ecchi;Fantasy,Seinen,3,name:伊藤寿規|name:王国へ続く道|sub:奴隷剣士の成り上がり英雄譚
王子の本命は悪役令嬢,136669,Re:mimu,Fantasy;Romance,,1,name:Re:mimu|name:王子の本命は悪役令嬢
現実世界に帰りたくないので、難易度高めの隠しキャラを攻略します!,162421,長谷川ゆう,Fantasy;Romance,,1,name:長谷川ゆう|name:現実世界に帰りたくないので、難易度高めの隠しキャラを攻略します!
理想的恋愛の条件,139908,どーるる,Romance,,1,name:灰田ナナコ|name:理想的恋愛の条件
瓶詰の地獄,93661,丸尾末広,Psychological,Seinen,1,qid:Q1388268|name:瓶詰の地獄
甘い懲罰,106141,いづみ翔,Drama;Ecchi;Hentai;Romance,Josei,1,name:いづみ翔|name:甘い懲罰
甘えたい獣,134957,夕倉アキ,Romance;Slice of Life,,1,name:ゆいつ|name:甘えたい獣
甘えていいよ、満たすから。,159675,エトウユツキ,Romance,,1,name:エトウユツキ|name:甘えていいよ、満たすから。
甘くて熱くて息もできない,146081,臼井ともみ,Romance,,1,name:蜂巣|name:甘くて熱くて息もできない
甘く痺れて抜けない、義兄の棘,145065,八重代七瑚,Romance,,1,name:八重代七瑚|name:甘く痺れて抜けない、義兄の棘|sub:駿ちゃん、大好きです…
生まれ変わったら貞操逆転世界,150690,相川たつき;遼魔,Ecchi;Fantasy,,1,name:遼魔|name:生まれ変わったら貞操逆転世界
生意気。,32320,鹿乃しうこ,Comedy;Romance,,1,qid:Q11676465|name:生意気。|sub:完全版
生意気な猟犬の躾け方,88419,山田まりお,Drama,,1,qid:Q11470085|name:生意気な猟犬の躾け方
田舎,105624,山本直樹,Drama;Ecchi;Romance;Slice of Life,,1,qid:Q324980|name:田舎
田舎の黒ギャルJKと結婚しました,198416,甘露アメ,Hentai,,1,name:カヅチ|name:田舎の黒ギャルJKと結婚しました
田舎医者/ポチ,196320,田亀源五郎,Drama,,1,qid:Q2483662|name:田舎医者/ポチ
男しかいない国のアリス,135214,香坂透,Fantasy;Romance,,1,qid:Q11667217|name:男しかいない国のアリス
男子寮の玩具,106011,菊の助,Hentai;Romance;Slice of Life,,1,name:菊の助|name:男子寮の玩具
男子華やかなれ,92013,あおいれびん,Drama;Romance,,1,name:あおいれびん|name:男子華やかなれ
町田ホテル,152381,町田ひらく,Hentai,,1,qid:Q11578262|name:町田ホテル
番人,35507,坂井久仁江,Comedy;Drama;Psychological;Romance;Sci-Fi,,1,qid:Q17158599|name:番人
番台猫のタマさん,134246,春輝,Comedy;Ecchi;Slice of Life,Seinen,1,qid:Q11513813|name:番台猫のタマさん
異世界H英雄伝,194499,及川徹,Action;Comedy;Drama;Ecchi;Fantasy;Romance,,1,qid:Q22124139|name:異世界H英雄伝
異世界NTR(ネトラレ),115042,五里蘭堂;佐藤健悦,Action;Adventure;Ecchi;Fantasy,Seinen,3,name:五里蘭堂|name:異世界NTR(ネトラレ)|sub:親友のオンナを最強スキルで堕とす方法
異世界きまぐれぶらり旅,165473,真鍋譲治;さとうねこ,Action;Adventure;Comedy;Ecchi;Fantasy,,2,name:さとうねこ|name:異世界きまぐれぶらり旅
異世界でエルフになりましたが皇帝陛下の甘やかしえっちが止まりません!,162427,兎宮卯紗,Fantasy;Romance,,1,name:兎宮卯紗|name:異世界でエルフになりましたが皇帝陛下の甘やかしえっちが止まりません!
異世界で年下騎士に世話を焼かれています,183630,猫乃森シマ,Adventure;Fantasy;Romance,,1,name:猫乃森シマ|name:異世界で年下騎士に世話を焼かれています
異世界で愛され姫になったら現実が変わりはじめました。,138294,アラタアキ;兎山もなか,Fantasy;Romance,,1,name:兎山もなか|name:異世界で愛され姫になったら現実が変わりはじめました。
異世界に召喚されたんだけど、なんでも斬れてしまう権能を手に入れたのでイージーモードでした。,173917,止田卓史;神代家家長,Action;Adventure;Fantasy,Seinen,2,name:止田卓史|name:異世界に召喚されたんだけど、なんでも斬れてしまう権能を手に入れたのでイージーモードでした。
異世界に飛んだらライバルにハメられてました!?,112423,淀川ゆお,Comedy;Fantasy;Romance;Supernatural,,1,name:淀川ゆお|name:異世界に飛んだらライバルにハメられてました!?
異世界はこう抜く,119869,F4U,Ecchi,,1,qid:Q11198790|name:異世界はこう抜く
異世界ソープランド輝夜,113047,猪熊しのぶ,Comedy;Fantasy;Hentai,Seinen,1,qid:Q11571912|name:異世界ソープランド輝夜
異世界ソープランド輝夜外伝あんずクエスト,165183,猪熊しのぶ,Comedy;Ecchi;Fantasy,,2,qid:Q11571912|name:異世界ソープランド輝夜外伝あんずクエスト
異世界チート開拓記.,117767,ファースト;中村モリス,Action;Adventure;Fantasy;Romance,,3,name:冬空実|name:異世界チート開拓記.
異世界トリップ先で助けてくれたのは、人殺しの少年でした。,150811,堀田阿伴,Adventure;Drama;Fantasy,,1,name:堀田阿伴|name:異世界トリップ先で助けてくれたのは、人殺しの少年でした。
異世界パパ活おじさん.,143346,けてる;ゆげ,Adventure;Comedy;Ecchi;Fantasy,,2,name:けてる|name:異世界パパ活おじさん.
異世界マジックミラー号,183055,けてる;まめこ,Ecchi;Fantasy,,1,name:けてる|name:異世界マジックミラー号
異世界メイドがやってきた,176339,立石立飲;須藤由華,Action;Adventure;Ecchi;Fantasy,,1,name:ウニドン\120|name:異世界メイドがやってきた
異世界不倫,130942,いのまる;大井昌和,Ecchi;Fantasy;Romance,,1,name:いのまる|name:異世界不倫|sub:魔王討伐から十年、妻とはレスの元勇者と、夫を亡くした女戦士
異世界不倫2,130942,いのまる;大井昌和,Ecchi;Fantasy;Romance,,3,name:いのまる|name:異世界不倫2
異世界大奥,188095,サウロ,Fantasy;Romance,,1,name:サウロ|name:異世界大奥|sub:王妃になりたくば夜伽で殿下に愛され続けよ
異世界好色無双録,162321,おはなちゃん;まりぱか,Action;Comedy;Ecchi;Fantasy,Seinen,2,name:おはなちゃん|name:異世界好色無双録
異世界最高の貴族、ハーレムを増やすほど強くなる,149342,海産物;木下聡志,Action;Adventure;Ecchi;Fantasy;Romance,Seinen,2,name:三木なずな|name:異世界最高の貴族、ハーレムを増やすほど強くなる
異世界狙撃手(スナイパー)は女戦士のモフモフ愛玩動物(ペット),112556,いのまる;光永康則,Action;Adventure;Comedy;Ecchi;Fantasy,,3,qid:Q11388484|name:異世界狙撃手(スナイパー)は女戦士のモフモフ愛玩動物(ペット)
異世界男優,156621,蛙野エレファンテ;零之龍,Comedy;Ecchi;Fantasy,Seinen,2,qid:Q130725718|name:異世界男優|sub:汁男優が異世界転生してエロ知識フル活用で無双男優になる話
異世界迷宮でハーレムを,99462,氷樹一世;蘇我捨恥,Action;Adventure;Ecchi;Fantasy;Romance,Seinen,2,name:四季童子|name:異世界迷宮でハーレムを
異世界魔術師は魔法を唱えない,119973,こっぱむ;もちpub. 2015,Adventure;Ecchi;Fantasy,,3,name:218|name:異世界魔術師は魔法を唱えない|sub:THE COMIC
異種族っ娘が子種をねだってグイグイくるアンソロジーコミック,123873,私屋カヲル,Fantasy;Hentai;Romance,,1,qid:Q6380064|name:異種族っ娘が子種をねだってグイグイくるアンソロジーコミック
異種族レビュアーズ,101175,masha,Comedy;Ecchi;Fantasy,Seinen,1,qid:Q85866324|name:異種族レビュアーズ
異種族レビュアーズコミックアンソロジー～ダークネス～,115308,天原;HenselerThomas,Comedy;Ecchi;Fantasy,Shounen,1,qid:Q85866324|name:異種族レビュアーズコミックアンソロジー～ダークネス～
癒し系男子と囚われ生活,121212,にやま,Hentai;Romance,Josei,1,name:聖ゆうか|name:癒し系男子と囚われ生活
癒やしのお隣さんには秘密がある,185208,嶋伏ろう;梅澤夏子,Romance,Josei,1,name:梅澤夏子|name:癒やしのお隣さんには秘密がある
発情する運命,131321,七緒リヲン,Romance,,2,name:七緒リヲン|name:発情する運命
白刃と黒牡丹,113580,ゆくえ萌葱,Drama;Romance,,1,name:ゆくえ萌葱|name:白刃と黒牡丹
白月の晩に,204546,霧崎秀征,Drama;Fantasy;Romance,,1,name:渋江ヨフネ|name:白月の晩に
白衣のケダモノ,135071,七緒リヲン,Romance,,1,name:七緒リヲン|name:白衣のケダモノ|sub:先生の指で感じちゃう
白衣の虎は極道で絶倫,212170,森田りょうpub. 2020;ハルpub. 2020,Comedy;Romance,,1,name:ハル.|name:白衣の虎は極道で絶倫|sub:闇医者ヤクザに毎晩溺愛されて…
白雪姫にくちづけ,117997,深緑野分,Romance,,1,name:吉尾アキラ|name:白雪姫にくちづけ
百と卍,106860,紗久楽さわ,Comedy;Drama;Romance,,1,qid:Q123408574|name:百と卍
百合フェチLIFE,204461,館山けーた,Ecchi;Romance,,1,name:館山けーた|name:百合フェチLIFE
百合ラブスレイブ,132041,鈴音れな;あらおし悠,Drama;Ecchi;Romance,,1,name:あらおし悠|name:百合ラブスレイブ|sub:ふたりだけの放課後
百日の薔薇,32745,稲荷家房之介,Action;Drama;Romance,,1,qid:Q11596859|name:百日の薔薇|sub:maiden rose
百騎夜行,83175,けんたろう漫画家,Hentai;Supernatural,,1,name:けんたろう|name:百騎夜行
監禁王.,141023,マサイ;あしもと・よいか,Drama;Ecchi;Psychological;Romance,,3,name:ぺい|name:監禁王.
目を閉じても光は見えるよ,114155,丸木戸マキ,Drama;Romance,,1,qid:Q59551907|name:目を閉じても光は見えるよ
相上さんはニセモノ,130847,ふどのふどう,Hentai;Romance,Josei,1,name:ふどのふどう|name:相上さんはニセモノ|sub:大嫌いな幼なじみに抱かれます
相姦の赤い河岸,127138,黒澤R,Drama;Hentai,,1,qid:Q11678480|name:相姦の赤い河岸
相方,51295,藤崎こう,Hentai;Romance,,1,qid:Q18054718|name:相方
相葉くんは〈あの蜜〉が好きすぎる!,212560,竹若トモハル,Comedy;Romance;Supernatural,,1,name:南志都|name:相葉くんは〈あの蜜〉が好きすぎる!
真夜中のBL編集部は夢を見る,162220,上田にく,Comedy;Drama;Fantasy;Romance,,1,name:上田にく|name:真夜中のBL編集部は夢を見る
真夜中の俺を見て,163761,Luria,Drama;Romance,,1,name:Luria|name:真夜中の俺を見て
眠り男と恋男,95810,座裏屋蘭丸,Romance,,1,qid:Q57314811|name:眠り男と恋男
眠れぬ夜は奪いに来てね,162001,ちふゆ漫画家,Romance;Supernatural,,1,name:ちふゆ|name:眠れぬ夜は奪いに来てね
瞳のギワク,37415,あさぎり夕,Drama;Psychological;Romance,,1,qid:Q1096358|name:瞳のギワク
瞳のホンネ,32614,あさぎり夕,Drama;Psychological;Romance,,1,qid:Q1096358|name:瞳のホンネ
砂漠のウサギ,94117,M.Wolverine;えむ・うるぶりに,Comedy;Ecchi;Romance,,4,name:M.Wolverine|name:砂漠のウサギ
社会人が築く亜人ハーレム,127516,高橋徹pub. 2019.9;サイトウミチ,Comedy;Ecchi;Fantasy;Romance,Seinen,1,name:露田米|name:社会人が築く亜人ハーレム|sub:糖度200%のエッチなラブコメをあなたに
社内ビッチちゃんは今日もときめきが止められない,191757,妹尾圭祐,Romance,,1,name:秋ひろな|name:社内ビッチちゃんは今日もときめきが止められない
社外では、理想の上司がエロになる,161566,七嶋いよ,Romance,,1,name:七嶋いよ|name:社外では、理想の上司がエロになる
神さまの怨結び,92736,守月史貴,Drama;Ecchi;Psychological;Romance;Supernatural,Seinen,1,name:守月史貴|name:神さまの怨結び
神への餌は彼女達,186089,蔵人健吾;伊藤里,Ecchi;Horror;Mystery;Supernatural,Shounen,1,name:まりお漫画家|name:神への餌は彼女達
神代部長は飢えている。,212024,森月あめ;黒之響,Romance,,1,name:黒之響|name:神代部長は飢えている。
神呪のネクタール.,98563,佐藤健悦;吉野弘幸,Action;Fantasy,Seinen,3,qid:Q1062486|name:神呪のネクタール.
神様なんか信じない僕らのエデン,133821,,Drama;Romance,,1,name:一ノ瀬ゆま|name:神様なんか信じない僕らのエデン
神様の言うとおり!,91029,折原みと;説話社,Hentai,,2,qid:Q11497486|name:神様の言うとおり!
神様よりもヤクザさま!?,130390,晴山晴緒,Drama;Hentai;Romance,,1,name:晴山晴緒|name:神様よりもヤクザさま!?
神盗り夜話,107701,坂本あきら,Fantasy;Hentai;Romance;Supernatural,,1,qid:Q11425176|name:神盗り夜話
神野くんはスキだらけな彼女が好きすぎる,189591,有鷹ゆずと,Romance,,1,name:有鷹ゆずと|name:神野くんはスキだらけな彼女が好きすぎる
神隠しの楽園(エデン).,169808,佐原玄清,Ecchi;Fantasy;Mystery;Romance;Supernatural,,3,name:佐原玄清|name:神隠しの楽園(エデン).
神頼みコン活,124485,GeradsMitch,Fantasy;Romance,Josei,1,name:crow|name:神頼みコン活
禁断の果実,95193,古田久恵,Hentai,,1,name:古田久恵|name:禁断の果実
禁断の甘い果実,32054,みなみ遥,Romance,,1,qid:Q6381491|name:禁断の甘い果実
禁欲いんぽっしぶる女学園,175685,庭トリ,Ecchi,,1,name:庭トリ|name:禁欲いんぽっしぶる女学園
禍つ罠師の勇者狩り,115411,わだぺん。,Action;Adventure;Fantasy,Seinen,1,qid:Q11281901|name:禍つ罠師の勇者狩り
私だけの出張ホストくん,211885,青禎たかし,Romance,,2,name:青禎たかし|name:私だけの出張ホストくん
私のトンデモ初体験,191163,東雲龍,Hentai,,1,qid:Q11528722|name:私のトンデモ初体験
私の淫魔くん,130120,,Fantasy;Hentai;Romance,,1,name:春楡いちる|name:私の淫魔くん|sub:この契約に愛はありますか?
私はおかず先輩に食べられたい。,111682,才手けい,Drama;Romance,Josei,1,name:才手けい|name:私はおかず先輩に食べられたい。
私立帝城学園,115649,夏下冬,Drama;Romance,,1,name:夏下冬|name:私立帝城学園|sub:四逸
秘めごとあそび,58343,桜城やや,Comedy;Drama;Romance,,1,name:桜城やや|name:秘めごとあそび
秘密ありきの僕たちですが,183944,櫻井ナナコ,Romance,,1,name:櫻井ナナコ|name:秘密ありきの僕たちですが
秘密にするから抱かれろよ,109032,エトウユツキ,Hentai;Romance,,1,name:エトウユツキ|name:秘密にするから抱かれろよ|sub:ドS男は、同僚ときどき家政夫
秘密の森の魔術師はのどかを願う,184788,蔓沢つた子,Fantasy;Romance,,1,name:蔓沢つた子|name:秘密の森の魔術師はのどかを願う
秘密の花園,51876,まつざきあけみ,Hentai,,1,qid:Q11278399|name:秘密の花園
秘恋,110164,三尾じゅん太,Drama;Romance,,1,qid:Q17211299|name:秘恋
秘書課ドロップ,43344,春輝,Drama;Ecchi;Hentai;Romance,Seinen,1,qid:Q11513813|name:秘書課ドロップ
秘書課ドロップミックス,51637,春輝,Comedy;Drama;Ecchi;Hentai,Seinen,1,qid:Q11513813|name:秘書課ドロップミックス
穢れのない人,168358,虫飼夏子,Drama;Psychological;Thriller,,1,name:虫飼夏子|name:穢れのない人
空の巻き貝,107793,逆柱いみり,Psychological,Seinen,1,qid:Q11639413|name:空の巻き貝
童地獄・父子地獄,196515,田亀源五郎,Drama,,1,qid:Q2483662|name:童地獄・父子地獄
笑う鬼には福きたる,107140,山本小鉄子,Drama;Romance,,1,qid:Q11045541|name:笑う鬼には福きたる
第一級潤愛罪,36832,えのもと椿,Hentai,,1,name:えのもと椿|name:第一級潤愛罪
筋肉紳士はお嫌いですか?,212044,伊吹芹;純友良幸,Comedy;Romance,,1,name:純友良幸|name:筋肉紳士はお嫌いですか?|sub:抱かれてやみつきゴリゴリH
簡易的パーバートロマンス,113923,赤原ねぐ;瀬森菜々子,Romance,,2,name:赤原ねぐ|name:簡易的パーバートロマンス
籠の鳥,49566,吉野マリ,Hentai,,1,qid:Q11414350|name:籠の鳥
精一杯の恋,51636,春輝,Hentai;Romance,,1,qid:Q11513813|name:精一杯の恋
紅壁虎,116262,山本貴嗣,Action;Drama;Hentai;Romance,Seinen,1,qid:Q9131784|name:紅壁虎
純のはらわた,119088,早見純,Hentai;Horror,,1,qid:Q11511567|name:純のはらわた
純の魂,50353,早見純,Hentai;Horror,Seinen,1,qid:Q11511567|name:純の魂
純情ロマンチカ,30765,中村春菊,Comedy;Drama;Romance,Josei,1,qid:Q2663665|name:純情ロマンチカ
純愛ジャンキー,100026,葉月京,Comedy;Ecchi;Romance,Seinen,1,qid:Q3201015|name:純愛ジャンキー
純潔Good bye,152027,竹姫,Romance,Josei,1,qid:Q125471727|name:純潔Good bye
素人ヤンキー♂危機一発!!replay,100610,八百,Romance,,1,name:八百|name:素人ヤンキー♂危機一発!!replay
紫真くんにぜんぶあげる,197312,青山冬兎,Romance,,1,name:青山冬兎|name:紫真くんにぜんぶあげる
