slug	current_authors	rakuten_author
kyouraku-no-mori-no-alice	新谷シンヤ	庭春樹/望月麻衣
kyouran-reijou-nia-risuton	宗一郎	南野海風/古代甲/磁石
kyouryuu-no-fushigi	安斉俊	高橋 拓真/講談社/小林 快次
kyouryuu-rescue-jurakizzu	横山千里	宮原美香/富田京一
kyoutei-shoujo	小泉ヤスヒロ	寺島優/小泉裕洋
kyrie-kuraka-2018	斉藤浩美	冥花すゐ
kyuu-nana-hachi-yon	田川ミ	ヤマモト マナブ
kyuu-no-ji-tou	竹宮惠子	竹宮恵子
kyuubigitsune-to-kemono-no-ishi	AKR	蓮水 りく
kyuudoushi	天野雨乃	あまのあめの
kyuuketsu-baito-kirishima-kun	柏葉ぺす	鹿島初
kyuuketsu-bar-e-youkoso	小手万里	次見 やをら
kyuuketsuki-chan-kouhai-chan	吉岡榊	嵩乃朔
kyuuketsuki-no-kisu	紫垣まゆみ	柴垣まゆみ
kyuuketsuki-to-bara-shoujo	卓美涼	朝香 のりこ
kyuuki-z	藤澤勇希	藤沢勇希
kyuukoku-no-seijo-desu-kokugai-tsuihousareta-sarechaimashita	(unknown)	アンソロジー
kyuukyoku-nipako-chan	野田のんだ	ゆうじこうじ/真野英二
kyuukyoku-no-kabushiki-koukaijutsu	前川つかさ	小野寺隆/矢澤和重
kyuukyoku-no-komyushou-wotaku-joshi-no-watashi-ga-soshage-no-sekai-ni-kita-kedo-oshi-ga-toutosugite	BurnsCharles	悦若えつこ
kyuumei-kyuukyuu-er-tanjou	こやす珠世	日本放送協会
kyuupii-gaiden-drama-special	今村KSK	高橋ヒロシ
kyuutei-madoushi-tsuihousareta-dekiaisareru	吉田しゃけ	きつね丸/しんこせい/ろこ
kyuutei-no-majinaishi	上機しほ	顎木あくみ（ポプラ文庫ピュアフル刊）/みまわがお/高田タカミ
l-a-heat	黒田かすみ	くろだ　かすみ
ladies-maid	めぇ田のん	春夏秋冬鈴
lady-eagle	千葉きよかず	千葉潔和
lasboss-hero	くずしろ	葛城一
last-kiss	ワタセセイゾウ	わたせせいぞう
last-kisu	中島あきら漫画家	中島 あきら
last-kisu-kara-hajimeyou	鹿乃しうこ	初田しうこ
last-man	VivésBastien	バラック/バスティアン・ヴィヴェス
last-order-2000	高田裕三	松葉 サトル/浜松 春日/カズナリ
last-order-kazunari-2021	ひいろ莎々	松葉 サトル/浜松 春日/カズナリ
late-bloomer	冨月一乃	玉屋一心
laura-ingalls	後藤ユタカ	服部 奈美
legende	厦門潤	あもい　潤
lemon-chan-saga	赤井里美	紗夢猫
lena-maria	あべさより	ビヤネール 多美子
leo-the-gold	石岡ショウエイ	石波昌英
let-gourmet	南雲ジュリ	河名尚子
let-s-go-nirvana	みやこかっく	百地 元
level-1-no-saikyou-kenja	かなめもにか	かん奈
liar-chiyozaki-2024	夏江夢子	千代崎
libido	岩谷テンホー	岩谷テンホ-
lightning-anchor	河上だいしろう	河上大志郎
like-father-like-son	尾崎未来	井上洋子（漫画家）
lily	RaimondiPablo	えびさわ まよ
limiter	もんでんあきこ	モンデンアキコ
lingerie-publicity	なかはら★ももた	なかはら桃太
lingua-franca	鹿島麻耶	滝沢麻耶
lioncourt-senki	高槻ナギー	小倉ひろあき/Nagy/toi8
little-n-flippers	銀子	リトルエヌ
live-dungeon	ハルチカ	ことり　りょう/dy冷凍/Mika Pikazo
live-reboruto	なもなき	瀬島ハルキ/咲良ゆき
locker-game	ビリー・バリバリー	アキハルノビタ
log-horizon	こゆき	ハラカズヒロ/橙乃ままれ
log-horizon-nyanta-hanchou-shiawase-no-recipe	篠原悠希	草中/橙乃ままれ
lonely-army	大河原遁	大河原正敏
long-distance	新條まゆ	征城悠馬
loose	なかはら★ももた	なかはら桃太
loss-time-ni-hanamuke-o	電子レンジ	ココミ
lov-ho	山口ヨシノブ	山口よしのぶ
love-all-puree	藪崎可奈子	宮田 ダム/小瀬木 麻美・ラブオールプレー製作委員会
love-dolls	FrankMatt	富士屋 カツヒト
love-experience	國居亨	國居享
love-game	雨蛙ガメ	有田 ケイ
love-gurimowaaru	吉山航平	いぬやまりこ
love-hard	袴田十莉	袴田十二
love-idenshi-double-ekkusu	つだみきよ	蔵王大志
love-kaidan-sayoko-san	関﨑俊三	関崎俊三
love-live	姫なっつん	鴇田　アルミ/公野　櫻子/室田　雄平
love-no-jugyou	斉田えじわ	高橋つばさ
love-no-miko-chan	小阪かおる	小坂かおる
love-rendetsu	斎藤なずな	齋藤なずな
love-revo	なかはら★ももた	なかはら桃太
love-riron	佐藤まさき	水野敬也
love-score	LEN〈A7〉	LEN［A-7］
love-shoujo	草薙竜樹	水城かなる
love-stage	つだみきよ	蔵王　大志/影木　栄貴
love-symphony	テトメト	千氏夜
lovekatsu	清野静流	清野清流
lover-santa-claus	青山アルト	九重シャム
lovers-high-2000	小宮裕太	御堂明日香
luciernaga	(unknown)	Kface/イダ タツヒコ
luck-master	MEE	みいくん/スタジオ編集部
lunatic-terrapop	弓庭史路	橋田 久弥
lunatic-zatsugidan	岡田あーみん	岡田 あ〜みん
lupin-iii-1998	山本修生	モンキー・パンチ
lupin-iii-b	馬場民雄	モンキー・パンチ
lupin-iii-m	深山雪男	モンキー・パンチ
lupin-iii-t	togekinoko	モンキー・パンチ
lupin-iii-vs-meitantei-conan-za-movie	阿部ゆたか	モンキー・パンチ/青山剛昌
lupin-iii-y	山上正月	モンキー・パンチ
lupin-tic	サダタロー	モンキー・パンチ
lv-1-maou-to-room-yuusha	まえじま	toufu
lv2-kara-cheat-datta-moto-yuusha-kouho-no-mattari-isekai-life	條	糸町秋音/鬼ノ城ミヤ/片桐
m-and-mirumiru	Kan Fujita	FujitaKan
m-i-q	阿佐維シン	浅井信悟/マスヤマコム
ma-no-yama-daisounan-kesshi-no-kyuushutsugeki	こやす珠世	日本放送協会
maadisuto	春日すもも	ゆとと/半田　畔/灰染　せんり
maajan-tenhoushin-kirinji	ウヒョ助	塚脇永久/渋川難波
mabataki-yori-hayaku	ふなつ一輝	ふなつ かずき
mabinogi	于彦舒	虎雨マサカリ/NEXON
maboroshi-jou	桑田二郎	高垣眸/桑田次郎
maboroshi-matane	秋山シノ	糸なつみ
maboroshi-no-hata	竹宮惠子	竹宮恵子
maboroshinohanayome	細川智栄子	細川知栄子
machi	辰巳ヨシヒロ	石川フミヤス/草川秀男/久呂田まさみ/さいとう・ たかを/桜井昌一/佐藤まさあき
machi-no-honya-no-goshoyama-san	秋乃かかし	いずみ　せら
machigai-de-kyuukon-sareta-onna-wa-ichinengo-rien-dekiaisareru	真波潜	ほいっぷくりーむ/ヤマトミライ
machine-head	(unknown)	スペアパ-ツプロダクション
machine-souzou-den-wataru	バンダイナムコフィルムワークス|焼nick1989-	焼nick/サンライズ
mad-dog-1983	ひらまつつとむ	高沢圭/武論尊
mad-jam	岩田やすてる	岩田康照
mad-miniscape	高妍	廣瀬　アユム
mad-summer-school	伊野ナユタ	関よしみ/合田蛍冬
madan-no-ou-to-michelia	的良みらん	kakao/川口 士/美弥月 いつか
madara-moyou-no-yoi	小林嵩人	朝田 ねむい
madara-rumble	星海ユミ	イズミダ フユキ
madk	墨佳遼	硯 遼
mado-kara-madoka-chan	福田やすひろ	福田 泰宏
madogiwa-no-aoi-haru	chippi	すずゆき
madoken	SHIHO	七積ろんち
madonna	くじらいいく子	くじらいいくこ
madonna-no-hikyuu	谷間夢路	出井州忍
madonna-wa-glass-keesu-no-naka	ユエミチタカ	スガワラエスコ
maesetsu	美水かがみ	神無月羽兎/むげんだい∞
mafalda	きの	キノ/泉典子
magic-2018	坂丘のぼる	鴨林源史
magic-tree-house	険持ちよ	メアリー・ポープ・オズボーン/マジック・ツリーハウス製作委員会
magical-punch-majikarunuki	TAa	中斉翔/原田靖生
mahou-chuunen	藤野晴海	灰刃 ねむみ/魔木
mahou-joshi-gakuen-no-suketto-kyoushi	藤本桜	東導号/とよた瑣織
mahou-kuutei-no-grand-staff	蔦屋空	野間　与太郎/四葉　夕卜
mahou-ni-kakatta-boku-no-machi	よしだもろへ	吉田もろへ
mahou-no-ojikan	よしだもろへ	吉田もろへ
mahou-no-onnanoko-chaamii-chako-chan	紺野比奈子	ひな。
mahou-shoujo-kanrikan-hanmura-hisayuki	白松	紺矢ユキオ
mahou-shoujo-kazumi-magica	天杉貴志	甘杉貴志/平松正樹
mahou-shoujo-madoka-magica-homura-revenge	あそか	枡狐/蛙空
mahou-shoujo-misoji	神林イチトラ	三倉 ゆめ
mahou-shoujo-pretty-sammy	蒔野靖弘	牧野　靖弘/林　宏樹/鹿住　忠広/黒田　洋介/倉田　英之
mahou-shounen-natsuki-x-rabbits	雨水龍	金井千咲貴
mahou-to-pantsu-to-ore	黒柾志西	ベンジャミン
mahoui-rex-no-hentai-karte	19歳	元三 大介
mahouka-koukou-no-rettousei-2016	マジコ!	佐島勤/石田可奈
mahouka-koukou-no-rettousei-2018	マジコ!	佐島勤/石田可奈/竹田羽角
mahouka-koukou-no-rettousei-shiba-tatsuya-ansatsu-keikaku	あさひあける	一乃　ゆゆ/佐島　勤/石田　可奈
mahoutsukai-mana-to-h-no-tobira	中島こうき	hoihoi
mahoutsukai-no-deshi-ga-warau-toki	雨水龍	金井千咲貴
mahoutsukai-no-deshi-takemiya-2002	竹宮惠子	竹宮恵子
mahoutsukai-no-hanzai-sousa	日暮眠都	たもつ　葉子
mahoutsukai-precure	上北双子	上北 ふたご/東堂 いづみ
mahoutsukai-yousei-senmon-magic-star-gakuin	南澤久佳	南澤ミヅキ
mai-chan-no-onee-san-shiiku-gohan	北野はるた	秋津貴央
maicon-rendezvous	おおやま黎	あおやま黎
maid-in-gokudou	片山誠	かたやままこと
maid-ni-tensei-shitara-ukkari-ryuuou-sama-no-ibukuro-tsukanjaimashita	雨水汐	アズマミドリ/徒然花
maid-san-no-shitagi-wa-tokubetsu-desu	電柱棒	みらくるる
maikon-deka	すがやみつる|下条よしあき	下條よしあき
mainichi-ganbatte-hataraku-erai	もずく漫画家	もずく
mainichi-shine-shine-itte-kuru-imouto-ga-ore-ga-nete-iru-suki-ni-saiminjutsu-de-horesaseyou-to	戦記暗転	田中ドリル
maipeesu-to-aruku	小倉あすか	三本 阪奈
maishuu-kayou-wa-chuuzudei	ÖYSTER	Ｏ¨ＹＳＴＥＲ
maison-toki-no-yu	poni	瀬田　一乃/小野　美由紀
maji-de-tsukiau-15-funmae	高野水登	Perico
maji-de-watashi-ni-koishinasai-afterparty	桂イチホ	多門　結之/みなとそふと
majikyuu-4-koma-maburavu-orutaneiteivu-tootaru-ikuripusu	草壁レイ|緋呂河とも|おこさまランチ|桃井涼太|結ゆい|延川祐子|森しんじ|智|	エンターブレイン
majime-dakedo-shitaindesu	桜井飛鳥	嘉村　朗
majishanzu-akademii	Blade	仲尾　ひとみ/榊　一郎
majo-ni-ataeru-tettsui	銀八	村田真哉/檜山大輔
majo-no-i	上野りゅうじん	KARAS押形
majo-no-yasashii-parade	こじまなおなり	黒釜ナオ
majo-o-mamoru	槙えびし	槇えびし
majo-to-yajuu	営業のK	佐竹 幸典
majo-wa-hot-nao-toshigoro	竹宮惠子	竹宮恵子
majoma	神吉李花	神吉
majutsu-gakuin-o-shuseki-de-sotsugyou-shita-ore-ga-boukensha-o-hajimeru-nowa-sonnani-okashii-darouka	いーどぅー	有馬　明香/いかぽん/カカオ・ランタン
majutsu-no-princess-hikita-tenkou	飛鳥幸子	ジャン・ボーノワイエ/岡田好惠
majutsu-ressha-satsujin-jiken	さとうふみや|樹林伸	天樹征丸/金成陽三郎
majutsu-yaburi-no-revenge-magia	TATE	子子子子　子子子/伊吹のつ/宮社惣恭
majuu-kessha	来留間慎一	秋恭摩
majuu-suit-tiger	木村知夫	木村知生/村形順子
makai-no-shuyaku-wa-wareware-da	家田明歩	津田沼篤/西修/コネシマ
makai-senki-disgaea-4	山本ケイジ	超肉/日本一ソフトウェア
makaigaeri-no-rettou-nouryokusha	えむけえ	たすろう/鳥飼やすゆき/かる
makasete-darling	鈴木がんま	鈴木雅洋
make-no-ohime-sama	北村有香	きたむら ゆうか
maken-kajishi-ni-naritakute	くっきぃ	枩岡 佳範/岡沢 六十四/SAIPACo．
maketsurakusha-no-shuunou-mahou	おけいど	新奈ケイ/富士とまと
maki-kun-wa-moteru-kedo-koi-ga-heta	半次	深澤ねじ
maki-youko-love-monogatarishuu	槙ようこ	槇ようこ
makiko	ささやななえこ|和田慎二	ささやななえ
makiko-1999	寺岡道雄	てらおかみちお/工藤かずや
mako-san-to-hachisuka-kun	カツヲ	221
maku-ga-oritara-bokura-wa-tsugai	平安ジロー	ざらめ鮫
makuranosoushi	バラエティ・アートワークス	清少納言/面堂かずき
makuu-no-tenshi	うさとさや	田中雅子（漫画家）
mama-ganbatte	みずの圭	水野圭
mama-san-wa-moe-mangaka	こげどんぼ*	コゲどんぼ
mama-wa-doukyuusei	あずまゆき	あづまゆき
mamama	オカヤド	乾武丸
mamanaranu	衣田ぬぬ	ゆーき
mameda-sensei	高知市浦戸小学校5年|高知市浦戸小学校6年一同	森尚水/浦戸小学校（高知市立）
mamiya-san-to-isshokenmei	千月さかき	ガオシ
mamotteagetai	くじらいいく子	くじらいいくこ
manekarezaru-shinjo	餅田まか	雨咲　はな/有馬　ツカサ/憂
manga-ayashii-ura-shigoto	立沢直也	アンソロジー
manga-chakai-nyuumon	やまさき拓味	小池一夫/池本朗
manga-chikamatsu-monogatari	とみ新蔵	臣新蔵
manga-day-to-day	すえのぶけいこ|慎結|ひうらさとる|熊倉隆敏|麻生みこと|山田デイジー|弘兼憲史	講談社
manga-de-nabigeeto	山田えいし	科学教育研究会（1951）/毎日小学生新聞編集部
manga-de-opera	小林可多入	中野京子（ドイツ文学）
manga-de-rongo	山崎大紀	広瀬幸吉/吉良川良吉
manga-de-wakaru-doukouhou	武内つなよし	高山俊吉
manga-de-wakaru-fate-grand-order	カマンベールはる坊	リヨ/TYPE-MOON
manga-de-yomitoku-nippon-no-rekishi	(unknown)	田代脩
manga-de-yomu-hitobito-no-sei-to-sei	鈴目ゆら	山本直英/高柳美知子
manga-de-yomu-niijima-jou	能田茂	のだしげる/和順高雄
manga-fukouna-hito	花生	アンソロジー
manga-gaishoku-ou-rendetsu	石ノ森章太郎	石森プロ/日経レストラン編集部
manga-girishia-shinwa-1991	(unknown)	亜仁真/石原しゅん
manga-gokuakunin-ni-tsugu	伊賀和洋	アンソロジー
manga-gouyoku-mamire-no-ningen-file	伊賀和洋|池田鷹一	アンソロジー
manga-kii-waado	近石まさし	近石雅史/朝日新聞社
manga-kiiroi-zerosen	小澤さとる	小沢さとる
manga-koshien-book-baajon	マンガジャパン	まんが甲子園支援プロジェクトチーム
manga-kowai-nippon	ムコキマッソ	アンソロジー
manga-men	石黒正数|板垣巴留|上機しほ	峰なゆか/シモダアサミ/北駒生
manga-ningenbanare-shita-kyoujintachi	伊賀和洋	アンソロジー
manga-nippon-no-mondai	久松文雄	剣名舞/武下純也
manga-no-coco-wa-kikenna-tsubomi	栗原一実	長谷川裕一（漫画家）/徳冨数志
manga-nougyou-business-rendetsu	農林水産省中国四国農政局	中国四国農政局
manga-project-ekkusu-chousenshatachi	NHKプロジェクトX制作班	日本放送協会
manga-sangokushi	とみ新蔵	臣新蔵
manga-sangokushi-2020	石ノ森章太郎	吉川 英治/石森プロ/竹川 弘太郎
manga-sekai-no-ijinden	風童じゅん	西東社
manga-shiberiya-yokuryuu-monogatari	斎藤くにお	斎藤邦雄
manga-shinda-akunintachi	青井小箱	アンソロジー
manga-shouwashi	とみ新蔵	臣新蔵
manga-time-mini	ふじのはるか|山田まりお|大乃元初奈	アンソロジー
manga-tsuiteittara-kou-natta	オカダシゲヒロ	多田文明
manga-yakyuu-nyuumon	てらしまけいじ	椎屋光則/大沢啓二
mangaka-to-yakuza	九重千花	コダ
mangaka-yoiyoi	なかはら★ももた	なかはら桃太
mangakasanchi-no-neko	(unknown)	猫好き漫画家同盟
mangamuboubiman-ga-yuku	秋元裕美子	あきもとゆみこ
manha-head	高橋秀武	瑳川恵一
manhattan-op	谷口ジロー	矢作俊彦
mankai-sakurako	蒔野靖弘	牧野靖弘
mansion-neko-no-kyoumi-shinshin	竹宮惠子	竹宮恵子
manyuu-hikenchou	こんちき	山田　秀樹
maokin	村正みかど|東毅	あずま たけし/藤澤 紀幸
maou-dou	きなつk|凩はとば	寒天/高岸　かも
maou-gakuen-no-hangyakusha	野﨑花一	溝口　ぜらちん/久慈　マサムネ/kakao
maou-na-kachou-no-teshita-ni-narimashita	真敷ひさめ	三浦ひらく
maou-no-mama-ni-narundayo	つきぼしりょう	片岡とんち
maou-no-musume-kara-wa-nogarerarenai	うらpub. 2020	うら
maou-no-ore-ga-dorei-elf-o-yome-ni-shitandaga-dou-medereba-ii	オンディ	手島史詞/COMTA/板垣ハコ
maou-reijou-no-kyouikugakari	鈴木貴昭|くれの又秋|このえ|日本チェス連盟	松原剛
maou-sama-retry	緒方剛志	身ノ丈あまる/神埼黒音
maou-sama-wa-aima-de-shiritai	和泉宗谷	益田学昭
maou-toubatsu-shita-ato-medachitakunai-node-guild-master-ni-natta	老眼	朱月十話/ROHGUN/鳴瀬　ひろふみ
maoujou-no-ryouriban	西岡さち	ワイエム系
maoutsukai-no-saikyou-shihai	大関詠詞	空埜　一樹/コユコム/大関詠嗣
maoyuu-4-koma-muitemasenyo-maousama	SHIHO|toi8	七積ろんち
march	(unknown)	ジョン・ルイス/アンドリュー・アイディン/ネイト・パウエル/押野 素子
mareiro-no-kamen-koukyuu	春日すもも	ゆとと/松藤　かるり/Nardack
mari-wa-happy-end-de-onegai-shimasu	夢木みつる	晴海ひつじ
maria-2002	花小路ゆみ	花小路小町/響京介
maria-no-sumu-ie	鮪オーケストラ	ハセガワM
marian-to-isshokenmei	伊海	つきよみ
marii-no-game	千葉きよかず	千葉潔和
marii-to-ellie-no-atelier-zaaruburugu-no-renkinjutsushi-sekando-season	おちよしひこ	越智　善彦
marijun	花津ハナヨ	桜井明子
marika-chan-to-yasashii-koi-no-dorei	木村あや	芒其 之一/兎山 もなか
mariko-san-no-koukotsu-gohan	榎本ハイツ	酉川宇宙
marimo-no-hoshi	谷ゆきこ	谷ゆき子
mario-no-daibouken	桜玉吉	チャーリー野沢/竹熊健太郎
maruchipeinto-de-tanoshimu-manga-no-egakikata	どろんぱ	愼村　ただし
marusei	さかめがね	鯨川 リョウ
maruyuu-kunoshima-san	nojo	木佐貫卓
marvel-super-heroes-secret-wars	音埜クルミ	ジム・シューター
marvel-zombies	PhillipsSean	ロバート・カークマン/秋友　克也
marx-and-engels	(unknown)	野口美代子/円谷源
marx-girl	山本夜羽音	山本夜羽
mashirohi	G3井田	香川まさひと/若狭 星
mask-otoko-wa-koishitakunainoni	鮫類	参号ミツル
masou-banchou-bangaisuto	(unknown)	霧隠サブロー
massan	なかはら★ももた	羽原大介/なかはら桃太
master-grape	辺天使	土塚 理弘/高橋 アキラ
master-gun-master	鈴木大	鈴木ダイ
masuikai-hana	中山寛巳	なかお白亜/松本克平
masutaazuobuyunibaasu-houkainoken	フレディ・E.ウィリアムス2世 アート カバーアート	ティム・シーリー/ルビー 翔馬 ジェームス
mata-no-okoshi-o-suzune-2018	47AgDragon	鈴音 ことら
matador	須本壮一	滝直毅/本そういち
matagi-gunner	AlbarranJuan	藤本 正二/Juan Albarran
matatabi-sensei-hashiru	前田紅葉	ししゃも歳三
matatabisou-wa-nekoyashiki	新名昭彦	新名あき
match-mondo	大山満千	堀内 祥吾
mate-ga-dekinai-hinata-kun	うじい	しろまゆ
material-polka	蓮乗寺メイ	古林奈留
matsu-kakarichou-wa-onna-ota	(unknown)	奥十
matsugaoka-shitsuchou-ikasesugi-desutsu	MartinaDiego	おとねこね
matte-suki	冬村蜜柑	おまゆ
matto-no-shishiou	小畑しゅんじ	梶原一騎/真樹日佐夫
mawaru-kenja-no-shuraibuvaare	星屑七号	星屑7号
mayoe-nanatsu-no-taizai-gakuen	おさじ	球木拾壱/鈴木央
mayoeru-kohitsuji-ni-neko-no-te-o	西田拓矢	遊佐 ハルカ
mayonaka-no-occult-koumuin	日暮眠都	たもつ　葉子
mazegohan	岩谷テンホー	岩谷テンホ-
mazin-nuudoru	ひこちゃん	杉谷和彦
mazin-senki-hagun	雨蘭	橋本還/あかほりさとる
mazinger-z	桜多吾作|ダイナミック・プロ|編著|ダイナミックプロダクション	永井豪
mazinger-z-tai-transformer-yoshioka-2019	衣谷遊|津島直人	永井　豪/タカラトミー
me-ga-sameru-to-hyakunengo-no-koukyuu-deshita	恵那	糺ノ森　たゆた/藍川　竜樹/新井　テル子
medigirl	山口悠	道端千揺/有好從桜
megalomania	銀八	檜山大輔
megami-no-mousou	紺津名子	雨宮理真
megami-sama-no-iutoori-tsuyatsuya-2016	艶々	廣瀬良多
megami-to-maou-kara-semararete-umarete-hajimete-onnanoko-to-flag-ga-tatta-node-iji-demo-isekai	品川イチガ	森貴夕貴
megamiryou-no-ryoubo-kun	樽戸アキ	日野行望
megamori-hontou-ni-atta-yukai-na-hanashi-black-na-shokuba-esupii	安斎かなえ	アンソロジー
megane-iro-no-koi-wazurai	渡千枝	渡千絵
megumi	須本壮一	本　そういち
megumi-to-tsugu-mi	久壁おと	S井ミツル
megurumeku-kisetsu-no-naka-de	RYO.pub. 2020	原作：RYO. 作画：やぼみ
mei-be-love	九重千花	いちかわ壱
mei-no-maiden	柴崎しょうじ	ガクキリオ/レルシー
mei-tantei-asami-mitsuhiko-no-file-ando-ryojou-mystery-best-comic	花村えい子|小山田いく|碧ゆかこ|えぐちゆう|飯島淳子|月嶋つぐ美	内田康夫
meibutsu-tabitetsu-tomo-no-kai	山口ヨシノブ	山口よしのぶ
meiji	(unknown)	日本放送協会/小川おさむ
meiji-juuzoku-tangusuten	龍本みお	たつもとみお
meiji-no-ibuki	(unknown)	フロンティアニセン
meikai-rakugo	厘のミキ	凛野ミキ
meikon	さとうpub. 2025	さとう
meioukeikakuzeoraimaa	高屋良樹	ワタリユウ/ちみもりを
meitantei-asami-mitsuhiko-no-file	碧ゆかこ|鳥羽笙子	宗美智子/内田康夫
meitantei-conan-2005	阿部ゆたか|丸伝次郎	青山 剛昌/山岸 栄一
meitantei-holmes	コナン・ドイル	宮崎駿
meitantei-kageman	山根青鬼	山根あおおに
meitantei-nekomaru-senpai-no-file	みさき速	アンソロジー
meitantei-shinkingu-machine-kanzendatsugoku	桑田二郎	ジャック・フットレル/アーサー・コナン・ドイル
meitantei-zukkoke-sanningumi	新山たかし	那須正幹/矢澤和重
meiten-restaurant	水永潔	鈴野 スケ
mendou-michauyo	かやまゆみ	加山弓
mermaid-girl-1994	あさいもとゆき	浅井裕
merry-uitchiizu-life	楢島さち	メノタ
meruhen-maker	めるへんめーかー	めるへんめ-か-
merumo-chan	ふくやまけいこ	横山けいこ/手塚治虫
meshibanakeijitachibana	阿左維シン	旅井とり/坂戸佐兵衛
meshineko	梶本ユキヒロ	木村 わさび
mesu-no-kiba-shinde-moraimasu	花小路ゆみ	花小路小町
mesuka-drug-konzetsu-keikaku	山川イブキ	もちゃろ
metal-wind	吉永裕ノ介	吉永裕介
metamorphosis-foshisuden	山岸凉子	山岸　涼子
metcha-shoukansareta-ken-the-comic	シチ	六甲島カモメ/さいとうさ
meteor-girl	石山りーち	石山 り〜ち
method	清露	河島 笑利
metro-ex	石川ちか	石川チカ
metsubou-sekai-de-aku-no-kagakusha-to-ai-o-hagukumanaito-ikenai-youdesu	鶏尾	磐秋　ハル
mi-ni-oboe-no-nai-wake-de-konyaku-haki-saremashita-keredo-kamen-no-shita-ga-minikui-da-nante-ittai	あきのそら	小鳩 ねねこ/猫側 縁
miboujin-wa-ogenkijirushi	村祖俊一	如月次郎
mibu-no-tsugai	ひるなま	篁 ふみ/cocoaball
michikusa	坂井久仁江	国枝彩香
michinoku-ni-michi-tsukuru	國津武士	しま　たけひと
midara-na-ao-chan-wa-benkyou-ga-dekinai-otonahen	神田はるか	カワハラ 恋
midara-na-ao-chan-wa-benyou-ga-dekinai	神田はるか	カワハラ 恋
midara-na-sotai-wa-sei-ni-mezameru	小林こー	すいみん/アズマ　サワヨシ
midareru-megane	ミナモトカズキ	美輝妖
midori-no-basho	明治みちる	岡 Q
midori-no-mahou-to-kaori-no-tsukaite	小松翔太	まめぞう/兎希メグ
midori-no-yuugure	dy冷凍	藤田勇利亜
midship-jun	池沢早人師	池沢さとし
miechaundesu-noroi-to-imawashi-no-shinrei-houkoku	金子裕	アンソロジー
miechaundesu-onnen-ga-tataru-natsu-no-kyoufu-jitsuwa	金子裕	アンソロジー
miechaundesujanen-ga-tsuku-saikyou-shinrei-jitsuwa	流水凜子|橘山聡|兎屋まめ	アンソロジー
migawari-akuyaku-reijou-tenseisaki-de-yami-no-maou-ni-hoshigararete-imasu	ヨコイエミ	司馬かなん
mijuku-na-futari-de-gozaimasuga	神田はるか	カワハラ 恋
mikan-to-sakura	赤井里美	紗夢猫
mikansei-pianisuto	わたい	筒井美雪
mikazuki-no-karte	SOSSO	七坂なな
mikeneko-holmes-no-bouken	夏見咲帆|佐々木みすず|瀬畑純|橋本多佳子|大塚あきら|風祭壮太|時友美如	赤川次郎
mikkusu-muteki-no-duo	樹本祐季	中村月人
mikoto-chan-wa-kirawaretakunai	クラナガ	Pt
miku-chan-senpuu	おおめ裕一	おおめ祐一
mikuni-san-no-bara-en	こうpub. 2023	澤枝 すぽこ
milgram	琊依	やより/波摘/DECO*27／山中拓也
milk-chocoloate	佐藤カケル	泡沫
milk-tea-scandal	高槻ナギー	Nagy
mimitabu-no-wake	坂井久仁江	国枝彩香
mimiyori-gohan	ジョポジョリン	さかき しん
min-min-harikeen	能田茂	のだしげる/寺島優
mina-tes-vous-pr-t	丸本チンタ	田丸鴇彦
minakata-kumagusu-1996	みやぞえ郁雄	荒俣 宏
minamo-no-sato-minasoko-no-mori	ささやななえこ	ささやななえ
mindy-land	眠田直	みんだ　なお
mingo	DuratoGiuseppe	ペッペ
minna-de-yamereba-kowakunai	なか憲人	中憲人
minna-no-basu	ひきの真二	引野真二/西ゆうじ
minna-no-tonio-chan	SOTA	菅原そうた
minna-no-tonio-chan-returns	SOTA	菅原そうた
minna-watashi-no-hara-no-naka	田仲みのる	ちさこ
minotauros	ささやななえこ	ささやななえ
minus	山崎紗也夏	沖さやか
mio-no-na-no-moto-ni	猶本三羽	たしろ みや/文川 よし乃
mira-kuru-1	佐々木多利尓|藤子不二雄	藤子・Ｆ・不二雄
miracle-happy-kibou-no-doubutsu-monogatari	(unknown)	春風はな
miracle-lovely-kandou-no-doubutsu-monogatari	(unknown)	青空純
miracle-night-gate	厦門潤	亜藤潤子
mirage	竹宮惠子	竹宮恵子
mirai-channel	(unknown)	MIGCHIP
mirai-kaisen-d-kurousu	大野純二	おおのじゅんじ/黒田洋介
mirai-no-arabujin	SattoufRiad	リアド・サトゥフ/鵜野孝紀
mirai-no-bokura-no-tame-no-sonata	福原秀美	さがら総/わかさま
mirai-no-hikouki-yarou-haruto	桂イチホ	S．濃すぎ
mirai-no-kioku	坂井久仁江	国枝彩香
mirai-no-kioku-kaze-no-yukue	坂井久仁江	国枝彩香
mirai-no-sensou	ひらまつつとむ|山上たつひこ|手塚治虫|諸星大二郎|松本零士|星野之宣|石ノ森章	中野　晴行
mirai-shoujo-emo-mooshon	飯田ぽち。	飯田のぎ/海冬レイジ
miraijin-ken	桑田二郎	桑田次郎
mirumo-sama-ga-miteru	浪咲ゆか	ねこ末端
miryou-no-otome-to-katabutsu-hittou-majutsushi-no-hatsukoi-kiroku	poni	赤羽　にな/高瀬　なずな
misaki-kun-wa-kouryaku-chara-ja-nai	多喜ざわゆき	ナツイチ
