slug	title	year	missing
fujoshi-no-shiawase	腐女子の幸せ	2015	両方欠
fukashigi-closet	不可思議クローゼット	2015	両方欠
fukigenna-sensei	不機嫌な先生	2015	両方欠
fuku-nante-doudemo-ii-to-omotteta	服なんて、どうでもいいと思ってた。	2015	両方欠
fukushuu	復讐	2015	両方欠
full-metal-panic-another-sigma	フルメタル・パニック!アナザーΣ	2015	両方欠
fumi-chan-no-toudai-juken-nisshi	フミちゃんの東大受験日誌	2015	両方欠
furachina-saikaiai	不埒な再会愛	2015	両方欠
furara-hitori-de-dekimasentsu	ふらら一人でできませんっ	2015	両方欠
furiten-kun-premium	フリテンくんPREMIUM	2015	両方欠
furuuteii-samurai	フルーティー侍	2015	両方欠
fushigi-no-kuni-no-chief	不思議の国のチーフ	2015	両方欠
futari-to-hitori-no-love-kouryaku	ふたりとひとりの恋愛攻略	2015	両方欠
futodoki-ouji-to-koisuru-houseki	不届き王子と恋する宝石	2015	両方欠
fuyu-no-puranetariumu	冬のプラネタリウム	2015	両方欠
gakkou-kachinukisen-jikken-taiketsu-2016	学校勝ちぬき戦 実験対決	2015	両方欠
gakusei-sensou	学生戦争	2015	両方欠
gakusen-toshi-asterisk-gaiden-queenvale-no-tsubasa	学戦都市アスタリスク外伝 クインヴェールの翼	2015	両方欠
gamandekinai-kimi-to-ore	がまんできない君と俺	2015	両方欠
gandamukei-no-hitobito	ガンダム系の人々	2015	両方欠
ganpura-senki-jaburoozu-sky	ガンプラ戦記ジャブローズ・スカイ	2015	両方欠
gay-bar-de-arubaito-hajimemashita	ゲイバーでアルバイト、はじめました。	2015	キャッチ欠
geinoukai-ebisu-mesen	芸能界蛭子目線	2015	両方欠
gekiga-1964-saitou-takao-gorira-collection	劇画1964 さいとう・たかをゴリラコレクション	2015	両方欠
gekijou-danji	激情男児!	2015	キャッチ欠
gekiman-2015	激マン! マジンガーZ編	2015	キャッチ欠
gekiman-devilman-no-show	激マン!デビルマンの章	2015	キャッチ欠
gekiman-special	激マン!スペシャル	2015	キャッチ欠
gekka-no-hazure-gedou	月下ノ外レ外道	2015	両方欠
genbaou	現場王	2015	両方欠
genkai-seifu-magical-panzer	限界聖布☆マジカルパンツァー!	2015	両方欠
gensuibaku-manga-collection	原水爆漫画コレクション	2015	両方欠
ghost-wa-yoru-aruku	亡霊は夜歩く	2015	両方欠
gijinka	擬人家	2015	両方欠
ginga-tetsudou-no-yoru-miyazawa-1992	銀河鉄道の夜	2015	キャッチ欠
ginkou-shougai-tantou-takenaka-haruo	銀行渉外担当竹中治夫	2015	両方欠
ginpei-hankachou	銀平飯科帳	2015	両方欠
girlhood	ガールフード	2015	両方欠
girls-ando-panzer-little-army-2	ガールズ＆パンツァーリトルアーミー2	2015	両方欠
girls-note	ガールズノート	2015	両方欠
girls-talk-mogg-2015	ガールズトーク	2015	キャッチ欠
gnm	GNM	2015	両方欠
gohan-sukii	ゴハンスキー	2015	両方欠
gokudou-no-shouki	極道の将器	2015	両方欠
gokujou-otoko-gohan-manaita-no-ue-no-ore	極上男子ごはん★まな板の上の…俺!?	2015	両方欠
gokusai-kaiga	獄彩絵画	2015	両方欠
goo-goo-ohitori-homo	GoGo!!おひとりホモ☆	2015	両方欠
goo-remu	ごー・れむ	2015	両方欠
goomanizumu-sengen-special-daitouaron	ゴーマニズム宣言SPECIAL大東亜論 第二部	2015	両方欠
gouman-joushi-to-mitsuama-office	傲慢上司と蜜甘オフィス	2015	両方欠
gouman-otoko-to-shy-na-yamaneko	傲慢男とシャイな山猫	2015	両方欠
gouman-shachou-to-ai-no-keiyaku-reitetsu-shachou-to-koi-no-senryaku	傲慢社長と愛の契約 冷徹社長と恋の戦略	2015	両方欠
green-days	グリーンデイズ	2015	両方欠
gujjobu-atto-comic	GJ部@こみっく	2015	両方欠
gunjou-no-magumeru	群青のマグメル	2015	両方欠
gunshihime	軍師姫	2015	両方欠
guran-maison-murasakibashi	グランメゾンむらさきばし	2015	両方欠
gusha-no-kawa	愚者の皮	2015	両方欠
gutshot	ガットショット	2015	両方欠
gyagu-manga-hiyori-jiibii	ギャグマンガ日和GB	2015	両方欠
gyakuryuu-shufu-waifu	逆流主婦ワイフ	2015	両方欠
haai-eichikyuu-okaasanzu	は～い!HQおかあさんズ	2015	両方欠
hachi-mairu	ハチ参る	2015	両方欠
hachinan-tte-sore-wa-nai-deshou	八男って、それはないでしょう!	2015	説明欠
hagakure-monogatari	葉隠物語	2015	両方欠
hagoromo-hime	はごろも姫	2015	両方欠
haira-no-esupii	ハイラのSP	2015	両方欠
haittemasuyo-hentai-san	入ってますよ、HENTAIさん。	2015	両方欠
haji-o-kaku-noga-shinuhodo-kowainda	恥をかくのが死ぬほど怖いんだ。	2015	両方欠
hajime-no-shokutaku	一の食卓	2015	両方欠
hajimete-koi-shita	はじめて、恋、した。	2015	両方欠
hajimete-no-ano-hi-bokura-wa	初めてのあの日、ぼくらは	2015	両方欠
hajimete-no-kiss-ishii-2015	はじめてのキス	2015	両方欠
hajimete-no-nippon-no-rekishi	はじめての日本の歴史	2015	両方欠
hakuba-ga-ouji-sama	白馬が王子様	2015	両方欠
hakumaden-no-ishi	白魔殿の医師	2015	両方欠
hana-no-kimi	花の君	2015	両方欠
hana-to-kurogane	花と黒鋼	2015	両方欠
hanahada-hanaya	ハナハダハナヤ	2015	両方欠
hanairo	ハナイロ	2015	両方欠
hanairo-purosesu	花色プロセス	2015	両方欠
hanamakura	華枕	2015	両方欠
hanasaki-mai-ga-damatte-nai	花咲舞が黙ってない	2015	両方欠
hanawazurai	花患	2015	両方欠
hanayome-o-saratte	花嫁をさらって	2015	両方欠
hanayome-to-yajuu	花嫁と野獣	2015	両方欠
hanekoi-lion	羽恋らいおん	2015	両方欠
hanna-sensei-shigoto-o-shite-kudasai	ハンナ先生仕事をしてください!	2015	両方欠
harahoro-kiipaazu	はらほろキーパーズ!	2015	両方欠
hare-nochi-cinderella-magical	晴れのちシンデレラmagical	2015	両方欠
haretara-ashita	はれたら明日!	2015	両方欠
harinezumi-to-isshokenmei	ハリネズミといっしょ	2015	両方欠
harumoya-san	ハルモヤさん	2015	両方欠
haruniwa	春庭	2015	キャッチ欠
hashire-jiroo	ハシレジロー	2015	両方欠
hatarakanaiyo-roki-senpai	働かないよ!ロキ先輩	2015	両方欠
hatsu-chan-matane	はっちゃん、またね	2015	両方欠
hatsujou-kaitou-shoujo-neko-manma	発情♥怪盗少女ねこまんま	2015	両方欠
hatsujou-rippusuteikku	発情リップスティック	2015	両方欠
hatsukoi-jigoku	初恋地獄	2015	両方欠
hatsukoi-mai-home	初恋マイホーム	2015	両方欠
hatsukoi-rakuen	初恋楽園	2015	両方欠
hatsune-miku-project-diva-omnibus-comic	初音ミク -Project DIVA- オムニバスコミック	2015	キャッチ欠
hayami-rasenjin-no-bashauma-daisakusen-bisu	速水螺旋人の馬車馬大作戦bis	2015	両方欠
heart-ball	ハートボール	2015	両方欠
heart-kyatchi-izumi-chan-zenbu	ハート・キャッチいずみちゃん全部!	2015	両方欠
heian-chocotto-koiemaki	平安ちょこっと恋絵巻	2015	両方欠
henai-immoral	偏愛インモラる	2015	両方欠
henshin	変身!	2015	両方欠
hentai-ani-to-chuuni-no-imouto	変態兄と中2の妹	2015	両方欠
henteko-basu-to-amedama-kururi	へんてこバスと飴玉くるり	2015	両方欠
heppoko-mama-wa-gibu-sunzen	へっぽこママはギブ寸前!!	2015	両方欠
hi-no-konrei	緋の婚礼	2015	両方欠
hiasobi	秘あそび	2015	両方欠
hibaku-maria-no-inori	被爆マリアの祈り	2015	両方欠
higanken	悲願剣	2015	両方欠
hige-to-boin-fooevaa	ヒゲとボイン Forever	2015	両方欠
hikoukigumo-2015	ひこうき雲	2015	両方欠
hikyoumono-no-shima	卑怯者の島	2015	両方欠
hime-to-ouji-to-romance-to	姫と王子とロマンスと	2015	両方欠
hime-to-yobanaide	姫と呼ばないで	2015	両方欠
himetaku	ヒメタク	2015	両方欠
himomen	ヒモメン	2015	両方欠
hinemosu-futari	ひねもすふたり	2015	両方欠
hinnyuu-maikuro-bikiniiso	貧乳マイクロビキニーソ	2015	両方欠
hira-torishimariyaku-unagida-honbuchou-no-hisho	平取締役 鰻田本部長の秘書	2015	両方欠
hitohake-no-niji	ひとはけの虹	2015	両方欠
hitomi-gokuu-no-hiyama-san	人身御供の緋山さん	2015	両方欠
hitou-de-nuppori-bijin-okami-no-hakudaku-service	秘湯でぬっぽり美人女将の白濁サービス	2015	両方欠
hogosha-douhan	保護者同伴	2015	両方欠
hokuou-ga-suki	北欧が好き!	2015	両方欠
hokusai-sensei	北斎先生!!	2015	両方欠
holy-town	ホーリータウン	2015	両方欠
hon-ga-sukiko-san	本が好き子さん	2015	両方欠
hon-to-neko	ほんとねこ	2015	両方欠
honnori-donpatchi	ほんのり!どんぱっち	2015	キャッチ欠
honnouji-no-hen-no-hen	本能寺の変の変	2015	両方欠
hontou-ni-atta-kowai-hanashi-2015	本当にあった怖い話	2015	両方欠
hontou-ni-atta-uchi-neko-banashi	本当にあったウチねこ話	2015	両方欠
horiguchi-san-no-reo-musuko	堀口さんちのレオムスコ	2015	両方欠
hoshi-to-kakumei-to-sakaguchi-kyouko	星と革命と坂口杏子	2015	両方欠
hoshigaru-yamashii-karada	欲しがるやましいカラダ	2015	両方欠
hoshihimemura-no-naishobanashi	星姫村のないしょ話	2015	両方欠
hoshikuzu-neverland-garden	星屑ネバーランドガーデン	2015	両方欠
houchou-san-no-uwasa	包丁さんのうわさ	2015	両方欠
houjou-no-hidarugami	豊饒のヒダルガミ	2015	両方欠
houkago-lucky-girl	放課後ラッキーガール	2015	両方欠
houkago-riteiku	放課後R	2015	両方欠
houou-no-koi	鳳凰の恋	2015	両方欠
houseki-kairou	宝石廻廊	2015	両方欠
hundred-game	ハンドレッドゲーム	2015	両方欠
hyakki-tsurezurebukuro-menreiki	百器徒然袋 面霊気	2015	両方欠
hyakunin-no-hanzou	百人の半蔵	2015	両方欠
hyouhen-wafuku-kareshi	豹変和服カレシ	2015	両方欠
ibara-no-ou-sama	棘の王様	2015	両方欠
ibutsu-konnyuu	異物混入	2015	両方欠
ice-otoko	愛す男	2015	両方欠
ice-prince	あいす★プリンス	2015	両方欠
ichikyuukyuupeke	いちきゅーきゅーぺけ	2015	説明欠
idol-chronicle	アイドルクロニクル	2015	両方欠
idol-seiyuu-kamimura-tomari-17sai	アイドル声優★上村とまり17歳	2015	両方欠
idolmaster-one-for-all	アイドルマスターワンフォーオール	2015	両方欠
iiko-san-to-furyou-sensei	良い子さんと不良先生	2015	両方欠
ikazuchi-tooku-umi-ga-naru	いかづち遠く海が鳴る	2015	両方欠
ikemen-no-shojijou	イケメンの諸事情	2015	キャッチ欠
ikenai-hanayome	イケない花嫁	2015	両方欠
ikesugi-santsu	伊家杉さんっ!!	2015	キャッチ欠
imeru-imena	いめるいめな	2015	両方欠
in-jack-out	in JACK out	2015	両方欠
inden-san-to-enmusubi	印伝さんと縁結び	2015	両方欠
indigo-no-yoru	インディゴの夜	2015	両方欠
inu-ga-tonari-ni-iru-dake-de	犬がとなりにいるだけで	2015	両方欠
inu-no-omawari-san	妖弧のおまわりさん	2015	両方欠
inunihon-insatsu-seihanbu	いぬにほん印刷製版部	2015	両方欠
inyoku-na-shirayukihime	淫欲な白雪姫	2015	両方欠
ippai-no-coffee-kara	一杯の珈琲から	2015	両方欠
iribinode	イリビノデ	2015	両方欠
irohanichihedo	いろはにちへど	2015	両方欠
irohanihoheto-shinbunbu-tokuhou	いろはにほへと新聞部特報!!	2015	両方欠
iron-acguy	アイアンアッガイ	2015	両方欠
isha-o-mitara-shinigami-to-omoe	医者を見たら死神と思え	2015	両方欠
itadakimasu-uekan-2015	いただきます	2015	両方欠
itaku-shite-iiyo	痛くしていーよ。	2015	両方欠
itazura-oumu-no-seikatsu-zakki	いたずらオウムの生活雑記	2015	両方欠
itoshisugite-nikui-hito	愛しすぎて憎い男	2015	両方欠
itsumo-anata-no-koto-bakari	いつも、あなたのことばかり。	2015	キャッチ欠
itsutsuboshi-prince	五ツ星プリンス	2015	両方欠
izakaya-comic-aka-chouchin	居酒屋コミック赤ちょうちん	2015	両方欠
jaba-uokkii-1914	ジャバウォッキー1914	2015	キャッチ欠
jasmin	ヤスミーン	2015	両方欠
jienii-honoo-no-tsuki	ジェニー炎の月	2015	両方欠
jigoku-no-kyoutou	地獄の教頭	2015	両方欠
jingai-na-kanojo	人外な彼女	2015	両方欠
jingi-naki-yoshida-ke	仁義なき吉田家	2015	両方欠
jinsei-yama-ari-taniguchi	人生山あり谷口	2015	両方欠
jintai-meikyuu-o-chousa-seyo	人体迷宮を調査せよ!	2015	両方欠
jishou-kantoku	自称監督	2015	両方欠
jisshoku-usakichi-kun	実食!ウサキチくん	2015	両方欠
joryuu-hikoushi-maria-mantegattsua-no-bouken	女流飛行士マリア・マンテガッツァの冒険	2015	両方欠
joshi-yon	じょしよん	2015	両方欠
joshikousei-vaasasu	女子高生VS	2015	両方欠
junai-chuudoku	純愛中毒	2015	両方欠
juon-owari-no-hajimari	呪怨 終わりの始まり	2015	両方欠
juon-za-final	呪怨 ザ・ファイナル	2015	両方欠
juugatsuzakura	十月桜	2015	両方欠
juunengo-machi-no-dokoka-de-guuzen-ni	十年後、街のどこかで偶然に	2015	キャッチ欠
kabe-ana	かべアナ	2015	両方欠
kaettekita-kita-sachiko-san	帰ってきたサチコさん	2015	キャッチ欠
kafuka-no-shiro-hoka-sanpen	カフカの「城」他三篇	2015	両方欠
kafun-banashi	かふん昔ばなし	2015	両方欠
kafusu-kizudarake-no-machi	CUFFS 傷だらけの街	2015	両方欠
kagami-ga-kita	鏡が来た	2015	両方欠
kaibutsu-bangai-no-shinigami	怪物番街の死神	2015	両方欠
kaidan-tsurezuregusa	怪談徒然草	2015	両方欠
kaijiota-ga-ukkari-naka-no-hito-to-kekkon-shita-ken	海自オタがうっかり「中の人」と結婚した件。	2015	両方欠
kaisetsuhonnouji-no-hen	怪説!?本能寺の変	2015	両方欠
kaiten-mutenmaru-2015	回転むてん丸 第2章 ひかりの旅路	2015	両方欠
kakkoyosugiru-kareshi	カッコよすぎる彼氏。	2015	両方欠
kamakura-oumagatoki	鎌倉逢魔が刻	2015	両方欠
kami-sama-no-hanari	神様のハナリ	2015	両方欠
kami-sama-no-senaka	神様の背中	2015	両方欠
kami-sama-seitokaibu	神様生徒会部!	2015	両方欠
kami-sama-to-kuintetto	神様とクインテット	2015	両方欠
kamigami-every-day	カミガミエビデイ	2015	キャッチ欠
kamigami-no-chinurareta-te	神々の血塗られた手	2015	両方欠
kamijou-sense-no-oyome-san	上條先生のお嫁さん	2015	両方欠
kamikoi	神恋	2015	両方欠
kanahei-no-yurutsu-to-shoudoubutsu-ga-ippai	カナヘイのゆるっと小動物がいっぱい	2015	両方欠
kanbon-mikosuri-gekijou	完本みこすり半劇場	2015	両方欠
kanjiru-bishoujo-collection	感じる美少女これくしょん	2015	両方欠
kanjiru-hishoshitsu	感じる秘書室	2015	両方欠
kanjukutsuma-no-fushidara-nikki	完熟妻のふしだら日記	2015	両方欠
kanojo-ga-ore-o-suki-na-wake	彼女が俺を好きな理由	2015	両方欠
kanojo-no-kanshoku	彼女の感触	2015	両方欠
kanon-texte-opening	カノンテクスト/オープニング	2015	両方欠
karada-de-kanjiru-uso-no-koi	カラダで感じる嘘の恋	2015	両方欠
karasu-to-kakimonozukue-wa-naze-niteru	カラスと書き物机はなぜ似てる?	2015	両方欠
karasuya-satoshi-no-kowai-tokoro-ni-te-ga-todoku	カラスヤサトシの怖いところに手が届く	2015	両方欠
karasuya-satoshi-no-sekai-spice-kikou	カラスヤサトシの世界スパイス紀行	2015	両方欠
kare-no-ryousei-guyuu-matanitei	彼の両性具有妊娠期	2015	両方欠
kariage-kun-konpakuto	かりあげクン コンパクト	2015	両方欠
karushiumu	かるしうむ!	2015	両方欠
kasou-love	仮想恋愛	2015	キャッチ欠
katakuri	かたくり	2015	両方欠
kataomoi-fever	片想いフィーバー	2015	両方欠
kataware-no-wareware	カタワレノワレワレ	2015	両方欠
katsuo-midareuchi	鰹みだれうち	2015	両方欠
kawahara-kazune-love-joshi-tanpenshuu	河原和音恋愛女子短編集	2015	両方欠
kawaisugiru-kareshi	カワイすぎる彼氏。	2015	両方欠
keisatsu-no-onii-san	けいさつのおにーさん	2015	両方欠
kekkon-shitewa-mita-mono-no	結婚してはみたものの。	2015	両方欠
kemono-ken	けもの剣	2015	両方欠
kemono-no-marking	獣のマーキング	2015	キャッチ欠
kemono-otoko-to-yuutousei-joshi	ケモノ男子と優等生女子	2015	両方欠
kengou-yagyuu-juubei	剣豪柳生十兵衛	2015	両方欠
keppare-matsubara-san	ケッパレ松原さん!	2015	キャッチ欠
kessen-sekigahara	決戦関ヶ原	2015	両方欠
kidan	鬼談	2015	両方欠
kijin-tantei-ginnezumi	奇人探偵銀鼠	2015	両方欠
killer-killer-girls	KILLER☆KILLER GIRLS	2015	両方欠
kimi-to-kamihikooki-to-meguri	君と紙ヒコーキと。回	2015	両方欠
kindan-junai	禁断純愛	2015	キャッチ欠
kindan-konyaku	禁.断.婚.約	2015	両方欠
king-of-pop	KING OF POP	2015	両方欠
kinjirareta-asobi	禁じられた遊び	2015	両方欠
kinoko-kuuchika	きのこくーちか	2015	両方欠
kinrou-kureshiendo	勤労クレシェンド	2015	両方欠
kirai-ni-narenai-kakko-kari	きらいになれない〈仮〉	2015	両方欠
kiru-platinum	着るプラチナ	2015	両方欠
kisango-no-shima	木珊瑚の島	2015	両方欠
kiss-yori-amai-sono-saki-wa	キスより甘いその先は?	2015	キャッチ欠
kisu-yori-amaku	キスより甘く	2015	両方欠
kita-no-ouji-to-minami-no-sakana	北の皇子と南の魚	2015	キャッチ欠
kitagaoka-ado-bii-hearts	北ケ丘アド Bee-Hearts	2015	両方欠
koakuma-kanojo-no-nikuyoku-choukyou-furukoosu	小悪魔カノジョの肉欲調教フルコース	2015	両方欠
koi-no-sainou	恋愛の才能	2015	両方欠
koigakubo-princess-honey	恋ヶ窪プリンセスハニー	2015	両方欠
koishita-kokoro	コイシタココロ	2015	両方欠
koishite-namida	恋して、涙。	2015	両方欠
koisuru-vampire	恋する・ヴァンパイア	2015	両方欠
kokoro-ga-sutto-karukunaru-boketa-kazoku-no-aishikata	心がすっと軽くなる ボケた家族の愛しかた	2015	両方欠
kokoro-mo-karada-mo-daikaihou-harenchi-musume-no-dai-tan-yagai-honban	心もカラダも大開放♥ハレンチ娘のダイタン野外本番	2015	両方欠
kokugo-no-jikan	こくごの時間	2015	両方欠
komitsu-sensei-no-jikaisaku-ni-gokitai-kudasai	小光先生の次回作にご期待ください。	2015	両方欠
konchuu-no-fushigi	昆虫のふしぎ	2015	両方欠
konchuu-world-daidasshutsu	昆虫ワールド大脱出!	2015	両方欠
konna-henshuusha-to-netewa-ikenai	こんな編集者と寝てはいけない	2015	両方欠
konna-kekkon-masaka-watashi-ga-suru-nante-na-hon	こんな結婚、まさか私がするなんて!?な本。	2015	キャッチ欠
konna-shinikata-wa-gomen-da	こんな死に方はゴメンだ!	2015	両方欠
konshierujuinperiaru	コンシェルジュインペリアル	2015	説明欠
konshuu-no-kanade-san	今週のかなでさん	2015	両方欠
konzen-black-keiyaku	婚前ブラック契約	2015	両方欠
koojiji-en	コージジ苑	2015	両方欠
koori-no-sheikh-ni-torawarete	氷のシークに囚われて	2015	両方欠
kotokoto-hotohoto	ことことほとほと	2015	両方欠
kototoki-no-mahoutsukai	言解きの魔法使い	2015	両方欠
koufuku-collection	幸腹コレクション	2015	両方欠
kouga-no-gotoku	江河の如く	2015	両方欠
kougumi-no-tetsu	甲組の徹	2015	両方欠
koukai-ouji-no-yuuga-na-funatabi	航海王子の優雅な船旅	2015	両方欠
koukidou-mushoku-niitenberugu	高機動無職ニーテンベルグ	2015	両方欠
kounoike-tsuyoshi-to-neko-no-ponta-nyaaaan	鴻池剛と猫のぽんたニャアアアン!	2015	両方欠
koushaku-sama-no-itomekata	公爵様の射止め方	2015	両方欠
kouya-no-gourmet	荒野のグルメ	2015	両方欠
kowakowatsu	こわこわっ!	2015	両方欠
kowarete-itemo-kamaimasen	壊れていてもかまいません	2015	両方欠
koyoi-anata-to-kiseki-no-utage	今宵あなたとキセキの宴	2015	両方欠
kozure-doushin	子連れ同心	2015	キャッチ欠
kuadora	くあどら!	2015	両方欠
kuchiireya-kyouji	口入屋兇次	2015	両方欠
kudoraku-no-ban-san	クドラクの晩餐	2015	両方欠
kuma-otoko	クマ男子	2015	両方欠
kumoman	くも漫。	2015	両方欠
kuraavei-no-kagi	クラーヴェイの鍵	2015	両方欠
kurogane-no-taiyou	黒鉄の太陽	2015	両方欠
kuroki-kawa	黒き川	2015	両方欠
kuroouji-wa-kyou-mo-ijiwaru	黒王子は、今日もイジワル。	2015	両方欠
kuu-neru-tokoro-ni-ai-wa-nashi	食う寝る所に愛は無し	2015	両方欠
kuuki-demo-futoru-otoshigoro-no-watashi-ga-15kg-yaseru-made	空気でも太るお年頃の私が15kg痩せるまで	2015	両方欠
kuusou-shoujo	空想少女	2015	キャッチ欠
kyoto-tokainakagurashi	京都「トカイナカ」暮らし	2015	両方欠
kyou-kara-anata-wa-boku-no-yome	今日からアナタは僕の嫁	2015	両方欠
kyou-kara-hitman-special-2015	今日からヒットマンスペシャル あ・と・し・ま・つ編	2015	両方欠
kyou-mo-2ri-wa-nakayoshi-desu	今日も2人は仲良しです。	2015	両方欠
kyou-no-noruma-san	今日のノルマさん	2015	両方欠
kyou-no-nyako-tan-yurutto	きょうのにゃこ譚ゆるっと	2015	両方欠
kyou-wa-shinu-noni-mottekoi-no-hi	今日は死ぬのにもってこいの日	2015	両方欠
kyoudai-neko-o-katte-mita	兄弟猫を飼ってみた	2015	両方欠
kyoukasho-dewa-oshiete-kurenai-nippon-bungaku-no-susume	教科書では教えてくれない日本文学のススメ	2015	両方欠
kyoumei-glamorous-voice	共鳴-グラマラス・ヴォイス-	2015	両方欠
kyouryuu-no-fushigi	恐竜のふしぎ	2015	両方欠
kyouryuu-rescue-jurakizzu	恐竜レスキュージュラKIDS!	2015	両方欠
kyuubanme-no-musashi-silent-black	9番目のムサシ Silent Black	2015	両方欠
kyuuiidii-hyakunin-isshu-no-shu	QED 百人一首の呪	2015	両方欠
kyuukyoku-furiten-kun	究極フリテンくん	2015	両方欠
kyuumai	キューマイ!	2015	両方欠
kyuupii-azuma-ryou	QP我妻涼	2015	両方欠
last-piece	LAST PIECE	2015	両方欠
leon	レオン	2015	両方欠
liar-love	ライアーラブ	2015	両方欠
licht	リヒト	2015	両方欠
london-kage-ki-tan-sherlock-holmes	倫敦影奇譚シャーロック・ホームズ	2015	両方欠
long-distance	ロング・ディスタンス	2015	両方欠
love-juice	ラブジュース	2015	キャッチ欠
love-kojirase-senshuken	恋愛こじらせ選手権	2015	両方欠
love-peace	Love ＆ Peace	2015	両方欠
lulumate	ルルメイト	2015	両方欠
lupin-iii-lupin-za-saado-itariaano	ルパン三世 LUPIN THE THIRD ITALIANO	2015	両方欠
maajan-hakaishin-kai	麻雀破壊神傀	2015	両方欠
maajan-hametsu-no-shishi	麻雀破滅の獅子	2015	両方欠
maboroshi-no-hana	幻の花	2015	両方欠
madoka-26-sai-kenshuui-yattemasu	まどか26歳、研修医やってます!	2015	両方欠
magical-takahashi-yousuke-tour	マジカル・高橋葉介・ツアー	2015	キャッチ欠
mahou-no-keiyaku-ichigo-promise	魔法の契約いちご★ぷろみす	2015	両方欠
mahou-shoujo-lyrical-nanoha-material-musume-innocent-rea	魔法少女リリカルなのはマテリアル娘。 INNOCENT R	2015	両方欠
mahou-shoujo-lyrical-nanoha-material-musume-innocent-super-rea	魔法少女リリカルなのは マテリアル娘。 INNOCENT SR	2015	両方欠
mahou-shoujo-wa-otoko-no-ko	魔法少女は男の娘!?	2015	両方欠
mahou-toshokan-kureene	魔法図書館クレーネ	2015	両方欠
mahouineko-to-ibarahime	魔法医猫といばら姫	2015	両方欠
mahouka-koukou-no-rettousei-yonkomahen	魔法科高校の劣等生 よんこま編	2015	両方欠
mahoutsukai-kouhosei-to-maou-sama	魔法使い候補生と魔王さま	2015	両方欠
mahoutsukai-no-jijou	魔法使いの事情	2015	両方欠
mahoutsukai-no-pan	まほうつかいのパン	2015	両方欠
maigo-ouji-to-sanagihime	迷子王子とサナギ姫	2015	両方欠
mainichi-karasuya-satoshi	毎日カラスヤサトシ	2015	両方欠
majimekei-kuzu-no-nichijou	まじめ系クズの日常	2015	両方欠
majo-no-mori	魔女の森	2015	両方欠
maki-youko-love-monogatarishuu	槙ようこ恋愛物語集	2015	キャッチ欠
mako-no-wine	真湖のワイン	2015	両方欠
mama-san-wa-moe-mangaka	ママさんは萌え漫画家	2015	両方欠
mamagoto-shoujo-to-jinzou-ningen	ままごと少女と人造人間	2015	両方欠
mameko-no-aka-chan-to-isshokenmei	まめこの赤ちゃんといっしょ!	2015	両方欠
mamono-kanteishi-babiro	魔物鑑定士バビロ	2015	両方欠
manabiya-goraku	マナビヤゴラク	2015	両方欠
manga-assistant-no-nichijou	漫画アシスタントの日常	2015	キャッチ欠
manga-daikenkanryuu	マンガ 大嫌韓流	2015	両方欠
manga-de-wakaru-sengo-nippon	マンガでわかる戦後ニッポン	2015	両方欠
manga-higashino-keigo-mystery-special	マンガ東野圭吾ミステリースペシャル	2015	両方欠
manga-kurumaisu-no-kaunseraa-inochi-no-koe-o-kiku	まんが車いすのカウンセラー、いのちの声をきく。	2015	両方欠
manga-nishimura-kyoutarou-mystery-totsugawa-keibu-special	マンガ西村京太郎ミステリー十津川警部スペシャル	2015	両方欠
manga-no-souteiya-san	まんがの装丁屋さん	2015	両方欠
mangaka-senpai	漫画家先輩	2015	両方欠
mangaka-tantei-hiyoko	漫画家探偵ひよこ	2015	両方欠
mankai-kanojo	満開カノジョ	2015	キャッチ欠
manshuu-ke-no-yuuutsu	まんしゅう家の憂鬱	2015	両方欠
maou-da-zetsu-oreka-battle	魔王だゼッ!!オレカバトル	2015	両方欠
maou-no-hajimekata	魔王の始め方	2015	両方欠
margarete-steiff	マルガレーテ・シュタイフ	2015	両方欠
mari-mari-mariigoorudo	まりまりマリーゴールド	2015	両方欠
maria-17	まりあ17	2015	両方欠
maria-chan-no-tsubomi	まりあちゃんのつぼみ	2015	両方欠
maru-to-hone	マルとほね	2015	両方欠
maruka-to-kuupii	マルカとクーピー	2015	両方欠
masaka-ore-ga-konna-kataomoi-suru-hame-ni-na-hon	まさかオレがこんな片想いするハメに!?な本。	2015	両方欠
masamune-sama-to-kagetsuna-kun	政宗さまと景綱くん	2015	両方欠
massan	マッサン	2015	両方欠
masurao-hihon-gikeiki-hagen-yashima	ますらお 秘本義経記 波弦、屋島	2015	両方欠
matsumoto-reiji-senjou-manga-chronicle	松本零士・戦場漫画クロニクル	2015	両方欠
max-furiten-kun	MAX フリテンくん	2015	両方欠
megane-gahou	メガネ画報	2015	キャッチ欠
meiji-shimai-to-taishou-yuujo	明治姉妹と大正遊女	2015	両方欠
meikyuuiri-tantei	迷宮入り探偵	2015	両方欠
meitei-kaijuu-sakaba	酩酊!怪獣酒場	2015	両方欠
memoria-noise-no-ruten-genshou	メモリアノイズの流転現象	2015	両方欠
menhera-deka	メンヘラ刑事	2015	両方欠
meshikare	飯カレ	2015	両方欠
meta-love	メタラブ	2015	両方欠
meta-nikki	鋼鉄日記	2015	両方欠
miechaundesunatsu-no-kyoufu-matsuri	視えちゃうんです!夏の恐怖祭り	2015	両方欠
miko-mimi-mimiko	みこみみみみこ	2015	両方欠
mikoto-no-itte	みことの一手!	2015	両方欠
military-otsugata	みりたり!乙型	2015	両方欠
misoni-no-mikoto	ミソニノミコト	2015	両方欠
