slug	title	volumes	missing
mayoi-ga-station	迷い家ステーション	5	両方欠
janrou-densetsu-aoki-ookamitachi	雀狼伝説 蒼き狼たち	5	両方欠
reikai-doll	霊界人形	5	両方欠
ban	BAN!	5	両方欠
because	Because…	5	両方欠
hip-ni-rori-pop	Hipにロリポップ	5	両方欠
ryoji	RYOJI	5	両方欠
seek	Seek	5	両方欠
shuuji	Shuji-修二-	5	両方欠
kanben	かんべん	5	両方欠
garakutaya-manta	がらくた屋まん太	5	両方欠
kurumi-to-shichinin-no-kobito-tachi	くるみと七人のこびとたち	5	両方欠
shagara	しゃがら	5	説明欠
nangina-oku-san	なんぎな奥さん	5	両方欠
alice-no-ochakai	アリスのお茶会	5	両方欠
eden-no-ki	エデンの樹	5	両方欠
angel-blood	エンジェル・ブラッド	5	両方欠
comic-shijou-kingo	コミック四条金吾	5	両方欠
sometime-lover	サムタイムラバー	5	両方欠
za-don	ザ・首領	5	両方欠
dark-side-angel	ダークサイド・エンジェル	5	両方欠
twin-cross	ツイン・クロス	5	説明欠
tsuyoshi-motto-shikkari-shinasai	ツヨシもっとしっかりしなさい	5	両方欠
norman	ノーマン	5	両方欠
high-heel-bomb	ハイヒールBOMB!!	5	両方欠
handsome-woman	ハンサムウーマン	5	両方欠
hunter-cats	ハンター・キャッツ	5	両方欠
biba-usagi-kozou	ビバ☆うさぎ小僧	5	両方欠
princess-minerva	プリンセス・ミネルバ	5	両方欠
world-heroes-2	ワールドヒーローズ2	5	両方欠
tousen	当選	5	両方欠
shin-ane-san-wa-iinchou	新・あねさんは委員長	5	両方欠
sugiura-shigeru-mangakan	杉浦茂マンガ館	5	両方欠
tokyo-puu	東京プー	5	両方欠
gokuraku-ringo	極楽りんご	5	両方欠
nakimushi-koshien	泣き虫甲子園	5	両方欠
ouha-no-kagami	王覇の鏡	5	両方欠
sora-no-fuukei	空の風景	5	両方欠
chou-diienuei-suit-furogguman	超DNA戦士フロッグマン	5	両方欠
choujin-esushi-no-funsen	超人S氏の奮戦	5	両方欠
tamashii-gari	邪魂狩り	5	両方欠
kansetsuou	関節王	5	両方欠
dengeki-dokutaa-moai-kun	電撃ドクターモアイくん	5	両方欠
angel-baby-cupid	Angel baby cupid	5	両方欠
golden-blood	Golden blood	5	両方欠
japaniizuna-kanojo	JAPANESEな彼女	5	両方欠
sengoku-1991	SENGOKU	5	両方欠
teppen-kuga-1994	てっぺん	5	両方欠
bakkure	ばっくれ	5	両方欠
fushidarana-face	ふしだらなフェイス	5	両方欠
miracle-dorakuru	みらくるドラクル	5	両方欠
crown-goal	クラウン・ゴール	5	両方欠
baabuu-aka-chan	バーブー赤ちん	5	両方欠
piasu-club	ピアスクラブ	5	両方欠
lion-heart	ライオンハート	5	両方欠
sairin-no-meshiya	再臨のメシヤ	5	両方欠
yonshimai-purasuwan-monogatari	四姉妹+1物語	5	両方欠
daiju-no-mound	大樹のマウンド	5	両方欠
youkai-ningen-bem-returns	妖怪人間ベムRETURNS	5	両方欠
youkai-senki	妖怪戦記	5	両方欠
youkai-touzoku-mazarisharif	妖怪盗賊マザリシャリフ	5	両方欠
gakkou-no-kowai-uwasa	学校の怖い噂	5	両方欠
tokoharu-boys	常春boys	5	両方欠
kyoufu-terebi	恐怖テレビTVO	5	両方欠
shindokudamisou	新・どくだみ荘	5	両方欠
chinmoku-wa-hoshiboshi-no-kawaki	沈黙は星々の渇き	5	両方欠
reppuuden	烈風伝	5	両方欠
bakumatsuden	爆末伝	5	両方欠
shishi-no-gotoku	獅子の如く	5	両方欠
suhada-no-rinbu	素肌の輪舞	5	両方欠
kekkon-cooking-book	結婚クッキングBOOK	5	両方欠
tonderu-keishi	翔んでる警視	5	両方欠
seikon-no-joka	聖痕のジョカ	5	両方欠
jashin-sensen-risutora-boy	邪神戦線リストラ・ボーイ	5	両方欠
kingyo-no-fun	金魚のフン	5	両方欠
joumae-suit-kiimasutaa	錠前戦士キーマスター	5	両方欠
dh	DH	5	両方欠
glamorous-gossip	GLAMOROUS GOSSIP	5	両方欠
going-to-hell	Going to hell	5	両方欠
zins-fc	Zin'sエフ☆シー	5	両方欠
onegai-arcana	お願いアルカナ	5	両方欠
karajishi-bo-tan	からじしぼたん	5	両方欠
chiisana-raihousha	ちいさな来訪者	5	両方欠
harumagedon	はるまげどん	5	両方欠
assassin-ran	アサシン蘭	5	両方欠
asphalt-baby	アスファルト・ベビィ	5	両方欠
iyahaya-nantomo	イヤハヤ南友	5	説明欠
uhouho-donkey-kong	ウホウホドンキーくん	5	説明欠
epuron-mamako-no-ogenki-recipe	エプロンまま子のお元気レシピ	5	両方欠
chaos	カオス	5	両方欠
ghost-hunter-nakano	ゴーストハンター中野	5	両方欠
shibaitare-taka	シバいたれタカ!	5	両方欠
sunuupii-no-motto-kiraku-ni	スヌーピーのもっと気楽に	5	両方欠
dark-dash	ダーク・ダッシュ	5	両方欠
derorinman	デロリンマン	5	キャッチ欠
dorakuuun	ドラクゥーン	5	両方欠
haitenshon-konjaraazu	ハイテンション根性ERS	5	両方欠
poroshatsu-to-appaakatto	ポロシャツとアッパーカット	5	両方欠
marine-color	マリンカラー	5	両方欠
rising-1995	ライジング!!	5	両方欠
lucky-lady	ラッキーレディー	5	両方欠
roriita-no-shishuu	ロリータの詩集	5	両方欠
sanbiki-no-binbounin	三匹の貧乏人	5	両方欠
shoubu-ha-toki-no-un-daro	勝負は時の…運だろ?	5	説明欠
inochi-kurenai-no-shugoshin	命～紅の守護神～	5	両方欠
zeni-no-tatsujin	善意の達人	5	両方欠
megami	女神	5	両方欠
kaisei-koukou-joshi-ouendan-chia	快晴高校女子応援団ちあ!	5	両方欠
kyoufu-jikkenshitsu	恐怖実験室	5	両方欠
jounetsu-club	情熱クラブ	5	両方欠
narita-akira-no-gokuraku-zanmai	成田アキラの「極楽三昧」	5	両方欠
shin-mobile-senki-gundam-daburyuu	新機動戦記ガンダムW	5	説明欠
shin-mobile-senki-gundam-wing-1996-2	新機動戦記ガンダムW	5	説明欠
shin-mobile-senki-gundam-wing-1996-3	新機動戦記ガンダムW	5	説明欠
shinpen-kaze-no-rondo	新編 風の輪舞	5	両方欠
hoshizora-no-ueebu	星空のウェーブ	5	両方欠
gekki	月姫	5	両方欠
mirai-bouken-channel-5	未来冒険チャンネル5	5	両方欠
tokyo-shounen-shoujo	東京少年少女	5	説明欠
ushi-no-oppai	牛のおっぱい	5	説明欠
kemono-demo-naku	獣でもなく	5	両方欠
shippuu-ultra-ninpou-chou	疾風ウルトラ忍法帖	5	両方欠
tsumitobatsu	罪と罰	5	説明欠
akaneiro-junjou	茜色純情	5	両方欠
keibuho-hana-san-no-file	警部補花さんの事件簿	5	両方欠
kaze-no-kishidan	風の騎士団	5	両方欠
majokko-sentai-pasuterion	魔女っ子戦隊パステリオン	5	両方欠
double-call	Double call	5	両方欠
dr-typhoon-1996	Dr.Typhoon	5	両方欠
faasu-akechi-hakase-boukenki	FARCE!明智博士冒険記	5	両方欠
gloom-party	GLOOM PARTY	5	両方欠
i-s	I's	5	両方欠
mobile-suit-gundam-the-movies	Mobile suit Gundam the movies	5	両方欠
shadow-lady	SHADOW LADY	5	両方欠
vs-knight-ramune-40-fire	VS騎士ラムネ＆40炎	5	両方欠
zero-site-muhou-chitai	Xero site（無法恥帯）	5	両方欠
omajinai-neko-chakura-kun	おまじないネコ・チャクラくん	5	両方欠
oshigoto-desu	お仕事です!	5	両方欠
otogibanashi-ga-kikoeru	お伽話がきこえる	5	両方欠
kame	かめ!	5	両方欠
seenotsu	せーのッ!	5	両方欠
tsukiatte-yo-satsuki-chan	つきあってよ!五月ちゃん	5	説明欠
sasaki-sama-ni-negai-o	ササキ様に願いを	5	両方欠
surfside-high-school	サーフサイドハイスクール	5	両方欠
shadowrun	シャドウラン	5	両方欠
studio-jiburi-sakuhin-kanren-shiryoushuu	スタジオジブリ作品関連資料集	5	両方欠
super-mario-64	スーパーマリオ64	5	両方欠
baribo	バリボ	5	両方欠
minus	マイナス	5	両方欠
rapurasu-no-tenshi	ラプラスの天使	5	両方欠
rusalka-wa-kaeranai	ルサルカは還らない	5	両方欠
romance-kara-hajimeyou	ロマンスからはじめよう	5	両方欠
vampire-kiss	ヴァンパイア・キス	5	両方欠
sotsugyou-m	卒業M	5	説明欠
yume-kamoshinnai	夢かもしんない	5	両方欠
taiki-no-michi	大樹の道	5	両方欠
shitsurakuen-1996	失楽園	5	両方欠
kisaragimaru-ki-tan	如月丸奇譚	5	両方欠
shin-seikon-no-joka	新・聖痕のジョカ	5	両方欠
nekosogi-franken	根こそぎフランケン	5	キャッチ欠
nipponjin-no-susume	水古風 -ニッポン人のススメ-	5	両方欠
garyuu	画竜	5	両方欠
kansatsui-sayoko	監察医SAYOKO	5	両方欠
shin-rekka-fuumaden	真・烈華封魔伝	5	両方欠
toufuya-okegawa-monogatari	豆腐屋桶川物語	5	両方欠
tekken-no-katarushisu	鉄拳のカタルシス	5	両方欠
toushinden	闘神伝	5	両方欠
12-no-kekkon-monogatari	12の結婚物語	5	両方欠
b-dash	B-DASH	5	両方欠
d-ash	D-ash	5	両方欠
pearl-garden	Pearlガーデン	5	両方欠
red-dragon	Red dragon	5	両方欠
itsudemo-haruka	いつでもはるか	5	両方欠
odaiba-baabarianzu	お台場バーバリアンズ	5	両方欠
kaishain-no-merodii	かいしゃいんのメロディー	5	両方欠
jagainu-kun	じゃがいぬくん	5	両方欠
futsutsukasugiru-yome-desu	ふつつかすぎる嫁ですが	5	両方欠
mujina-chuuihou	むじな注意報!	5	両方欠
mononokehime	もののけ姫	5	両方欠
ivu-no-ringo	イヴの林檎	5	キャッチ欠
ultra-ninpouchou-kotobuki	ウルトラ忍法帖寿	5	両方欠
gachinkotsu	ガチンコッ!	5	両方欠
shocking-boy	ショッキングBOY	5	両方欠
toe-shoes	トウ・シューズ	5	説明欠
happy-family	ハッピー・ファミリー	5	キャッチ欠
mr-shiina-no-spirit-diary	ミスター・シーナの精霊日記	5	両方欠
mukade-senki	ムカデ戦旗	5	両方欠
kamen-tenshi	仮面天使	5	両方欠
aniki-ni-omakase	兄貴におまかせ!	5	両方欠
cross-1997	十字	5	両方欠
yoru-ga-owaranai	夜がおわらない	5	説明欠
taiyou-no-suit-pokapoka	太陽の戦士ポカポカ	5	説明欠
tomie	富江	5	両方欠
shounen-tanteidan	少年探偵団	5	両方欠
sanyuutei-umihiko	山遊亭海彦	5	両方欠
ai-ga-mau-basho	愛が舞う場所	5	両方欠
rabukome	愛米	5	両方欠
shin-piihyoro-ikka	新・ぴーひょろ一家	5	両方欠
shin-houchou-mushuku	新・包丁無宿	5	両方欠
shin-takumi-no-fundoshi	新・匠のふんどし	5	両方欠
asako-no-yakyuu-nikki	朝子の野球日記	5	両方欠
nekokko-club	猫っこ倶楽部	5	両方欠
kuufuku-no-joou-sama	空腹の王女様	5	両方欠
zoku-shounen-tantei-kanata-bokura-no-suiri-note	続少年探偵彼方ぼくらの推理ノート	5	両方欠
guardian-eito	護衛神エイト	5	両方欠
tooku-e-ikitai	遠くへいきたい	5	両方欠
seishun-wa-itai-ssu	青春は痛いっス	5	両方欠
men-to-mukatte	面!と向かって	5	両方欠
kottouya-yuuko	骨董屋優子	5	両方欠
cool	COOL	5	キャッチ欠
sandman-1998	SANDMAN	5	両方欠
scramble-happy	Scramble Happy!	5	両方欠
to-heart-2	To heart 2	5	説明欠
arakaruto	あらかると	5	両方欠
ogotte-jankentai	おごってジャンケン隊	5	両方欠
oyatsu	おやつ	5	両方欠
oedo-ninpouchou	お江戸忍法帖	5	両方欠
fukurou-no-ie	ふくろうの家	5	両方欠
agapes	アガペイズ	5	両方欠
a-little-dragon	ア・リトル・ドラゴン	5	両方欠
ultra-kyoudai-monogatari	ウルトラ兄弟物語	5	両方欠
omurice	オムライス	5	両方欠
ore-ga-ichiban	オレが一番!!	5	両方欠
circle-game-1998	サークルゲーム	5	両方欠
prison-hotel	プリズンホテル	5	両方欠
libido-no-umi	リビドーの海	5	両方欠
uanpaia-savior-tamashii-no-mayoigo	ヴァンパイアセイヴァー魂の迷い子	5	説明欠
shufu-wa-idol	主婦はアイドル!	5	両方欠
kyou-no-dai-chan	今日のだいちゃん	5	両方欠
youmi-henjou-yawa	妖魅変成夜話	5	両方欠
gakuen-taishou-souruman	学園大将ソウルマン	5	両方欠
benten-sama-niwa-iwanaide	弁天様には言わないで	5	両方欠
love-koujou-iinkai-juicy-fruits	恋愛向上委員会ジューシーフルーツ	5	両方欠
gokujou-tenshi	極上天使	5	両方欠
sora-to-umi-daishi-tenshou	空と海大師転生	5	両方欠
sora-ni-taiyou-ga-aru-kagiritsu	空に太陽がある限りっ。	5	説明欠
rikon-ukeoinin-saki	離婚請負人沙樹	5	両方欠
kumo-no-ue-no-kisuke-san	雲の上のキスケさん	5	キャッチ欠
miwaku-no-suna	魅惑の砂	5	両方欠
b-b-joker	B.B.Joker	5	両方欠
kimera-1999	KIMERA	5	両方欠
utena-no-kekkon	うてなの結婚	5	両方欠
tanoshii-koshien	たのしい甲子園	5	両方欠
toraware-no-mi-no-ue	とらわれの身の上	5	説明欠
niigata-manga-taishou-sakuhinshuu	にいがたマンガ大賞作品集	5	両方欠
yoi-ko-no-mikata-super-shittaa	よい子の味方スーパーシッター	5	両方欠
koizumi-gakushuu-book	コイズミ学習ブック	5	両方欠
suujii-chan-to-maabii	スージーちゃんとマービー	5	両方欠
dragon-4-esuto-monsters-terii-no-wonderland-4koma-manga-gekijou	ドラゴンクエストモンスターズ テリーのワンダーランド 4コママンガ劇場	5	両方欠
pachinko-bakuretsu-musume	パチンコバクレツ娘	5	両方欠
fire-emblem-fuyuki-1999	ファイアーエムブレム	5	キャッチ欠
pochi-to-isshokenmei	ポチといっしょ	5	両方欠
robot-ponkottsu	ロボットポンコッツ	5	説明欠
shoukanou-rekusu	召喚王レクス	5	両方欠
koushi	孔子	5	両方欠
taiyaku-ol-shinkaron	対訳OL進化論	5	両方欠
bakumatsu-fuuunroku-makoto	幕末風雲録誠	5	両方欠
akuma-no-youna-anata	悪魔のようなあなた	5	両方欠
aio-ageyou	愛をあげよう	5	両方欠
mobile-suit-gundam-2	機動戦士ガンダム2	5	両方欠
mobile-suit-gundam-3-1999	機動戦士ガンダム3	5	両方欠
mobile-suit-gundam-episode-gaido	機動戦士ガンダムエピソードガイド	5	両方欠
ayumu-no-koma	歩武の駒	5	両方欠
kaikyou-monogatari	海峡ものがたり	5	両方欠
tokusei-chibimaruko-chan	特製ちびまる子ちゃん	5	両方欠
shite	相場師	5	両方欠
watashi-wa-tatakau-onna-soshite-shijin-soshite-dendoushi	私は戦う女。そして詩人そして伝道師	5	両方欠
kurenai-1999	紅	5	両方欠
inyou-tantei-takanashi-ranto-mashouroku	陰陽探偵少女遊RANTO☆魔承録	5	両方欠
unryuuhonba	雲竜奔馬	5	両方欠
mahoutsukai-yousei-senmon-magic-star-gakuin	魔法使い養成専門マジックスター学院	5	両方欠
plus-one	+1	5	キャッチ欠
3nin-de-aishiaimasho	3人で愛しあいましょう?	5	両方欠
82-bunch-no-inu	82番地の犬	5	両方欠
ggumi-no-g	G組のG	5	両方欠
haikara-jikenchou	Haikara事件帖	5	両方欠
ng	NG	5	両方欠
tales-of-destiny-inomata-2000	Tales of Destiny	5	説明欠
valkyrie-profile-2001-2	VALKYRIE PROFILE	5	両方欠
valkyrie-profile-2001	VALKYRIE PROFILE	5	両方欠
zippy	Zippy!	5	両方欠
tamotsu-san-no-jikan	たもっさんの時間	5	両方欠
manga-de-yomu-hitobito-no-sei-to-sei	まんがで読む・ひとびとの生と性	5	両方欠
green-hill	グリーンヒル	5	キャッチ欠
monkey	サル	5	両方欠
zaaruburugu-no-renkinjutsushi	ザールブルグの錬金術士	5	説明欠
short-sunzen	ショート寸前!	5	説明欠
sunuupiitachi-no-yasashii-kankei	スヌーピーたちのやさしい関係	5	両方欠
dynamite-ai-otoko	ダイナマイト愛×男!	5	キャッチ欠
normandy-himitsu-club	ノルマンディーひみつ倶楽部	5	両方欠
plastic-babies	プラスティック: ベイビイズ	5	両方欠
metal-wind	メタルウインド	5	両方欠
mon-colle-kids	モンコレキッズ	5	両方欠
regalia	レガリヤ	5	両方欠
shinazu-no-agito	不死者あぎと	5	両方欠
samurai-haponesu	侍・ハポネス	5	両方欠
shijou-saikyou-no-deshi	史上最強の弟子	5	説明欠
sakaguchi-hisashi-tanpenshuu	坂口尚短編集	5	両方欠
yato-no-kamitsukai	夜刀の神つかい	5	説明欠
taiyou-to-yuki-no-kakera	太陽と雪のかけら	5	両方欠
onna-deka-persona	女刑事ペルソナ	5	両方欠
zegen	女衒	5	両方欠
yamagutsu-yo-hashire	山靴よ疾走れ!!	5	説明欠
onzoushi-no-okite	御曹司の掟	5	両方欠
tantei-wa-yume-o-miruka	探偵は夢を見るか	5	両方欠
kyomu-iin	橋無医院	5	両方欠
suikoden-2000	水滸伝	5	説明欠
eien-no-yoru-ni-mukatte	永遠の夜に向かって…	5	両方欠
nanji-nayamu-koto-nakare	汝なやむことなかれ	5	両方欠
tokkou-kaishain	特攻会社員	5	両方欠
yuni-kaze-no-naka-de	由似、風のなかで	5	両方欠
kurenai-zoushi	紅異草紙	5	両方欠
zoku-junjou-crazy-fruits	続・純情クレイジーフルーツ	5	両方欠
seiken-densetsu-legend-of-mana	聖剣伝説 レジェンドオブマナ	5	説明欠
kachou-fuugetsu-uyo-kyokusetsu	花鳥風月紆余曲折	5	両方欠
shokatsu-koumei	諸葛孔明	5	両方欠
dennou-nao-san	電脳なをさん	5	両方欠
shijima-no-hana	静寂の花	5	両方欠
kuroi-kizuato-no-otoko	黒い傷痕の男	5	両方欠
100mandoru-kid	100万ドルキッド	5	両方欠
dogs	DOGS	5	両方欠
doll-master	DOLL MASTER	5	両方欠
hot-shot	Hot Shot	5	両方欠
road	Road	5	両方欠
rush	Rush	5	説明欠
sd-gundam-eiyuuden	SDガンダム英雄伝	5	両方欠
the-sleeper	THE SLEEPER	5	両方欠
umanga	うまんが	5	両方欠
subete-ni-iyagaaru	すべてに射矢ガール	5	説明欠
tottemo-minimoni	とっても!ミニモニ。	5	両方欠
manga-de-nabigeeto	まんがでナビゲート	5	両方欠
amaryllis	アマリリス	5	両方欠
orion-no-shounen	オリオンの少年	5	両方欠
scryed	スクライド	5	説明欠
dokibagu	ドキばぐ	5	両方欠
neko-no-ou	ネコの王	5	両方欠
nekomushi-stories	ネコムシ・ストーリーズ	5	両方欠
panzer-klein	パンツァークライン	5	両方欠
pandora-panic	パンドラ★パニック	5	両方欠
wild-kingdom	ワイルド・キングダム	5	説明欠
ichijou-no-hohoemi	一乗のほほえみ	5	両方欠
doubutsu-no-kame-chan	動物のカメちゃん	5	両方欠
sen-to-chihiro-no-kamikakushi	千と千尋の神隠し	5	両方欠
senichiya-no-kagi	千一夜の鍵	5	両方欠
koisuiren	恋水蓮	5	両方欠
tokyo-urara	東京ウララ	5	説明欠
yagyuu-juubei-shisu	柳生十兵衛死す	5	説明欠
kabu	株	5	両方欠
sakura-no-ichiban	桜の一番!	5	両方欠
kensatsukan-kisogawa	検察官キソガワ	5	両方欠
yokubou-to-koi-no-meguri	欲望と恋のめぐり	5	説明欠
hyakunin-monogatari	百人物語	5	両方欠
shin-megami-tensei-devil-children	真・女神転生デビルチルドレン	5	説明欠
mayonaka-no-niwa	真夜中の庭	5	両方欠
kanagawa-nanpakei-rabu-story	神奈川ナンパ系ラブストーリー	5	両方欠
