slug	title	volumes	missing
ashitsumakatari	悪し妻かたり	3	説明欠
akuyaku-reijou-to-shite-heroine-to-konyakusha-o-kuttsukeyou-to-omou-no-desu-ga-umaku-ikimasen	悪役令嬢としてヒロインと婚約者をくっつけようと思うのですが、うまくいきません…。	3	両方欠
akutoku-reijou-5000-chouen-musou	悪徳令嬢5000兆円無双	3	両方欠
aishisugi-desu-aogiri-kun	愛しすぎです、青桐くん。	3	両方欠
sengoku-guriddoman	戦国グリッドマン	3	両方欠
tantou-san-kyori-ga-chikai-desu	担当さん、距離が近いです!	3	両方欠
tantei-minarai-akio	探偵見習いアキオ…	3	両方欠
houkago-switch	放課後スイッチ	3	キャッチ欠
shinsouban-shin-mobile-senki-gundam-wing-dual-story-jii-yunitto	新装版新機動戦記ガンダムW DUAL STORY G-UNIT	3	両方欠
tabigyaru-nippon-juudan-chari-kikoo	旅ぎゃる!日本じゅーだんチャリきこー	3	説明欠
tabisuru-youni-kurashitai	旅するように暮らしたい	3	両方欠
nihonjin-youhei-no-kiken-de-okashii-senjougurashi	日本人傭兵の危険でおかしい戦場暮らし	3	両方欠
oukakoku-koukyuu-no-yakushi	旺華国後宮の薬師	3	両方欠
kinou-tasukete-itadaita-madousho-desu	昨日、助けていただいた魔導書です	3	両方欠
atsugari-hinata-san-to-samugari-yozaki-kun	暑がりヒナタさんと寒がりヨザキくん	3	両方欠
saikyou-no-kyuuketsuki-wa-imouto-ga-hoshiitsu	最強の吸血姫は妹が欲しいっ!	3	説明欠
bou-oote-dungeon-o-kubi-ni-natta-node-jikka-no-dungeon-o-tsugimashita	某大手ダンジョンをクビになったので、実家のダンジョンを継ぎました。	3	両方欠
shibabaa-to-mameshibata	柴ばあと豆柴太	3	両方欠
mobile-suit-gundam-jion-no-saikou-remunanto-wan	機動戦士ガンダムジオンの再興レムナント・ワン	3	両方欠
yamenaide-dekiai-wakagashira-no-jounetsu-aibu	止めないで♥溺愛若頭の情熱愛撫	3	両方欠
shinitagari-no-fukushuusha	死にたがりの復讐者	3	説明欠
shinigami-saikoro-game	死神サイ殺ゲーム	3	説明欠
shiryou-jutsushi-no-otetsudai	死霊術師のお手伝い	3	説明欠
zanzou-suroomooshon	残像スローモーション	3	説明欠
zangetsu-kage-yokotawaru-atari	残月、影横たはる辺	3	両方欠
tono-sama-to-stitch	殿さまとスティッチ	3	説明欠
suiyou-doudeshou	水曜どうでしょう	3	両方欠
eien-no-hizashi-no-shikabane	永遠の陽射しの屍	3	両方欠
umigui	海喰い	3	説明欠
shikkoku-no-jigii	漆黒のジギィ	3	説明欠
hai-no-futago-wa-shirokuro-tsukezu-ni-sekai-o-sukuimasu	灰の双子は白黒つけずに世界を救います。	3	両方欠
shuryou-no-yumeka	狩猟のユメカ	3	両方欠
neko-no-kiku-chan	猫の菊ちゃん	3	両方欠
ryukyu-kaidan	琉球怪談	3	両方欠
umarekawatta-kensei-wa-raku-o-shitai	生まれ変わった《剣聖》は楽をしたい	3	説明欠
ryakudatsu-wa-loop-suru	略奪はループする	3	両方欠
isekai-de-item-corrector	異世界でアイテムコレクター	3	両方欠
isekai-mou-kaeritai	異世界もう帰りたい	3	両方欠
isekai-idol	異世界アイドル	3	両方欠
isekai-yataimeshi-enishitei	異世界屋台めし「えにし亭」	3	両方欠
shiromahoushi-wa-shienshoku-dewa-arimasen	白魔法師は支援職ではありません	3	説明欠
yuriota-ni-yuri-wa-gohatto-desu	百合オタに百合はご法度です!?	3	説明欠
shinichirou-san-ttara-kekkou-yarashii	真一郎さんったら結構ヤラシイ!	3	両方欠
mayonaka-no-shitsujitachi	真夜中の執事たち	3	両方欠
shachiku-dungeon-master-no-shokudou-keiei	社畜ダンジョンマスターの食堂経営	3	説明欠
kanbayashi-buchou-to-koibito-keiyaku	神林部長と恋人契約	3	両方欠
watashi-elite-tenshi-desu-nankou-furaku-na-jieekee-ni-komattemasu	私、エリート天使ですが難攻不落なJKに困ってます!	3	説明欠
watashi-no-24-rasu-no-seito-ga-hitoban-de-nijuuyonin-shinimashita	私のクラスの生徒が、一晩で24人死にました。	3	説明欠
watashi-no-kizu-wa-shindemo-kesanai	私の傷は死んでも消さない	3	説明欠
watashi-no-juuboku	私の従僕	3	両方欠
watashi-wa-okazu-senpai-ni-taberaretai	私はおかず先輩に食べられたい。	3	説明欠
watashi-wa-akuyaku-reijou-nanka-ja-nai	私は悪役令嬢なんかじゃないっ!!	3	説明欠
utsurohiya	空日屋	3	両方欠
junjou-gal-to-oomono-shachou	純情ギャルとオオモノ社長	3	両方欠
zetsubou-shuuraku	絶望集落	3	説明欠
zoku-oretachi-namamono-desu	続!俺たちナマモノ?です	3	説明欠
tsuzure-no-leghorn	綴れのレグホーン	3	両方欠
wakadanna-wa-zannen	若旦那はザンネン。	3	両方欠
ibaraki-tte-dokoni-arundesuka	茨城ってどこにあるんですか?	3	両方欠
mitai-mono-misemashou	見たいもの見せましょう	3	両方欠
kioku-no-kaibutsu	記憶の怪物	3	両方欠
utagawa-hyakkei	詩歌川百景	3	説明欠
kenja-no-mago-short-stories	賢者の孫SS(ショートストーリーズ)	3	両方欠
akagami-no-onnashounin	赤髪の女商人	3	両方欠
shumi-no-rabuhoteru	趣味のラブホテル	3	両方欠
tenshou-ero-elf-no-naka-no-hito-wa-29-sai-shojo-ol-desu	転生エロエルフの中の人は29歳処女OLです。	3	両方欠
tensei-majo-yo-akatsuki-o-utae	転生魔女よ、暁を謳え	3	両方欠
tetsujin-mako-chan	鉄人マコちゃん	3	説明欠
tetsunabe-no-jan-gogyou-kun-no-tanoshii-honkon-seikatsu	鉄鍋のジャン!五行クンの楽しい香港生活	3	両方欠
inchou-senkyo	院長選挙	3	両方欠
hidamari-no-asufaruto	陽だまりのアスファルト	3	両方欠
ame-no-hi-mo-kami-sama-to-sumo-o	雨の日も神様と相撲を	3	両方欠
aoshima-kun-wa-ijiwaru	青島くんはいじわる	3	両方欠
seishun-otou-san	青春お父さん	3	両方欠
seishun-sutoratejii	青春ストラテジー	3	両方欠
gi-koushi-rendetsu-shinryou-kun	魏公子列伝信陵君	3	両方欠
mamanaranu	魔々ならぬ	3	キャッチ欠
maketsurakusha-no-shuunou-mahou	魔欠落者の収納魔法	3	両方欠
tasogare-golf-club	黄昏ゴルフ俱楽部	3	両方欠
tasogare-mearesu	黄昏メアレス	3	両方欠
1-paasento-no-koi	1%の恋	3	両方欠
18	18	3	両方欠
4x4-otonari-san-wa-4b-otoko	4×4～お隣さんは4B男子～	3	キャッチ欠
aurora-node	AURORA NODE	3	両方欠
build-king	BUILD KING	3	キャッチ欠
d4dj-the-starting-of-photon-maiden	D4DJ-The Starting of Photon Maiden-	3	キャッチ欠
h-na-omocha-no-tsukurikata	Hなおもちゃの作り方	3	両方欠
jieekeesanchi-no-sarutoru-san	JKさんちのサルトルさん	3	両方欠
shaman-king-faust-8	SHAMAN KING FAUST 8	3	両方欠
shwd	SHWD(シュード)	3	説明欠
sotus	SOTUS	3	説明欠
suupaaman-buiesu-meshi	SUPERMAN VS飯	3	説明欠
s-to-x-therapist-shimotori-kazuto-no-kokuhaku	SとX～セラピスト霜鳥壱人の告白～	3	両方欠
this-is-it	THIS IS IT!	3	説明欠
blue-moon-ni-koi-o-shite	bluemoonに恋をして	3	両方欠
ga-kirai-na-joshi-nanka-imasen	××が嫌いな女子なんかいません!	3	両方欠
ashita-kimi-to-koi-o-shiru	あした、君と恋を知る	3	キャッチ欠
amarimono-demo-koi-wa-amai	あまりものでも恋は甘い	3	両方欠
ukiwa-to-fuurin	うきわ、と風鈴。	3	両方欠
usotsuki-kitsune-no-koibanashi	うそつきキツネの恋噺	3	説明欠
uchi-no-maid-to-kekkonsuru-tame-nara-ore-wa-harem-o-tsukuru	うちのメイドと結婚するためなら俺はハーレムを作る	3	両方欠
oshiete-bl-sommelier-onii-san	おしえて!BLソムリエお兄さん	3	両方欠
owarimon	おわりもん	3	両方欠
karisome-no-koushaku-fujin	かりそめの公爵夫人	3	両方欠
kurukuru-mawase	くるくるまわせ!	3	両方欠
kono-gei-towa-tsukiaitakunai	このゲイとは付き合いたくない!!!	3	両方欠
sayonara-yuurei-chan	さよなら幽霊ちゃん	3	両方欠
shiawase-torimingu	しあわせ鳥見んぐ	3	説明欠
shuumatsu-no-kohinata-san	しゅうまつの小日向さん	3	両方欠
shiromaru-hiyori	しろまるびより	3	両方欠
sora-ni-hidamari	そらに陽だまり	3	説明欠
sore-ike-blue-mellow	それいけ!BLUE MELLOW	3	両方欠
soredemo-kimi-o-shiawase-ni-shitai	それでも君を幸せにしたい	3	説明欠
tanuki-to-kitsune-to-satogurashi	たぬきときつねと里暮らし	3	説明欠
tsundoru	つんドル!	3	両方欠
teppentsu	てっぺんっ!!!	3	説明欠
toaru-chiisana-mura-no-cheat-na-kajiya-san	とある小さな村のチートな鍛冶屋さん	3	説明欠
tonari-no-seki-kun-junior	となりの関くんじゅにあ	3	説明欠
tonde-hi-ni-iru-yuri-no-inu	とんで火に入るゆりの犬	3	説明欠
nadete-kanadete	なでて奏でて	3	両方欠
namidameshi	なみだめし	3	両方欠
habatake-kotatsu-chan	はばたけ!こたつちゃん	3	両方欠
mahiru-no-lunch-zushi	まひるのランチずし	3	両方欠
mei-be-love	めいbe love	3	両方欠
yagate-saikyou-no-pk-killer-shokugyou-shounin	やがて最強のPKキラー〈職業:商人〉	3	説明欠
yakyuu-miyouyo	やきゅうみようよ!	3	両方欠
yumeguritsu	ゆめぐりっ!	3	説明欠
watashi-no-shiranai-senpai-no-100-ko-no-koto	わたしの知らない、先輩の100コのこと	3	説明欠
watashi-wa-succubus-to-kiss-o-shita	わたしはサキュバスとキスをした	3	両方欠
outreach	アウトリーチ	3	両方欠
atama-no-naka-no-suzu-senpai	アタマのナカの鈴せんぱい	3	両方欠
arafoo-eigyouman-isekai-ni-tatsu	アラフォー営業マン、異世界に起つ!	3	両方欠
andaazu-rina-no-monogatari	アンダーズ〈里奈の物語〉	3	両方欠
ikemen-binbougami-to-doukyo-hajimemashita	イケメン貧乏神と同居はじめました!	3	両方欠
instant-life	インスタントライフ	3	キャッチ欠
virus-tensei-kara-hajimaru-isekai-kansen-monogatari	ウイルス転生から始まる異世界感染物語	3	説明欠
uchi-wa-wakarete-kurashiteru	ウチは別れて暮らしてる	3	説明欠
elevator-orite-hidari	エレベーター降りて左	3	両方欠
eroi-skill-de-isekai-musou	エロいスキルで異世界無双	3	両方欠
oumu-wa-kyou-mo-kangaete-iru	オウムは今日も考えている	3	両方欠
ookami-wa-tantei-o-tabetai	オオカミは探偵を食べたい	3	両方欠
otona-o-komaraserunja-arimasen	オトナを困らせるんじゃありません!	3	キャッチ欠
opekan	オペ看	3	両方欠
girls-dawn	ガールズドーン!	3	両方欠
kimi-to-kazoku-ni-naru-made	キミと家族になるまで	3	両方欠
captain-tsubasa-memories	キャプテン翼MEMORIES	3	キャッチ欠
kyoudai-shuffle	キョーダイシャッフル	3	キャッチ欠
kumonoito-mushi-no-ongaeshi	クモノイト～蟲の怨返し～	3	両方欠
clover-melodie	クローバーmélodie	3	両方欠
good-father-board	グッドファザーボード	3	両方欠
kozukuri-maeve	コヅクリメイヴ	3	キャッチ欠
succubus-na-iinchou-ni-okotowarisaremashite	サキュバスな委員長にお断りされまして	3	説明欠
satori-no-satoru	サトリのサトル	3	両方欠
saraka-ouji-to-rokutouryuu	サラカ王子と六頭竜	3	両方欠
salaryman-no-fushigi-na-dungeon	サラリーマンの不死戯なダンジョン	3	説明欠
zatsuki	ザツキ	3	説明欠
slow-jet-coaster	スロー・ジェットコースター	3	説明欠
sekai-wa-are-de-dekite-iru	セカイはアレでデキテイル	3	説明欠
semiritaia-shita-boukensha-wa-nonbiri-kurashitai	セミリタイアした冒険者はのんびり暮らしたい	3	両方欠
zombie-land-saga-gaiden	ゾンビランドサガ外伝	3	説明欠
dual-na-kanojo-no-taoshikata	デュアルな彼女の倒し方	3	両方欠
doesu-onzoushi-no-hanayome-kouho	ドS御曹司の花嫁候補	3	両方欠
doppel-san	ドッペルさん	3	両方欠
bye-bye-sentimental	バイバイ、センチメンタル	3	両方欠
baritachi-no-ore-ga-jimionna-ni-tatsu-toka-arienee	バリタチの俺が、地味オンナに勃つとかありえねえ	3	両方欠
bullet-fang	バレット×ファング	3	両方欠
bitter-end-roll	ビターエンドロール	3	両方欠
beach-journey	ビーチジャーニー	3	両方欠
fantasy-niwa-najimenai	ファンタジーには馴染めない	3	両方欠
phobia	フォビア	3	両方欠
popcorn-cowboy	ポップコーン・カウボーイ	3	キャッチ欠
mighty-mazaazu	マイティマザーズ	3	両方欠
maguro-shoujo	マグロ少女	3	両方欠
machinee-san-no-ponkotsu-otogibanashi-hour	マチ姉さんのポンコツおとぎ話アワー	3	両方欠
marta-no-koi	マルタの恋	3	両方欠
mushi-communicator	ムシ・コミュニケーター	3	キャッチ欠
yankee-omega-wa-juuou-sama-no-mono	ヤンキーΩは獣王様のもの!	3	説明欠
your-forma	ユア・フォルマ	3	説明欠
yoru-to-kuro	ヨルとクロ	3	両方欠
rabu-live-nijigasaki-gakuen-school-idol-doukoukai-kizuna-comic-book	ラブライブ!虹ケ咲学園スクールアイドル同好会キズナComic Book	3	両方欠
restart	リスタート!	3	説明欠
linkman	リンクマン	3	両方欠
readymade-queen	レディーメイドクイーン	3	両方欠
rental-otoko-no-haruto-kun-wa-shiawase-o-todoketai	レンタル男子の春都くんは幸せを届けたい	3	説明欠
robasutonesu	ロバストネス	3	説明欠
victoria-no-denki-hitsugi	ヴィクトリアの電気棺	3	説明欠
sanzennenme-no-kamitaiou	三千年目の神対応	3	説明欠
sand-no-meshi-to-are-ga-suki	三度のメシと、アレが好き。	3	両方欠
sanbyoushi-no-musume	三拍子の娘	3	説明欠
fuguushoku-no-yumitsukai-dakedo-nantoka-bunan-ni-yattemasu	不遇職の弓使いだけど何とか無難にやってます	3	両方欠
seidon-no-ryuu	世呑の竜	3	説明欠
setagayaichi-furui-youkan-no-yanushi-ni-naru	世田谷イチ古い洋館の家主になる	3	両方欠
futari-no-konyakusha-ni-dekiai-sarete	二人の婚約者に溺愛されて	3	両方欠
ima-kimi-to-musubaretai	今、キミと結ばれたい	3	両方欠
konya-ore-to-sekkusu-shitoku	今夜、俺とセックスしとく?	3	両方欠
kyou-mo-watashi-wa-genki-desuu-kiregimi	今日もわたしは元気ですぅ!!〈キレ気味〉	3	両方欠
yomei-rokkagetsu-enchoushitemoratta-kara-koko-kara-wa-watashi-no-jikandesu	余命六ヶ月延長してもらったから、ここからは私の時間です	3	両方欠
ore-dake-wa-yagizaka-sakura-o-suki-ni-naranai	俺だけは八木坂さくらを好きにならない	3	キャッチ欠
ore-dake-erabihoudai-esu-kyuu-rea-item-mo-koware-skill-mo-kakusei-shita-shuredingaa-no-neko-de	俺だけ選び放題、S級レアアイテムも壊れスキルも覚醒した〈シュレディンガーの猫〉で思うがまま!	3	両方欠
kenzen-bishoujo-wa-shigokitai	健全美少女はシゴきたい!!	3	両方欠
boku-imasuyo	僕、いますよ。	3	両方欠
yuutousei-wa-unmei-no-akai-ito-ni-sakaraitai	優等生は運命の赤い糸に逆らいたい	3	説明欠
moto-home-center-tenin-no-isekai-seikatsu	元ホームセンター店員の異世界生活	3	両方欠
senpai-chotto-iidesuka	先輩、ちょっといいですか?	3	説明欠
zenra-kantoku-muranishi-tooru-den	全裸監督	3	説明欠
zenra-kagyou	全裸稼業	3	両方欠
rokujou-hitoma-no-tsukimonoishi	六畳一間の憑き物石	3	両方欠
rokudou-tousouki	六道闘争紀	3	説明欠
boukensha-guild-no-cheat-keiei-kaikaku	冒険者ギルドのチート経営改革	3	両方欠
rikou-ni-naru-niwa-ao-sugiru	利口になるには青すぎる	3	説明欠
zense-akuyaku-datta-reijou-ga-hikikomori-no-choukyou-o-makasaremashita	前世悪役だった令嬢が、引き籠りの調教を任されました	3	説明欠
zense-seijo-wa-te-o-nukitai-yokiyoki	前世聖女は手を抜きたい よきよき	3	説明欠
kenshin-to-matei-no-musuko-wa-date-janai	剣神と魔帝の息子はダテじゃない	3	両方欠
nangoku-yuta-girl	南国!ユタガール	3	両方欠
souyoku-no-busoutsukai	双翼の武装使い	3	説明欠
hangyaku-no-kessenjutsushi	叛逆の血戦術士	3	両方欠
kojiki-chuukara	古事記〈中辛〉	3	両方欠
kimi-ga-blue-bird	君がブルーバード	3	両方欠
kimi-no-sensou-boku-no-hebi	君の戦争、僕の蛇	3	両方欠
kyuuketsuki-o-kau-koto-ni-narimashite	吸血鬼を飼うことになりまして	3	キャッチ欠
saki-chan-wa-inma-no-ko-gasshou	咲ちゃんは淫魔の子〈合掌〉	3	説明欠
kissa-anemone	喫茶アネモネ	3	両方欠
eigyou-smile-danjo	営業スマイル男女	3	両方欠
inshuu-hiroku-midare-mandala	因習秘録みだれまんだら	3	両方欠
chikyuu-kara-kita-alien	地球から来たエイリアン	3	両方欠
chikyuu-san-wa-level-appu-shimashita-comic	地球さんはレベルアップしました!@COMIC	3	両方欠
shippitsuchuu-ni-tsuki-koukyuu-dewa-oshizuka-ni	執筆中につき後宮ではお静かに	3	両方欠
mibu-no-ookami-neko-o-kau	壬生の狼、猫を飼う	3	両方欠
sotozura-otoko-no-shimizu-kun	外面男子の清水くん	3	説明欠
yoru-no-akari	夜のあかり	3	両方欠
yoru-no-shita-de-machiawase	夜の下で待ち合わせ	3	説明欠
oozumou-reijou	大相撲令嬢	3	両方欠
shitsuren-yakezake-masaka-no-asachun-demo-wake-atte-kukkyou-na-ryodanchou-to-mofumofu-ni	失恋!やけ酒?まさかの朝チュン!?でも、訳あって屈強な旅団長とモフモフに懐かれました!	3	両方欠
shikkaku-kara-hajimeru-nariagari-madoushidou	失格から始める成り上がり魔導師道!	3	説明欠
joshikousei-to-kekkon-shita-node-bakuhatsu-shimasu	女子高生と結婚したので爆発します。	3	両方欠
suki	好きだ。	3	両方欠
sukitte-itta-no-omae-darouga	好きって言ったのお前だろうが!	3	説明欠
suki-ni-naru-made-kizutsukete	好きになるまで傷つけて	3	両方欠
youkai-daisensou-guardians	妖怪大戦争ガーディアンズ	3	説明欠
tsuma-ga-sukisugiru-otto	妻が好きすぎる夫	3	説明欠
iatsukan	威圧感◎	3	両方欠
konyaku-haki-sareta-node-isekai-de-onsenyado-hajimemasu	婚約破棄されたので、異世界で温泉宿始めます	3	両方欠
kiraware-yuusha-ni-tensei-shita-node-aisare-yuusha-o-mezashimasu	嫌われ勇者に転生したので愛され勇者を目指します!	3	両方欠
kodomo-ni-natta-ore-o-tsuma-ga-mechakucha-medetekuru	子供になった俺を妻がめちゃくちゃ愛でてくる	3	両方欠
koneko-no-koume-san	子猫の小梅さん	3	両方欠
uchuu-kenetsukan	宇宙検閲官	3	説明欠
kyuuteii-no-musume	宮廷医の娘	3	両方欠
tsukushitagari-na-uchi-no-yome-ni-tsuite-derete-mo-iika	尽くしたがりなうちの嫁についてデレてもいいか?	3	説明欠
teito-kagemonogatari	帝都影物語	3	説明欠
kikansha-no-mahou-wa-tokubetsu-desu	帰還者の魔法は特別です	3	両方欠
heibon-koukousei-no-ore-ga-game-dewa-saikyou-guild-no-guild-master-nandesuga	平凡高校生の俺がゲームでは最強ギルドのギルドマスターなんですが…	3	両方欠
toshishita-kare-tono-koi-wa-moumoku	年下カレとの恋は盲目	3	説明欠
osananajimikon	幼なじみ婚	3	キャッチ欠
haikai-sensei	徘徊先生	3	両方欠
koisuru-panty-stocking	恋するパンティストッキング	3	両方欠
akutou-no-otou-sama-watashi-to-kekkon-shite-kudasai	悪党のお父様、私と結婚してください	3	両方欠
akuyaku-reijou-yotei-rashii-kedo-watashi-wa-okashi-ga-tabetai	悪役令嬢 (予定) らしいけど、私はお菓子が食べたい	3	両方欠
akuyaku-reijou-nanode-yorokonde-shikaeshi-itashimasu	悪役令嬢なので喜んで仕返しいたします	3	両方欠
akuyaku-reijou-no-onii-sama-wa-kouryaku-taishougai-desu	悪役令嬢のお兄様は攻略対象外です!!	3	キャッチ欠
akuyaku-reijou-wa-oshi-ga-toutosugite-kyou-mo-shiawase	悪役令嬢は推しが尊すぎて今日も幸せ	3	両方欠
akuyaku-reijourashiku-kouryaku-taishou-o-fukujuu-sasemasu	悪役令嬢らしく、攻略対象を服従させます	3	両方欠
aisare-ouji-no-isekai-honobono-seikatsu	愛され王子の異世界ほのぼの生活	3	両方欠
waga-deshi-ga-mottomo-tsuyokute-kawaii-no-dearu	我が弟子が最も強くてカワイイのである	3	説明欠
oshi-wa-mezamenai-danna-sama-desu	推しは目覚めないダンナ様です	3	両方欠
houkago-wa-kimi-no-kanojo	放課後は君の彼女	3	キャッチ欠
shingetsu-no-tora	新月の虎	3	両方欠
shinsengumi-keppuuroku	新選組血風録	3	両方欠
danna-ga-bibou-o-kakusu-wake	旦那が美貌を隠す訳	3	両方欠
shouwa-heisei-file	昭和・平成事件簿	3	両方欠
toki-o-tomeru-shokeinin-wa-gisoutsuma	時をトめる処刑人はギソウ妻	3	両方欠
saikyou-yakuza-no-kokoro-no-naka-wa-igai-to-yasashii	最凶ヤクザの心の中は意外とやさしい	3	説明欠
saijaku-munou-ga-gyokuza-e-itaru	最弱無能が玉座へ至る	3	両方欠
saihate-no-tomodachi	最果てのともだち	3	両方欠
saihate-no-solte	最果てのソルテ	3	説明欠
tsukihana-otome-wa-mouken-ga-suki	月花乙女は猛犬が好き	3	説明欠
miraijin-saijoo	未来人サイジョー	3	両方欠
tsukanoma-no-ichika	束の間の一花	3	説明欠
tokyo-higoro	東京ヒゴロ	3	説明欠
someya-mako-no-jakusou-meshi	染谷まこの雀荘メシ	3	説明欠
seigi-no-gakuen	正義の学園	3	両方欠
shinitagari-kun-to-satsujinki-kun	死にたがり君と殺人鬼君	3	両方欠
shiniyasui-koushaku-reijou-to-shichinin-no-kikoushi	死にやすい公爵令嬢と七人の貴公子	3	説明欠
shinikaeri	死ニカエリ	3	両方欠
shibou-flag-ni-ki-o-tsukero	死亡フラグに気をつけろ!	3	両方欠
shisougaku-tantei	死相学探偵	3	説明欠
dokuoya-ni-sodateraremashita	毒親に育てられました	3	両方欠
nagamori-kun-ga-ichizusugite-komaru	永守くんが一途すぎて困る。	3	両方欠
haken-shine-asumi-no-kakeibo-attomaaku-comic	派遣社員あすみの家計簿@comic	3	両方欠
senshun-kansoku	浅春観測	3	両方欠
shinya-anata-no-mono-ni-naru	深夜、あなたのものになる	3	両方欠
dekiaisuru-nomo-hodohodo-ni	溺愛するのもほどほどに。	3	両方欠
dekiai-seifuku	溺愛征服	3	両方欠
gekikara-kachou	激辛課長	3	両方欠
enjou-hero-ako	炎上ヒーローアコ	3	キャッチ欠
neko-ga-kaitakute-shikatanai-hito	猫が飼いたくて仕方ない人	3	両方欠
neko-to-hasukii-to-hamaji	猫とハスキーとハマジ	3	両方欠
rutou-san-niwa-kanaimasen	瑠東さんには敵いません!	3	説明欠
dansou-reijou-no-fuhonina-kekkon	男装令嬢の不本意な結婚	3	両方欠
isekai-no-yakusho-de-arubaito-hajimemashita	異世界の役所でアルバイト始めました	3	両方欠
isekai-1-temo-shounen-manga-no-shujinkou-wa-ichimiri-mo-burenai	異世界行っても少年マンガの主人公は1ミリもブレない!!!	3	両方欠
shiro-to-kuro	白と黒	3	説明欠
hakumai-rai-san	白米礼賛	3	両方欠
shirohebi-sama-no-hanayome	白蛇様の花嫁	3	説明欠
yuri-rabu-slave	百合ラブスレイブ	3	説明欠
hyakunen-to-majo	百年と魔女	3	両方欠
koutei-to-onnakishi	皇帝と女騎士	3	両方欠
aibou-wa-slime	相棒はスライム!?	3	両方欠
nemurenai-ookami	眠れないオオカミ	3	両方欠
hametsu-no-keishisha	破滅の刑死者	3	両方欠
kanbe-sensei-no-touchoku-gohan	神辺先生の当直ごはん	3	両方欠
kinki-inouryoku-no-kijutsushi	禁忌異能力の記述士	3	両方欠
watashi-no-janru-ni-kami-ga-imasu	私のジャンルに「神」がいます	3	両方欠
watashi-no-suki-wa-kakusenai	私の好きはかくせない。	3	説明欠
watashi-no-hana-itsuwari-no-niwa	私の花、偽りの庭	3	両方欠
shikeishuu	私刑囚	3	両方欠
hisureba-hana-nari	秘すれば華なり	3	両方欠
ryuuou-heika-no-gekirin-sama	竜王陛下の逆鱗サマ	3	説明欠
shuumatsu-no-harem-fantasia-gakuen	終末のハーレムファンタジア学園	3	説明欠
zettai-ni-dameeji-o-ukenai-skill-o-moratta-node-boukensha-to-shite-musou-shite-miru	絶対にダメージを受けないスキルをもらったので、冒険者として無双してみる	3	説明欠
zettai-happy-end-ni-naru-sankaku-kankei	絶対ハッピーエンドになる三角関係	3	両方欠
zettai-seiiki-no-cherion	絶対聖域のチェリオン	3	両方欠
bijutsushitsu-no-monsters	美術室のモンスターず	3	両方欠
seijo-yuusha-party-kara-kaikosareta-sareta-node-guild-o-tsukuttara-attohoomu-na-saikyou-guild-ni	聖女、勇者パーティーから解雇されたのでギルドを作ったらアットホームな最強ギルドに育ちました。	3	説明欠
siariz-no-shugosha	聖巫女(シアリズ)の守護者	3	説明欠
wakiyaku-joshi-wa-kouhai-kun-ni-yowasaretai	脇役女子は後輩くんに酔わされたい	3	両方欠
hana-wa-ingoku-e-ochizu-ni-sumu-ka	花は淫獄へ堕ちずにすむか	3	両方欠
kyomou-no-joou-henkyou-keibi-gaiden	虚妄の女王～辺境警備外伝～	3	両方欠
mitsuaikon	蜜愛婚	3	両方欠
osotte-nai-yo-aibu-dake	襲ってないよ?…愛撫だけ	3	キャッチ欠
chouri-deka-no-sousaku-gohan	調理刑事(デカ)の捜索ごはん	3	両方欠
isakai-harem	諍い・ハーレム	3	キャッチ欠
toyoda-san-wa-nayamanai	豊田さんは悩まない。	3	両方欠
binbou-kizoku-noodo-no-bouken-tan	貧乏貴族ノードの冒険譚	3	両方欠
kenja-no-deshi-o-nanoru-kenja-gaiden	賢者の弟子を名乗る賢者外伝	3	両方欠
kenja-no-madougu-koubou	賢者の魔道具工房	3	両方欠
sekimen-shinaide-sekime-san	赤面しないで関目さん	3	説明欠
tensei-shita-kedo-cheat-nouryoku-o-tsukawanaide-ikite-miru	転生したけどチート能力を使わないで生きてみる	3	説明欠
tensei-shitara-akari-dake-slime-datta-ken	転生したらあかりだけスライムだった件	3	両方欠
tensei-shitara-hime-datta-node-dansou-joshi-kiwamete-saikyou-mahoutsukai-mezasuwa	転生したら姫だったので男装女子極めて最強魔法使い目指すわ。	3	説明欠
tenseishitara-yadoya-no-musuko-deshita	転生したら宿屋の息子でした	3	説明欠
tensei-nanajo-de-hajimeru-isekai-life	転生七女ではじめる異世界ライフ	3	両方欠
tensei-inja-wa-hokusoemu	転生隠者はほくそ笑む	3	説明欠
tsuihousareta-sareta-ochikobore-henkyou-de-ikinuite-s-rank-taimashi-ni-nariagaru	追放された落ちこぼれ、辺境で生き抜いてSランク対魔師に成り上がる	3	説明欠
gyakuisekai-tensei-shite-kimowota-ni-natte-shimatta-daimajutsushi-derurei-kaachisu-no-fujouri-na	逆異世界転生してキモヲタになってしまった大魔術師デルレイ・カーチスの不条理な日常	3	両方欠
deyuerunoouninaruotoko	遊☆戯☆王SEVENSルーク!爆裂覇道伝!!	3	両方欠
unmei-no-koibito-wa-kigen-tsuki	運命の恋人は期限付き	3	説明欠
dairokukan-no-shieameito	醍鹿館のシェアメイト	3	両方欠
juuhan-mitei	重版未定	3	両方欠
yakyuujou-de-itadakimasu	野球場でいただきます	3	説明欠
noichigo-shoujo-satsujin-jiken	野苺少女殺人事件	3	両方欠
youki-na-shimerike	陽気なしめりけ	3	両方欠
tonari-ni-ringo-ga-todokimashita	隣にりんごが届きました	3	説明欠
tonari-no-kuroki-san-wa-nomu-to-yabai	隣の黒木さんは飲むとヤバイ	3	説明欠
