slug	title	have	max	miss	ratio	missing
tsugi-ha-anata-ga-yarareru-ban-death	次はアナタがヤられる番です。	3	4	1	0.75	3
kawaii-kimi	かわいいきみ	3	4	1	0.75	1
kegawa-to-nakami	けがわとなかみ	3	4	1	0.75	2
yatara-yarashii-fukami-kun	やたらやらしい深見くん	3	4	1	0.75	1
supaidaaman-kizuna	スパイダーマン:絆	3	4	1	0.75	2
peak-out	ピークアウト	3	4	1	0.75	2
madara-rumble	マダラランブル	3	4	1	0.75	2
tozaki-san-wa-boku-ni-dake-tsumetai	戸崎さんは僕にだけ冷たい	3	4	1	0.75	3
dakareta-akuyaku-reijou-wa-gekihen-ouji-no-dekiai-route-ni-totsunyuuchuu	抱かれた悪役令嬢は、激変王子の溺愛ルートに突入中!?	3	4	1	0.75	3
ei-kun-wa-okuchi-ga-ojouzu	英くんはおくちがお上手	3	4	1	0.75	1
juusou-reijou-morenet	重装令嬢モアネット	3	4	1	0.75	2
akumade-majo-no-yuuwaku-desu-kara	あくまで魔女の誘惑ですから	3	4	1	0.75	1
geni-kasuri	げにかすり	3	4	1	0.75	3
samurai-musou	サムライ無双	3	4	1	0.75	1
yattara	ヤッターラ	3	4	1	0.75	2
taishou-gakusei-aisaika	大正學生愛妻家	3	4	1	0.75	1
yama-kaimashita	山、買いました	3	4	1	0.75	1
akuyaku-reijou-route-kara-kaihou-saremashita	悪役令嬢ルートから解放されました!	3	4	1	0.75	1
hirotta-inui-kun-to-koi-o-suru	拾った戌井くんと恋をする	3	4	1	0.75	1
saiteihen-de-agaku-boku-wa-isekai-de-kibou-ni-deau	最底辺であがく僕は、異世界で希望に出会う	3	4	1	0.75	1
shuuen-no-majo-to-sekai-no-tabi	終焉の魔女と世界の旅	3	4	1	0.75	1
watashi-ni-shinasai	わたしに××しなさい!	14	19	5	0.74	1,2,3,4,5
red-eyes	red Eyes	19	26	7	0.73	1,2,3,4,5,6,7
dr	Dr	11	15	4	0.73	2,3,12,14
b-t-x-1999	B'T X-ビート・エックス-	11	15	4	0.73	9,10,11,12
furusato	ふるさと	8	11	3	0.73	4,5,8
gomen-asobase	ごめんあそばせ	8	11	3	0.73	7,8,9
shadow-skill	Shadow skill	8	11	3	0.73	5,6,7
tobaku-datenroku-kaiji	賭博堕天録カイジ	17	24	7	0.71	17,18,19,20,21,22,23
dear-boys-act-3	DEAR BOYS ACT 3	15	21	6	0.71	1,2,3,4,5,6
ekiben-hitoritabi	駅弁ひとり旅	12	17	5	0.71	9,10,11,12,13
ningen-club	人間倶楽部	10	14	4	0.71	9,10,12,13
sabaku-no-maou	沙漠の魔王	5	7	2	0.71	4,6
super-mario-4-koma-manga-oukoku	スーパーマリオ 4コマまんが王国	5	7	2	0.71	4,6
janrou-densetsu-aoki-ookamitachi	雀狼伝説 蒼き狼たち	5	7	2	0.71	3,5
shitsurakuen-1996	失楽園	5	7	2	0.71	3,4
nekokko-club	猫っこ倶楽部	5	7	2	0.71	1,2
valkyrie-profile-2001-2	VALKYRIE PROFILE	5	7	2	0.71	1,5
valkyrie-profile-2001	VALKYRIE PROFILE	5	7	2	0.71	1,6
kai-riki-ran-shin-quan	怪・力・乱・神クワン	5	7	2	0.71	3,4
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	5	7	2	0.71	1,2
jump-sq-comic-selection	ジャンプSQ.Comic Selection	5	7	2	0.71	4,5
onna-kajishi-wa-ohitoyoshi-guild-ni-hirowaremashita	女鍛冶師はお人好しギルドに拾われました	5	7	2	0.71	5,6
munou-to-yobareta-seirei-tarashi	無能と呼ばれた『精霊たらし』	5	7	2	0.71	5,6
jitsuwa-imouto-deshita	じつは義妹(いもうと)でした。	5	7	2	0.71	5,6
gal-ga-sylvanian-family-o-dekiai-shitara	ギャルがシルバニアファミリーを溺愛したら。	5	7	2	0.71	1,4
bocchi-za-rock-gaiden-hiroi-kikuri-no-fukazake-nikki	ぼっち・ざ・ろっく!外伝廣井きくりの深酒日記	5	7	2	0.71	3,4
seibonjinden	聖凡人伝	7	10	3	0.7	6,8,9
fuchin-senkan-kii	不沈戦艦紀伊	7	10	3	0.7	3,4,6
rikudou-no-onnatachi	六道の悪女(おんな)たち	18	26	8	0.69	1,2,3,4,5,6,7,8
joi-reika	女医レイカ	11	16	5	0.69	9,10,12,13,14
final-fantasy-lost-stranger-2021	Final fantasy lost stranger	9	13	4	0.69	5,6,7,11
uchi-no-3-shimai	うちの3姉妹	13	19	6	0.68	7,8,10,11,12,13
air-gear-unlimited	エア・ギアUNLIMITED	13	19	6	0.68	1,2,3,4,5,6
conde-koma	コンデ・コマ	10	15	5	0.67	10,11,12,13,14
guruguru-kakumei	ぐるぐる革命	8	12	4	0.67	2,7,8,11
kakushigoto	かくしごと	8	12	4	0.67	1,2,3,4
ziggurat	Ziggurat	6	9	3	0.67	5,6,7
mina-sama-no-omocha-desu	皆様の玩具(オモチャ)です	6	9	3	0.67	1,2,3
monkey-peak-the-rock	Monkey peak the rock	6	9	3	0.67	1,2,3
sebangou-0	背番号0	4	6	2	0.67	3,5
ultra-seven-1978	ウルトラセブン	4	6	2	0.67	2,4
doyoubinoehon	土曜日の絵本	4	6	2	0.67	3,5
shiyounan-bakusouzoku	湘南爆走族	4	6	2	0.67	4,5
foot-gear	Foot gear	4	6	2	0.67	1,2
sensei-ga-suki	先生が好き	4	6	2	0.67	1,2
shin-bikkuriman-omoshiro-land	新・ビックリマンおもしろランド	4	6	2	0.67	1,4
hata-manjirou-no-omoshiro-zukan	はた万次郎のおもしろ図鑑	4	6	2	0.67	1,2
waibaan-no-kodomotachi	ワイバーンの子供たち	4	6	2	0.67	3,4
dokudane-tokuhain-kasuga	毒ダネ特派員・カスガ	4	6	2	0.67	3,5
aan-kremlin-iq200-no-soap-story	あぁん・クレムリン　IQ200のソープ・ストーリー	4	6	2	0.67	2,4
12-no-kekkon-monogatari	12の結婚物語	4	6	2	0.67	1,4
mazin-saga-nagai	魔神サーガ	4	6	2	0.67	3,4
hyper-restaurant	ハイパーレストラン	4	6	2	0.67	1,2
moeyo-sensha-gakkou	萌えよ!戦車学校	4	6	2	0.67	1,4
shiharu-genesis	しはるじぇねしす	4	6	2	0.67	1,2
mushi-to-gankyuu-to-tedibea	蟲と眼球とテディベア	4	6	2	0.67	1,2
robotics-notes-2012	Robotics;Notes	4	6	2	0.67	4,5
saasha-chan-to-classmate-wotaku-kun	サーシャちゃんとクラスメイトオタクくん	4	6	2	0.67	4,5
shukujo-no-kagami-yamemashita	淑女の鑑やめました。	4	6	2	0.67	4,5
pen-to-wappa-to-jijitsukon	ペンと手錠(ワッパ)と事実婚	4	6	2	0.67	4,5
mobile-suit-gundam-flanagan-buun-senki	機動戦士ガンダムフラナガン・ブーン戦記	4	6	2	0.67	4,5
hachi-no-su-taishou	ハチのす大将	2	3	1	0.67	2
lemon-hakusho	れもん白書	2	3	1	0.67	2
baito-kun	バイトくん	2	3	1	0.67	1
fushigi-tobe-kun	ふしぎトーボくん	2	3	1	0.67	2
inugamike-no-ichizoku	犬神家の一族	2	3	1	0.67	2
ishii-hisaichi-no-keizai-gairon	いしいひさいちの経済外論	2	3	1	0.67	2
pink-chan-v	ピンクちゃんV	2	3	1	0.67	2
chou-diienuei-suit-furogguman	超DNA戦士フロッグマン	2	3	1	0.67	2
haou-taikei-ryuunaito-collectors-edition	覇王大系リューナイトcollector's editio	2	3	1	0.67	2
ring-1996	リング	2	3	1	0.67	2
super-tamutamu	すーぱータムタム	2	3	1	0.67	2
mama-wa-yashinomiwari	ママはやしの実わり	2	3	1	0.67	2
best-of-naka-tomoko	閑古鳥の巣	2	3	1	0.67	2
teida-neenee	太陽娘	2	3	1	0.67	1
mizushina-takayuki-no-mizu-cinema	みずしな孝之のミズシネマ	2	3	1	0.67	1
onmitsu-kenshi	隠密剣士	2	3	1	0.67	2
ningen-shikkaku-ito-2010	人間失格	2	3	1	0.67	2
nina-to-usagi-to-mahou-no-sensha	ニーナとうさぎと魔法の戦車	2	3	1	0.67	1
gessekai-ryokou	月世界旅行	2	3	1	0.67	1
ruten-no-teruma	流転のテルマ	2	3	1	0.67	1
shitou-sensen-iiekkusu	死島戦線EX	2	3	1	0.67	1
mangaban-nobushi-no-gourmet	漫画版野武士のグルメ	2	3	1	0.67	1
seishun-kijinden-240-o-gakuen	青春奇人伝!240学園	2	3	1	0.67	1
damenzu-walker	だめんず・うぉ～か～	13	20	7	0.65	9,10,11,12,13,14,15
shinshin-agatte-nanbo-taichi-yo-nakuna	新々上ってなンボ!!太一よ泣くな	21	33	12	0.64	16,18,22,23,24,25,26,27,28,29,30,32
shin-agatte-nanbo-taichiyo-nakuna	新上ってなンボ!!太一よ泣くな	21	33	12	0.64	16,18,22,23,24,25,26,27,28,29,30,32
trinity-seven	トリニティセブン	21	33	12	0.64	1,4,5,6,7,8,9,10,11,12,13,14
ura-deka	うら刑事	7	11	4	0.64	4,6,7,8
transformers-classics	トランスフォーマークラシックス	7	11	4	0.64	1,2,3,4
doraemon-2013	DORAEMON	28	45	17	0.62	19,20,21,22,23,24,25,26,27,28,29,30,31,32,33…
doraemon	ドラえもん	28	45	17	0.62	19,20,21,22,23,24,25,26,27,28,29,30,31,32,33…
kusuriya-no-hitorigoto-shino-2017	薬屋のひとりごと	10	16	6	0.62	7,8,9,11,12,13
ariel-comic	ARIEL COMIC	5	8	3	0.62	1,6,7
canon-1995	CANON	5	8	3	0.62	5,6,7
nekosogi-franken	根こそぎフランケン	5	8	3	0.62	2,4,5
tokusen-otoboke-kachou	特選おとぼけ課長	5	8	3	0.62	1,2,3
marii-to-ellie-no-atelier-zaaruburugu-no-renkinjutsushi-sekando-season	マリーとエリーのアトリエザールブルグの錬金術士 Seco	5	8	3	0.62	1,2,3
rinjin-o-maiseyo	隣人を妹 (まい) せよ!	5	8	3	0.62	1,2,3
garfield	ガーフィールド	12	20	8	0.6	1,2,3,4,5,6,7,10
pachisuro-yancha-bugi	パチスロやんちゃブギ	12	20	8	0.6	3,4,7,10,11,13,15,18
sekainorekishi	世界の歴史	9	15	6	0.6	4,5,6,8,10,12
takeru-1997-2	タケル	6	10	4	0.6	1,2,3,4
shirasunamura	白砂村	6	10	4	0.6	4,5,6,7
ginga-tetsudou-999-andoromedahen	銀河鉄道999アンドロメダ編	6	10	4	0.6	1,2,3,4
power-bomb-theater	パワーボムtheater	3	5	2	0.6	2,3
jiimago-rhapsody	ジイマゴらぷそでぃー	3	5	2	0.6	3,4
golden-boy-1993	Golden boy	3	5	2	0.6	3,4
megami	女神	3	5	2	0.6	2,4
botsu-chan-no-jidai	『坊っちゃん』の時代	3	5	2	0.6	1,4
adonisu-no-yuuutsu-na-hibi	アドニスの憂欝な日々	3	5	2	0.6	1,2
operation-g-g	オペレーションG.G	3	5	2	0.6	1,4
taiyou-no-romance	太陽のロマンス	3	5	2	0.6	2,3
tales-of-symphonia-4-koma-kings	テイルズオブシンフォニア4コマkings	3	5	2	0.6	1,2
hontoni-atta-noroi-no-video-comic	ほんとにあった!呪いのビデオcomic	3	5	2	0.6	1,2
gou-himetachi-no-sengoku	江姫たちの戦国	3	5	2	0.6	1,2
kizuato	痕	3	5	2	0.6	1,3
kyuubo-sonchou-san	〔○急募〕村長さん	3	5	2	0.6	1,2
haru-yo-kuruna	春よ来るな	3	5	2	0.6	1,2
uchi-no-kore-ga-kore-na-monde	うちの相方(コレ)が腐(コレ)なもんで。	3	5	2	0.6	1,2
hellhound-2018	ヘルハウンド	3	5	2	0.6	3,4
isekai-ni-kita-mitai-dakedo-dousureba-yoinodarou	異世界に来たみたいだけど如何すれば良いのだろう	3	5	2	0.6	2,3
asami-mitsuhiko-mystery-ando-ryoshuu-sasupensu	浅見光彦ミステリー&旅愁サスペンス	3	5	2	0.6	2,3
haramu-made-midare-ike	孕むまで乱れいけ	3	5	2	0.6	1,3
otokoun-ga-ii-rank-nanode-isekai-no-yamiochi-kami-sama-ni-metoraremashita	男運がEランクなので異世界の闇落ち神様に娶られました	3	5	2	0.6	1,3
shanai-bitch-chan-wa-kyou-mo-tokimeki-ga-tomerarenai	社内ビッチちゃんは今日もときめきが止められない	3	5	2	0.6	1,2
saitou-takao-ikenami-shoutarou-jidai-gekiga-waido-selection	さいとう・たかを池波正太郎時代劇画ワイドセレクション	11	19	8	0.58	2,3,4,5,6,7,8,9
ninja-hattori-kun	忍者ハットリくん	7	12	5	0.58	5,6,7,8,9
bar-lemon-heart-2014	BARレモン・ハート	16	28	12	0.57	2,3,4,6,7,8,17,19,20,21,22,26
shisaku-nansensu-senshuu	思索ナンセンス選集	4	7	3	0.57	1,3,6
kiza	KIZA	4	7	3	0.57	4,5,6
kinpeibai-watanabe-1995	金瓶梅	4	7	3	0.57	4,5,6
g-taste	G-taste	4	7	3	0.57	1,2,3
valkyrie-profile	VALKYRIE PROFILE	4	7	3	0.57	1,5,6
pachisuro-yancha-gaiden	パチスロやんちゃ外伝	4	7	3	0.57	3,5,6
otokuyou-mainichi-kaa-san	お徳用毎日かあさん	4	7	3	0.57	2,4,6
akuyaku-reijou-koukyuu-monogatari-oukoku-gekidouhen	悪役令嬢後宮物語王国激動編	4	7	3	0.57	4,5,6
tokumorikobo-chan	特盛!コボちゃん	9	16	7	0.56	1,2,3,6,7,10,11
w-juliet-2	Wジュリエット2	9	16	7	0.56	1,2,3,4,5,6,7
esper-mami-1996-2	エスパー魔美	5	9	4	0.56	1,2,3,8
shin-takumi-no-fundoshi	新・匠のふんどし	5	9	4	0.56	2,4,5,6
aio-ageyou	愛をあげよう	5	9	4	0.56	3,4,5,6
kuroi-kizuato-no-otoko	黒い傷痕の男	5	9	4	0.56	4,5,6,7
hokuto-no-ken-2016	北斗の拳	5	9	4	0.56	2,3,4,7
azufareo-no-sobayounin	蒼竜(アズファレオ)の側用人	5	9	4	0.56	1,2,3,4
kaitou-lupin-den-aventurier	怪盗ルパン伝アバンチュリエ	6	11	5	0.55	6,7,8,9,10
kuwata-kigurumi-gekijou-damekko-doubutsu	桑田着ぐるみ劇場だめっこどうぶつ	6	11	5	0.55	1,2,3,4,5
umanari-1-haron-theater	馬なり1ハロン劇場	25	46	21	0.54	12,13,15,16,17,18,19,20,21,22,23,24,25,26,27…
x-men	X-MEN	7	13	6	0.54	4,5,7,8,10,11
pachisuro-hitoritabi	パチスロひとり旅	8	15	7	0.53	7,8,9,10,11,12,13
dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	12	23	11	0.52	1,2,3,4,5,6,7,8,9,10,11
chibi-hontou-ni-atta-waraeru-hanashi	ちび本当にあった笑える話	117	228	111	0.51	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15…
shounen-shoujo-nippon-no-rekishi	少年少女日本の歴史	10	20	10	0.5	3,4,5,6,7,8,9,12,13,18
fire-emblem-seisen-no-keifu	ファイアーエムブレム聖戦の系譜	8	16	8	0.5	2,3,4,5,6,9,10,11
niigata-manga-taishou-sakuhinshuu	にいがたマンガ大賞作品集	5	10	5	0.5	4,5,6,8,9
dogs	DOGS	5	10	5	0.5	2,3,4,5,6
cafe	cafe	5	10	5	0.5	1,2,3,4,5
manga-girishia-shinwa-1991	まんがギリシア神話	4	8	4	0.5	2,4,5,7
mabo-chan-dei-bai-dei	マボちゃんDAY BY DAY	4	8	4	0.5	1,2,3,4
zeruda-no-densetsu-4-koma-manga-gekijou	ゼルダの伝説 4コママンガ劇場	4	8	4	0.5	1,2,3,4
dr-typhoon-1996	Dr.Typhoon	4	8	4	0.5	1,2,4,7
adachi-to-shimamura-mani-2016	安達としまむら	4	8	4	0.5	4,5,6,7
koike-kazuo-no-za-shibi-golf	小池一夫のザ・シビゴルフ	3	6	3	0.5	3,4,5
kureyon-shin-chan-gemu-book	クレヨンしんちゃんゲームブック	3	6	3	0.5	1,2,3
gensou-tairiku	幻想大陸	3	6	3	0.5	3,4,5
yatteranneeze	やってらんねェぜ!	3	6	3	0.5	2,3,5
generous-kiss	GENEROUS KISS	3	6	3	0.5	1,3,5
majutsushi-oofen-haguretabi	魔術士オーフェンはぐれ旅	3	6	3	0.5	2,4,5
show-chan-no-bouken	正チャンの冒険	3	6	3	0.5	2,3,4
osaka-geijutsu-daigaku-daigaku-manga	大阪芸術大学 大学漫画	3	6	3	0.5	1,2,4
majikyuu-4-koma-steins-gate	マジキュー4コマ STEINS;GATE	3	6	3	0.5	1,2,4
in-hand-2019	インハンドプロローグ	3	6	3	0.5	3,4,5
koishita-hito-wa-imouto-no-kawari-ni-shindekure-to-itta-imouto-to-kekkon-shita-kataomoi-aite-ga	恋した人は、妹の代わりに死んでくれと言った。-妹と結婚し	3	6	3	0.5	1,2,3
tange-sazen	丹下左膳	2	4	2	0.5	2,3
kishibe-no-uta	岸辺の唄	2	4	2	0.5	2,3
densetsu-no-yarichin-vs-teppeki-no-shiriana	伝説のヤリチンvs鉄壁の尻穴	2	4	2	0.5	2,3
seishun	青春	18	37	19	0.49	3,5,6,8,9,10,11,12,13,14,15,16,17,18,21…
chicken-iguchi-2024	チキン	22	46	24	0.48	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15…
hana	花	10	21	11	0.48	4,6,9,11,12,13,15,16,18,19,20
tokusen-kobo-chan	特選コボちゃん	9	19	10	0.47	2,3,6,7,9,10,11,13,15,16
lupin-iii-y	ルパン三世Y	8	17	9	0.47	3,7,8,9,10,13,14,15,16
houshin-kenbunroku	封神見聞録	6	13	7	0.46	1,4,5,6,7,8,10
mobile-suit-gundam-seed-destiny-2005	機動戦士ガンダムSEED DESTINY	6	13	7	0.46	5,6,7,8,9,10,11
haikara-san-ga-tooru	はいからさんが通る	9	20	11	0.45	9,10,11,12,13,14,15,16,17,18,19
gakkou-kachinukisen-jikken-taiketsu	学校勝ち抜き戦 実験対決	9	20	11	0.45	1,2,3,4,5,6,7,8,14,15,17
gekki	月姫	5	11	6	0.45	4,6,7,8,9,10
doughnuts-books	Doughnuts books	15	34	19	0.44	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15…
bou-kun-vaaderu-no-hanayome	暴君ヴァーデルの花嫁	7	16	9	0.44	4,5,6,7,8,9,10,11,12
shamo-1990	軍鶏	4	9	5	0.44	2,4,6,7,8
sprite-arimura-1995	SPRITE	4	9	5	0.44	2,4,5,6,7
atagoul	アタゴオル	4	9	5	0.44	4,5,6,7,8
agapes-1999	Agapes	4	9	5	0.44	1,2,3,4,5
kirikiritei-no-buraun-sensei	きりきり亭のぶら雲先生	4	9	5	0.44	1,2,3,4,5
hana-takeda-1988	花	9	21	12	0.43	3,4,6,9,11,12,13,15,16,18,19,20
hana-1996	花	9	21	12	0.43	3,4,6,9,11,12,13,15,16,18,19,20
hana-matsumoto-2002	花	9	21	12	0.43	3,4,6,9,11,12,13,15,16,18,19,20
hana-2005	花	9	21	12	0.43	3,4,6,9,11,12,13,15,16,18,19,20
lemon-kids	レモンキッズ	6	14	8	0.43	2,3,4,5,7,8,9,10
1-yamamoto-1993	1	3	7	4	0.43	2,3,4,5
valkyrie-profile-2000	VALKYRIE PROFILE	3	7	4	0.43	1,3,5,6
mobile-suit-gundam-emuesuvui-aaru	機動戦士ガンダムMSV-R	11	26	15	0.42	1,2,3,4,5,6,8,9,10,11,12,13,14,15,16
higurashi-no-nakukoro-ni	ひぐらしのなく頃に	5	12	7	0.42	1,2,3,4,7,8,9
mad-buru-34	マッド・ブル34	7	17	10	0.41	5,8,9,10,11,12,13,14,15,16
kantai-collection-kancolle-4-koma-comic	艦隊これくしょん-艦これ-4コマコミック	7	17	10	0.41	1,2,3,4,5,6,7,8,9,11
basutaado	バスタード	6	15	9	0.4	2,3,4,5,6,7,8,9,14
haruka-tsuushin-haruka-naru-toki-no-naka-de	はるか通信―遙かなる時空の中で	4	10	6	0.4	2,3,4,6,8,9
manga-grimm-douwa	まんがグリム童話	24	62	38	0.39	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16…
comic-chuurippu	コミックチューリップ	6	16	10	0.38	3,5,7,8,9,10,12,13,14,15
comic-chuurippu-1988	コミックチューリップ	6	16	10	0.38	1,3,5,7,8,9,10,12,13,15
horror-occult-kyousaku-daizenshuu	ホラーオカルト競作大全集	3	8	5	0.38	2,3,4,5,7
yume-ha-taafu-o-kakemeguru	夢はターフを駆けめぐる	3	8	5	0.38	1,2,3,5,7
kanon	Kanon	3	8	5	0.38	3,4,5,6,7
oni-iga-2	男弐	3	8	5	0.38	3,4,5,6,7
euromanga	euromanga	3	8	5	0.38	2,3,4,5,6
nono-chan-zenshuu	ののちゃん 全集	3	8	5	0.38	1,2,3,4,5
rekitan	レキタン!	3	8	5	0.38	1,2,3,4,5
houkago-pedal	放課後ペダル	3	8	5	0.38	1,2,3,4,5
mobile-suit-zeta-gundam-difain-char-azunaburu-aka-no-bunsuirei	機動戦士ΖガンダムDefineシャア・アズナブル赤の分水	7	19	12	0.37	1,2,3,4,5,6,7,8,9,10,11,12
meitantei-conan-tokubetsuhen-2016	名探偵コナン 特別編	15	42	27	0.36	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15…
shiori-experience-2021	Shiori experience	8	22	14	0.36	2,3,4,5,6,7,8,9,10,11,12,13,14,15
ruriiro-princess	るり色プリンセス	5	14	9	0.36	5,6,7,8,9,10,11,12,13
oruchuban-ebichu	おるちゅばんエビちゅ	5	14	9	0.36	4,5,6,7,8,9,10,11,12
mobile-suit-z-gundam	機動戦士Zガンダム	4	11	7	0.36	4,5,6,7,8,9,10
neko-youkai	ねこようかい	4	11	7	0.36	2,3,4,5,6,7,8
neko-youkai-gorogoro	ねこようかいゴロゴロ	4	11	7	0.36	2,3,4,5,6,7,8
neko-youkai-mugyutsu	ねこようかいムギュッ!	4	11	7	0.36	2,3,4,5,6,7,8
piisu-maker-kurogane	PEACE MAKER鐡	6	17	11	0.35	1,2,3,4,5,6,7,8,9,10,11
tenkuu-shinpan	天空侵犯	7	21	14	0.33	1,2,3,4,5,6,7,8,9,10,11,12,13,14
shin-kurosagi-kanketsu-hen	新クロサギ完結編	6	18	12	0.33	5,6,7,8,9,10,11,12,13,15,16,17
manga-houritsu-no-nukeana	マンガ法律の抜け穴	4	12	8	0.33	3,4,6,7,8,9,10,11
shima-kousaku-zenshuu	島耕作全集	3	9	6	0.33	1,3,4,6,7,8
u12-2018	U12(アンダートゥエルブ)	3	9	6	0.33	1,2,3,4,5,6
hamster-club	ハムスター倶楽部	2	6	4	0.33	1,2,3,5
dare-nimo-ienai-hi	誰にも言えない(秘)	14	44	30	0.32	1,2,3,4,5,7,8,10,11,12,13,14,15,17,18…
shounen-shoujo-jinbutsu-nippon-no-rekishi	少年少女人物日本の歴史	8	25	17	0.32	1,2,3,6,9,10,11,12,13,14,16,17,19,21,22…
comic-tulip	コミックチューリップ	5	16	11	0.31	1,3,5,7,8,9,10,12,13,14,15
misutaa-ajikko-2	ミスター味っ子Ⅱ	4	13	9	0.31	3,4,5,6,7,8,9,10,11
crew-1994	Crew 1994	3	10	7	0.3	1,2,3,4,5,6,8
gokudoumeshi	極道めし	3	10	7	0.3	2,3,4,5,6,7,8
captain-harlock-jigen-koukai	キャプテンハーロック	3	10	7	0.3	1,2,3,4,5,6,7
shintouki	神統記	4	14	10	0.29	1,2,3,4,5,6,7,8,9,10
kaikyaku-sengen	海客宣言	4	15	11	0.27	1,2,3,4,5,6,7,8,9,10,11
mobile-suit-gundam-f90	Mobile suit gundam F90	3	11	8	0.27	3,4,5,6,7,8,9,10
shousetsu-fajji	小説FUDGE	3	11	8	0.27	1,2,3,5,6,7,9,10
kaitou-lupin-den-abanchurie-toujou-hen	怪盗ルパン伝アバンチュリエ 登場編	3	11	8	0.27	2,4,5,6,7,8,9,10
kinshin-soukan-ando-esuemu-taiken	近親相姦＆SM体験	3	12	9	0.25	2,3,4,5,6,7,8,9,10
gakken-manga-nippon-no-rekishi	学研まんが 日本の歴史	4	17	13	0.24	2,4,5,6,7,8,9,10,11,12,13,15,16
neko-puni	ねこぷに	6	26	20	0.23	1,2,4,5,10,11,12,13,14,15,16,17,18,19,20…
saibaa-comics	サイバーコミックス	3	13	10	0.23	1,2,3,4,6,7,8,9,10,12
douyara-watashi-no-karada-wa-kanzen-muteki-no-you-desu-ne	どうやら私の身体(からだ)は完全無敵のようですね	3	13	10	0.23	1,4,5,6,7,8,9,10,11,12
super-mario-kun	スーパーマリオくん	10	48	38	0.21	6,7,8,9,10,11,12,13,14,15,16,17,18,19,20…
piasu-club	ピアスクラブ	5	24	19	0.21	3,4,5,6,7,8,9,10,11,12,14,15,17,18,19…
gakkou-kachinukisen-jikken-taiketsu-2016	学校勝ちぬき戦 実験対決	5	25	20	0.2	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15…
otonashi-genjuu	音無し幻十	2	10	8	0.2	2,3,4,5,6,7,8,9
b-boy	b-Boy	4	21	17	0.19	2,3,4,5,6,7,9,11,12,13,14,15,16,17,18…
honnyara-gokko-kariage-kun	ほんにゃらごっこ かりあげクン	10	60	50	0.17	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15…
milky-comic	milky comic	5	30	25	0.17	1,2,3,4,5,6,7,9,11,12,13,14,15,16,17…
minami-no-teiou-special	ミナミの帝王スペシャル	4	24	20	0.17	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18…
sora-ga-suki	空がすき!	3	18	15	0.17	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
tsuma-to-boku-no-shoukibo-na-ikuji	妻と僕の小規模な育児	2	12	10	0.17	1,2,3,4,5,6,7,8,9,10
gekiga-shousetsu-yoshida-gakkou	劇画 小説吉田学校	3	19	16	0.16	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17…
nagisa	NAGISA	2	13	11	0.15	2,3,4,5,6,7,8,9,10,11,12
chibi-hontou-ni-atta-waraeru-hanashi-girls-collection	ちび本当にあった笑える話ガールズコレクション	6	43	37	0.14	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15…
mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス	3	22	19	0.14	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15…
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	こちら葛飾区亀有公園前派出所	16	123	107	0.13	2,3,4,5,6,7,8,9,10,14,16,17,21,22,23…
palm	パーム	6	45	39	0.13	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15…
neko-punch	ねこぱんち	4	30	26	0.13	1,2,3,4,5,6,7,8,9,11,12,13,14,15,16…
dokusha-toukou-shinrei-taiken	読者投稿心霊体験	3	28	25	0.11	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16…
mikio-to-mikio	みきおとミキオ	2	19	17	0.11	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16…
bartender	Bartender	2	19	17	0.11	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16…
honda-kanoko-no-hondana	本田鹿の子の本棚	3	46	43	0.07	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17…
itadakimasu-uekan-2015	いただきます	3	51	48	0.06	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17…
chibikasu-kun	チビカスくん	3	50	47	0.06	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17…
hontou-ni-atta-chibi-waraeru-hanashi	本当にあったちび笑える話	4	208	204	0.02	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15…
