class	severity	scope	isbn13	gap_days	num_span	rows	pages	editions	titles	slugs	rk_date	rk_verdict	rk_title	rk_series	detail
NUM_CONFLICT	確実	CROSS_PAGE	9784091391438	7	9	2	2	2	夫婦探偵奮戦記 / 闇のエクササイズ	fuufu-tantei-funsenki,yami-no-ekusasaizu-1991	1991-05-25	楽天一致 1/2行	夫婦探偵奮戦記（10）	フラワーコミックス　ジュディーロマンスシリーズ	fuufu-tantei-funsenki#0(standard/-) vol=10 date=1991-05-25 || yami-no-ekusasaizu-1991#0(standard/Judy romance) vol=1 date=1991-06
NUM_CONFLICT	確実	SAME_EDITION	9784434377327	7	3	2	1	1	前略、お兄ちゃんは聖女になりました。	zenryaku-onii-chan-wa-seijo-ni-narimashita	2026-07-17	楽天一致 1/2行	前略、お兄ちゃんは聖女になりました。4	Glanz　BLcomics	zenryaku-onii-chan-wa-seijo-ni-narimashita#0(standard/Glanz BLcomics) vol=1 date=2026-07-17 || zenryaku-onii-chan-wa-seijo-ni-narimashita#0(standard/Glanz BLcomics) vol=4 date=2026-07-10
NUM_CONFLICT	確実	CROSS_PAGE	9784091390394	6	5	2	2	2	哀しみのシュプール / 夫婦探偵奮戦記	fuufu-tantei-funsenki,kanashimi-no-shupuuru	1989-10-26	楽天一致 1/2行	夫婦探偵奮戦記（6）	フラワーコミックス　ジュディーロマンスシリーズ	fuufu-tantei-funsenki#0(standard/-) vol=6 date=1989-10-26 || kanashimi-no-shupuuru#0(standard/Judy romance) vol=1 date=1989-11
NUM_CONFLICT	確実	CROSS_PAGE	9784091390363	6	3	2	2	2	夫婦探偵奮戦記 / 消えた女のレクイエム	fuufu-tantei-funsenki,kieta-onna-no-requiem	1988-10-26	楽天一致 1/2行	夫婦探偵奮戦記（4）	フラワーコミックス　ジュディーロマンスシリーズ	fuufu-tantei-funsenki#0(standard/-) vol=4 date=1988-10-26 || kieta-onna-no-requiem#0(standard/Judy romance) vol=1 date=1988-11
NUM_CONFLICT	確実	CROSS_PAGE	9784091390356	6	2	2	2	2	モノクロームの女 / 夫婦探偵奮戦記	fuufu-tantei-funsenki,monochrome-no-onna	1988-05-26	楽天一致 1/2行	夫婦探偵奮戦記（3）	フラワーコミックス　ジュディーロマンスシリーズ	fuufu-tantei-funsenki#0(standard/-) vol=3 date=1988-05-26 || monochrome-no-onna#0(standard/Judy romance) vol=1 date=1988-06
NUM_CONFLICT	確実	CROSS_PAGE	9784091391414	5	7	2	2	2	Trap / 夫婦探偵奮戦記	fuufu-tantei-funsenki,trap	1990-09-26	楽天一致 1/2行	夫婦探偵奮戦記（8）	フラワーコミックス　ジュディーロマンスシリーズ	fuufu-tantei-funsenki#0(standard/-) vol=8 date=1990-09-26 || trap#0(standard/Judy romance) vol=1 date=1990-10
NUM_CONFLICT	確実	CROSS_PAGE	9784091390370	4	4	2	2	2	夫婦探偵奮戦記 / 摩天楼タイフーン	fuufu-tantei-funsenki,matenrou-typhoon	1989-02-25	楽天一致 1/2行	夫婦探偵奮戦記（5）	フラワーコミックス　ジュディーロマンスシリーズ	fuufu-tantei-funsenki#0(standard/-) vol=5 date=1989-02-25 || matenrou-typhoon#0(standard/Judy romance) vol=1 date=1989-03
NUM_CONFLICT	確実	CROSS_PAGE	9784091391421	3	8	2	2	2	Warning / 夫婦探偵奮戦記	fuufu-tantei-funsenki,warning-1991	1991-02-26	楽天一致 1/2行	夫婦探偵奮戦記（9）	フラワーコミックス　ジュディーロマンスシリーズ	fuufu-tantei-funsenki#0(standard/-) vol=9 date=1991-02-26 || warning-1991#0(standard/Judy romance) vol=1 date=1991-03
NUM_CONFLICT	確実	SAME_EDITION	9784197700134	3	1	2	1	1	ヤダモン	yadamon	1994-05-29	楽天一致 1/2行	ヤダモン（2）	アニメージュコミックス	yadamon#0(standard/アニメージュコミックス) vol=2 date=1994-05-29 || yadamon#0(standard/アニメージュコミックス) vol=3 date=1994-06
NUM_CONFLICT	確実	SAME_EDITION	9784862256560	0	8	2	1	1	新々上ってなンボ!!太一よ泣くな	shinshin-agatte-nanbo-taichi-yo-nakuna					shinshin-agatte-nanbo-taichi-yo-nakuna#0(standard/キングシリーズ) vol=1 date=2010-10 || shinshin-agatte-nanbo-taichi-yo-nakuna#0(standard/キングシリーズ) vol=9 date=2010-10-15
NUM_CONFLICT	確実	SAME_EDITION	9784063647181	0	7	7	1	1	島耕作全集	shima-kousaku-zenshuu	2008-05	楽天=全行一致	島耕作全集（課長編）	弘兼憲史叢書	shima-kousaku-zenshuu#0(standard/弘兼憲史叢書) vol=1 date=2008-05-15 || shima-kousaku-zenshuu#0(standard/弘兼憲史叢書) vol=2[課長編 2] date=2008-05 || shima-kousaku-zenshuu#0(standard/弘兼憲史叢書) vol=3 date=2008-05 || shima-kousaku-zenshuu#0(standard/弘兼憲史叢書) vol=4 date=2008-05-15 || shima-kousaku-zenshuu#0(standard/弘兼憲史叢書) vol=6 date=2008-05-15 || shima-kousaku-zenshuu#0(standard/弘兼憲史叢書) vol=7 date=2008-05-15 || shima-kousaku-zenshuu#0(standard/弘兼憲史叢書) vol=8 date=2008-05-15
NUM_CONFLICT	確実	CROSS_PAGE	9784840112581	0	5	2	2	2	ヤマトよ永遠に / 宇宙戦艦ヤマト	uchuu-senkan-yamato,yamato-yo-eien-ni	2005-05	楽天=全行一致	ヤマトよ永遠に	MF文庫	uchuu-senkan-yamato#1(bunkobon/MF文庫 宇宙戦艦ヤマトライブラリー) vol=6[ヤマトよ永遠に] date=2005-05 || yamato-yo-eien-ni#0(standard/サンコミックス) vol=1 date=2005-05
NUM_CONFLICT	確実	CROSS_PAGE	9784835455716	0	4	2	2	2	ワイルド7 / ワイルド7 1973-74	wild-7,wild-7-1973-74	2018-03-17	楽天=全行一致	ワイルド7 1973-74 地獄の神話 ［生原稿ver.］ 上		wild-7#4(kanzenban/復刊ドットコム) vol=5[1973-74 地獄の神話 上] date=2018-03-17 || wild-7-1973-74#0(standard/-) vol=1[上] date=2018-03-17
NUM_CONFLICT	確実	CROSS_PAGE	9784835455723	0	4	2	2	2	ワイルド7 / ワイルド7 1973-74	wild-7,wild-7-1973-74	2018-05-24	楽天=全行一致	ワイルド7 1973-74 地獄の神話 ［生原稿ver.］ 中		wild-7#4(kanzenban/復刊ドットコム) vol=6[1973-74 地獄の神話 中] date=2018-05-24 || wild-7-1973-74#0(standard/-) vol=2[中] date=2018-05-24
NUM_CONFLICT	確実	CROSS_PAGE	9784835455730	0	4	2	2	2	ワイルド7 / ワイルド7 1973-74	wild-7,wild-7-1973-74	2018-07-23	楽天=全行一致	ワイルド7 1973-74 地獄の神話 ［生原稿ver.］ 下		wild-7#4(kanzenban/復刊ドットコム) vol=7[1973-74 地獄の神話 下] date=2018-07-23 || wild-7-1973-74#0(standard/-) vol=3[下] date=2018-07-23
NUM_CONFLICT	確実	CROSS_PAGE	9784840112482	0	4	2	2	2	宇宙戦艦ヤマト / 宇宙戦艦ヤマト 新たなる旅立ち	uchuu-senkan-yamato,uchuu-senkan-yamato-aratanaru-tabidachi	2005-04	楽天=全行一致	宇宙戦艦ヤマト新たなる旅立ち	MF文庫	uchuu-senkan-yamato#1(bunkobon/MF文庫 宇宙戦艦ヤマトライブラリー) vol=5[新たなる旅立ち] date=2005-04 || uchuu-senkan-yamato-aratanaru-tabidachi#1(bunkobon/MF文庫) vol=1 date=2005-04
NUM_CONFLICT	確実	CROSS_PAGE	9784061759107	0	2	2	2	2	ユニコ / ユニコ 小学一年生版	shougaku-ichinenseiban,unico	1993-02	楽天=全行一致	手塚治虫漫画全集（310）		shougaku-ichinenseiban#0(standard/手塚治虫漫画全集) vol=1 date=1993-02-17 || unico#2(standard/手塚治虫漫画全集) vol=3 date=1993-02-17
NUM_CONFLICT	確実	CROSS_PAGE	9784835455310	0	2	2	2	2	ワイルド7 / ワイルド7 1972	wild-7,wild-7-1972	2017-11	楽天=全行一致	ワイルド7　1972（上）		wild-7#4(kanzenban/復刊ドットコム) vol=3[1972 緑の墓 上] date=2017-11 || wild-7-1972#0(standard/-) vol=1[上] date=2017-11
NUM_CONFLICT	確実	SAME_EDITION	9784046811615	0	1	2	1	1	のんのんびよりりめんばー	nonnon-hiyori-remember	2022-03-23	楽天=全行一致	のんのんびより りめんばー	MFコミックス アライブシリーズ	nonnon-hiyori-remember#0(standard/MFコミックス) vol=1 date=2022-03-23 || nonnon-hiyori-remember#0(standard/MFコミックス) vol=2 date=2022-03-23
NUM_CONFLICT	確実	SAME_EDITION	9784063636079	0	1	2	1	1	SAMURAI DEEPER KYO	samurai-deeper-kyo	2005-12	楽天=全行一致	SAMURAI　DEEPER　KYO（第35巻）	少年マガジンKC	samurai-deeper-kyo#0(standard/SHONEN MAGAZINE COMICS) vol=35 date=2005-12 || samurai-deeper-kyo#0(standard/SHONEN MAGAZINE COMICS) vol=36 date=2005-12-16
NUM_CONFLICT	確実	SAME_EDITION	9784065330104	0	1	2	1	1	くさっても猫なので	kusattemo-neko-nanode					kusattemo-neko-nanode#0(standard/ヤンマガKC) vol=2 date=2023-09-06 || kusattemo-neko-nanode#0(standard/ヤンマガKC) vol=3[下] date=2023-09-06
NUM_CONFLICT	確実	SAME_EDITION	9784088623559	0	1	2	1	1	Kissで合格	kiss-de-goukaku	1996-10-23	楽天=全行一致	Kissで合格（2）	YOUコミックス	kiss-de-goukaku#0(standard/ユーコミックス) vol=2 date=1996-10-23 || kiss-de-goukaku#0(standard/ユーコミックス) vol=3[下] date=1996-10-23
NUM_CONFLICT	確実	CROSS_PAGE	9784091218551	0	1	2	2	2	人魚の傷 / 人魚シリーズ	ningyo-series,ningyonokizu	1992-12-19	楽天=どの行とも不一致	人魚の傷	るーみっくわーるどスペシャル	ningyo-series#0(standard/るーみっくわーるどスペシャル) vol=2 date=1993-01-15 || ningyonokizu#0(standard/るーみっくわーるどスペシャル) vol=1 date=1993-01-15
NUM_CONFLICT	確実	SAME_EDITION	9784091348272	0	1	2	1	1	ショコラの魔法	chocolat-no-mahou	2012-11-30	楽天=どの行とも不一致	ショコラの魔法〜honey blood〜	ちゃおホラーコミックス	chocolat-no-mahou#0(standard/ちゃおホラーコミックス) vol=8 date=2012-12 || chocolat-no-mahou#0(standard/ちゃおホラーコミックス) vol=9 date=2012-12
NUM_CONFLICT	確実	SAME_EDITION	9784434295362	0	1	2	1	1	クソ上司はヤリ愛でるものと心得よ	kuso-joushi-wa-yari-mederu-mono-to-kokoroeyo	2022-01-18	楽天=全行一致	クソ上司はヤリ愛でるものと心得よ	Glanz　BLcomics	kuso-joushi-wa-yari-mederu-mono-to-kokoroeyo#0(standard/Glanz BLcomics) vol=1 date=2022-01-18 || kuso-joushi-wa-yari-mederu-mono-to-kokoroeyo#0(standard/Glanz BLcomics) vol=2 date=2022-01-18
NUM_CONFLICT	確実	CROSS_PAGE	9784569845760	0	1	2	2	2	武蔵	musashi-2019,musashi-motomiya-1977	2019-12-04	楽天=全行一致	武蔵		musashi-2019#0(standard/-) vol=1 date=2019-12-04 || musashi-motomiya-1977#1(shinsoban/PHP研究所版) vol=0 date=2019-12-04
NUM_CONFLICT	確実	CROSS_PAGE	9784594028718	0	1	2	2	2	できるかな / できるかなリターンズ	dekirukana,dekirukana-returns	2000-04	楽天=全行一致	できるかなリターンズ	Spa！　comics	dekirukana#0(standard/SPA!COMICS) vol=2 date=2000-04 || dekirukana-returns#0(standard/Spa! comics) vol=1 date=2000-04-20
NUM_CONFLICT	確実	SAME_EDITION	9784620780108	0	1	2	1	1	お徳用毎日かあさん	otokuyou-mainichi-kaa-san	2015-08	楽天=全行一致	お徳用毎日かあさん（7＋8巻）		otokuyou-mainichi-kaa-san#0(standard/-) vol=7[7+8巻] date=2015-08 || otokuyou-mainichi-kaa-san#0(standard/-) vol=8 date=2015-08-15
NUM_CONFLICT	確実	SAME_EDITION	9784758022217	0	1	2	1	1	クダンノフォークロア	kudan-no-folklore	2021-03-18	楽天=どの行とも不一致	クダンノフォークロア	百合姫コミックス	kudan-no-folklore#0(standard/Yurihime comics) vol=1 date=2021-04 || kudan-no-folklore#0(standard/Yurihime comics) vol=2 date=2021-04
NUM_CONFLICT	確実	SAME_EDITION	9784758022477	0	1	2	1	1	【僕らの恋と青春のすべて】保健室の僕ら	bokura-no-koi-to-seishun-no-subete-hokenshitsu-no-bokura	2021-06-15	楽天=全行一致	僕らの恋と青春のすべて 保健室の僕ら	gateauコミックス	bokura-no-koi-to-seishun-no-subete-hokenshitsu-no-bokura#0(standard/Gateau comics) vol=1 date=2021-06-15 || bokura-no-koi-to-seishun-no-subete-hokenshitsu-no-bokura#0(standard/Gateau comics) vol=2 date=2021-06-15
NUM_CONFLICT	確実	CROSS_PAGE	9784835454948	0	1	2	2	2	ワイルド7 / ワイルド7 1970-71	wild-7,wild-7-1970-71	2017-07	楽天=全行一致	ワイルド7（1970-71）		wild-7#4(kanzenban/復刊ドットコム) vol=2[1970-71 コンクリート・ゲリラ] date=2017-07 || wild-7-1970-71#0(standard/-) vol=1 date=2017-07
NUM_CONFLICT	確実	CROSS_PAGE	9784835455327	0	1	2	2	2	ワイルド7 / ワイルド7 1972	wild-7,wild-7-1972	2018-01-21	楽天=全行一致	ワイルド7 1972 緑の墓 ［生原稿ver.］ 下		wild-7#4(kanzenban/復刊ドットコム) vol=4[1972 緑の墓 下] date=2018-01-21 || wild-7-1972#0(standard/-) vol=3[下] date=2018-01-21
NUM_CONFLICT	確実	CROSS_PAGE	9784845808144	0	1	2	2	2	Bon / ボン	bon,bon-kudo	1994-09-09	楽天=全行一致	BON（2）	SPコミックス	bon#0(standard/SPコミックス) vol=2 date=1994-09-09 || bon-kudo#0(standard/SPコミックス) vol=1 date=1994-09-09
NUM_CONFLICT	確実	SAME_EDITION	9784861239113	0	1	2	1	1	バケモノの花嫁	bakemono-no-hanayome					bakemono-no-hanayome#0(standard/Tulle Comics) vol=1 date=2021-12-17 || bakemono-no-hanayome#0(standard/Tulle Comics) vol=2 date=2021-12-17
NUM_CONFLICT	確実	SAME_EDITION	9784865896503	0	1	2	1	1	有休オメガ三三九度	yuukyuu-omega-sansankudo	2021-04-24	楽天=どの行とも不一致	有休オメガ三三九度	POE　BACKS　THE　OMEGAVERSE　PROJE	yuukyuu-omega-sansankudo#0(standard/Poe backs) vol=1 date=2021-05 || yuukyuu-omega-sansankudo#0(standard/Poe backs) vol=2 date=2021-05
NUM_CONFLICT	確実	SAME_EDITION	9784866535838	0	1	2	1	1	恋が満ちたら	koi-ga-michitara	2021-12-02	楽天=全行一致	恋が満ちたら	drap COMICS DX	koi-ga-michitara#0(standard/drap COMICS DX) vol=1 date=2021-12-02 || koi-ga-michitara#0(standard/drap COMICS DX) vol=2 date=2021-12-02
NUM_CONFLICT	確実	SAME_EDITION	9784866537726	0	1	2	1	1	オフステージラブサイド	off-stage-love-side					off-stage-love-side#0(standard/drap COMICS DX) vol=1 date=2023-12-04 || off-stage-love-side#0(standard/drap COMICS DX) vol=2 date=2023-12-04
NUM_CONFLICT	確実	SAME_EDITION	9784910803005	0	1	2	1	1	出世の花道	shusse-no-hanamichi					shusse-no-hanamichi#0(standard/BLANKET) vol=1 date=2022-09-16 || shusse-no-hanamichi#0(standard/BLANKET) vol=2 date=2022-09-16
DATE_CONFLICT_YEAR	確実	CROSS_EDITION	9784253172684	8990	0	2	1	2	男どアホウ甲子園	otoko-do-ahou-koshien	1996-10-10	楽天一致 1/2行	男どアホウ甲子園（3）	秋田文庫	otoko-do-ahou-koshien#0(standard/SUNDAY COMICS) vol=3 date=1972-02 || otoko-do-ahou-koshien#1(bunkobon/秋田文庫) vol=3 date=1996-10-10
DATE_CONFLICT_YEAR	確実	CROSS_EDITION	9784253172691	8858	0	2	1	2	男どアホウ甲子園	otoko-do-ahou-koshien	1996-12	楽天一致 1/2行	男どアホウ甲子園（4）	秋田文庫	otoko-do-ahou-koshien#0(standard/SUNDAY COMICS) vol=4 date=1972-08 || otoko-do-ahou-koshien#1(bunkobon/秋田文庫) vol=4 date=1996-12
DATE_CONFLICT_YEAR	確実	CROSS_EDITION	9784253172714	8564	0	2	1	2	男どアホウ甲子園	otoko-do-ahou-koshien	1997-02-10	楽天一致 1/2行	男どアホウ甲子園（6）	秋田文庫	otoko-do-ahou-koshien#0(standard/SUNDAY COMICS) vol=6 date=1973-08 || otoko-do-ahou-koshien#1(bunkobon/秋田文庫) vol=6 date=1997-02-10
DATE_CONFLICT_YEAR	確実	CROSS_EDITION	9784253172806	8503	0	2	1	2	男どアホウ甲子園	otoko-do-ahou-koshien	1998-06-10	楽天一致 1/2行	男どアホウ甲子園（15）	秋田文庫	otoko-do-ahou-koshien#0(standard/SUNDAY COMICS) vol=15 date=1975-02 || otoko-do-ahou-koshien#1(bunkobon/秋田文庫) vol=15 date=1998-06-10
DATE_CONFLICT_YEAR	確実	CROSS_EDITION	9784253172790	8501	0	2	1	2	男どアホウ甲子園	otoko-do-ahou-koshien	1998-04-10	楽天一致 1/2行	男どアホウ甲子園（14）	秋田文庫	otoko-do-ahou-koshien#0(standard/SUNDAY COMICS) vol=14 date=1974-12 || otoko-do-ahou-koshien#1(bunkobon/秋田文庫) vol=14 date=1998-04-10
DATE_CONFLICT_YEAR	確実	CROSS_EDITION	9784253172721	8442	0	2	1	2	男どアホウ甲子園	otoko-do-ahou-koshien	1997-02-10	楽天一致 1/2行	男どアホウ甲子園（7）	秋田文庫	otoko-do-ahou-koshien#0(standard/SUNDAY COMICS) vol=7 date=1973-12 || otoko-do-ahou-koshien#1(bunkobon/秋田文庫) vol=7 date=1997-02-10
DATE_CONFLICT_YEAR	確実	CROSS_EDITION	9784253172783	8442	0	2	1	2	男どアホウ甲子園	otoko-do-ahou-koshien	1998-02-10	楽天一致 1/2行	男どアホウ甲子園（13）	秋田文庫	otoko-do-ahou-koshien#0(standard/SUNDAY COMICS) vol=13 date=1974-12 || otoko-do-ahou-koshien#1(bunkobon/秋田文庫) vol=13 date=1998-02-10
DATE_CONFLICT_YEAR	確実	CROSS_EDITION	9784253172776	8411	0	2	1	2	男どアホウ甲子園	otoko-do-ahou-koshien	1997-12-10	楽天一致 1/2行	男どアホウ甲子園（12）	秋田文庫	otoko-do-ahou-koshien#0(standard/SUNDAY COMICS) vol=12 date=1974-11 || otoko-do-ahou-koshien#1(bunkobon/秋田文庫) vol=12 date=1997-12-10
DATE_CONFLICT_YEAR	確実	CROSS_EDITION	9784253172745	8350	0	2	1	2	男どアホウ甲子園	otoko-do-ahou-koshien	1997-06-10	楽天一致 1/2行	男どアホウ甲子園（9）	秋田文庫	otoko-do-ahou-koshien#0(standard/SUNDAY COMICS) vol=9 date=1974-07 || otoko-do-ahou-koshien#1(bunkobon/秋田文庫) vol=9 date=1997-06-10
DATE_CONFLICT_YEAR	確実	CROSS_EDITION	9784253172752	8350	0	2	1	2	男どアホウ甲子園	otoko-do-ahou-koshien	1997-08-10	楽天一致 1/2行	男どアホウ甲子園（10）	秋田文庫	otoko-do-ahou-koshien#0(standard/SUNDAY COMICS) vol=10 date=1974-09 || otoko-do-ahou-koshien#1(bunkobon/秋田文庫) vol=10 date=1997-08-10
DATE_CONFLICT_YEAR	確実	CROSS_EDITION	9784253172738	8340	0	2	1	2	男どアホウ甲子園	otoko-do-ahou-koshien	1997-03-31	楽天一致 1/2行	男どアホウ甲子園（8）	秋田文庫	otoko-do-ahou-koshien#0(standard/SUNDAY COMICS) vol=8 date=1974-05 || otoko-do-ahou-koshien#1(bunkobon/秋田文庫) vol=8 date=1997-03-31
DATE_CONFLICT_YEAR	確実	CROSS_EDITION	9784253171977	7254	0	2	1	2	750ライダー	nanahan-rider	1996-06-10	楽天一致 1/2行	ナナハンライダー（3）	秋田文庫	nanahan-rider#0(standard/Akita Bunko) vol=3 date=1976-07 || nanahan-rider#1(bunkobon/秋田文庫) vol=3 date=1996-06-10
DATE_CONFLICT_YEAR	確実	CROSS_PAGE	9784253265812	7228	0	2	2	2	9番目のムサシ / 9番目のムサシ　ゴースト　アンド　グレイ	9-banme-no-musashi,9-banme-no-musashi-ghost-and-gray	2024-11-15	楽天一致 1/2行	9番目のムサシ　ゴースト　アンド　グレイ　16	ボニータ・コミックス	9-banme-no-musashi#0(standard/きらら16 comics) vol=16 date=2005-01 || 9-banme-no-musashi-ghost-and-gray#0(standard/ボニータ・コミックス) vol=16 date=2024-11-15
DATE_CONFLICT_YEAR	確実	CROSS_PAGE	9784065392737	5002	0	2	2	2	DEAR BOYS ACT 3 / Dear boys	dear-boys,dear-boys-act-3	2025-07-16	楽天=どの行とも不一致	DEAR　BOYS　新装版（8）	KCデラックス	dear-boys#2(deluxe/講談社コミックスデラックス. 月刊少年マガジン) vol=8 date=2025-07-11 || dear-boys-act-3#0(standard/MONTHLY SHONEN MAGAZINE COMICS) vol=8 date=2011-10
DATE_CONFLICT_YEAR	確実	CROSS_EDITION	9784065382158	4110	0	2	1	2	ノラガミ	noragami	2025-04-16	楽天=どの行とも不一致	ノラガミ　新装版（9）	KCデラックス	noragami#0(standard/MONTHLY SHONEN MAGAZINE COMICS) vol=9 date=2013-12 || noragami#1(deluxe/講談社コミックスデラックス. 月刊少年マガジン) vol=9 date=2025-04-02
DATE_CONFLICT_YEAR	確実	CROSS_EDITION	9784065382097	4088	0	2	1	2	ノラガミ	noragami	2025-05-16	楽天=どの行とも不一致	ノラガミ　新装版（10）	KCデラックス	noragami#0(standard/MONTHLY SHONEN MAGAZINE COMICS) vol=10 date=2014-02 || noragami#1(deluxe/講談社コミックスデラックス. 月刊少年マガジン) vol=10 date=2025-05-09
DATE_CONFLICT_YEAR	確実	CROSS_EDITION	9784065382110	3935	0	2	1	2	ノラガミ	noragami	2025-05-16	楽天=どの行とも不一致	ノラガミ　新装版（11）	KCデラックス	noragami#0(standard/MONTHLY SHONEN MAGAZINE COMICS) vol=11 date=2014-07 || noragami#1(deluxe/講談社コミックスデラックス. 月刊少年マガジン) vol=11 date=2025-05-09
DATE_CONFLICT_YEAR	確実	CROSS_EDITION	9784091900470	2516	0	2	1	2	ワタリ	watari	1984-10	楽天一致 1/2行	ワタリ（7）	小学館文庫	watari#1(bunkobon/小学館文庫) vol=7 date=1984-10-20 || watari#4(bunkobon/講談社漫画文庫) vol=7 date=1977-11
DATE_CONFLICT_YEAR	確実	CROSS_PAGE	9784098604371	2010	0	2	2	2	機動戦士ガンダムサンダーボルト / 機動戦士ガンダムサンダーボルト外伝	mobile-suit-gundam-thunderbolt,mobile-suit-gundam-thunderbolt-gaiden	2019-09-30	楽天=どの行とも不一致	機動戦士ガンダム サンダーボルト 外伝（3）	ビッグ コミックス	mobile-suit-gundam-thunderbolt#0(standard/BIG SUPERIOR COMICS SPECIAL) vol=3 date=2014-03 || mobile-suit-gundam-thunderbolt-gaiden#0(standard/BIG COMICS SPECIAL) vol=3 date=2019-10
