verdict	signals	series_key	title	vols	first_date	last_date	imprints	authors	isbn
著者は本番に在る(作品は別)		name:イトイ圭|name:ナインストーリーズ|sub:イトイ圭作品集	ナインストーリーズ	1	2020-12	2020-12		イトイ圭	9784592711773
著者は本番に在る(作品は別)		name:ジェフ・ジョーンズ|name:ドゥームズデイ・クロック	ドゥームズデイ・クロック	1	2020-12	2020-12	ShoPro Books	JohnsGeoff / FrankGary / MorrisonGrant	9784796877886
同著者で題が包含(同一作品疑い)		qid:Q138577189|name:トーキョーカモフラージュアワー	トーキョーカモフラージュアワー	2	2020-07	2020-12	YKコミックス / YOUNG KING COMICS	松本千秋	9784785967109
本番に完全に無い		name:めごちも|name:デーリィズ	デーリィズ	1	2020-12	2020-12	アフタヌーンKC	めごちも	9784065217818
著者は本番に在る(作品は別)		name:相葉キョウコ|name:ディレイル	ディレイル	1	2020-12	2020-12	On blue comics	相葉キョウコ	9784396785147
本番に完全に無い		name:安堂ろめだ|name:ティアムボーイ	ティアムボーイ	1	2020-12	2020-12	花音コミックス	拳	9784832291553
同著者で題が包含(同一作品疑い)		qid:Q8977925|name:ツーリング・エクスプレス～ノートルダム編～	ツーリング・エクスプレス～ノートルダム編～	1	2020-12	2020-12	花とゆめCOMICS SPECIAL	河惣益巳	9784592228110
著者は本番に在る(作品は別)		name:esk|name:チビねこクロちゃんはおしごと体験で今日もてんやわんや	チビねこクロちゃんはおしごと体験で今日もてんやわんや	1	2020-12	2020-12		esk	9784835639963
同題頁あり(著者不一致)		name:高橋美幸|name:チェンジ!!!|sub:地雷風俗店「スリーアウト」の女	チェンジ!!!	1	2020-12	2020-12	Bunkasha comics	森埼りつか / 高橋美幸	9784821139774
本番に完全に無い		name:爺太|name:ダブルフェイク-Double Fake-つがい契約	ダブルフェイク-Double Fake-つがい契約	1	2020-12	2020-12	Charles Comics	爺太	9784815501532
著者は本番に在る(作品は別)		name:akabeko|name:タケトコタトアオト	タケトコタトアオト	1	2020-12	2020-12	Bamboo comics	akabeko	9784801971806
著者は本番に在る(作品は別)		name:小鴨|name:センセイ見られて発情しちゃうの?	センセイ見られて発情しちゃうの?	1	2020-12	2020-12	Daria comics	平安ジロー	9784866573984
著者は本番に在る(作品は別)		name:斉藤章佳|name:セックス依存症になりました。|sub:決定版	セックス依存症になりました。	1	2020-12	2020-12	グランドジャンプ愛蔵版コミックス	津島隆太 / 大嶋まなぶ	9784087927405
著者は本番に在る(作品は別)		name:チップ・ズダースキー|name:スパイダーマン:ライフストーリー	スパイダーマン:ライフストーリー	1	2020-12	2020-12	ShoPro Books	高木亮 / あずまかなき / BagleyMark	9784796878227
著者は本番に在る(作品は別)		name:山森ぽてと|name:スウィーティーアガペー	スウィーティーアガペー	1	2020-12	2020-12	EYES COMICSメロキス	山森ぽてと	9784834264852
著者は本番に在る(作品は別)		name:アンドレア・ソレンティーノ|name:シークレット・エンパイア	シークレット・エンパイア	1	2020-12	2020-12		秋友克也 / SorrentinoAndrea / SpencerNick	9784864914949
著者は本番に在る(作品は別)		name:こごみモチコ|name:ショタっ子を養うつもりが俺サマ淫魔に食い物にされています	ショタっ子を養うつもりが俺サマ淫魔に食い物にされています	1	2020-12	2020-12	Splushコミックス	こごみモチコ	9784781619422
著者は本番に在る(作品は別)		name:細川忠孝|name:シニザマ	シニザマ	1	2020-12	2020-12	Nichibun comics	宮﨑克 / 細川忠孝	9784537143102
著者は本番に在る(作品は別)		name:にわみちよ|name:コウノトリのお手伝い	コウノトリのお手伝い	1	2020-12	2020-12	BAMBOO ESSAY SELECTION	にわみちよ	9784801924628
著者は本番に在る(作品は別)		name:秋葉東子|name:グッドルッキング	グッドルッキング	1	2020-12	2020-12	Chara comics	秋葉東子	9784199608483
本番に完全に無い		name:佐野由岐彦|name:クロスオーバー×セックス	クロスオーバー×セックス	1	2020-12	2020-12	drap COMICS DX	佐野由岐彦	9784866534541
著者は本番に在る(作品は別)		name:加東鉄瓶|name:ガンギマリ発情パンチライン	ガンギマリ発情パンチライン	1	2020-12	2020-12	Bamboo comics	加東鉄瓶	9784801971523
著者は本番に在る(作品は別)		name:高橋構造|name:ガニメデ|sub:殺戮の島	ガニメデ	1	2020-12	2020-12	Nichibun comics	藤山素心	9784537143065
本番に完全に無い		name:今泉和希|name:ガタンゴトン	ガタンゴトン	1	2020-12	2020-12		今泉和希	9784286222080
著者は本番に在る(作品は別)		name:amam:|name:カッコウはまだカゴのなか	カッコウはまだカゴのなか	1	2020-12	2020-12	カチCOMI	amam	9784253154970
著者は本番に在る(作品は別)		name:丸木文華|name:オタクな俺がリア充社長に食われた件について	オタクな俺がリア充社長に食われた件について	1	2020-12	2020-12	CHARADE BOOKS COMICS	村崎ハネル / 丸木文華	9784576201818
著者は本番に在る(作品は別)		name:ギレルメ・バルビ|name:エイリアン|sub:スタービースト	エイリアン	1	2020-12	2020-12		長沢光希 / O'BannonDan / SeixasCristiano	9784909434951
著者は本番に在る(作品は別)		name:南々子|name:アパートメント四階建	アパートメント四階建	1	2020-12	2020-12	Bamboo comics	アオダ	9784801971349
本番に完全に無い		name:雪國おまる|name:アゲまんライフ	アゲまんライフ	1	2020-12	2020-12	GOTコミックス		9784823601002
著者は本番に在る(作品は別)		name:みんとる|name:ゆえに、アイドル革命!	ゆえに、アイドル革命!	1	2020-12	2020-12	Kirara menu	はれやまはれぞう	9784832272316
著者は本番に在る(作品は別)		name:緒川千世|name:やまない不幸の終わらせ方	やまない不幸の終わらせ方	1	2020-12	2020-12	ビーボーイコミックスデラックス	北畠あけ乃	9784799750254
著者は本番に在る(作品は別)		name:バーバラ・マクマーン|name:もう一度会いたくて	もう一度会いたくて	1	2020-12	2020-12	ナニーの恋日記	McMahonBarbara / 星野正美	9784596413406
著者は本番に在る(作品は別)		name:黒木えぬこ|name:みーくんと5回のおねがい	みーくんと5回のおねがい	1	2020-12	2020-12	あすかコミックスCL-DX	ポン	9784041109427
本番に完全に無い		name:三丁目いちこ|name:ひろぽと暮らせば	ひろぽと暮らせば	1	2020-12	2020-12		三丁目いちこ	9784847099663
著者は本番に在る(作品は別)		name:ぱらり|name:ねこにんげん	ねこにんげん	1	2020-12	2020-12	くろふねピクシブシリーズ	ぱらり	9784799750391
著者は本番に在る(作品は別)		name:高崎ぼすこ|name:とろけるくちびるmore melty	とろけるくちびるmore melty	1	2020-12	2020-12	Bamboo comics	いけがみ小5	9784801971646
著者は本番に在る(作品は別)		name:別役実|name:とうめいなやさしさ|sub:別役実の童話とおはなし	とうめいなやさしさ	1	2020-12	2020-12		別役実 / 巳年キリン	9784380200090
本番に完全に無い		name:春色とんとん|name:それたぶん、のんちゃんです。	それたぶん、のんちゃんです。	1	2020-12	2020-12		春色とんとん	9784864768863
著者は本番に在る(作品は別)		name:海灯火|name:その耳触らせてください	その耳触らせてください	1	2020-12	2020-12	Gateau comics	海灯火	9784758021876
本番に完全に無い		name:魚ともみ|name:そしてネコは発情する	そしてネコは発情する	1	2020-12	2020-12	花音コミックス	魚ともみ	9784832291546
著者は本番に在る(作品は別)		name:アン・マリー・ウィンストン|name:すれ違いのクリスマス	すれ違いのクリスマス	1	2020-12	2020-12	ハーレクインコミックス★キララ	WinstonAnne Marie / 瑚白ゆう	9784596978950
著者は本番に在る(作品は別)		name:ルーシー・ゴードン|name:すべてが許されるとき	すべてが許されるとき	1	2020-12	2020-12	ハーレクインコミックス	GordonLucy / 藤臣美弥子	9784596414724
本番に完全に無い		name:春野あめ|name:さよなら、死にたいぼっち	さよなら、死にたいぼっち	1	2020-12	2020-12	BAMBOO ESSAY SELECTION	春野あめ	9784801924956
著者は本番に在る(作品は別)		name:小鴨|name:このΩ、24時間守られてます	このΩ、24時間守られてます	1	2020-12	2020-12	DAISY COMICS	平安ジロー	9784815550486
本番に完全に無い		name:chiiko|name:ぐっちゃんといっしょ|sub:ツッコミ育児、はじめました	ぐっちゃんといっしょ	1	2020-12	2020-12		chiiko	9784471021115
著者は本番に在る(作品は別)		name:しおからにがい|name:かわいいね、花森くん	かわいいね、花森くん	1	2020-12	2020-12	Cult comics	しおからにがい	9784773072433
同著者で題が包含(同一作品疑い)		qid:Q1906779|name:かりあげクンDX|sub:笑って気づけば年越しスペシャル!	かりあげクンDX	1	2020-12	2020-12	ACTION COMICS	植田まさし	9784575998504
著者は本番に在る(作品は別)		name:内海ロング|name:お前の指でとろけたら	お前の指でとろけたら	1	2020-12	2020-12	Bamboo comics	ゆずき暎	9784801971417
本番に完全に無い		name:にたこ|name:えっちシーンが描けないまんが家をチンピラアシスタントがなんとか♡する話	えっちシーンが描けないまんが家をチンピラアシスタントがなんとか♡する話	1	2020-12	2020-12	Bamboo comics	にたこ	9784801971516
著者は本番に在る(作品は別)		name:rasu|name:えっちな妄想が叶っちゃいました。	えっちな妄想が叶っちゃいました。	1	2020-12	2020-12	Bamboo comics	rasu	9784801971400
本番に完全に無い		name:増田薫|name:いつか中華屋でチャーハンを	いつか中華屋でチャーハンを	1	2020-12	2020-12		増田薫	9784909048103
著者は本番に在る(作品は別)		name:出樹|name:いたずら猫のメメント	いたずら猫のメメント	1	2020-12	2020-12	G-Lish comics	出樹	9784866693538
本番に完全に無い		name:タロ名|name:いじめられっ子がやり返す話	いじめられっ子がやり返す話	1	2020-12	2020-12	ビーボーイコミックスデラックス	タロ名	9784799750346
著者は本番に在る(作品は別)		name:吉田ゆうこ|name:いけない子	いけない子	1	2020-12	2020-12	バーズコミックス	吉田ゆうこ	9784344847729
著者は本番に在る(作品は別)		name:桜あげは|name:ある日、ぶりっ子悪役令嬢になりまして。	ある日、ぶりっ子悪役令嬢になりまして。	1	2020-12	2020-12	Regina COMICS	桜あげは / さとる	9784434281402
著者は本番に在る(作品は別)		name:屑人|name:あの日がふたりの恋の果て	あの日がふたりの恋の果て	1	2020-12	2020-12	Cult comics	和式トイレット	9784773072471
著者は本番に在る(作品は別)		name:はるかわ陽|name:あなたの夜が明けたら	あなたの夜が明けたら	1	2020-12	2020-12	バーズコミックス	はるかわ陽	9784344847682
本番に完全に無い		name:白藤圭|name:あつい恋にはむいてない	あつい恋にはむいてない	1	2020-12	2020-12	HC Special	白藤圭	9784592227953
著者は本番に在る(作品は別)		name:yoshi|name:あがってたんせ	あがってたんせ	1	2020-12	2020-12	ビーボーイコミックスデラックス	yoshi漫画家	9784799749647
著者は本番に在る(作品は別)		name:野宮ともか|name:【悲報】女装男子だけどイケメンの先輩に女の子にされました	【悲報】女装男子だけどイケメンの先輩に女の子にされました	1	2020-12	2020-12	ボーイズduoセレクション	野宮ともか	9784396700317
著者は本番に在る(作品は別)		name:Maki|name:When the cat claw moon rises	When the cat claw moon rises	1	2020-12	2020-12	Avarus series	幸田真希	9784800010407
著者は本番に在る(作品は別)		name:Esora Amaichi|name:Trinity of the royal palace	Trinity of the royal palace	1	2020-12	2020-12	G fantasy comics	ヨウハ	9784757570153
著者は本番に在る(作品は別)		name:Zeniko|name:Otogi no mago	Otogi no mago	1	2020-12	2020-12	ガンガンコミックスpixiv	澄谷ゼニコ	9784757569423
著者は本番に在る(作品は別)		name:井上知之|name:OL、ラッコを飼う。	OL、ラッコを飼う。	1	2020-12	2020-12	YOUNG ANIMAL COMICS	井上知之	9784592165163
著者は本番に在る(作品は別)		name:音海ちさ|name:Mは真面目のMなので	Mは真面目のMなので	1	2020-12	2020-12	DAISY COMICS	音海ちさ	9784815550448
本番に完全に無い		name:鬼嶋兵伍|name:Bの頂点	Bの頂点	1	2020-12	2020-12	Bamboo comics	鬼嶋兵伍	9784801971332
本番に完全に無い		name:星島ジュン|name:50歳母が婚活して結婚しました	50歳母が婚活して結婚しました	1	2020-12	2020-12	BAMBOO ESSAY SELECTION	矢島弘一	9784801924888
著者は本番に在る(作品は別)		name:月城うさぎ|name:10年越しの恋煩い	10年越しの恋煩い	1	2020-12	2020-12	Eternity COMICS	月城うさぎ / モタ	9784434282256
著者は本番に在る(作品は別)		name:三上志乃|name:0パーセントの花束	0パーセントの花束	1	2020-12	2020-12	picn comics	三上志乃	9784823601064
