verdict	signals	series_key	title	vols	first_date	last_date	imprints	authors	isbn
著者は本番に在る(作品は別)		name:Gainax|name:パンティ＆ストッキングwith garterbelt	パンティ＆ストッキングwith garterbelt	1	2011-06	2011-06	角川コミックス・エース	Tagro	9784047157132
本番に完全に無い		name:鷲尾直広|name:トロン:レガシー	トロン:レガシー	1	2011-06	2011-06		鷲尾直広	9784803002508
著者は本番に在る(作品は別)		name:天城れの|name:チェリせん!	チェリせん!	1	2011-06	2011-06	KCx	天城れの	9784063805192
★本番に在る(題+著者一致)		name:エルジェ|name:タンタン アメリカへ	タンタン アメリカへ	1	2011-06	2011-06	タンタンの冒険	川口恵子 / Hergé / エルジェ	9784834025361
著者は本番に在る(作品は別)		name:鈴木大介|name:ザンガード	ザンガード	1	2011-06	2011-06	ヤングジャンプ・コミックス	柴田ヨクサル / 鈴木大介	9784088791548
本番に完全に無い		name:浅生ハルミン|name:クルクルパーマネントガール	クルクルパーマネントガール	1	2011-06	2011-06	猫のパラパラブックス	浅生ハルミン	9784861522970
著者は本番に在る(作品は別)		name:奥田七緒|name:キミの隣は俺のもん!	キミの隣は俺のもん!	1	2011-06	2011-06	Drap comics	奥田七緒	9784864360517
著者は本番に在る(作品は別)		name:ローレル・ブレイク|name:カリブの誘惑	カリブの誘惑	1	2011-06	2011-06	Emerald comics	松藤純子 / ローレル・ブレイク	9784776731139
著者は本番に在る(作品は別)		name:ゆうきつむぎ|name:カフェ・みら	カフェ・みら	1	2011-06	2011-06	マンサンコミックス	ゆうきつむぎ	9784408173191
本番に完全に無い		name:オオツキクルミ|name:オオツキクルミ walnuts co.	オオツキクルミ walnuts co.	1	2011-06	2011-06	Clapコミックス	オオツキクルミ	9784862017659
著者は本番に在る(作品は別)		name:泥星ルカ|name:アンチ恋愛作品集	アンチ恋愛作品集	1	2011-06	2011-06	アクアコミックス	泥星ルカ	9784775516942
著者は本番に在る(作品は別)		name:砂夏ケイ|name:アラベスク・ラブ	アラベスク・ラブ	1	2011-06	2011-06	Happy wedding comics	原のり子 / 砂夏ケイ	9784776731108
著者は本番に在る(作品は別)		name:長山えい|name:アバター・ジャック	アバター・ジャック	1	2011-06	2011-06	フラワーコミックス	長山えい	9784091338068
著者は本番に在る(作品は別)		name:古林海月|name:わたし、公僕でがんばってました。	わたし、公僕でがんばってました。	1	2011-06	2011-06		古林海月	9784806140917
本番に完全に無い		name:福井康夫|name:まんがコンビニスーパーバイザー24時間	まんがコンビニスーパーバイザー24時間	1	2011-06	2011-06		峠タカノリ / 福井康夫	9784785503987
本番に完全に無い		name:とんだばやしロンゲ|name:ぼくはツアコン	ぼくはツアコン	1	2011-06	2011-06	IKKICOMIX	とんだばやしロンゲ	9784091885470
著者は本番に在る(作品は別)		name:阿部あかね|name:なりっぱなしの愛の鐘	なりっぱなしの愛の鐘	1	2011-06	2011-06	ディアプラスコミックス	阿部あかね	9784403663123
本番に完全に無い		name:ななゆ|name:ななゆ	ななゆ	1	2011-06	2011-06	Clapコミックス	ななゆ	9784862017666
本番に完全に無い		name:桜木あやん|name:だけど、でも愛してる	だけど、でも愛してる	1	2011-06	2011-06	Super be×boy comics	桜木あやん	9784862639721
著者は本番に在る(作品は別)		name:ことり野デス子|name:それでも同居チュウ!	それでも同居チュウ!	1	2011-06	2011-06	シルフコミックス	ことり野デス子	9784048707176
著者は本番に在る(作品は別)		name:諏訪絢子|name:ここだけの二人	ここだけの二人	1	2011-06	2011-06	ボーイズduoセレクション	諏訪絢子	9784396700140
本番に完全に無い		name:如月マヤ|name:お金持ちになる生き方	お金持ちになる生き方	1	2011-06	2011-06		本山理咲	9784837671602
著者は本番に在る(作品は別)		name:島みのり|name:おツトメの時間!?	おツトメの時間!?	1	2011-06	2011-06	Karen comics	かんべあきら / 島みのり	9784537127492
著者は本番に在る(作品は別)		name:花田朔生|name:おまえの蜜を飲みほしたい	おまえの蜜を飲みほしたい	1	2011-06	2011-06	Bunkasha comics	花田朔生	9784821171651
本番に完全に無い		name:猫パンチTV|name:おじしゃま事件です	おじしゃま事件です	1	2011-06	2011-06		KYOKO / 猫パンチTV	9784309272559
著者は本番に在る(作品は別)		name:バラエティ・アートワークス|name:おくのほそ道	おくのほそ道	1	2011-06	2011-06	MD	松尾芭蕉 / バラエティ・アートワークス	9784781606057
著者は本番に在る(作品は別)		name:西臣匡子|name:おいで、僕の仔猫ちゃん。	おいで、僕の仔猫ちゃん。	1	2011-06	2011-06	恋愛MAX COMICS	西臣匡子	9784253135207
本番に完全に無い		name:うるり|name:うるり	うるり	1	2011-06	2011-06	K-book comics	うるり	9784861234620
著者は本番に在る(作品は別)		qid:Q11278120|name:あの日、僕らは…	あの日、僕らは…	1	2011-06	2011-06	ちゃおコミックス	まいた菜穂	9784091337788
著者は本番に在る(作品は別)		name:赤羽シュン|name:tokyo女神's	tokyo女神's	1	2011-06	2011-06	Nichibun comics	早川ナオヤ / 赤羽シュン	9784537127409
著者は本番に在る(作品は別)		name:くまだゆか|name:cold rush	cold rush	1	2011-06	2011-06	Akita comics deluxe	米原秀幸 / くまだゆか	9784253107860
著者は本番に在る(作品は別)		name:ジェフ・パーカー|name:X-MEN:ファーストクラス	X-MEN:ファーストクラス	1	2011-06	2011-06	ShoPro Books	CruzRoger / 高木亮 / ジェフ・パーカー	9784796870948
著者は本番に在る(作品は別)		name:Avi Arad|name:The innocent	The innocent	1	2011-06	2011-06	Blade comics	藤咲淳一 / AradAvi / 高冶星	9784861278501
著者は本番に在る(作品は別)		qid:Q11452014|name:RPL～	RPL～	1	2011-06	2011-06	SHONEN MAGAZINE COMICS	宗田豪	9784063845082
著者は本番に在る(作品は別)	wide/ワイド	qid:Q2608898|name:HEN	HEN	14	1995-09-24	2011-06	Young jump comics wide / ヤングジャンプコミックスワイド / ヤングジャンプ・コミックス	奥浩哉	9784086192323
著者は本番に在る(作品は別)		name:向山正洋|name:G～魚拓哲学	G～魚拓哲学	1	2011-06	2011-06	パニック7新書	梶本潤 / 木村魚拓	9784861917325
本番に完全に無い		name:鬼嶋兵伍|name:FOCUS	FOCUS	1	2011-06	2011-06	Bamboo comics	鬼嶋兵伍	9784812475782
著者は本番に在る(作品は別)		name:チロル高橋|name:ELiSA in GHoSTLaND	ELiSA in GHoSTLaND	1	2011-06	2011-06	マーガレットコミックス	葉月めぐみ / チロル高橋	9784088466613
著者は本番に在る(作品は別)		name:花田祐実|name:2番目のあなた	2番目のあなた	1	2011-06	2011-06	恋愛MAX COMICS	花田祐実	9784253135290
同題頁あり(著者不一致)		name:やまがたさとみ|name:12	12	1	2011-06	2011-06	FC	やまがたさとみ	9784396765248
著者は本番に在る(作品は別)		name:ミヤケ円|name:ペットは美ニャン子。	ペットは美ニャン子。	1	2011-05-31	2011-05-31	フラワーコミックス	ミヤケ円	9784091338440
著者は本番に在る(作品は別)		name:高殿円|name:神曲奏界ポリフォニカ エターナル・ホワイト	神曲奏界ポリフォニカ エターナル・ホワイト	1	2011-05-30	2011-05-30	PRINCESS COMICS	藤丘ようこ / 高殿円	9784253195003
著者は本番に在る(作品は別)		name:桃月はるか|name:田舎に暮らそう	田舎に暮らそう	1	2011-05-28	2011-05-28	Kaiohsha comics. Gush comics	桃月はるか	9784796401661
本番に完全に無い		name:宮下キツネ|name:殿下の家電	殿下の家電	1	2011-05-28	2011-05-28	GUSH mania comics	宮下キツネ	9784796401715
著者は本番に在る(作品は別)		name:矢立肇|name:機動戦士ガンダム新ジオンの再興	機動戦士ガンダム新ジオンの再興	1	2011-05-26	2011-05-26	角川コミックス・エース	矢立肇 / 富野由悠季 / 近藤和久	9784047157088
同著者で題が包含(同一作品疑い)		qid:Q725387|name:聖闘士星矢THE LOST CANVAS冥王神話	聖闘士星矢THE LOST CANVAS冥王神話	23	2007-01-10	2011-05-20	少年チャンピオン・コミックス	車田正美 / 手代木史織	9784253212212
同著者で題が包含(同一作品疑い)		qid:Q3853963|name:姫ちゃんのリボンカラフル	姫ちゃんのリボンカラフル	1	2011-05-18	2011-05-18	りぼんマスコットコミックス	水沢めぐみ / 込由野しほ	9784088671215
著者は本番に在る(作品は別)		name:DonaldRobyn|name:危険な外交官	危険な外交官	1	2011-05-16	2011-05-16	ハーレクインコミックス★キララ. 永遠のハッピーエンド・ロマンス	DonaldRobyn / 森素子	9784596971494
著者は本番に在る(作品は別)		name:天点|name:餌はスイートケーキ	餌はスイートケーキ	1	2011-05-06	2011-05-06	ダイヤモンドコミックス	大橋キッカ	9784790123934
著者は本番に在る(作品は別)		name:ビースリー|name:超熱ゲームキッド!!クリエイ太	超熱ゲームキッド!!クリエイ太	1	2011-05-02	2011-05-02	コロコロコミックス	のむらしんぼ / ビースリー	9784091412362
著者は本番に在る(作品は別)		qid:Q983424|name:銃夢last order	銃夢last order	16	2001-07	2011-05	Evening KCDX / ヤングジャンプ・コミックス・ウルトラ	木城ゆきと	9784063760620
著者は本番に在る(作品は別)		name:ジェニファー・テイラー|name:迷える花嫁	迷える花嫁	1	2011-05	2011-05	ハーレクインコミックス	藤臣美弥子 / ジェニファー・テイラー	9784596953247
著者は本番に在る(作品は別)		name:ヘレン・ビアンチン|name:買われた妻	買われた妻	1	2011-05	2011-05	ハーレクインコミックス	岡田純子 / ヘレン・ビアンチン	9784596953186
著者は本番に在る(作品は別)		name:遊佐亜樹|name:誘惑メンズセラピスト	誘惑メンズセラピスト	1	2011-05	2011-05	Missy comics	遊佐亜樹	9784776731047
著者は本番に在る(作品は別)		name:シャロン・ケンドリック|name:誘惑はギリシアで	誘惑はギリシアで	1	2011-05	2011-05	ハーレクインコミックス	桃佳みのり / シャロン・ケンドリック	9784596953223
著者は本番に在る(作品は別)		name:水谷京子|name:蜜談0	蜜談0	1	2011-05	2011-05	HLC Silky presents	水谷京子	9784592154075
著者は本番に在る(作品は別)		name:Ishiko|name:萌えろ・S系制服男子!	萌えろ・S系制服男子!	1	2011-05	2011-05	Kodansha comics deluxe. Betsufure love collection	はやかわともこ / ひぐちにちほ / 渡辺あゆ	9784063417463
本番に完全に無い		name:日向せいりょう|name:美男子恋愛論	美男子恋愛論	1	2011-05	2011-05	Drap comics	日向せいりょう	9784864360159
本番に完全に無い		name:水上カオリ|name:空想画廊	空想画廊	1	2011-05	2011-05	電撃コミックス	水上カオリ	9784048704144
本番に完全に無い		name:楠原彰|name:神田さんと上野さん	神田さんと上野さん	1	2011-05	2011-05	アクアコミックス	楠原彰	9784775516805
著者は本番に在る(作品は別)		name:柳沢ゆきお|name:神とペン	神とペン	1	2011-05	2011-05	F-book comics	柳沢ゆきお	9784861234743
著者は本番に在る(作品は別)		name:マーガレット・チャニング|name:砂漠の王に抱かれたら	砂漠の王に抱かれたら	1	2011-05	2011-05	Emerald comics	橘花夜 / マーガレット・チャニング	9784776730958
著者は本番に在る(作品は別)		name:ジェイン・ポーター|name:異国から来たナイト	異国から来たナイト	1	2011-05	2011-05	ハーレクインコミックス	岸本景子 / ジェイン・ポーター	9784596953193
著者は本番に在る(作品は別)		name:チカ|name:番長乙女	番長乙女	1	2011-05	2011-05	Spade comics	チカ	9784403621079
著者は本番に在る(作品は別)		name:明治カナ子|name:甘い針	甘い針	1	2011-05	2011-05	On blue collection	明治カナ子	9784396783051
著者は本番に在る(作品は別)		name:カプコン|name:狩猟戦線物語	狩猟戦線物語	1	2011-05	2011-05	Akita comics deluxe	伊藤龍 / カプコン	9784253107556
本番に完全に無い		name:国道12号|name:特例措置団体ステラ女学院中等科C[3]部	特例措置団体ステラ女学院中等科C[3]部	1	2011-05	2011-05	ファミ通クリアコミックス	月眠 / 国道12号	9784047272743
著者は本番に在る(作品は別)		name:北沢きょう|name:森の湯は今日もポカポカ!	森の湯は今日もポカポカ!	1	2011-05	2011-05	ディアプラスコミックス	北沢きょう	9784403663093
著者は本番に在る(作品は別)		name:神代京子|name:暴君と禁断関係	暴君と禁断関係	1	2011-05	2011-05	Missy comics	神代京子	9784776731023
著者は本番に在る(作品は別)		name:デカルト|name:方法序説	方法序説	1	2011-05	2011-05	まんがで読破	バラエティ・アートワークス / デカルト	9784781605937
著者は本番に在る(作品は別)		qid:Q11512935|name:新婚（仮）中	新婚（仮）中	1	2011-05	2011-05	フラワーコミックス	星森ゆきも	9784091338433
著者は本番に在る(作品は別)		name:梶ヶ谷ミチル|name:放課後の不純	放課後の不純	1	2011-05	2011-05	On blue collection	梶ヶ谷ミチル	9784396783044
著者は本番に在る(作品は別)		name:天河藍|name:悪魔sプリンセス	悪魔sプリンセス	1	2011-05	2011-05	シルフコミックス	天河藍	9784048705356
著者は本番に在る(作品は別)		name:上川きち|name:恋愛進化論	恋愛進化論	1	2011-05	2011-05	アクアコミックス	上川きち	9784775516799
本番に完全に無い		name:日野ガラス|name:恋愛軌道	恋愛軌道	1	2011-05	2011-05	Drap comics	日野ガラス	9784864360166
著者は本番に在る(作品は別)		name:橋本多佳子|name:恋は素敵な魔法	恋は素敵な魔法	1	2011-05	2011-05	Emerald comics	橋本多佳子	9784776730996
著者は本番に在る(作品は別)		name:ダイアン・クロウフォード|name:恋の実る季節	恋の実る季節	1	2011-05	2011-05	Emerald comics	篠崎佳久子 / ダイアン・クロウフォード	9784776730941
本番に完全に無い		name:高尾ふゆ希|name:恋ってやつは…	恋ってやつは…	1	2011-05	2011-05	アクアコミックス	高尾ふゆ希	9784775516775
本番に完全に無い		name:炭山文平|name:恋する代紋	恋する代紋	1	2011-05	2011-05	YCコミックス	炭山文平	9784785935986
著者は本番に在る(作品は別)		qid:Q11621242|name:快感スイーツ（萌）	快感スイーツ（萌）	1	2011-05	2011-05	マンサンコミックス	蒔野靖弘	9784408173153
著者は本番に在る(作品は別)		name:南月ゆう|name:弟じゃいられない!!	弟じゃいられない!!	1	2011-05	2011-05	Be×boy comics	南月ゆう	9784862639608
本番に完全に無い		name:鈴木ぐり|name:幸せなスピリーマン	幸せなスピリーマン	1	2011-05	2011-05		鈴木ぐり	9784761267490
著者は本番に在る(作品は別)		name:大崎梢|name:平台がおまちかね	平台がおまちかね	1	2011-05	2011-05	Wings comics	久世番子 / 大崎梢	9784403621055
★本番に在る(題+著者一致)		qid:Q503748|name:学園黙示録highschool of the dead	学園黙示録highschool of the dead	1	2011-05	2011-05	ドラゴンコミックスエイジ	佐藤ショウジ / 佐藤大輔	9784047127227
同題頁あり(著者不一致)		qid:Q11305485|name:学園黙示録HIGHSCHOOL OF THE DEAD	学園黙示録HIGHSCHOOL OF THE DEAD	1	2011-05	2011-05	ドラゴンコミックスエイジ	サンカクヘッド / 佐藤大輔	9784047127258
著者は本番に在る(作品は別)		name:曜名|name:女神と出会う朝に	女神と出会う朝に	1	2011-05	2011-05	Emerald comics	曜名	9784776731016
著者は本番に在る(作品は別)		name:藤井昌子|name:女医が教えるオンナの体のウソホント	女医が教えるオンナの体のウソホント	1	2011-05	2011-05	BAMBOO ESSAY SELECTION	藤井昌子	9784812445860
本番に完全に無い		name:高橋ツトム|name:士道サンライズ	士道サンライズ	1	2011-05	2011-05	ヤングジャンプ・コミックス		9784088791623
著者は本番に在る(作品は別)		name:山田パピコ|name:土銀浪漫 杜若	土銀浪漫 杜若	1	2011-05	2011-05	Clapコミックスanthology	山田パピコ	9784862017642
著者は本番に在る(作品は別)		name:スーザン・マレリー|name:嘘つきな大富豪	嘘つきな大富豪	1	2011-05	2011-05	HQ comics	文月今日子 / スーザン・マレリー	9784596971470
著者は本番に在る(作品は別)		name:ローリー・フォスター|name:君は僕を愛してる	君は僕を愛してる	1	2011-05	2011-05	ハーレクインコミックス	いしかわまみ / ローリー・フォスター	9784596953216
著者は本番に在る(作品は別)		name:小嶋ララ子|name:君とパレード	君とパレード	1	2011-05	2011-05	Canna Comics	小嶋ララ子	9784829685068
著者は本番に在る(作品は別)		name:森千紗|name:君がいるわけ	君がいるわけ	1	2011-05	2011-05	Judy comics crie	森千紗	9784778011369
著者は本番に在る(作品は別)	wide/ワイド	name:鈴木典孝|name:光女子地球防衛委員会sham!	光女子地球防衛委員会sham!	1	2011-05	2011-05	KTCワイドコミックス	鈴木典孝	9784799200704
同著者で題が包含(同一作品疑い)		qid:Q11280478|name:優駿の門ピエタ	優駿の門ピエタ	11	2007-10	2011-05	プレイコミック・シリーズ	やまさき拓味	9784253251013
本番に完全に無い		name:杉山亮|name:事件だよ!全員集合	事件だよ!全員集合	1	2011-05	2011-05		杉山亮 / 中川大輔	9784033453507
著者は本番に在る(作品は別)		name:キャシー・ウィリアムズ|name:一日限りの恋	一日限りの恋	1	2011-05	2011-05	ハーレクインコミックス	澤田光恵 / キャシー・ウィリアムズ	9784596953254
同著者で題が包含(同一作品疑い)		name:Peach-Pit|name:ローゼンメイデン	ローゼンメイデン	7	2008-12	2011-05	 / ヤングジャンプ・コミックス	Peach-Pit	9784087821987
著者は本番に在る(作品は別)		name:小池寿子|name:レヴォリュ美術館の地下	レヴォリュ美術館の地下	1	2011-05	2011-05	ShoPro Books	小池寿子 / 大西愛子 / MathieuMarc-Antoine	9784796870900
著者は本番に在る(作品は別)		name:ZEN|name:リトルバスターズ! エクスタシー 笹瀬川佐々美	リトルバスターズ! エクスタシー 笹瀬川佐々美	1	2011-05	2011-05	電撃コミックス	ZEN	9784048705318
著者は本番に在る(作品は別)		name:羽柴みず|name:ラブ・エロージョン	ラブ・エロージョン	1	2011-05	2011-05	Be×boy comics	羽柴みず	9784862639585
著者は本番に在る(作品は別)		name:野口ともこ|name:ラブリージーン	ラブリージーン	1	2011-05	2011-05	FC	野口ともこ	9784396765217
著者は本番に在る(作品は別)		name:武浦すぐる|name:メガネ教師はシゲキ的	メガネ教師はシゲキ的	1	2011-05	2011-05	New chappy comics	武浦すぐる	9784764823334
本番に完全に無い		name:小学館集英社プロダクション|name:ポケットモンスターベストウイッシュイッシュちほうをぼうけんだ	ポケットモンスターベストウイッシュイッシュちほうをぼうけんだ	1	2011-05	2011-05	おはなしシリーズ		9784091162168
著者は本番に在る(作品は別)		name:犬江しんすけ|name:ヘヴィーオブジェクト	ヘヴィーオブジェクト	1	2011-05	2011-05	電撃コミックス	犬江しんすけ / 鎌池和馬	9784048704298
著者は本番に在る(作品は別)		name:かわのゆうすけ|name:プロジェクトドールフォン	プロジェクトドールフォン	1	2011-05	2011-05	角川コミックス・エース	かわのゆうすけ	9784047156906
本番に完全に無い		name:四摘善|name:プロの作法	プロの作法	1	2011-05	2011-05	百夜コミックス	四摘善	9784861917417
著者は本番に在る(作品は別)		name:相場英雄|name:フラグマン	フラグマン	1	2011-05	2011-05	ビッグコミックス	中山昌亮 / 相場英雄	9784091838230
著者は本番に在る(作品は別)		name:ツトム|name:パンチドランカー	パンチドランカー	1	2011-05	2011-05	F-book comics	ツトム	9784861234736
著者は本番に在る(作品は別)		name:じゃんぽ～る西|name:パリ愛してるぜ～	パリ愛してるぜ～	1	2011-05	2011-05		じゃんぽ～る西	9784864100854
著者は本番に在る(作品は別)		name:リー・ウイリアムズ|name:ディア・ミスター・ハート	ディア・ミスター・ハート	1	2011-05	2011-05	Emerald comics	狩野真央 / リー・ウイリアムズ	9784776731009
著者は本番に在る(作品は別)		name:上北ふたご|name:スイートプリキュア♪シール＆いろぬり＆まんがまるごと1冊ブック!	スイートプリキュア♪シール＆いろぬり＆まんがまるごと1冊ブック!	1	2011-05	2011-05	講談社mook	上北双子 / なかよし編集部 / 東堂いづみ	9784063895612
著者は本番に在る(作品は別)		name:サラ・モーガン|name:シチリアの花嫁	シチリアの花嫁	1	2011-05	2011-05	ハーレクインコミックス	岡本慶子 / サラ・モーガン	9784596953230
著者は本番に在る(作品は別)		name:土屋雄民|name:ガギグゲキッコ	ガギグゲキッコ	1	2011-05	2011-05	Ikki comix	土屋雄民	9784091885302
著者は本番に在る(作品は別)		name:響あい|name:カレに媚薬を飲ませたら	カレに媚薬を飲ませたら	1	2011-05	2011-05	オトナロマンス	響あい	9784091338631
本番に完全に無い		name:楠木潤|name:カラダが覚える恋もある	カラダが覚える恋もある	1	2011-05	2011-05	Super be×boy comics	楠木潤	9784862639615
本番に完全に無い		name:日浦亜紀|name:オレ様彼のいじわる指先	オレ様彼のいじわる指先	1	2011-05	2011-05	New chappy comics	日浦亜紀	9784764823327
著者は本番に在る(作品は別)		name:ミランダ・リー|name:ウエディング・ナイト	ウエディング・ナイト	1	2011-05	2011-05	ハーレクインコミックス	たまいまきこ / ミランダ・リー	9784596953209
著者は本番に在る(作品は別)		name:佳門サエコ|name:やらしいあしながおじさん	やらしいあしながおじさん	1	2011-05	2011-05	Cita cita series	佳門サエコ	9784832287525
著者は本番に在る(作品は別)		name:CJ Michalski|name:まちの電気屋さん	まちの電気屋さん	1	2011-05	2011-05	Bamboo comics	CJ Michalski	9784812475539
著者は本番に在る(作品は別)		name:梅太郎|name:ぼくが愛してあげる	ぼくが愛してあげる	1	2011-05	2011-05	ディアプラスコミックス	梅太郎	9784403663086
著者は本番に在る(作品は別)		name:浜田ぢゅんいち|name:ねこガンマン	ねこガンマン	1	2011-05	2011-05		浜田ぢゅんいち	9784896107852
本番に完全に無い		name:川島光明|name:なりたいもの	なりたいもの	1	2011-05	2011-05		川島光明	9784776525950
本番に完全に無い		name:黄河洋一郎|name:とらぱんだ!	とらぱんだ!	1	2011-05	2011-05	アクアコミックス	黄河洋一郎	9784775516782
本番に完全に無い		name:香鳴タビト|name:となりあう、ボクらの体温	となりあう、ボクらの体温	1	2011-05	2011-05	B's-LOVEY COMICS	香鳴タビト	9784047271951
本番に完全に無い		name:こっこ|name:つかログ!	つかログ!	1	2011-05	2011-05	K-book orijinal comics	こっこ	9784861234873
同著者で題が包含(同一作品疑い)		name:momo|name:たまゆら	たまゆら	1	2011-05	2011-05	Mag Garden comics EDEN	佐藤順一 / momo	9784861278624
本番に完全に無い		name:いさか十五郎|name:それでも君は笑うといった	それでも君は笑うといった	1	2011-05	2011-05	F-book	いさか十五郎	9784861234712
著者は本番に在る(作品は別)		name:Subaru|name:ご奉仕したいオトコ	ご奉仕したいオトコ	1	2011-05	2011-05	Missy comics	伊さらこてん / 桜屋敷道子 / りさこ	9784776730910
本番に完全に無い		name:カツヤマケイコ|name:ごんたイズム	ごんたイズム	1	2011-05	2011-05		カツヤマケイコ	9784575303186
著者は本番に在る(作品は別)		name:百天神社振興会|name:こぴはん 沙弥と沙遊の大作戦	こぴはん 沙弥と沙遊の大作戦	1	2011-05	2011-05	CR comics DX	KEI / 百天神社振興会	9784861768705
著者は本番に在る(作品は別)		name:腰乃|name:あっちとこっち	あっちとこっち	1	2011-05	2011-05	BE BOY COMICS	腰乃	9784862639561
著者は本番に在る(作品は別)		name:Ikaring|name:WARABE!!	WARABE!!	1	2011-05	2011-05	KCDX	IKARING	9784063760675
著者は本番に在る(作品は別)		name:5pb.|name:Steins;Gate 恩讐のブラウニアンモーション	Steins;Gate 恩讐のブラウニアンモーション	1	2011-05	2011-05	ファミ通クリアコミックス	ニトロプラス / 溝口岳史 / 5pb.	9784047272668
本番に完全に無い		name:Secco|name:Secco 低音火傷	Secco 低音火傷	1	2011-05	2011-05	Clapコミックス	Secco	9784862017635
著者は本番に在る(作品は別)		name:田中芳樹|name:SP2薬師寺涼子の怪奇事件簿 短編集	SP2薬師寺涼子の怪奇事件簿 短編集	1	2011-05	2011-05	アフタヌーンKC	田中芳樹 / 垣野内成美	9784063107548
同著者で題が包含(同一作品疑い)		qid:Q6487870|name:SKET DANCE ファースト・ダンス	SKET DANCE ファースト・ダンス	1	2011-05	2011-05	集英社マンガ総集編シリーズ	篠原健太	9784081110384
著者は本番に在る(作品は別)		qid:Q5399979|name:On blue	On blue	1	2011-05	2011-05		恋煩シビト / イシノアヤ / 西つるみ	9784396783020
同著者で題が包含(同一作品疑い)		name:TYPE-MOON|name:MELTY　BLOOD X	MELTY　BLOOD X	1	2011-05	2011-05	角川コミックス・エース	桐嶋たける / フランスパン / TYPE-MOON	9784047157026
著者は本番に在る(作品は別)		name:チュンソフト|name:Canaanスフィル	Canaanスフィル	1	2011-05	2011-05	エモーションコミックス	細雪純 / チュンソフト	9784048992237
本番に完全に無い		name:ブライアン・リー・オマリー|name:スコット・ピルグリムVSジ・ユニバース	スコット・ピルグリムVSジ・ユニバース	1	2011-04-30	2011-04-30		O'MalleyBryan Lee	9784863323193
著者は本番に在る(作品は別)		name:倫敦巴里子|name:はなのうた	はなのうた	1	2011-04-28	2011-04-28	Kaiohsha comics. Gush comics	倫敦巴里子	9784796401593
著者は本番に在る(作品は別)		name:みろくことこ|name:してして。	してして。	1	2011-04-28	2011-04-28	Kaiohsha comics. Gush comics	みろくことこ	9784796401562
著者は本番に在る(作品は別)		name:海月姫製作委員会|name:別冊海月姫	別冊海月姫	1	2011-04-11	2011-04-11		東村アキコ / Kiss編集部 / 海月姫製作委員会	9784063648607
本番に完全に無い		name:神津良子|name:桃の花が咲いたら	桃の花が咲いたら	1	2011-04-10	2011-04-10	おとなと子どものための童話絵本	神津良子	9784863751286
著者は本番に在る(作品は別)		name:富野由悠季|name:無敵鋼人ダイターン3	無敵鋼人ダイターン3	1	2011-04-03	2011-04-03	サンライズロボット漫画コレクション	岡崎優 / 矢立肇 / 富野由悠季	9784775914243
著者は本番に在る(作品は別)		name:富野由悠季|name:無敵超人ザンボット3	無敵超人ザンボット3	1	2011-04-03	2011-04-03	サンライズロボット漫画コレクション	鈴木良武 / 富野由悠季 / 岩田廉太郎	9784775914236
著者は本番に在る(作品は別)		qid:Q11457957|name:白黒物語	白黒物語	1	2011-04-01	2011-04-01	マンガショップシリーズ	寺田ヒロオ	9784775914250
著者は本番に在る(作品は別)		name:腰乃|name:鮫島くんと笹原くん	鮫島くんと笹原くん	1	2011-04	2011-04	MARBLE COMICS	腰乃	9784864420037
著者は本番に在る(作品は別)		name:フロントウイング|name:魔界天使ジブリール4	魔界天使ジブリール4	1	2011-04	2011-04	チャンピオンREDコミックス	蒼一郎 / フロントウイング	9784253230780
同著者で題が包含(同一作品疑い)		name:ハルコ|name:銀新天国 苺タルト	銀新天国 苺タルト	1	2011-04	2011-04	Clapコミックスanthology	ハルコ	9784862017628
同著者で題が包含(同一作品疑い)		qid:Q471133|name:鉄人28号 カラー版 限定版BOX	鉄人28号 カラー版 限定版BOX	1	2011-04	2011-04		横山光輝	9784778031633
著者は本番に在る(作品は別)		name:藤河るり|name:貴公子の胸で男は溺れる	貴公子の胸で男は溺れる	1	2011-04	2011-04	アクアコミックス	藤河るり	9784775516669
著者は本番に在る(作品は別)		name:春宮ぱんだ|name:調教ハニー	調教ハニー	1	2011-04	2011-04	恋愛MAX COMICS	春宮ぱんだ	9784253135146
著者は本番に在る(作品は別)		name:リン・グレアム|name:誘惑のチェス・ゲーム	誘惑のチェス・ゲーム	1	2011-04	2011-04	ハーレクインコミックス	小越なつえ / リン・グレアム	9784596953100
著者は本番に在る(作品は別)		name:高橋依摘|name:華一族のお手ほどき	華一族のお手ほどき	1	2011-04	2011-04	Bunkasha comics	高橋依摘	9784821171378
著者は本番に在る(作品は別)		name:ダイアナ・ハミルトン|name:罪なき愛人	罪なき愛人	1	2011-04	2011-04	ハーレクインコミックス	牧村ジュン / ダイアナ・ハミルトン	9784596953155
著者は本番に在る(作品は別)		name:松原あきら|name:終末のイヴ	終末のイヴ	1	2011-04	2011-04	エモーションコミックス	松原あきら	9784048992183
本番に完全に無い		name:吉杜玖美|name:秋葉原くんと渋谷くん・内回り	秋葉原くんと渋谷くん・内回り	1	2011-04	2011-04	アクアコミックス	吉杜玖美	9784775516683
著者は本番に在る(作品は別)		name:ルソー|name:社会契約論	社会契約論	1	2011-04	2011-04	まんがで読破	バラエティ・アートワークス / ルソー	9784781605784
