slug	title	authors	year	publisher	total_volumes
shukujo-no-kagami-yamemashita	淑女の鑑やめました。	広路なゆる・林倉吉	2022	futabasha	4
munou-to-yobareta-seirei-tarashi	無能と呼ばれた『精霊たらし』	タバタグランドキャニオン	2022	mag-garden	5
ouhi-sama-wa-rikon-shitai	王妃様は離婚したい	亜和美央斗	2022	kodansha	5
danjo-no-yuujou-wa-seiritsu-suru-iya-shinai	男女の友情は成立する?〈いや、しないっ!!〉	飯野大祐	2022	kadokawa	5
tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	業務用餅	2022	kodansha	20
yuugiou-ooshiijii-stories	遊☆戯☆王OCG(オフィシャルカードゲーム)STORIES	三好直人・あああ	2022	shueisha	5
onnanoko-no-mayu	おんなのこのまゆ	絹野りせ	2023	takeshobo	3
kusattemo-neko-nanode	くさっても猫なので	ふかさわ映	2023	kodansha	2
jitsuwa-imouto-deshita	じつは義妹(いもうと)でした。	堺しょうきち	2023	kadokawa	6
doku-doku-mori-mori	どく・どく・もり・もり	背川昇	2023	shogakukan-creative	4
cuddle	カドル	羽純ハナ	2023	frontier-works	3
gal-ga-sylvanian-family-o-dekiai-shitara	ギャルがシルバニアファミリーを溺愛したら。	森長あやみ	2023	kodansha	5
sandman	サンドマン	柳下毅一郎・KiethSam・GaimanNeil・海法紀光・JonesKelly・JonesMalcolm・DringenbergMike	2023	(unknown)	6
shining	シャイニング!	まいた菜穂	2023	shogakukan	7
serial-killer-isekai-ni-oritatsu	シリアルキラー異世界に降り立つ	ヒロ	2023	shonen-gahosha	7
parallel-leap-syndrome	パラレルリープ・シンドローム	眠田瞼	2023	shonen-gahosha	4
pen-to-wappa-to-jijitsukon	ペンと手錠(ワッパ)と事実婚	ガス山タンク	2023	hakusensha	5
resu	レス	深海魚	2023	shogakukan	5
re-cervin	レ・セルバン	濱田浩輔	2023	shogakukan	8
fukou-reijou-deshitaga-happy-end-o-mukaemashita	不幸令嬢でしたが、ハッピーエンドを迎えました	美麻りん・横山もよ・棚本いこま	2023	kodansha	4
butsumetsu-kekkon	仏滅結婚	浅田有皆	2023	shogakukan-creative	4
densetsu-no-yarichin-vs-teppeki-no-shiriana	伝説のヤリチンvs鉄壁の尻穴	ととふみ	2023	libre	5
taishou-shinkon-roman	大正新婚浪漫	くろばR	2023	harpercollins-japan	3
heisei-kochikame-26-nen	平成こち亀26年	秋本治	2023	shueisha	2
heisei-kochikame-27-nen	平成こち亀27年	秋本治	2023	shueisha	2
heisei-kochikame-28-nen	平成こち亀28年	秋本治	2023	shueisha	2
haikei-mishiranu-danna-sama-rikon-shite-itadakimasu	拝啓見知らぬ旦那様、離婚していただきます	紬いろと	2023	kadokawa	5
tsugi-ha-anata-ga-yarareru-ban-death	次はアナタがヤられる番です。	原つもい	2023	kadokawa	3
mizu-muuchanneru-tonari-no-ban-kowadan	水ムーちゃんねる隣の晩怖談	水村友哉	2023	shogakukan-creative	5
oboreru-hibi-wa-kimi-no-sei	溺れる日々はきみのせい	半次	2023	shodensha	4
zettai-bl-ni-naru-sekai-vs-zettai-bl-ni-naritakunai-otoko	絶対BLになる世界vs絶対BLになりたくない男	Re:	2023	shinchosha	5
kousaka-shachou-wa-gaman-dekinai	高坂社長は我慢できない	織田はるか	2023	kodansha	6
noroi-no-ko-to-shiitagerareta-reijou-wa-koori-no-hakushaku-ni-dekiai-dekiaisareru	「呪いの子」と虐げられた令嬢は氷の伯爵に溺愛される	わたい	2024	flex-comix	2
asagiiro-no-saudaaji	あさぎ色のサウダージ	逆縞	2024	kadokawa	2
kegawa-to-nakami	けがわとなかみ	19歳	2024	shinchosha	3
dekiru-maid-sama	できるメイド様	yuin・Sanho	2024	kadokawa	5
dou-ganbattemo-etchi-ni-natchau-osananajimi	どう頑張ってもHになっちゃう幼なじみ	狐神文夜	2024	kodansha	2
nezumi-royale	ねずみロワイアル	仲峰紘史	2024	kodansha	2
pure-0-01mm	ぴゅあ0.01mm	志岐佳衣子	2024	kodansha	5
yappa-ningen-yamete-seikai-dawa	やっぱ人間やめて正解だわ	偽BEなんとか	2024	kodansha	4
old-yokohama-radio-hour	オールドヨコハマラジオアワー	つっつ	2024	houbunsha	2
supaidaaman-kizuna	スパイダーマン:絆	関井シモン・渡辺進	2024	shueisha	3
baitosaki-no-senpai-ga-koukousei-janakatta-hanashi	バイト先の先輩が高校生じゃなかった話	梅涼	2024	kadokawa	2
peak-out	ピークアウト	ウヒョ助	2024	takeshobo	3
madara-rumble	マダラランブル	星海ユミ	2024	kodansha	3
mizudako-chan-kara-wa-nigerarenai	ミズダコちゃんからは逃げられない!	もうれの	2024	houbunsha	4
uesugi-kun-wa-onnanoko-o-yametai	上杉くんは女の子をやめたい	やぶうち優	2024	shogakukan	4
kimi-ni-sasageru-otokomae	君に捧げる男前	梅涼	2024	kadokawa	2
otona-ni-narenai-bokura-wa	大人になれない僕らは	鳶田ハジメ	2024	kodansha	2
megami-no-hyouteki	女神の標的	小山ゆう	2024	shogakukan	7
haramu-made-midare-ike	孕むまで乱れいけ	山本泰一郎	2024	seiunsha	3
otokoun-ga-ii-rank-nanode-isekai-no-yamiochi-kami-sama-ni-metoraremashita	男運がEランクなので異世界の闇落ち神様に娶られました	悦若えつこ	2024	ozora-shuppan	3
isekai-metaller	異世界メタラー	かすが龍	2024	shogakukan-creative	3
watashi-ni-ai-o-sakebasete	私に愛を叫ばせて	ひろせえい	2024	shueisha	2
kekkon-shoubai	結婚商売	Antstudio・KEN	2024	kadokawa	5
oibore-yuusha-no-ise-kaigo	老いぼれ勇者の異世介護	茶柱一号	2024	kadokawa	2
hana-ni-kamiguse	花に噛みぐせ	壱コトコ	2024	kodansha	4
juusou-reijou-morenet	重装令嬢モアネット	GuidiGuido・小見川なまり	2024	kadokawa	3
1-tai-2-kousai-wa-rabukome-ni-hairimasuka	1: 2交際はラブコメに入りますか?	服部了	2025	houbunsha	2
jiiteiiyuu-ikari-no-desu-yamada	GTU-怒りのDEATH山田-	藤沢とおる	2025	shogakukan-creative	2
karori-no-tsuyagoto-season2	かろりのつやごとSeason2	小田ゆうあ	2025	shueisha	2
miharu-no-senjou	ミハルの戦場	藤本ケンシ・濱田轟天	2025	shogakukan	3
yattara	ヤッターラ	西野みや子	2025	shueisha	3
toutatsu-no-akuta	到達のアクタ	信楽優楽	2025	kodansha	3
usotsuki-heika-ga-watashi-ni-shuuchaku-suru-wake	嘘つき陛下が私に執着する理由	琴子・甘夏みのり	2025	kadokawa	4
shimatsuya-souji	始末屋ソウジ	成田成哲・平石六	2025	kodansha	4
koi-suru-lip-teinto	恋するリップ・ティント	楠なな	2025	shueisha	4
tokyo-saitei-saiaku-saikou	東京最低最悪最高!	八守りょう	2025	shogakukan	2
yokohama-outsiders	横浜アウトサイダーズ	ヨルカ	2025	kadokawa	4
shinimodori-joou-wa-ikinobiru-tame-ni-yuri-harem-o-tsukuru-koto-ni-shita	死に戻り王女は生き延びるために百合ハーレムを作ることにした	村田真哉・糀もろみ	2025	shogakukan-creative	2
munou-reijou-no-keiyaku-kekkon	無能令嬢の契約結婚	香月文香・九条みに	2025	starts-shuppan	3
namaiki-na-gal-ane-o-wakaraseru-hanashi	生意気なギャル姉を解らせる話	江垣沼	2025	shueisha	3
