slug	題	巻書誌に無い著者	頁の巻数	照合できた巻数	巻書誌にある著者	reason
norowareta-chouzou	呪われた彫像	田中雅子	1	1	田中雅子（漫画家）	
norowareta-shinrei-game	呪われた心霊ゲーム	みづほ梨乃	1	1	きらら / まみ / みづほ / マキ / 勲 / 坂元 / 坂元勲清水まみ栖川マキ姫川きらら牧原若菜みづほ梨乃 / 姫川 / 栖川 / 梨	
norowareta-shinrei-game	呪われた心霊ゲーム	坂元勲	1	1	きらら / まみ / みづほ / マキ / 勲 / 坂元 / 坂元勲清水まみ栖川マキ姫川きらら牧原若菜みづほ梨乃 / 姫川 / 栖川 / 梨	
norowareta-shinrei-game	呪われた心霊ゲーム	姫川きらら	1	1	きらら / まみ / みづほ / マキ / 勲 / 坂元 / 坂元勲清水まみ栖川マキ姫川きらら牧原若菜みづほ梨乃 / 姫川 / 栖川 / 梨	
norowareta-shinrei-game	呪われた心霊ゲーム	栖川マキ	1	1	きらら / まみ / みづほ / マキ / 勲 / 坂元 / 坂元勲清水まみ栖川マキ姫川きらら牧原若菜みづほ梨乃 / 姫川 / 栖川 / 梨	
norowareta-shinrei-game	呪われた心霊ゲーム	清水まみ	1	1	きらら / まみ / みづほ / マキ / 勲 / 坂元 / 坂元勲清水まみ栖川マキ姫川きらら牧原若菜みづほ梨乃 / 姫川 / 栖川 / 梨	
norowareta-shinrei-game	呪われた心霊ゲーム	牧原若菜	1	1	きらら / まみ / みづほ / マキ / 勲 / 坂元 / 坂元勲清水まみ栖川マキ姫川きらら牧原若菜みづほ梨乃 / 姫川 / 栖川 / 梨	
nostradamus-ai-densetsu	ノストラダムス愛伝説	小池一夫	5	4	やまさき拓味	
notari-matsutarou	のたり松太郎	滝瀬源一	58	58	ちば / ちばてつや / てつや	
nou-aru-fujin-wa-rien-todoke-o-tatakitsukeru	能ある夫人は離縁届けを叩きつける	コミックルーム	2	2	COMIC / ROOM / 桃月はち / 桃月はち／COMICROOM	
noukin-ouji-shomin-ni-naru	脳筋王子、庶民になる。	植杉光	2	2	三四郎 / 光 / 植杉 / 笠間 / 笠間三四郎植杉光	
noukin-ouji-shomin-ni-naru	脳筋王子、庶民になる。	笠間三四郎	2	2	三四郎 / 光 / 植杉 / 笠間 / 笠間三四郎植杉光	
nourin-yasei	のうりん野生	切符	2	2	町田とし子 / 町田とし子白鳥士郎 / 白鳥士郎	
nouryoku-shujinkou-hosei	能力 主人公補正	鬼頭莫宏	2	2	当麻 / 莫宏 / 鬼頭 / 鬼頭莫宏当麻	
now	ナウ	丁昌烈	8	8	朴晟佑	
noyu-girl	野湯ガール	吉田史朗	3	3	史朗 / 吉田 / 羽呂 / 麻生 / 麻生羽呂吉田史朗	
noyu-girl	野湯ガール	麻生羽呂	3	3	史朗 / 吉田 / 羽呂 / 麻生 / 麻生羽呂吉田史朗	
nullalive	NULLALIVE	櫻林子	2	2	橘水樹	
nureginu-de-tsuihousareta-sareta-saikyou-kaijushi-maboroshi-no-kodai-oukoku-o-saikou-sasete-musou	濡れ衣で追放された最強解呪士、幻の古代王国を再興させて無双する	蒼和伸	3	3	nns / すかいふぁーむ / 伸 / 蒼和 / 蒼和伸すかいふぁーむnns	
nurehime	濡姫	たなはらりうら	1	1	六畳間 / 矢萩貴子 / 矢萩貴子六畳間	
nurehime	濡姫	伊藤かこ	1	1	六畳間 / 矢萩貴子 / 矢萩貴子六畳間	
nurehime	濡姫	和田海里	1	1	六畳間 / 矢萩貴子 / 矢萩貴子六畳間	
nurse-no-oshigoto	ナースのお仕事	岸香里	1	1	アンソロジー	
nurse-no-oshigoto	ナースのお仕事	水原冬樹	1	1	アンソロジー	
nurse-no-oshigoto	ナースのお仕事	美羽さゆら	1	1	アンソロジー	
nurse-no-oshigoto	ナースのお仕事	香椎オルカ	1	1	アンソロジー	
nusumareta-houkago	ぬすまれた放課後	松本洋子	2	2	松本洋子（漫画家） / 松本洋子（漫画家）赤川次郎 / 赤川次郎	
nyansoro	にゃんソロ	いわみちさくら	1	1	オザキミカ / オザキミカ花福こざる / 花福こざる	
nyansoro	にゃんソロ	こやまけいこ	1	1	オザキミカ / オザキミカ花福こざる / 花福こざる	
nyansoro	にゃんソロ	たぁぽん	1	1	オザキミカ / オザキミカ花福こざる / 花福こざる	
nyansoro	にゃんソロ	三谷知子	1	1	オザキミカ / オザキミカ花福こざる / 花福こざる	
nyansoro	にゃんソロ	下地のりこ	1	1	オザキミカ / オザキミカ花福こざる / 花福こざる	
nyansoro	にゃんソロ	丸井諒子	1	1	オザキミカ / オザキミカ花福こざる / 花福こざる	
nyansoro	にゃんソロ	安堂友子	1	1	オザキミカ / オザキミカ花福こざる / 花福こざる	
nyansoro	にゃんソロ	宮咲ひろ美	1	1	オザキミカ / オザキミカ花福こざる / 花福こざる	
nyansoro	にゃんソロ	水谷さるころ	1	1	オザキミカ / オザキミカ花福こざる / 花福こざる	
nyansoro	にゃんソロ	竹ノ内ひとみ	1	1	オザキミカ / オザキミカ花福こざる / 花福こざる	
nyohanbou	女犯坊	滝沢解	4	4	ふくしま政美 / ふくしま政美坂本六有 / 坂本六有	
oba-chan-seijo-wagamichi-o-yuku	おばちゃん〈?〉聖女、我が道を行く	実川えむ	2	2	ミキマサハル / ミキマサハル実川えむ(ツギクル) / ミキマサハル実川えむ（ツギクル） / 実川えむ(ツギクル) / 実川えむ（ツギクル）	
obake-michi	おばけ道	小野寺浩二	1	1	小野寺 / 小野寺浩二石黒正数 / 正数 / 浩二 / 石黒	
obake-michi	おばけ道	石黒正数	1	1	小野寺 / 小野寺浩二石黒正数 / 正数 / 浩二 / 石黒	
obake-no-qtarou	オバケのQ太郎	上崎美恵子	20	20	藤子不二雄	
obake-no-qtarou	オバケのQ太郎	東京ムービー	20	20	藤子不二雄	
obito-no-hime-to-kubinashi-kishi	首の姫と首なし騎士	田倉トヲル	3	3	千歳四季 / 千歳四季睦月けい / 睦月けい	
obito-no-hime-to-kubinashi-kishi	首の姫と首なし騎士	蒼崎律	3	3	千歳四季 / 千歳四季睦月けい / 睦月けい	
ochi-tsuku-kazoku	オチつく家族	藤島じゅん	1	1	重野なおき	
ochiai-hiromitsu-no-oreryuu-tensei	落合博満のオレ流転生	宮川さとし	4	4	サトシ / 宮川 / 宮川サトシ川 / 川	
ochikobore-datta-ani-ga-jitsuwa-saikyou	落ちこぼれだった兄が実は最強	村上よしゆき	15	15	あるてら / よしゆき / 村上 / 村上よしゆき茨木野あるてら / 茨木野	
ochikobore-eishi-minarai-no-shounen-jitsu-wa-saikyou-saiaku-no-ansatsusha	落ちこぼれ衛士見習いの少年。 (実は) 最強最悪の暗殺者。	ミツコエユウ	5	5	マサイ / マサイミツコエユウ / ミツコエ / ユウ	
ochikobore-guild-shokuin-jitsu-wa-s-rank-shoukanshi-datta	落ちこぼれギルド職員、実はSランク召喚士だった	真名川 きりん	1	1	ana / きりん / 真名川 / 真名川きりん茨木野ana / 茨木野	
ochikobore-haku-madoushi-cecil-wa-taishougai-no-hazu-deshita	落ちこぼれ白魔導士セシルは対象外のはずでした	千石かのん	5	5	かのん / ハチ / 千石 / 智映 / 笹原 / 笹原智映千石かのん駒田ハチ / 駒田	
ochikobore-haku-madoushi-cecil-wa-taishougai-no-hazu-deshita	落ちこぼれ白魔導士セシルは対象外のはずでした	笹原智映	5	5	かのん / ハチ / 千石 / 智映 / 笹原 / 笹原智映千石かのん駒田ハチ / 駒田	
ochikobore-reijou-wa-koushaku-kakka-kara-no-dekiai-ni-kizukanai	落ちこぼれ令嬢は、公爵閣下からの溺愛に気付かない	柏りんこ	2	2	tatsuki / りんこ / アルト / 柏 / 柏りんこアルトtatsuki	
ochiten-battle-anjierika	堕ち天!バトルアンジェリカ	葉月まゆみ	2	2	面堂かずき	
octagonian	オクタゴニアン	大塚英志	1	1	杉浦守	
oda-nobuna-no-yabou	織田信奈の野望	みやま零	6	6	春日みかげ / 青刃時雨 / 青刃時雨春日みかげ	
odaiba-love-survival	Odaibaラブサバイバル	小林深雪	2	2	白沢まりも	
odawara-dragon-quest	小田原ドラゴンくえすと!	すとろう小泉	2	2	小田原ドラゴン	
odawara-dragon-quest	小田原ドラゴンくえすと!	石川キンテツ	2	2	小田原ドラゴン	
odayaka-kizoku-no-kyuuka-no-susume	穏やか貴族の休暇のすすめ。@COMIC	岬	15	15	百地	
odd-taxi	オッドタクシー	ピクス	5	5	P．I．C．S． / 小戸川交通パートナーズ / 此元和津也 / 此元和津也／P．I．C．S．肋家竹一 / 竹一 / 肋家	
odyssey	オデッセイ	史村翔	5	5	史村 / 史村翔池上遼一 / 池上 / 池上遼一史村翔 / 翔 / 遼一	
odyssey	オデッセイ	池上遼一	5	5	史村 / 史村翔池上遼一 / 池上 / 池上遼一史村翔 / 翔 / 遼一	
oedo-kyouryuuden	大江戸恐龍伝	やまあき連理	2	2	やまあき / 夢枕 / 夢枕獏やまあき道屯 / 獏 / 道屯	
oedo-kyouryuuden	大江戸恐龍伝	やまあき道屯	2	2	やまあき / 夢枕 / 夢枕獏やまあき道屯 / 獏 / 道屯	
oedo-kyouryuuden	大江戸恐龍伝	夢枕獏	2	2	やまあき / 夢枕 / 夢枕獏やまあき道屯 / 獏 / 道屯	
office-rei	OFFICE麗	宮鳩さなえ	12	12	宮塢さなえ / 宮塢さなえ野々村秀樹 / 野々村秀樹	
ofutari-sama-fuufu-roukatsu-hajimemashita	おふたりさま夫婦、老活はじめました。	堀田あきお	1	1	堀田あきお＆かよ	
ofutari-sama-fuufu-roukatsu-hajimemashita	おふたりさま夫婦、老活はじめました。	堀田かよ	1	1	堀田あきお＆かよ	
oharaibako-no-tensai-fuyo-jutsushi-wa-henkyou-de-yuuyuu-jiteki-ni-kurashitai	おはらい箱の天才付与術師は、辺境で悠々自適に暮らしたい	柊木楸	2	2	柊木 / 柊木楸水無月 / 楸 / 水無月	
ohariko-reijou-to-koori-no-hakushaku-no-shiroi-kekkon	お針子令嬢と氷の伯爵の白い結婚	サザメ漬け	4	4	サザメ / 岩上 / 岩上翠サザメ漬け / 漬け / 翠	
ohariko-reijou-to-koori-no-hakushaku-no-shiroi-kekkon	お針子令嬢と氷の伯爵の白い結婚	岩上翠	4	4	サザメ / 岩上 / 岩上翠サザメ漬け / 漬け / 翠	
ohi-sama	連続テレビ小説 おひさま	岡田惠和	2	2	マッサ留美子 / 岡田恵和 / 岡田恵和マッサ留美子	
ohitori-sama-deshita	おひとりさまでした。	いつき楼	2	2	いつき / 光汰 / 天那 / 天那光汰いつき楼 / 楼	
ohitori-sama-deshita	おひとりさまでした。	天那光汰	2	2	いつき / 光汰 / 天那 / 天那光汰いつき楼 / 楼	
ohitori-sama-hotel	おひとりさまホテル	マキヒロチ	8	8	まろ / まろマキヒロチ / ヒロチ / マキ / マキヒロチまろ	
oikomiya-ginji	追い込み屋銀次	上之二郎	2	2	佐藤良治 / 佐藤良治荒木秀一 / 荒木秀一	
oishii-coffee-no-irekata	おいしいコーヒーのいれ方	村山由佳	12	12	アオ / 村山 / 由佳 / 結布 / 裕貴 / 雀村 / 青沼 / 青沼裕貴村山由佳雀村アオ結布	
oishii-coffee-no-irekata	おいしいコーヒーのいれ方	青沼裕貴	12	12	アオ / 村山 / 由佳 / 結布 / 裕貴 / 雀村 / 青沼 / 青沼裕貴村山由佳雀村アオ結布	
oishii-kyuushoku	おいしい給食	アミューズメントメディア総合学院	2	2	AMG出版 / AMG出版麻生我等 / 麻生我等 / 麻生我等AMG出版	
oishinbo-arakaruto	美味しんぼア・ラ・カルト	花咲アキラ	50	50	アキラ / 哲 / 花咲 / 雁屋 / 雁屋哲花咲アキラ	
oishinbo-arakaruto	美味しんぼア・ラ・カルト	雁屋哲	50	50	アキラ / 哲 / 花咲 / 雁屋 / 雁屋哲花咲アキラ	
oja-majo-doremi	おジャ魔女どれみ	東堂いづみ	3	3	たかなししずえ	
ojarumaru-yakusoku-no-natsu	おじゃる丸 約束の夏	池田真美子	1	1	井原裕士 / 井原裕士池田眞美子犬丸りん / 池田眞美子 / 犬丸りん	
oji-sama-lv-1	王子さまlv 1	アリスブルー	2	2	アリスブル- / 桑原祐子 / 桑原祐子アリスブル-	
ojou-sama-no-okiniiri	お嬢様のお気に入り	波津彬子	3	3	彬子 / 波津 / 波津彬子門賀美央子 / 美央子 / 門賀	
ojou-sama-no-okiniiri	お嬢様のお気に入り	門賀美央子	3	3	彬子 / 波津 / 波津彬子門賀美央子 / 美央子 / 門賀	
ojousamakei-teihen-dungeon-haishinsha-meiwakukei-o-bokottara-bazutte-densetsu-ni-nattemasuwa	お嬢様系底辺ダンジョン配信者、迷惑系をボコったらバズって伝説になってますわ!?	山田孝太郎	3	3	大空 / 孝太郎 / 山田 / 福きつね / 赤城 / 赤城大空山田孝太郎福きつね	
ojousamakei-teihen-dungeon-haishinsha-meiwakukei-o-bokottara-bazutte-densetsu-ni-nattemasuwa	お嬢様系底辺ダンジョン配信者、迷惑系をボコったらバズって伝説になってますわ!?	赤城大空	3	3	大空 / 孝太郎 / 山田 / 福きつね / 赤城 / 赤城大空山田孝太郎福きつね	
ojukenshimasu	お受験します!	畑嶺明	4	4	飛鳥あると	
okaasan-boukensha-login-bonus-de-skill-shufu-ni-mezamemashita	お母さん冒険者、ログインボーナスでスキル【主婦】に目覚めました。週一貰えるチラシで冒険者生活頑張ります！	鴨川 新一	3	3	ユーコ / 京一 / 新一 / 鴨川 / 鴨川新一ユーコ京一	
okarutooku	オカルトーク!	大崎知仁	4	4	ニナハチ / ニナハチ大崎知仁 / 大崎 / 知仁	
okashina-gamubooru	おかしなガムボール	タイソン・ヘス	2	2	ギブソン / タイソン / フランク / フランクギブソンタイソンヘス / ヘス / ベン / ベンボクレーフランクギブソン / ボクレー	
okashina-gamubooru	おかしなガムボール	フランク・ギブソン	2	2	ギブソン / タイソン / フランク / フランクギブソンタイソンヘス / ヘス / ベン / ベンボクレーフランクギブソン / ボクレー	
okashina-tensei	おかしな転生	古流望	14	14	桐井 / 飯田せりこ	
okashina-tensei	おかしな転生	富沢みどり	14	14	桐井 / 飯田せりこ	
okiraku-reijou-wa-konyaku-haki-ni-hokusoemu	お気楽令嬢は、婚約破棄にほくそ笑む	アバタロー作家	2	2	アバタロー / 彩綺いろは / 彩綺いろはアバタロー	
okiraku-ryoushu-no-tanoshii-ryouchi-bouei	お気楽領主の楽しい領地防衛	赤池宗	8	8	宗 / 赤池 / 転 / 青色まろ / 青色まろ赤池宗転	
okitara-20-nengo-nandesukedo	起きたら20年後なんですけど!	おの秋人	4	4	おの / おの秋人原作：遠野九重 / おの秋人遠野九重 / 九重 / 原作：遠野 / 秋人 / 遠野	
okitara-20-nengo-nandesukedo	起きたら20年後なんですけど!	遠野九重	4	4	おの / おの秋人原作：遠野九重 / おの秋人遠野九重 / 九重 / 原作：遠野 / 秋人 / 遠野	
okitsune-sama-no-irui-konin-tan	お狐様の異類婚姻譚	糸森環	7	7	いなる / いなる糸森環凪かすみ / かすみ / 凪 / 環 / 糸森	
okoborehime-to-entaku-no-kishi	おこぼれ姫と円卓の騎士	起家一子	3	3	かおり / リンネ / 一子 / 暁 / 暁かおり / 暁かおり石田リンネ / 暁かおり石田リンネ起家一子 / 石田 / 石田リンネ / 起	
oku-man-chouja-no-negaigoto	億万長者の願い事	レイチェル・ベイリー	1	1	ベイリー / レイチェル / 藤田和子 / 藤田和子レイチェルベイリー	
okubyou-na-megami	臆病な女神	RowellPatricia Frances	2	2	パトリシア / フランシス / ローエル / 藤田和子（漫画家） / 藤田和子（漫画家）パトリシアフランシスローエル	
okubyou-na-megami	臆病な女神	藤田和子	2	2	パトリシア / フランシス / ローエル / 藤田和子（漫画家） / 藤田和子（漫画家）パトリシアフランシスローエル	
okuman-chouja-ni-ienai-himitsu	億万長者に言えない秘密	キャンディ・シェパード	1	1	キャンディ / シェパード / 有沢遼 / 有沢遼キャンディシェパード	
omae-niwa-sainou-ga-nai-to-tsugerareta-shoujo-kaibutsu-to-hyousareru-sainou-no-mochinushi-datta	「お前には才能がない」と告げられた少女、怪物と評される才能の持ち主だった@COMIC	ラチム	2	2	東里桐子	
omae-niwa-sainou-ga-nai-to-tsugerareta-shoujo-kaibutsu-to-hyousareru-sainou-no-mochinushi-datta	「お前には才能がない」と告げられた少女、怪物と評される才能の持ち主だった@COMIC	桐原のん	2	2	東里桐子	
omae-o-tsuihousareta-suru-tsuihousareta-sareta-no-wa-ore-dewa-naku-mukuchi-na-mahou-shoujo-deshita	「お前を追放する」追放されたのは俺ではなく無口な魔法少女でした	八尾匠	6	5	まるせい / まるせい八尾匠福きつね / 八尾 / 匠 / 福きつね	
omae-yobawari-de-konyaku-haki-ringoku-de-jiyuu-o-ouka-suru-node-douzo-okamainaku	お前呼ばわりで婚約破棄?隣国で自由を謳歌するのでどうぞお構いなく!	拓平	2	2	タクヘイ / タクヘイ雨宮れん / 雨宮れん	
omatsuri-ryourinin-saitama-yumeichi	お祭り料理人さいたま夢一	川中大海	2	2	早野旬太郎	
omenikakarete	お目にかかれて	小野山理絵	2	2	彬子 / 波津 / 波津彬子	
omoide-poroporo	おもひでぽろぽろ	岡本蛍	5	4	刀根夕子 / 岡本螢 / 岡本螢刀根夕子	
omori	OMORI	此糸縫	4	4	OMOCAT / OMOCAT此糸縫 / 此糸 / 縫	
omotome-itadaita-bou-kun-heika-no-akujo-desu	お求めいただいた暴君陛下の悪女です	ソラジマ	9	9	SORAJIMA / SORAJIMA天壱 / 制作：SORAJIMA / 天壱 / 天壱SORAJIMA / 天壱制作：SORAJIMA	
omukae-ni-agarimashita	お迎えに上がりました。	桜井みわ	5	5	まつり / みわ / 七草 / 桜井 / 桜井みわ竹林七草雛川まつり / 竹林 / 雛川	
omukae-ni-agarimashita	お迎えに上がりました。	竹林七草	5	5	まつり / みわ / 七草 / 桜井 / 桜井みわ竹林七草雛川まつり / 竹林 / 雛川	
on-o-ada-de-kaesareta-reijou-no-kazoku-ga-damatte-iru-wake-ga-nai	恩を仇で返された令嬢の家族が黙っている訳がない	コミックルーム	5	5	COMIC / ROOM / 七ツ河ほづみ / 七ツ河ほづみ／COMICROOM	
onape	オナぺ	カマキリ	2	1	佐藤沙緒理	
onape	オナぺ	佐藤沙緒里	2	1	佐藤沙緒理	
onape	オナぺ	栗山なつき	2	1	佐藤沙緒理	
one-ope-joker	ワンオペJOKER	DCコミックス	3	3	DC / サトシ / 宮川 / 宮川サトシ後藤慶介DC / 後藤 / 慶介	
one-ope-joker	ワンオペJOKER	宮川サトシ	3	3	DC / サトシ / 宮川 / 宮川サトシ後藤慶介DC / 後藤 / 慶介	
one-ope-joker	ワンオペJOKER	後藤慶介	3	3	DC / サトシ / 宮川 / 宮川サトシ後藤慶介DC / 後藤 / 慶介	
one-piece-episode-ace	ONE PIECEエピソードエース	尾田栄一郎	2	2	Boichi / Boichi石山諒尾田栄一郎ひなたしょう浜崎達也 / しょう / ひなた / 尾田 / 栄一郎 / 浜崎 / 石山 / 諒	
one-piece-episode-ace	ONE PIECEエピソードエース	石山諒	2	2	Boichi / Boichi石山諒尾田栄一郎ひなたしょう浜崎達也 / しょう / ひなた / 尾田 / 栄一郎 / 浜崎 / 石山 / 諒	
one-zero	ワン・ゼロ	町山智浩	7	7	佐藤史生	
onegai-mai-melody-kurukuru-shuffle	おねがいマイメロディ くるくるシャッフル!	おの・としひろ	2	2	うえだ美貴	
onegai-mai-melody-kurukuru-shuffle	おねがいマイメロディ くるくるシャッフル!	やました売	2	2	うえだ美貴	
onegai-mai-melody-kurukuru-shuffle	おねがいマイメロディ くるくるシャッフル!	サンリオ	2	2	うえだ美貴	
onegai-mai-melody-kurukuru-shuffle	おねがいマイメロディ くるくるシャッフル!	大橋よしひこ	2	2	うえだ美貴	
onegai-mai-melody-kurukuru-shuffle	おねがいマイメロディ くるくるシャッフル!	富士山みえる	2	2	うえだ美貴	
onegai-mai-melody-kurukuru-shuffle	おねがいマイメロディ くるくるシャッフル!	島津蓮	2	2	うえだ美貴	
oni-nagai-1971	鬼	コミックス	2	2	永井豪	
oni-no-tsumadoi	鬼の妻問い	別府マコト	2	2	コマリ / マコト / 別府 / 黒 / 黒コマリ別府マコト	
oni-no-tsumadoi	鬼の妻問い	黒コマリ	2	2	コマリ / マコト / 別府 / 黒 / 黒コマリ別府マコト	
oni-rinban	鬼輪番	ながやす巧	1	1	小池一雄	
oni-rinban	鬼輪番	やまさき拓味	1	1	小池一雄	
oni-rinban	鬼輪番	小池一夫	1	1	小池一雄	
onihei-hankachou	鬼平犯科帳	久保田千太郎	122	122	さいとう / さいとうたかを / さいとうたかを池波正太郎 / たかを / 正太郎 / 池波 / 池波正太郎	
onihei-hankachou	鬼平犯科帳	北鏡太	122	122	さいとう / さいとうたかを / さいとうたかを池波正太郎 / たかを / 正太郎 / 池波 / 池波正太郎	
onihei-hankachou	鬼平犯科帳	坂本六有	122	122	さいとう / さいとうたかを / さいとうたかを池波正太郎 / たかを / 正太郎 / 池波 / 池波正太郎	
onihei-hankachou	鬼平犯科帳	大原久澄	122	122	さいとう / さいとうたかを / さいとうたかを池波正太郎 / たかを / 正太郎 / 池波 / 池波正太郎	
onihei-hankachou	鬼平犯科帳	守山カオリ	122	122	さいとう / さいとうたかを / さいとうたかを池波正太郎 / たかを / 正太郎 / 池波 / 池波正太郎	
onihei-hankachou	鬼平犯科帳	村田青	122	122	さいとう / さいとうたかを / さいとうたかを池波正太郎 / たかを / 正太郎 / 池波 / 池波正太郎	
onihei-hankachou	鬼平犯科帳	植田真太郎	122	122	さいとう / さいとうたかを / さいとうたかを池波正太郎 / たかを / 正太郎 / 池波 / 池波正太郎	
onihei-hankachou	鬼平犯科帳	金成陽三郎	122	122	さいとう / さいとうたかを / さいとうたかを池波正太郎 / たかを / 正太郎 / 池波 / 池波正太郎	
onihei-hankachou-jinbutsuden	鬼平犯科帳人物伝	久保田千太郎	9	9	さいとう / さいとうたかを / さいとうたかを池波正太郎 / たかを / 池波正太郎	
onihei-hankachou-jinbutsuden	鬼平犯科帳人物伝	大原久澄	9	9	さいとう / さいとうたかを / さいとうたかを池波正太郎 / たかを / 池波正太郎	
onimotsu-to-yobareta-tensei-hime-wa-shoukan-yuusha-ni-koi-o-shite-seijo-ni-narimashita	お荷物と呼ばれた転生姫は、召喚勇者に恋をして聖女になりました	南々瀬なつ	4	4	なつ / マチバリ / マチバリ南々瀬なつ / 南々瀬	
oniyami-hana-kagari	鬼闇花かがり	島みのり	1	1	かんべあきら	
onmitsukenshi	隠密剣士	宣弘社	1	1	堀江卓	
onmyou-kaiten-rebirth	陰陽廻天　Re：バース	作乃 藤湖	2	2	作乃 / 救助 / 松本 / 松本救助作乃藤湖 / 藤湖	
onmyou-kaiten-rebirth	陰陽廻天　Re：バース	松本 救助	2	2	作乃 / 救助 / 松本 / 松本救助作乃藤湖 / 藤湖	
onna-dakara-to-party-o-tsuihousareta-sareta-node-densetsu-no-majo-to-saikyou-tag-o-kumimashita	女だから、とパーティを追放されたので伝説の魔女と最強タッグを組みました	りりうら世都	6	6	あめこ / りりうら / カズトモ / 三弥 / 世都 / 蛙田 / 蛙田あめこりりうら世都三弥カズトモ	
onna-dakara-to-party-o-tsuihousareta-sareta-node-densetsu-no-majo-to-saikyou-tag-o-kumimashita	女だから、とパーティを追放されたので伝説の魔女と最強タッグを組みました	蛙田あめこ	6	6	あめこ / りりうら / カズトモ / 三弥 / 世都 / 蛙田 / 蛙田あめこりりうら世都三弥カズトモ	
onna-deka-persona	女刑事ペルソナ	高橋雄一郎	5	5	出海まこと / 高橋雄一郎（漫画家） / 高橋雄一郎（漫画家）出海まこと	
onna-katchuu-kishi-san-to-boku	女甲冑騎士さんとぼく	ツナミノユウ	2	2	タイル / ツナミノ / ツナミノユウ青井タイル / ユウ / 青井	
onna-katchuu-kishi-san-to-boku	女甲冑騎士さんとぼく	青井タイル	2	2	タイル / ツナミノ / ツナミノユウ青井タイル / ユウ / 青井	
onna-tantei-ha-yamerarenai	女探偵はやめられない	渡辺直美	1	1	森尾理奈	
onnagari	女狩り	倉科遼	1	1	佐多みさき	
onnakui	女喰い	小嶋悟	9	9	みね武 / 伊東恒久 / 向後つぐお / 向後つぐお伊東恒久	
onnakui	女喰い	広尾満	9	9	みね武 / 伊東恒久 / 向後つぐお / 向後つぐお伊東恒久	
onnakui	女喰い	広山義慶	9	9	みね武 / 伊東恒久 / 向後つぐお / 向後つぐお伊東恒久	
onnanoko-ha-koi-o-suruto-mousou-shichaun-desu	女の子は恋をすると妄想しちゃうんです。	くまがい杏子	1	1	くまがい / もも / 倫 / 左右田 / 早希 / 服部 / 杏子 / 水瀬 / 水瀬藍くまがい杏子服部美紀左右田もも紫海早希銀ノ橋倫 /	
onnanoko-ha-koi-o-suruto-mousou-shichaun-desu	女の子は恋をすると妄想しちゃうんです。	左右田もも	1	1	くまがい / もも / 倫 / 左右田 / 早希 / 服部 / 杏子 / 水瀬 / 水瀬藍くまがい杏子服部美紀左右田もも紫海早希銀ノ橋倫 /	
onnanoko-ha-koi-o-suruto-mousou-shichaun-desu	女の子は恋をすると妄想しちゃうんです。	服部美紀	1	1	くまがい / もも / 倫 / 左右田 / 早希 / 服部 / 杏子 / 水瀬 / 水瀬藍くまがい杏子服部美紀左右田もも紫海早希銀ノ橋倫 /	
onnanoko-ha-koi-o-suruto-mousou-shichaun-desu	女の子は恋をすると妄想しちゃうんです。	水瀬藍	1	1	くまがい / もも / 倫 / 左右田 / 早希 / 服部 / 杏子 / 水瀬 / 水瀬藍くまがい杏子服部美紀左右田もも紫海早希銀ノ橋倫 /	
onnanoko-ha-koi-o-suruto-mousou-shichaun-desu	女の子は恋をすると妄想しちゃうんです。	紫海早希	1	1	くまがい / もも / 倫 / 左右田 / 早希 / 服部 / 杏子 / 水瀬 / 水瀬藍くまがい杏子服部美紀左右田もも紫海早希銀ノ橋倫 /	
onnanoko-ha-koi-o-suruto-mousou-shichaun-desu	女の子は恋をすると妄想しちゃうんです。	花本麻実	1	1	くまがい / もも / 倫 / 左右田 / 早希 / 服部 / 杏子 / 水瀬 / 水瀬藍くまがい杏子服部美紀左右田もも紫海早希銀ノ橋倫 /	
onnanoko-ha-koi-o-suruto-mousou-shichaun-desu	女の子は恋をすると妄想しちゃうんです。	銀ノ橋倫	1	1	くまがい / もも / 倫 / 左右田 / 早希 / 服部 / 杏子 / 水瀬 / 水瀬藍くまがい杏子服部美紀左右田もも紫海早希銀ノ橋倫 /	
onnanoko-tte	女の子って。	小塚祐子	4	4	カナヘイ	
onsen-e-yukou	温泉へゆこう!	石川理夫	12	12	中西やすひろ	
ontama	おんたま!	前田登	2	2	吉井ダン	
onzoushi-no-wana-wa-sweets-yori-mo-amaku	御曹司の罠はスイーツよりも甘く	佐倉朱音	2	2	アカネ / サクラ / 佐倉 / 朱音 / 黒田うらら / 黒田うららサクラアカネ / 黒田うらら佐倉朱音	
oodeyubon-no-inori	オーデュボンの祈り	木村哲也	2	2	伊坂幸太郎 / 伊坂幸太郎木村哲也（漫画家） / 木村哲也（漫画家）	
oojou-no-monogatari	O嬢の物語	ギド・クレパクス	2	2	ギド / ギドクレパクスポ-リ-ヌレア-ジュ / クレパクス / ポ-リ-ヌ / レア-ジュ	
oojou-no-monogatari	O嬢の物語	ポーリーヌ・レアージュ	2	2	ギド / ギドクレパクスポ-リ-ヌレア-ジュ / クレパクス / ポ-リ-ヌ / レア-ジュ	
ookami-jingisukan	狼ジンギス汗	企画	3	3	石川球太 / 石川球太講談社 / 講談社	
ookami-koushaku-to-ai-no-reiyaku	狼侯爵と愛の霊薬	橘千秋	1	1	千秋 / 壱木ハル / 壱木ハル橘千秋紫真依 / 橘 / 真依 / 紫	
