slug	題	巻書誌に無い著者	頁の巻数	照合できた巻数	巻書誌にある著者	reason
ookami-o-karu-housoku	狼を狩る法則	LangleyJ. L	2	2	J．L．ラングレー / 麻々原絵里依 / 麻々原絵里依J．L．ラングレー	
ookami-to-koushinryou	狼と香辛料	志倉凍砂	16	16	小梅けいと / 小梅けいと支倉凍砂 / 小梅けいと支倉凍砂文倉十 / 支倉凍砂 / 支倉凍砂小梅けいと / 支倉凍砂小梅けいと文倉十 / 文	
ookami-to-koushinryou-spring-log	狼と香辛料Spring Log	UNO STUDIO	2	2	STUDIO / UNO / くがふたつ / くがふたつ支倉凍砂UNOSTUDIO文倉十 / 支倉凍砂 / 文倉十	
oooku-2012	大奥	フジテレビジョン	1	1	本田恵子	
oorasu-uramichi-no-yanagi	オーラス	嶺岸信明	6	6	信明 / 嶺岸 / 押川 / 押川雲太朗嶺岸信明 / 雲太朗	
oorasu-uramichi-no-yanagi	オーラス	押川雲太朗	6	6	信明 / 嶺岸 / 押川 / 押川雲太朗嶺岸信明 / 雲太朗	
oosutoraria-de-dai-no-ji	オーストラリアで大の字	LaszloTony	1	1	トニー / ラズロ / 小栗 / 小栗左多里トニーラズロ / 左多里	
oosutoraria-de-dai-no-ji	オーストラリアで大の字	小栗左多里	1	1	トニー / ラズロ / 小栗 / 小栗左多里トニーラズロ / 左多里	
ooyukiumi-no-kaina	大雪海のカイナ	弐瓶勉	3	3	勉（東亜重工） / 弐瓶 / 武本 / 武本糸会弐瓶勉（東亜重工） / 糸会	
ooyukiumi-no-kaina	大雪海のカイナ	武本糸会	3	3	勉（東亜重工） / 弐瓶 / 武本 / 武本糸会弐瓶勉（東亜重工） / 糸会	
opekan	オペ看	人間まお	3	3	まお / ミサヲ / ミサヲ人間まお / 人間	
operation-g-g	オペレーションG.G	さいとうプロダクション	5	5	さいとう / さいとうたかを / たかを	
operation-g-g	オペレーションG.G	鷹匠政彦	5	5	さいとう / さいとうたかを / たかを	
operaza-de-mattete	オペラ座で待ってて	越智静香	3	3	さいとう / さいとうちほ / ちほ	
operaza-no-kaijin	オペラ座の怪人	ガストン・ルルー	1	1	真崎春望	
operaza-no-kaijin-jet1995	オペラ座の怪人	ガストン・ルルー	1	1	JET	
oppai-jockey	おっぱいジョッキー	チャーリー☆正	11	11	チャーリー / チャーリー正 / チャーリー正木山道明 / 木山道明 / 木山道明チャーリー正 / 正	
oracle-himiko-san	おらくる☆ヒミコさん	袖木涼太	2	2	内田俊 / 内田俊柚木涼太 / 柚木涼太 / 柚木涼太内田俊	
ore-dake-fuguu-skill-no-isekai-shoukan-hangyakuki	俺だけ不遇スキルの異世界召喚叛逆記	高幡隆盛	16	16	すかいふぁーむ / 隆盛 / 高幡 / 高幡隆盛すかいふぁーむ	
ore-dake-level-appu-na-ken	俺だけレベルアップな件	DUBU(REDICE STUDIO)	24	24	Chugong / DUBU（REDICE / DUBU（REDICESTUDIO）Chugong / DUBU（REDICESTUDIO）	
ore-dake-level-up-na-ken-gaiden	俺だけレベルアップな件外伝	DISCIPLES(REDICE STUDIO)	1	1	Chugong / DISCIPLES(REDICE / DISCIPLES(REDICESTUDIO)Chugongh-goon / ST	
ore-dake-skill-ga-yatara-poemii-nandakedo	俺だけスキルがやたらポエミーなんだけど	能勢ナツキ	2	2	nyanya / てんたくろー / ナツキ / 能勢 / 能勢ナツキてんたくろーnyanya	
ore-ga-heroine-o-tasukesugite-sekai-ga-little-apocalypse	俺がヒロインを助けすぎて世界がリトル黙示録!?	長谷川光司	5	5	なめこ印 / 長谷川光司（漫画家） / 長谷川光司（漫画家）なめこ印	
ore-ga-kokuhaku-sarete-kara-ojou-no-yousu-ga-okashii	俺が告白されてから、お嬢の様子がおかしい。	左リュウ	2	2	ホビージャパン刊) / 八塔雪 / 左リュウ(HJ文庫 / 左リュウ(HJ文庫／ホビージャパン刊)八塔雪竹花ノート / 竹花ノート	
ore-niwa-kono-kuragari-ga-kokochiyokatta	俺にはこの暗がりが心地よかった	星崎崑	5	5	AOIKO / Niθ / SBクリエイティブ刊） / 星崎崑（GAノベル / 星崎崑（GAノベル／SBクリエイティブ刊）AOIKONiθ	
ore-no-genjitsu-wa-love-game-ka-to-omottara-inochigake-no-game-datta	俺の現実は恋愛ゲーム??-かと思ったら命がけのゲームだった	奈栩	22	22	Land) / わるいおとこ / わるいおとこ彭傑 / わるいおとこ彭傑&奈栩(FriendlyLand)夕薙 / わるいおとこ彭傑&奈栩夕	
ore-no-kantei-skill-ga-cheat-sugite	俺の『鑑定』スキルがチートすぎて	澄守彩	6	6	冬馬 / 彩 / 来彩 / 澄守 / 翔 / 龍牙 / 龍牙翔澄守彩冬馬来彩	
ore-no-kantei-skill-ga-cheat-sugite	俺の『鑑定』スキルがチートすぎて	龍牙翔	6	6	冬馬 / 彩 / 来彩 / 澄守 / 翔 / 龍牙 / 龍牙翔澄守彩冬馬来彩	
ore-no-nounai-sentakushi-ga-gakuen-rabukome-o-zenryoku-de-jama-shite-iru-eichi	俺の脳内選択肢が、学園ラブコメを全力で邪魔しているH	ユキヲ	2	2	春日部タケル / 長谷見亮 / 長谷見亮春日部タケル	
ore-no-oyome-san-hentai-kamoshirenai	俺のお嫁さん、変態かもしれない	白井敬祐公認会計士	4	4	あゆま紗由 / くろい / 両角潤香 / 神楽武志 / 神楽武志両角潤香くろいあゆま紗由	
ore-no-risk	俺のリスク	イシイ渡	4	4	イシイ / トマト / 渡 / 鳥 / 鳥トマトイシイ渡	
ore-no-risk	俺のリスク	鳥トマト	4	4	イシイ / トマト / 渡 / 鳥 / 鳥トマトイシイ渡	
ore-no-shibou-flag-ga-todomaru-tokoro-o-shiranai	俺の死亡フラグが留まるところを知らない	乙須ミツヤ	8	8	Aちき / ミツヤ / 乙須 / 乙須ミツヤ泉Aちき / 泉	
ore-no-shikabane-o-koete-yuke	俺の屍を越えてゆけ	ソニー・コンピュータエンタテインメント	2	2	コンピュータエンタテインメント / ソニー / 日の出ハイム / 日の出ハイムソニーコンピュータエンタテインメント	
ore-no-zense-no-chishiki-de-teihenshoku-tamer-ga-joukyuushoku-ni-natte-shimaisou-na-ken	俺の前世の知識で底辺職テイマーが上級職になってしまいそうな件	可換環	11	10	にわリズム / にわリズム可換環 / にわリズム可換環カット / カット / 可換 / 環	
ore-o-suki-nano-wa-omae-dake-kayo	俺を好きなのはお前だけかよ	伊島ユウ	6	6	ブリキ / ユウ / 伊島 / 伊島ユウ駱駝ブリキ / 駱駝	
ore-party-nukeruwa-ga-kuchiguse-no-skill-shukushou-no-diiranku-boukensha-seijo-to-kekkon-shite	「俺、パーティー抜けるわ」が口癖のスキル〈縮小〉のDランク冒険者、聖女と結婚して勇者パーティーに加入するハメになる	暁月優	4	4	優 / 夕 / 暁月 / 暁月優夕	
ore-sama-oshikake-darling-wa-onzoushi	オレ様押しかけダーリンは御曹司	明生茉依	2	2	アキオ / マイ / 明生 / 氷室桜 / 氷室桜アキオマイ / 氷室桜明生茉依 / 茉依	
ore-to-seijo-ga-dekiteru-koto-ga-baretara-kono-party-wa-houkai-suru	俺と聖女がデキてることがバレたらこのパーティーは崩壊する	原田重光	2	2	原田 / 重光 / 電磁猫楽団 / 電磁猫楽団原田重光	
ore-wa-mada-honki-o-dashite-inai-dx	俺はまだ、本気を出していないDX	二宮カク	9	9	さくらねこ / リキタケ / リキタケ三木なずな / リキタケ三木なずなさくらねこ / 三木なずな	
ore-yuusha-ja-nai-desu-kara	俺、勇者じゃないですから。	伊咲ウタ	9	9	ゆるり / ウタ / 伊咲 / 心音 / 心音ゆるり伊咲ウタ	
ore-yuusha-ja-nai-desu-kara	俺、勇者じゃないですから。	心音ゆるり	9	9	ゆるり / ウタ / 伊咲 / 心音 / 心音ゆるり伊咲ウタ	
oreka-monsters-bouken-rendetsu	オレカモンスターズ冒険烈伝	出水ぽすか	3	3	ぽすか / コナミデジタルエンタテインメント / 出水 / 出水ぽすかコナミデジタルエンタテインメント	
orenosora	俺の空	チューリップ組	19	19	本宮ひろ志	
orenosora	俺の空	高橋よしひろ	19	19	本宮ひろ志	
oretachi-no-itadaki	おれたちの頂	川島健三	3	3	塀内夏子 / 塀内真人	
oretachi-no-step	俺たちのステップ	Ruru	2	2	RURU	
oretachi-no-step	俺たちのステップ	六月十三	2	2	RURU	
orinposu-no-togabito	オリンポスの咎人	ジーナ・ショウォルター	5	5	アリスン / アリスンジーナショウォルター / ショウォルター / ジーナ / 冬木るりか / 冬木るりかジーナショウォルター / 岩崎陽子	
orion-no-shounen	オリオンの少年	ブロッコリー	5	5	極楽院桜子 / 極楽院櫻子	
orion-no-shounen	オリオンの少年	中井まれかつ	5	5	極楽院桜子 / 極楽院櫻子	
orutaa-ego	オルターエゴ	SánchezAnaC	1	1	C / アナ / アナCサンチェス / サンチェス	
orutaa-ego	オルターエゴ	山口真果	1	1	C / アナ / アナCサンチェス / サンチェス	
osagashi-no-hatsukoi-aite-wa-tabun-watashi-desu-towa-totemo-ienai	お探しの初恋相手はたぶん私です、とはとても言えない。	永野水貴	2	2	水貴 / 永野 / 永野水貴火鳴。 / 火鳴。	
osananajimi-ja-dame-desuka	幼なじみじゃダメですか?	あゆみ凛	1	1	あゆみ / わたなべ / コズエ / ミオ / ユキ / 凛 / 千葉 / 千葉コズエわたなべ志穂白石ユキ宮沢りつこ真村ミオあゆみ凛 / 宮	
osananajimi-ja-dame-desuka	幼なじみじゃダメですか?	わたなべ志穂	1	1	あゆみ / わたなべ / コズエ / ミオ / ユキ / 凛 / 千葉 / 千葉コズエわたなべ志穂白石ユキ宮沢りつこ真村ミオあゆみ凛 / 宮	
osananajimi-ja-dame-desuka	幼なじみじゃダメですか?	千葉コズエ	1	1	あゆみ / わたなべ / コズエ / ミオ / ユキ / 凛 / 千葉 / 千葉コズエわたなべ志穂白石ユキ宮沢りつこ真村ミオあゆみ凛 / 宮	
osananajimi-ja-dame-desuka	幼なじみじゃダメですか?	星森ゆきも	1	1	あゆみ / わたなべ / コズエ / ミオ / ユキ / 凛 / 千葉 / 千葉コズエわたなべ志穂白石ユキ宮沢りつこ真村ミオあゆみ凛 / 宮	
osananajimi-ja-dame-desuka	幼なじみじゃダメですか?	白石ユキ	1	1	あゆみ / わたなべ / コズエ / ミオ / ユキ / 凛 / 千葉 / 千葉コズエわたなべ志穂白石ユキ宮沢りつこ真村ミオあゆみ凛 / 宮	
osananajimi-ja-dame-desuka	幼なじみじゃダメですか?	真村ミオ	1	1	あゆみ / わたなべ / コズエ / ミオ / ユキ / 凛 / 千葉 / 千葉コズエわたなべ志穂白石ユキ宮沢りつこ真村ミオあゆみ凛 / 宮	
osananajimi-kanojo-no-morahara-ga-hidoinde-zetsuen-sengen-shiteyatta	幼馴染彼女のモラハラがひどいんで絶縁宣言してやった	斧名田マニマニ	5	5	ヒゲ / ヒゲ斧名田マニマニ / マニマニ / 斧名田	
oshaka-sama-to-deshitachi	おシャカさまと弟子たち	宮腰義勝	6	6	ひろさちや / ひろさちや望月あきら / 望月あきら	
oshi-couple-ni-shuuchaku-sarehajimemashita	推しカップルに執着されはじめました	STUDIO INUS	1	1	INUS / Joowinter / STUDIO / STUDIOINUSmachyo(comicloft)Joowinter / mac	
oshi-ga-tonari-de-jugyou-ni-shuuchuu-dekinai	推しが隣で授業に集中できない!	筒井テツ	7	7	こゆび / テツ / 筒井 / 筒井テツ菅原こゆび / 菅原	
oshi-ga-tonari-de-jugyou-ni-shuuchuu-dekinai	推しが隣で授業に集中できない!	菅原こゆび	7	7	こゆび / テツ / 筒井 / 筒井テツ菅原こゆび / 菅原	
oshi-no-ko	推しの子	横槍メンゴ	16	16	× / アカ / メンゴ / 横槍 / 赤坂 / 赤坂アカ×横槍メンゴ	
oshi-no-ko	推しの子	赤坂アカ	16	16	× / アカ / メンゴ / 横槍 / 赤坂 / 赤坂アカ×横槍メンゴ	
oshigerinanshi	おしげりなんし	わたり	3	3	丸山朝ヲ / 丸山朝ヲ加藤実秋 / 加藤実秋	
oshiire-ojou-san	押し入れおじょうさん	久世みずき	1	1	きらら / まゆき / みずき / マキ / 久世 / 勲 / 坂元 / 姫川 / 小室 / 栄子 / 栖川 / 阿南 / 阿南まゆき久世み	
oshiire-ojou-san	押し入れおじょうさん	坂元勲	1	1	きらら / まゆき / みずき / マキ / 久世 / 勲 / 坂元 / 姫川 / 小室 / 栄子 / 栖川 / 阿南 / 阿南まゆき久世み	
oshiire-ojou-san	押し入れおじょうさん	姫川きらら	1	1	きらら / まゆき / みずき / マキ / 久世 / 勲 / 坂元 / 姫川 / 小室 / 栄子 / 栖川 / 阿南 / 阿南まゆき久世み	
oshiire-ojou-san	押し入れおじょうさん	小室栄子	1	1	きらら / まゆき / みずき / マキ / 久世 / 勲 / 坂元 / 姫川 / 小室 / 栄子 / 栖川 / 阿南 / 阿南まゆき久世み	
oshiire-ojou-san	押し入れおじょうさん	栖川マキ	1	1	きらら / まゆき / みずき / マキ / 久世 / 勲 / 坂元 / 姫川 / 小室 / 栄子 / 栖川 / 阿南 / 阿南まゆき久世み	
oshiire-ojou-san	押し入れおじょうさん	阿南まゆき	1	1	きらら / まゆき / みずき / マキ / 久世 / 勲 / 坂元 / 姫川 / 小室 / 栄子 / 栖川 / 阿南 / 阿南まゆき久世み	
oshite-dame-datta-node-hiite-miru-koto-ni-shita-no-desu	押して駄目だったので、引いてみることにしたのですが	むぎちゃぽよこ	2	2	ぽよこ / むぎちゃ / むぎちゃぽよこ琴子 / 琴子	
osomatsu-san	おそ松さん	シタラマサコ	10	10	おそ松さん製作委員会 / シタラ / シタラマサコ赤塚不二夫おそ松さん製作委員会 / マサコ / 不二夫 / 赤塚	
osomatsu-san	おそ松さん	赤塚不二夫	10	10	おそ松さん製作委員会 / シタラ / シタラマサコ赤塚不二夫おそ松さん製作委員会 / マサコ / 不二夫 / 赤塚	
osorezan-satsujin-jiken	恐山殺人事件	内田康夫	1	1	ひたか良	
osoru-beki-kodomo-tachi	恐るべき子どもたち	ジャン・コクトー	2	2	望都 / 萩尾 / 萩尾望都	
ossan-boukensha-no-okureta-eiyuutan	おっさん冒険者の遅れた英雄譚	深山鈴	2	2	SBクリエイティブ刊) / 山内了兵 / 柴乃櫂人 / 深山鈴(GAノベル / 深山鈴(GAノベル／SBクリエイティブ刊)山内了兵柴乃櫂人	
ossu-miri-chan	オッス!美里ちゃん	佐伯かよの	3	3	金子節子	
otanko-nurse	おたんこナース	小林光恵	12	12	佐々木 / 佐々木倫子 / 佐々木倫子小林光恵 / 倫子 / 光恵 / 小林	
otenba-tamahime-sama	おてんば珠姫さま!	宮前洋介	2	2	大西巷一	
oteyawaraka-ni-pink	おてやわらかにぴんく!!	川島健三	3	3	遠山光	
otoko-4-ryou-seitai-kiroku	男×4寮!生態記録	天道グミ	2	2	グミ / 天道 / 天道グミ相島桃志郎 / 桃志郎 / 相島	
otoko-4-ryou-seitai-kiroku	男×4寮!生態記録	相島桃志郎	2	2	グミ / 天道 / 天道グミ相島桃志郎 / 桃志郎 / 相島	
otoko-koukousei-wa-isekai-de-jk-ni-natta	男子高校生は異世界でJKになった。	兎川律	3	3	キハチ / 兎川 / 兎川律寺屋キハチ / 寺屋 / 律	
otoko-koukousei-wa-isekai-de-jk-ni-natta	男子高校生は異世界でJKになった。	寺屋キハチ	3	3	キハチ / 兎川 / 兎川律寺屋キハチ / 寺屋 / 律	
otoko-tachi-no-elegy	男達のエレジー	新井龍司	2	2	新井竜司 / 新井竜司田中つかさ / 田中つかさ	
otokojuku-gaiden-akaishi-gouji	男塾外伝赤石剛次	宮下あきら	5	5	あきら / 宮下 / 宮下あきら竹添裕史 / 竹添 / 裕史	
otokojuku-gaiden-akaishi-gouji	男塾外伝赤石剛次	竹添裕史	5	5	あきら / 宮下 / 宮下あきら竹添裕史 / 竹添 / 裕史	
otokotachi	男たち	七三太朗	2	2	ちばてつや	
otokotachi-no-koujitsu	男たちの好日	城山三郎	4	4	ながいのりあき	
otokoun-zero-no-yakushi-reijou-hatsukoi-no-kurokishi-sama-ga-oshikake-konyakusha-ni-narimashite	男運ゼロの薬師令嬢、初恋の黒騎士様が押しかけ婚約者になりまして。	柊一葉	3	3	一葉 / 旬 / 柊 / 麦崎 / 麦崎旬柊一葉	
otokoun-zero-no-yakushi-reijou-hatsukoi-no-kurokishi-sama-ga-oshikake-konyakusha-ni-narimashite	男運ゼロの薬師令嬢、初恋の黒騎士様が押しかけ婚約者になりまして。	麦崎旬	3	3	一葉 / 旬 / 柊 / 麦崎 / 麦崎旬柊一葉	
otome-game-no-hametsu-flag-shika-nai-akuyaku-reijou-ni-tensei-shite-shimatta	乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…	ひだかなみ キャラクター原案・コミック	13	13	なみ / ひだか / ひだかなみ / ひだかなみ山口悟 / ひだかなみ山口悟（作家） / 山口 / 山口悟（作家） / 悟	
otome-game-no-hametsu-flag-shika-nai-akuyaku-reijou-ni-tensei-shite-shimatta	乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…	山口悟	13	13	なみ / ひだか / ひだかなみ / ひだかなみ山口悟 / ひだかなみ山口悟（作家） / 山口 / 山口悟（作家） / 悟	
otome-game-no-heroine-de-saikyou-survival-comic	乙女ゲームのヒロインで最強サバイバル@COMIC	春の日びより	8	8	わかさこばと	
otome-game-no-mobu-ni-tensei-shita-node-zenryoku-de-oshi-o-ouen-shimasu	乙女ゲームのモブに転生したので全力で推しを応援します!	水嶋凜	2	2	凜 / 桂衣 / 水嶋 / 水嶋凜桂衣	
otome-no-kokuhaku	乙女の告白	RollsElizabeth	2	2	エリザベス / サクヤカイシ / サクヤカイシエリザベスロールズ / ロールズ	
otome-wa-onee-sama-ni-koishiteru	乙女はお姉さまに恋してる	キャラメルbox	3	3	ういらあくる / ういらあくるキャラメルBOX / キャラメルBOX	
otometeki-koi-kakumei-rabu-rebo	乙女的恋革命・ラブレボ!!	インターチャネル	4	4	藤成ゆうき	
otona-no-manga	オトナの漫画	ダークマスター	1	1	泉晴紀	
otona-taisen	大人大戦	都築真佐秋	5	5	かっぴー / 真佐秋 / 都築 / 都築真佐秋かっぴー	
otonashiku-nakineiri-suruto-demo-omoimashita-ka	おとなしく泣き寝入りするとでも思いましたか?	柏てん	3	3	てん / みあ / みあ柏てん / 柏	
