tier	worst_days	shape	slug	title	ed_idx	ed_type	ed_label	ed_imprint	publisher	status	n_vols	n_pairs	n_offenders	offender_nums	worst_pair	prec	isbn_pattern	isbn_pub_code	max_same_date	in_5y_ledger
T2_3か月以上	361	SINGLE	zurui-hito-ni-hirowaremashita	ずるい男に拾われました	0	standard	通常版	Tulle Comics	ブライト出版	completed	4	1	1	2	2巻(2022-08-19)→3巻(2021-08-23)	D/D	有→有	48612/48612	2	
T2_3か月以上	356	SINGLE	dog-style	Dog style	0	standard	通常版	Super be-boy comics	リブレ出版	completed	3	1	1	1	1巻(2007-11-01)→2巻(2006-11-10)	D/D	有→有	48626/48626	1	
T2_3か月以上	356	SINGLE	hero-heel	Hero・heel	0	standard	通常版	Super be-boy comics	リブレ出版	completed	3	2	1	1	1巻(2007-07)→2巻(2006-07-10)	M/D	有→有	48626/48626	1	
T2_3か月以上	356	SINGLE	puyopuyo	ぷよぷよ　4コマギャグバトル	0	standard	通常版	少年王コミックス	光文社	completed	2	1	1	1	1巻(1997-05)→2巻(1996-05-10)	M/D	有→有	43348/43348	1	
T2_3か月以上	355	SINGLE	sougen-no-ookami	草原の狼	0	standard	通常版	マイコミックス	東京三世社	completed	4	2	1	1	1巻(1986-06-20)→2巻(1985-06-30)	D/D	有→有	48857/48857	1	
T2_3か月以上	340	SINGLE	shuten-douji	手天童子	2	shinsoban	KCスペシャル	KCスペシャル	講談社	completed	5	1	1	1	1巻(1985-08-06)→2巻(1984-08)	D/M	有→有	40610/40610	1	
T2_3か月以上	338	SINGLE	itoshi-no-nekokke	いとしの猫っ毛	0	standard	通常版	Citron comics	リブレ出版	completed	5	1	1	1	1巻(2013-02)→2巻(2012-02)	M/M	有→有	47997/47997	1	
T2_3か月以上	337	SINGLE	comic-kumamon	コミックくまモン	0	standard	通常版		朝日新聞出版	completed	2	1	1	1	1巻(2016-04)→2巻(2015-04)	M/M	有→有	40225/40225	1	
T2_3か月以上	336	SINGLE	gunnm-last-order	銃夢last order	2	shinsoban	KCDX	KCDX	講談社	completed	4	2	1	18	11巻(2014-04)→18巻(2013-04)	M/M	有→有	40637/40637	3	
T2_3か月以上	336	SCATTER	kanzenban-piinattsu-zenshuu	完全版ピーナッツ全集	0	standard	通常版		河出書房新社	completed	25	129	12	2,3,11,12,13,14,15,16	9巻(2020-09-29)→15巻(2019-10-29)	D/D	有→有	43096/43096	3	
T2_3か月以上	336	SINGLE	nijitte-monogatari	弐十手物語	1	shinsoban	Comic魂別冊神江里見	Comic魂別冊神江里見	はちどり	completed	2	1	1	0	0巻(2019-09)→1巻(2018-09)	M/M	有→有	40734/40743	1	
T2_3か月以上	336	BLOCK	sazae-san	サザエさん	0	standard	通常版		朝日新聞社	completed	68	451	19	27,28,29,30,31,32,33,34	20巻(1995-09)→44巻(1994-09)	M/M	有→有	40226/40226	8	
T2_3か月以上	335	SINGLE	ayamachi-hajimemashite	過ち、はじめまして。	0	standard	通常版	Bamboo comics	竹書房	completed	2	1	1	1	1巻(2014-07)→2巻(2013-07)	M/M	有→有	48124/48124	1	
T2_3か月以上	334	SINGLE	buddha-orijinaruban-fukkoku-daizenshuu	ブッダ《オリジナル版》復刻大全集	0	standard	通常版		復刊ドットコム	completed	8	6	1	2	2巻(2015-02-28)→3巻(2014-03)	D/M	有→有	48354/48354	1	
T2_3か月以上	330	SINGLE	purogorufaasaru	プロゴルファー猿	0	standard	通常版	少年サンデーコミックス	中央公論社	completed	22	12	1	22	21巻(1986-12-05)→22巻(1986-01-09)	D/D	有→有	41241/41241	1	
T2_3か月以上	326	SINGLE	mabataki-mo-sezu	瞬きもせず	0	standard	通常版	マーガレットコミックス	集英社	completed	7	1	1	2	2巻(1989-03-22)→3巻(1988-04)	D/M	有→有	40884/40884	1	
T2_3か月以上	311	SINGLE	reikan-shounen-no-file	霊感少年の事件簿	0	standard	通常版		青泉社	completed	2	1	1	1	1巻(2014-05)→2巻(2013-06-24)	M/D	有→有	49072/49072	1	
T2_3か月以上	308	SINGLE	rack	RACK	0	standard	通常版	MFコミックス	KADOKAWA	completed	13	2	1	1	1巻(2014-07)→2巻(2013-08-27)	M/D	有→有	40406/48401	1	
T2_3か月以上	307	SINGLE	dameoyaji	ダメおやじ	0	standard	通常版	Akebono-Comics	不明	completed	5	1	1	1	1巻(1973-01)→2巻(1972-02-29)	M/D	無→無	-/-	1	
T2_3か月以上	306	SINGLE	gunnm-last-order	銃夢last order	1	shinsoban	Evening KCDX	Evening KCDX	講談社	completed	12	10	1	16	10巻(2012-04)→16巻(2011-05)	M/M	有→有	40637/40637	2	
T2_3か月以上	306	SINGLE	haou-densetsu-takeru	覇王伝説驍	0	standard	通常版	KCマガジン	講談社	completed	20	5	1	6	5巻(1992-11-17)→6巻(1992-01-16)	D/D	有→有	40631/40631	1	
T2_3か月以上	306	SINGLE	toppuku-kyousoukyoku	特攻服凶走曲	0	standard	通常版	SPコミックス	リイド社	completed	8	2	1	1	1巻(1996-04)→2巻(1995-05)	M/M	有→有	48458/48458	1	
T2_3か月以上	305	SINGLE	shamo-1990	軍鶏	0	standard	通常版	SPコミックス	リイド社	completed	4	2	1	1	1巻(1991-08)→3巻(1990-09)	M/M	有→有	48458/48458	1	
T2_3か月以上	305	SINGLE	shiritsu-shouei-gakuen-otoko-koutoubu-kurashina-sensei-no-junan	私立翔瑛学園男子高等部倉科先生の受難	0	standard	通常版	Be-boy comics	リブレ出版	completed	5	2	1	3	1巻(2007-09-01)→3巻(2006-10)	D/M	有→有	48626/48626	2	
T2_3か月以上	305	SINGLE	yuugen-mantama-nikki	幽玄漫玉日記	0	standard	通常版	アスペクトコミックス	エンターブレイン	completed	6	2	1	2	2巻(2001-06)→3巻(2000-07)	M/M	有→有	47577/47577	2	
T2_3か月以上	304	SINGLE	kootaroo-makaritooru	コータローまかりとおる!	0	standard	通常版	少年マガジンコミックス	講談社	completed	59	5	1	28	27巻(1988-04-16)→28巻(1987-06-17)	D/D	有→有	40631/40631	1	
T2_3か月以上	304	BLOCK	sugarless	シュガーレス	0	standard	通常版	少年チャンピオン・コミックス	秋田書店	completed	18	11	4	7,8,9,10	9巻(2011-11-20)→10巻(2011-01-20)	D/D	有→有	42532/42532	2	
T2_3か月以上	303	SCATTER	a-peanuts-book-featuring-snoopy	A PEANUTS BOOK featuring SNOOPY	0	standard	通常版		角川書店	completed	26	4	2	3,16	16巻(1997-12-01)→17巻(1997-02-01)	D/D	有→有	40470/40470	3	
T2_3か月以上	303	SINGLE	cobra-1995	COBRA	1	deluxe	デラックス版	Jump comics deluxe	集英社	completed	11	1	1	9	9巻(2002-02)→10巻(2001-04-04)	M/D	有→有	40885/40885	1	
T2_3か月以上	302	SINGLE	tanikamen	谷仮面	0	standard	通常版	Jets comics	白泉社	completed	12	4	1	12	11巻(1996-10-29)→12巻(1996-01-01)	D/D	有→有	45921/45921	2	
T2_3か月以上	297	SCATTER	nozomi-uitchiizu	のぞみ❤ウィッチィズ	0	standard	通常版	YOUNGJUMP COMICSPECIAL	集英社	completed	48	7	3	2,3,5	2巻(1988-11)→4巻(1988-01-09)	M/D	有→有	40886/40886	1	
T2_3か月以上	294	BLOCK	taiyaku-sazae-san	対訳サザエさん	0	standard	通常版	講談社バイリンガル・コミックス	講談社インターナショナル	completed	12	24	4	9,10,11,12	7巻(1998-02-10)→12巻(1997-04-22)	D/D	有→有	47700/47700	3	
T2_3か月以上	290	SINGLE	pachisuro-yancha-bugi	パチスロやんちゃブギ	0	standard	通常版	ドンキーコミックス	綜合図書	completed	12	1	1	1	1巻(2001-09)→2巻(2000-11-15)	M/D	有→有	49154/49154	1	
T2_3か月以上	278	SINGLE	double-gauge	ダブルゲージ	0	standard	通常版	MFコミックス	KADOKAWA	completed	6	2	1	2	2巻(2014-04)→3巻(2013-06-27)	M/D	有→有	40406/40406	1	
T2_3か月以上	278	SINGLE	yasashii-sekai-no-tsukurikata	やさしいセカイのつくりかた	0	standard	通常版	電撃コミックス	KADOKAWA	completed	6	1	1	3	3巻(2014-06)→4巻(2013-08-27)	M/D	有→有	40488/40489	1	
T2_3か月以上	277	SINGLE	bolt-and-nut	ボルト＆ナット	0	standard	通常版	通常版	ネコ・パブリッシング	completed	16	1	1	1	1巻(1999-02)→4巻(1998-04)	M/M	有→有	48736/48736	2	
T2_3か月以上	277	SINGLE	shikakuijanguru	四角いジャングル	4	shinsoban	梶原一騎原作漫画傑作選	梶原一騎原作漫画傑作選	道出版	completed	6	4	1	5	4巻(2003-02)→5巻(2002-04)	M/M	有→有	49441/49441	1	
T2_3か月以上	276	SINGLE	kei-no-seishun	ケイの凄春	0	standard	通常版	アクション・コミックス	双葉社	completed	14	5	1	9	8巻(1980-01)→9巻(1979-03)	M/M	無→無	-/-	2	
T2_3か月以上	276	SINGLE	shiritsu-shinsengumi	私立新鮮組	0	standard	通常版	文華コミックス	日本文華社	completed	5	4	1	5	4巻(1987-12)→5巻(1987-02)	M/M	有→有	48211/48211	1	
T2_3か月以上	275	SINGLE	saigo-wa-straight	最後は?ストレート!!	0	standard	通常版	少年サンデーコミックス	小学館	completed	20	3	1	5	4巻(2011-12-21)→5巻(2011-03-21)	D/D	有→有	40912/40912	1	
T2_3か月以上	275	SINGLE	suzumiya-haruhi-no-yuuutsu	涼宮ハルヒの憂鬱	0	standard	通常版	角川コミックス・エース	角川書店	completed	20	2	1	15	15巻(2012-12-26)→16巻(2012-03-26)	D/D	有→有	40471/40412	1	
T2_3か月以上	275	SINGLE	tennis-no-ouji-sama	テニスの王子様	0	standard	通常版	ジャンプ・コミックス	集英社	completed	42	3	1	41	40巻(2007-12-09)→41巻(2007-03-09)	D/D	有→有	40887/40887	1	
T2_3か月以上	275	SINGLE	tokyo-itabashi-marusou-jidousha-kyoushuujo	東京板橋〔○走〕自動車教習所	0	standard	通常版	SPコミックス	リイド社	completed	4	1	1	1	1巻(1996-06)→2巻(1995-08)	M/M	有→有	48458/48458	1	
T2_3か月以上	274	SINGLE	comic-party	こみっくパーティー	0	standard	通常版	DENGEKI COMICS	メディアワークス	completed	5	1	1	2	2巻(2004-03-24)→3巻(2003-06-24)	D/D	有→有	48402/48402	2	
T2_3か月以上	274	SINGLE	genji-monogatari-masaki-1983	源氏物語	0	standard	通常版	Akebono-Comics	学習研究社	completed	3	2	1	1	1巻(1983-06)→2巻(1982-08)	M/M	有→無	40510/-	1	
T2_3か月以上	274	SINGLE	otoko-nihonkai	男!日本海	0	standard	通常版	Nichibun comics	日本文芸社	completed	10	3	1	5	4巻(1995-01-09)→5巻(1994-04-10)	D/D	有→有	45370/45370	1	
T2_3か月以上	274	BLOCK	shikii-no-juunin	敷居の住人	0	standard	通常版	アスペクトコミックス	エンターブレイン	completed	7	4	2	1,2	1巻(2001-05)→3巻(2000-07)	M/M	有→有	47577/47577	3	
T2_3か月以上	273	SINGLE	gokuaku-binbounin	極悪貧乏人	0	standard	通常版		KKベストセラーズ	completed	2	1	1	1	1巻(2002-10-10)→2巻(2002-01-10)	D/D	有→有	45841/45841	1	
T2_3か月以上	273	SINGLE	golgo-13	ゴルゴ13	0	standard	SPコミックス	SPコミックス	リイド社	ongoing	219	3	1	123	122巻(2001-10-05)→123巻(2001-01-05)	D/D	有→有	48458/48458	1	
T2_3か月以上	271	SINGLE	jumbor	ユンボル	0	standard	通常版	ジャンプ・コミックス	集英社	completed	8	1	1	2	2巻(2011-05-07)→3巻(2010-08-09)	D/D	有→有	40887/40887	2	
T2_3か月以上	269	SINGLE	flags	FLAGS	0	standard	通常版	ライバルKC	講談社	completed	2	1	1	1	1巻(2009-10-02)→2巻(2009-01-06)	D/D	有→有	40638/40638	1	
T2_3か月以上	267	SINGLE	midoriyama-koukou	緑山高校	0	standard	通常版	YOUNGJUMP COMICS	集英社	completed	19	3	1	7	6巻(1986-04-18)→7巻(1985-07-25)	D/D	有→有	40886/40886	1	
T2_3か月以上	266	SINGLE	sex-pistols	SEX PISTOLS	0	standard	通常版	Super be-boy comics	リブレ出版	ongoing	11	4	1	5	4巻(2007-09)→5巻(2006-12-09)	M/D	有→有	48626/48626	1	
T2_3か月以上	265	SINGLE	batsuichi	×一	0	standard	通常版	ビッグコミックス	小学館	completed	19	1	1	1	1巻(2004-10)→2巻(2004-01-10)	M/D	有→有	40918/40918	1	
T2_3か月以上	262	SINGLE	sora-yori-takaku	天より高く	0	standard	通常版	希望コミックス	集英社	completed	27	3	1	20	19巻(2000-10-19)→20巻(2000-01)	D/M	有→有	40885/40885	1	
T2_3か月以上	261	SINGLE	onigarishi	鬼狩り師	0	standard	通常版	Tokuma comics	徳間書店	completed	4	1	1	3	3巻(1991-11-30)→4巻(1991-03-14)	D/D	有→有	41978/41978	1	
T2_3か月以上	259	BLOCK	tetsunaki-no-kirinji	鉄鳴きの麒麟児 歌舞伎町制圧編	0	standard	通常版	近代麻雀コミックス	竹書房	completed	11	4	2	1,2	2巻(2015-08)→3巻(2014-11-15)	M/D	有→有	48019/48019	2	
T2_3か月以上	254	SINGLE	hirokane-kenshi-tanpenshuu	弘兼憲史短編集	0	bunkobon	文庫版	講談社漫画文庫	講談社	completed	8	5	1	1	1巻(2003-12-10)→2巻(2003-03)	D/M	有→有	40636/40636	2	
T2_3か月以上	250	SINGLE	kyoukaisenjou-no-horizon	境界線上のホライゾン	0	standard	通常版	電撃コミックス	KADOKAWA	completed	6	2	1	2	2巻(2014-02)→3巻(2013-05-27)	M/D	有→有	40489/40489	1	
T2_3か月以上	249	SINGLE	ikokukan-dandy	異国館ダンディ	0	standard	通常版	花とゆめCOMICS	白泉社	completed	8	2	1	7	6巻(1993-08)→7巻(1992-11-25)	M/D	有→有	45921/45921	1	
T2_3か月以上	246	SINGLE	okane-ga-nai	お金がないっ	0	standard	通常版	Gust comic	幻冬舎	ongoing	19	1	1	1	1巻(2003-11)→2巻(2003-02)	M/M	有→有	43448/43448	1	
T2_3か月以上	245	SCATTER	tsuge-yoshiharu-taizen	つげ義春大全	0	standard	通常版	KCDX	講談社	completed	19	46	8	2,4,7,8,9,15,16,17	14巻(2020-12-25)→16巻(2020-04-24)	D/D	有→有	40651/40651	2	
T2_3か月以上	245	SINGLE	zettai-bl-ni-naru-sekai-vs-zettai-bl-ni-naritakunai-otoko	絶対BLになる世界vs絶対BLになりたくない男	0	standard	通常版	FC jam	新潮社	ongoing	6	3	1	4	1巻(2024-04-09)→4巻(2023-08-08)	D/D	有→有	41077/41077	2	
T2_3か月以上	244	SCATTER	ippei-zenshuu	一平全集	0	standard	通常版	通常版	先進社	completed	15	25	6	1,2,3,4,9,11	1巻(1930-03)→5巻(1929-06)	M/M	無→無	-/-	1	
T2_3か月以上	243	SINGLE	kami-sama-shinkaron	カミサマ進化論	0	standard	通常版	Zero comics	リブレ出版	completed	2	1	1	1	1巻(2007-07)→2巻(2006-10)	M/M	有→有	48626/48626	1	
T2_3か月以上	243	SINGLE	seiken-densetsu-legend-of-mana	聖剣伝説 レジェンドオブマナ	0	standard	通常版	BROS.COMICS	エンターブレイン	completed	5	1	1	1	1巻(2001-05-09)→2巻(2000-09-08)	D/D	有→有	47577/47577	1	
T2_3か月以上	243	SINGLE	uncassandra	アンカサンドラ	0	standard	通常版	ライバルKC	講談社	completed	2	1	1	1	1巻(2008-09-04)→2巻(2008-01-05)	D/D	有→有	40638/40638	1	
T2_3か月以上	242	SINGLE	kawaisou-na-kimi-wa-boku-dake-no-amayaka-na-kizu	可哀想な君は僕だけの甘やかな傷	0	standard	通常版	ディアプラスコミックス	新書館	ongoing	3	1	1	0	0巻(2025-06-02)→2巻(2024-10-03)	D/D	有→有	44036/44036	1	
T2_3か月以上	242	SINGLE	mayonaka-ni-kiss	真夜中にKiss	0	standard	通常版	りぼんマスコットコミックス	集英社	completed	2	1	1	1	1巻(2007-09-19)→2巻(2007-01-20)	D/D	有→有	40885/40885	1	
T2_3か月以上	241	SCATTER	tales-of-destiny	テイルズオブデスティニー	0	standard	通常版	BROS.COMICS	エンターブレイン	completed	6	3	2	1,3	1巻(1999-11-07)→2巻(1999-03-11)	D/D	有→有	47577/47577	1	
T2_3か月以上	237	SINGLE	waru	悪女	0	standard	通常版	講談社コミックスビーラブ	講談社	completed	37	3	1	17	16巻(1992-06-06)→17巻(1991-10-13)	D/D	有→有	40631/40631	2	
T2_3か月以上	236	SINGLE	futaba-kun-change	ふたば君チェンジ❤	0	standard	通常版	ジャンプ・コミックス	集英社	completed	8	2	1	2	2巻(1993-03)→3巻(1992-07-08)	M/D	有→有	40887/40887	1	
T2_3か月以上	230	SINGLE	raidenou	雷電王	0	standard	通常版	バーガーSC	スコラ	completed	5	2	1	4	3巻(1992-12-16)→4巻(1992-04)	D/M	有→有	47962/47962	1	
T2_3か月以上	229	SINGLE	maid-senki	メイド戦記	0	standard	通常版	シリウスKC	講談社	completed	9	2	1	7	6巻(2010-02-23)→7巻(2009-07-09)	D/D	有→有	40637/40637	1	
T2_3か月以上	218	SINGLE	love-all	ラブ・オール	0	standard	通常版	YOUNG KING COMICS	少年画報社	completed	4	2	1	4	3巻(1991-06)→4巻(1990-10-26)	M/D	有→有	47859/47859	1	
T2_3か月以上	218	SINGLE	minna-agechau	みんなあげちゃう	0	standard	通常版	ヤングジャンプ・コミックス	集英社	completed	19	2	1	3	2巻(1983-10)→3巻(1983-02-25)	M/D	有→有	40886/40886	1	
T2_3か月以上	217	BLOCK	hajimete-no-nippon-no-rekishi	はじめての日本の歴史	0	standard	通常版	小学館版学習まんが	小学館	completed	15	9	2	7,8	6巻(2015-11-30)→7巻(2015-04-27)	D/D	有→有	40929/40929	2	
T2_3か月以上	216	SINGLE	god-eater-the-2nd-break	God eater-the 2nd break	0	standard	通常版	電撃コミックス	KADOKAWA	completed	3	2	1	3	1巻(2014-05)→3巻(2013-09-27)	M/D	有→有	40489/40489	2	
T2_3か月以上	215	BLOCK	ginga-sengoku-gunyuuden-rai	銀河戦国群雄伝ライ	0	standard	通常版	Comp comics DX	メディアワークス	completed	27	10	2	7,8	5巻(1993-12)→7巻(1993-04)	M/M	有→有	40730/40730	3	
T2_3か月以上	215	SINGLE	mikosuri-gekijou	みこすり半劇場	0	standard	通常版		ぶんか社	completed	20	2	1	5	5巻(1991-10)→6巻(1991-02)	M/M	有→有	48211/48211	1	
T2_3か月以上	214	BLOCK	go-west-2004	Go!west	0	standard	通常版	Out comics	不明	completed	4	4	2	1,2	1巻(1992-08)→3巻(1991-12)	M/M	有→無	48960/-	2	
T2_3か月以上	214	SINGLE	kyuukyoku-venus	究極ヴィーナス	0	standard	通常版	PRINCESS COMICS	秋田書店	completed	9	2	1	4	3巻(2007-10-15)→4巻(2007-03-15)	D/D	有→有	42531/42531	1	
T2_3か月以上	214	SINGLE	toruneko-ikka-no-boukenki	トルネコ一家の冒険記	0	standard	通常版	Gag OH! Comics	エニックス	completed	4	1	1	3	3巻(1997-01-12)→4巻(1996-06-12)	D/D	有→有	48702/48702	1	
T2_3か月以上	213	SINGLE	no-6	No. 6	0	standard	通常版	ARIA	講談社	completed	9	2	1	4	3巻(2012-01-06)→4巻(2011-06-07)	D/D	有→有	40638/40638	2	
T2_3か月以上	213	SINGLE	yokubou-no-seijo-reijou-terejia	欲望の聖女令嬢テレジア	0	standard	通常版	フラワーコミックス・スペシャル	小学館	completed	12	3	1	11	10巻(2009-09)→11巻(2009-01)	M/M	有→有	40913/40913	1	
T2_3か月以上	212	SINGLE	aijintachi	愛人たち	0	standard	通常版	BE・LOVE KC	講談社	completed	5	2	1	1	1巻(1986-07-06)→2巻(1985-12-06)	D/D	有→有	40617/40617	1	
T2_3か月以上	212	SCATTER	houchounin-ajihei	包丁人味平	0	standard	通常版	ジャンプコミックス	集英社	completed	15	8	3	5,6,8	8巻(1975-07-31)→9巻(1974)	D/Y	無→無	-/-	7	
T2_3か月以上	211	SINGLE	kureyon-shin-chan	クレヨンしんちゃん	0	standard	通常版	ACTION COMICS	双葉社	completed	50	1	1	46	46巻(2007-08-13)→47巻(2007-01-14)	D/D	有→有	45759/45759	1	
T2_3か月以上	208	BLOCK	kochira-bonjingumi	こちら凡人組	0	standard	通常版	マンサンコミックス	実業之日本社	completed	17	6	2	4,5	5巻(1988-07-20)→6巻(1987-12-25)	D/D	有→有	44081/44081	3	
T2_3か月以上	207	BLOCK	netsuai-prince-oniichan-wa-kimi-ga-suki	熱愛プリンス お兄ちゃんはキミが好き	0	standard	通常版	ネクストFコミックス	ネクストF	ongoing	24	24	2	13,14	1巻(2020-06-26)→13巻(2019-12-02)	D/D	有→有	48671/48617	12	
T2_3か月以上	205	SINGLE	kirinkan-graffiti	麒麟館グラフィティー	1	bunkobon	文庫版	小学館文庫	小学館	completed	8	3	1	5	5巻(1996-10)→6巻(1996-03-10)	M/D	有→有	40919/40919	2	
T2_3か月以上	204	SINGLE	cooking-papa	クッキングパパ	0	standard	通常版	モーニングKC	講談社	ongoing	178	3	1	112	111巻(2010-08-23)→112巻(2010-01)	D/M	有→有	40630/40630	1	
T2_3か月以上	203	SINGLE	dog-dog-dog	犬犬犬	0	standard	通常版	ビッグコミックス	小学館	completed	2	1	1	1	1巻(2001-08-01)→2巻(2001-01-10)	D/D	有→有	40918/40918	1	
T2_3か月以上	203	SCATTER	gallery-fake	ギャラリーフェイク	0	standard	通常版	ビッグスピリッツコミックス	小学館	ongoing	40	3	2	22,24	22巻(2001-08-01)→23巻(2001-01-10)	D/D	有→有	40918/40918	2	
T2_3か月以上	194	SINGLE	sengoku-shishiden	戦国獅子伝	6	bunkobon	文庫版	講談社漫画文庫	講談社	completed	5	1	1	2	2巻(2001-09-10)→3巻(2001-02)	D/M	有→有	40626/40626	2	
T2_3か月以上	192	SINGLE	wizardry-zeo	ウィザードリィZEO	0	standard	通常版	講談社コミックス	講談社	completed	4	3	1	4	3巻(2010-11-17)→4巻(2010-05-09)	D/D	有→有	40638/40638	2	
T2_3か月以上	189	SINGLE	tales-of-etaania-premium-stories	テイルズオブエターニア プレミアムストーリーズ	0	standard	通常版	GANGAN WING COMICS SPECIAL	エニックス	completed	6	2	1	3	3巻(2003-02)→4巻(2002-07-27)	M/D	有→有	47575/47575	1	
T2_3か月以上	188	SCATTER	sangokushi	三国志	0	standard	通常版	希望コミックス	潮出版社	completed	60	4	2	33,57	33巻(1984-04)→34巻(1983-09-26)	M/D	有→有	42679/42679	2	
T2_3か月以上	186	SCATTER	servamp	SERVAMP	0	standard	通常版	MFコミックス	KADOKAWA	completed	24	7	3	1,3,5	1巻(2014-07)→5巻(2013-12-27)	M/D	有→有	40406/40406	2	
T2_3か月以上	185	SINGLE	keibuho-hana-san-no-file	警部補花さんの事件簿	0	standard	通常版	SPコミックス	リイド社	completed	5	2	1	1	1巻(1995-09)→2巻(1995-02)	M/M	有→有	48458/48458	1	
T2_3か月以上	185	SINGLE	tantei-buru	探偵ブル	0	standard	通常版	Nichibun comics	日本文芸社	completed	4	2	1	1	1巻(1995-01-01)→2巻(1994-06)	D/M	有→有	45370/45370	1	
T2_3か月以上	184	SINGLE	apothecarius-argentum	薬師アルジャン	0	standard	通常版	PRINCESS COMICS	秋田書店	completed	11	2	1	9	8巻(2008-09-30)→9巻(2008-03-30)	D/D	有→有	42531/42531	1	
T2_3か月以上	184	SINGLE	hoshi-no-hitomi-no-silhouette	星の瞳のシルエット	0	standard	通常版	りぼんマスコットコミックス	集英社	completed	10	2	1	8	7巻(1988-07-20)→8巻(1988-01-18)	D/D	有→有	40885/40885	1	
T2_3か月以上	184	SINGLE	imuri	イムリ	0	standard	通常版	ビームコミックス	KADOKAWA	completed	26	2	1	5	4巻(2008-07-07)→5巻(2008-01-05)	D/D	有→有	47577/47577	2	
T2_3か月以上	184	SINGLE	miwaku-no-suna	魅惑の砂	0	standard	通常版	ビッグコミックス	小学館	completed	5	2	1	4	3巻(1998-12)→4巻(1998-05)	M/M	有→有	40918/40918	2	
T2_3か月以上	184	BLOCK	ningen-kousaten	人間交差点	1	bunkobon	文庫版	小学館文庫	小学館	completed	19	10	2	13,14	13巻(1996-12)→15巻(1996-05)	M/M	有→有	40919/40919	5	
T2_3か月以上	184	SINGLE	wraith-sweeper-cross	レイスイーパーCROSS	0	standard	通常版	CR comics	ジャイブ	completed	7	2	1	3	1巻(2008-06)→3巻(2007-11)	M/M	有→有	48617/48617	3	
T2_3か月以上	183	SINGLE	kodomo-ha-byouki-o-tabete-iru	子どもは病気を食べている	0	standard	通常版		美健ガイド社	completed	3	1	1	1	1巻(2012-03)→2巻(2011-08)	M/M	有→有	48947/48947	2	
T2_3か月以上	183	BLOCK	peanuts-essence-1996	ピーナッツ・エッセンス	0	standard	通常版		講談社	completed	15	54	7	9,10,11,12,13,14,15	7巻(1996-10-20)→14巻(1996-04-20)	D/D	有→有	40626/40626	3	
T2_3か月以上	183	SINGLE	ronri-shoujo	論理少女	0	standard	通常版	シリウスKC	講談社	completed	5	1	1	1	1巻(2008-09-22)→2巻(2008-03-23)	D/D	有→有	40637/40637	1	
T2_3か月以上	182	SINGLE	hissatsu-yami-doushin	必殺闇同心	2	shinsoban	Comic魂別冊	Comic魂別冊	はちどり	completed	2	1	1	0	0巻(2018-08)→1巻(2018-01)	M/M	有→有	40743/40743	1	
T2_3か月以上	182	SINGLE	warera-kunin-no-koshien	我ら九人の甲子園	0	standard	通常版	アクション・コミックス		completed	13	2	1	4	4巻(1981-05)→5巻(1980-10)	M/M	無→無	-/-	1	
T2_3か月以上	181	SINGLE	surugajougozanjiai	駿河城御前試合	0	standard	通常版	レジェンドコミックシリーズ	星雲社	completed	2	1	1	1	1巻(2005-07-10)→2巻(2005-01-10)	D/D	有→有	44340/44340	1	
T2_3か月以上	180	SINGLE	pyuu-to-fuku-jaguar	ピューと吹く!ジャガー	0	standard	通常版	ジャンプ・コミックス	集英社	completed	20	2	1	18	17巻(2009-07-08)→18巻(2009-01-09)	D/D	有→有	40887/40887	1	
T2_3か月以上	173	SINGLE	magical-super-ajia-fukaku-utsukushiki-ajia	MAGICAL SUPER ASIA 深く美しきアジア	0	standard	通常版		講談社	completed	3	1	1	2	2巻(1993-05-22)→3巻(1992-11)	D/M	有→有	40631/40631	1	
T2_3か月以上	170	SINGLE	irasshai	いらっしゃい	0	standard	通常版	SPコミックス	リイド社	completed	3	1	1	3	3巻(1989-11)→4巻(1989-05-15)	M/D	有→有	48458/48458	1	
T2_3か月以上	169	SINGLE	osanazuma	おさなづま	0	standard	通常版	アクションコミックス	双葉社	completed	10	2	1	9	8巻(2001-06-28)→9巻(2001-01-10)	D/D	有→有	45758/45758	1	
T2_3か月以上	163	SINGLE	sephiroth	セフィロト	0	standard	通常版	ハロウィン少女コミック館	朝日ソノラマ	completed	4	1	1	1	1巻(1996-05)→2巻(1995-11-20)	M/D	有→有	42579/42579	1	
T2_3か月以上	154	SINGLE	bambi	バンビ	0	standard	通常版	アスペクトコミックス	エンターブレイン	completed	6	3	1	4	1巻(2001-01)→4巻(2000-07)	M/M	有→有	47577/47577	4	
T2_3か月以上	154	SINGLE	fuck	F・U・C・K	0	standard	通常版	SPコミックス	リイド社	completed	3	2	1	1	1巻(1990-12)→2巻(1990-06)	M/M	有→有	48458/48458	1	
T2_3か月以上	154	SINGLE	kounai-shasei	校内写生	0	standard	通常版	SPコミックス	リイド社	completed	4	1	1	2	2巻(1990-12)→3巻(1990-06)	M/M	有→有	48458/48458	1	
T2_3か月以上	154	SINGLE	kuchiyaku-mondo-kawaitesourou	唇役主丞乾いて候	0	standard	通常版	アクション・コミックス	双葉社	completed	8	3	1	1	1巻(1982-01)→2巻(1981-07)	M/M	無→無	-/-	1	
