# 2026-09-24 日次蒸留の保留見直し(過去の triage 全版の保留1,046件→未解決668件を現行分類器で再分類)。残りの一覧
class	isbn	ym	title	author	publisher	note
zokkan_保留	9784091543646	2026-09	Duel Masters LOST 〜断罪の少年〜	松本 しげのぶ/金林 洋	小学館	巻番号不明 slug=duel-masters-lost-gekka-no-shinigami
zokkan_版違い疑い	9784098736409	2026-10	ミルモでポン！愛蔵版　（2）	篠塚ひろむ	小学館	頁=mirumo-de-pon
zokkan_版違い疑い	9784098736416	2026-10	ミルモでポン！愛蔵版　（3）	篠塚ひろむ	小学館	頁=mirumo-de-pon
zokkan_保留	9784098735976	2026-10	ヴァンパイアの花嫁〜8センチ隣の微熱〜	小倉 あすか	小学館	巻番号不明 slug=vampire-no-hanayome
zokkan_保留	9784041180334	2026-10	ドリームイーター	かまた　きみこ	KADOKAWA	巻番号不明 slug=dream-eater
zokkan_保留	9784041180341	2026-10	ドリームイーター　最後の夢	かまた　きみこ	KADOKAWA	巻番号不明 slug=dream-eater-saigo-no-yume
zokkan_保留	9784344858299	2026-10	カリギュラの恋	みちのくアタミ	幻冬舎コミックス	巻番号不明 slug=caligula-no-koi
zokkan_保留	9784845871537	2026-10	みやこまちクロニクル	ちほちほ	リイド社	巻番号不明 slug=miyakomachi-chronicle
zokkan_版違い疑い	9784049722277	2026-10	【新装版】クレバテスー魔獣の王と赤子と屍の勇者ー　14	岩原　裕二	KADOKAWA	頁=kurebatesu
zokkan_保留	9784778323455	2026-10	守ってあげたい	山本 直樹	太田出版	巻番号不明 slug=mamotteagetai-1998
zokkan_保留	9784575340198	2026-10	3次元お断りな私の契約結婚	伊吹楓/橘しづき	双葉社	巻番号不明 slug=sanjigen-okotowari-na-watashi-no-keiyaku-kekkon
zokkan_保留	9784575321050	2026-10	遥かな町へ	谷口 ジロー	双葉社	巻番号不明 slug=harukana-machi-e
