type	subtype	severity	slug	title	status	year_started	year_ended	publisher_key	n_vols	n_eds	detail	evidence
YS_LATE	dummy2000	6	mikami-no-wana	美神の罠	completed	2000		scola	1	1	year_started=2000 > 最古巻年=1994 (6年後)	[standard]通常版/スコラ 1994-1994 n=1
YS_LATE	dummy2000	6	mystery-selection	ミステリーセレクション	completed	2000		kobunsha	1	1	year_started=2000 > 最古巻年=1994 (6年後)	[standard]通常版/光文社 1994-1994 n=1
YS_LATE	seed_stale	6	night-jade	Night jade	completed	2002		futabasha	2	2	year_started=2002 > 最古巻年=1996 (6年後)	[bunkobon]双葉文庫名作シリーズ/双葉社 2002-2002 n=1 | [standard]スコラレディースコミックスミステリー/スコラ 1996-1996 n=1
YS_LATE	dummy2000	6	ninkuu	忍空	completed	2000		(unknown)	15	2	year_started=2000 > 最古巻年=1994 (6年後)	[standard]ジャンプ・コミックス/集英社 1994-1995 n=9 | [bunkobon]集英社文庫(コミック版)/集英社 2006-2007 n=6
YS_LATE	dummy2000	6	no-no-hana-no-hanayome	野の花の花嫁	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1994 (6年後)	[standard]通常版/講談社 1994-1994 n=1
YS_LATE	dummy2000	6	nooi	ノーイ	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1994 (6年後)	[standard]通常版/講談社 1994-1994 n=1
YS_LATE	dummy2000	6	obaka-san-girl	おバカさんGirl	completed	2000		shufu-to-seikatsu	1	1	year_started=2000 > 最古巻年=1994 (6年後)	[standard]通常版/主婦と生活社 1994-1994 n=1
YS_LATE	dummy2000	6	onna-ga-yureru	女が揺れる	completed	2000		scola	1	1	year_started=2000 > 最古巻年=1994 (6年後)	[standard]通常版/スコラ 1994-1994 n=1
YS_LATE	dummy2000	6	papa-wa-okama-san	パパはオカマさん	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1994 (6年後)	[standard]通常版/講談社 1994-1994 n=1
YS_LATE	dummy2000	6	popaitachi-no-i-san	ポパイたちの遺産	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1994 (6年後)	[standard]通常版/講談社 1994-1994 n=1
YS_LATE	page_gen_year	6	raamen-saiyuuki	らーめん再遊記	ongoing	2026		shogakukan	15	1	year_started=2026 > 最古巻年=2020 (6年後)	[standard]ビッグ コミックス/小学館 2020-2026 n=15
YS_LATE	dummy2000	6	saruou	猿王	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1994 (6年後)	[standard]通常版/講談社 1994-1994 n=1
YS_LATE	dummy2000	6	sei-pumpkin-monogatari	聖パンプキン物語	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1994 (6年後)	[standard]通常版/講談社 1994-1994 n=1
YS_LATE	dummy2000	6	seikimatsu-darling	世紀末・ダーリン	completed	2000	2000	akita	11	2	year_started=2000 > 最古巻年=1994 (6年後)	[standard]Be-boy comics/秋田書店 2000-2000 n=7 | [standard]ビーボーイコミックス/ビブロス 1994-1998 n=4
YS_LATE	dummy2000	6	seishoku-ni-shine	聖職に死ね!	completed	2000		tokuma	1	1	year_started=2000 > 最古巻年=1994 (6年後)	[standard]通常版/徳間書店 1994-1994 n=1
YS_LATE	dummy2000	6	shinkokyuu-no-hitsuyou	深呼吸の必要	completed	2000		futabasha	2	1	year_started=2000 > 最古巻年=1994 (6年後)	[standard]ジュールコミックス/双葉社 1994-1994 n=2
YS_LATE	dummy2000	6	sukkiri-shitene	スッキリしてね!	completed	2000		futabasha	2	1	year_started=2000 > 最古巻年=1994 (6年後)	[standard]通常版/双葉社 1994-1995 n=2
YS_LATE	dummy2000	6	tokyo-game	トーキョーゲーム	completed	2000		takeshobo	2	1	year_started=2000 > 最古巻年=1994 (6年後)	[standard]近代麻雀コミックス/竹書房 1994-1994 n=2
YS_LATE	dummy2000	5	81-bunch-no-inu	81番地の犬	completed	2000		scola	6	2	year_started=2000 > 最古巻年=1995 (5年後)	[standard]あおばコミックス/スコラ 1998-2000 n=3 | [shinsoban]スコラレディースコミック/スコラ 1995-1998 n=3
YS_LATE	dummy2000	5	abunai-deka	あぶない刑事	completed	2000		shonen-gahosha	2	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]ヒットコミックス/少年画報社 1995-1996 n=2
YS_LATE	dummy2000	5	akai-ookami	赤い狼	completed	2000	2000	shufu-to-seikatsu	3	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]MAGARET RAINBOW COMICS/主婦と生活社 1995-1995 n=3
YS_LATE	dummy2000	5	baajinjinseidokuhon	バージン人生読本	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/講談社 1995-1995 n=1
YS_LATE	dummy2000	5	bijuu-no-yakata	美獣の館	completed	2000		scola	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/スコラ 1995-1995 n=1
YS_LATE	dummy2000	5	blue-moon-makiko	ブルームーン	completed	2000		takeshobo	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/竹書房 1995-1995 n=1
YS_LATE	dummy2000	5	chinmokunotoki	沈黙の刻	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/講談社 1995-1995 n=1
YS_LATE	dummy2000	5	denmujikuu	電夢時空	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/講談社 1995-1995 n=1
YS_LATE	dummy2000	5	garou-yuugi	牙狼遊戯	completed	2000		gakken-2	2	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/Gakken 1995-1996 n=2
YS_LATE	dummy2000	5	itemae-keibu	いてまえ警部	completed	2000		tokuma	2	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/徳間書店 1995-1995 n=2
YS_LATE	dummy2000	5	jansou-ni-ikou	雀荘に行こう	completed	2000		takeshobo	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/竹書房 1995-1995 n=1
YS_LATE	dummy2000	5	kanta-2-kimi-no-tenshi-ni-yoroshiku	寛太2 君の天使によろしく	completed	2000		shufu-to-seikatsu	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/主婦と生活社 1995-1995 n=1
YS_LATE	dummy2000	5	kataku-makiko	火宅	completed	2000		takeshobo	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/竹書房 1995-1995 n=1
YS_LATE	dummy2000	5	konjiki-no-ito	金色の糸	completed	2000		futabasha	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/双葉社 1995-1995 n=1
YS_LATE	dummy2000	5	merry-san-no-christmas	メリーさんちのXmas	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/講談社 1995-1995 n=1
YS_LATE	seed_stale	5	midorigaoka-3choume	緑が丘3丁目	completed	2003		futabasha	2	2	year_started=2003 > 最古巻年=1998 (5年後)	[bunkobon]双葉文庫名作シリーズ/双葉社 2003-2003 n=1 | [standard]通常版/双葉社 1998-1998 n=1
YS_LATE	dummy2000	5	nagare-inu-katchaku-monogatari	流れ犬かっちゃく物語	completed	2000		futabasha	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/双葉社 1995-1995 n=1
YS_LATE	page_gen_year	5	nobunaga-o-koroshita-otoko-nichirin-no-demarukashion	信長を殺した男　〜日輪のデマルカシオン〜	ongoing	2026		akita	10	1	year_started=2026 > 最古巻年=2021 (5年後)	[standard]ヤングチャンピオン・コミックス/秋田書店 2021-2026 n=10
YS_LATE	page_gen_year	5	ononoke-kuwaidanbu	おののけ！ くわいだん部	completed	2026	2026	kadokawa	3	1	year_started=2026 > 最古巻年=2021 (5年後)	[standard]通常版/KADOKAWA 2021-2026 n=3
YS_LATE	dummy2000	5	risutora-man-tarou	リストラマン太郎	completed	2000		futabasha	4	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/双葉社 1995-1995 n=4
YS_LATE	dummy2000	5	soredemo-koi-wa-koi	それでも恋は恋	completed	2000		kodansha	2	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]Be・Loveコミックス/講談社 1995-1995 n=2
YS_LATE	dummy2000	5	tokyo-yuurei-map	東京ゆうれいマップ	completed	2000		leed	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/リイド社 1995-1995 n=1
YS_LATE	dummy2000	5	udegashi-no-ten	腕貸しの天	completed	2000		futabasha	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]アクションコミックス/双葉社 1995-1995 n=1
YS_LATE	dummy2000	5	vaacharukaruchaa	転輪聖王	completed	2000		shufu-to-seikatsu	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/主婦と生活社 1995-1995 n=1
YS_LATE	dummy2000	5	wannabes	ウァナビーズ	completed	2000		takeshobo	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]近代麻雀コミックス/竹書房 1995-1995 n=1
YS_LATE	dummy2000	5	xy	XY	completed	2000		takeshobo	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]Bamboo comics/竹書房 1995-1995 n=1
YS_LATE	dummy2000	5	za-suidou-man	ザ・水道マン	completed	2000		futabasha	1	1	year_started=2000 > 最古巻年=1995 (5年後)	[standard]通常版/双葉社 1995-1995 n=1
YS_LATE	dummy2000	4	body-shooting	BODY Shooting	completed	2000		scola	2	1	year_started=2000 > 最古巻年=1996 (4年後)	[standard]スコラレディースコミックス/スコラ 1996-1997 n=2
YS_LATE	dummy2000	4	dainan-ryou-e-irasshai	大南寮へいらっしゃい	completed	2000		shonen-gahosha	1	1	year_started=2000 > 最古巻年=1996 (4年後)	[standard]通常版/少年画報社 1996-1996 n=1
YS_LATE	dummy2000	4	fukamachi-iin-monogatari	深町医院物語	completed	2000		shufu-to-seikatsu	1	1	year_started=2000 > 最古巻年=1996 (4年後)	[standard]通常版/主婦と生活社 1996-1996 n=1
YS_LATE	page_gen_year	4	futarijime-under-dog	ふたりじめアンダードッグ	completed	2026	2026	libre	2	1	year_started=2026 > 最古巻年=2022 (4年後)	[standard]ビーボーイコミックスデラックス/リブレ 2022-2026 n=2
YS_LATE	page_gen_year	4	gedou-tenisha-no-harem-dungeon-seisakuki	外道転移者のハーレムダンジョン製作記	ongoing	2026		takeshobo	3	1	year_started=2026 > 最古巻年=2022 (4年後)	[standard]バンブーコミックス 異世界BC/竹書房 2022-2026 n=3
YS_LATE	dummy2000	4	jigenboukenki	次元冒険記	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1996 (4年後)	[standard]通常版/講談社 1996-1996 n=1
YS_LATE	dummy2000	4	pressure-game	プレッシャー・ゲーム	completed	2000		scola	1	1	year_started=2000 > 最古巻年=1996 (4年後)	[standard]通常版/スコラ 1996-1996 n=1
YS_LATE	dummy2000	4	shounenmaakettaagorou	少年マーケッター五郎	completed	2000		takeshobo	1	1	year_started=2000 > 最古巻年=1996 (4年後)	[standard]通常版/竹書房 1996-1996 n=1
YS_LATE	seed_stale	4	souin-gyokusaiseyo	総員玉砕せよ!	completed	1995		kodansha	2	2	year_started=1995 > 最古巻年=1991 (4年後)	[bunkobon]講談社文庫/講談社 1995-1995 n=1 | [standard]ほるぷ平和漫画シリーズ/講談社 1991-1991 n=1
YS_LATE	dummy2000	4	viinasunihizamazuke	美神にひざまずけ!	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1996 (4年後)	[standard]通常版/講談社 1996-1996 n=1
YS_LATE	dummy2000	3	blood-snow	ブラッド・スノー	completed	2000		bunkasha	1	1	year_started=2000 > 最古巻年=1997 (3年後)	[standard]ホラーMDXシリーズ/ぶんか社 1997-1997 n=1
YS_LATE	page_gen_year	3	boku-to-gyaru-ga-fuufu-ni-narumade	僕と君が夫婦になるまで	ongoing	2026		kadokawa	3	1	year_started=2026 > 最古巻年=2023 (3年後)	[standard]電撃コミックスNEXT/KADOKAWA 2023-2026 n=3
YS_LATE	seed_stale	3	chinken-dukas-no-mystery	珍犬デュカスのミステリー	completed	2004	2004	futabasha	4	2	year_started=2004 > 最古巻年=2001 (3年後)	[standard]通常版/双葉社 2001-2004 n=2 | [bunkobon]双葉文庫/双葉社 2009-2009 n=2
YS_LATE	page_gen_year	3	chirizokonai-no-hiraeth	散り損ないのヒラエス	ongoing	2026		hiiroozu	3	1	year_started=2026 > 最古巻年=2023 (3年後)	[standard]ふらっとヒーローズコミックス/ヒーローズ 2023-2026 n=3
YS_LATE	seed_stale	3	dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	completed	2010	2011	shogakukan	12	1	year_started=2010 > 最古巻年=2007 (3年後)	[standard]コロコロコミックス/小学館 2007-2011 n=12
YS_LATE	dummy2000	3	god-bonbon	ゴッドボンボン	completed	2000		ascii-media-works	1	1	year_started=2000 > 最古巻年=1997 (3年後)	[standard]通常版/アスキー 1997-1997 n=1
YS_LATE	page_gen_year	3	hayate-no-gotoku-kanzenban	ハヤテのごとく！ 完全版	completed	2026	2026	shogakukan	27	1	year_started=2026 > 最古巻年=2023 (3年後)	[standard]少年サンデーコミックス/小学館 2023-2026 n=27
YS_LATE	seed_stale	3	hi-izuru-tokoro-no-tenshi	日出処の天子	completed	1983	1984	hakusensha	18	2	year_started=1983 > 最古巻年=1980 (3年後)	[standard]花とゆめコミックス/白泉社 1980-1984 n=11 | [bunkobon]白泉社文庫/白泉社 1994-1994 n=7
YS_LATE	seed_stale	3	isekai-kaeri-no-otsu-san-wa-shuumatsu-sekai-de-musou-suru	異世界還りのおっさんは終末世界で無双する	ongoing	2025		hifumi-shobo	6	1	year_started=2025 > 最古巻年=2022 (3年後)	[standard]NOVA COMICS/一二三書房 2022-2026 n=6
YS_LATE	seed_stale	3	kitchen-no-tatsujin	キッチンの達人	completed	1996	1999	kodansha	16	1	year_started=1996 > 最古巻年=1993 (3年後)	[standard]講談社コミックスビーラブ/講談社 1993-1999 n=16
YS_LATE	seed_stale	3	kogane-no-rafu-2	黄金のラフ2	completed	2018	2019	shogakukan	13	1	year_started=2018 > 最古巻年=2015 (3年後)	[standard]ビッグコミックス/小学館 2015-2019 n=13
YS_LATE	dummy2000	3	maico-2010	MAICO 2010	completed	2000		shonen-gahosha	2	1	year_started=2000 > 最古巻年=1997 (3年後)	[standard]ヤングキングコミックス/少年画報社 1997-1998 n=2
YS_LATE	page_gen_year	3	osen-wana-hito	おせん　和な女	ongoing	2026		gentosha-comics	7	1	year_started=2026 > 最古巻年=2023 (3年後)	[standard]バーズコミックス/幻冬舎 2023-2026 n=7
YS_LATE	dummy2000	3	piichiku-paachiku	ぴーちくぱーちく	completed	2000		shonen-gahosha	1	1	year_started=2000 > 最古巻年=1997 (3年後)	[standard]YOUNG KING COMICS/少年画報社 1997-1997 n=1
YS_LATE	dummy2000	3	rental-boy	レンタルboy	completed	2000		shonen-gahosha	2	1	year_started=2000 > 最古巻年=1997 (3年後)	[standard]通常版/少年画報社 1997-1997 n=2
YS_LATE	seed_stale	3	sekigan-no-ryuu	隻眼の竜	completed	1994		leed	11	2	year_started=1994 > 最古巻年=1991 (3年後)	[bunkobon]リイド文庫/リイド社 1994-1994 n=5 | [standard]Akita top comics wide/リイド社 1991-1992 n=6
YS_LATE	seed_stale	3	sherlock-ooinaru-game	SHERLOCK	completed	2016	2016	kadokawa	5	1	year_started=2016 > 最古巻年=2013 (3年後)	[standard]角川コミックス・エース/KADOKAWA 2013-2021 n=5
YS_LATE	page_gen_year	3	shiki-hime-hajimemashita-shoukan-sareta-sekai-de-haru-o-tsukasadoru-o-	四季姫、始めました〜召喚された世界で春を司るお仕事します〜(4)(完)	ongoing	2026		square-enix	4	1	year_started=2026 > 最古巻年=2023 (3年後)	[standard]ガンガンコミックスUP！/スクウェア・エニックス 2023-2026 n=4
YS_LATE	dummy2000	3	shinigami-karen	死神可憐	completed	2000		shufu-to-seikatsu	2	1	year_started=2000 > 最古巻年=1997 (3年後)	[standard]ミッシィコミックス/主婦と生活社 1997-1998 n=2
YS_LATE	page_gen_year	3	tensei-shite-arayuru-mono-ni-sukarenagara-i-sekai-de-sukinakoto-o-shite-ikiteiku	転生してあらゆるモノに好かれながら異世界で好きな事をして生きて行く	ongoing	2026		kadokawa	7	1	year_started=2026 > 最古巻年=2023 (3年後)	[standard]電撃コミックスNEXT/KADOKAWA 2023-2026 n=7
YS_LATE	seed_stale	3	wagahai-wa-neko-madoushi-de-aru	我輩は猫魔導師である	ongoing	2025		hifumi-shobo	6	1	year_started=2025 > 最古巻年=2022 (3年後)	[standard]ポルカコミックス/一二三書房 2022-2026 n=6
YS_LATE	dummy2000	3	yonaki-udon	よなきうどん	completed	2000		magazine-magazine	1	1	year_started=2000 > 最古巻年=1997 (3年後)	[standard]通常版/マガジン・マガジン 1997-1997 n=1
YS_LATE	seed_stale	3	youjo-musou	幼女無双	ongoing	2025		hifumi-shobo	5	1	year_started=2025 > 最古巻年=2022 (3年後)	[standard]ポルカコミックス/一二三書房 2022-2026 n=5
YS_LATE	seed_stale	3	yuiitsu-muni-no-saikyou-tamer	唯一無二の最強テイマー	completed	2025	2025	hifumi-shobo	4	1	year_started=2025 > 最古巻年=2022 (3年後)	[standard]NOVA COMICS/一二三書房 2022-2025 n=4
YS_LATE	seed_stale	2	35-sai-no-sentaku	35歳の選択	ongoing	2024		hifumi-shobo	9	1	year_started=2024 > 最古巻年=2022 (2年後)	[standard]NOVA COMICS/一二三書房 2022-2026 n=9
YS_LATE	page_gen_year	2	ada-gyakushuu-no-onnatachi	Ada〜逆襲の女たち〜	completed	2026	2026	shueisha	3	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]ヤングジャンプコミックス/集英社 2024-2026 n=3
YS_LATE	seed_stale	2	aio-ageyou	愛をあげよう	completed	1997	2000	sony-magazines	9	1	year_started=1997 > 最古巻年=1995 (2年後)	[standard]バーズコミックス/ソニー・マガジンズ 1995-2000 n=9
YS_LATE	seed_stale	2	akuyaku-reijou-ni-tensei-shita-hazu-ga-shujinkou-yorimo-dekiai-sareteru-mitai-desu	悪役令嬢に転生したはずが、主人公よりも溺愛されてるみたいです	ongoing	2024		hifumi-shobo	8	1	year_started=2024 > 最古巻年=2022 (2年後)	[standard]LAVARE comics/一二三書房 2022-2026 n=8
YS_LATE	page_gen_year	2	amatsumizushi-gago-bokumetsu-dayori-gagohan	天津水市「がご」撲滅だより がごはん	ongoing	2026		hiiroozu	6	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]ヒーローズコミックス/小学館クリエイティブ 2024-2026 n=6
YS_LATE	dummy2000	2	atsuize-tenma	熱いぜ天馬!	completed	2000		takeshobo	1	1	year_started=2000 > 最古巻年=1998 (2年後)	[standard]通常版/竹書房 1998-1998 n=1
YS_LATE	page_gen_year	2	bakunyuu-bunny-obasan	爆乳バニーおばさん	ongoing	2026		got	4	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]NOiPA COMiCS/ジーオーティー 2024-2026 n=4
YS_LATE	page_gen_year	2	binbou-kishi-ni-yomeiri-shita-hazu-ga-yajin-reijou-wa-koutaishihi-ni-nattemo	貧乏騎士に嫁入りしたはずが!? 野人令嬢は皇太子妃になっても竜を狩りたい	ongoing	2026		shufu-to-seikatsu	3	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]PASH！コミックス/主婦と生活社 2024-2026 n=3
YS_LATE	page_gen_year	2	botsuraku-hakushaku-reijou-wa-kazoku-o-yashinaitai	没落伯爵令嬢は家族を養いたい	ongoing	2026		to-books	4	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]Celicaコミックス/TOブックス 2024-2026 n=4
YS_LATE	dummy2000	2	buraikan	無頼漢	completed	2000		shonen-gahosha	2	1	year_started=2000 > 最古巻年=1998 (2年後)	[standard]ヤングキングコミックス/少年画報社 1998-1999 n=2
YS_LATE	page_gen_year	2	burari-i-sekai-kemo-no-tabi	ぶらり異世界ケモの旅	ongoing	2026		got	2	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]NOiPA COMiCS/ジーオーティー 2024-2026 n=2
YS_LATE	dummy2000	2	chin-shitene	チンしてね!	completed	2000		futabasha	2	1	year_started=2000 > 最古巻年=1998 (2年後)	[standard]通常版/双葉社 1998-1999 n=2
YS_LATE	page_gen_year	2	dark-souls-redemption	DARK SOULS Redemption	ongoing	2026		kadokawa	3	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]ヒューコミックス/KADOKAWA 2024-2026 n=3
YS_LATE	seed_stale	2	doredake-doryoku-shitemo-mannen-level-0-no-ore-wa-tsuihousareta-sareta	どれだけ努力しても万年レベル0の俺は追放された	ongoing	2025		hifumi-shobo	3	1	year_started=2025 > 最古巻年=2023 (2年後)	[standard]NOVA COMICS/一二三書房 2023-2026 n=3
YS_LATE	seed_stale	2	dragon-efekuto-sakamoto-ryouma-ibun	ドラゴンエフェクト 坂本龍馬異聞	completed	2014	2014	shogakukan-creative	3	1	year_started=2014 > 最古巻年=2012 (2年後)	[standard]HCヒーローズコミックス/小学館クリエイティブ 2012-2014 n=3
YS_LATE	page_gen_year	2	dungeon-gakuen-no-teihen-ni-tensei-shitakedo-naze-ka-ore-ni-wa-kouryak	ダンジョン学園の底辺に転生したけど、なぜか俺には攻略本がある	ongoing	2026		bunkasha	5	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]BKコミックス/ぶんか社 2024-2026 n=5
YS_LATE	dummy2000	2	ema-no-omokage	エマの面影	completed	2000		ozora-shuppan	1	1	year_started=2000 > 最古巻年=1998 (2年後)	[standard]通常版/宙出版 1998-1998 n=1
YS_LATE	seed_stale	2	greed-packet-unlimited	グリードパケット∞	completed	2010	2010	kadokawa	4	1	year_started=2010 > 最古巻年=2008 (2年後)	[standard]カドカワコミックス・エース/ 2008-2010 n=4
YS_LATE	seed_stale	2	ha-ra-pekotsuuringurume	はらぺこツーリングルメ	ongoing	2022		bunkasha	3	1	year_started=2022 > 最古巻年=2020 (2年後)	[standard]Bunkasha gourmet comics/ぶんか社 2020-2026 n=3
YS_LATE	seed_stale	2	haaremukakumei	ハーレム革命	completed	2001	2002	shonen-gahosha	3	1	year_started=2001 > 最古巻年=1999 (2年後)	[standard]YCコミックス/少年画報社 1999-2002 n=3
YS_LATE	seed_stale	2	hana-no-asukagumi-infinitei	花のあすか組!∞インフィニティ	completed	2021	2021	shodensha	9	1	year_started=2021 > 最古巻年=2019 (2年後)	[standard]FC jam/祥伝社 2019-2021 n=9
YS_LATE	page_gen_year	2	haribote-seijo-wa-youjo-ni-nari-ai-no-omoi-kamisama-to-tsuihou-life	ハリボテ聖女は幼女になり、愛の重い神様と追放ライフを満喫する	completed	2026	2026	futabasha	2	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]モンスターコミックスf/双葉社 2024-2026 n=2
YS_LATE	page_gen_year	2	hitori-janai-hitorigurashi	独りじゃない一人暮らし	completed	2026	2026	houbunsha	3	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]まんがタイムコミックス/芳文社 2024-2026 n=3
YS_LATE	page_gen_year	2	i-sekai-kara-kita-elf-to-tomoni-sugosu-nichijou	異世界から来た君と共に過ごす日常	ongoing	2026		kadokawa	2	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]ドラゴンコミックスエイジ/KADOKAWA 2024-2026 n=2
YS_LATE	page_gen_year	2	i-sekai-tensei-shitara-aiken-besu-nohou-ga-tsuyokattanda-ga	異世界転生したら愛犬ベスのほうが強かったんだが	ongoing	2026		hifumi-shobo	3	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]ノヴァコミックス　3/一二三書房 2024-2026 n=3
YS_LATE	page_gen_year	2	ichigun-danshi-wa-koishiteru	一軍男子は恋してる	ongoing	2026		kadokawa	2	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]MFC/KADOKAWA 2024-2026 n=2
YS_LATE	page_gen_year	2	joushi-no-ie-ni-korogarikomimashite	上司の家に転がり込みまして。	ongoing	2026		overlap	4	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]クリエコミックス/オーバーラップ 2024-2026 n=4
YS_LATE	seed_stale	2	kazenorondo	風の輪舞	completed	1990	1990	shueisha	9	2	year_started=1990 > 最古巻年=1988 (2年後)	[standard]Youコミックス/集英社 1988-1990 n=6 | [bunkobon]YOU漫画文庫/集英社 1999-1999 n=3
YS_LATE	seed_stale	2	kichiku-eiyuu	鬼畜英雄	ongoing	2024		hifumi-shobo	15	1	year_started=2024 > 最古巻年=2022 (2年後)	[standard]NOVA COMICS/一二三書房 2022-2026 n=15
YS_LATE	page_gen_year	2	kimi-ga-utau-yakurenka	君が唄う薬恋歌	ongoing	2026		kadokawa	3	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]B's-LOG COMICS/KADOKAWA 2024-2026 n=3
YS_LATE	page_gen_year	2	konyakusha-ni-wasurerareta-watashi-ringoku-no-koutaishi-denka-to-gisou-konyaku	婚約者に忘れられた私、隣国の皇太子殿下と偽装婚約することになりました（※ただし、殿下の本命は私みたいです！？）	ongoing	2026		kodansha	5	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]KCx/講談社 2024-2026 n=5
YS_LATE	page_gen_year	2	love-live-flowers-hasunosora-jogakuin-school-idol-club	ラブライブ! flowers*-蓮ノ空女学院スクールアイドルクラブー	ongoing	2026		shueisha	5	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]ヤングジャンプコミックス/集英社 2024-2026 n=5
YS_LATE	dummy2000	2	love-no-okite	恋愛の掟	completed	2000		takeshobo	1	1	year_started=2000 > 最古巻年=1998 (2年後)	[standard]Bamboo comics/竹書房 1998-1998 n=1
YS_LATE	seed_stale	2	mamono-o-karu-na-to-iwareta-saikyou-hunter-ryouri-guild-ni-tenshoku-suru	魔物を狩るなと言われた最強ハンター、料理ギルドに転職する	completed	2024	2024	hifumi-shobo	5	1	year_started=2024 > 最古巻年=2022 (2年後)	[standard]NOVA COMICS/一二三書房 2022-2024 n=5
YS_LATE	seed_stale	2	manga-de-zesshou-shinfogia	まんがDE絶唱しんふぉぎあ	completed	2019	2021	kadokawa	4	1	year_started=2019 > 最古巻年=2017 (2年後)	[standard]単行本コミックス/KADOKAWA 2017-2021 n=4
YS_LATE	page_gen_year	2	manga-tenkanshifuku-nihongo-honyakuban	漫画「天官賜福」日本語翻訳版	ongoing	2026		(unknown)	4	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]通常版/ 2024-2026 n=4
YS_LATE	page_gen_year	2	manpen	まんペン	ongoing	2026		kodansha	2	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]モーニング　KC/講談社 2024-2026 n=2
YS_LATE	seed_stale	2	maou-reijou-no-kyouikugakari	魔王令嬢の教育係	completed	2024	2026	hifumi-shobo	6	1	year_started=2024 > 最古巻年=2022 (2年後)	[standard]ポルカコミックス/一二三書房 2022-2026 n=6
YS_LATE	page_gen_year	2	maou-sama-to-sunadokei	魔王様と砂時計	ongoing	2026		akita	3	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]ヤングチャンピオン・コミックス/秋田書店 2024-2026 n=3
YS_LATE	page_gen_year	2	meshi-tero-kei-guradoru-wa-gaman-dekinai	飯テロ系グラドルは我慢できない!?	ongoing	2026		kadokawa	3	1	year_started=2026 > 最古巻年=2024 (2年後)	[standard]MFC キューンシリーズ/KADOKAWA 2024-2026 n=3
YS_LATE	dummy2000	2	mikaifuu-na-kanojotachi	未開封な彼女たち	completed	2000		shonen-gahosha	1	1	year_started=2000 > 最古巻年=1998 (2年後)	[standard]ヤングキングコミックス/少年画報社 1998-1998 n=1
