series_key	title	class	subtitle	vols	first_date	last_date	imprints	authors	isbn	既存頁slug	類似頁	材料	著者既掲載
name:下元朗|name:ガチャンキイ	ガチャンキイ	未掲載		2	2026-02-23	2026-05-25	ジャンプコミックス	古屋こう	9784088848969			紹介文+書影	済
name:伊達きよ|name:アズラエル家の次男は半魔	アズラエル家の次男は半魔	未掲載		2	2025-10-03	2026-05-25	&arche COMICS	ちま / 長与エリ子	9784434363061			紹介文+書影	
name:宮部サチ|name:ぼっちが集まってバイキング行ってみた	ぼっちが集まってバイキング行ってみた	未掲載		2	2025-10-03	2026-05-25	芳文社コミックス		9784832205536			紹介文+書影	
name:みなぱか|name:6億年の博物旅	6億年の博物旅	未掲載		2	2025-08-15	2026-05-25	Manga time KR comics. Kirara menu	みなぱか / FiorManuele	9784832296541			紹介文+書影	
name:新島なるい|name:白銀のキュイジーヌ	白銀のキュイジーヌ	未掲載		2	2025-10-01	2026-05-22	KCDX. 週刊少年マガジン	新島なるい	9784065407110			紹介文+書影	済
name:前澤のーん|name:死亡確定令嬢による華麗なる生存戦略	死亡確定令嬢による華麗なる生存戦略	未掲載		2	2025-11-22	2026-05-22	KCx	前澤のーん / 浦埜スオ	9784065415092			紹介文+書影	
name:あしや稚浩|name:未熟な魔法使いと僕	未熟な魔法使いと僕	未掲載		2	2025-08-22	2026-05-22	Bamboo comics	あしや稚浩	9784801987364			紹介文+書影	済
name:木公田つかさ|name:彗星乙女後宮伝	彗星乙女後宮伝	未掲載		2	2025-10-08	2026-05-22	KCx	江本マシメサ / 黒城	9784065412060			紹介文+書影	済
name:サノマリナ|name:小さな星のダイニングクチーナ・ルーチェ	小さな星のダイニングクチーナ・ルーチェ	未掲載		2	2025-08-20	2026-05-22	シルフコミックス	林シホ / サノマリナ	9784049165852			紹介文+書影	済
name:佐久間葉|name:夏の終わりに君が死ねば完璧だったから	夏の終わりに君が死ねば完璧だったから	未掲載		2	2025-07-22	2026-05-22	角川コミックス・エース	本間ぴるぱ / 佐久間葉	9784041164006			紹介文+書影	
name:夢咲まゆ|name:パーティーをクビになったので、「良成長」スキルを駆使して牧場でもふもふスローライフを送ろうと思います!	パーティーをクビになったので、「良成長」スキルを駆使して牧場でもふもふスローライフを送ろうと思います!	未掲載		2	2025-10-24	2026-05-22	Kyun comics. Maomao	夢咲まゆ / 玉野南 / 酒井サユリ	9784774733029			紹介文+書影	済
name:気まぐれ|name:ハズレスキルが覚醒したので、虐げられた過去を自由な人生に反転します!	ハズレスキルが覚醒したので、虐げられた過去を自由な人生に反転します!	未掲載		2	2026-01-16	2026-05-22	角川コミックス・エース	真鍋陽 / 気まぐれ	9784041167496			紹介文+書影	
name:加藤文孝|name:スーパートリアージ	スーパートリアージ	未掲載		2	2026-01-02	2026-05-22	ヤンマガKC	加藤文孝	9784065411803			紹介文+書影	済
name:katoson|name:ジゼルの錬金飴	ジゼルの錬金飴	未掲載		2	2025-07-25	2026-05-22	HJコミックス	端桜了 / 斯波	9784798638911			紹介文+書影	済
name:遠野人夏|name:やちるさんはほめるとのびる	やちるさんはほめるとのびる	未掲載		2	2025-07-25	2026-05-22	ヤンマガKC	浪川修作	9784065401941			紹介文+書影	済
name:しらほし卯乃|name:ひまちゃんと天国の面接	ひまちゃんと天国の面接	未掲載		2	2025-09-27	2026-05-22	KITORA	しらほし卯乃	9784043300310			紹介文+書影	
name:サカイタカヒロ|name:あかつきのヒマリとくま	あかつきのヒマリとくま	未掲載		2	2025-11-15	2026-05-22	MFC	nao1990-	9784046601100			紹介文+書影	
name:鷹条色s|name:間違い勇者の選択	間違い勇者の選択	未掲載		2	2022-10	2026-05-18	ヴァルキリーコミックス	鷹条色s	9784799216903			紹介文+書影	済
name:インバーターエアコン|name:苦節四年、理想の聖女を演じるのに疲れました	苦節四年、理想の聖女を演じるのに疲れました	未掲載		2	2025-11-01	2026-05-18	モンスターコミックスf	インバーターエアコン / 蜂蓮花マルモ	9784575422764			紹介文+書影	
name:八針来夏|name:肥満令嬢は細くなり、後は傾国の美女〈物理〉として生きるのみ@COMIC	肥満令嬢は細くなり、後は傾国の美女〈物理〉として生きるのみ@COMIC	未掲載		2	2025-07-25	2026-05-18	コロナ・コミックス	宇斗リクツ / ケルビム	9784867946077			紹介文+書影	済
name:久保田美冬|name:聖女様になりたいのに攻撃魔法しか使えないんですけど!?	聖女様になりたいのに攻撃魔法しか使えないんですけど!?	未掲載		2	2025-11-24	2026-05-18	Ride Comics	よした / 久保田美冬	9784867168622			紹介文+書影	
name:七菱ヒロ|name:獣は贄に愛されたい	獣は贄に愛されたい	未掲載		2	2026-05-15	2026-05-18	Shusui digital comics BLシリーズ	七菱ヒロ	9784867782354			紹介文+書影	済
name:はやほし|name:爆乳たちに追放されたが戻れと言われても、もう遅……戻りましゅぅぅ!	爆乳たちに追放されたが戻れと言われても、もう遅……戻りましゅぅぅ!	未掲載		2	2025-08-01	2026-05-18	Ride Comics	海老名えび / はやほし	9784867167953			紹介文+書影	
name:照屋太郎|name:烏哭村-カラスナキムラ-	烏哭村-カラスナキムラ-	未掲載		2	2025-12-26	2026-05-18	ビッグコミックス	照屋太郎	9784098636525			紹介文+書影	
name:光用千春|name:次の整理	次の整理	未掲載		2	2025-04-14	2026-05-18	ビッグコミックス	光用千春	9784098633821			紹介文+書影	
name:四方井ぬい|name:探鉱ドワーフめしをくう。	探鉱ドワーフめしをくう。	未掲載		2	2025-08-08	2026-05-18		BPUG	9784781624815			紹介文+書影	済
name:佐和井ムギ|name:悪の令嬢と十二の瞳	悪の令嬢と十二の瞳	未掲載		2	2025-10-03	2026-05-18	ガルドコミックス	花房夜空 / 駄犬	9784824013828			紹介文+書影	済
name:ソラジマ|name:君主様に胸やけ	君主様に胸やけ	未掲載		2	2025-06-16	2026-05-18	LAKE	ソラジマ / 奥田たすく	9784758019927			書影のみ	済
name:森下りんご|name:勘違い結婚	勘違い結婚	未掲載		2	2025-09-13	2026-05-18	ガルドコミックス	黒川彰一 / 絹莢にえり	9784824013576			紹介文+書影	
name:黒岬光|name:俺が花嫁に!?	俺が花嫁に!?	未掲載		2	2025-08-11	2026-05-18	Daitosha comic. Daito comics BLシリーズ	黒岬光	9784864957489			紹介文+書影	済
name:七夜月るな|name:会社の女上司と一緒に異世界転生して幼馴染になった	会社の女上司と一緒に異世界転生して幼馴染になった	未掲載		2	2025-04-28	2026-05-18	COMICらぐちゅう	七夜月るな / 思考機械	9784866578507			紹介文+書影	
name:tokiwa|name:世界で一番『可愛い』雨宮さん、二番目は俺。	世界で一番『可愛い』雨宮さん、二番目は俺。	未掲載		2	2025-09-29	2026-05-18	Ride Comics	編乃肌 / tokiwa	9784867168226			紹介文+書影	済
name:デンセン|name:ハイブルク家三男は小悪魔ショタです	ハイブルク家三男は小悪魔ショタです	未掲載		2	2025-08-08	2026-05-18	Ride Comics	福部たけい / デンセン	9784867168097			紹介文+書影	
name:広里かな|name:オメガポルノcase	オメガポルノcase	未掲載		2	2025-05-17	2026-05-18	ジュネットコミックス	広里かな	9784910582542		omega-porno-keesu-chiaki	未取得	済
name:あんまりひどい|name:なでるだけのお仕事です!	なでるだけのお仕事です!	未掲載		2	2024-04	2026-05-18	PASH!COMICS	あんまりひどい	9784391162097			紹介文+書影	
name:花里ひかり|name:ずっと、君だけを	ずっと、君だけを	未掲載		2	2026-05-18	2026-05-18	オパールCOMICS. kiss	川崎てつお / 花里ひかり	9784829627105			紹介文+書影	済
name:こあ|name:陽キャになった俺の青春至上主義	陽キャになった俺の青春至上主義	未掲載		2	2025-09-27	2026-05-15	ガンガンコミックスup!	持崎湯葉 / こあ	9784301000433			紹介文+書影	
name:はちのじ|name:運命だから諦めて?	運命だから諦めて?	未掲載		2	2025-09-27	2026-05-15	集英社ガールズコミックス	はちのじ	9784088552576			紹介文+書影	
name:石田万|name:遊月は猫になる	遊月は猫になる	未掲載		2	2025-10-10	2026-05-15	講談社コミックスデラックス. 月刊少年マガジン	石田万	9784065410530			紹介文+書影	済
name:日野原|name:聖女の妹の尻拭いを仰せつかった、ただの侍女でございます	聖女の妹の尻拭いを仰せつかった、ただの侍女でございます	未掲載		2	2025-11-24	2026-05-15	EARTH STAR COMICS	日野原 / 櫻田りん	9784803022094			紹介文+書影	済
name:育田花|name:王子の最恋	王子の最恋	未掲載		2	2025-12-29	2026-05-15	KCデザート	にどね杉	9784065419588			紹介文+書影	済
name:神山すむ|name:灰宮先輩は怖くてかわいい	灰宮先輩は怖くてかわいい	未掲載		2	2026-02-16	2026-05-15	ガンガンコミックスup!	大窪太一	9784301003137			紹介文+書影	
name:小野友里恵|name:ヤンキーに恋と育児はムズすぎる	ヤンキーに恋と育児はムズすぎる	未掲載		2	2026-03-23	2026-05-15	Sho-Comiフラワーコミックス	小野友里恵 / 足立原ひかり	9784098733026			紹介文+書影	
name:羊谷あく|name:デート・オア・キル	デート・オア・キル	未掲載		2	2025-12-26	2026-05-15	ガンガンコミックスonline	羊谷あく	9784301002284			紹介文+書影	
name:ソウヤ・ブン|name:ツネタ	ツネタ	未掲載		2	2026-05-15	2026-05-15	BEAM COMIX		9784045000454			紹介文+書影	
name:まるかわ|name:スマホで異世界の神になる方法	スマホで異世界の神になる方法	未掲載		2	2025-12-12	2026-05-15		まるかわ	9784575441055			紹介文+書影	済
qid:Q60627556|name:スピナーベイト	スピナーベイト	未掲載		2	2026-05-15	2026-05-15	バーズコミックススペシャル	此元和津也	9784344857742			紹介文+書影	済
name:フェイクドキュメンタリーQ|name:Q この漫画に見覚えがある方はお知らせください	Q この漫画に見覚えがある方はお知らせください	未掲載		2	2026-05-08	2026-05-15	IDコミックス. Howl comics		9784758098816			書影のみ	
name:デジタル職人株式会社|name:魔道祖師	魔道祖師	未掲載		2	2025-02-10	2026-05-08	DARIA COMICS uni	デジタル職人株式会社 / 落地成球 / 墨香銅臭	9784866578026			紹介文+書影	済
qid:Q1049526|name:銀色の路	銀色の路	未掲載		2	2026-05-08	2026-05-08	ヤングジャンプコミックス	安彦良和	9784088941653			紹介文+書影	済
name:八上マコト|name:辺境領主は大貴族に成り上がる!	辺境領主は大貴族に成り上がる!	未掲載		2	2025-06-28	2026-05-08	アルファポリスCOMICS	潮ノ海月 / 八上マコト	9784434359514			紹介文+書影	
name:こりすキョーコ|name:転生悪女の幸せ家族計画	転生悪女の幸せ家族計画	未掲載		2	2025-09-13	2026-05-08	モンスターコミックスf	こりすキョーコ / 来須みかん	9784575422375			紹介文+書影	済
name:エクスペリエンス|name:死噛	死噛	未掲載		2	2025-11-15	2026-05-08	MGC. Web comic beat's series	恵那 / エクスペリエンス	9784800016621			紹介文+書影	済
name:三日市零|name:復讐は合法的に	復讐は合法的に	未掲載		2	2025-09-06	2026-05-08	IDコミックス. Zero-sum comics	和サン / 三日市零	9784758087896			書影のみ	
name:小木とまい|name:巻き込まれて召喚された限界OL、ギルド所属の【魔物解体嬢】として奮闘中	巻き込まれて召喚された限界OL、ギルド所属の【魔物解体嬢】として奮闘中	未掲載		2	2025-11-15	2026-05-08	MGC. Web comic beat's series	小木とまい / 水都ミナト	9784800016676			紹介文+書影	済
name:野原広子|name:妻が口をきいてくれません	妻が口をきいてくれません	未掲載		2	2020-11	2026-05-08	 / 集英社文庫	野原広子	9784087448979			紹介文+書影	済
name:ソラジマ|name:北部戦士の愛しい花嫁	北部戦士の愛しい花嫁	未掲載		2	2026-05-08	2026-05-08	フロースコミック	ソラジマ	9784046600240			紹介文+書影	済
name:なまざかな|name:化物嬢ソフィのサロン	化物嬢ソフィのサロン	未掲載		2	2025-10-03	2026-05-08	MGC. Avarus series	なまざかな / 紺染幸	9784800016546			紹介文+書影	済
name:春雨ぽんた|name:勇者が召喚できません!	勇者が召喚できません!	未掲載		2	2025-11-08	2026-05-08	Ryu comics unicorn	藤井ゆずる / 春雨ぽんた	9784199509308			紹介文+書影	
name:しゅーまつ|name:伝説に残らなかった大賢者	伝説に残らなかった大賢者	未掲載		2	2025-11-15	2026-05-08	モンスターコミックス	濱重ぴかひこ / しゅーまつ	9784575422900			紹介文+書影	
name:渡辺馨|name:ミルクなきみとビターな彼	ミルクなきみとビターな彼	未掲載		2	2024-06	2026-05-08	Daria comics	渡辺馨	9784866577739			紹介文+書影	
name:家守真言|name:ノーマルガール	ノーマルガール	未掲載		2	2023-11	2026-05-08	Young jump comics	家守真言	9784088930107			紹介文+書影	
name:一色孝太郎|name:テイマー少女の逃亡日記	テイマー少女の逃亡日記	未掲載		2	2025-09-13	2026-05-08	NOVA COMICS	一色孝太郎	9784824204998			紹介文+書影	
name:IK|name:ソロキャンパーのふらっと異世界気まま旅	ソロキャンパーのふらっと異世界気まま旅	未掲載		2	2025-09-03	2026-05-08	モンスターコミックス	こごみモチコ / IK	9784575422436			紹介文+書影	
name:三ツ星しずく|name:エンドロールは地獄まで	エンドロールは地獄まで	未掲載		2	2025-10-10	2026-05-08	カドコミ	境井ラク	9784048116213			紹介文+書影	済
name:キムラましゅろう|name:わかっていますよ旦那さま。どうせ『愛する人ができた』と言うんでしょ?	わかっていますよ旦那さま。どうせ『愛する人ができた』と言うんでしょ?	未掲載		2	2025-12-26	2026-05-08	MGC. Avarus series	キムラましゅろう / 双海芽生	9784800016836			紹介文+書影	済
name:サブロー|name:鱗星くんは宇宙人	鱗星くんは宇宙人	未掲載		2	2025-08-13	2026-05-06	MFCジーンピクシブシリーズ	叫野あぎゃ / サブロー	9784046848581			紹介文+書影	
name:月曜休み|name:香港銀奇譚	香港銀奇譚	未掲載		2	2026-01-16	2026-05-06	電撃コミックスNEXT	月曜休み / 海野りょう	9784048117449			紹介文+書影	済
name:宮崎順|name:青春ブタ野郎はシスコンアイドルの夢を見ない	青春ブタ野郎はシスコンアイドルの夢を見ない	未掲載		2	2025-06-04	2026-05-06	電撃コミックスNEXT	鴨志田一 / 梶井スパナ	9784049165784			紹介文+書影	済
name:Daimaru三世|name:離縁を申し出たら溺愛されるようになりました!?	離縁を申し出たら溺愛されるようになりました!?	未掲載		2	2025-09-17	2026-05-06	クロフネcomics. くろふねピクシブ / クロフネcomics. くろふねピクシブシリーズ	Daimaru三世 / 姫沙羅	9784799774090			紹介文+書影	
name:しまづ|name:聖女先生の魔法は進んでる!	聖女先生の魔法は進んでる!	未掲載		2	2025-06-18	2026-05-06	電撃コミックスNEXT	月見秋水 / しまづ	9784049165326			紹介文+書影	
name:暁佳奈|name:春夏秋冬代行者 百歌百葉	春夏秋冬代行者 百歌百葉	未掲載		2	2024-12-27	2026-05-06	電撃コミックスNEXT	浅見百合子 / 暁佳奈	9784049161571			紹介文+書影	済
name:シチサブロー|name:夢後のグレイ	夢後のグレイ	未掲載		2	2025-09-17	2026-05-06	電撃コミックスNEXT	シチサブロー	9784049165296			紹介文+書影	
name:日佐乃ねむ|name:俺ん家が女子の溜まり場になっている件	俺ん家が女子の溜まり場になっている件	未掲載		2	2025-11-12	2026-05-06	電撃コミックスNEXT	雨音恵 / 日佐乃ねむ	9784049167924			紹介文+書影	
name:ときゎ|name:俺にだけ小悪魔な後輩は現実でも可愛いが、夢の中ではもっと可愛い	俺にだけ小悪魔な後輩は現実でも可愛いが、夢の中ではもっと可愛い	未掲載		2	2025-10-01	2026-05-06	電撃コミックスNEXT	ときゎ / 片沼ほとり	9784049167559			紹介文+書影	済
name:鯛野ニッケ|name:体感予報	体感予報	未掲載		2	2022-11	2026-05-06	ビーボーイコミックスデラックス	鯛野ニッケ	9784799760086			書影のみ	済
name:安房さとる|name:スロー・ステップ!	スロー・ステップ!	同題別著者(要確認)		2	2025-09-03	2026-05-06	MFコミックス. アライブ+シリーズ	安房さとる	9784048116275			未取得	済
name:きしだしき|name:カバンの勇者の異世界のんびり旅	カバンの勇者の異世界のんびり旅	未掲載		2	2025-10-01	2026-05-06	電撃コミックスNEXT	茨木野 / きしだしき	9784049167313			紹介文+書影	済
name:浅月のりと|name:きみの願いが叶うまで	きみの願いが叶うまで	未掲載		2	2025-10-01	2026-05-06	電撃コミックスNEXT	森島コン	9784049167498			紹介文+書影	
name:来栖千依|name:高嶺の花扱いされる悪役令嬢ですが、本音はめちゃくちゃ恋したい	高嶺の花扱いされる悪役令嬢ですが、本音はめちゃくちゃ恋したい	未掲載		2	2026-02-02	2026-05-01	Seasons Fantasy	来栖千依 / 炬とうや	9784160902282			紹介文+書影	済
name:荻嶋花|name:転生没落令嬢ですが、無神経王子の妃なんて願い下げです	転生没落令嬢ですが、無神経王子の妃なんて願い下げです	未掲載		2	2023-07	2026-05-01	ショコラシュクレコミックス	八叉のおろち	9784799217931			紹介文+書影	
name:一ノ瀬千景|name:身ごもったら、この結婚は終わりにしましょう	身ごもったら、この結婚は終わりにしましょう	未掲載		2	2025-11-01	2026-05-01	marmalade comics	黒田うらら / 百均	9784302106158			書影のみ	済
name:Josara|name:暴君皇帝と離婚します	暴君皇帝と離婚します	未掲載		2	2026-02-09	2026-05-01	GAコミックf	Josara	9784815635909			紹介文+書影	
name:苹果知生|name:ロストステラの滞在者たち	ロストステラの滞在者たち	未掲載		2	2025-10-17	2026-05-01	YKコミックス	苹果知生	9784785980399			紹介文+書影	
name:トミヤマ|name:ヤミツキチュウ	ヤミツキチュウ	未掲載		2	2026-02-16	2026-05-01	夜暇	黒崎エーヨ	9784434368554			紹介文+書影	
name:宮古アタチ|name:メルディオン公爵家の若夫婦は少し変わっている。	メルディオン公爵家の若夫婦は少し変わっている。	未掲載		2	2025-08-06	2026-05-01	Pomme Comics	宮古アタチ	9784048116206			紹介文+書影	
name:柚月裕子|name:ミカエルの鼓動	ミカエルの鼓動	未掲載		2	2026-05-01	2026-05-01	BUNCOMI	柚月裕子	9784160902381			紹介文+書影	
name:宝月なごみ|name:マリッジ・フライト	マリッジ・フライト	未掲載		2	2025-11-08	2026-05-01	Berry's COMICS	宝月なごみ / 杉原チャコ	9784813765202			紹介文+書影	
name:三ヶ嶋犬太朗|name:ザ・ワンワンズ	ザ・ワンワンズ	未掲載		2	2025-10-03	2026-05-01	ジャンプコミックス	三ヶ嶋犬太朗	9784088846996			紹介文+書影	済
name:Aratapub. 2026|name:アップルエイジ	アップルエイジ	未掲載		2	2026-01-02	2026-05-01	SHONEN SUNDAY COMICS SPECIAL	Aratapub. 2026	9784098544448			紹介文+書影	
name:あんどうまみ|name:ゆかりくんはギャップがずるい	ゆかりくんはギャップがずるい	未掲載		2	2026-02-09	2026-05-01	プティルコミックス	久壁おと	9784302113231			書影のみ	
name:駒込|name:ぶり返す獣性。	ぶり返す獣性。	未掲載		2	2025-05-16	2026-05-01	Clair TLcomics		9784434354021			紹介文+書影	
name:綿本おふとん|name:ひかりのくにの子どもたち	ひかりのくにの子どもたち	未掲載		2	2025-11-08	2026-05-01	torch comics	綿本おふとん	9784845869831			紹介文+書影	
name:信楽大賀|name:その青春	その青春	未掲載		2	2026-02-09	2026-05-01	KCDX. 週刊少年マガジン	つまじょ	9784065428078			紹介文+書影	
name:井上とさず|name:いきもにあっく!	いきもにあっく!	未掲載		2	2025-09-03	2026-05-01	YKコミックス	井上とさず	9784785980221			紹介文+書影	済
name:相川たつき|name:あやつりカレンダー	あやつりカレンダー	未掲載		2	2026-03-06	2026-05-01	夜暇	相川たつき	9784434370328			紹介文+書影	済
name:西根羽南|name:『理想の花嫁を探して幸せにして差し上げます』と言ったら、そっけなかった婚約者が何故か関わってきますが、花嫁斡旋頑張ります	『理想の花嫁を探して幸せにして差し上げます』と言ったら、そっけなかった婚約者が何故か関わってきますが、花嫁斡旋頑張ります	未掲載		2	2025-06-23	2026-05-01	ブリーゼコミックス	西根羽南 / 雨宮皐季	9784799220559			紹介文+書影	済
name:杜若彩|name:『廃品回収』スキルで手に入れた訳ありチート魔剣が最強すぎる件	『廃品回収』スキルで手に入れた訳ありチート魔剣が最強すぎる件	未掲載		2	2025-11-15	2026-05-01	グラストCOMICS	邑上主水 / 杜若彩	9784813765226			紹介文+書影	済
name:和泉亜明|name:Defect-ディフェクト-	Defect-ディフェクト-	未掲載		2	2025-08-01	2026-05-01	YKコミックス	岸根靖興	9784785979829			紹介文+書影	
name:宇野リッカ|name:鬼大尉の生贄花嫁	鬼大尉の生贄花嫁	未掲載		2	2026-04-27	2026-04-27	marmalade comics	真彩 / 宇野リッカ	9784302116959			紹介文+書影	済
name:八月八|name:転生第八王子の幸せ家族計画	転生第八王子の幸せ家族計画	未掲載		2	2025-08-08	2026-04-27	GAコミックf	八月八 / 小林孝太	9784815622510			紹介文+書影	済
name:タロコ|name:聖女の姉ですが、宰相閣下は無能な妹より私がお好きなようですよ?	聖女の姉ですが、宰相閣下は無能な妹より私がお好きなようですよ?	未掲載		2	2025-03-24	2026-04-27	Regina COMICS	タロコ / 渡邊香梨	9784434353673			紹介文+書影	済
name:式部玲|name:竜騎士さまとはじめるモフモフ子竜の世話係	竜騎士さまとはじめるモフモフ子竜の世話係	未掲載		2	2025-04-28	2026-04-27	Ride Comics	紫月音湖 / 式部玲	9784867167380			紹介文+書影	済
name:ヒツキノドカ|name:私を追放したことを後悔してもらおう	私を追放したことを後悔してもらおう	未掲載		2	2025-08-01	2026-04-27	Regina COMICS	野山かける / ヒツキノドカ	9784434361241			紹介文+書影	済
name:水沢友希|name:極上御曹司の独占愛	極上御曹司の独占愛	未掲載		2	2025-08-01	2026-04-27	marmalade comics	若菜モモ / 水沢友希	9784302116904			紹介文+書影	済
name:かきのたすけ|name:桐生弁護士のXLな愛し方	桐生弁護士のXLな愛し方	未掲載		2	2025-06-30	2026-04-27	ラブパルフェコミックス	かきのたすけ	9784824012098			紹介文+書影	済
name:森埜ひつじ|name:春待つ椿は恋に咲く	春待つ椿は恋に咲く	未掲載		2	2026-01-26	2026-04-27	FCエトワール	森埜ひつじ	9784866754826			紹介文+書影	
name:あじた|name:日下部課長の恋はやわらか	日下部課長の恋はやわらか	未掲載		2	2025-06-30	2026-04-27	CITR COMICS	あじた	9784823608698			書影のみ	
name:和田真尚|name:捨てられ騎士の逆転記!	捨てられ騎士の逆転記!	未掲載		2	2025-05-02	2026-04-27	ポルカコミックス	絢瀬あとり / 和田真尚	9784824204301			紹介文+書影	済
name:村沢黒音|name:捨てられ聖女のもふもふ保護活動	捨てられ聖女のもふもふ保護活動	未掲載		2	2025-10-27	2026-04-27	モンスターコミックスf	村沢黒音 / 角州みあき	9784575422511			紹介文+書影	済
name:かわのあきこ|name:悪役令嬢のお嫁さま	悪役令嬢のお嫁さま	未掲載		2	2025-09-13	2026-04-27	Seasons Fantasy	かわのあきこ	9784160902138			紹介文+書影	済
name:こいなだ陽日|name:宮廷魔導士は鎖で繋がれ溺愛される	宮廷魔導士は鎖で繋がれ溺愛される	未掲載		2	2025-07-18	2026-04-27	Noche COMICS	斉藤浩美 / 夢月いめ	9784434348914			紹介文+書影	
name:あさぎ千夜春|name:堅物夫が私〈妻〉と浮気しています!?	堅物夫が私〈妻〉と浮気しています!?	未掲載		2	2025-10-03	2026-04-27	marmalade comics	秋月綾 / あさぎ千夜春	9784302104451			紹介文+書影	済
name:やまなぎ|name:利己的な聖人候補	利己的な聖人候補	未掲載		2	2025-08-01	2026-04-27	Regina COMICS	七輝翼 / やまなぎ	9784434358203			紹介文+書影	済
name:栗原カナ|name:会長、イイコはもう終わり	会長、イイコはもう終わり	未掲載		2	2025-03-31	2026-04-27	LiQulle Comics	栗原カナ	9784824011060			紹介文+書影	済
name:小鳩子鈴|name:レンズ越し、たった一度の恋をする	レンズ越し、たった一度の恋をする	未掲載		2	2025-09-29	2026-04-27	Ride Comics	小鳩子鈴 / 颯壱幸	9784867168257			紹介文+書影	済
name:松本陽介|name:モノクロのふたり	モノクロのふたり	未掲載		2	2025-10-03	2026-04-27	ジャンプコミックス	松本陽介漫画家	9784088846859			紹介文+書影	済
name:伊志田|name:ボクは光の国の転生皇子さま!	ボクは光の国の転生皇子さま!	未掲載		2	2025-09-06	2026-04-27	EARTH STAR COMICS	伊志田 / 撫羽	9784803021752			紹介文+書影	済
name:大谷慎治|name:ティラノ	ティラノ	未掲載		2	2026-04-27	2026-04-27		真野勝成 / 大谷慎治	9784809687570			紹介文+書影	
name:瀬戸ましお|name:コンビニ兄弟	コンビニ兄弟	未掲載		2	2025-12-22	2026-04-27	Bunch comics	町田そのこ / 瀬戸ましお	9784107728906			紹介文+書影	
name:青海信濃|name:エリート社長は薄幸な彼女を囲い込んで甘やかしたい	エリート社長は薄幸な彼女を囲い込んで甘やかしたい	未掲載		2	2025-10-27	2026-04-27	Lunetta Comics	麻生ミカリ / 青海信濃	9784302105700			書影のみ	済
name:咲良|name:アメイジングデジタルサーカス	アメイジングデジタルサーカス	未掲載		2	2025-10-20	2026-04-27	コロコロコミックススペシャル	咲良	9784091540829			紹介文+書影	済
name:鳶田ハジメ|name:まいにち鳥びより	まいにち鳥びより	未掲載		2	2025-01-03	2026-04-27	POLARIS COMICS	鳶田ハジメ	9784866754017			紹介文+書影	
name:万野みずき|name:はじまりの町の育て屋さん追放された万能育成師はポンコツ冒険者を覚醒させて最強スローライフを目指します	はじまりの町の育て屋さん追放された万能育成師はポンコツ冒険者を覚醒させて最強スローライフを目指します	未掲載		2	2025-07-21	2026-04-27	Ride Comics	榊 / 万野みずき	9784867167809			紹介文+書影	済
name:雨夜幽歩|name:こころの一番暗い部屋	こころの一番暗い部屋	未掲載		2	2025-10-03	2026-04-27	ジャンプコミックス	雨夜幽歩	9784088847375			紹介文+書影	
name:犬丸まお|name:いつから魔力がないと錯覚していた!?	いつから魔力がないと錯覚していた!?	未掲載		2	2025-10-03	2026-04-27	&arche COMICS	黒川レイジ / 犬丸まお	9784434350368			紹介文+書影	
name:冬馬亮|name:あなたの愛など要りません	あなたの愛など要りません	未掲載		2	2025-04-28	2026-04-27	Regina COMICS	冬馬亮 / 新玉らん	9784434355110			紹介文+書影	
name:早瀬黒絵|name:「聖女様のオマケ」と呼ばれたけど、わたしはオマケではないようです。	「聖女様のオマケ」と呼ばれたけど、わたしはオマケではないようです。	未掲載		2	2025-09-13	2026-04-27	EARTH STAR COMICS	早瀬黒絵 / 青峰翼	9784803021745			紹介文+書影	済
name:加太潤一|name:GGG-ジージージー-	GGG-ジージージー-	未掲載		2	2025-11-24	2026-04-27	ジャンプコミックス	加太潤一	9784088847757			紹介文+書影	
name:戸川四餡|name:黒巫鏡談	黒巫鏡談	未掲載		2	2025-01-17	2026-04-25	HARTA COMIX	茜はる狼	9784047380998			紹介文+書影	
name:みんとずし|name:訳あり令嬢は調香生活を満喫したい!	訳あり令嬢は調香生活を満喫したい!	未掲載		2	2025-10-10	2026-04-25	ブシロードコミックス	Afredes / 花宵	9784048997775			紹介文+書影	
name:茸谷きの子|name:花子さん、食べないで	花子さん、食べないで	未掲載		2	2025-06-21	2026-04-25	ドラゴンコミックスエイジ	茸谷きの子	9784040759647			紹介文+書影	
name:実々みみず|name:王立魔術学院の鬼畜講師	王立魔術学院の鬼畜講師	未掲載		2	2025-06-04	2026-04-25	電撃コミックスNEXT	実々みみず / 串木野たんぼ	9784049164893			紹介文+書影	済
name:かんむり|name:無双の解体師	無双の解体師	未掲載		2	2025-09-27	2026-04-25	Birz comics = バーズコミックス	大城戸カロ / 明里もみじ	9784344856387			紹介文+書影	
name:ちらしま|name:殿下の溺愛はわかりにくい!	殿下の溺愛はわかりにくい!	未掲載		2	2026-01-09	2026-04-25	ガンガンコミックスonline	柊一葉 / ちらしま	9784301002765			紹介文+書影	済
name:おむザライス|name:嵐に舞うプシュケ	嵐に舞うプシュケ	未掲載		2	2025-08-06	2026-04-25	シルフコミックス	オトクニ	9784049165425			紹介文+書影	済
name:スズキスズヒロ|name:娘飼わんより犬の子飼え	娘飼わんより犬の子飼え	未掲載		2	2026-04-25	2026-04-25	BEAM COMIX	大塚紗瑛	9784045000218			紹介文+書影	
