tier	stem	title	route	ei	etype	label	imprint	number	kind	isbn	date	src	rak_title	rak_author	rak_publisher	g_pub	g_isbn	g_date	g_author	g_token	main_prefix	prev_num	prev_isbn	prev_date	next_num	next_isbn	next_date	publisher	n_cands	why	cover
NOHIT	kuusou-kagaku-dai-bouken-katsugeki-kyousaku-dai-zenshuu	空想科学大冒険活劇競作大全集	seed4	0	standard	通常版	マイコミックスパートナー	6	LEAD												9784885				8	9784885702174	1988-02	東京三世社	0	楽天live/NDLにも該当巻なし	
NOHIT	kuusou-kagaku-dai-bouken-katsugeki-kyousaku-dai-zenshuu	空想科学大冒険活劇競作大全集	seed4	0	standard	通常版	マイコミックスパートナー	7	LEAD												9784885				8	9784885702174	1988-02	東京三世社	0	楽天live/NDLにも該当巻なし	
NOHIT	kyou-kara-ore-wa	今日から俺は!!	seed4	1	wideban	ワイド版	少年サンデーコミックスワイド版	1	ELEAD												9784091				2	9784091258823	2000-11	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	kyuukoku-no-seijo-desu-kokugai-tsuihousareta-sarechaimashita	救国の聖女ですが、国外追放されちゃいましたー!?	seed4	0	standard	通常版	IDコミックス	1	LEAD												9784758				2	9784758037488	2022-06	一迅社	0	楽天live/NDLにも該当巻なし	
NOHIT	l-gion	LÉGION	seed4	0	standard	通常版	Bunkasha comics young teioh series	2	LEAD												9784821				3	9784821195756	1997-06	ぶんか社	0	楽天live/NDLにも該当巻なし	
NOHIT	let-s-go-nirvana	Let's go nirvana	seed4	0	standard	通常版	Bunch comics	1	LEAD												9784107				2	9784107728111	2025-04-12	新潮社	0	楽天live/NDLにも該当巻なし	
NOHIT	linkman	リンクマン	seed4	0	standard	通常版	Bunch comics	1	LEAD												9784107				2	9784107724403	2021-11-09	新潮社	0	楽天live/NDLにも該当巻なし	
NOHIT	love-neko	ラブ・ネコ	seed4	0	standard	通常版	まんがタイムmy pal comics	2	LEAD												9784832				4	9784832267282	2009-04	芳文社	0	楽天live/NDLにも該当巻なし	
NOHIT	love-neko	ラブ・ネコ	seed4	0	standard	通常版	まんがタイムmy pal comics	3	LEAD												9784832				4	9784832267282	2009-04	芳文社	0	楽天live/NDLにも該当巻なし	
NOHIT	lovers	Lovers	seed4	0	standard	通常版	ジュディーコミックス	1	LEAD												9784091				2	9784091392220	1994-06	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	1	ELEAD												9784575				9	9784575720204	1995-04	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	2	ELEAD												9784575				9	9784575720204	1995-04	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	3	ELEAD												9784575				9	9784575720204	1995-04	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	4	ELEAD												9784575				9	9784575720204	1995-04	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	5	ELEAD												9784575				9	9784575720204	1995-04	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	6	ELEAD												9784575				9	9784575720204	1995-04	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	7	ELEAD												9784575				9	9784575720204	1995-04	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	8	ELEAD												9784575				9	9784575720204	1995-04	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	1	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	2	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	3	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	4	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	5	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	6	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	7	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	8	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	9	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	10	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	11	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	12	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	13	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	14	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	15	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	16	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	17	ELEAD												9784785				18	9784785923556	2003-10	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	mama	ママ	seed4	1	wideban	ワイド版	ヤングサンデーコミックス ワイド版	1	ELEAD												9784091				3	9784091528230	1998-07	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	mama	ママ	seed4	1	wideban	ワイド版	ヤングサンデーコミックス ワイド版	2	ELEAD												9784091				3	9784091528230	1998-07	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	manga-de-shitashimu-izumo-shinwa	マンガで親しむ出雲神話	seed4	0	standard	通常版		1	LEAD												9784879				4	9784879031723	2012-10	山陰中央新報社	0	楽天live/NDLにも該当巻なし	
NOHIT	manga-de-shitashimu-izumo-shinwa	マンガで親しむ出雲神話	seed4	0	standard	通常版		2	LEAD												9784879				4	9784879031723	2012-10	山陰中央新報社	0	楽天live/NDLにも該当巻なし	
NOHIT	manga-de-shitashimu-izumo-shinwa	マンガで親しむ出雲神話	seed4	0	standard	通常版		3	LEAD												9784879				4	9784879031723	2012-10	山陰中央新報社	0	楽天live/NDLにも該当巻なし	
NOHIT	manga-heiki-saibaa-comics	漫画兵器サイバーコミックス	seed4	0	standard	通常版		1	LEAD												9784891				4	9784891893644	1988-11	バンダイ	0	楽天live/NDLにも該当巻なし	
NOHIT	manga-heiki-saibaa-comics	漫画兵器サイバーコミックス	seed4	0	standard	通常版		2	LEAD												9784891				4	9784891893644	1988-11	バンダイ	0	楽天live/NDLにも該当巻なし	
NOHIT	manga-heiki-saibaa-comics	漫画兵器サイバーコミックス	seed4	0	standard	通常版		3	LEAD												9784891				4	9784891893644	1988-11	バンダイ	0	楽天live/NDLにも該当巻なし	
NOHIT	manga-time-mini	まんがタイムmini	seed4	0	standard	通常版	MANGA TIME MYPAL COMICS	1	LEAD												9784832				5	9784832262607	2002-08	芳文社	0	楽天live/NDLにも該当巻なし	
NOHIT	manga-time-mini	まんがタイムmini	seed4	0	standard	通常版	MANGA TIME MYPAL COMICS	2	LEAD												9784832				5	9784832262607	2002-08	芳文社	0	楽天live/NDLにも該当巻なし	
NOHIT	manga-time-mini	まんがタイムmini	seed4	0	standard	通常版	MANGA TIME MYPAL COMICS	3	LEAD												9784832				5	9784832262607	2002-08	芳文社	0	楽天live/NDLにも該当巻なし	
NOHIT	manga-time-mini	まんがタイムmini	seed4	0	standard	通常版	MANGA TIME MYPAL COMICS	4	LEAD												9784832				5	9784832262607	2002-08	芳文社	0	楽天live/NDLにも該当巻なし	
NOHIT	manga-zankoku-nippon-banashi-inagaki	まんが残酷日本むかしばなし	seed4	0	standard	通常版		1	LEAD												9784821				3	9784821197620	1999-07-30	ぶんか社	0	楽天live/NDLにも該当巻なし	
NOHIT	manga-zankoku-nippon-banashi-inagaki	まんが残酷日本むかしばなし	seed4	0	standard	通常版		2	LEAD												9784821				3	9784821197620	1999-07-30	ぶんか社	0	楽天live/NDLにも該当巻なし	
NOHIT	mangaban-nobushi-no-gourmet	漫画版野武士のグルメ	seed4	1	standard	通常版		1	ELEAD												9784344				2	9784344027398		幻冬舎	0	楽天live/NDLにも該当巻なし	
NOHIT	maou-dante	魔王ダンテ	canon:extra[2]	3	shinsoban	KCDX	KCDX	1	ELEAD												9784063				2	9784063345629	2002-06-21	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	matamoya-daikichi	またもや大吉	seed4	0	standard	通常版	アクション・コミックス	1	LEAD												9784575				2	9784575816211	1990-04	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	mayonaka-no-raburetaa	真夜中のラブレター	seed4	0	standard	通常版		1	LEAD												9784391				2	9784391903904	1989-12-14	主婦と生活社	0	楽天live/NDLにも該当巻なし	
NOHIT	megurikuruharu	めぐりくるはる	seed4	0	standard	通常版	ワニマガジン・コミックス	1	LEAD												9784898				2	9784898293737	1999-03-05	ワニマガジン	0	楽天live/NDLにも該当巻なし	
NOHIT	mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	1	ELEAD												9784088				13	9784088583839	1994-01-11	集英社	0	楽天live/NDLにも該当巻なし	
NOHIT	mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	2	ELEAD												9784088				13	9784088583839	1994-01-11	集英社	0	楽天live/NDLにも該当巻なし	
NOHIT	mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	3	ELEAD												9784088				13	9784088583839	1994-01-11	集英社	0	楽天live/NDLにも該当巻なし	
NOHIT	mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	4	ELEAD												9784088				13	9784088583839	1994-01-11	集英社	0	楽天live/NDLにも該当巻なし	
NOHIT	mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	5	ELEAD												9784088				13	9784088583839	1994-01-11	集英社	0	楽天live/NDLにも該当巻なし	
NOHIT	mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	6	ELEAD												9784088				13	9784088583839	1994-01-11	集英社	0	楽天live/NDLにも該当巻なし	
NOHIT	mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	7	ELEAD												9784088				13	9784088583839	1994-01-11	集英社	0	楽天live/NDLにも該当巻なし	
NOHIT	mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	8	ELEAD												9784088				13	9784088583839	1994-01-11	集英社	0	楽天live/NDLにも該当巻なし	
NOHIT	mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	9	ELEAD												9784088				13	9784088583839	1994-01-11	集英社	0	楽天live/NDLにも該当巻なし	
NOHIT	mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	10	ELEAD												9784088				13	9784088583839	1994-01-11	集英社	0	楽天live/NDLにも該当巻なし	
NOHIT	mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	11	ELEAD												9784088				13	9784088583839	1994-01-11	集英社	0	楽天live/NDLにも該当巻なし	
NOHIT	mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	12	ELEAD												9784088				13	9784088583839	1994-01-11	集英社	0	楽天live/NDLにも該当巻なし	
NOHIT	miaki-hitamuki	みあき♥ひたむき	seed4	0	standard	通常版	Angel comics	1	LEAD												9784873				4	9784873064833	2013-01	エンジェル出版	0	楽天live/NDLにも該当巻なし	
NOHIT	miaki-hitamuki	みあき♥ひたむき	seed4	0	standard	通常版	Angel comics	2	LEAD												9784873				4	9784873064833	2013-01	エンジェル出版	0	楽天live/NDLにも該当巻なし	
NOHIT	miaki-hitamuki	みあき♥ひたむき	seed4	0	standard	通常版	Angel comics	3	LEAD												9784873				4	9784873064833	2013-01	エンジェル出版	0	楽天live/NDLにも該当巻なし	
NOHIT	milky-comic	milky comic	seed4	0	standard	通常版		1	LEAD												9784886				8	9784886724090	1987-06-15	ミリオン出版	0	楽天live/NDLにも該当巻なし	
NOHIT	milky-comic	milky comic	seed4	0	standard	通常版		2	LEAD												9784886				8	9784886724090	1987-06-15	ミリオン出版	0	楽天live/NDLにも該当巻なし	
NOHIT	milky-comic	milky comic	seed4	0	standard	通常版		3	LEAD												9784886				8	9784886724090	1987-06-15	ミリオン出版	0	楽天live/NDLにも該当巻なし	
NOHIT	milky-comic	milky comic	seed4	0	standard	通常版		4	LEAD												9784886				8	9784886724090	1987-06-15	ミリオン出版	0	楽天live/NDLにも該当巻なし	
NOHIT	milky-comic	milky comic	seed4	0	standard	通常版		5	LEAD												9784886				8	9784886724090	1987-06-15	ミリオン出版	0	楽天live/NDLにも該当巻なし	
NOHIT	milky-comic	milky comic	seed4	0	standard	通常版		6	LEAD												9784886				8	9784886724090	1987-06-15	ミリオン出版	0	楽天live/NDLにも該当巻なし	
NOHIT	milky-comic	milky comic	seed4	0	standard	通常版		7	LEAD												9784886				8	9784886724090	1987-06-15	ミリオン出版	0	楽天live/NDLにも該当巻なし	
NOHIT	minami-kun-wa-sono-koe-ni-jirasaretai	南くんはその声に焦らされたい	seed4	0	standard	通常版	Cult comics	1	LEAD												9784773				2	9784773062618	2023-09	笠倉出版社	0	楽天live/NDLにも該当巻なし	
NOHIT	mindy-land	Mindy land	seed4	0	standard	通常版	Animate collection	1	LEAD												9784943				2	9784943966128	1988-02	ムービック	0	楽天live/NDLにも該当巻なし	
NOHIT	mizuki-shigeru-manga-dai-zenshuu	水木しげる漫画大全集	canon:extra[0]	1	shinsoban	水木しげる漫画大全集(2014)	水木しげる漫画大全集	1	ELEAD												9784063				3	9784065107881	2017-12	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	mizuki-shigeru-manga-dai-zenshuu	水木しげる漫画大全集	canon:extra[0]	1	shinsoban	水木しげる漫画大全集(2014)	水木しげる漫画大全集	2	ELEAD												9784063				3	9784065107881	2017-12	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	mizushina-takayuki-no-mizu-cinema	みずしな孝之のミズシネマ	seed4	1	standard	通常版		1	ELEAD												9784087				2	9784087821000	2005-09	集英社	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-aka-no-bunsuirei	機動戦士ΖガンダムDefineシャア・アズナブル赤の分水嶺	seed4	0	standard	通常版	角川コミックス・エース	1	LEAD												9784041				13	9784041065426	2018-03-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-aka-no-bunsuirei	機動戦士ΖガンダムDefineシャア・アズナブル赤の分水嶺	seed4	0	standard	通常版	角川コミックス・エース	2	LEAD												9784041				13	9784041065426	2018-03-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-aka-no-bunsuirei	機動戦士ΖガンダムDefineシャア・アズナブル赤の分水嶺	seed4	0	standard	通常版	角川コミックス・エース	3	LEAD												9784041				13	9784041065426	2018-03-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-aka-no-bunsuirei	機動戦士ΖガンダムDefineシャア・アズナブル赤の分水嶺	seed4	0	standard	通常版	角川コミックス・エース	4	LEAD												9784041				13	9784041065426	2018-03-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-aka-no-bunsuirei	機動戦士ΖガンダムDefineシャア・アズナブル赤の分水嶺	seed4	0	standard	通常版	角川コミックス・エース	5	LEAD												9784041				13	9784041065426	2018-03-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-aka-no-bunsuirei	機動戦士ΖガンダムDefineシャア・アズナブル赤の分水嶺	seed4	0	standard	通常版	角川コミックス・エース	6	LEAD												9784041				13	9784041065426	2018-03-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-aka-no-bunsuirei	機動戦士ΖガンダムDefineシャア・アズナブル赤の分水嶺	seed4	0	standard	通常版	角川コミックス・エース	7	LEAD												9784041				13	9784041065426	2018-03-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-aka-no-bunsuirei	機動戦士ΖガンダムDefineシャア・アズナブル赤の分水嶺	seed4	0	standard	通常版	角川コミックス・エース	8	LEAD												9784041				13	9784041065426	2018-03-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-aka-no-bunsuirei	機動戦士ΖガンダムDefineシャア・アズナブル赤の分水嶺	seed4	0	standard	通常版	角川コミックス・エース	9	LEAD												9784041				13	9784041065426	2018-03-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-aka-no-bunsuirei	機動戦士ΖガンダムDefineシャア・アズナブル赤の分水嶺	seed4	0	standard	通常版	角川コミックス・エース	10	LEAD												9784041				13	9784041065426	2018-03-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-aka-no-bunsuirei	機動戦士ΖガンダムDefineシャア・アズナブル赤の分水嶺	seed4	0	standard	通常版	角川コミックス・エース	11	LEAD												9784041				13	9784041065426	2018-03-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-aka-no-bunsuirei	機動戦士ΖガンダムDefineシャア・アズナブル赤の分水嶺	seed4	0	standard	通常版	角川コミックス・エース	12	LEAD												9784041				13	9784041065426	2018-03-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	1	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	2	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	3	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	4	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	5	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	6	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	7	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	8	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	9	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	10	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	11	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	12	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	13	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	14	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	15	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	16	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	17	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	18	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	seed4	0	standard	通常版	角川コミックス・エース	19	LEAD												9784041				20	9784041148426	2024-02-24	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	momoiro-anzuiro-sakurairo	ももいろあんずいろさくらいろ	canon:volumes	0	standard	通常版	バンブーコミックス	1	ELEAD												9784801				2	9784801950115	2014-11	竹書房	0	楽天live/NDLにも該当巻なし	
NOHIT	momopan-clover-2012	MOMOPAN	seed4	0	standard	通常版	ムーグコミックスアンソロジー	1	LEAD												9784862				25	9784862973382	2012-06-28	ジーウォーク	0	楽天live/NDLにも該当巻なし	
