class	severity	slug	title	ed_idx	ed_label	ed_imprint	ed_publisher	n_vols	numbers	date	verdict	detail	extra
PRE_ISBN_ERA	情報	captain-ken	キャプテンKen	2	手塚治虫漫画全集(講談社)	手塚治虫漫画全集	講談社	1	2	1978-05-20		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784061086265
PRE_ISBN_ERA	情報	cecil-kibun	セシール気分	0	通常版	講談社コミックスフレンド	講談社	1	1	1979-11-10		ISBN有なのに1979年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784061738317
PRE_ISBN_ERA	情報	cecil-kibun	セシール気分	0	通常版	講談社コミックスフレンド	講談社	1	2	1980-02		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784061738324
PRE_ISBN_ERA	情報	cecil-kibun	セシール気分	0	通常版	講談社コミックスフレンド	講談社	1	3	1980-06-10		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784061738331
PRE_ISBN_ERA	情報	chiisana-koi-no-monogatari	小さな恋のものがたり	0	通常版	通常版	立風書房	1	8	1974-05		ISBN有なのに1974年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784651100081
PRE_ISBN_ERA	情報	chiisana-koi-no-monogatari	小さな恋のものがたり	0	通常版	通常版	立風書房	1	10	1976-06-15		ISBN有なのに1976年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784651100104
PRE_ISBN_ERA	情報	chiisana-koi-no-monogatari	小さな恋のものがたり	0	通常版	通常版	立風書房	1	11	1977-06		ISBN有なのに1977年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784651100111
PRE_ISBN_ERA	情報	chiisana-koi-no-monogatari	小さな恋のものがたり	0	通常版	通常版	立風書房	1	12	1978-05		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784651100128
PRE_ISBN_ERA	情報	chiisana-koi-no-monogatari	小さな恋のものがたり	0	通常版	通常版	立風書房	1	13	1979-05		ISBN有なのに1979年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784651100135
PRE_ISBN_ERA	情報	chiisana-koi-no-monogatari	小さな恋のものがたり	0	通常版	通常版	立風書房	1	14	1980-05		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784651100142
PRE_ISBN_ERA	情報	chikyuu-no-akuma	地球の悪魔	3	手塚治虫漫画全集(1977)	手塚治虫漫画全集	講談社	1	1	1977-06-15		ISBN有なのに1977年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784061086098
PRE_ISBN_ERA	情報	chikyuuwonomu	地球を呑む	2	小学館文庫(1977)	小学館文庫	小学館	1	2	1977-06		ISBN有なのに1977年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091902122
PRE_ISBN_ERA	情報	chimamire-kannon	血まみれ観音	0	通常版	講談社コミックスなかよし	講談社	1	1	1975-07-10		ISBN有なのに1975年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784061082168
PRE_ISBN_ERA	情報	chitobaranoakuma	血とばらの悪魔	0	通常版	講談社コミックスなかよし	講談社	1	1	1975-03-10		ISBN有なのに1975年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784061082083
PRE_ISBN_ERA	情報	chokkin	チョッキン	0	通常版	少年チャンピオン・コミックス	秋田書店	1	1	1977-10-10		ISBN有なのに1977年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253034807
PRE_ISBN_ERA	情報	chokkin	チョッキン	0	通常版	少年チャンピオン・コミックス	秋田書店	1	2	1978-02-10		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253034814
PRE_ISBN_ERA	情報	chokkin	チョッキン	0	通常版	少年チャンピオン・コミックス	秋田書店	1	3	1978-05-10		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253034821
PRE_ISBN_ERA	情報	chokkin	チョッキン	0	通常版	少年チャンピオン・コミックス	秋田書店	1	4	1978-07-25		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253034838
PRE_ISBN_ERA	情報	chokokukkii-no-okurimono	チョコクッキーの贈り物	0	通常版	講談社コミックスフレンドB	講談社	1	1	1978-02-15		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784061064324
PRE_ISBN_ERA	情報	choujin-locke	超人ロック	0	ヒットコミックス版	ヒットコミックス	少年画報社	1	1	1980-05-15		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784785942908
PRE_ISBN_ERA	情報	choujin-locke	超人ロック	0	ヒットコミックス版	ヒットコミックス	少年画報社	1	2	1980-08-15		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784785943035
PRE_ISBN_ERA	情報	choujintaikei	鳥人大系	3	手塚治虫漫画全集(1980)	手塚治虫漫画全集	講談社	1	1	1980-10-20		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784061086944
PRE_ISBN_ERA	情報	choujintaikei	鳥人大系	3	手塚治虫漫画全集(1980)	手塚治虫漫画全集	講談社	1	2	1980-11-20		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784061086951
PRE_ISBN_ERA	情報	cleopatra	クレオパトラ	0	通常版	講談社コミックス フレンド	講談社	1	1	1976-06-15		ISBN有なのに1976年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784061097001
PRE_ISBN_ERA	情報	colorful-story	からふるSTORY	0	通常版	講談社コミックスフレンド	講談社	1	1	1977-08-10		ISBN有なのに1977年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784061097483
PRE_ISBN_ERA	情報	complex-city	コンプレックス・シティ	0	通常版	アクション・コミックス	双葉社	1	1	1980-11		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784575930825
PRE_ISBN_ERA	情報	cyborg-009	サイボーグ009	0	サンデーコミックス	サンデーコミックス	秋田書店	1	1	1966-07-01		ISBN有なのに1966年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253060011
PRE_ISBN_ERA	情報	cyborg-009	サイボーグ009	0	サンデーコミックス	サンデーコミックス	秋田書店	1	2	1966-08-03		ISBN有なのに1966年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253060028
PRE_ISBN_ERA	情報	cyborg-009	サイボーグ009	0	サンデーコミックス	サンデーコミックス	秋田書店	1	3	1966-09-24		ISBN有なのに1966年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253060035
PRE_ISBN_ERA	情報	cyborg-009	サイボーグ009	0	サンデーコミックス	サンデーコミックス	秋田書店	1	4	1966-10-31		ISBN有なのに1966年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253060042
PRE_ISBN_ERA	情報	cyborg-009	サイボーグ009	0	サンデーコミックス	サンデーコミックス	秋田書店	1	5	1967-01-31		ISBN有なのに1967年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253060059
PRE_ISBN_ERA	情報	cyborg-009	サイボーグ009	0	サンデーコミックス	サンデーコミックス	秋田書店	1	6	1967-04-21		ISBN有なのに1967年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253060066
PRE_ISBN_ERA	情報	cyborg-009	サイボーグ009	0	サンデーコミックス	サンデーコミックス	秋田書店	1	7	1967-08-31		ISBN有なのに1967年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253060073
PRE_ISBN_ERA	情報	cyborg-009	サイボーグ009	0	サンデーコミックス	サンデーコミックス	秋田書店	1	8	1968-04-13		ISBN有なのに1968年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253060080
PRE_ISBN_ERA	情報	cyborg-009	サイボーグ009	0	サンデーコミックス	サンデーコミックス	秋田書店	1	9	1968-11-16		ISBN有なのに1968年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253060097
PRE_ISBN_ERA	情報	cyborg-009	サイボーグ009	0	サンデーコミックス	サンデーコミックス	秋田書店	1	10	1970-03-27		ISBN有なのに1970年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253060103
PRE_ISBN_ERA	情報	cyborg-009	サイボーグ009	0	サンデーコミックス	サンデーコミックス	秋田書店	1	11	1976-10-07		ISBN有なのに1976年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253060110
PRE_ISBN_ERA	情報	cyborg-009	サイボーグ009	0	サンデーコミックス	サンデーコミックス	秋田書店	1	12	1977-08-11		ISBN有なのに1977年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253060127
PRE_ISBN_ERA	情報	cyborg-009	サイボーグ009	0	サンデーコミックス	サンデーコミックス	秋田書店	1	13	1980-08-02		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253060134
PRE_ISBN_ERA	情報	cyborg-009	サイボーグ009	0	サンデーコミックス	サンデーコミックス	秋田書店	1	14	1980-10-03		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253060141
PRE_ISBN_ERA	情報	cyborg-009	サイボーグ009	0	サンデーコミックス	サンデーコミックス	秋田書店	1	15	1980-12-31		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253060158
PRE_ISBN_ERA	情報	deimosu-no-hanayome	悪魔の花嫁	0	通常版	プリンセスコミックス	秋田書店	1	2	1976-04		ISBN有なのに1976年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253070119
PRE_ISBN_ERA	情報	deimosu-no-hanayome	悪魔の花嫁	0	通常版	プリンセスコミックス	秋田書店	1	3	1976-10		ISBN有なのに1976年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253070126
PRE_ISBN_ERA	情報	deimosu-no-hanayome	悪魔の花嫁	0	通常版	プリンセスコミックス	秋田書店	1	4	1977-03-25		ISBN有なのに1977年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253070133
PRE_ISBN_ERA	情報	deimosu-no-hanayome	悪魔の花嫁	0	通常版	プリンセスコミックス	秋田書店	1	5	1977-09		ISBN有なのに1977年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253070140
PRE_ISBN_ERA	情報	deimosu-no-hanayome	悪魔の花嫁	0	通常版	プリンセスコミックス	秋田書店	1	6	1978-03		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253070157
PRE_ISBN_ERA	情報	deimosu-no-hanayome	悪魔の花嫁	0	通常版	プリンセスコミックス	秋田書店	1	7	1978-07-07		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253070164
PRE_ISBN_ERA	情報	deimosu-no-hanayome	悪魔の花嫁	0	通常版	プリンセスコミックス	秋田書店	1	8	1979-03-16		ISBN有なのに1979年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253070171
PRE_ISBN_ERA	情報	deimosu-no-hanayome	悪魔の花嫁	0	通常版	プリンセスコミックス	秋田書店	1	9	1979-10-23		ISBN有なのに1979年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253070188
PRE_ISBN_ERA	情報	deimosu-no-hanayome	悪魔の花嫁	0	通常版	プリンセスコミックス	秋田書店	1	10	1980-10		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253070195
PRE_ISBN_ERA	情報	denki-1-yokku-dai1gou	電気ショック第1号	0	通常版	講談社コミックス 月マ	講談社	1	1	1980-02-20		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784061735422
PRE_ISBN_ERA	情報	dinosaur-zone	ダイナソア・ゾーン	0	通常版	GORAKU COMICS	日本文芸社	1	1	1978-11-25		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784537004588
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	1	1972-11		ISBN有なのに1972年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030632
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	3	1976		ISBN有なのに1976年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030656
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	4	1973-09		ISBN有なのに1973年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030663
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	9	1974-09		ISBN有なのに1974年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253102421
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	11	1974-11		ISBN有なのに1974年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030731
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	12	1974-12		ISBN有なのに1974年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030748
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	13	1974-12		ISBN有なのに1974年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030755
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	14	1975-02		ISBN有なのに1975年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030762
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	15	1975-03		ISBN有なのに1975年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030779
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	16	1975-04		ISBN有なのに1975年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030786
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	17	1975-07		ISBN有なのに1975年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030793
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	18	1975		ISBN有なのに1975年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030809
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	19	1975-10		ISBN有なのに1975年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030816
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	20	1976-01		ISBN有なのに1976年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030823
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	21	1976-04		ISBN有なのに1976年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030830
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	22	1976-06		ISBN有なのに1976年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030847
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	23	1976-09		ISBN有なのに1976年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030854
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	24	1976-11		ISBN有なのに1976年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030861
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	25	1977-01		ISBN有なのに1977年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030878
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	26	1977-04		ISBN有なのに1977年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030885
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	27	1977-05		ISBN有なのに1977年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030892
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	28	1977-07		ISBN有なのに1977年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030908
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	29	1977-11		ISBN有なのに1977年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030915
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	30	1977-12		ISBN有なのに1977年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030922
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	31	1978-04		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030939
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	32	1978-04		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030946
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	33	1978-08		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030953
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	34	1978-09		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030960
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	35	1979-01		ISBN有なのに1979年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030977
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	36	1979-03		ISBN有なのに1979年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030984
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	37	1979-05		ISBN有なのに1979年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253030991
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	38	1979-06		ISBN有なのに1979年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253031004
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	39	1979-09		ISBN有なのに1979年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253031011
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	40	1979-11		ISBN有なのに1979年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253031028
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	41	1980-02		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253031035
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	42	1980-05		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253031042
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	43	1980-07		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253031059
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	44	1980-09		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253031066
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	45	1980-11		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253031073
PRE_ISBN_ERA	情報	dokaben	ドカベン	0	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	1	46	1980-12		ISBN有なのに1980年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784253031080
PRE_ISBN_ERA	情報	dokutaa-g-no-shima	ドクターGの島	0	通常版	KCなかよし	講談社	1	1	1978-08-05		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784061083080
PRE_ISBN_ERA	情報	dongokudousuikoden	ドン 極道水滸伝	0	通常版	ビッグコミックス	小学館	1	1	1978-07-01		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091801715
PRE_ISBN_ERA	情報	dongokudousuikoden	ドン 極道水滸伝	0	通常版	ビッグコミックス	小学館	1	2	1978-08		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091801722
PRE_ISBN_ERA	情報	dongokudousuikoden	ドン 極道水滸伝	0	通常版	ビッグコミックス	小学館	1	3	1978-09		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091801739
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	1	1974-07-31		ISBN有なのに1974年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091400017
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	2	1974-08-26		ISBN有なのに1974年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091400024
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	3	1974-09-30		ISBN有なのに1974年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091400031
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	4	1974-10-31		ISBN有なのに1974年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091400048
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	5	1974-11-28		ISBN有なのに1974年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091400055
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	6	1974-12-25		ISBN有なのに1974年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091400062
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	7	1975-05-02		ISBN有なのに1975年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091400079
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	8	1975-07-03		ISBN有なのに1975年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091400086
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	9	1975-11-01		ISBN有なのに1975年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091400093
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	10	1976-03-29		ISBN有なのに1976年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091400109
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	11	1976-06-30		ISBN有なのに1976年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091401014
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	12	1976-11-27		ISBN有なのに1976年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091401021
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	13	1977-03-31		ISBN有なのに1977年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091401038
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	14	1977-12-20		ISBN有なのに1977年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091401045
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	15	1978-06-27		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091401052
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	16	1978-12-22		ISBN有なのに1978年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091401069
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	17	1979-06-27		ISBN有なのに1979年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091401076
PRE_ISBN_ERA	情報	doraemon	ドラえもん	0	てんとう虫コミックス	てんとう虫コミックス	小学館	1	18	1979-12-20		ISBN有なのに1979年(ISBN導入=1981-01)。★検証済=日付は正・ISBNが後刷り由来	9784091401083
