tier	file	slug	title	kana	rakuten_kana	madb_kana	flags
1	eien-no-afurodiite	eien-no-afurodiite	永遠のアフロディーテ	エイエンノアフロディーテ	エイエン ノ アフロディーテ	エイエン ノ アフロディーテ	SLUG_TOKEN_MISMATCH:afurodiite
1	eiki-eiki-no-butchaketai	eiki-eiki-no-butchaketai	エイキエイキのぶっちゃけ隊!!	エイキエイキノブッチャケタイ	エイキ エイキ ノ ブッチャケタイ	エイキ エイキ ノ ブッチャケタイ	SLUG_TOKEN_MISMATCH:butchaketai
1	eikyuu-no-yuugure	eikyuu-no-yuugure	永久のユウグレ	トワノユウグレ	トワノユウグレ1		SLUG_TOKEN_MISMATCH:eikyuu
1	eikyuuho-kouyuuroku	eikyuuho-kouyuuroku	永久保交幽録	ナガクボコウユウロク	ナガクボ コウユウロク リユウキユウ ユタ ハル		SLUG_TOKEN_MISMATCH:eikyuuho;LOWHYPHEN
1	eisenfaust	eisenfaust	アイゼンファウスト	アイゼンファウスト	アイゼン ファウスト テンポウ ニンジャデン	アイゼンファウスト	NOHYPHEN
1	eiyuu-buran-no-jinsei-keikaku	eiyuu-buran-no-jinsei-keikaku	英雄ブランの人生計画	エイユウブランノキャリアプラン			SLUG_TOKEN_MISMATCH:jinsei,keikaku
1	ekei-hybrid-girl	ekei-hybrid-girl	E系☆ハイブリッドガール	Eケイハイブリッドガール	イーケイ ハイブリッド ガール	Eケイ ハイブリッド ガール	SLUG_TOKEN_MISMATCH:ekei
1	ekiin-jonii	ekiin-jonii	駅員ジョニー	エキインジョニー	エキインジヨニー	エキイン ジョニー	SLUG_TOKEN_MISMATCH:jonii
1	ekijin-no-karte	ekijin-no-karte	疫神のカルテ	エキジンノカルテ	エキジンノカルテ	エキジン ノ カルテ	SLUG_TOKEN_MISMATCH:karte
1	elegy	elegy	悲歌	エレジー	エレジー	エレジー	SLUG_TOKEN_MISMATCH:elegy
1	elekiteru-bop	elekiteru-bop	エレキテルBOP	エレキテルbop	エレキテル バップ	エレキテル bop	SLUG_TOKEN_MISMATCH:elekiteru
1	element-hunters	element-hunters	エレメントハンター	エレメントハンター	エレメント ハンター	エレメント ハンター	SLUG_TOKEN_MISMATCH:hunters
1	elfen-ring	elfen-ring	エルフィン・リング	エルフィンリング	エルフィン リング	エルフィン リング	SLUG_TOKEN_MISMATCH:elfen
1	ellie-no-atelier	ellie-no-atelier	エリーのアトリエ	エリーノアトリエ	エリー ノ アトリエ		SLUG_TOKEN_MISMATCH:ellie
1	emooshonaru-akachanki	emooshonaru-akachanki	エモーショナル赤ちゃん期	エモーショナルアカチャンキ	エモーショナルアカチャンキ　ニンゲンヲニネンソダ		SLUG_TOKEN_MISMATCH:emooshonaru
1	emooshonaru-iyaiyaki	emooshonaru-iyaiyaki	エモーショナルイヤイヤ期	エモーショナルイヤイヤキ	エモーショナルイヤイヤキ　ニンゲンヲサンネンソダ		SLUG_TOKEN_MISMATCH:emooshonaru
1	emperor-to-isshokenmei	emperor-to-isshokenmei	エンペラーといっしょ	エンペラートイッショ	エンペラートイッショ	エンペラー ト イッショ	SLUG_TOKEN_MISMATCH:isshokenmei
1	emuefu-teruhei	emuefu-teruhei	MF輝平	ミッドフィルダーコウヘイ			SLUG_TOKEN_MISMATCH:teruhei
1	emyu-lamp	emyu-lamp	えみゅらんぷ	エミュランプ	エミュ ランプ	エミュ ランプ	SLUG_TOKEN_MISMATCH:lamp
1	en-no-shita-no-chikaramochaa	en-no-shita-no-chikaramochaa	縁の下のチカラモチャー	エンノシタノチカラモチャー	エンノシタノチカラモチャーイチ マオウトウバツシ		SLUG_TOKEN_MISMATCH:chikaramochaa
1	en-passant	en-passant	アンパッサン	アンパッサン	アンパッサン		SLUG_TOKEN_MISMATCH:passant
1	enchantaa	enchantaa	機工魔術士	エンチャンター	エンチャンター	エンチャンター	SLUG_TOKEN_MISMATCH:enchantaa
1	end-of-balor	end-of-balor	エンド・オブ・バロル	エンド・オブ・バロル	エンドオブバロル	エンド ・ オブ ・ バロル	SLUG_TOKEN_MISMATCH:balor
1	endless	endless	輪廻	エンドレス	リンネ	エンドレス	SLUG_TOKEN_MISMATCH:endless;KANA_DIFF_RAKUTEN
1	eneotto-desugeemu	eneotto-desugeemu	エネ夫デスゲーム	エネオデスゲーム	エネオデスゲーム ナラクノソコノフウフタチ1		SLUG_TOKEN_MISMATCH:eneotto
1	engage-no-uso	engage-no-uso	くすり指の嘘	エンゲージノウソ	エンゲージ ノ ウソ	エンゲージ ノ ウソ	SLUG_TOKEN_MISMATCH:engage
1	engine-andaawaarudo	engine-andaawaarudo	炎人UNDERWORLD	カジンアンダーワールド	ホノオジン UNDERWORLD	カジン アンダー ワールド	SLUG_TOKEN_MISMATCH:engine;KANA_DIFF_RAKUTEN
1	engine-trouble	engine-trouble	円陣とらぶる!	エンジントラブル	エンジン トラブル	エンジン トラブル	SLUG_TOKEN_MISMATCH:engine,trouble
1	enjouyake-no-go-endan	enjouyake-no-go-endan	円城谷家のご縁談	エンジョウダニケノゴエンダン			SLUG_TOKEN_MISMATCH:enjouyake
1	enperaazu-sangokushi	enperaazu-sangokushi	エンペラーズ : 三国志	エンペラーズ:サンゴクシ	エンペラーズ　サンゴクシ　イチ	エンペラーズ:サンゴクシ	LOWHYPHEN
1	enren-kon	enren-kon	艶恋婚	ツヤコイコン	ツヤコイコンオンゾウシトセイリャクケッコンイタシ		SLUG_TOKEN_MISMATCH:enren
1	enshou-iromoyou-nishikiemakura	enshou-iromoyou-nishikiemakura	艶笑 色模様錦絵枕	エンショウ			SLUG_TOKEN_MISMATCH:iromoyou,nishikiemakura
1	entremetier	entremetier	アントルメティエ	アントルメティエ	アントルメティエ	アントルメティエ	SLUG_TOKEN_MISMATCH:entremetier
1	enueichikee-manga-kyoui-no-shouuchuu-jintai	enueichikee-manga-kyoui-no-shouuchuu-jintai	NHKまんが 驚異の小宇宙人体	イチョウ;カンゾウ		NHK マンガ キョウイ ノ ショウウチュウ ジ	SLUG_TOKEN_MISMATCH:enueichikee,manga,kyoui;KANA_DIFF_MADB
1	enueichikee-sono-toki-rekishi-ga-ugoita	enueichikee-sono-toki-rekishi-ga-ugoita	NHKその時歴史が動いた	NHKソノトキレキシガウゴイタ			SLUG_TOKEN_MISMATCH:enueichikee
1	envirion	envirion	エンヴリオン	エンヴリオン			SLUG_TOKEN_MISMATCH:envirion
1	epuron-deka	epuron-deka	エプロン刑事	エプロンケイジ	エプロン デカ	エプロン ケイジ	SLUG_TOKEN_MISMATCH:deka
1	equal-ippatsu	equal-ippatsu	= イッパツ	イコールイッパツ	イコール イッパツ	イコール イッパツ	SLUG_TOKEN_MISMATCH:equal
1	erotic	erotic	エノティック	エノティック	エノティック	エノティック	SLUG_TOKEN_MISMATCH:erotic
1	erotic-marchen	erotic-marchen	エロチックメルヘン	エロチックメルヘン		エロチック メルヘン	SLUG_TOKEN_MISMATCH:marchen
1	erudiasu-road	erudiasu-road	エルディアス・ロード	エルディアスロード	エルディアス・ロードメガミニモラッタゼッタイシナ		SLUG_TOKEN_MISMATCH:erudiasu
1	erudoraibu	erudoraibu	エルドライブ	エルドライブ	エル ドライブ	エルドライブ	NOHYPHEN
1	erzsebet	erzsebet	エルジェーベト	エルジェーベト	エルジェーベト1	エルジェーベト	SLUG_TOKEN_MISMATCH:erzsebet
1	ester-de-valonia	ester-de-valonia	エステルドバロニア	エステルドバロニア	エステルドバロニア　イチ	エステルドバロニア	SLUG_TOKEN_MISMATCH:ester,valonia
1	esudii-gundam-gaiden-kishi-gundam-kikoushin-densetsu	esudii-gundam-gaiden-kishi-gundam-kikoushin-densetsu	SDガンダム外伝騎士ガンダム 機甲神伝説	エスディーガンダムガイデンナイトガンダム	シンソウバンエスディーガンダムガイデンナイトガン		SLUG_TOKEN_MISMATCH:kishi,kikoushin,densetsu
1	esudii-gundam-gaiden-kishi-gundam-monogatari	esudii-gundam-gaiden-kishi-gundam-monogatari	SDガンダム外伝 騎士ガンダム物語	エスディーガンダムガイデンナイトガンダムストーリ	シンソウバンエスディーガンダムガイデンナイトガン		SLUG_TOKEN_MISMATCH:kishi,monogatari
1	esudii-gundam-gaiden-kishi-gundam-monogatari-seikihei-monogatari-hen	esudii-gundam-gaiden-kishi-gundam-monogatari-seikihei-monogatari-hen	SDガンダム外伝 騎士ガンダム物語 聖機兵物語編	エスディーガンダムガイデンナイトガンダムストーリ	シンソウバンエスディーガンダムガイデンナイトガン		SLUG_TOKEN_MISMATCH:kishi,monogatari,seikihei
1	esudii-gundam-sangokuden-brave-battle-uooriaazu-souseiki	esudii-gundam-sangokuden-brave-battle-uooriaazu-souseiki	SDガンダム三国伝brave battle wa	SDガンダムサンゴクデンbravebattlew			SLUG_TOKEN_MISMATCH:uooriaazu,souseiki
1	etches	etches	えっちーず	エッチーズ		エッチーズ	SLUG_TOKEN_MISMATCH:etches
1	etchi	etchi	えっち	エッチ	エッチ		SLUG_TOKEN_MISMATCH:etchi
1	etchi-na-moretemasu	etchi-na-moretemasu	エッチな××漏れてます…っ!	エッチナバツバツモレテマスッ	エッチナバツバツモレテマスッ		SLUG_TOKEN_MISMATCH:etchi
1	etchi-ni-kisu-shite	etchi-ni-kisu-shite	Hにキスして!	エッチニキスシテ	エッチ ニ キス シテ	エッチ ニ キス シテ	SLUG_TOKEN_MISMATCH:etchi
1	etchi-no-kami-sama	etchi-no-kami-sama	えっちの神さま!	エッチノカミサマ	エッチ ノ カミサマ	エッチ ノ カミサマ	SLUG_TOKEN_MISMATCH:etchi
1	etchi-sketch-wantatchi	etchi-sketch-wantatchi	えっちすけっちわんたっち	エッチスケッチワンタッチ	エッチ スケッチ ワンタッチ	エッチ スケッチ ワンタッチ	SLUG_TOKEN_MISMATCH:etchi,sketch,wantatchi
1	etchii-houkago	etchii-houkago	えっちぃ放課後	エッチィホウカゴ	エッチィ ホウカゴ	エッチィ ホウカゴ	SLUG_TOKEN_MISMATCH:etchii
1	etchimono	etchimono	えっちもの	エッチモノ	エッチモノ	エッチモノ	SLUG_TOKEN_MISMATCH:etchimono
1	etchina-honne	etchina-honne	えっちなホンネ	エッチナホンネ	エッチナ ホンネ	エッチナ ホンネ	SLUG_TOKEN_MISMATCH:etchina
1	etchina-kanojo-no-okiniiri	etchina-kanojo-no-okiniiri	エッチな彼女のお気に入り	エッチナカノジョノオキニイリ		エッチナ カノジョ ノ オキニイリ	SLUG_TOKEN_MISMATCH:etchina
1	eva-lady-miyonescy	eva-lady-miyonescy	エヴァ・レディ	エヴァレディ	エヴァ レディ		SLUG_TOKEN_MISMATCH:miyonescy
1	examurai	examurai	エグザムライ	エグザムライ	エグザムライ	エグザムライ	SLUG_TOKEN_MISMATCH:examurai
1	exorsister-maria	exorsister-maria	エクソシスターマリア	エクソシスターマリア	エクソシスター マリア	エクソシスター マリア	SLUG_TOKEN_MISMATCH:exorsister
1	extrastrous	extrastrous	エキストラストラ★	エキストラストラ	エキストラストラ　ダイ1カン	エキストラストラ	SLUG_TOKEN_MISMATCH:extrastrous;NOHYPHEN
1	eyes-kingin-youdou	eyes-kingin-youdou	Eyes金銀妖瞳	アイズヘテロクロミア			SLUG_TOKEN_MISMATCH:kingin,youdou
1	faaburu-konchuuki	faaburu-konchuuki	ファーブル昆虫記	ファーブルコンチュウキ		ファーブル コンチュウキ	SLUG_TOKEN_MISMATCH:faaburu
1	faaburu-no-konchuuki	faaburu-no-konchuuki	ファーブルの昆虫記	ファーブルノコンチュウキ	ファーブル ノ コンチュウキ	ファーブル ノ コンチュウキ	SLUG_TOKEN_MISMATCH:faaburu
1	faamu-konchuuki	faamu-konchuuki	二軍昆虫記	ファームコンチュウキ	ファーム コンチュウキ	ファーム コンチュウキ	SLUG_TOKEN_MISMATCH:faamu
1	face	face	フェイス	フェイス	フェイス	フェイス	SLUG_TOKEN_MISMATCH:face
1	faindaa	faindaa	ファインダー	ファインダー	ファインダー/キョウトジョガクインモノガタリ	ファインダー	SLUG_TOKEN_MISMATCH:faindaa
1	faindaa-no-dekiai	faindaa-no-dekiai	ファインダーの溺愛	ファインダーノデキアイ	ファインダーノデキアイショカイゲンテイバン		SLUG_TOKEN_MISMATCH:faindaa
1	faindaa-no-houyou	faindaa-no-houyou	ファインダーの抱擁	ファインダーノホウヨウ	フアインダー ノ ホウヨウ		SLUG_TOKEN_MISMATCH:faindaa
1	faindaa-no-hyouteki	faindaa-no-hyouteki	ファインダーの標的	ファインダーノヒョウテキ	ファインダ - ノ ヒョウテキ		SLUG_TOKEN_MISMATCH:faindaa
1	faindaa-no-kagerou	faindaa-no-kagerou	ファインダーの陽炎	ファインダーノカゲロウ	ファインダーノカゲロウショカイゲンテイバン		SLUG_TOKEN_MISMATCH:faindaa
1	faindaa-no-katsubou	faindaa-no-katsubou	ファインダーの渇望	ファインダーノカツボウ	ファインダー ノ カツボウ	ファインダー ノ カツボウ	SLUG_TOKEN_MISMATCH:faindaa
1	faindaa-no-kodou	faindaa-no-kodou	ファインダーの鼓動	ファインダーノコドウ		ファインダー ノ コドウ	SLUG_TOKEN_MISMATCH:faindaa
1	faindaa-no-mitsugetsu	faindaa-no-mitsugetsu	ファインダーの蜜月	ファインダーノミツゲツ	ファインダー ノ ミツゲツ	ファインダー ノ ミツゲツ	SLUG_TOKEN_MISMATCH:faindaa
1	faindaa-no-mitsuyaku	faindaa-no-mitsuyaku	ファインダーの密約	ファインダーノミツヤク	ファインダー ノ ミツヤク	ファインダー ノ ミツヤク	SLUG_TOKEN_MISMATCH:faindaa
1	faindaa-no-netsujou	faindaa-no-netsujou	ファインダーの熱情	ファインダーノネツジョウ		ファインダー ノ ネツジョウ	SLUG_TOKEN_MISMATCH:faindaa
1	faindaa-no-ori	faindaa-no-ori	ファインダーの檻	ファインダーノオリ|ファインダーノケージ	ファインダー ノ ケージ		SLUG_TOKEN_MISMATCH:faindaa
1	faindaa-no-ryoshuu	faindaa-no-ryoshuu	ファインダーの虜囚	ファインダーノリョシュウ			SLUG_TOKEN_MISMATCH:faindaa
1	faindaa-no-saihate	faindaa-no-saihate	ファインダーの最果て	ファインダーノサイハテ	ファインダー ノ サイハテ	ファインダー ノ サイハテ	SLUG_TOKEN_MISMATCH:faindaa
1	faindaa-no-sekiyoku	faindaa-no-sekiyoku	ファインダーの隻翼	ファインダーノセキヨク	ファインダー ノ セキヨク	ファインダー ノ セキヨク	SLUG_TOKEN_MISMATCH:faindaa
1	faindaa-no-shinjitsu	faindaa-no-shinjitsu	ファインダーの真実	ファインダーノシンジツ		ファインダー ノ シンジツ	SLUG_TOKEN_MISMATCH:faindaa
1	faindaagoshi-no-ano-ko	faindaagoshi-no-ano-ko	ファインダー越しのあの子	ファインダーゴシノアノコ		ファインダーゴシ ノ アノ コ	SLUG_TOKEN_MISMATCH:faindaagoshi
1	faindingu-ni	faindingu-ni	ファインディングニモ	ファインディングニモ	ファインディング ニモ	ファインディング ニモ	SLUG_TOKEN_MISMATCH:faindingu
1	fairial-garden	fairial-garden	フェアリアルガーデン	フェアリアルガーデン	フェアリアル ガーデン	フェアリアル ガーデン	SLUG_TOKEN_MISMATCH:fairial
1	fairy-cube	fairy-cube	妖精標本	フェアリーキューブ	フェアリー キューブ	フェアリー キューブ	SLUG_TOKEN_MISMATCH:cube
1	fairy-idol-canon	fairy-idol-canon	フェアリーアイドルかのん	フェアリーアイドルカノン	フェアリ- アイドル カノン	フェアリー アイドル カノン	SLUG_TOKEN_MISMATCH:canon
1	famicom-tanteidan	famicom-tanteidan	ファミコン探偵団	フアミコンタンテイダン	フアミコンタンテイダン	フアミコン タンテイダン	SLUG_TOKEN_MISMATCH:famicom
1	famiriinoshiki	famiriinoshiki	ファミリーの四季	ファミリーノシキ	フアミリーノシキ	ファミリーノシキ	SLUG_TOKEN_MISMATCH:famiriinoshiki
1	fanii-face	fanii-face	ふぁにーふぇいす	ファニーフェイス	ファニー フェイス	ファニー フェイス	SLUG_TOKEN_MISMATCH:fanii
1	fantasia	fantasia	ふぁんたじあ	ファンタジア	フアンタジア	ファンタジア	SLUG_TOKEN_MISMATCH:fantasia
1	fantasm	fantasm	ファンタズム	ファンタズム	ファンタズム		SLUG_TOKEN_MISMATCH:fantasm
1	fantast-no-love	fantast-no-love	ファンタストの恋愛	ファンタストノレンアイ	フアンタストノレンアイ	ファンタスト ノ レンアイ	SLUG_TOKEN_MISMATCH:love
1	fantajiiginga-nandeuchuunigoburinyaookugairunda	fantasy-ginga-nande-uchuu-ni-goblin-ya-orc-ga-irunda	ファンタジー銀河 : 何で宇宙にゴブリンやオーク	ファンタジーギンガ:ナンデウチュウニゴブリンヤオ	ファンタジーギンガナンデウチュウニゴブリンヤオー	ファンタジーギンガ:ナンデウチュウニゴブリンヤオ	SLUG_TOKEN_MISMATCH:fantasy,goblin,orc
1	fantasy-model-fighter-sumoo-kids	fantasy-model-fighter-sumoo-kids	FM戦士SUMOキッズ	ファンタジーモデルファイタースモーキッズ	ファンタジー モデル ファイター スモー キッズ	ファンタジー モデル ファイター スモー キッズ	SLUG_TOKEN_MISMATCH:fantasy,model,fighter
1	fashion-fade	fashion-fade	ファンション・ファデ	ファンションファデ	ファンション ファデ	ファンション ファデ	SLUG_TOKEN_MISMATCH:fashion
1	fatale-game	fatale-game	ファタールゲーム	ファタールゲーム	ファタールゲーム1		SLUG_TOKEN_MISMATCH:fatale
1	fate-kishi	fate-kishi	Fate騎士	Fateナイト	フェイト ナイト		SLUG_TOKEN_MISMATCH:kishi;KANA_DIFF_RAKUTEN
1	fc-zinga	fc-zinga	F.C.ジンガ	F.C.ジンガ	エフ シー ジンガ	F.C. ジンガ	SLUG_TOKEN_MISMATCH:zinga
1	feauei-shine	feauei-shine	フェアウェイ社員	フェアウェイシャイン	フェアウェイ シャイン	フェアウェイ シャイン	SLUG_TOKEN_MISMATCH:feauei,shine
1	feromomania-syndrome	feromomania-syndrome	女子妄想症候群	フェロモマニアシンドローム	フェロモマニア シンドローム	ジョシ モウソウ ショウコウグン	SLUG_TOKEN_MISMATCH:syndrome;KANA_DIFF_MADB
1	fiariiburuu-no-densetsu	fiariiburuu-no-densetsu	フィアリーブルーの伝説	フィアリーブルーノデンセツ	フイアリーブルーノデンセツ	フィアリーブルー ノ デンセツ	SLUG_TOKEN_MISMATCH:fiariiburuu
1	fifteen-half	fifteen-half	15 1/2	フィフティーンハーフ	フィフティーン ハーフ	フィフティーン ハーフ	SLUG_TOKEN_MISMATCH:fifteen,half
1	fighters-history-dynamite	fighters-history-dynamite	ファイターズヒストリーダイナマイト	ファイターズヒストリーダイナマイト	ファイターズ ヒストリー ダイナマイト	ファイターズ ヒストリー ダイナマイト	SLUG_TOKEN_MISMATCH:fighters
1	fiibii-wa-mou-inai	fiibii-wa-mou-inai	フィービーはもういない	フィービーワモウイナイ	フィービー ワ モウ イナイ	フィービー ワ モウ イナイ	SLUG_TOKEN_MISMATCH:fiibii
1	fiimennin-wa-utau	fiimennin-wa-utau	フィーメンニンは謳う	フィーメンニンワウタウ	フィーメンニンハウタウ1	フィーメンニン ワ ウタウ	SLUG_TOKEN_MISMATCH:fiimennin
1	fijii-no-yasu-san	fijii-no-yasu-san	フィジーの安さん	フィジーノヤスサン		フィジー ノ ヤスサン	SLUG_TOKEN_MISMATCH:fijii
1	fimeeru-no-itsuwa	fimeeru-no-itsuwa	フィメールの逸話	フィメールノイツワ		フィメール ノ イツワ	SLUG_TOKEN_MISMATCH:fimeeru
1	finaare	finaare	ふぃなーれ!!	フィナーレ	フィナーレ	フィナーレ	SLUG_TOKEN_MISMATCH:finaare
1	final-request	final-request	ファイナルリクエスト	ファイナルリクエスト	ファイナルリクエスト1	ファイナル リクエスト	SLUG_TOKEN_MISMATCH:request
1	finrandia	finrandia	フィンランディア	フィンランディア	フィンランディア サンタ ヨウセイ ガッコウ	フィンランディア	SLUG_TOKEN_MISMATCH:finrandia;NOHYPHEN
1	firoon-shikan-gakkou	firoon-shikan-gakkou	フィローン士官学校	フィローンシカンガッコウ	フィローン シカン ガッコウ	フィローン シカン ガッコウ	SLUG_TOKEN_MISMATCH:firoon
1	fisshaaman-umindomaru	fisshaaman-umindomaru	フィッシャーマン海人丸	フィッシャーマンウミンドマル	フィッシャ-マン ウミンドマル	フィッシャーマン ウミンドマル	SLUG_TOKEN_MISMATCH:fisshaaman
1	flashback	flashback	フラッシュ・バック	フラッシュバック	フラッシュ バック	フラッシュ バック	NOHYPHEN
1	flying-ningyohime	flying-ningyohime	ふらいんぐ❤人魚姫	フライングニンギョヒメ	フライング マーメイド	フライング ニンギョヒメ	SLUG_TOKEN_MISMATCH:flying
1	fonto-otoko	fonto-otoko	フォント男子!	フォントダンシ	フォントダンシ！　1	フォント ダンシ	SLUG_TOKEN_MISMATCH:otoko
1	food-fighter-tabelu	food-fighter-tabelu	フードファイタータベル	フードファイタータベル	フードファイタータベル	フード ファイター タベル	SLUG_TOKEN_MISMATCH:tabelu
1	foolproof	foolproof	FOOLPROOF	フールプルーフ	フールプルーフ　イチ		NOHYPHEN
1	fools-paradise	fools-paradise	フールズ・パラダイス	フールズパラダイス	フ-ルズ パラダイス	フールズ パラダイス	SLUG_TOKEN_MISMATCH:fools
1	foona-ga-hashiru	foona-ga-hashiru	フォーナが走る	フォーナガハシル	フォーナ ガ ハシル	フォーナ ガ ハシル	SLUG_TOKEN_MISMATCH:foona
1	fostine	fostine	フォスティーヌ	フォスティーヌ	フオステイーヌ	フォスティーヌ	SLUG_TOKEN_MISMATCH:fostine
1	fractale	fractale	フラクタル	フラクタル	フラクタル	フラクタル	SLUG_TOKEN_MISMATCH:fractale
1	fran-shoujo	fran-shoujo	腐乱少女	フランショウジョ	フラン ショウジョ	フラン ショウジョ	SLUG_TOKEN_MISMATCH:fran
1	frankensteins-princess	frankensteins-princess	フランケンシュタインズ・プリンセス	フランケンシュタインズプリンセス	フランケンシュタインズ プリンセス		SLUG_TOKEN_MISMATCH:frankensteins
1	fshiteki-nichijou	fshiteki-nichijou	F氏的日常	Fシテキニチジョウ	エフシテキ ニチジョウ	Fシテキ ニチジョウ	SLUG_TOKEN_MISMATCH:fshiteki
1	fuck	fuck	F・U・C・K	Fuck	フアツク		SLUG_TOKEN_MISMATCH:fuck;KANA_DIFF_RAKUTEN
1	fudeoroshi	fudeoroshi	筆下ろし	フデオロシ	フデ オロシ	フデオロシ	NOHYPHEN
1	fugurumakan-raihouki	fugurumakan-raihouki	文車館来訪記	フグルマカンライホウキ	ヒャッケイ フグルマカン ライホウキ	フグルマカン ライホウキ	LOWHYPHEN
1	fuichin-tsaichen	fuichin-tsaichen	フイチン再見!	フイチンツァイチェン	フイチンツァイチェン	フイチン ツァイチェン	SLUG_TOKEN_MISMATCH:tsaichen
1	fujiko-fuji-yuushounen-sf-tanpenshuu	fujiko-fuji-yuushounen-sf-tanpenshuu	藤子不二雄 少年SF短編集	ヒトリボッチノウチュウセンソウ	フジコ エフ フジオ ショウネン エスエフ タン	フジコ フジ ユウショウネン SF タンペンシュ	SLUG_TOKEN_MISMATCH:yuushounen,tanpenshuu;KANA_DIFF_RAKUTEN;KANA_DIFF_MADB
1	fukuokazamurai	fukuokazamurai	福岡侍	フクオカザムライ	フクオカ ザムライ	フクオカザムライ	NOHYPHEN
1	fukushuuhime-roora	fukushuuhime-roora	復讐姫ローラ	フクシュウキローラ	フクシュウキローラオネエサマヲイケニエニシタコノ		SLUG_TOKEN_MISMATCH:fukushuuhime
1	fukushuuki	fukushuuki	復讐記	フクシュウキ	フクシュウキ カンゼンバン プラス カゲマル ジ	フクシュウキ	NOHYPHEN
1	fukuyama-keiko-shoki-sakuhinshuu	fukuyama-keiko-shoki-sakuhinshuu	ふくやまけいこ初期作品集	ゼリービーンズ	エリスアンドアメリアゼリービーンズ		SLUG_TOKEN_MISMATCH:shoki,sakuhinshuu
1	full-chaaji-kaden-chan	full-chaaji-kaden-chan	フルチャージ!!家電ちゃん	フルチャージカデンチャン	フル チャージ カデンチャン	フル チャージ カデンチャン	SLUG_TOKEN_MISMATCH:chaaji
1	fun-fun-faamashiii	fun-fun-faamashiii	ファンファン・ファーマシィー	ファンファンファーマシィー	ファン ファン ファーマシィー	ファン ファン ファーマシィー	SLUG_TOKEN_MISMATCH:faamashiii
1	fun-fun-factory	fun-fun-factory	funfun工房	ファンファンファクトリー	ファン ファン コウボウ	ファン ファン ファクトリー	SLUG_TOKEN_MISMATCH:factory
1	funwari-hunter	funwari-hunter	ふんわり狩人	フンワリハンター			SLUG_TOKEN_MISMATCH:hunter
1	furimuitaotoko	furimuitaotoko	ふりむいた男	フリムイタオトコ	フリムイタ オトコ	フリムイタオトコ	NOHYPHEN
1	fushidara	fushidara	フシダラ	フシダラ	フシダラ ツマガフリンヲスルリユウ イチ	フシダラ	NOHYPHEN
1	fushigi-tobe-kun	fushigi-tobe-kun	ふしぎトーボくん	フシギトーボクン			SLUG_TOKEN_MISMATCH:tobe
1	fushigina-somera-chan-ootokuchuuru	fushigina-somera-chan-ootokuchuuru	不思議なソメラちゃんオートクチュール	フシギナソメラチャンオートクチュール	フシギナ ソメラチャン オートクチュール	フシギナ ソメラチャン オートクチュール	SLUG_TOKEN_MISMATCH:ootokuchuuru
1	futari-etchi	futari-etchi	ふたりエッチ	フタリエッチ	フタリ エッチ	フタリ エッチ	SLUG_TOKEN_MISMATCH:etchi
1	futari-wa-precure	futari-wa-precure	ふたりはプリキュア	フタリワプリキュア	フタリ ワ プリキュア	フタリ ワ プリキュア	SLUG_TOKEN_MISMATCH:precure
1	futatsu-no-uta-tokei	futatsu-no-uta-tokei	ふたつのうた時計	フタツノウタドケイ	フタツ ノ ウタドケイ	フタツ ノ ウタ ドケイ	SLUG_TOKEN_MISMATCH:tokei
1	futsugyou	futsugyou	払暁	フツギョウ	フツギョウ ダンソウマジュツシトキンノキシ	フツギョウ	NOHYPHEN
1	futsuu-ni-dekinai-watashitachi	futsuu-ni-dekinai-watashitachi	普通にできない私たち	フツウニデキナイワタクシタチ		フツウ ニ デキナイ ワタクシタチ	SLUG_TOKEN_MISMATCH:watashitachi
1	futsuu-no-love	futsuu-no-love	フツーの恋愛	フツーノレンアイ	フツー ノ レンアイ	フツー ノ レンアイ	SLUG_TOKEN_MISMATCH:love
1	futsuujan	futsuujan	フツーじゃん!	フツージャン		フツージャン	SLUG_TOKEN_MISMATCH:futsuujan;NOHYPHEN_UNVERIFIED
1	futtoboorutaka	futtoboorutaka	フットボール鷹	フットボールタカ	フットボ-ル タカ	フットボールタカ	NOHYPHEN
1	fuuaayuuchuunenjoojiakiyamamonogatari	fuuaayuuchuunenjoojiakiyamamonogatari	WHO are YOU 中年ジョージ秋山物語	フーアーユーチュウネンジョージアキヤマモノガタリ	フー アー ユー	フーアーユーチュウネンジョージアキヤマモノガタリ	SLUG_TOKEN_MISMATCH:fuuaayuuchuunenjoojiakiyamamonogatari;NOHYPHEN
1	fuufumeshi	fuufumeshi	夫婦めし	フウフメシ	フウフメシ　イチ	フウフメシ	NOHYPHEN
1	fuuhai-ni-kike	fuuhai-ni-kike	風牌に訊け	カゼニキケ			SLUG_TOKEN_MISMATCH:fuuhai
1	fuwari-donpatchi	fuwari-donpatchi	ふわり!どんぱっち	フワリドンパッチ	フワリ ドンパッチ	フワリ ドンパッチ	SLUG_TOKEN_MISMATCH:donpatchi
1	fuyu-no-orgel	fuyu-no-orgel	冬のオルゴール	フユノオルゴール	フユノオルゴール		SLUG_TOKEN_MISMATCH:orgel
1	fuyuzakura	fuyuzakura	冬緋桜	フユザクラ	ヒオウ シラビョウシ ガイデン フユ ザクラ	フユザクラ	NOHYPHEN
