vols	base	brand	pub	first_date	last_date	isbns
1	芸能ファイア	ミリオンムック	大洋図書	2012-11	2012-11	9784813066712
1	芸能界トラブル放送事故DX	コアムックシリーズ	コアマガジン	2012-04	2012-04	9784864362597
1	激熱必勝パチスロ7	Donkey comics	綜合図書	2013-09	2013-09	9784862981004
1	光	K-Book Selection	ブライト出版	2013-08	2013-08	9784861232923
1	高尾くん。		東京漫画社	2013-04	2013-04	9784864420877
1	高緑限定	mimi.comics	ジュリアン	2013-07	2013-07	9784864570299
1	志摩通。	ほくこみ同人アンソロジー	北辰堂出版	2011-12	2011-12	9784864270465
1	疾走エース!	F-BOOK selection	ブライト出版	2011-07	2011-07	9784861233623
1	小松フルコース♥	K-Book Selection	ブライト出版	2012-01	2012-01	9784861231988
1	新♥プリンスさまのラブゲーム	K-Book Selection	ブライト出版	2012-03	2012-03	9784861232121
1	生しらす丼、大盛り!	OKS comix	オークス	2012-08	2012-08	9784799003206
1	青黄Beat!		東京漫画社	2012-12	2012-12	9784864420686
1	青黄Beat!EXXX		東京漫画社	2013-04	2013-04	9784864420860
1	赤塚不二夫マンガ大全「ぜんぶ伝説のマンガなのだ!!」	Culture ＆ sports	宝島社	2011-06	2011-06	9784796683173
1	閃乱カグラ	ファミ通クリアコミックス	角川グループパブリッシング	2011-12	2011-12	9784047276956
1	男子高校生の日常アンソロジー	ガンガンコミックスonline	スクウェア・エニックス	2012-05	2012-05	9784757535947
1	朝までキミと	プチコミックフラワーコミックスα	小学館	2012-01	2012-01	9784091342195
1	桃色大戦ぱいろん4コマ + fanbook	マジキューコミックス	角川グループパブリッシング	2012-04	2012-04	9784047278578
1	特選スキモノBL		リブレ出版	2013-05	2013-05	9784799713211
1	肉体派ガチ!		オークス	2011-12	2011-12	9784799001912
1	排球男子!!		クイン出版	2012-12	2012-12	9784862841339
1	発酵人小泉武夫のうましもん!	Comic	少年画報社	2011-09	2011-09	9784785936990
1	彼岸花の咲く夜に	EARTH STAR Books	泰文堂	2011-10	2011-10	9784803002874
1	百合アンソロジーdolce	マジキューコミックス	角川グループパブリッシング	2012-06	2012-06	9784047281592
1	百合缶Feuille		角川グループパブリッシング	2011-11	2011-11	9784047276345
1	百合缶miel		角川グループパブリッシング	2011-12	2011-12	9784047276888
1	百合缶petale		角川グループパブリッシング	2012-01	2012-01	9784047277281
1	魔法使いの夜アンソロジーコミック	ホビージャパン・コミックス	ホビージャパン	2012-07	2012-07	9784798604312
1	魔法少女まどか★マギカ4コマアンソロジーコミック	Kirara menu	芳文社	2012-11	2012-11	9784832242159
1	鳴上悠とユカイな仲間たち		ムービック	2012-08	2012-08	9784896018547
1	夜エク!	OKS comix	オークス	2012-04	2012-04	9784799002681
1	裏社会マネー白書	ミリオンムック	大洋図書	2011-07	2011-07	9784813064558
1	緑間くん。		東京漫画社	2013-07	2013-07	9784864421010
1	輪るピングドラムファビュラス・アンソロジー	BIRZ EXTRA	幻冬舎	2012-03	2012-03	9784344824355
1	羞恥プレイ	Aqua extra	オークラ出版	2011-08	2011-08	9784775517284
1	Flower Festa		クイン出版	2010-10	2010-10	9784862841018
1	Keeeeep out!!		ノアール出版	2010-12	2010-12	9784860023553
1	10 Future×ツナ 2nd	F-BOOK selection	ブライト出版	2010-08	2010-08	9784861233968
1	Rikkai❤chu	K-Book Selection	ブライト出版	2011-05	2011-05	9784861234811
1	STAR DRIVER 輝きのタクト アンソロジー	ヤングガンガンコミックス	スクウェア・エニックス	2011-02	2011-02	9784757531505
1	Starry☆Sky ～four seasons～アンソロジー	ビーズログコミックス	角川グループパブリッシング	2011-04	2011-04	9784047269484
1	Starry・sky ～in autumn～	Miginaname 45do	文苑堂	2010-07	2010-07	9784861171840
1	Starry・sky ～in summer～	Miginaname 45do	文苑堂	2010-05	2010-05	9784861171819
1	STORM LOVERアンソロジー	ビーズログコミックス	角川グループパブリッシング	2011-01	2011-01	9784047269507
1	Sweets Festa		クイン出版	2010-11	2010-11	9784862841025
1	U-17少年BLコミックアンソロジー	Nora comics	学研マーケティング	2011-03	2011-03	9784056070828
1	Wild catさばくのワニと炎のA をつかまえろ!	F-BOOK selection	ブライト出版	2011-04	2011-04	9784861234545
1	Wild catさばくのワニと炎のAをつかまえろ!	F-BOOK selection	ブライト出版	2011-04	2011-04	9784861234101
1	Z×S ギアサード	K-Book Selection	ブライト出版	2010-10	2010-10	9784861234071
1	Z×S ギアフォー	K-Book Selection	ブライト出版	2011-02	2011-02	9784861234606
1	ZS ×love×out	F-BOOK selection	ブライト出版	2011-01	2011-01	9784861234187
1	エースタイル	ほくこみ同人アンソロジー	北辰堂出版	2011-02	2011-02	9784864270199
1	エロほん b-boyアンソロジー		リブレ出版	2011-01	2011-01	9784862638854
1	オフィス男子。	SGH comics	サニー出版	2010-08	2010-08	9784882192466
1	おんせん!	マジキューコミックス	角川グループパブリッシング	2011-03	2011-03	9784047271678
1	お天気戦隊ハウウェザー	Miginaname 45do	文苑堂	2011-01	2011-01	9784861171895
1	カラフルバスケット	F-BOOK selection	ブライト出版	2010-07	2010-07	9784861233906
1	ごきぶりくん	Miginaname 45do	文苑堂	2010-06	2010-06	9784861171833
1	サモンナイトクラフトソード物語2	DNAメディアコミックス	スタジオDNA	2004-11	2004-11	9784758002127
1	シンカン オール読み切りアンソロジーコミック		朝日新聞出版	2011-05	2011-05	9784022140708
1	ターザン	Disney graphic novel series	ワニブックス	2000-09	2000-09	9784847013591
1	チーム男子校!	大誠社G-lish comics	大誠社	2010-12	2010-12	9784904835227
1	ツナ君のないしょ	F-BOOK selection	ブライト出版	2010-11	2010-11	9784861234118
1	ティガームービープーさんの贈りもの	Disney graphic novel series	ワニブックス	2000-09	2000-09	9784847013607
1	テイルズオブファンタジア4コマkings	DNAメディアコミックス	スタジオDNA	2003-11	2003-11	9784758001403
1	てに☆みゅ テニスミュージアム	MARoコミックス	MARo編集部	2010-01	2010-01	9784861171741
1	トイ・ストーリー	Disney graphic novel series	ワニブックス	2000-10	2000-10	9784847013621
1	とつげき!ブルマー!!	マジキューコミックス	角川グループパブリッシング	2011-02	2011-02	9784047270947
1	トランジション	ほくこみ同人アンソロジー	北辰堂出版	2011-03	2011-03	9784864270236
1	トリコロール	ほくこみ同人アンソロジー	北辰堂出版	2011-03	2011-03	9784864270229
1	ピュアプリンス	F-BOOK selection	ブライト出版	2010-10	2010-10	9784861233975
1	ヒロインピンチ!	マジキューコミックス	角川グループパブリッシング	2011-03	2011-03	9784047271661
1	ふたりの花園	F-BOOK selection	ブライト出版	2010-12	2010-12	9784861234583
1	ブラックベルベット	F-BOOK selection	ブライト出版	2010-07	2010-07	9784861233913
1	フラワーデイト	F-BOOK selection	ブライト出版	2010-09	2010-09	9784861233876
1	ペルソナ2罪＆罰 ダブル・ラビリンス編	4コマギャグバトル	光文社	2002-02	2002-02	9784334805517
1	ペルソナ2罪＆罰 鏡の国	コミックアンソロジー	光文社	2001-12	2001-12	9784334805470
1	ボンゴレdogs	F-BOOK selection	ブライト出版	2010-11	2010-11	9784861234125
1	ボンゴレファーストエディション	ほくこみ同人アンソロジー	北辰堂出版	2010-09	2010-09	9784864270076
1	マジキュー4コマ処女はお姉さまに恋してる	マジキューコミックス	角川グループパブリッシング	2011-02	2011-02	9784047270190
1	マッチアップ	ほくこみ同人アンソロジー	北辰堂出版	2011-05	2011-05	9784864270281
1	みんなの保健室	ほくこみ同人アンソロジー	北辰堂出版	2011-02	2011-02	9784864270205
1	メガテンオールスターズデビルズ・アーク	火の玉ゲームコミックシリーズ	光文社	2002-12	2002-12	9784334805739
1	もしかして・はいてない!?	マジキューコミックス	角川グループパブリッシング			9784047270701
1	もじょまんが。	マジキューコミックス	角川グループパブリッシング			9784047268869
1	もののけナイトトラベル	ほくこみ同人アンソロジー	北辰堂出版	2010-12	2010-12	9784864270151
1	俺が王子様  氷の帝王	K-Book Selection	ブライト出版	2010-07	2010-07	9784861233944
1	火神まっしぐら。	ほくこみ同人アンソロジー	北辰堂出版	2010-07	2010-07	9784864270021
1	擬人化ナビ!	ドラアンソロジー	コアマガジン	2010-11	2010-11	9784862528605
1	銀時selection	銀魂アンソロジー	クイン出版	2010-04	2010-04	9784862840882
1	幻影の守護者ムクツナ	OKS comix	オークス	2010-08	2010-08	9784861059827
1	好き好きサスケくん	K-Book Selection	ブライト出版	2010-09	2010-09	9784861234309
1	最強!!ベビーシッター	ほくこみ同人アンソロジー	北辰堂出版	2011-02	2011-02	9784864270212
1	四天宝寺の聖書	F-BOOK selection	ブライト出版	2010-12	2010-12	9784861234170
1	信長とお江	Town mook	徳間書店	2011-01	2011-01	9784197102297
1	新しい王子様♥	K-Book Selection	ブライト出版	2011-03	2011-03	9784861234651
1	真・女神転生if..4コマギャグバトル	4コマギャグバトル	光文社	2003-03	2003-03	9784334805791
1	星のカービィウルトラスーパーデラックス	4コマギャグバトル	光文社	2009-03	2009-03	9784334807122
1	青山剛昌短編集	少年サンデーコミックス	小学館	2011-02	2011-02	9784099417079
1	千歳だなう	K-Book Selection	ブライト出版	2010-11	2010-11	9784861234149
1	戦国company	Miginaname 45do	文苑堂	2010-03	2010-03	9784861171796
1	蔵ノ介君×謙也君	K-Book Selection	ブライト出版	2011-02	2011-02	9784861234613
1	男子たるもの下克上	Aqua love code	オークラ出版	2010-10	2010-10	9784775515891
1	中二病狂詩曲		メディアパル	2011-05	2011-05	9784896107876
1	調味料擬人化	Miginaname 45do	文苑堂	2009-12	2009-12	9784861171727
1	調味料擬人化 旨み成分増量中（当社比）	Miginaname 45do	文苑堂	2010-06	2010-06	9784861171826
1	土銀色恋歌	K-book selectin	ブライト出版	2010-09	2010-09	9784861234033
1	日々是居候	Aqua love code	オークラ出版	2010-09	2010-09	9784775515785
1	発情講座	Aqua extra	オークラ出版	2011-05	2011-05	9784775516812
1	発売前だが大丈夫か?		クイン出版	2011-04	2011-04	9784862841087
1	美少女症候群		ふゅーじょんぷろだくと	2000-07	2000-07	9784893932594
1	百鬼夜行異聞	ぬら孫アンソロジー	クイン出版	2009-11	2009-11	9784862840721
1	放課後男子。	SGH comics	サニー出版	2010-11	2010-11	9784882192480
1	漫画実話ナックルズplus危ない潜入体験!!	ミリオンムック	大洋図書	2011-03	2011-03	9784813064206
1	野菜擬人化ベジタブル農大物語	Miginaname 45do	文苑堂	2010-05	2010-05	9784861171789
1	歴史美女アンソロジー浅井三姉妹編		角川グループパブリッシング	2011-05	2011-05	9784047272347
1	チャリアカレイドEXXX 緑高side		東京漫画社	2013-10	2013-10	9784864421157
1	Baby Face	F-BOOK selection	ブライト出版	2013-01	2013-01	9784861232459
1	b-BOY超キチク がっつき攻特集		リブレ出版	2013-09	2013-09	9784799713723
1	Kiss×Kiss		東京漫画社	2013-11	2013-11	9784864421188
1	緑高限定	mimi.comics	ジュリアン	2013-11	2013-11	9784864570374
1	木日限定	mimi.comics	ジュリアン	2013-11	2013-11	9784864570381
1	メガネで、ネコミミ	Kobunsha BLコミックシリーズ	光文社	2007-08	2007-08	9784334806729
1	プリキュアまんがえほんプリキュアオールスターズドキドキ!プリキュア	講談社mook	講談社	2013-10	2013-10	9784063897814
1	ねぇ、宮地サン!		東京漫画社	2013-12	2013-12	9784864421249
1	orange Luck高緑	F-BOOK selection	ブライト出版	2013-11	2013-11	9784861235566
1	orange Luck	F-BOOK selection	ブライト出版	2013-02	2013-02	9784861232428
1	テニスAllStar	F-BOOK selection	ブライト出版	2013-11	2013-11	9784861235559
1	かっこいいあおいひと	OKS comix	オークス	2013-11	2013-11	9784799005194
1	モンスターハンター4オフィシャルアンソロジーコミック	カプコンオフィシャルブックス	カプコン	2013-12	2013-12	9784862334091
1	青火限定	mimi.comics	ジュリアン	2013-12	2013-12	9784864570404
1	僕らが格闘ゲームに夢中だった頃	ファミ通クリアコミックス	KADOKAWA	2013-12	2013-12	9784047293922
1	FLY HIGH!	F-BOOK selection	ブライト出版	2013-04	2013-04	9784861232787
1	王将赤司征十郎	Philippe Comics	三交社	2013-11	2013-11	9784879196613
1	もう逃がさないのだよ?高尾	Philippe Comics	三交社			9784879196606
1	逃げないよぉ?真ちゃん	Philippe Comics	三交社	2013-12	2013-12	9784879196637
1	25 reprise 紫原×氷室アンソロジー		東京漫画社	2014-01	2014-01	9784864421287
1	味のゆく年くる年	Comic	少年画報社	2013-12	2013-12	9784785951764
1	赤司きゅん	K-Book Selection	ブライト出版	2013-12	2013-12	9784861232978
1	orange Luck 緑高	F-BOOK selection	ブライト出版	2013-12	2013-12	9784861235573
1	チャリアカ未来予想図	K-Book Selection	ブライト出版	2013-12	2013-12	9784861232961
1	恋はみずいろ	mimi.comics	ジュリアン	2013-09	2013-09	9784864570336
1	学園BASARA6	カプコンオフィシャルブックス	カプコン	2013-09	2013-09	9784862334046
1	革命機ヴァルヴレイヴアンソロジーコミック	G fantasy comics	スクウェア・エニックス	2013-09	2013-09	9784757540804
1	私だけの王子さま	Esprit comics	スタンダードマガジン	2013-10	2013-10	9784938280437
1	コミック 1971	Tokuma comics	徳間書店	2012-06-15	2012-06-15	9784197805327
1	INTERVAL 02	mimi.comics	ジュリアン	2014-02	2014-02	9784864570572
1	かっこかわいいきいろいひと	OKS comix	オークス	2014-01	2014-01	9784799005347
1	猛爆必勝パチスロ7	Donkey comics	綜合図書	2014-02	2014-02	9784862981189
1	May I help you?	mimi.comics	ジュリアン	2014-01	2014-01	9784864570398
1	センパイ、あのね。Refrain		東京漫画社	2014-02	2014-02	9784864421348
1	桜trickアンソロジーコミック	Kirara menu	芳文社	2014-02	2014-02	9784832244009
1	赤司様のためならば	Philippe Comics	三交社	2014-02	2014-02	9784879196699
1	b-BOY超キチク Hなおしゃぶり特集		リブレ出版	2013-11	2013-11	9784799714041
1	b-BOY超キチク えっちなスマタ特集		リブレ出版	2014-01	2014-01	9784799714348
1	宮地くん。		東京漫画社	2014-03	2014-03	9784864421393
1	弁当	Comic	少年画報社	2014-03	2014-03	9784785952235
1	たかみどくん	K-Book Selection	ブライト出版	2013-06	2013-06	9784861232893
1	バニ❤ラブ		東京漫画社	2013-07	2013-07	9784864421034
1	Euro le Bonne		らしんばん	2014-02	2014-02	9784907459048
1	YOSEN	F-BOOK selection	ブライト出版	2014-02	2014-02	9784861235702
1	むっくん	K-Book Selection	ブライト出版	2013-09	2013-09	9784861232947
1	KAIJO -海常-	F-BOOK selection	ブライト出版	2013-09	2013-09	9784861235528
1	Ao×Ki❤Love Position	OKS comix	オークス	2014-04	2014-04	9784799005736
1	宮地先輩の気持ちがわかる本	OKS comix	オークス	2014-04	2014-04	9784799005705
1	黄笠限定	mimi.comics	ジュリアン	2014-04	2014-04	9784864570626
1	学園BASARA 学園創世編	カプコンオフィシャルブックス	カプコン	2014-03	2014-03	9784862334169
1	Rival 青峰×火神	F-BOOK selection	ブライト出版	2013-07	2013-07	9784861235481
1	秀徳10番たかおくん	K-Book Selection	ブライト出版	2013-07	2013-07	9784861232916
1	シガレットアンソロジーメンソール	ビッグガンガンコミックスsuper	スクウェア・エニックス	2014-03	2014-03	9784757541047
1	シガレットアンソロジー	ビッグガンガンコミックスsuper	スクウェア・エニックス	2014-03	2014-03	9784757541535
1	男子校生水泳部のSweet Summer		らしんばん	2014-01	2014-01	9784907459031
1	もふもふのバスケ		らしんばん	2013-10	2013-10	9784907459017
1	オレのハイスペックたかおちゃん	mimi.comics	ジュリアン	2014-02	2014-02	9784864570589
1	ロードオブワルキューレコミック アンソロジー!	キャノプリCOMICS	ジーオーティー	2014-03	2014-03	9784860849115
1	赤司CHASE	ほくこみ同人アンソロジー	北辰堂出版	2013-11	2013-11	9784864271004
1	VS.飛雄	ほくこみ同人アンソロジー	北辰堂出版	2013-10	2013-10	9784864270991
1	Sweet♥violet	OKS comix	オークス	2014-03	2014-03	9784799005545
1	きいろ×くろのキケンなふたり	OKS comix	オークス	2014-03	2014-03	9784799005583
1	BLUE/ESCAPE	mimi.comics	ジュリアン	2014-03	2014-03	9784864570596
1	RED/ESCAPE	mimi.comics	ジュリアン	2014-03	2014-03	9784864570602
1	RAKUZAN-洛山-	F-BOOK selection	ブライト出版	2014-03	2014-03	9784861235726
1	バニ❤ラブEXXX		東京漫画社	2014-04	2014-04	9784864421423
1	b-BOY超キチク ○○挿れちゃいました特集		リブレ出版	2014-03	2014-03	9784799714676
1	Generation M!	OKS comix	オークス	2013-08	2013-08	9784799004753
1	ハーレクイン		ハーレクイン	2014	2014	9784596743312
1	秀徳日記	OKS comix	オークス	2014-05	2014-05	9784799005835
1	旅の味 なつかしい人々  思い出食堂特別編集	Comic	少年画報社	2014-05	2014-05	9784785952716
1	漫画ナックルズ	Million mook	大洋図書	2014-05	2014-05	9784813069317
1	TOO-桐皇-	F-BOOK selection	ブライト出版	2014-04	2014-04	9784861235757
1	青×黒の境界線	OKS comix	オークス	2014-06	2014-06	9784799006016
1	光と影が交わる刻	OKS comix	オークス	2014-06	2014-06	9784799006023
1	もえばす!!		らしんばん			9784907459055
1	7×11	F-BOOK selection	ブライト出版	2014-05	2014-05	9784861235856
1	コイ★キュー!! MATCH UP影日		東京漫画社	2014-05	2014-05	9784864421461
1	ゆるばす!	mimi.comics	ジュリアン	2014-05	2014-05	9784864570664
1	aomomo*whip		東京漫画社	2014-06	2014-06	9784864421515
1	heavy☆rotation	mimi.comics	ジュリアン	2014-06	2014-06	9784864570701
1	緑間CHASE	ほくこみ同人アンソロジー	北辰堂出版	2014-01	2014-01	9784864271028
1	VS.日向	ほくこみ同人アンソロジー	北辰堂出版	2014-01	2014-01	9784864271035
1	影山くん。		東京漫画社	2014-07	2014-07	9784864421553
1	黄黒スキャンダル	Philippe Comics	三交社	2014-06	2014-06	9784879196811
1	秀徳解体新書	mimi.comics	ジュリアン	2014-06	2014-06	9784864570695
1	何これ!?		らしんばん	2014-06	2014-06	9784907459079
1	艦隊これくしょん-艦これ コミックアンソロジー 呉鎮守府編	DNAメディアコミックス	一迅社	2013-11	2013-11	9784758007832
1	4×11	F-BOOK selection	ブライト出版	2014-06	2014-06	9784861235870
1	虹村先輩の気持ちがわかる本	OKS comix	オークス	2014-07	2014-07	9784799006146
1	センパイ、オレのものになってよ	Philippe Comics	三交社	2014-07	2014-07	9784879196842
1	高×緑いつまでも一緒	Philippe Comics	三交社	2014-07	2014-07	9784879196828
1	火神	K-Book Selection	ブライト出版	2014-02	2014-02	9784861235627
1	日向くん。		東京漫画社	2014-08	2014-08	9784864421591
1	海常日記	OKS comix	オークス	2014-08	2014-08	9784799006290
1	青黒1on1	ほくこみ同人アンソロジー	北辰堂出版	2014-02	2014-02	9784864271042
1	おしおきよ!	Boys L	光彩書房	2004-12	2004-12	9784860931803
1	あげもん カラっとジュワっと幸せの味	ぐる漫	少年画報社	2014-06	2014-06	9784785953171
1	夢喰いメリー ストーリーアンソロジーコミック	Kirara menu	芳文社	2011-03	2011-03	9784832240049
1	壁ドドン!		らしんばん	2014-07	2014-07	9784907459086
1	0からはじめましょう	Kirara menu	芳文社	2009-02	2009-02	9784832277717
1	高緑限定congratulation	mimi.comics	ジュリアンパブリッシング	2014-08	2014-08	9784864570787
1	海常解体新書	mimi.comics	ジュリアンパブリッシング	2014-08	2014-08	9784864570763
1	ひだまりスケッチ	Kirara menu	芳文社	2007-10	2007-10	9784832276550
1	ロボットはともだち!	ワンダーライフスペシャル	小学館	2002-03-20	2002-03-20	9784091060426
1	映画フレッシュプリキュア!おもちゃの国は秘密がいっぱい!?	IDコミックス	一迅社	2010-01-05	2010-01-05	9784758011594
1	あそびのサイエンス	デアゴスティーニコレクション	デアゴスティーニ・ジャパン	2013-12-19	2013-12-19	9784813516750
1	鳥の目本。	OKS comix	オークス	2014-09	2014-09	9784799006504
1	朝ごはん いらっしゃい!朝ごはん亭	ぐる漫	少年画報社	2014-04	2014-04	9784785952563
1	マジキュー4コマ真・恋姫・無双 萌将伝	MC comics	KADOKAWA	2014-09	2014-09	9784047298569
1	紅蓮の調査兵団×リヴァイ	OKS comix	オークス	2014-09	2014-09	9784799006511
1	b-BOY社畜		リブレ出版	2014-07	2014-07	9784799715093
1	ハナヤマタ	Kirara menu	芳文社	2014-08	2014-08	9784832244719
1	朝ごはん おはよう!モーニング家族	ぐる漫	少年画報社	2014-08	2014-08	9784785953546
1	帝光解体新書	mimi.comics	ジュリアンパブリッシング	2014-09	2014-09	9784864570824
1	くろこちび	Philippe Comics	三交社	2014-09	2014-09	9784879196958
1	おとなのくろこ	Philippe Comics	三交社	2014-09	2014-09	9784879196965
1	日々高緑	Philippe Comics	三交社	2014-09	2014-09	9784879196927
1	月島くん。		東京漫画社	2014-10	2014-10	9784864421706
1	秀徳三角関係	F-BOOK selection	ブライト出版	2014-07	2014-07	9784861235894
1	b-BOYドS 複数プレイ特集		リブレ出版	2014-09	2014-09	9784799715642
1	ウチのコがいちばん!	Chara comics special	徳間書店	2012-02	2012-02	9784199605055
1	大盛ねこぱんち	にゃんcomi	少年画報社	2014-09	2014-09	9784785953751
1	VS.菅原	ほくこみ同人アンソロジー	北辰堂出版	2014-10	2014-10	9784864271103
1	東西スイッチ	ほくこみ同人アンソロジー	北辰堂出版	2014-11	2014-11	9784864271110
1	陽泉解体新書	mimi.comics	ジュリアンパブリッシング	2014-10	2014-10	9784864570879
1	ちょっと待とうか、赤司くん	mimi.comics	ジュリアンパブリッシング	2014-10	2014-10	9784864570886
1	みどちび	Philippe Comics	三交社	2014-10	2014-10	9784879196996
1	男子校生水泳部のHot Summer	自由形アンソロジー	らしんばん	2014-10	2014-10	9784907459116
1	男子校生水泳部のNext Summer	自由形アンソロジー	らしんばん	2014-10	2014-10	9784907459093
1	フィニアスとファーブ最強ゴキゲンコミック		KADOKAWA	2014-11	2014-11	9784047316591
1	菅原くん。		東京漫画社	2014-11	2014-11	9784864421751
1	コイ★キュー!!MATCH UP及影		東京漫画社	2014-11	2014-11	9784864421744
1	僕らのファミコン日記	Comic	少年画報社	2014-10	2014-10	9784785953980
1	ちっくろ	OKS comix	オークス	2014-11	2014-11	9784799006825
1	合宿キュー!!		らしんばん	2014-11	2014-11	9784907459130
1	六道mania	マロコミックス	MARo編集部	2009-09	2009-09	9784861171673
1	6918favoriteツっ君	K-Book Selection	ブライト出版	2009-01	2009-01	9784900227415
1	未来日記～数年後の僕ら～	F-BOOK selection	ブライト出版	2014-09	2014-09	9784861235931
1	秀徳×黒子	K-Book Selection	ブライト出版	2014-10	2014-10	9784861235672
1	絶対麗奴	光彩コミックス	光彩書房	2002-12	2002-12	9784877752194
1	ネイバーフレンド	mimi.comics	ジュリアンパブリッシング	2014-11	2014-11	9784864570862
1	KIRISAKI	F-BOOK selection	ブライト出版	2014-11	2014-11	9784861235979
1	b-BOYドS ロストバージン特集		リブレ出版	2014-11	2014-11	9784799724569
1	コイ★キュー!!MATCH UP番外編		東京漫画社	2014-12	2014-12	9784864421799
1	丼	Comic	少年画報社	2014-11	2014-11	9784785954116
1	制服×BL	Charles Comics	三交社	2014-12	2014-12	9784879194091
1	相棒。		らしんばん	2014-12	2014-12	9784907459147
1	洛山解体新書	mimi.comics	ジュリアンパブリッシング	2014-12	2014-12	9784864570954
1	月面探索		東京漫画社	2015-01	2015-01	9784864421850
1	無気力日和。	mimi.comics	ジュリアンパブリッシング	2015-01	2015-01	9784864572095
1	オメガバース	B's-LOVEY COMICS	KADOKAWA	2015-01	2015-01	9784047301498
1	Pin❤Q!!MATCH UP影日		東京漫画社	2015-02	2015-02	9784864421843
1	さよならガールフレンド	FC swing	祥伝社	2015-01	2015-01	9784396766283
1	Winning Trigger	Philippe Comics	三交社	2015-01	2015-01	9784879194121
1	本当にあった外国人の笑える話	ぶんか社ムック	ぶんか社	2015-01	2015-01	9784821166046
1	壁パ!		らしんばん	2015-01	2015-01	9784907459154
1	ウェルカムロード		らしんばん	2015-01	2015-01	9784907459109
1	排球男子-KARASUNO-	K-Book Selection	ブライト出版	2015-01	2015-01	9784861231544
1	Training!	F-BOOK selection	ブライト出版	2015-01	2015-01	9784861235993
1	独占及岩	mimi.comics	ジュリアンパブリッシング	2015-02	2015-02	9784864572163
1	麺 ラーメン物語	ぐる漫	少年画報社	2015-01	2015-01	9784785954697
1	強制×BL	Charles Comics	三交社	2015-02	2015-02	9784879194190
1	合宿in第3体育館	Philippe Comics	三交社	2015-02	2015-02	9784879194169
1	背徳BL	Charles Comics	三交社	2015-02	2015-02	9784879194206
1	ほっほーキュー!!		らしんばん	2015-02	2015-02	9784907459178
1	コイ★キュー!!PILE UP黒研		東京漫画社	2015-03	2015-03	9784864421959
1	艦隊これくしょん -艦これ- アンソロジーコミック 女子だって艦これが好き!	ファミ通クリアコミックス	KADOKAWA	2015-03	2015-03	9784047302877
1	絶対月島宣言	F-BOOK selection	ブライト出版	2015-02	2015-02	9784861236228
1	緑紅に映ず		東京漫画社	2015-04	2015-04	9784864422000
1	ぐでたまのぐでパラまんが		KADOKAWA	2015-02	2015-02	9784041027585
1	ヴァンパイアリザレクション　オフィシャルアンソロジーコミック	カプコンオフィシャルブックス	カプコン	2013-03	2013-03	9784862333889
1	ダーリン×ダーリン	mimi.comics	ジュリアンパブリッシング	2015-03	2015-03	9784864572224
1	日向きゅんと一緒	Philippe Comics	三交社	2015-03	2015-03	9784879194213
1	ウルトラ10勇士おあそびコミックブック	小学館のカラーワイド	小学館	2015-03	2015-03	9784091125309
1	えっちキュー!!withオメガバース	Philippe Comics	三交社	2015-03	2015-03	9784879194220
1	コイ★キュー!!MATCH UP山月		東京漫画社	2015-04	2015-04	9784864422017
1	b-BOYドS 挿れられた瞬間にイカされちゃう特集		リブレ出版	2015-01	2015-01	9784799724828
1	b-BOYドS 触手特集		リブレ出版	2015-03	2015-03	9784799725153
1	喰		らしんばん	2015-03	2015-03	9784907459161
1	暗殺の学舎	Philippe Comics	三交社	2015-04	2015-04	9784879194251
1	FUKURODANI DAYS	Philippe Comics	三交社	2015-04	2015-04	9784879194282
1	発情BL	Charles Comics	三交社	2015-04	2015-04	9784879194305
1	日常×BL	Charles Comics	三交社	2015-04	2015-04	9784879194299
1	Blood黒尾鉄朗	Philippe Comics	三交社	2015-04	2015-04	9784879194275
1	にゃんキュー!!らぶもーど		らしんばん	2015-04	2015-04	9784907459185
1	ひみつのねこぱんち	にゃんcomi	少年画報社	2015-03	2015-03	9784785954949
1	コイ★キュー!!MATCH UP影菅		東京漫画社	2015-05	2015-05	9784864422055
1	アカギざわ…ざわ…アンソロジー	Kindai mahjong comics	竹書房	2011-08	2011-08	9784812476413
1	童貞	B's-LOVEY COMICS	KADOKAWA	2015-04	2015-04	9784047303638
1	DRAMAtical Murder 4コマアンソロジー	Bamboo comics	竹書房	2012-10	2012-10	9784812479919
1	木兎さんと赤葦くん	Philippe Comics	三交社	2015-05	2015-05	9784879194336
1	HQ-ドリーム合宿-	K-Book Selection	ブライト出版	2015-03	2015-03	9784861236099
1	HQ-ドリーム文化祭-	K-Book Selection	ブライト出版	2015-03	2015-03	9784861236105
1	レーカン! アンソロジーコミック	Manga time comics	芳文社	2015-05	2015-05	9784832253841
1	影日のひみつの放課後	OKS comix	オークス	2015-05	2015-05	9784799007808
1	山口くんの話。	mimi.comics	ジュリアンパブリッシング	2015-05	2015-05	9784864572309
1	コイ★キュー!!MATCH UP番外編第3体育館QT		東京漫画社	2015-06	2015-06	9784864422109
1	真恋姫・無双 萌将伝 好色祭之巻	EARTH STAR Books	泰文堂	2015-05	2015-05	9784803007268
1	ビクトリーロード		らしんばん	2015-06	2015-06	9784907459192
1	キングオブギャグ4コマ	マイクロマガジン☆コミックス	マイクロマガジン社	2015-06	2015-06	9784896375060
1	洋食 お出かけの味	ぐる漫	少年画報社	2015-04	2015-04	9784785955212
1	出前一丁!	ぐる漫	少年画報社	2015-04	2015-04	9784785955175
