vols	base	brand	pub	first_date	last_date	isbns
1	長宗我部元親	戦國remix	松文館	2011-03	2011-03	9784790123880
1	クズ男	B's-LOVEY COMICS	KADOKAWA	2015-05	2015-05	9784047304932
1	刀剣乱舞-ONLINE- アンソロジー	ビーズログコミックス	KADOKAWA	2015-06	2015-06	9784047304680
1	戦国の女	戦國remix	松文館	2011-05	2011-05	9784790123941
1	伊達政宗	戦國remix	松文館	2011-01	2011-01	9784790123798
1	おやつ食堂	ぐる漫	少年画報社	2015-05	2015-05	9784785955410
1	ロードオブワルキューレ コミック・アンソロジー!	キャノプリCOMICS	ジーオーティー	2014-12	2014-12	9784860849306
1	KARASUNO DAYS Training!!	Philippe Comics	三交社	2015-06	2015-06	9784879194312
1	壁ドン!		らしんばん	2015-06	2015-06	9784907459215
1	女が嫌いな女	ぶんか社ムック	ぶんか社	2015-06	2015-06	9784821166206
1	えっちキュー!!プラス	Philippe Comics	三交社	2015-06	2015-06	9784879194350
1	国見ちゃんの話。	mimi.comics	ジュリアンパブリッシング	2015-06	2015-06	9784864572347
1	怪談BL	Charles Comics	三交社	2015-06	2015-06	9784879194398
1	はい、虹村さん。		東京漫画社	2015-07	2015-07	9784864422147
1	SMCA	爆男comics	古川書房	2015-06	2015-06	9784892365003
1	赤黒スキャンダル	Philippe Comics	三交社	2014-08	2014-08	9784879196897
1	ほあた☆バスケットDREAM	Philippe Comics	三交社	2014-08	2014-08	9784879196903
1	3年E組の課外教室	Philippe Comics	三交社	2014-08	2014-08	9784879196866
1	本当にあった愉快な話都市伝説プレミアム	バンブームック	竹書房	2015-07	2015-07	9784801903586
1	ぼくらの第3体育館	Philippe Comics	三交社	2015-07	2015-07	9784879194435
1	HQ MIX!!パロってみた	Philippe Comics	三交社	2015-07	2015-07	9784879194428
1	ベストライバル!	mimi.comics	ジュリアンパブリッシング	2015-07	2015-07	9784864572361
1	Sugar	Philippe Comics	三交社	2015-07	2015-07	9784879194404
1	キセキのレインボー		らしんばん	2015-07	2015-07	9784907459222
1	あのころの懐かしい味	ぐる漫	少年画報社	2015-06	2015-06	9784785955649
1	妖怪奇聞	ドッキリコミック	少年画報社	2015-07	2015-07	9784785955748
1	黒尾くん。		東京漫画社	2015-08	2015-08	9784864422192
1	がっこうぐらし!アンソロジーコミック 穏	Kirara menu	芳文社	2015-07	2015-07	9784832245891
1	ふくろうのじかん	Philippe Comics	三交社	2015-08	2015-08	9784879194459
1	黒バス×オメガバース	Philippe Comics	三交社	2015-08	2015-08	9784879194480
1	HQファースト・ナイト	Philippe Comics	三交社	2015-08	2015-08	9784879194466
1	HQセッターズ!!	Philippe Comics	三交社	2015-08	2015-08	9784879194473
1	ジュエルペット	カラーワイド	小学館	2015-08	2015-08	9784091125354
1	獣・人外BL		リブレ出版	2015-06	2015-06	9784799725887
1	b-BOYドS はずかし・剃毛プレイ特集		リブレ出版	2015-05	2015-05	9784799725603
1	あつまれ!第3体育館	mimi.comics	ジュリアンパブリッシング	2015-08	2015-08	9784864572446
1	本当にあった衝撃の被害者体験 告発!許せない人	コアコミックス	コアマガジン	2011-12-21	2011-12-21	9784864361941
1	性癖BL	Charles Comics	三交社	2015-09	2015-09	9784879194497
1	プレイボール!!		らしんばん	2015-08	2015-08	9784907459239
1	岩泉コンプリート	F-BOOK selection	ブライト出版	2015-08	2015-08	9784861236334
1	Bloomin'petal		東京漫画社	2015-09	2015-09	9784864422239
1	朝ごはん 朝食専門!朝ごはん亭	ぐる漫	少年画報社	2015-07	2015-07	9784785955861
1	b-BOYドM 朝までおしおき特集		リブレ出版	2015-07	2015-07	9784799726174
1	刀剣乱舞- online- アンソロジーコミック	G fantasy comics	スクウェア・エニックス	2015-08	2015-08	9784757547063
1	甘味・スイーツ	ぐる漫	少年画報社	2015-08	2015-08	9784785956035
1	近代麻雀SP闇で蠢くタブー雀士たち	バンブームック	竹書房	2015-09	2015-09	9784801904491
1	ドラゴンクエストⅧ 4コママンガ劇場	ヤングガンガンコミックス	スクウェア・エニックス	2015-08	2015-08	9784757547285
1	異界前線		らしんばん	2015-09	2015-09	9784907459277
1	証言でつづる日本海軍戦記	Gakken mook	学研マーケティング	2015-08	2015-08	9784056108675
1	月と影の日向ぼっこ	F-BOOK selection	ブライト出版	2015-05	2015-05	9784861236266
1	リエ夜久Collection	F-BOOK selection	ブライト出版	2015-06	2015-06	9784861236297
1	Quick!	K-Book Selection	ブライト出版	2015-07	2015-07	9784861236181
1	赤葦という男。	F-BOOK selection	ブライト出版	2015-06	2015-06	9784861236280
1	こっち向いてリエーフ!	mimi.comics	ジュリアンパブリッシング	2015-09	2015-09	9784864572491
1	異風堂々	mimi.comics	ジュリアンパブリッシング	2015-09	2015-09	9784864572507
1	日向くん。SUNSHINE		東京漫画社	2015-10	2015-10	9784864422284
1	アニメ!ぐでたまコミック		KADOKAWA	2015-09	2015-09	9784040679051
1	実話ねこぱんち 秋	にゃんcomi	少年画報社	2015-10	2015-10	9784785956288
1	コミック天才バカボンの時代なのだ!	Comic	少年画報社	2015-09	2015-09	9784785956257
1	猫侍ぱんち	にゃんcomi	少年画報社	2015-09	2015-09	9784785956202
1	ユカギルマンモス プラネットマンモス		European Editions	2005-03	2005-03	9785987970010
1	がっこうぐらし! アンソロジーコミック 壊	Kirara menu	芳文社	2015-09	2015-09	9784832246164
1	刀剣乱舞 -ONLINE- アンソロジー	ビッグコミックススペシャルヒバナ	小学館	2015-10	2015-10	9784091873873
1	スクールガールストライカーズ Anthology Channel	ヤングガンガンコミックス	スクウェア・エニックス	2015-09	2015-09	9784757547391
1	テイルズオブゼスティリアコミックアンソロジー	DNAメディアコミックス	一迅社	2015-09	2015-09	9784758008679
1	女子BL	CITRON ANTHOLOGY	リブレ出版	2015-09	2015-09	9784799726686
1	だいすき!HQおかあさんズ	Philippe Comics	三交社	2015-10	2015-10	9784879194572
1	無気力日和。+	mimi.comics	ジュリアンパブリッシング	2015-10	2015-10	9784864572552
1	破天荒遊戯 アンソロジー	IDコミックス	一迅社	2008-03	2008-03	9784758053372
1	アルカナプラス 先輩男子	IDコミックス	一迅社	2011-02	2011-02	9784758055840
1	Arcana	IDコミックス	一迅社	2010-05	2010-05	9784758055017
1	アルカナプラス 制服少年	IDコミックス	一迅社	2011-01	2011-01	9784758055727
1	オメガバース×BL	Charles Comics	三交社	2015-11	2015-11	9784879194602
1	Are you Alice? アンソロジー	IDコミックス	一迅社	2011-02	2011-02	9784758055833
1	HQ問題児ズ!!	Philippe Comics	三交社	2015-10	2015-10	9784879194589
1	ペルソナ4ダンシング・オールナイトコミックアンソロジー	DNAメディアコミックス	一迅社	2015-10	2015-10	9784758008747
1	テイルズオブゼスティリア4コマkings	DNAメディアコミックス	一迅社	2015-09	2015-09	9784758008686
1	ガールズ＆パンツァーコミックアンソロジー side: プラウダ高校	DNAメディアコミックス	一迅社	2015-09	2015-09	9784758008624
1	Fate/stay night「Unlimited Blade Works」コミックアンソロジーるびー	DNAメディアコミックス	一迅社	2015-10	2015-10	9784758008730
1	Setters Change!	K-Book Selection	ブライト出版	2015-10	2015-10	9784861236433
1	ラブ・ウォッチング	F-BOOK selection	ブライト出版	2015-09	2015-09	9784861236419
1	姉アンソロジーコミック	IDコミックス	一迅社	2014-11	2014-11	9784758064736
1	訪問看護師は今日も行く		星雲社	2015-09	2015-09	9784434210198
1	オート/コーネル	4コマkingsぱれっとcomics	一迅社	2014-04	2014-04	9784758082013
1	Wildrose Re: mix	IDコミックス	一迅社	2011-02	2011-02	9784758071338
1	百合姫Wildrose	IDコミックス	一迅社	2014-08	2014-08	9784758073257
1	喪女アンソロジーコミック	IDコミックス	一迅社	2013-02	2013-02	9784758063579
1	合宿キュー!! 青春排球アンソロジー		らしんばん	2015-11	2015-11	9784907459260
1	HQ1年生ズ!!	Philippe Comics	三交社	2015-11	2015-11	9784879194626
1	HQ3年生ズ!!	Philippe Comics	三交社	2015-11	2015-11	9784879194640
1	HQ2年生ズ!!	Philippe Comics	三交社	2015-11	2015-11	9784879194633
1	株式会社H+Q	mimi.comics	ジュリアンパブリッシング	2015-11	2015-11	9784864572620
1	Club H+Q	mimi.comics	ジュリアンパブリッシング	2015-11	2015-11	9784864572637
1	修羅と仁義の男たち	MDコミックス	メディアックス	2015-06	2015-06	9784862012975
1	コイ★キュー!!MATCH UP兎赤		東京漫画社	2015-12	2015-12	9784864422338
1	ひぐらしのなく頃に 新奇譚集	DNAメディアコミックスspecial	一迅社	2010-12	2010-12	9784758006026
1	テイルズオブジアビス 4コマkings	DNAメディアコミックス	一迅社	2011-06	2011-06	9784758006279
1	テイルズオブハーツR コミックアンソロジー	DNAメディアコミックス	一迅社	2013-07	2013-07	9784758007566
1	テイルズオブイノセンスR コミックアンソロジー	DNAメディアコミックス	一迅社	2012-06	2012-06	9784758006880
1	Fate/stay night［Unlimited Blade Works］コミックアンソロジー	DNAメディアコミックス	一迅社	2015-02	2015-02	9784758008440
1	真・恋姫・無双 THE ANIMATION コミックアンソロジー	DNAメディアコミックス	一迅社	2010-08	2010-08	9784758005708
1	缶詰 昔ごちそう今おつまみ	Comic	少年画報社	2015-10	2015-10	9784785956363
1	手配月島	gruppo comics	サイゾー	2015-12	2015-12	9784904209998
1	コイ★キュー!!MATCH UP黒研		東京漫画社	2014-09	2014-09	9784864421652
1	トップロード		らしんばん	2015-12	2015-12	9784907459246
1	冴えた女の仕返し術	ぶんか社ムック	ぶんか社	2015-12	2015-12	9784821166350
1	無気力ですけど、なにか?	Philippe Comics	三交社	2015-12	2015-12	9784879194688
1	HQパロディ厨	Philippe Comics	三交社	2015-12	2015-12	9784879194671
1	赤葦くん	Philippe Comics	三交社	2015-12	2015-12	9784879194695
1	H+Qエンタテイメント	mimi.comics	ジュリアンパブリッシング	2015-12	2015-12	9784864572705
1	愛されてますよ出水くん!	mimi.comics	ジュリアンパブリッシング	2015-12	2015-12	9784864572712
1	心中BL	Charles Comics	三交社	2016-01	2016-01	9784879194718
1	近代麻雀SP闇で稼ぐタブー雀士たち	バンブームック	竹書房	2015-04	2015-04	9784801902473
1	コイ★キュー!!Girls Talk!!		東京漫画社	2016-01	2016-01	9784864422383
1	おみやげ	Comic	少年画報社	2015-12	2015-12	9784785956776
1	ねこぱんちプレミアム 〔○喜〕	にゃんcomi	少年画報社	2016-01	2016-01	9784785956844
1	露出×BL	Charles Comics	三交社	2015-08	2015-08	9784879194442
1	明日、死ぬ。	B's-LOVEY COMICS	KADOKAWA	2016-01	2016-01	9784047308732
1	HQ SNSやってみた	Philippe Comics	三交社	2016-01	2016-01	9784879194756
1	いえ～い!HQ青城3年生	Philippe Comics	三交社	2016-01	2016-01	9784879194749
1	部活恋愛してみた!	Philippe Comics	三交社	2016-01	2016-01	9784879194763
1	HQも～っと!家族にしてみた!!	Philippe Comics	三交社	2016-01	2016-01	9784879194770
1	HQカレンダー	mimi.comics	ジュリアンパブリッシング	2016-01	2016-01	9784864572750
1	リトルバスターズ! コミックアンソロジーエクセレント	DNAメディアコミックス	一迅社	2008-08	2008-08	9784758004534
1	Starry☆Sky -in Autumn-コミックアンソロジー	DNAメディアコミックス	一迅社	2010-03	2010-03	9784758005401
1	ガールズ＆パンツァーコミックアンソロジー side: サンダース大学付属高校	DNAメディアコミックス	一迅社	2015-02	2015-02	9784758008426
1	テイルズオブヴェスペリア コミックアンソロジーThe Best	DNAメディアコミックス	一迅社	2013-06	2013-06	9784758007627
1	閃乱カグラSHINOVI VERSUS-少女達の証明 コミックアンソロジー	DNAメディアコミックス	一迅社	2013-08	2013-08	9784758007672
1	Starry☆Sky -in Summer-コミックアンソロジー	DNAメディアコミックス	一迅社	2010-01	2010-01	9784758005319
1	リトルバスターズ!エクスタシー コミックアンソロジー	DNAメディアコミックス	一迅社	2008-12	2008-12	9784758004718
1	Starry☆Sky コミックアンソロジー-After Season	DNAメディアコミックス	一迅社	2010-11	2010-11	9784758005920
1	師弟暮らし	F-BOOK selection	ブライト出版	2015-12	2015-12	9784861236556
1	Starry☆Sky -in spring-コミックアンソロジー	DNAメディアコミックス	一迅社	2009-11	2009-11	9784758005234
1	HQにぎやか家族計画	F-BOOK selection	ブライト出版	2015-12	2015-12	9784861236549
1	Starry☆Sky -in Winter-コミックアンソロジー	DNAメディアコミックス	一迅社	2010-05	2010-05	9784758005487
1	ガールズ＆パンツァーコミックアンソロジー side: 聖グロリアーナ女学院	DNAメディアコミックス	一迅社	2014-11	2014-11	9784758008259
1	テイルズオブシンフォニアユニゾナントアンソロジー	DNAメディアコミックス	一迅社	2014-02	2014-02	9784758007870
1	テイルズオブヴェスペリア-The First Strike コミックアンソロジー	DNAメディアコミックス	一迅社	2010-03	2010-03	9784758005364
1	閃乱カグラ2-真紅 コミックアンソロジー	DNAメディアコミックス	一迅社	2014-11	2014-11	9784758008310
1	テイルズオブヴェスペリア4コマKINGS	DNAメディアコミックス	一迅社	2010-12	2010-12	9784758005999
1	テイルズオブグレイセスエフ 4コマKINGS	DNAメディアコミックス	一迅社	2011-05	2011-05	9784758006194
1	STEINS;GATEコミックアンソロジー	DNAメディアコミックス	一迅社	2010-08	2010-08	9784758005760
1	うたの☆プリンスさまっ♪コミックアンソロジー	DNAメディアコミックス	一迅社	2011-11	2011-11	9784758006620
1	がっこうぐらし!アンソロジーコミック 極	Kirara menu	芳文社	2016-01	2016-01	9784832246546
1	AMNESIAコミックアンソロジー	DNAメディアコミックス	一迅社	2012-02	2012-02	9784758006736
1	劇場版Tiger＆Bunny the beginningコミックアンソロジー	DNAメディアコミックス	一迅社	2013-07	2013-07	9784758007610
1	AMNESIA LATERコミックアンソロジー	DNAメディアコミックス	一迅社	2012-07	2012-07	9784758006958
1	30歳の保健体育ピュアぴゅあストーリーズ	DNAメディアコミックスgiga	一迅社	2011-06	2011-06	9784758006255
1	アクエリオンEVOL COMIC ANTHOLOGY	DNAメディアコミックス	一迅社	2012-08	2012-08	9784758007108
1	超次元ゲイムネプテューヌ THE ANIMATION コミックアンソロジー	DNAメディアコミックス	一迅社	2013-11	2013-11	9784758007818
1	英雄*戦姫コミックアンソロジー	DNAメディアコミックス	一迅社	2012-07	2012-07	9784758006996
1	CARDFIGHT!!ヴァンガードリンクジョーカー編コミックアンソロジー	DNAメディアコミックス	一迅社	2013-12	2013-12	9784758007740
1	穢翼のユースティアコミックアンソロジー	DNAメディアコミックス	一迅社	2011-08	2011-08	9784758006415
