tier	slug	title	publishers	year	cover_missing
T1	abemorioka-no-kari-iiekkusu	あべもりおかの… (仮) Ex	ヒット出版社	2017	3/4
T1	ahosuta-san-no-futsuu-janai-nichijou	あほすたさんのふつうじゃない日常	三和出版	2023	0/1
T1	akatsuka-fujio-no-hata-no-moto-ni	赤塚不二夫の旗の下に	ジーオーティー	2016	1/1
T1	akireusu	アキレウス	キルタイムコミュニケーション	2015	0/2
T1	aku-yome	あく×ヨメ	キルタイムコミュニケーション	2018	0/4
T1	akuyaku-reijou-ni-tensei-shita-no-de-kakure-haisupe-ouji-to-hametsu-no-unmei-o-kaihi-shimasu	悪役令嬢に転生したので、隠れハイスペ王子と破滅の運命を回避します!	キルタイムコミュニケーション	2023	0/4
T1	all-leaf-daishingeki	オールリーフ大進撃	文苑堂	2010	0/1
T1	amentia	AMENTIA	キルタイムコミュニケーション	2016	2/2
T1	anata-no-oku-san-moraimasu	あなたの奥さんもらいます	エンジェル出版	2013	1/1
T1	ano-hito-wa-chi-o-motomete-shimau	あの人は血を求めてしまう	ジーオーティー	2020	0/2
T1	astro-king	アストロキング	キルタイムコミュニケーション	2022	0/3
T1	atara-yo-no-hoshi	あたらよのほし	ジーオーティー	2026	0/1
T1	bakemono-to-shoujo	化物と少女	キルタイムコミュニケーション	2020	0/2
T1	bakudanma-na-youhei-douji-shoukan-sareta-saikyou-cheat-domo-o-katappashi-kara-keshitobasu	爆弾魔な傭兵、同時召喚された最強チート共を片っ端から消し飛ばす	キルタイムコミュニケーション	2025	0/3
T1	bakumatsu-kareshi	幕末カレシ!	キルタイムコミュニケーション	2013	0/3
T1	bakunetsu-sentouki	爆熱戦湯姫	キルタイムコミュニケーション	2010	0/2
T1	bijo-to-kenja-to-mazin-no-ken	美女と賢者と魔人の剣	キルタイムコミュニケーション	2019	0/7
T1	blangel	BLANGEL	キルタイムコミュニケーション	2007	0/2
T1	boku-dake-ni-yasashii-kimi-ni	僕だけに優しい君に	ジーオーティー	2019	0/1
T1	boku-ga-kimi-ni-aitai-wake	僕がきみに会いたい理由	一水社	2017	0/1
T1	boku-no-egaku-biieru-comic-wa-homobitchi-na-tantou-henshuusha-ga-model-desu	ボクの描くBLコミックはホモビッチな担当編集者がモデルです	キルタイムコミュニケーション	2023	1/1
T1	boku-wa-nisemono-no-kimi-ni-koi-o-suru	ボクはニセモノノキミに恋をする	ジーオーティー	2025	0/1
T1	bokutachi-ga-kazoku-ni-naru-made	僕たちが家族になるまで	ジーオーティー	2021	0/2
T1	buiaaru-erogee-yattetara-isekai-ni-tensei-shita-node-bishoujo-maou-o-doreika-suru	VRエロゲーやってたら異世界に転生したので、美少女魔王を奴隷化する	キルタイムコミュニケーション	2020	0/2
T1	bukyou-souha	武狂争覇	ジーオーティー	2020	0/4
T1	bullet-fang	バレット×ファング	ジーオーティー	2021	0/3
T1	change-up-2022	CHANGE UP!!	キルタイムコミュニケーション	2022	0/3
T1	cherish-bokkusu	ちぇりっしゅBOX	文苑堂	2009	0/2
T1	class-zenin-de-maou-tensei	クラス全員で魔王転生!	キルタイムコミュニケーション	2025	0/2
T1	colorful-gray	カラフルグレー	ジーオーティー	2022	0/5
T1	corpo-a-corpo	コーポ・ア・コーポ	ジーオーティー	2020	0/6
T1	cut-back-end-roll	カットバック:エンドロール	ジーオーティー	2025	0/2
T1	danjongurashi-no-motoyuusha	ダンジョン暮らしの元勇者	キルタイムコミュニケーション	2019	0/8
T1	degarashi-tv	でがらしTV	ヒット出版社	1997	0/1
T1	doukei-no-atelier	憧憬のアトリエ	ジーオーティー	2022	0/2
T1	drawing	ドローイング	キルタイムコミュニケーション	2022	0/18
T1	dream-hunter-rem-alternative	ドリームハンター麗夢alternative	キルタイムコミュニケーション	2012	0/2
T1	dual-soul-one-body	Dual Soul One Body	キルタイムコミュニケーション	2007	0/2
T1	edenzu-girl	エデンズガール	キルタイムコミュニケーション	2022	0/3
T1	eeaaru-maruchipuru-savaivu	AR/MS(マルチプル・サヴァイヴ)!!	ジーオーティー	2019	0/6
T1	eki-kara-hajimaru-koi-no-monogatari	駅から始まる恋の物語	エンジェル出版	2013	1/1
T1	emirii-to-akuma	エミリーと悪魔	文苑堂	2013	0/1
T1	erenoa-joou-wa-jiyuu-na-seishun-o-okuritai	エレノア王女は自由な青春を送りたい	キルタイムコミュニケーション	2021	0/2
T1	eriito-shain-wa-tanuki-kei-douki-o-kyou-mo-amaku-ijimetai	エリート社員はタヌキ系同期を今日も甘くいじめたい	ジーオーティー	2026	0/1
T1	eromanga-saga	えろまんがさ～が	ジーオーティー	2018	0/2
T1	freezing	フリージング	キルタイムコミュニケーション	2007	0/33
T1	freezing-pair-love-stories	フリージングペアラブストーリーズ	キルタイムコミュニケーション	2013	0/3
T1	freezing-zero	フリージングZERO	キルタイムコミュニケーション	2012	0/9
T1	fukakai-na-boku-no-subete-o	不可解なぼくのすべてを	ジーオーティー	2019	0/5
T1	fuku-yomo	ふくよも	文苑堂	2008	0/8
T1	gaia-ki-tan	鎧亜騎譚	キルタイムコミュニケーション	2010	0/3
T1	gal-ni-natsukareta-hanashi	ギャルになつかれた話	ジーオーティー	2022	1/1
T1	game-over-2003	Game over	三和出版	2003	1/1
T1	gamer-ga-isekai-konten-shite-harem-jinsei-e-konteinyuu-suru-soudesu	ゲーマーが異世界魂転してハーレム人生へコンティニューするそうです	キルタイムコミュニケーション	2023	0/4
T1	ganbare-douki-chan	がんばれ同期ちゃん	ジーオーティー	2022	0/4
T1	garland-hashiba-2002	Garland	ヒット出版社	2002	1/1
T1	girls-at-the-edge	ガールズ・アット・ジ・エッジ	ジーオーティー	2024	0/4
T1	girls-dawn	ガールズドーン!	ジーオーティー	2021	0/3
T1	gokudou-faust	極道ファウスト	ジーオーティー	2022	0/3
T1	gomanetsu	ごまんえつ	文苑堂	2024	1/1
T1	gorgeous-heart	ゴージャス❤ハート	三和出版	2002	1/1
T1	gunner-queen	Gunner queen	キルタイムコミュニケーション	2007	0/3
T1	h-searcher	H-searcher	三和出版	2004	2/2
T1	h1	H1	ジーオーティー	2016	1/1
T1	haikei-tengoku-no-nee-san-yuusha-ni-natta-mei-ga-erosugite-oji-san-hogosha-toka-sorosoro-muri-desu	拝啓、天国の姉さん、勇者になった姪がエロすぎて-叔父さん、保護者とかそろそろ無理です+	ジーオーティー	2025	0/2
T1	hajimari-no-ki	はじまりの樹	ヒット出版社	1998	1/1
T1	hatsukoi-eros-wa-arudente	初恋エロスはアルデンテ	キルタイムコミュニケーション	2020	0/2
T1	hikaeme-reijou-ga-konyaku-hakushi-o-uketa-tsugi-no-hi-ni-arata-na-konyaku-o-musunda-hanashi	控えめ令嬢が婚約白紙を受けた次の日に新たな婚約を結んだ話	キルタイムコミュニケーション	2025	0/2
T1	hikage-no-oni-san-hi-no-aru-hou-e	日陰の鬼さん陽のある方へ	ジーオーティー	2024	0/2
T1	hime-kishi-ga-classmate	姫騎士がクラスメート!	キルタイムコミュニケーション	2016	0/9
T1	himeka-sensei-no-iutoori	ひめか先生の言う通り!	エンジェル出版	2012	2/2
T1	himekishi-san-to-orc	姫騎士さんとオーク	キルタイムコミュニケーション	2016	0/3
T1	himeno-no-jierashii	姫乃のジェラシー	エンジェル出版	2013	1/1
T1	himitsu-na-body-21	秘蜜なbody 21	三和出版	2001	2/2
T1	hirugao	ひるがお	エンジェル出版	2012	1/5
T1	hitodenashi-ni-furimawasareru-doutei-totemo-tsurai	ヒトでなしに振り回される童貞。とてもつらい	キルタイムコミュニケーション	2018	0/2
T1	hitozuma-to-jk	人妻とJK	キルタイムコミュニケーション	2021	0/5
T1	hiyaku-monogatari-bai-yooko	百物語 BY. Y・O・K・O	文苑堂	1986	2/2
T1	honeymoon-in-hellland	ハネムーンインヘルランド	ジーオーティー	2022	0/2
T1	honomi-bureikutsu	ほのみぶれいくっ!	文苑堂	2022	1/1
T1	honoo-no-inferno	炎のインフェルノ	キルタイムコミュニケーション	2008	0/6
T1	horeshou-no-half-elf-san	惚れ症のハーフエルフさん	キルタイムコミュニケーション	2021	0/4
T1	hoshi-no-seijin	星の聖人	ジーオーティー	2025	0/2
T1	ijuudou-ki-tan	異獣堂奇譚	ジーオーティー	2024	0/2
T1	ikizurai-mama-waraeta-nara	生きづらいまま笑えたなら	ジーオーティー	2025	0/1
T1	ikkakujuu-wa-tsuranukanai	一角獣は貫かない!	ジーオーティー	2019	0/2
T1	infinite-blade	インフィニティブレード	キルタイムコミュニケーション	2007	1/3
T1	isekai-eebii-satsueitai	異世界AV撮影隊	キルタイムコミュニケーション	2023	0/3
T1	isekai-kuimetsu-no-same	異世界喰滅のサメ	キルタイムコミュニケーション	2021	0/12
T1	isekai-majutsushi-wa-mahou-o-tonaenai	異世界魔術師は魔法を唱えない	キルタイムコミュニケーション	2021	0/6
T1	isekai-no-meitantei	異世界の名探偵	キルタイムコミュニケーション	2021	0/2
T1	isha-to-hikentai-san	医者と被験体さん。	キルタイムコミュニケーション	2020	0/2
T1	itsuwari-no-ai	いつわりの愛	ジーオーティー	2023	0/4
T1	jikken-chiku-13	実験地区13	ジーオーティー	2021	0/4
T1	jk-kara-yarinaosu-silver-plan	JKからやり直すシルバープラン	キルタイムコミュニケーション	2020	0/13
T1	joshi-ana-demo-iidesuka	女子アナでもいーですか?	エンジェル出版	2012	3/3
T1	josou-pandemic	女装パンデミック	キルタイムコミュニケーション	2020	0/2
T1	kada-giden	華陀偽伝	キルタイムコミュニケーション	2010	0/3
T1	kagaminomachi-no-kaguya-yakusoku-no-matsurihime	鏡野町のカグヤ 約束の祭姫	キルタイムコミュニケーション	2014	0/1
T1	kaiso-ichigenchou-hanafuda	怪鼠一見帳・花札	ジーオーティー	2021	0/4
T1	kamamoto-kenichi-juugosai	鎌本健一、十五歳	ヒット出版社	1998	2/2
T1	kanata-ni-amane	彼方にあまね	エンジェル出版	2013	2/2
T1	kanojo-no-omocha	カノジョのオモチャ	エンジェル出版	2013	1/1
T1	kansaijin-to-fukumen-satsujinki	関西人と覆面殺人鬼	キルタイムコミュニケーション	2019	2/3
T1	karamitsuku-ai-de-tojikomete	絡みつく愛でとじこめて。	ジーオーティー	2026	0/1
T1	kashikoi-kodomo	かしこい子ども	ジーオーティー	2022	0/2
T1	kawaii-hou-de-doudesuka	可愛い方でどうですか?	エンジェル出版	2013	2/2
T1	keeken-takanashi-ruri-no-ero-mangamichi	ケーケン! 小鳥遊ルリのエロまんが道	エンジェル出版	2013	1/1
T1	kikangentei-kazoku	期間限定家族	文苑堂	2026	0/1
T1	kimi-ga-nozomeba	猫(きみ)が望めば	キルタイムコミュニケーション	2021	0/2
T1	kimi-no-risou-no-maid-ni-naru	キミの理想のメイドになる!	キルタイムコミュニケーション	2024	0/3
T1	kin-su-gihotarude-mi-o-kogasu	近すぎほたるで身を焦がす	ジーオーティー	2026	0/1
T1	kinoko-no-akeko	キノコのアケコ	ジーオーティー	2021	0/2
T1	kinto-reijou-kuura-sama	筋ト令嬢クーラ様	ジーオーティー	2023	0/1
T1	kirai-na-douryou-no-dakimakura-ni-narimashite	嫌いな同僚の抱き枕になりまして	ジーオーティー	2025	0/2
T1	koimoku	こいもく	キルタイムコミュニケーション	2011	0/5
T1	kojin-jugyou-rumoijun	個人授業	三和出版	2000	1/1
T1	komi-kobanashi	こみ小話	文苑堂	2008	0/1
T1	konyaku-haki-no-jippunmae-ni-zense-o-omoidashimashita	婚約破棄の十分前に、前世を思い出しました	キルタイムコミュニケーション	2022	0/3
T1	konyaku-haki-shite-sashiagemasu-wa	婚約破棄してさしあげますわ	キルタイムコミュニケーション	2023	0/3
T1	kosumesu	コス娘s	エンジェル出版	2012	1/1
T1	kuchidome-no-gohoubi-wa-dansou-otome-to-icha-ero-desu	口止めのご褒美は男装乙女とイチャエロです!	キルタイムコミュニケーション	2022	0/3
T1	kura-kuri	リラ + クリ	エンジェル出版	2012	1/1
T1	kuroneko-ochibi-no-isshou	黒猫おちびの一生	ジーオーティー	2022	0/3
T1	kuzesanchi-no-oyome-san	久世さんちのお嫁さん.	ジーオーティー	2023	0/3
T1	kuzu-otoko-no-poemu-ue	クズ男のポエム 上	ジーオーティー	2026	0/1
T1	kyuuai-pheromone	嗅愛フェロモン	ジーオーティー	2023	0/2
T1	lady-lynx	Ladyリンクス	ヒット出版社	1996	2/2
T1	lingerie-plump	ランジェリープランプ	キルタイムコミュニケーション	2024	0/2
T1	lost-cats	ロスト・キャッツ	ジーオーティー	2021	0/2
T1	love-cross	ラブクロス	エンジェル出版	2013	1/1
T1	love-sureivu	ラブスレイヴ	ジーオーティー	2021	0/5
T1	lullaby-bye-lily	ララバイバイリリー	ジーオーティー	2025	0/2
T1	mahou-shoujo-haiboku-saiban	魔法少女×敗北裁判	キルタイムコミュニケーション	2025	0/3
T1	mahou-shoujo-wa-koishinai	魔法少女は恋しない!	キルタイムコミュニケーション	2016	2/2
T1	maid-hirotta	メイド拾った	ジーオーティー	2022	0/3
T1	majime-ni-ikitai-onagawa-san	マジめにイキたい小名川さん	ジーオーティー	2025	0/1
T1	maooeru	まおーえる!	キルタイムコミュニケーション	2022	0/4
T1	maou-no-hajimekata	魔王の始め方	キルタイムコミュニケーション	2015	0/11
T1	maoujou-date-daisakusen	魔王城デート大作戦!	キルタイムコミュニケーション	2023	0/2
T1	mashou-no-ahosuta-san	マショウのあほすたさん	三和出版	2018	1/2
T1	miaki-hitamuki	みあき♥ひたむき	エンジェル出版	2013	1/1
T1	mietemasu-yo-aizawa-san	見えてますよ!愛沢さん	キルタイムコミュニケーション	2023	0/5
T1	migawari-nante-okotowari	身代わりなんてお断り!	一水社	2024	1/1
T1	mikotama	みこたま	キルタイムコミュニケーション	2007	0/1
T1	misokagokoro	密心	ジーオーティー	2025	0/2
T1	mitsurugi-haruka-kiki-ippatsu	御剣ハルカ危機一髪!	キルタイムコミュニケーション	2007	0/2
T1	miyori-no-nai-onnanoko	身寄りのない女の子	ジーオーティー	2024	0/2
T1	mm-2-go	MM 2号	エンジェル出版	2014	0/1
T1	mobugao-reijou	モブ顔令嬢	キルタイムコミュニケーション	2021	0/6
T1	momyunikeishon	もみゅにけいしょん♥	エンジェル出版	2013	1/1
T1	moriage-7	もりあげ7	エンジェル出版	2013	2/2
T1	mou-inai-kimi-to-wangan-o-aruite	もういない君と湾岸を歩いて	ジーオーティー	2021	0/2
T1	naburi-zuma	嬲り妻	エンジェル出版	2001	1/1
T1	naishobanashi	ナイショバナシ。	エンジェル出版	2013	1/1
T1	nezu-san-no-ongaeshi	根津さんの恩返し	キルタイムコミュニケーション	2021	0/2
T1	nichijou-bitch-seitai-kansatsu	日常ビッチ性体観察	ジーオーティー	2018	1/1
T1	niito-dakedo-harowa-ni-ittara-isekai-ni-tsuretekareta	ニートだけどハロワにいったら異世界につれてかれた	キルタイムコミュニケーション	2018	0/15
T1	ningyo-o-kurau-shima	人魚を喰らう島	エンジェル出版	2012	1/1
T1	ochikobore-taimashi-wa-isekai-kaeri-de-saikyou-to-naru	落ちこぼれ退魔師は異世界帰りで最強となる	キルタイムコミュニケーション	2023	0/3
T1	oiroke-hitozuma-yariyari-nikki	お色気人妻ヤリヤリ日記	一水社	2015	1/1
T1	okiraku-reijou-wa-konyaku-haki-ni-hokusoemu	お気楽令嬢は、婚約破棄にほくそ笑む	キルタイムコミュニケーション	2024	0/3
T1	one-form	One form	キルタイムコミュニケーション	2008	0/1
T1	onihime-vs	鬼姫vs	キルタイムコミュニケーション	2008	0/4
T1	onmyouji-to-tengugan	陰陽師と天狗眼	キルタイムコミュニケーション	2023	0/2
T1	onzoushi-wakeari-no-shomin-o-oki-ni-mesu	御曹司、ワケありの庶民をお気に召す。	ジーオーティー	2024	0/2
T1	ookii-ganbare-douki-chan	おおきい!がんばれ同期ちゃん	ジーオーティー	2022	0/4
T1	oppai-festival	おっぱい♥フェスティバル	エンジェル出版	2013	1/1
T1	oppai-no-onee-san	おっぱいのお姉さん	エンジェル出版	2012	1/1
T1	oretachi-no-paizuriina	俺たちのパイズリーナ	エンジェル出版	2013	1/1
T1	oshi-ni-ninchi-shite-morau-tame-ni-idol-hajimemashita	推しに認知してもらうためにアイドル始めました。	キルタイムコミュニケーション	2021	0/5
T1	oshigoto-heaven	おしごと天国	エンジェル出版	2013	1/1
T1	otohime-diver	乙姫ダイバー	ジーオーティー	2018	0/2
T1	otome-game-no-akuyaku-reijou-ni-tensei-shitakedo-follower-ga-fukyou-shiteta-chishiki-shika-nai	乙女ゲームの悪役令嬢に転生したけどフォロワーが布教してた知識しかない	キルタイムコミュニケーション	2023	0/2
T1	otsureai	おつれあい	ジーオーティー	2022	0/3
T1	ou-sama-no-kaikata	王様の飼い方	三和出版	2003	1/1
T1	ouji-sama-nante-kocchi-kara-negaisage-desuwa	王子様なんて、こっちから願い下げですわ!	キルタイムコミュニケーション	2021	0/5
T1	outreach	アウトリーチ	キルタイムコミュニケーション	2021	0/3
T1	papakon	ぱぱこん	文苑堂	2009	0/4
T1	pasotora	パソトラ	キルタイムコミュニケーション	2001	0/1
T1	pasotora-sp	パソトラSP	キルタイムコミュニケーション	2003	0/1
T1	pink-adams	ピンクアダムス	三和出版	2000	2/2
T1	pink-depend	ピンク・ディペンド	ジーオーティー	2026	0/2
T1	pink-royal	ピンクロイヤル	ジーオーティー	2019	0/2
T1	pittosporum	ピットスポルム	ジーオーティー	2024	0/2
T1	plus-alpha	ぷらすアルファ	ジーオーティー	2021	0/4
T1	pochamusume-wa-koakuma-muubu-ga-yamerarenai	ぽちゃ娘は小悪魔ムーブがやめられない	キルタイムコミュニケーション	2021	0/3
T1	ponkotsu-akuyaku-reijou-wa-haraguro-doesu-ouji-ni-aisareru	ポンコツ悪役令嬢は腹黒ドS王子に愛される	キルタイムコミュニケーション	2023	0/1
T1	ponkotsu-megami-no-isekai-souseiroku	ポンコツ女神の異世界創世録	キルタイムコミュニケーション	2019	0/6
T1	ponkotsu-reijou-ni-tensei-shitara-mofumofu-kara-ouji-no-meshiuma-yome-ni-ninmei-saremashita	ポンコツ令嬢に転生したら、もふもふから王子のメシウマ嫁に任命されました	キルタイムコミュニケーション	2023	0/3
T1	pure-pure-2006	PURE-PURE!	一水社	2006	1/1
T1	pure-rabu-rabo	純愛ラボ	エンジェル出版	2012	1/1
T1	rabupuni-joshikai	らぶぷに女子会	エンジェル出版	2014	1/1
T1	raki-kuri	ラキ + クリ	エンジェル出版	2013	1/1
T1	red-dragon	Red dragon	ヒット出版社	1997	5/5
T1	reijou-kishi-wa-tenseisha	令嬢騎士は転生者	キルタイムコミュニケーション	2023	0/3
T1	remodeling	りもで・りんぐ	ジーオーティー	2020	0/2
T1	rengokujima	恋獄島	キルタイムコミュニケーション	2021	0/7
T1	ressuru-ji-andaaguraundo	レッする!ジ・アンダーグラウンド	キルタイムコミュニケーション	2010	0/4
T1	road-of-the-wedding	ロード・オブ・ザ・ウェディング	ジーオーティー	2022	0/5
T1	rokujou-hitoma	六畳一魔	キルタイムコミュニケーション	2020	0/3
T1	rose-x-marie	ローズ×マリー	キルタイムコミュニケーション	2008	1/3
T1	saachi-toripuru	さーちとりぷる	エンジェル出版	2012	1/1
T1	saikyou-majutsushi-no-ijou-naru-toubou-seikatsu	最凶魔術師の異常なる逃亡生活	キルタイムコミュニケーション	2022	0/4
T1	saikyou-no-youhei-shoujo-no-gakuen-seikatsu	最強の傭兵少女の学園生活	キルタイムコミュニケーション	2022	0/3
T1	sakura-2020	さくら	ティーアイネット	2004	0/1
T1	sakura-no-hanamichi	さくらのはなみち	ジーオーティー	2018	0/4
T1	seidon-no-ryuu	世呑の竜	キルタイムコミュニケーション	2021	0/3
T1	seiyoku	性欲。	エンジェル出版	2012	1/1
