n	type	imprint	series_key	excluded	isbns
1	standard	サンエイムック	qid:Q193300|name:MW		9784779623608
1	standard	サンエイムック	qid:Q193300|name:きりひと讃歌		9784779621895
1	standard		qid:Q193300|name:きりひと讃歌		9784845640232
1	standard	サンエイムック	qid:Q193300|name:どろろ		9784779624148
1	standard	Goma books	qid:Q193300|name:どろろ		9784814919383
1	bunkobon	秋田文庫	qid:Q193300|name:ふしぎな少年		9784253170017
1	standard		qid:Q193300|name:やけっぱちのマリア		9784835456713
1	standard	SUNDAY COMICS	qid:Q193300|name:アトムキャット		9784253065023
1	standard	SUNDAY COMICS	qid:Q193300|name:アバンチュール21		9784253064538
1	standard	サンエイムック	qid:Q193300|name:アラバスター		9784779627606
1	standard		qid:Q193300|name:アラバスター		9784845633258
1	standard	手塚治虫全集	qid:Q193300|name:アリと巨人		9784323071107
1	standard	カッパ・ホームス	qid:Q193300|name:ガラスの地球を救え	除外レーベル	9784334051617
1	standard	Akita top comics	qid:Q193300|name:ガラスの城の記録		9784253188890
1	standard	手塚治虫オリジナル版復刻シリーズ	qid:Q193300|name:ケン1探偵長		9784336051554
1	standard	講談社コミックスグランドコレクション	qid:Q193300|name:サスピション		9784063134025
1	standard		qid:Q193300|name:ザ・クレーター		9784835458175
1	standard	主婦の友ヒットシリーズ	qid:Q193300|name:ジャングル大帝		9784074300198
1	standard	手塚治虫カラー作品選集	qid:Q193300|name:ジャングル大帝		9784336060785
1	standard	英語コミックス	qid:Q193300|name:ジャングル大帝		9784408110189
1	standard	Shueisha home remix	qid:Q193300|name:ジャングル大帝	除外レーベル	9784834242980
1	standard		qid:Q193300|name:スリル博士		9784778032425
1	standard		qid:Q193300|name:スーパー太平記		9784805004852
1	standard	Akita top comics wide	qid:Q193300|name:ドン・ドラキュラ		9784253242479
1	standard	手塚治虫オリジナル版復刻シリーズ	qid:Q193300|name:ナスビ女王		9784336052988
1	standard		qid:Q193300|name:ハトよ天まで		9784120018961
1	standard	Akita top comics wide	qid:Q193300|name:バンパイヤ		9784253243971
1	standard		qid:Q193300|name:ボンバ!		9784845634033
1	standard	Akita Bunko	qid:Q193300|name:ミッドナイト		9784253173803
1	standard	Akita top comics	qid:Q193300|name:ミッドナイト		9784253241816
1	standard		qid:Q193300|name:ミッドナイト		9784845638963
1	standard		qid:Q193300|name:メタモルフォーゼ		9784845638178
1	standard	SUNDAY COMICS	qid:Q193300|name:ユフラテの樹		9784253064514
1	standard	スターコミックス	qid:Q193300|name:ユフラテの樹		9784886533555
1	bunkobon	講談社漫画文庫	qid:Q193300|name:リボンの騎士-少女クラブ版-		9784062606561
1	standard		qid:Q193300|name:レモン・キッド		9784253102025
1	standard	Kadokawa絶品コミック	qid:Q193300|name:一輝まんだら		9784048539883
1	standard	Hard comics	qid:Q193300|name:一輝まんだら		9784886536112
1	standard	KPC mini	qid:Q193300|name:三つ目がとおる	除外レーベル	9784063715286
1	standard	KCDX	qid:Q193300|name:三つ目がとおる		9784063769456
1	standard	Goma books	qid:Q193300|name:三つ目がとおる		9784814919390
1	standard	手塚治虫作品集	qid:Q193300|name:奇子		9784041851319
1	standard	サンエイムック	qid:Q193300|name:奇子		9784779620539
1	standard	手塚治虫のディズニー漫画	qid:Q193300|name:手塚治虫のディズニー漫画		9784062128827
1	standard	講談社プラチナコミックス	qid:Q193300|name:手塚治虫怪奇短編集	除外レーベル	9784063777963
1	bunkobon	小学館文庫	qid:Q193300|name:旋風Z		9784091923936
1	bunkobon	秋田文庫	qid:Q193300|name:時計仕掛けのりんご		9784253169950
1	bunkobon	角川文庫	qid:Q193300|name:漫画大学		9784041851197
1	bunkobon	秋田CD文庫	qid:Q193300|name:火の鳥		9784253182065
1	standard	Goma books	qid:Q193300|name:火の鳥		9784814919130
1	standard	Akita top comics wide	qid:Q193300|name:空気の底		9784253242486
1	bunkobon	角川文庫	qid:Q193300|name:罪と罰		9784041851258
1	standard	KPC	qid:Q193300|name:鉄腕アトム	除外レーベル	9784063740738
1	standard	手塚治虫全集	qid:Q193300|name:鉄腕アトム		9784323071015
1	standard	英語コミックス	qid:Q193300|name:鉄腕アトム		9784408110172
1	standard	Goma books	qid:Q193300|name:鉄腕アトム		9784814919406
1	standard	KCDX	qid:Q1937859|name:ヴァンデミエールの翼		9784065116579
1	standard		qid:Q1937859|name:殻都市の夢		9784778038854
1	standard	プレミアムKC	qid:Q1970474|name:3×3eyes		9784063620009
1	standard	ACTION COMICS	qid:Q1970474|name:万能文化猫娘		9784575935455
1	anime	Action comics アニメ版	qid:Q1970474|name:毎日が日曜日	除外レーベル	9784575817676
1	standard	イブニングKC	qid:Q1970474|name:碧奇魂ブルーシード		9784063523379
1	standard	Knuckles gold comics	qid:Q20039845|name:日本タブー大全		9784813054023
1	standard		qid:Q20041004|name:小娘オーバードライブ		9784835451206
1	standard	[裏少年サンデーコミックススペシャル]	qid:Q20041937|name:ヘルク		9784098511969
1	standard	フラワーコミックススペシャル	qid:Q202229|name:SOS		9784091315595
1	standard	フラワーコミックススペシャル	qid:Q202229|name:ユビキリ		9784091315588
1	standard		qid:Q202229|name:砂時計		9784091998989
1	standard	グランドチャンピオンコミックス	qid:Q2077268|name:ハード・コア		9784253159951
1	standard	BEAM COMIX	qid:Q2077268|name:少女・ネム		9784757705920
1	standard	Shueisha jump remix	qid:Q208582|name:Dr.スランプ	除外レーベル	9784081060726
1	standard		qid:Q21019283|name:Misty		9784063173673
1	standard	恐怖短編傑作選	qid:Q21019283|name:死霊のうめき		9784063603040
1	standard	恐怖短編傑作選	qid:Q21019283|name:水迷宮		9784063602180
1	standard	恐怖短編傑作選	qid:Q21019283|name:霊感体験レポート		9784063603033
1	standard	恐怖短編傑作選	qid:Q21019283|name:霊感少女		9784063602708
1	standard	クロフネcomics	qid:Q21019373|name:すもうねこ		9784799724361
1	standard	クロフネcomics	qid:Q21019373|name:すもうねこ もふり寄り		9784799725344
1	standard	あすかコミックスCL-DX	qid:Q2178375|name:お米ちゃん。		9784048544702
1	standard	あすかコミックスCL-DX	qid:Q2178375|name:ブランドール		9784048544979
1	standard	ビジュアルセレクション	qid:Q219948|name:らんま1/2		9784091218797
1	bunkobon	スーパークエスト文庫	qid:Q219948|name:人魚の森		9784094402414
1	standard	少年サンデーコミックススペシャル	qid:Q219948|name:境界のRINNE		9784091260703
1	standard	少年サンデーグラフィック	qid:Q219948|name:犬夜叉		9784091011893
1	standard	SHONEN SUNDAY COMICS SPECIAL	qid:Q219948|name:犬夜叉		9784091277121
1	standard	SP comics	qid:Q22123458|name:くも漫。		9784845858293
1	standard		qid:Q22124047|name:少女の絵日記		9784765921602
1	standard	Tentōmusi coro coro comics special = コロコロコミックススペシャル	qid:Q22125967|name:怪盗ジョーカー		9784099431891
1	standard	YKコミックス	qid:Q22127460|name:ひらひら		9784785976309
1	standard		qid:Q22127460|name:極楽長屋		9784845860241
1	standard	SPコミックス. SP pocket wide	qid:Q22127460|name:雲霧仁左衛門		9784845870554
1	standard	湊谷夢吉作品集	qid:Q22130218|name:魔都の群盲		9784893668424
1	standard	SP pocket wide	qid:Q2232808|name:鬼切丸伝		9784845852765
1	standard	KCキャラクターブックス	qid:Q2256767|name:Shadow skill		9784063363333
1	standard	PLAY COMIC SERIES EXTRA	qid:Q2279877|name:QP外伝		9784253251969
1	standard	Akita top comics	qid:Q2279877|name:その後のクローズ		9784253240079
1	standard	SHŌNEN CHAMPION COMICS EXTRA	qid:Q2279877|name:キク		9784253131032
1	standard	KCDX	qid:Q2280124|name:バリバリ伝説		9784063754940
1	standard	YKベスト	qid:Q2290191|name:バトルクラブ		9784785939960
1	standard	講談社ヒットブックス	qid:Q229724|name:美少女戦士セーラームーン		9784061777293
1	standard	Kodansha bilingual comics	qid:Q229724|name:美少女戦士セーラームーン	除外レーベル	9784062501569
1	standard	安心安産育児コミック	qid:Q23019118|name:神さまのおくりもの		9784093113014
1	standard	1	qid:Q2305070|name:ひっくりかえったおもちゃ箱		9784834272611
1	standard	Wings comics = ウィングス・コミックス	qid:Q230962|name:百姓貴族		9784403510380
1	standard	りぼんマスコットコミックスコバルト	qid:Q232660|name:有菜の種		9784088674391
1	standard		qid:Q232660|name:神風怪盗ジャンヌ		9784088550978
1	standard		qid:Q2336456|name:隠の王		9784757523456
1	standard	ちばてつや全集	qid:Q2339941|name:あしたのジョー		9784834282092
1	standard	講談社プラチナコミックス	qid:Q2339941|name:あした天気になあれ	除外レーベル	9784065109588
1	standard	母と娘でみる漫画名作館	qid:Q2339941|name:みそっかす		9784876480289
1	standard	母と娘でみる漫画名作館	qid:Q2339941|name:テレビ天使		9784876480579
1	standard	KCスぺシャル	qid:Q2339941|name:少年ジャイアンツ		9784061013667
1	standard	My first big special	qid:Q2339941|name:紫電改のタカ	除外レーベル	9784091197955
1	standard	ホットミルクコミックスエクストラ	qid:Q2346185|name:STUDY AFTER SCHOOL		9784877344382
1	standard	IDコミックス	qid:Q2346185|name:くちびるためいきさくらいろ		9784758070010
1	standard	Blade comics	qid:Q242774|name:夢空界		9784861270284
1	standard	Blade comics	qid:Q242774|name:空の謳		9784861270291
1	standard	フラワーコミックス	qid:Q2526458|name:アナスタシア倶楽部		9784091316851
1	standard	フラワーコミックスアルファ	qid:Q2526458|name:ブロンズの天使		9784091322647
1	standard		qid:Q2526458|name:少女革命ウテナ		9784091996824
1	standard	Jets comics	qid:Q253412|name:少年の孵化する音		9784592142263
1	standard	Jets comics	qid:Q253412|name:赤い羊の刻印		9784592142270
1	standard	Avarus series	qid:Q2606338|name:Erementar gerad		9784800002235
1	deluxe	Jump comics deluxe	qid:Q2630137|name:BLACK KNIGHTバット		9784088593012
1	standard	Shueisha jump remix	qid:Q2630137|name:Cobra	除外レーベル	9784081064441
1	standard		qid:Q2630137|name:武		9784757170025
1	standard		qid:Q265061|name:11人いる!		9784091040510
1	standard	Flower comics special	qid:Q265061|name:11人いる!		9784091312099
1	standard	小学館叢書	qid:Q265061|name:A-A'		9784091971951
1	standard	フラワーズプレミアムシリーズ	qid:Q265061|name:トーマの心臓		9784091793799
1	standard	小学館叢書	qid:Q265061|name:トーマの心臓		9784091971913
1	standard	フラワーコミックススペシャル	qid:Q265061|name:ポーの一族		9784099418694
1	standard	PETIT COMICS	qid:Q265061|name:モザイク・ラセン		9784091780355
1	standard	プリンセス・コミックス	qid:Q265061|name:モザイク・ラセン		9784253076661
1	standard	FCS	qid:Q265061|name:半神		9784091312242
1	standard	小学館叢書	qid:Q265061|name:感謝知らずの男		9784091971968
1	standard		qid:Q265061|name:残酷な神が支配する		9784091995445
1	standard	PETIT COMICS	qid:Q265061|name:銀の三角		9784091780300
1	standard	Dセレクション	qid:Q265117|name:ぴたテン		9784840225427
1	standard	My first big special	qid:Q2661273|name:すて石の鉄捕物控	除外レーベル	9784098031054
1	standard	パーフェクト・メモワール	qid:Q2661273|name:すて石の鉄捕物控		9784845844494
1	standard	パーフェクト・メモワール	qid:Q2661273|name:刺客		9784845844562
1	standard		qid:Q2661273|name:運慶		9784091792372
1	standard	SP comics	qid:Q2661273|name:雲盗り暫平		9784845822935
1	standard	My first big special. さいとう・たかをpremium	qid:Q2661273|name:風よ雲よ剣よ	除外レーベル	9784098045235
1	standard	あすかコミックスCL-DX	qid:Q2663665|name:Hybrid child		9784048542050
1	standard	GUST COMICS	qid:Q2663665|name:月は闇夜に隠るが如く		9784756712813
1	standard	あすかコミックスCL-DX	qid:Q2663665|name:満月物語		9784048542111
1	standard	アスカ コミックスDX	qid:Q268789|name:イズァローン伝説		9784048521796
1	standard	あすかコミックスDX	qid:Q268789|name:ウェディング・ライセンス		9784048521352
1	standard	あすかコミックスDX	qid:Q268789|name:エデン2185		9784048521178
1	standard	Chuko★comics	qid:Q268789|name:ファラオの墓		9784120021343
1	standard	Chuko〔★〕comics	qid:Q268789|name:ファラオの墓		9784120021350
1	standard	あすかコミックスDX	qid:Q268789|name:ロンド・カプリチオーソ		9784048521338
1	standard	あすかコミックスDX	qid:Q268789|name:地球へ…		9784048521116
1	standard	竹宮恵子全集	qid:Q268789|name:地球へ…		9784048521130
1	standard		qid:Q268789|name:地球へ…		9784120020285
1	standard	竹宮恵子全集	qid:Q268789|name:変奏曲		9784048521802
1	standard	Chuko★comics	qid:Q268789|name:私を月まで連れてって!		9784120021060
1	standard	あすかコミックスDX	qid:Q268789|name:空がすき!		9784048521284
1	standard	名作manga選集	qid:Q268789|name:空がすき!		9784881351789
1	standard	あすかコミックスDX	qid:Q268789|name:魔女はホットなお年頃		9784048521307
1	standard	RAPPORT COMICS	qid:Q26927316|name:1スウの銅貨		9784897991689
1	standard	バーズコミックス スペシャル	qid:Q27151082|name:ライカの帰還		9784344809864
1	bunkobon	さくら出版漫画文庫	qid:Q2715658|name:刑事の紋章		9784797700060
1	standard		qid:Q2715658|name:刑事の紋章		9784821192717
1	standard	Hirokane Kenshi best selection	qid:Q2715658|name:刑事の紋章		9784916085023
1	standard	講談社プラチナコミックス	qid:Q2715658|name:情愛島耕作	除外レーベル	9784065106358
1	standard	講談社プラチナコミックス	qid:Q2715658|name:成功島耕作	除外レーベル	9784065106365
1	standard	講談社プラチナコミックス	qid:Q2715658|name:昇進島耕作	除外レーベル	9784065106341
1	standard		qid:Q2715658|name:朝の陽光の中で		9784821191130
1	standard	さくらコミックス	qid:Q2715658|name:朝の陽光の中で		9784916085016
1	standard		qid:Q2715658|name:美人劇場		9784253102674
1	standard	Wonderland comics	qid:Q271610|name:ハチミツとクローバー		9784796620888
1	standard		qid:Q271632|name:Blue		9784396764074
1	standard	TOKYO NEWS BOOKS	qid:Q271632|name:Water.		9784065196700
