n	type	imprint	series_key	excluded	isbns
2	standard	バーズコミックスspecial	qid:Q11264757|name:三四郎²		9784789782753,9784789783019
2	standard	ビッグスピリッツコミックススペシャル	qid:Q11266328|name:あさひなぐ		9784091897305,9784091897329
2	standard	KPC	qid:Q11266807|name:Peridot	除外レーベル	9784063746280,9784063746372
2	bunkobon	講談社漫画文庫	qid:Q11267196|name:エンジェル日誌		9784063604771,9784063605181
2	standard	あすかコミックス	qid:Q11267908|name:化粧曼陀羅		9784049243123,9784049243130
2	standard	KPC	qid:Q11270027|name:鬼斬り十蔵	除外レーベル	9784063860993,9784063861020
2	standard		qid:Q11270865|name:滅日		9784821186372,9784821186389
2	standard	ぴっかぴかコミックス カラー版	qid:Q11271053|name:パンク・ポンク		9784091482112,9784091482129
2	standard	G.B.best comics	qid:Q11274142|name:がんばれ!キッカーズ		9784901841498,9784901841504
2	standard	Bunch comics	qid:Q11274171|name:蝶獣戯譚		9784107715777,9784107715975
2	standard	Shueisha jump remix	qid:Q11274881|name:THE MOMOTAROH	除外レーベル	9784081062270,9784081062331
2	standard		qid:Q11276677|name:飛ぶ教室		9784835452258,9784835452265
2	standard	Super be×boy comics	qid:Q11278840|name:野獣主義		9784799714157,9784862635945
2	standard	講談社キャラクターズA	qid:Q11278887|name:いとしのムーコ		9784063587029,9784063587494
2	standard	SP comics	qid:Q11279182|name:風雲児たち		9784845857258,9784845858545
2	standard	バーガーSC	qid:Q11279292|name:やるっきゃ騎士		9784796242622,9784796242660
2	standard	G fantasy comics	qid:Q11279968|name:パパムパ		9784757538702,9784757538887
2	standard	Shueisha jump remix	qid:Q11280478|name:優駿たちの蹄跡	除外レーベル	9784081062942,9784081063079
2	standard	角川コミックス・エース	qid:Q11281115|name:魔法遣いに大切なこと		9784047150737,9784047151574
2	standard	バーズコミックススペシャル	qid:Q11286538|name:私という猫		9784344828544,9784344831070
2	standard	KCDX	qid:Q11316376|name:ロボットポンコッツ		9784063769241,9784063769258
2	standard	Fox comics	qid:Q11329182|name:大人になる呪文		9784925148399,9784925148597
2	standard	IKKICOMIX	qid:Q11329679|name:ボブとゆかいな仲間たち		9784091884602,9784091885463
2	standard	てんとう虫コミックスライブラリー	qid:Q11330816|name:塾師べんちゃん		9784091402592,9784091402608
2	standard	アスペクトコミックス	qid:Q1134575|name:敷居の住人		9784757201354,9784757204164
2	standard	講談社プラチナコミックス	qid:Q11347037|name:う	除外レーベル	9784063857313,9784063857320
2	standard	Gコミックス	qid:Q11347037|name:酒のほそ道		9784537158311,9784537159462
2	standard	ヤングガンガンコミックス	qid:Q11352718|name:千本桜		9784757554863,9784757555341
2	standard	Judy comics	qid:Q11356487|name:愛の仮面		9784091691118,9784091691125
2	standard	Akita top comics	qid:Q11364188|name:不安の種		9784253188357,9784253188364
2	standard	IKKICOMIX	qid:Q11364713|name:クマのプー太郎		9784091885692,9784091886071
2	standard	BE LOVE KC	qid:Q11365858|name:ギャルボーイ!		9784065132807,9784065132814
2	standard	Hard comics	qid:Q11367003|name:Oh!透明人間		9784886536433,9784886536440
2	standard	WINGS COMICS DX	qid:Q11368912|name:暴れん坊本屋さん		9784403671241,9784403671258
2	standard	講談社プラチナコミックス	qid:Q11368952|name:モテキ	除外レーベル	9784063750270,9784063750379
2	standard	講談社プラチナコミックス	qid:Q11368969|name:よんでますよ、アザゼルさん。	除外レーベル	9784063778380,9784063778403
2	standard	B's-LOVEY COMICS	qid:Q11370563|name:おさかなはあみの中		9784757737372,9784757738157
2	standard	FC	qid:Q11372069|name:いじめ		9784091340177,9784091342492
2	standard	ドラゴンコミックス	qid:Q11379918|name:斬魔剣伝		9784049262155,9784049262162
2	standard	Akita top comics 500	qid:Q11380186|name:栄光なき天才たち		9784253249362,9784253249379
2	standard	St comics	qid:Q11382314|name:那由他		9784886530608,9784886530615
2	standard	B's-LOVEY COMICS	qid:Q11382713|name:天使×密造		9784047262072,9784047263345
2	standard	講談社コミックス（月マ）	qid:Q11382919|name:何なら俺に話してみろ!		9784063025934,9784063336528
2	standard	Akita top comics wide	qid:Q11383295|name:無敵看板娘		9784253240062,9784253240277
2	standard	FTCシリーズ	qid:Q11386539|name:C.V.		9784925148825,9784925148832
2	standard	FTCシリーズ	qid:Q11386539|name:しようよ❤		9784925148757,9784925148764
2	standard	扶桑社MOOK	qid:Q11386899|name:だめんず・うぉ～か～		9784594606275,9784594606473
2	standard	Morning KCDX	qid:Q11388942|name:のんちゃんのり弁		9784063758023,9784063758030
2	standard		qid:Q11388964|name:のら		9784884757144,9784884758424
2	standard	トラウママンガブックス	qid:Q11393941|name:リトル巨人くん		9784754232269,9784754232276
2	standard	SP pocket wide	qid:Q11393941|name:元祖江戸前寿し屋與兵衛		9784845853663,9784845853953
2	standard	KPC	qid:Q11397149|name:逆転裁判	除外レーベル	9784063749878,9784063750034
2	standard	KCDX	qid:Q11397150|name:大東京ビンボー生活マニュアル		9784063721041,9784063721058
2	standard	花音コミックスミニ	qid:Q11408672|name:天使をください		9784832283534,9784832283541
2	standard	ビッグコミックス	qid:Q11409412|name:みんな生きてる		9784091834614,9784091834621
2	standard	講談社プラチナコミックス	qid:Q11409752|name:プロレススーパースター列伝	除外レーベル	9784063777017,9784063777024
2	standard	Akita top comics wide	qid:Q11411339|name:Rock'n爆音		9784253243759,9784253243766
2	standard	Comic魂別冊	qid:Q11412214|name:キンゾーの上ってなンボ!!		9784073405757,9784073407768
2	standard	SP pocket wide	qid:Q11412214|name:ビューティ男		9784845847310,9784845848867
2	standard	King series	qid:Q11412214|name:マギー's犬Jr.		9784862253897,9784862259837
2	standard	King series	qid:Q11412214|name:堕悪		9784862258823,9784862258830
2	standard	Nichibun comics	qid:Q11412214|name:死星マリア		9784537103670,9784537104127
2	standard	King series	qid:Q11412214|name:死星マリア		9784862253873,9784862259844
2	standard	アッパーズKC	qid:Q11414072|name:ハートブレイクパパ		9784063460711,9784063460728
2	standard	BOUQUET	qid:Q11414456|name:少年は荒野をめざす		9784088483818,9784088483825
2	standard	Gコミックス	qid:Q11417721|name:女帝花舞		9784537152685,9784537153033
2	standard	BEAM COMIX	qid:Q11418590|name:夕刊赤富士		9784757703810,9784757703995
2	standard	My first wide	qid:Q1141948|name:洗礼		9784091621306,9784091621313
2	standard	スーパー・ビジュアル・コミックス	qid:Q1141948|name:猫目小僧		9784091600912,9784091600929
2	standard	BIG COMICS SPECIAL	qid:Q1141948|name:猫目小僧		9784091805461,9784091805478
2	standard	BIG COMICS SPECIAL	qid:Q1141948|name:神の左手悪魔の右手		9784091837370,9784091837387
2	standard		qid:Q11420594|name:AD物語		9784861762376,9784861762383
2	standard	コミック・スーリ	qid:Q11422791|name:ギャートルズ		9784124105230,9784124105261
2	standard	ゲッサン少年サンデーコミックススペシャル	qid:Q11424761|name:忍びの国		9784091277244,9784091277626
2	standard	SP comics	qid:Q11430528|name:鬼畜島		9784845866601,9784845866625
2	standard		qid:Q11436655|name:シティライツ		9784862554383,9784862554390
2	standard	Bamboo comics = バンブーコミックス	qid:Q11442949|name:むこうぶち		9784801977679,9784801977723
2	standard	ジェッツcomics	qid:Q11445983|name:低俗霊狩り		9784592136019,9784592136033
2	standard	ミッシィコミックスDX super	qid:Q11447429|name:ぴーひょろ一家		9784391915839,9784391915891
2	standard	A.L.C.DX	qid:Q11451046|name:ちひろ		9784253160636,9784253160643
2	standard	講談社box	qid:Q11451518|name:さくらの唄		9784062836005,9784062836050
2	standard		qid:Q11451518|name:さくらの唄		9784063300109,9784063300116
2	standard		qid:Q11455259|name:宇宙少年ソラン		9784257903864,9784257903871
2	standard	マンガで親しむ出雲神話	qid:Q11459645|name:オオクニヌシ		9784879031631,9784879031648
2	standard	ゲーメストコミックス	qid:Q11460644|name:速攻生徒会		9784881991466,9784881992197
2	standard	Judy comics	qid:Q11461450|name:チャンネル・0		9784778010645,9784778010652
2	standard	Judy comics	qid:Q11461450|name:胸さわぎ天動説		9784778010454,9784778010461
2	standard	Wings comics bunko	qid:Q11461739|name:不思議の国の少年アリス		9784403500770,9784403500787
2	standard	KPC	qid:Q11462946|name:チェリーナイツ	除外レーベル	9784063747287,9784063747294
2	standard	IDコミックス	qid:Q11463264|name:加納家の事情		9784758064774,9784758064781
2	standard	Jump super ace	qid:Q11463739|name:スキャンドール		9784420137355,9784420137379
2	standard	バーガーKC	qid:Q11463739|name:気ままにアイドル		9784063046045,9784063046113
2	standard	Mag Garden comics EDEN	qid:Q11463826|name:イハーブの生活		9784800003317,9784800003324
2	standard	講談社コミックス. MONTHLY SHONEN MAGAZINE COMICS	qid:Q11466555|name:龍狼伝		9784065392782,9784065435250
2	standard	My first big special	qid:Q11470669|name:Dr.コトー診療所	除外レーベル	9784091085719,9784091085726
2	standard	ギャグ・ザ・ベスト	qid:Q11470805|name:かっとびハート		9784812401583,9784812401590
2	standard	SP pocket wide	qid:Q11473338|name:萬山十番勝負		9784845847983,9784845847990
2	standard	SP pocket wide	qid:Q11473338|name:龍の拳		9784845849406,9784845849413
2	standard	KCDX	qid:Q11476320|name:青竜の神話		9784063198935,9784063198942
2	standard	Akita top comics wide	qid:Q11479927|name:ゴッドサイダー		9784253241496,9784253241502
2	standard	HMB	qid:Q11481143|name:ミラクル・ランジェリー		9784834274639,9784834274646
2	standard	ディアプラスコミックス	qid:Q11496824|name:東京・心中		9784403663871,9784403663918
2	standard	ホットミルクコミックスエクストラ	qid:Q11497195|name:スパイラル・オーヴァ		9784877345433,9784877345440
2	standard	マンサンコミックス	qid:Q11497486|name:天使のボディガード		9784408169163,9784408169224
2	standard	HMB	qid:Q11500003|name:金のアレクサンドラ		9784834273373,9784834273403
2	standard	My first big	qid:Q11501218|name:×	除外レーベル	9784091094605,9784091094803
2	standard	バーズコミックスspecial	qid:Q11501487|name:おさわがせプリズムレディ		9784789782036,9784789782043
2	standard	MONTHLY SHONEN MAGAZINE COMICS	qid:Q11502103|name:さよならフットボール		9784063714456,9784063714463
2	standard		qid:Q11504199|name:ハブ捕り		9784871800204,9784906559046
2	standard	KCDX	qid:Q11508316|name:プラスチック解体高校		9784063770100,9784063770117
2	standard	あおばコミックス ポケット版	qid:Q11513052|name:夢ホテル		9784873172231,9784873172354
2	standard		qid:Q11515329|name:含羞		9784835452906,9784835452913
2	standard		qid:Q11515329|name:子どもたち!		9784821170401,9784821170418
2	standard	エメラルドコミックス	qid:Q11515329|name:親なるもの断崖		9784391904420,9784391904437
2	standard	講談社コミックスボンボン	qid:Q11516671|name:ロックマンメガミックス		9784063218022,9784063218367
2	standard		qid:Q11516671|name:ロックマンメガミックス		9784835451725,9784835451732
2	standard	あすかコミックス	qid:Q11516872|name:君が目覚めるとき		9784049244014,9784049244113
2	standard	あすかコミックス	qid:Q11516872|name:海に降る雪		9784049244564,9784049244571
2	standard	勁文社コミックス傑作選	qid:Q11517058|name:俺の新選組		9784766909777,9784766909784
2	standard	Missy comics	qid:Q11517058|name:俺の新選組		9784776745501,9784776745716
2	standard	Missy comics	qid:Q11519017|name:プロジェクトX挑戦者たち		9784776716464,9784776716471
2	standard	Akita top comics wide	qid:Q11520635|name:ハカイジュウ		9784253244350,9784253244367
2	standard	ヤングジャンプ・コミックスGJ	qid:Q11522045|name:アマイタマシイ		9784088793863,9784088794921
2	standard	コロコロコミックス	qid:Q11523383|name:チビカスくん		9784091436412,9784091496935
2	standard	Gコミックス	qid:Q11523385|name:CASH BOY		9784537151183,9784537151220
2	standard	Akita top comics wide	qid:Q11523385|name:Xenos		9784253240147,9784253240154
2	standard	Gコミックス	qid:Q11523388|name:がぶノミ荒矢		9784537155747,9784537155761
2	standard	KPC	qid:Q11523388|name:ほぐし屋捷	除外レーベル	9784063717020,9784063717037
2	standard	St comics	qid:Q11523734|name:魔〔ジン〕伝		9784886531445,9784886531452
2	standard		qid:Q11530842|name:小さな巨人ミクロマン		9784835458939,9784835458946
2	standard	SJR	qid:Q11531207|name:怪獣8号	除外レーベル	9784081152599,9784081152605
2	standard	SHONEN SUNDAY COMICS SPECIAL	qid:Q1153258|name:道士郎でござる		9784091245243,9784091245250
2	standard	JOUR COMICS	qid:Q11533720|name:蜜と毒|sub:逆恨みの復讐		9784575337587,9784575337594
2	standard	あすかコミックス	qid:Q11539587|name:Shang-hai 1945		9784048521659,9784048521666
2	standard	キングシリーズ	qid:Q11540042|name:影風魔ハヤセ		9784862256263,9784862256270
2	standard	HMB	qid:Q11543605|name:かん忍!!茜		9784834274554,9784834274561
2	standard	ジャンプコミックスセレクション	qid:Q11544888|name:Road runner		9784834217117,9784834217124
2	standard		qid:Q11544888|name:よろしくメカドック		9784834211344,9784834211351
2	standard	YKベスト	qid:Q11548217|name:惑星のさみだれ		9784785955144,9784785955151
2	standard	週刊アスキー特別編集	qid:Q11548372|name:カオスだもんね!		9784756146540,9784756147028
2	standard	ACTION COMICS	qid:Q11548936|name:むすんでひらいて		9784575860030,9784575860047
2	standard	HC Special	qid:Q11549680|name:カルラ舞う!|sub:変幻退魔夜行		9784592227854,9784592227908
2	standard	ミッシィコミックスDX	qid:Q11551656|name:B/W		9784391916263,9784391916324
2	standard	MOMOKO BOMBER COMICS	qid:Q1155646|name:神のちからっ子新聞		9784087920437,9784087920444
2	standard	Akita top comics wide	qid:Q11557657|name:4年1組起立!		9784253189804,9784253189811
2	standard	Akita top comics wide	qid:Q11557657|name:毎度!浦安鉄筋家族		9784253249867,9784253249874
2	standard	Be-boy comics	qid:Q11558002|name:魔王の系譜		9784862630469,9784862634252
2	standard	KC Kiss	qid:Q11559340|name:デイジー・ラック		9784065112779,9784065112786
2	standard	KCDX	qid:Q11559340|name:彼はカリスマ		9784063757262,9784063757279
2	standard	集英社ガ-ルズリミックス	qid:Q11560265|name:ぽっかぽか	除外レーベル	9784081062249,9784081063123
2	standard	MANGA Shop Series	qid:Q11560319|name:運び屋ケン		9784775910016,9784775910023
2	standard	GA COMICS SPECIAL	qid:Q11561418|name:東京都北区赤羽		9784766334432,9784766334630
2	standard	Akita top comics wide	qid:Q11562516|name:弱虫ペダル		9784253247078,9784253247085
2	standard	ACTION COMICS	qid:Q11565237|name:東京物語		9784575846591,9784575846607
2	standard	MB comics	qid:Q11570437|name:空においでよ		9784408433332,9784408433356
2	standard	MFC	qid:Q11572325|name:星川銀座四丁目		9784040691176,9784040691183
2	standard	PRINCESS COMICSプチプリ	qid:Q11573764|name:Cafe南青山骨董通り		9784253198660,9784253198677
2	standard	YOUNG KING BEST	qid:Q11575458|name:BAD BOYSグレアー		9784785926434,9784785926809
2	standard	YK best = YKベストコミックス	qid:Q11575458|name:Bad boys		9784785972646,9784785972653
2	standard		qid:Q1157669|name:はなしっぱなし		9784309728506,9784309728513
2	standard	角川コミックス・エース	qid:Q11579443|name:セーラー服で一晩中		9784047134461,9784047134515
2	standard	Shueishaジャンプremix	qid:Q11582860|name:地獄先生ぬ～べ～	除外レーベル	9784081130849,9784081131167
2	standard	My first big	qid:Q11583610|name:闇金ウシジマくん	除外レーベル	9784091185846,9784091185853
2	standard	ゲッサン少年サンデーコミックススペシャル	qid:Q11584822|name:信長協奏曲		9784091246615,9784091270306
2	standard		qid:Q11585349|name:安穏族		9784834280418,9784834280425
2	standard	SEED! COMICS	qid:Q11586884|name:私立彩陵高校超能力部		9784901978125,9784901978170
2	standard	角川コミックス・ドラゴンJr.	qid:Q11587382|name:Vamp召しませ		9784047121362,9784047121379
2	standard	Bunch world special	qid:Q11589660|name:ウロボロス		9784107702418,9784107702425
2	standard	Comic魂別冊神江里見	qid:Q11590453|name:弐十手物語		9784073410898,9784074307814
2	standard	Comic魂別冊	qid:Q11590453|name:必殺闇同心		9784074300778,9784074306862
2	standard		qid:Q11590453|name:必殺闇同心		9784074309825,9784074309993
2	standard	Goma books	qid:Q11590692|name:不沈戦艦紀伊		9784814917471,9784814917495
2	standard	BEAM COMIX	qid:Q11599172|name:しましま曜日		9784757705906,9784757705913
2	standard	ミッシイコミックスDX	qid:Q11599172|name:ねこめ～わく		9784872871654,9784872877120
2	standard	BEAM COMIX	qid:Q11599172|name:魔法使いさんおしずかに!		9784757712515,9784757712522
2	standard	Jump comics	qid:Q11603014|name:ぼくたちは勉強ができない		9784089083970,9784089083987
2	standard	Akita top comics wide	qid:Q11606019|name:シュガーレス		9784253247412,9784253247429
2	standard	ファンタジーコミックス	qid:Q11606240|name:ひみつの階段		9784030144606,9784030144705
2	standard	PIANISSIMO COMICS	qid:Q11606240|name:ひみつの階段		9784591111093,9784591111109
2	standard	GANGAN WING COMICS	qid:Q11607132|name:LIFE:ERRORS		9784757501119,9784870254862
2	standard	ACTION COMICS	qid:Q11616201|name:僕は恥っこが好き		9784575852950,9784575853070
2	standard	IDコミックス	qid:Q11624396|name:いおの様ファナティクス		9784758074155,9784758074179
2	standard	Raimu comics	qid:Q11628495|name:美紅・舞子		9784415087337,9784875199731
2	standard	バーガーSC	qid:Q11632786|name:ヴィシャスの街		9784882750178,9784882750185
2	standard	バーガーSC	qid:Q11632959|name:ハイスクールAGENT		9784882750123,9784882750130
2	standard	バーガーSCスペシャル	qid:Q11632959|name:パチプロハイエナ		9784796244176,9784796244411
2	standard	Goma books	qid:Q11634432|name:叛乱!二・二六事件		9784814918881,9784814918898
2	standard	HMB	qid:Q11638679|name:心の迷宮		9784834273601,9784834273618
2	standard	Ascii comix	qid:Q11638680|name:天からトルテ!		9784756108098,9784756127129
2	standard	角川コミックス ドラゴンJr.	qid:Q11638680|name:黒蘭		9784047123410,9784047123663
2	standard	スーパービジュアル・コミックス	qid:Q11648379|name:ブリザード・プリンセス		9784091602541,9784091602558
2	standard	Hard comics	qid:Q11648379|name:和由プレイバック		9784886533999,9784886534002
2	standard	アスペクトコミックス	qid:Q11648445|name:オールナイトライブ		9784757202597,9784893669520
2	standard	Akita top comics wide	qid:Q11648463|name:春道		9784253188456,9784253243698
2	standard		qid:Q11649074|name:嘆きのサイレン|sub:クラッシュ・ブレイズコミック・バージョン		9784120051456,9784120051463
2	standard	SP pocket wide	qid:Q11653767|name:セキガハラ		9784845847778,9784845847785
2	standard	YK best	qid:Q11653767|name:ナポレオン		9784785954611,9784785954628
2	standard	Gum comics	qid:Q11654937|name:ヘブンズゲイト		9784847035463,9784847035470
2	standard	ファンタジーコミックス	qid:Q11664746|name:振袖いちま		9784030144002,9784030144101
2	standard	講談社プラチナコミックス	qid:Q11664780|name:実在ゲキウマ地酒日記	除外レーベル	9784063856347,9784063856354
2	standard	あすかコミックス	qid:Q11668955|name:ピンナップ・ベイビー		9784049242973,9784049242980
2	standard	FC jam	qid:Q11668955|name:花のあすか組!		9784396791230,9784396791247
2	standard	KPC	qid:Q11670885|name:リーマンギャンブラーマウス	除外レーベル	9784063742176,9784063742565
2	standard	ヤングサンデーコミックススペシャル	qid:Q11670885|name:土竜の唄		9784091515797,9784091861597
2	standard	Bamboo comics	qid:Q11671221|name:押忍!!空手部		9784812486375,9784812486450
2	standard	Dengeki Comics EX	qid:Q11673127|name:クロノスヘイズ		9784840220071,9784840222808
2	standard	マーガレットコミックス	qid:Q11673144|name:orange		9784088468044,9784088468617
2	standard	スコラLC	qid:Q11673673|name:邪神ハンターピーチドラゴン		9784796287555,9784796287630
2	standard	IDコミックス	qid:Q11673888|name:楽屋裏		9784758030694,9784758031004
2	standard	HMB	qid:Q11675527|name:雲の上のキスケさん		9784834274790,9784834274806
2	standard	Big spirits comics special	qid:Q1191638|name:七夕の国		9784091877314,9784091877321
2	standard	講談社プラチナコミックス	qid:Q1195859|name:無頼伝涯	除外レーベル	9784063778236,9784063778472
2	standard	Action comics. Coinsアクションオリジナル	qid:Q1195859|name:銀と金		9784575999235,9784575999266
2	standard	My first big	qid:Q1207548|name:機動警察パトレイバー	除外レーベル	9784091097804,9784091098184
2	standard	BONITA COMICS	qid:Q123142098|name:グッドナイト、アイラブユー		9784253013291,9784253017497
2	standard	ゼノンコミックスDX	qid:Q1319232|name:公権力横領捜査官中坊林太郎		9784199800061,9784199800146
2	standard	Jump super ace	qid:Q1319232|name:鉄のドンキホーテ		9784420137669,9784420137676
2	standard	Magical comics	qid:Q1319237|name:斬殺者		9784921181291,9784921181307
2	standard	My first casual	qid:Q1319777|name:Age,35		9784091610157,9784091610171
2	standard	ビッグコミックススペシャル	qid:Q1319777|name:九龍で会いましょう		9784091818874,9784091818881
2	standard	My first casual	qid:Q1319777|name:同・級・生		9784091610058,9784091610065
2	standard	ビッグコミックススペシャル	qid:Q1319777|name:同窓生		9784091864307,9784091864482
2	bunkobon	文春文庫	qid:Q1319777|name:東京ラブストーリー		9784167579050,9784167579067
2	bunkobon	集英社文庫	qid:Q1324685|name:GALS!		9784086188814,9784086188821
2	standard	My first big	qid:Q1332841|name:男組	除外レーベル	9784091094094,9784091094193
2	standard	YK comics neo	qid:Q1335515|name:トライガン		9784785933050,9784785933067
2	standard	Shueisha jump remix	qid:Q1343976|name:Bastard!!	除外レーベル	9784081063727,9784081063925
2	standard	My first big special	qid:Q1358489|name:カムイ外伝	除外レーベル	9784091075222,9784098035564
2	standard	Birz comics remix	qid:Q1377779|name:コドク・エクスペリメント	除外レーベル	9784344827769,9784344827776
2	standard	BIG COMICS SPECIAL	qid:Q1377779|name:妖女伝説		9784091873996,9784091874054
2	standard	My first big	qid:Q1385951|name:焼きたて!!ジャぱん	除外レーベル	9784091082473,9784091082480
2	standard	サンデーGXコミックス	qid:Q1390701|name:翡翠峡奇譚		9784091572622,9784091572639
2	standard	モーニング・カラーKC	qid:Q1399083|name:ハートカクテル		9784063248579,9784063248616
2	standard		qid:Q1399083|name:ハートカクテル		9784063248586,9784063248593
2	standard	YOUNG ANIMAL COMICS	qid:Q15043482|name:モトヨメ		9784592141501,9784592145578
2	standard	Ruelle bleu	qid:Q15304371|name:監禁探偵		9784408415383,9784408415390
2	standard	単行本コミックス	qid:Q1627449|name:多重人格探偵サイコ		9784041133545,9784041133552
2	standard	Goma books	qid:Q17130241|name:イオ		9784814918669,9784814918676
2	standard	講談社プラチナコミックス	qid:Q17158799|name:亜人	除外レーベル	9784065103234,9784065103241
2	standard	YKコミックス	qid:Q17191922|name:総合タワーリシチ		9784785961091,9784785961107
2	standard	講談社バイリンガル・コミックス	qid:Q1721423|name:ジパング		9784770029089,9784770029096
2	standard	Kodansha bilingual comics	qid:Q1721423|name:ジパング	除外レーベル	9784770029102,9784770029119
2	standard	[モーニングKCDX]	qid:Q1721423|name:沈黙の艦隊		9784063768862,9784063769043
2	standard	講談社プラチナコミックス	qid:Q1721423|name:瑠璃の波風	除外レーベル	9784063861150,9784063861181
2	standard	KCDX	qid:Q1721423|name:生存		9784063766431,9784063766448
2	standard	スーパーワイド pocket	qid:Q17219985|name:本当にあったHな体験教えます		9784845845637,9784845845965
2	standard	KCDX	qid:Q17349922|name:0リー打越くん!!		9784063754230,9784063754247
2	standard	マイベストリミックス	qid:Q1736792|name:ふたりエッチ	除外レーベル	9784592841012,9784592841074
2	standard	St comics	qid:Q1736792|name:まぼろし佑幻		9784886530967,9784886530974
2	anime	てんとう虫コミックス・アニメ版	qid:Q17572|name:T・Pぼん	除外レーベル	9784091490919,9784091490926
2	standard	藤子・F・不二雄大全集	qid:Q17572|name:チンプイ		9784091434524,9784091434623
2	standard		qid:Q17572|name:ドラえもん		9784091761019,9784091761026
2	bunkobon	小学館コロコロ文庫デラックス	qid:Q17572|name:ドラえもん		9784091948045,9784091948052
2	standard	中公コミックス	qid:Q17572|name:ポコニャン		9784124102154,9784124102192
2	standard	藤子・F・不二雄大全集	qid:Q17572|name:大長編ドラえもん		9784091434388,9784091434494
2	standard	中公コミックス	qid:Q17572|name:大長編ドラえもん		9784124102314,9784124102826
2	standard	バーガーSCスペシャル	qid:Q18383284|name:感じさせてBABY		9784796242844,9784796242929
2	standard	KPC	qid:Q1906779|name:らくてんパパ	除外レーベル	9784063533453,9784063742848
2	standard	中公漫画叢書	qid:Q193300|name:0マン		9784120019647,9784120019654
2	bunkobon	秋田文庫	qid:Q193300|name:0マン		9784253172288,9784253172295
2	standard	ビッグコミックススペシャル	qid:Q193300|name:きりひと讃歌		9784091820594,9784091820600
2	standard	Hard comics	qid:Q193300|name:きりひと讃歌		9784886533333,9784886533340
2	standard	手塚治虫トレジャー・ボックス	qid:Q193300|name:どろろ		9784336054753,9784336076298
2	standard	My first big	qid:Q193300|name:ばるぼら	除外レーベル	9784091185723,9784091185952
2	standard	Akita top comics wide	qid:Q193300|name:アドルフに告ぐ		9784253246521,9784253246675
2	standard	サンエイムック	qid:Q193300|name:アドルフに告ぐ		9784779622694,9784779622700
2	standard	ぴっかぴかコミックス カラー版	qid:Q193300|name:ガムガムパンチ		9784091480682,9784091480750
2	standard	小学館叢書	qid:Q193300|name:グリンゴ		9784091973511,9784091973528
2	standard	SHONEN CHAMPION COMICS	qid:Q193300|name:ゴブリン公爵		9784253035255,9784253035262
2	standard	Kadokawa絶品コミック	qid:Q193300|name:シュマリ		9784048539869,9784048539876
2	standard	サンエイムック	qid:Q193300|name:シュマリ		9784779624339,9784779624346
2	standard	Goma books	qid:Q193300|name:ジャングル大帝		9784814919253,9784814919260
2	standard	ぴっかぴかコミックス カラー版	qid:Q193300|name:ジャングル大帝レオ		9784091480842,9784091480859
2	standard	SUNDAY COMICS	qid:Q193300|name:ジャングル大帝レオ		9784253065030,9784253065047
2	standard	SUNDAY COMICS	qid:Q193300|name:ダスト8		9784253064460,9784253064477
2	bunkobon	秋田文庫	qid:Q193300|name:ナンバー7		9784253178884,9784253178891
2	standard	Akita handy comics	qid:Q193300|name:ブラック・ジャック		9784253188012,9784253188029
2	standard	Goma books	qid:Q193300|name:ブラック・ジャック		9784814919031,9784814919048
2	standard	Akita top comics wide	qid:Q193300|name:ミッドナイト		9784253242493,9784253242509
2	standard	手塚治虫まんが絵本館	qid:Q193300|name:ユニコ		9784097273011,9784097273028
2	standard	Akita top comics wide	qid:Q193300|name:七色いんこ		9784253247146,9784253247153
2	standard	My first big	qid:Q193300|name:地球を呑む	除外レーベル	9784091185242,9784091185419
2	standard	Kadokawa絶品コミック	qid:Q193300|name:奇子		9784048537209,9784048537216
2	standard	Hard comics	qid:Q193300|name:奇子		9784886533104,9784886533111
2	standard	講談社コミックスグランドコレクション	qid:Q193300|name:未来人カオス		9784063134148,9784063134155
2	standard	ぴっかぴかコミックス カラー版	qid:Q193300|name:鉄腕アトム		9784091480866,9784091480873
2	standard	KPC	qid:Q1970474|name:3×3EYES	除外レーベル	9784063858631,9784063859614
2	standard	講談社プラチナコミックス	qid:Q1970474|name:CAPTAINアリス	除外レーベル	9784063860245,9784063860252
2	standard	ヤングジャンプコミックス・ウルトラ	qid:Q20039046|name:Levius		9784088912769,9784088912776
2	standard	フラワーコミックス	qid:Q202229|name:Miss		9784091365583,9784091365590
2	standard	富士見ファンタジアコミックス	qid:Q2061122|name:ヴェルバーサーガ		9784829183076,9784829183281
2	standard	マンサンQコミックス	qid:Q2077268|name:湯けむりスナイパー		9784408167725,9784408168098
2	standard	BEAM COMIX	qid:Q2077268|name:狩撫麻礼作品集カリブソング		9784757707399,9784757707405
2	standard	少年サンデーコミックススペシャル	qid:Q219948|name:らんま1/2		9784091234759,9784091234766
2	standard	田村由美イラスト集	qid:Q2235128|name:BASARA		9784091997418,9784091997425
2	standard	YK best	qid:Q2279877|name:QP		9784785923822,9784785924393
2	standard	Akita top comics wide	qid:Q2279877|name:QP外伝我妻涼		9784253244480,9784253244503
2	standard	YKベスト	qid:Q2290191|name:一騎当千		9784785956752,9784785962067
2	standard		qid:Q229724|name:コードネームはセーラーV		9784063649468,9784063649475
2	standard	なかよしアニメアルバム	qid:Q229724|name:美少女戦士セーラームーン	除外レーベル	9784061777347,9784061777408
