layer	stem	title	ei	etype	label	number	kind	isbn	date	rak_title	rak_author	rak_publisher	other_slug	other_title	in_db	route	layer_note
A_種2のみ(本番未描画)	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	1	bunkobon	文庫版	10	ELEAD	9784253178266	2010-01	ドカベン スーパースターズ編(10)	水島新司	秋田書店			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	1	bunkobon	文庫版	11	ELEAD	9784253178273	2010-04	ドカベン スーパースターズ編(11)	水島新司	秋田書店			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	1	bunkobon	文庫版	12	ELEAD	9784253178280	2010-07	ドカベン スーパースターズ編(12)	水島新司	秋田書店			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	1	bunkobon	文庫版	13	ELEAD	9784253178297	2010-10	ドカベン スーパースターズ編(13)	水島新司	秋田書店			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	1	bunkobon	文庫版	14	ELEAD	9784253178303	2011-01	ドカベン スーパースターズ編(14)	水島新司	秋田書店			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	go-west-2004	Go!west	1	shinsoban	ムービック版(1993)	1	ELEAD	9784872879452	1998-12	GO WEST	有坂亜摘	宙出版			o	canon:extra[0]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	go-west-2004	Go!west	3	shinsoban	fukkan.com	1	ELEAD	9784872879452	1998-12	GO WEST	有坂亜摘	宙出版			o	canon:extra[2]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	hidoku-shinaide	酷くしないで	1	deluxe	デラックス版	1	ELEAD	9784799730812	2016-10	酷くしないで(1)	ねこ田米蔵	リブレ			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	hole-in-one	ホールインワン	1	bunkobon	集英社文庫コミック版	1	ELEAD	9784086178013	2002-03	ホールインワン(1)	鏡丈二/金井たつお	集英社			o	canon:extra[0]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	hole-in-one	ホールインワン	1	bunkobon	集英社文庫コミック版	2	ELEAD	9784086178020	2002-03	ホールインワン(2)	鏡丈二/金井たつお	集英社			o	canon:extra[0]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	houkago-hokenshitsu	放課後保健室	1	bunkobon	文庫版	1	ELEAD	9784253180924	2012-01	放課後保健室(1)	水城せとな	秋田書店			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	lupin-iii	ルパン三世	4	bunkobon	双葉文庫(1995)	1	ELEAD	9784575720013	1994-11	ルパン三世(第1巻)	モンキー・パンチ	双葉社			o	canon:extra[3]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	lupin-iii	ルパン三世	4	bunkobon	双葉文庫(1995)	2	ELEAD	9784575720020	1994-11	ルパン三世(第2巻)	モンキー・パンチ	双葉社			o	canon:extra[3]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	lupin-iii	ルパン三世	4	bunkobon	双葉文庫(1995)	3	ELEAD	9784575720037	1994-11	ルパン三世(第3巻)	モンキー・パンチ	双葉社			o	canon:extra[3]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	lupin-iii	ルパン三世	4	bunkobon	双葉文庫(1995)	4	ELEAD	9784575720044	1994-11	ルパン三世(第4巻)	モンキー・パンチ	双葉社			o	canon:extra[3]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	lupin-iii	ルパン三世	4	bunkobon	双葉文庫(1995)	5	ELEAD	9784575720051	1994-11	ルパン三世(第5巻)	モンキー・パンチ	双葉社			o	canon:extra[3]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	lupin-iii	ルパン三世	4	bunkobon	双葉文庫(1995)	6	ELEAD	9784575720136	1995-02	ルパン三世(第6巻)	モンキー・パンチ	双葉社			o	canon:extra[3]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	lupin-iii	ルパン三世	4	bunkobon	双葉文庫(1995)	7	ELEAD	9784575720143	1995-02	ルパン三世(第7巻)	モンキー・パンチ	双葉社			o	canon:extra[3]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	lupin-iii	ルパン三世	4	bunkobon	双葉文庫(1995)	8	ELEAD	9784575720150	1995-02	ルパン三世(第8巻)	モンキー・パンチ	双葉社			o	canon:extra[3]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	momoiro-anzuiro-sakurairo	ももいろあんずいろさくらいろ	0	standard	通常版	1	ELEAD	9784812487716	2014-08-25	ももいろあんずいろさくらいろ(1)	咲	竹書房			o	canon:volumes	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	raika	雷火	0	deluxe	デラックス版	1	ELEAD	9784882750291	1988-09-22	雷火(1)	藤原カムイ/寺島優	スコラ			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	seishoujo	聖少女	0	standard	通常版	1	ELEAD	9784088490106	1990-08-04	聖:少女	深沢かすみ	集英社			o	canon:volumes	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	silent-m-bius	サイレントメビウス	1	bunkobon	文庫版	1	ELEAD	9784821171101	2011-03	サイレントメビウス(1)	麻宮騎亜	ぶんか社			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	silent-m-bius	サイレントメビウス	1	bunkobon	文庫版	2	ELEAD	9784821171439	2011-05	サイレントメビウス(2)	麻宮騎亜	ぶんか社			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	susanoou	凄ノ王	0	standard	通常版	1	ELEAD	9784063290103	1996-06-21	凄ノ王	永井豪	講談社			o	canon:volumes	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	susanoou	凄ノ王	1	shinsoban	フェニックスKC(1996)	1	ELEAD	9784063290103	1996-06-21	凄ノ王	永井豪	講談社			o	canon:extra[0]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	tetsuwan-atom	鉄腕アトム	7	shinsoban	講談社コミックス(1993)	1	ELEAD	9784063133585	1992-11	鉄腕アトム(1)	手塚治虫	講談社			o	canon:extra[6]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	tetsuwan-atom	鉄腕アトム	7	shinsoban	講談社コミックス(1993)	2	ELEAD	9784063133608	1992-11	鉄腕アトム(2)	手塚治虫	講談社			o	canon:extra[6]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	tetsuwan-atom	鉄腕アトム	7	shinsoban	講談社コミックス(1993)	3	ELEAD	9784063133646	1992-12	鉄腕アトム(3)	手塚治虫	講談社			o	canon:extra[6]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	tetsuwan-atom	鉄腕アトム	7	shinsoban	講談社コミックス(1993)	4	ELEAD	9784063133677	1993-01	鉄腕アトム(4)	手塚治虫	講談社			o	canon:extra[6]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	tetsuwan-atom	鉄腕アトム	7	shinsoban	講談社コミックス(1993)	5	ELEAD	9784063133684	1993-02	鉄腕アトム(5)	手塚治虫	講談社			o	canon:extra[6]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	x-men	X-MEN	2	shinsoban	マーヴル・スーパー・コミックス	1	ELEAD	9784106031106	2003-09-15	X-men	チャック・オ-スティン/麻宮騎亜	新潮社			o	canon:extra[1]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	young-shima-kousaku-shuninhen	ヤング島耕作 主任編	0	standard	通常版	1	ELEAD	9784063521825	2007-04	ヤング島耕作主任編(1)	弘兼憲史	講談社			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	2	shinsoban	講談社コミックス	1	ELEAD	9784061013827	1988-03-05	1・2の三四郎(1)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	2	shinsoban	講談社コミックス	2	ELEAD	9784061013834	1988-04-06	1・2の三四郎(2)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	2	shinsoban	講談社コミックス	3	ELEAD	9784061013841	1988-05-06	1・2の三四郎(3)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	2	shinsoban	講談社コミックス	4	ELEAD	9784061013858	1988-06-06	1・2の三四郎(4)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	2	shinsoban	講談社コミックス	5	ELEAD	9784061013865	1988-07-06	1・2の三四郎(5)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	2	shinsoban	講談社コミックス	6	ELEAD	9784061013872	1988-08-06	1・2の三四郎(6)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	2	shinsoban	講談社コミックス	7	ELEAD	9784061013889	1988-09-06	1・2の三四郎(7)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	3-three	3 THREE	1	bunkobon	文庫版	1	ELEAD	9784091330512	1988-10-26	3-Three(1)	惣領冬実	小学館	3-three	3 THREE	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	3-three	3 THREE	1	bunkobon	文庫版	2	ELEAD	9784091330529	1989-01-26	3-Three(2)	惣領冬実	小学館	3-three	3 THREE	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	3-three	3 THREE	1	bunkobon	文庫版	3	ELEAD	9784091330536	1989-04-26	3-Three(3)	惣領冬実	小学館	3-three	3 THREE	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	3-three	3 THREE	1	bunkobon	文庫版	4	ELEAD	9784091330543	1989-07-26	3-Three(4)	惣領冬実	小学館	3-three	3 THREE	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	aitora	#アイトラ	1	deluxe	デラックス版	1	ELEAD	9784065346846	2024-03-15	#アイトラ(1)	ねこうめ	講談社	aitora	#アイトラ	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	alfheim-no-kishi	妖精国の騎士	1	bunkobon	文庫版	1	ELEAD	9784253073882	1987-02	妖精国の騎士(第1巻)	中山星香	秋田書店	alfheim-no-kishi	妖精国の騎士	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	alfheim-no-kishi	妖精国の騎士	1	bunkobon	文庫版	2	ELEAD	9784253073899	1987-06	妖精国の騎士(第2巻)	中山星香	秋田書店	alfheim-no-kishi	妖精国の騎士	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	alfheim-no-kishi	妖精国の騎士	1	bunkobon	文庫版	3	ELEAD	9784253073905	1987-11	妖精国の騎士(第3巻)	中山星香	秋田書店	alfheim-no-kishi	妖精国の騎士	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	alfheim-no-kishi	妖精国の騎士	1	bunkobon	文庫版	4	ELEAD	9784253073912	1988-04	妖精国の騎士(第4巻)	中山星香	秋田書店	alfheim-no-kishi	妖精国の騎士	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	alfheim-no-kishi	妖精国の騎士	1	bunkobon	文庫版	5	ELEAD	9784253073929	1988-09	妖精国の騎士(第5巻)	中山星香	秋田書店	alfheim-no-kishi	妖精国の騎士	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	bacchus	バッコス	0	standard	通常版	1	ELEAD	9784091702128	1991-01-01	バッコス	白土三平	小学館	bacchus	バッコス	o	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	dr-typhoon	Dr.タイフーン	1	wideban	ワイド版(1996)	1	ELEAD	9784575810653	1986-03	Dr.タイフーン(1)	かざま鋭二/高橋三千綱	双葉社	dr-typhoon	Dr.タイフーン	o	overrides	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	fire-emblem-nintendo-1996	ファイアーエムブレム	1	standard	通常版	1	ELEAD	9784796243834	1996-07-29	ファイアーエムブレム(1)	大沢美月	スコラ	fire-emblem-nintendo	ファイアーエムブレム	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	fire-emblem-nintendo-1996	ファイアーエムブレム	1	standard	通常版	2	ELEAD	9784796243971	1996-10-29	ファイアーエムブレム(2)	大沢美月	スコラ	fire-emblem-nintendo	ファイアーエムブレム	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	fire-emblem-nintendo-1996	ファイアーエムブレム	1	standard	通常版	3	ELEAD	9784796244039	1997-01-29	ファイアーエムブレム(3)	大沢美月	スコラ	fire-emblem-nintendo	ファイアーエムブレム	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	fire-emblem-nintendo-1996	ファイアーエムブレム	1	standard	通常版	4	ELEAD	9784796244138	1997-04-28	ファイアーエムブレム(4)	大沢美月	スコラ	fire-emblem-nintendo	ファイアーエムブレム	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	fire-emblem-nintendo-1996	ファイアーエムブレム	1	standard	通常版	5	ELEAD	9784796244206	1997-07-29	ファイアーエムブレム(5)	大沢美月	スコラ	fire-emblem-nintendo	ファイアーエムブレム	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	fire-emblem-nintendo-1996	ファイアーエムブレム	1	standard	通常版	6	ELEAD	9784796244268	1997-10-29	ファイアーエムブレム(6)	大沢美月	スコラ	fire-emblem-nintendo	ファイアーエムブレム	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	fire-emblem-nintendo-1996	ファイアーエムブレム	1	standard	通常版	7	ELEAD	9784796244336	1998-02-25	ファイアーエムブレム(7)	大沢美月	スコラ	fire-emblem-nintendo	ファイアーエムブレム	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	fire-emblem-nintendo-1996	ファイアーエムブレム	1	standard	通常版	8	ELEAD	9784796244398	1998-04-27	ファイアーエムブレム(8)	大沢美月	スコラ	fire-emblem-nintendo	ファイアーエムブレム	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	fire-emblem-nintendo-1996	ファイアーエムブレム	1	standard	通常版	9	ELEAD	9784796244473	1998-07-29	ファイアーエムブレム(9)	大沢美月	スコラ	fire-emblem-nintendo	ファイアーエムブレム	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	fire-emblem-nintendo-1996	ファイアーエムブレム	1	standard	通常版	10	ELEAD	9784796244480	1998-10-29	ファイアーエムブレム(10)	大沢美月	スコラ	fire-emblem-nintendo	ファイアーエムブレム	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	fire-emblem-nintendo-1996	ファイアーエムブレム	1	standard	通常版	11	ELEAD	9784796244657	1999-01-29	ファイアーエムブレム(11)	大沢美月	スコラ	fire-emblem-nintendo	ファイアーエムブレム	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gessekai-ryokou	月世界旅行	1	standard	通常版	1	ELEAD	9784797373394	2013-03	月世界旅行	山田石人	SBクリエイティブ	gessekai-ryokou	月世界旅行	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	2	shinsoban	KCDX	1	ELEAD	9784088761886	2001-07	銃夢Last Order(1)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	2	shinsoban	KCDX	2	ELEAD	9784088762760	2002-02	銃夢Last Order(2)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	2	shinsoban	KCDX	3	ELEAD	9784088763507	2002-09	銃夢Last Order(3)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	2	shinsoban	KCDX	4	ELEAD	9784088764719	2003-06	銃夢Last Order(4)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	2	shinsoban	KCDX	5	ELEAD	9784088765907	2004-03	銃夢Last Order(5)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	2	shinsoban	KCDX	6	ELEAD	9784088766829	2004-09	銃夢Last Order(6)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	2	shinsoban	KCDX	7	ELEAD	9784088767772	2005-03	銃夢Last Order(7)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	2	shinsoban	KCDX	8	ELEAD	9784088768762	2005-11	銃夢Last Order(8)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	2	shinsoban	KCDX	9	ELEAD	9784088771236	2006-07	銃夢Last Order(9)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	2	shinsoban	KCDX	10	ELEAD	9784088772707	2007-07	銃夢Last Order(10)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	hamster-club	ハムスター倶楽部	0	standard	通常版	3	ELEAD	9784840124737	2008-11	ハムスター倶楽部(3)	めで鯛	メディアファクトリー	hamster-club	ハムスター倶楽部	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	hidoku-shinaide	酷くしないで	1	deluxe	デラックス版	2	ELEAD	9784862638519	2010-10-09	酷くしないで(2)	ねこ田米蔵	リブレ	hidoku-shinaide	酷くしないで	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	hidoku-shinaide	酷くしないで	1	deluxe	デラックス版	3	ELEAD	9784799711682	2012-08-10	酷くしないで(3)	ねこ田米蔵	リブレ	hidoku-shinaide	酷くしないで	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	hidoku-shinaide	酷くしないで	1	deluxe	デラックス版	4	ELEAD	9784799713969	2013-12	酷くしないで(4)	ねこ田米蔵	リブレ	hidoku-shinaide	酷くしないで	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	hidoku-shinaide	酷くしないで	1	deluxe	デラックス版	5	ELEAD	9784799728420	2016-01	酷くしないで(5)	ねこ田米蔵	リブレ	hidoku-shinaide	酷くしないで	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	hidoku-shinaide	酷くしないで	1	deluxe	デラックス版	6	ELEAD	9784799730829	2016-10-08	酷くしないで(6)	ねこ田米蔵	リブレ	hidoku-shinaide	酷くしないで	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	hidoku-shinaide	酷くしないで	1	deluxe	デラックス版	7	ELEAD	9784799735183	2017-10-10	酷くしないで(7)	ねこ田米蔵	リブレ	hidoku-shinaide	酷くしないで	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	hidoku-shinaide	酷くしないで	1	deluxe	デラックス版	8	ELEAD	9784799739280	2018-08-09	酷くしないで(8)	ねこ田米蔵	リブレ	hidoku-shinaide	酷くしないで	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	hidoku-shinaide	酷くしないで	1	deluxe	デラックス版	9	ELEAD	9784799743508	2019-06-10	酷くしないで(9)	ねこ田米蔵	リブレ	hidoku-shinaide	酷くしないで	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	iga-no-kagemaru	伊賀の影丸	8	shinsoban	サンデーコミックス復刻(2024)	1	ELEAD	9784253108447	1985-08-14	伊賀の影丸(1)	横山光輝	秋田書店	iga-no-kagemaru	伊賀の影丸	o	canon:extra[7]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	iga-no-kagemaru	伊賀の影丸	8	shinsoban	サンデーコミックス復刻(2024)	2	ELEAD	9784253014953	1992-04	伊賀の影丸(2)	横山光輝	秋田書店	iga-no-kagemaru	伊賀の影丸	o	canon:extra[7]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
