slug	title	authors	year	publisher	total_volumes
sanshirou	三四郎	大和正樹	1992	(unknown)	1
sangokushi-1992	三国志	勝間田具治	1992	kawade-shobo	13
sangokushi-sou-sou-den	三国志曹操伝	影丸穣也	1992	koei	1
miyoshi-san-toko-no-nichiyoubi	三好さんとこの日曜日	三好銀	1992	shogakukan	1
mikazukikoku-no-repusu-kun	三日月国のレプス君	鴨沢祐仁	1992	kawade-shobo	1
fudou-1992	不動	谷村ひとし	1992	wani-books	2
nakasu-utanikki	中洲歌日記	福まさる	1992	(unknown)	2
marunouchi-cinderella	丸の内シンデレラ	後藤ユタカ	1992	futabasha	2
akiko-no-calendar-16-sai	亜紀子のカレンダー 16歳	酒井美羽	1992	kadokawa	1
akiko-no-calendar-17-sai	亜紀子のカレンダー17歳	酒井美羽	1992	kadokawa	1
jinrui-saishuu-heiki-purazunaa-no-shoutai	人類最終兵器プラズナーの正体	飛鳥昭雄	1992	kodansha	1
bukkyou-no-rekishi	仏教の歴史 日本	阿部高明	1992	suzuki-shuppan	4
senjutsu-choukoukaku-orion	仙術超攻殻オリオン	士郎正宗	1992	(unknown)	1
kamenraidaa-rider-sd-bakusou-show-gakkou	仮面ライダーSD爆走笑学校	玉井たけし	1992	shogakukan	2
kamen-rider-esudii-shippuu-densetsu	仮面ライダーSD疾風伝説	かとうひろし	1992	shogakukan	3
kamen-butoukai	仮面舞踏会	矢萩貴子	1992	(unknown)	1
densetsu-no-angel	伝説のエンジェル	浅倉涼	1992	shueisha	2
denki-katsujinken	伝鬼活人剣	井荻寿一	1992	akita	4
zokubutsuou	俗物王	ロビン西	1992	kodansha	8
boku-ga-katai-ishi-o-butsukeruto-kimi-ha-itai-to-itte-kureru-darouka	僕が固い石をぶつけると、君は「痛い」といってくれるだろうか。	天久聖一	1992	(unknown)	1
bokutachi-monogatari	僕たち物語	佐野未央子	1992	shueisha	2
genki-kun	元気くん	北見けんいち	1992	houbunsha	4
aniki-1992	兄貴	遠藤淑子	1992	hakusensha	1
sensei-wa-zombie	先生はゾンビ	きもとのりこ	1992	jitsugyo-no-nihon	2
zenkan-shutsugeki	全艦出撃!!	ふくやまけいこ・道原かつみ・碧也ぴんく・らいとすたっふ	1992	tokuma	2
seifuku-1992	制服	寺館和子	1992	akita	1
gekiga-janbo-gundan	劇画ジャンボ軍団	高橋わたる	1992	nihon-bungeisha	7
gekiga-hiroike-chikurou	劇画広池千九郎	光山勝治	1992	(unknown)	4
tsutomu-to-junko	努と順子	津田ひろみ	1992	futabasha	2
kewaizaka-no-kubi	化粧坂の首	成毛厚子	1992	scola	1
kita-no-kuni-kara-konnichiwa	北の国からこんにちわ	新名昭彦	1992	wani-magazine	2
isourou	医候	土山しげる	1992	nihon-bungeisha	2
juurokuzakura	十六桜	大前田りん	1992	kadokawa	1
chibiki-no-ishi	千引きの石	山岸凉子	1992	asahi-sonorama	1
sotsugyou-1992	卒業	土田世紀	1992	takeshobo	1
minakata-kumagusu	南方熊楠	長谷邦夫	1992	(unknown)	1
inochi-1979	命	小室孝太郎	1992	shueisha	1
yotsuba-no-clover	四つ葉のクローバー	聖鈴子	1992	shogakukan	4
chijou-yori-eien-ni	地上より永遠に	ねもと章子	1992	akita	1
chiheikyuu	地平球	二越としみ	1992	biblos	2
chikyuugai-seimeitai-eva	地球外生命体イーバ	こやま拓	1992	square-enix	2
tosouya-harii	塗装屋ハリィ	髙橋雄一郎	1992	hakusensha	2
yoru-no-sanctuary	夜のサンクチュアリ	野妻まゆ美	1992	shufu-to-seikatsu	1
yoru-no-uo	夜の魚	吾妻ひでお	1992	ohta-shuppan	1
yomonogatari	夜物語	柳沢きみお	1992	studio-ship	1
yokachou	夜香鳥	岸裕子	1992	tairiku-shobo	1
yumemiru-bonchitchi	夢みるボンチッチ	コジマヒデオ	1992	shueisha	3
yumemiru-kajin	夢みる佳人	遠藤淑子	1992	hakusensha	1
yume-hana-reesu	夢・花・麗紗	大和和紀	1992	(unknown)	1
muou-no-hosomichi	夢奥の細道	松本零士	1992	shogakukan	1
yumeiro-moon-rabu	夢色ムーンラブ	河井リツ子	1992	shogakukan	1
yumeji-no-kyoufu-gekijou	夢路の恐怖劇場	谷間夢路	1992	jitsugyo-no-nihon	2
yumenosanchi-wa-koko-desuka	夢野さん家はここですか?	コンタロウ	1992	shonen-gahosha	1
taishou-no-kiiroi-tsuki	大正のきいろい月	上杉可南子	1992	shogakukan	1
dai-fuyuusen-jidai	大浮遊船時代	乃美康治	1992	akita	5
daikokuya-koudayuu	大黒屋光太夫	さいとう・たかを	1992	tokuma	1
ten-yori-takaku	天より高く!	浅美裕子	1992	shueisha	2
tenshinowakka	天使の環	ささやななえこ	1992	shueisha	1
paraisojima-yori	天国島より	須藤真澄	1992	kawade-shobo	1
appare-kappoore	天晴れ!カッポーレ	菅野博之	1992	tokuma	2
tennen-shiyoku-danji-burai	天然色男児BURAY	高橋和希	1992	shueisha	2
taiheiyou-nichibei-koukuu-senki	太平洋日米航空戦記	上田信	1992	nihon-shuppansha	1
chigiri	契り	長浜幸子	1992	shueisha	2
oku-sama-wa-interia-dezainaa	奥さまはインテリアデザイナー	秋月りす	1992	futabasha	1
joou-seiten	女王聖典	いがらしゆみこ	1992	shufu-to-seikatsu	4
merou	女郎	笠原倫	1992	akita	14
buraioo	妖獣武装ブライオー	松本久志	1992	square-enix	2
gakuen-tokkei-duklyon	学園特警デュカリオン	CLAMP	1992	kadokawa	2
uchuu-no-himitsu	宇宙のひみつ	津原義明	1992	gakken	1
teihon-yume-no-sanpo	定本・夢の散歩	つげ義春	1992	(unknown)	1
watashi-no-kyoufutaiken	宜保愛子の私の恐怖体験	東堂洸子	1992	kodansha	3
miyazaki-hayao-no-zassou-note	宮崎駿の雑想ノート	宮崎駿	1992	(unknown)	1
fuujirareta-akui	封じられた悪意	森次矢尋	1992	hakusensha	1
show-1992	将	しげの秀一	1992	kodansha	3
koroku-no-kokoro	小六の純情	津島三十三	1992	nihon-bungeisha	4
kotetsu-no-daibouken	小鉄の大冒険	MEE	1992	wani-magazine	9
yane-no-aoi-tori	屋根うらの青い鳥	春日るりか	1992	shueisha	1
sangetsuki-riryou	山月記・李陵	倉科遼	1992	(unknown)	1
okada-fumiko-sakuhinshuu	岡田史子作品集	岡田史子	1992	(unknown)	2
iwatani-tenhoo-no-hamagurisoushi	岩谷テンホ～のはまぐり草子	岩谷テンホー	1992	jitsugyo-no-nihon	2
arashi-no-jiei-boy-buttobi-fight	嵐のJボーイ ぶっとび闘人	樫本学ヴ	1992	shogakukan	7
arashi-bunpai	嵐・分配	たがわ靖之	1992	(unknown)	1
kawauta	川歌	青柳裕介	1992	shogakukan	7
heisei-dousei-monogatari	平成DOSEI物語	山口かつみ	1992	kodansha	3
heisei-no-arukikata	平成ノ歩キ方	木村和久	1992	shogakukan	2
nenchuu-gyouji-kinenbi-365-nichi-no-himitsu	年中行事記念日365日のひみつ	ヨシダ忠・飯塚よし照・山田えいし	1992	gakken	1
koufuku-no-ke	幸福の毛	朝倉世界一	1992	(unknown)	1
koufuku-dou	幸福堂	上野すばる	1992	kodansha	2
maboroshi-no-natsu	幻の夏	わたなべまさこ	1992	shufu-to-seikatsu	3
gensou-toshi	幻想都市	瀬川乃里子	1992	akita	2
genjuu-hakubutsukan	幻獣博物館	杉山志保子	1992	hakusensha	1
keishiki-kekkon	形式結婚	柳沢きみお	1992	futabasha	25
kanojo-to-kurosuwaakingu	彼女とクロスワーキング	春日光広	1992	scola	2
kanojo-no-mimi-wa-chuuingamu-no-aji	彼女の耳はチューイン―ガムの味	篠有紀子	1992	kadokawa	1
jo-fujin-no-hishu	徐夫人のヒ首	白井恵理子	1992	kadokawa	1
tokugawa-seirou-den	徳川青楼伝	とんぼはうす	1992	nihon-bungeisha	2
kokoro-to-karada-monogatari	心とからだ物語	飯塚修子	1992	gakken	1
dotou-no-shoujo	怒濤の少女	長浜幸子	1992	scola	3
omoi-tsumeta-anata	思いつめたあなた	木原敏江	1992	kadokawa	1
omoide-yorimo-setsunakute	思い出よりもせつなくて	石井まゆみ	1992	kodansha	1
sei-ni-mezameru-koro	性に目覚める頃	関谷ひさし	1992	(unknown)	1
kai-rei-taiken-nikki	怪　霊体験日記	成毛厚子	1992	kodansha	2
kaiki-keisatsu-saiporisu	怪奇警察サイポリス	上山道郎	1992	shogakukan	9
koisuru-sayo-chan	恋するさよちゃん	窪田まり子	1992	houbunsha	6
koi-wa-etude	恋はエチュード	江波譲二	1992	(unknown)	1
koi-ichiya	恋一夜	大谷博子	1992	akita	1
koibitotachi-no-pureibooru	恋人たちのプレイボール	三浦浩子	1992	shogakukan	1
love-shousetsu-1992	恋愛小説	原田梨花	1992	kodansha	1
kyouryuu-kun	恐竜くん	やまさき拓味	1992	akita	8
kyouryuu-zetsumetsu-no-daishinjitsu	恐竜絶滅の大真実	飛鳥昭雄	1992	kodansha	1
akunin-shigan	悪人志願	横山まさみち	1992	houbunsha	3
akumu-no-shoutai-jou	悪夢の招待状	大塚あきら	1992	akita	5
ai-to-seishun-no-pinokio	愛と青春のピノキオ	岡田純子	1992	shufu-to-seikatsu	1
ai-no-tranger	愛のエトランゼ	畑中純	1992	shufu-to-seikatsu	2
ai-no-yokan	愛の予感	前田恵津子	1992	shogakukan	3
ainojumon	愛の呪文	菊川近子	1992	kodansha	1
ai-wa-kojin-no-jiyuugata	愛は個人の自由形	姫木薫理	1992	shufu-to-seikatsu	1
natsukashii-toshi-eno-tegami	懐かしい年への手紙	白倉由美	1992	ohta-shuppan	1
tezuka-osamu-ha-dokoni-iru	手塚治虫はどこにいる	夏目房之介	1992	chikuma-shobo	2
houkago-sentai-gotakkii	放課後戦隊ゴタッキー	月島冬二	1992	kodansha	3
shi-no-white-magic-shin	新・死のホワイトマジック	門松巧大	1992	kodansha	3
shin-gakuen-nanafushigi	新学園七不思議	大槻純	1992	akita	2
shinpen-gakumon	新編学問	夏目房之介	1992	shinchosha	1
shinhensei-ron-sensei-no-mushimegane	新編成ロン先生の虫眼鏡	加藤唯史	1992	kodansha	3
hideko-chan	日出子ちゃん	土田よしこ	1992	(unknown)	1
nippon-fukashi-banashi	日本ふかし話	中村雅之	1992	shueisha	1
saki-no-kuchibiru	早紀の唇	雨宮淳	1992	scola	5
asuna-no-koiuta	明日菜の恋歌	湯口聖子	1992	akita	1
asuka-no-joou	明日香の王女	河村恵利	1992	akita	9
hoshi-no-yoru-tsuki-no-sora	星の夜月の空	奥瀬サキ	1992	shinshokan	1
hoshi-no-kazu-dake-dakishimete	星の数だけ抱きしめて	あさいもとゆき	1992	leed	5
hoshi-no-machi-no-maria	星の街のマリア	深沢かすみ	1992	shueisha	1
hoshikage-no-bless	星影のブレス	しもがやぴくす＆みらい戻	1992	shueisha	2
yami-karano-message	暗闇からの伝言	清水さゆり	1992	shogakukan	2
kurayami-de-kapu	暗闇でKAPU❤	かやまゆみ	1992	kodansha	2
kurayami-no-yubiwa	暗闇の指輪	英洋子	1992	akita	1
saikyou-muteki-dokonjou-ikka	最強無敵!!ド根性一家	一本木蛮	1992	square-enix	1
chou-puroresu-fun-rendetsu	最狂超プロレスファン烈伝	徳光康之	1992	(unknown)	6
gekka-souran	月下想乱	松元霊古	1992	kadokawa	1
gekkou-no-piasu	月光のピアス	藤本ひとみ	1992	shueisha	1
mokuyou-wa-gigolo	木曜はジゴロ	浜田翔子	1992	hakusensha	1
miku-chan-senpuu	未来ちゃん旋風	おおめ裕一	1992	shueisha	2
tokyo-tantei-monogatari	東京探偵物語	北野英明	1992	futabasha	2
yagyuu-reppuuken-renya	柳生烈風剣連也	野口賢	1992	shueisha	1
shibata-ami-no-hon	柴田亜美のほん	柴田亜美	1992	square-enix	2
eikou-e-no-ballad	栄光へのバラード	江波譲二	1992	(unknown)	1
kakutou-museigen-kyomusume-taamii	格闘無制限巨娘ターミー	やまだ浩一	1992	akita	3
kakutouou-monogatari-byun-boy	格闘王物語 ビュンBOY	丹羽啓介	1992	shogakukan	3
sakurako	桜子	根本テツヤ	1992	nihon-bungeisha	4
sakurako-ga-kuru	桜子が来る!	小林薫	1992	kadokawa	10
nashikisanchi-wa-genki	梨木さんちはゲンキ!	春野夏海	1992	shogakukan	2
kensatsugawa-no-shounin	検察側の証人	大橋薫	1992	gakken	1
yokohama-homeros	横浜ホメロス	叶精作	1992	studio-ship	4
seigi-no-mikata-project	正義の味方計画	島田ひろかず	1992	gakken	2
shikai-no-teiou	死海の帝王	伊藤結花理	1992	kadokawa	1
mainichi-ga-genki	毎日が元気!!	水縞とおる	1992	gakken	1
mainichi-ga-love-eiga	毎日が恋愛映画	よしまさこ	1992	shueisha	1
edokko-ken-chan	江戸ッ子健ちゃん	横山隆一	1992	chuokoron	1
kimel-ze-shuuta	決めるぜ修太!	小林一雄	1992	square-enix	2
suzukaze-tatte	涼風立って	やまさき拓味	1992	studio-ship	2
seiryuu-1992	清流	曽根富美子	1992	shufu-to-seikatsu	1
tosei-burai	渡世無頼	渡辺みちお	1992	jitsugyo-no-nihon	3
yukawa-hideki-tomonaga-shinichirou-tonegawa-susumu	湯川秀樹・朝永振一郎・利根川進	藤井博司	1992	holp-shuppan	1
honoo-no-camellia	炎のカメリア	わたなべまさこ	1992	(unknown)	1
muteki-no-venus-1992	無敵のビーナス	池田恵	1992	gakken	2
nekken-musashi	熱拳!ムサシ	細野不二彦	1992	tokuma	2
moero-toukon	燃えろ闘魂	山本輝彦	1992	jitsugyo-no-nihon	3
bakusou-police	爆走ポリス	土光てつみ	1992	nihon-bungeisha	2
katakoi-saburou	片恋さぶろう	松森正	1992	studio-ship	6
kitsune-sumidagawa	狐・すみだ川	はしもとてつじ	1992	(unknown)	1
ookami-no-housei	狼の砲声	小林源文	1992	(unknown)	1
ookami-yo-umi-o-watare	狼よ海を渡れ	狩谷ゆきひで	1992	nihon-bungeisha	2
joou-minako	王女ミナ子	わたなべまさこ	1992	shueisha	1
ou-sama-to-boku	王様とボク	やまだないと	1992	shogakukan	1
hisago-kawaiya	瓢かわいや	近藤ようこ	1992	hakusensha	1
shiroi-dandou	白い弾道	渡辺敏	1992	futabasha	4
shiroi-machi-no-adoriaana	白い町のアドリアーナ	野妻まゆ美	1992	shufu-to-seikatsu	2
shiro-no-densetsu	白の伝説	真矢みつき	1992	akita	3
shirahana-gentou	白花幻燈	大野潤子	1992	shogakukan	1
hyakutou	百塔	わたなべまさこ	1992	home-sha	1
hyakunen-no-matsuri	百年の祭り	たかもちげん	1992	futabasha	13
mayonaka-no-shinryoushitsu	真夜中の診察室	原なおこ	1992	hakusensha	2
doll-1992	真弾劾凰聖伝DOLL	平野俊弘	1992	gakken	5
shinju	真珠	ごとう和	1992	kodansha	3
nemuri-kiushirou	眠狂四郎	平野仁	1992	kodansha	1
shinka	神化	佐藤晴美	1992	daitosha	1
watashi-ni-tarinai-mono	私に足りないもの	松本充代	1992	kawade-shobo	1
akitsushima	秋津島	うつぎ鳥子	1992	asahi-sonorama	6
kagaku-monoshiri-hyakka	科学物知り百科	内山安二	1992	gakken	1
sora-no-ue-no-aren	空の上のアレン	筒井百々子	1992	tokyo-sanseisha	2
totsugeki-papparatai	突撃!パッパラ隊	松沢夏樹	1992	square-enix	18
totsugeki-mentaiko	突撃!明太子	とみさわ千夏	1992	leed	1
totsuzen-saishuukai-special	突然最終回SPECIAL	えみくり	1992	(unknown)	2
kyoto-sagano-satsujin-jiken	竹林はささやく	万里村奈加	1992	kodansha	1
guren-no-onna-kishi	紅蓮の女騎士	市野治美	1992	kadokawa	2
sugao-no-mamade	素顔のままで	七月みりん	1992	wani-books	2
konpeki-no-kantai	紺碧の艦隊	居村眞二	1992	tokuma	20
oda-nobunaga-no-keizaigaku	織田信長の経済学	一峰大二	1992	(unknown)	1
dengeki-oshioki-musume-gootaman	臀撃おしおき娘ゴータマン	山口譲司	1992	akita	6
hana-to-arashi	花と疾風	小成たか紀	1992	akita	4
hana-ni-naru	花になる。	大沢まき	1992	shueisha	2
kusabue-no-toki	草笛の時代	村野守美	1992	shobunkan	1
dai-tetsugakusha	荼吉尼	穂実あゆこ	1992	gakken	3
kikuka-no-tayori	菊花の便り	花郁悠紀子	1992	shinchosha	1
hana-meikyuu	華迷宮	神谷悠	1992	hakusensha	1
nijiiro-no-trotsky-1992	虹色のトロッキー	安彦良和	1992	ushio-shuppan	3
ebisu-fun-club	蛭子ファンクラブ	蛭子能収	1992	(unknown)	1
banya-sei-no-hanran	蛮	岡村賢二	1992	leed	1
kagerou-nikki	蜻蛉日記	羽崎やすみ	1992	kadokawa	1
uragiri-no-sonata	裏切りのソナタ	江波譲二	1992	(unknown)	1
uradoori-light	裏通り雷人	笠太郎	1992	jitsugyo-no-nihon	7
mienai-kao	見えない顔	松本洋子	1992	kodansha	2
mishiranu-machi-de	見知らぬ街で	野妻まゆ美	1992	shufu-to-seikatsu	1
kakusei	覚醒	門井亜矢	1992	movic	1
way-tekuiruuitoru	貴人の大祭	厦門潤	1992	kadokawa	1
sainome-hanjouki	賽の目繁盛記	Dr.モロー＆スタジオ寿	1992	hobby-japan	3
akaidoresu	赤いドレス	村生ミオ	1992	futabasha	1
akage-no-an	赤毛のアン	宮崎駿	1992	shinchosha	5
hashire-bunta	走れ!ブンタ	若林健次	1992	(unknown)	1
tenkousei	転校生	樹原ちさと	1992	shueisha	1
tensei-rai-san	転生礼讃	はやかわ文子	1992	akita	1
endless	輪廻	曽祢まさこ	1992	asahi-sonorama	1
gyakushuu-no-giganteisu	逆襲のギガンティス	長谷川裕一	1992	gakken	1
harukanaru-shinkaigyo-no-yume	遥かなる深海魚の夢	寺館和子	1992	shufu-to-seikatsu	1
harukanaru-ikyou-guardian	遥かなる異郷ガーディアン	市川みなみ	1992	(unknown)	4
gensou	還相	むらかわみちお	1992	oto-shobo	1
jakou	邪香	成毛厚子	1992	scola	1
yamataikoku-no-dai-shinjitsu	邪馬台国の大真実	飛鳥昭雄	1992	(unknown)	1
jaki-no-sakura	邪鬼のさくら	真崎春望	1992	kodansha	1
konjiki-no-jikan	金色の時間	桃季輝実	1992	jitsugyo-no-nihon	2
iron-virgin-jun	鉄の処女JUN	永井豪	1992	daitosha	1
gindama-inochi-ginjirou	銀玉命!銀次郎	堂上まさ志	1992	byakuya-shobo	3
ginkouin-shouhei-ganbaru	銀行員祥平がんばる!	河合単	1992	kodansha	10
yamiiro-no-shukujo	闇色の淑女	魔木子	1992	scola	1
tatakae-salaryman-kun	闘え!!サラリーマンくん	とがしやすたか	1992	(unknown)	1
tonari-no-otoko	隣の男	津雲むつみ	1992	scola	1
denshi-yousei-abatamo-ekubo	電子妖精アバタモ☆エクボ	こやま基夫	1992	ascii-media-works	3
spirits-master-tabinofukusuke	霊媒師多比野福助	速水翼	1992	gakken	4
reikai-doll	霊界人形	沖田有美子	1992	gakken	5
reikai-kyoushitsu	霊界教室	青木たかお	1992	shogakukan	2
kasumi-kun-no-kikenna-seikatsu	霞くんの危険な生活	井澗千代美	1992	akita	2
aoi-juujika	青い十字架	木原敏江	1992	kadokawa	1
aoi-hyou	青い豹	工藤かずや・とんぼはうす	1992	leed	4
jun-chan-no-ooenka	順ちゃんのオーエン歌	富沢順	1992	kadokawa	1
shuyu-oukaku	須臾楼閣	麻々原絵里依	1992	kadokawa	1
ryoushuusho-monogatari	領収書物語	前川つかさ	1992	kodansha	6
uma-no-ouji-to-zou-no-ouji	馬の王子と象の王子	鳥図明児	1992	kadokawa	1
uma-mo-shimasu	馬もします?	小道迷子	1992	tairiku-shobo	1
suruga-no-raita	駿河の雷太	塩崎雄二	1992	shueisha	2
tamashii-o-shizumeru-uta	魂を鎮める歌	北原文野	1992	studio-ship	1
miracle-twins	魅ラクル姉妹	前田俊夫	1992	tairiku-shobo	1
ma-no-koibito	魔の恋人	まつざきあけみ	1992	gakken	1
ma-no-kao	魔の顔	まつざきあけみ	1992	gakken	1
majo-no-hitsugi	魔女の棺	古賀新一	1992	akita	2
mako	魔子	つのだじろう	1992	chuokoron	1
makuukan-zero	魔空間ゼロ	千之ナイフ	1992	jitsugyo-no-nihon	2
reirei	麗々	清水としみつ	1992	shonen-gahosha	2
maajan-byakko-tai-azuma	麻雀白虎隊東	橋本俊二	1992	kodansha	2
koudo-no-honryuu	黄土の奔流	黒咲一人	1992	shueisha	1
yomotsu-goe	黄泉越え	伊藤結花理	1992	kadokawa	1
kokui-no-aitou	黒衣の哀闘	河本ひろし	1992	movic	1
100-mandoru-naito	100万＄ナイト	椎勿あり子	1993	taiyoh-tosho	2
12-daasu-no-ikareru-onna	12ダースの怒れる女	入江紀子	1993	hakusensha	1
1999-seikimatsu-no-daikyoufu	1999世紀末の大恐怖!!	飛鳥昭雄	1993	kodansha	1
akiko-teradateka	AKIKO	寺館和子	1993	shufu-to-seikatsu	1
alpha-1993	ALPHA	貞本義行	1993	(unknown)	1
b-boy-blues	B-BOY BLUES	卦石柾	1993	shueisha	3
ban	BAN!	赤司かずたか	1993	kodansha	5
bf-boys	BFボーイズ	木村謙午	1993	shogakukan	4
chic	CHIC	定広美香	1993	kadokawa	2
comic-super-famicom-selection	COMICスーパーファミコンセレクション	上田信舟	1993	tatsumi	1
color-tone	Color tone	伊吹巡	1993	movic	2
cross-2002	Cross	群りゅうせい	1993	shonen-gahosha	2
dai-honya	DAI-HONYA	とり・みき・田北鑑生	1993	ascii-media-works	1
death-rocker	DEATH ROCKER	藤沢直人	1993	rapport	2
delta-city	DELTA CITY	大竹たかし	1993	kodansha	2
dragon-cycle	DRAGON CYCLE	厦門潤	1993	ascii-media-works	1
dragon-eraser	DRAGON ERASER	時坂夢戯	1993	wani-magazine	3
death-mask	Death mask	MEIMU	1993	kadokawa	4
derayd	Derayd	秋山たまよ	1993	(unknown)	1
do-p-kan	Do-p-kan	しげの秀一	1993	kodansha	10
ekubo	E・K・U・B・O・!	Hanako	1993	shueisha	2
foods	Foods	よしまさこ	1993	kawade-shobo	1
genocyber	GENOCYBER	トニーたけざき	1993	byakuya-shobo	1
handy-99	Handy 99	鷹岬諒	1993	shonen-gahosha	3
help-1993	Help!	後藤ユタカ	1993	(unknown)	1
holy	Holy	手塚治虫	1993	kadokawa	1
in-sympathy	In sympathy	篠原烏童	1993	asahi-sonorama	1
jipang	JIPANG	速水翼	1993	gakken	3
jack-chibi	Jack＆Chibi	きむらひろき	1993	gakken	3
jerry-boy	Jerry boy	杉森建	1993	tokuma	1
jihad	Jihad	里見桂	1993	akita	5
kiss-me-kiss-me	KISS ME KISS ME	渡辺直美	1993	kodansha	1
keep-out	Keep out!	矢追町成増	1993	oto-shobo	3
kiss-1993	Kiss	しらいしあい	1993	shufu-to-seikatsu	1
kiss-kiss-kiss-1993	Kiss kiss kiss	愛本みずほ	1993	kodansha	1
letort	LETORT	橘皆無	1993	gakken	1
lonely-army	LONELY ARMY	大河原遁	1993	shueisha	1
legend-1993	Legend	つづき春	1993	studio-ship	1
level-c	Level-C	葵二葉・紅三葉	1993	biblos	6
lion	Lion	沼よしのぶ	1993	jitsugyo-no-nihon	10
lov-ho	Lov-Ho!	山口ヨシノブ	1993	hakusensha	7
ms-saga	MS SAGA	近藤和久	1993	shufu-no-tomo	10
emuesu-generation	MSジェネレーション	中原れい	1993	(unknown)	2
madara-ichi	Madara壱	田島昭宇・ADA	1993	shufu-no-tomo	4
enu-jii-connection	NG☆こねくしょん	林明日子	1993	shogakukan	2
nuts	NUTS	湊よりこ	1993	kodansha	1
okkee-desu	OKです!	長谷川法世	1993	gakken	1
ol-sama-no-tsukedokoro	OL様のつけどころ	伊藤理佐	1993	tokuma	1
piiesu-sekyuritei-police-sama	P.S.セキュリティ・ポリス様	河内美雪	1993	hakusensha	1
pii-shii-genjin-kun	PC原人くん	ひかわ博一	1993	shogakukan	1
pretty-good	Pretty Good -プリティ★グット-	ひうらさとる	1993	kodansha	1
ryoji	RYOJI	麻生歩	1993	jitsugyo-no-nihon	5
room-1993	Room	魔木子	1993	shufu-to-seikatsu	1
sakura	SAKURA❤	河井リツ子	1993	shogakukan	1
sale	SALE!	村田順子	1993	kadokawa	3
sayoko-ni-omakase	SAYOKOにおまかせ!	さとう智子	1993	kodansha	3
silent-knight-show	SILENT KNIGHT 翔	車田正美	1993	shueisha	2
sleeping-beauty-clinic	Sleeping beauty clinic	江ノ本瞳	1993	byakuya-shobo	2
soul-slap	Soul slap	島田英次郎	1993	kodansha	1
together	TOGETHER!	中垣慶	1993	shonen-gahosha	2
turbo-lover	TURBO LOVER	中島初美	1993	wani-magazine	2
turbulence	TURBULENCE	極楽院櫻子	1993	oto-shobo	2
the-mobile-police-patlabor	The mobile police Patlabor	高田明美	1993	fujimi-shobo	1
vice-1993	Vice	柳川ヨシヒロ	1993	shueisha	1
vivid-boys	Vividぼーいず	しいなりょう	1993	akita	2
work-box	WORK BOX	犬上すくね	1993	rapport	1
yoh	YOH	菊池としを	1993	kodansha	2
nobunaga-ibun-hi-no-kaze	〈信長異聞〉緋の風	三浦浩子	1993	(unknown)	1
aitsu-1993	あいつ	ぶしやま	1993	shogakukan	3
asobi-ja-naino	あそびじゃないの	岡崎つぐお	1993	ascii-media-works	4
anata-no-shiranai-yuurei-tan	あなたの知らない幽霊譚	河路悠	1993	akita	1
anyan-ga-pon	あにゃんがポン	かわばたひろみ	1993	houbunsha	3
antatchaburu	あんたっちゃぶる	鈴木みそ	1993	(unknown)	4
iikina-mondaze	いい気なもんだぜ	あべこうじ	1993	bunkasha	4
ikinari-shinrensai	いきなり新連載	小山ゆう	1993	(unknown)	1
itsuka-yasashii-asa-ga	いつか優しい朝が	あいかわももこ	1993	kadokawa	3
inochi-no-symphony	いのちのシンフォニー	江波譲二	1993	(unknown)	1
ushiro-no-yami	うしろの闇	はざまもり	1993	scola	1
osakana-wa-ami-no-naka	おさかなはあみの中	乱魔猫吉	1993	oto-shobo	3
odaijini-korita-1993	おだいじに	クリストフ・クリタ	1993	kodansha	1
obake-to-neko-to	おばけとネコと	坂田靖子	1993	hakusensha	1
oyasuminasai-1993	おやすみなさい	池谷理香子	1993	shueisha	1
ohoshi-sama-niwa-naisho	お星さまにはナイショ	ふじくら真緒	1993	shueisha	2
otou-san-to-isshokenmei	お父さんといっしょ!!	神塚ときお	1993	fujimi-shobo	1
kawaisou-na-ohime-sama	かわいそうなお姫様	西炯子	1993	kadokawa	1
kanben	かんべん	小野新二	1993	leed	5
garakutaya-manta	がらくた屋まん太	能田達規	1993	ascii-media-works	5
ganbare-dorinkaazu	がんばれドリンカーズ	水島新司	1993	akita	2
kinou-to-ashita-to	きのうとあしたと	坂田靖子	1993	hakusensha	1
kunio	くにお	早坂よしゆき	1993	akita	4
kokomade-fantasy	ここまでファンタジー	神崎将臣	1993	(unknown)	1
kodomo-gokudou-bongadon	こども極道ボンガドン	ナカドリトオル	1993	kodansha	3
korede-iinoda	これでいいのだ	赤塚不二夫	1993	(unknown)	1
gokinjo-no-hakubutsushi	ご近所の博物誌	わかつきめぐみ	1993	hakusensha	1
shagara	しゃがら	原口清志	1993	akita	5
soreike-chanpon	それいけ!!ちゃんぽん	そうま竜也	1993	wani-magazine	2
sorekkiri-wa-takaramono	それっきりは宝物	佐柄きょうこ	1993	shogakukan	1
sore-wa-sensei	それはせんせい	河内美雪	1993	hakusensha	1
sore-yuke-nagashima-san	それ行けナガシマさん	あおやま英雄	1993	(unknown)	1
taiman-buruusu	たいまんぶるうす	古沢優	1993	(unknown)	7
daisuki-1993	だいすき!	ともち	1993	scola	3
channel-t	ちゃんねるT	とみさわ千夏	1993	wani-books	1
dekiru-dekinai-no-himitsu	できる・できないのひみつ	内山安二	1993	gakken	1
tokimeki-eru-saizu	ときめき❤えるサイズ	すぎ恵美子	1993	shogakukan	1
tonari-no-kakutouou	となりの格闘王	西条真二	1993	akita	10
