verdict	slug	title	wiki_article	本番巻	wiki対	採用巻	SAME	ADOPT_MONTH	ADOPT_DAY	ADOPT_GAIN	BLOCK_PROD	BLOCK_SPLIT	NOT_IN_WIKI	ALREADY_OVERRIDDEN
SKIP_PAGE	needless	NEEDLESS	NEEDLESS	16	8	5	0	0	0	5	0	0	11	0
SKIP_PAGE	neko-to-shinshi-no-teiiruumu	猫と紳士のティールーム	猫と紳士のティールーム	6	5	5	0	5	0	0	0	0	1	0
SKIP_PAGE	nigejouzu-no-wakagimi	逃げ上手の若君	逃げ上手の若君	27	26	5	21	0	5	0	0	0	1	0
SKIP_PAGE	nyan-koi	にゃんこい!	にゃんこい!	6	11	5	0	0	0	5	1	0	0	0
SKIP_PAGE	okashina-futari	おかしな2人	おかしな2人 (漫画)	32	31	5	0	0	0	5	24	2	1	0
SKIP_PAGE	otona-taisen	大人大戦	大人大戦	6	5	5	0	0	5	0	0	0	1	0
SKIP_PAGE	owaru-sekai-de-kimi-ni-koisuru	終わる世界でキミに恋する	終わる世界でキミに恋する	8	8	5	1	4	1	0	0	1	1	0
SKIP_PAGE	partner	PARTNER	PARTNER (名香智子の漫画)	33	33	5	23	0	0	5	0	5	0	0
SKIP_PAGE	project-zeoraimaa-omega	冥王計画ゼオライマーΩ	冥王計画ゼオライマーΩ	13	13	5	0	0	0	5	0	8	0	0
SKIP_PAGE	purantsu-doll	観用少女	観用少女	18	15	5	7	0	2	3	3	0	3	0
SKIP_PAGE	rabuyan	ラブやん	ラブやん	22	5	5	0	0	0	5	0	0	17	0
SKIP_PAGE	reimei-no-arcana	黎明のアルカナ	黎明のアルカナ	13	14	5	7	5	0	0	1	0	0	0
SKIP_PAGE	rikei-ga-koi-ni-ochita-node-shoumei-shite-mita	理系が恋に落ちたので証明してみた。	理系が恋に落ちたので証明してみた。	21	20	5	12	0	3	2	2	1	1	0
SKIP_PAGE	saibanchou-koko-wa-choueki-4nen-de-dousuka	裁判長!ここは懲役4年でどうすか	裁判長!ここは懲役4年でどうすか	13	7	5	0	0	0	5	0	0	8	0
SKIP_PAGE	saikin-chouchou-wa	最近、蝶々は…	最近、蝶々は…	7	7	5	0	0	0	5	2	0	0	0
SKIP_PAGE	samurider	サムライダー	サムライダー	10	14	5	2	0	0	5	3	0	0	0
SKIP_PAGE	sanagi-san	サナギさん	サナギさん	6	7	5	0	5	0	0	0	1	0	0
SKIP_PAGE	seigi-no-mikata	正義の味方	正義の味方 (漫画)	7	7	5	0	0	0	5	0	2	0	0
SKIP_PAGE	sentai-daishikkaku	戦隊大失格	戦隊大失格	22	21	5	15	0	5	0	1	0	1	0
SKIP_PAGE	sentai-red-isekai-de-boukensha-ni-naru	戦隊レッド異世界で冒険者になる	戦隊レッド 異世界で冒険者になる	12	11	5	6	0	5	0	0	0	1	0
SKIP_PAGE	setogiwa-hanayome	セトギワ花ヨメ	セトギワ花ヨメ	12	14	5	0	0	0	5	3	4	0	0
SKIP_PAGE	shishunki-chan-no-shitsukekata	思春期ちゃんのしつけかた	思春期ちゃんのしつけかた	12	12	5	0	5	0	0	0	7	0	0
SKIP_PAGE	shrink-seishinkai-yowai	Shrink～精神科医ヨワイ～	Shrink〜精神科医ヨワイ〜	19	18	5	13	0	5	0	0	0	1	0
SKIP_PAGE	slime-morimori	スライムもりもり	スライムもりもり	11	11	5	0	0	5	0	0	6	0	0
SKIP_PAGE	sokonuke-rpg	そこぬけRPG	そこぬけRPG	6	6	5	0	0	0	5	1	0	0	0
SKIP_PAGE	sora-no-canvas	空のキャンバス	空のキャンバス	12	17	5	2	0	5	0	5	0	0	0
SKIP_PAGE	sunabouzu	砂ぼうず	砂ぼうず	22	22	5	4	5	0	0	7	0	6	0
SKIP_PAGE	sweet-room	すいーとるーむ?	すいーとるーむ?	6	6	5	0	0	0	5	1	0	0	0
SKIP_PAGE	tabi-to-michizure	タビと道づれ	タビと道づれ	6	6	5	0	1	0	4	0	1	0	0
SKIP_PAGE	tekkaba-no-shin	鉄火場のシン	鉄火場のシン	10	10	5	2	4	0	1	1	2	0	0
SKIP_PAGE	tenmusu	てんむす	てんむす	10	10	5	0	0	2	3	0	5	0	0
SKIP_PAGE	tokyo-myuumyuu	東京ミュウミュウ	東京ミュウミュウ	17	37	5	3	0	0	5	2	0	7	0
SKIP_PAGE	touch-up	タッチアップ	タッチアップ (漫画)	7	5	5	0	5	0	0	0	0	2	0
SKIP_PAGE	tougen-anki	桃源暗鬼	桃源暗鬼	31	32	5	23	0	5	0	1	0	2	0
SKIP_PAGE	trend-no-joou-miho	トレンドの女王ミホ	トレンドの女王ミホ	15	5	5	0	0	0	5	0	0	10	0
SKIP_PAGE	tsukuyomi	月詠	月詠	16	24	5	0	5	0	0	10	1	0	0
SKIP_PAGE	uchikomi	ウチコミ!!	ウチコミ!!	7	7	5	0	0	5	0	0	2	0	0
SKIP_PAGE	umizaru	海猿	海猿	17	17	5	0	5	0	0	12	0	0	0
SKIP_PAGE	winning-ticket	ウイニング・チケット	ウイニング・チケット (漫画)	21	7	5	0	0	0	5	0	0	16	0
SKIP_PAGE	yokohama-kaidashi-kikou	ヨコハマ買い出し紀行	ヨコハマ買い出し紀行	14	31	5	8	0	0	5	0	1	0	0
SKIP_PAGE	yorozuya-toukaidou-honpo	よろず屋東海道本舗	よろず屋東海道本舗	14	15	5	4	0	0	5	5	0	0	0
SKIP_PAGE	youkai-gakkou-no-sensei-hajimemashita	妖怪学校の先生はじめました!	妖怪学校の先生はじめました!	22	23	5	16	0	5	0	0	0	1	0
SKIP_PAGE	yumeiro-pateishieeru	夢色パティシエール	夢色パティシエール	12	13	5	0	0	3	2	0	7	0	0
SKIP_PAGE	yuuutsuna-asa	憂鬱な朝	憂鬱な朝	8	9	5	2	5	0	0	0	1	0	0
SKIP_PAGE	za-doraemons	ザ☆ドラえもんズ	ザ・ドラえもんズ (田中道明版)	6	6	5	0	5	0	0	1	0	0	0
SKIP_PAGE	200m-saki-no-netsu	200m先の熱	200m先の熱	17	16	4	12	0	4	0	0	0	1	0
SKIP_PAGE	25ji-akasaka-de	25時、赤坂で	25時、赤坂で	6	6	4	0	4	0	0	0	0	2	0
SKIP_PAGE	87clockers	87CLOCKERS	87CLOCKERS	9	9	4	0	0	0	4	5	0	0	0
SKIP_PAGE	ai-o-utau-yori-ore-ni-oborero	愛を歌うより俺に溺れろ!	愛を歌うより俺に溺れろ!	5	10	4	0	4	0	0	0	1	0	0
SKIP_PAGE	akuma-na-eros	悪魔なエロス	悪魔なエロス	6	6	4	1	2	0	2	0	1	0	0
SKIP_PAGE	amagami-san-no-enmusubi	甘神さんちの縁結び	甘神さんちの縁結び	22	22	4	17	0	4	0	0	0	1	0
SKIP_PAGE	amakusa-1637	AMAKUSA 1637	AMAKUSA1637	19	11	4	7	4	0	0	0	0	8	0
SKIP_PAGE	anata-to-scandal	あなたとスキャンダル	あなたとスキャンダル	8	9	4	0	0	4	0	3	1	0	0
SKIP_PAGE	appleseed	アップルシード	アップルシード	9	22	4	3	0	0	4	0	0	2	0
SKIP_PAGE	arachnid	アラクニド	アラクニド	14	26	4	3	0	0	4	0	0	7	0
SKIP_PAGE	arakawa-under-za-bridge	荒川アンダー ザ ブリッジ	荒川アンダー ザ ブリッジ	15	17	4	5	3	0	1	1	5	0	0
SKIP_PAGE	bakegyamon	妖逆門	妖逆門	5	5	4	0	4	0	0	0	1	0	0
SKIP_PAGE	bakumeshi	ばくめし!	ばくめし!	6	12	4	0	4	0	0	0	0	2	0
SKIP_PAGE	ballpark-de-tsukamaete	ボールパークでつかまえて!	ボールパークでつかまえて!	20	20	4	15	0	4	0	1	0	0	0
SKIP_PAGE	barista	バリスタ	バリスタ (漫画)	10	4	4	0	3	0	1	0	0	6	0
SKIP_PAGE	batsu-hare	バツハレ	バツハレ	13	12	4	8	0	4	0	0	0	1	0
SKIP_PAGE	beautiful	ビューティフル	ビューティフル (漫画)	6	4	4	0	3	0	1	0	0	2	0
SKIP_PAGE	beekaku	ベー革	ベー革	9	9	4	4	0	4	0	1	0	0	0
SKIP_PAGE	berserk	ベルセルク	ベルセルク (漫画)	43	61	4	13	4	0	0	13	12	1	0
SKIP_PAGE	binetsu-kuukan	微熱空間	微熱空間	6	6	4	1	4	0	0	0	1	0	0
SKIP_PAGE	bishoujo-suit-sailor-moon	美少女戦士セーラームーン	美少女戦士セーラームーン	40	70	4	17	0	0	4	10	0	9	0
SKIP_PAGE	bitou-lollipop	微糖ロリポップ	微糖ロリポップ	7	7	4	0	0	0	4	0	3	0	0
SKIP_PAGE	bud-boy	BUD BOY	BUD BOY	29	9	4	0	4	0	0	2	0	23	0
SKIP_PAGE	buraiden-gai	無頼伝涯	無頼伝 涯	9	9	4	0	0	0	4	5	0	0	0
SKIP_PAGE	career-kogitsune-kin-no-mori	キャリアこぎつねきんのもり	キャリア こぎつね きんのもり	8	7	4	0	0	0	4	1	0	3	0
SKIP_PAGE	chaser	チェイサー	チェイサー (漫画)	6	4	4	0	4	0	0	0	0	2	0
SKIP_PAGE	chopperman	チョッパーマン	チョッパーマン	5	6	4	0	0	4	0	0	1	0	0
SKIP_PAGE	dansai-bunri-no-crime-edge	断裁分離のクライムエッジ	断裁分離のクライムエッジ	11	13	4	4	0	1	3	1	2	0	0
SKIP_PAGE	dokkiri-doctor	どっきりドクター	どっきりドクター	6	8	4	0	4	0	0	0	2	0	0
SKIP_PAGE	doubutsu-no-oisha-san	動物のお医者さん	動物のお医者さん	20	38	4	0	0	2	2	0	16	0	0
SKIP_PAGE	dragon-ball-sd	ドラゴンボールSD	ドラゴンボールSD	12	13	4	6	0	4	0	0	2	0	0
SKIP_PAGE	emerging	エマージング	エマージング	5	4	4	0	0	0	4	0	0	1	0
SKIP_PAGE	f-compo	F. compo	F.COMPO	11	19	4	0	0	0	4	0	0	7	0
SKIP_PAGE	fudanshi-koukou-seikatsu	腐男子高校生活	腐男子高校生活	5	5	4	0	4	0	0	0	1	0	0
SKIP_PAGE	fukigenna-mononokean	不機嫌なモノノケ庵	不機嫌なモノノケ庵	18	20	4	13	0	0	4	1	0	0	0
SKIP_PAGE	futagashira	ふたがしら	ふたがしら	7	6	4	1	4	0	0	1	0	1	0
SKIP_PAGE	futari-2-omakase	2人におまかせ	2人におまかせ!	11	18	4	5	0	0	4	2	0	0	0
SKIP_PAGE	futoku-no-guild	不徳のギルド	不徳のギルド	18	17	4	13	0	4	0	0	0	1	0
SKIP_PAGE	genjuu-bunsho	原獣文書	原獣文書	10	10	4	0	2	0	2	6	0	0	0
SKIP_PAGE	genshiken	げんしけん	げんしけん	21	24	4	16	0	1	3	1	0	0	0
SKIP_PAGE	glamorous-gossip	GLAMOROUS GOSSIP	GLAMOROUS GOSSIP	5	5	4	0	2	0	2	0	1	0	0
SKIP_PAGE	go-to-go	伍と碁	伍と碁	7	6	4	1	0	4	0	1	0	1	0
SKIP_PAGE	gun-blaze-west	Gun blaze west	GUN BLAZE WEST	5	5	4	0	0	0	4	1	0	0	0
SKIP_PAGE	hakuryuu	白竜	白竜 (漫画)	21	116	4	5	0	0	4	0	0	0	12
SKIP_PAGE	hana-to-mitsubachi	花とみつばち	花とみつばち	7	19	4	0	0	0	4	3	0	0	0
SKIP_PAGE	heroine-shikkaku	ヒロイン失格	ヒロイン失格	10	13	4	1	0	3	1	0	5	0	0
SKIP_PAGE	hirake-koma	ひらけ駒!	ひらけ駒!	8	9	4	3	0	0	4	0	0	1	0
SKIP_PAGE	hot-road	ホットロード	ホットロード	6	12	4	0	0	4	0	0	2	0	0
SKIP_PAGE	i-am-a-hero	アイアムアヒーロー	アイアムアヒーロー	22	13	4	3	4	0	0	0	1	14	0
SKIP_PAGE	igano-kabamaru	伊賀野カバ丸	伊賀野カバ丸	15	19	4	3	0	4	0	0	0	4	4
SKIP_PAGE	initial-d	頭文字D	頭文字D	48	181	4	41	3	1	0	1	0	2	0
SKIP_PAGE	inugami-san-to-nekoyama-san	犬神さんと猫山さん	犬神さんと猫山さん	6	6	4	1	4	0	0	0	1	0	0
SKIP_PAGE	isshokenmei-ni-kurashite-ii-desuka	一緒に暮らしていいですか?	一緒に暮らしていいですか?	9	9	4	3	0	4	0	0	1	1	0
SKIP_PAGE	itoshino-nina	いとしのニーナ	いとしのニーナ	6	4	4	0	0	0	4	0	0	2	0
SKIP_PAGE	jagaaaaaan	ジャガーン	ジャガーン	14	4	4	0	4	0	0	0	0	10	0
SKIP_PAGE	jibaku-shounen-hanako-kun	地縛少年花子くん	地縛少年花子くん	27	28	4	22	0	3	1	0	0	1	0
SKIP_PAGE	josou-otoko-wa-skirt-o-nugitai	女装男子はスカートを脱ぎたい!	女装男子はスカートを脱ぎたい!	6	5	4	1	0	4	0	0	0	1	0
SKIP_PAGE	k2	K2	K2 (漫画)	53	78	4	47	0	4	0	1	0	1	0
SKIP_PAGE	kami-sama-no-iu-toori	神様の言うとおり!	神様の言うとおり!	17	17	4	9	0	4	0	0	4	0	0
SKIP_PAGE	kansayaku-nozaki-shuuhei	監査役野崎修平	監査役野崎修平	12	16	4	0	0	0	4	8	0	0	0
SKIP_PAGE	kimi-to-koete-koi-ni-naru	キミと越えて恋になる	キミと越えて恋になる	12	11	4	7	0	4	0	0	0	1	0
SKIP_PAGE	kingdom	キングダム	キングダム (漫画)	100	100	4	54	0	4	0	34	8	0	0
SKIP_PAGE	kodomo-no-omocha	こどものおもちゃ	こどものおもちゃ	17	24	4	7	0	0	4	0	6	0	0
SKIP_PAGE	koizumi-gakushuu-book	コイズミ学習ブック	コイズミ学習ブック	5	5	4	0	4	0	0	1	0	0	0
SKIP_PAGE	kouiu-noga-ii	こういうのがいい	こういうのがいい	14	13	4	9	0	4	0	0	0	1	0
SKIP_PAGE	koukou-kyuuji-zawa-san	高校球児ザワさん	高校球児ザワさん	12	4	4	0	2	0	2	0	0	8	0
SKIP_PAGE	kounodori	コウノドリ	コウノドリ	32	36	4	27	0	0	4	0	0	0	1
SKIP_PAGE	let-goutokuji	Let's豪徳寺!	Let's豪徳寺!	12	22	4	0	0	0	4	4	4	0	0
SKIP_PAGE	life	ライフ	ライフ (漫画)	20	33	4	12	0	0	4	0	4	0	0
SKIP_PAGE	locker-no-hanako-san	ロッカーのハナコさん	ロッカーのハナコさん	9	7	4	0	0	0	4	0	0	5	0
SKIP_PAGE	magikano	マジカノ	マジカノ	10	10	4	5	0	0	4	1	0	0	0
SKIP_PAGE	maid-wa-miracle	メイドはミラクル	メイドはミラクル	5	5	4	0	4	0	0	1	0	0	0
SKIP_PAGE	makin-happy	メイキン・ハッピィ	メイキン・ハッピィ	6	4	4	0	1	3	0	0	0	2	0
SKIP_PAGE	manekinekofudou-san	まねきねこ不動産	まねきねこ不動産	8	8	4	2	1	0	3	2	0	0	0
SKIP_PAGE	mato-seihei-no-slave	魔都精兵のスレイブ	魔都精兵のスレイブ	21	21	4	16	0	4	0	1	0	0	0
SKIP_PAGE	megami-no-kafeterasu	女神のカフェテラス	女神のカフェテラス	22	24	4	17	0	4	0	1	0	0	0
SKIP_PAGE	minamoto-kun-monogatari	源君物語	源君物語	16	18	4	0	0	0	4	12	0	0	0
SKIP_PAGE	miracle-dorakuru	みらくるドラクル	みらくるドラクル	5	5	4	0	4	0	0	0	1	0	0
SKIP_PAGE	miru	ミル	ミル (漫画)	6	6	4	0	3	0	1	0	2	0	0
SKIP_PAGE	mobile-suit-gundam-flanagan-buun-senki	機動戦士ガンダムフラナガン・ブーン戦記	機動戦士ガンダム フラナガン・ブーン戦記	7	7	4	2	0	4	0	1	0	0	0
SKIP_PAGE	morino-no-kuma-chan	森ののくまちゃん	森ののくまちゃん	7	7	4	2	3	1	0	1	0	0	0
SKIP_PAGE	mura-matsuri	村祀り	村祀り	20	8	4	4	4	0	0	0	0	12	0
SKIP_PAGE	musunde-hiraite	むすんでひらいて	むすんでひらいて (漫画)	8	8	4	0	0	0	4	3	1	0	0
SKIP_PAGE	nadeshiko-club	ナデシコクラブ	ナデシコクラブ	7	7	4	1	0	0	4	0	2	0	0
SKIP_PAGE	nagatachou-strawberry	永田町ストロベリィ	永田町ストロベリィ	5	5	4	0	0	0	4	0	1	0	0
SKIP_PAGE	nami-uraraka-ni-meoto-hiyori	波うららかに、めおと日和	波うららかに、めおと日和	11	11	4	5	0	4	0	0	0	2	0
SKIP_PAGE	nanaka-17-bunnoroku	ななか6/17	ななか6/17	12	14	4	6	0	0	4	0	2	0	0
SKIP_PAGE	nanba-mg5	ナンバMG5	ナンバMG5	18	6	4	0	4	0	0	0	2	12	0
SKIP_PAGE	natural-aso-1989	ナチュラル	ナチュラル (漫画)	13	4	4	0	0	0	4	0	0	9	0
SKIP_PAGE	natural	NATURAL	NATURAL (漫画)	16	16	4	0	0	0	4	9	3	0	0
SKIP_PAGE	nazo-no-kanojo-x	謎の彼女X	謎の彼女X	12	8	4	1	0	0	4	0	0	7	0
SKIP_PAGE	niehime-to-kemono-no-ou	贄姫と獣の王	贄姫と獣の王	15	20	4	10	0	4	0	0	0	1	0
SKIP_PAGE	nude-fighter-yuzuki-2011	ヌードファイター柚希	ヌードファイター柚希	5	5	4	0	4	0	0	0	1	0	0
SKIP_PAGE	nuigurumikkusu	ぬいぐるみっくす	ぬいぐるみっくす	5	5	4	0	4	0	0	1	0	0	0
SKIP_PAGE	obaka-chan-koi-katariki	おバカちゃん、恋語りき	おバカちゃん、恋語りき	7	8	4	0	0	4	0	0	3	0	0
SKIP_PAGE	ookii-onnanoko-wa-sukidesuka	大きい女の子は好きですか?	大きい女の子は好きですか?	8	8	4	3	4	0	0	1	0	0	0
SKIP_PAGE	ori-no-naka	澱の中	澱の中	5	5	4	0	0	4	0	0	0	1	0
SKIP_PAGE	oroka-na-tenshi-wa-akuma-to-odoru	愚かな天使は悪魔と踊る	愚かな天使は悪魔と踊る	23	24	4	17	0	4	0	2	0	0	0
SKIP_PAGE	ou-sama-rankingu	王様ランキング	王様ランキング	23	25	4	18	0	4	0	0	0	1	0
SKIP_PAGE	outlanders	アウトランダーズ	アウトランダーズ	14	15	4	3	0	0	4	7	0	0	0
SKIP_PAGE	paniponi	ぱにぽに	ぱにぽに	17	20	4	0	1	0	3	0	4	9	0
SKIP_PAGE	princess-lucia	Princess Lucia	Princess Lucia	5	5	4	0	1	0	3	0	1	0	0
SKIP_PAGE	princess-princess	プリンセス・プリンセス	プリンセス・プリンセス (漫画)	5	7	4	0	0	0	4	1	0	0	0
SKIP_PAGE	puripuri-chii-chan	プリプリちぃちゃん!!	プリプリちぃちゃん!!	7	6	4	1	4	0	0	0	1	1	0
SKIP_PAGE	reibaishi-izuna	霊媒師いずな	霊媒師いずな	10	14	4	0	0	0	4	2	0	4	0
SKIP_PAGE	rinshi-ekoda-chan	臨死!!江古田ちゃん	臨死!!江古田ちゃん	8	9	4	3	0	0	4	1	0	0	0
SKIP_PAGE	saezuru-tori-wa-habatakanai	囀る鳥は羽ばたかない	囀る鳥は羽ばたかない	10	9	4	4	2	2	0	0	0	2	0
SKIP_PAGE	sakura-zensen	さくら前線	さくら前線 (おおばやしみゆきの漫画)	6	7	4	0	4	0	0	0	2	0	0
SKIP_PAGE	sakurahime-kaden	桜姫華伝	桜姫華伝	12	12	4	0	0	3	1	0	8	0	0
SKIP_PAGE	sankyuu-pitch	サンキューピッチ	サンキューピッチ	7	6	4	2	0	4	0	0	0	1	0
SKIP_PAGE	seikimatsu-darling-2006	世紀末☆ダーリン	世紀末★ダーリン	7	7	4	0	4	0	0	0	0	3	0
SKIP_PAGE	seitokai-nimo-ana-wa-aru	生徒会にも穴はある!	生徒会にも穴はある!	13	15	4	8	0	4	0	0	0	1	0
SKIP_PAGE	shikii-no-juunin	敷居の住人	敷居の住人	7	13	4	0	0	0	4	0	0	3	0
SKIP_PAGE	shin-mobile-senki-gundam-wing-endless-waltz-haishatachi-no-eikou	新機動戦記ガンダムW Endless Waltz敗者たちの栄光	新機動戦記ガンダムW Endless Waltz 敗者たちの栄光	14	14	4	9	0	4	0	1	0	0	0
SKIP_PAGE	shin-saiseien	新☆再生縁	新☆再生縁	11	11	4	3	0	4	0	0	4	0	0
SKIP_PAGE	shinyaku-ookami-ga-kuru	新約オオカミが来る!	新約 オオカミが来る!	7	5	4	1	0	0	4	0	0	2	0
SKIP_PAGE	shiratori-reiko-de-gozaimasu	白鳥麗子でございます!	白鳥麗子でございます!	11	19	4	0	0	0	4	7	0	0	0
SKIP_PAGE	shoujo-shounen	少女少年	少女少年	7	8	4	1	4	0	0	0	2	0	0
SKIP_PAGE	shuudoushi-falco	修道士ファルコ	修道士ファルコ	6	8	4	0	0	3	1	0	2	0	0
SKIP_PAGE	silver-mountain	シルバーマウンテン	シルバーマウンテン	5	4	4	0	0	4	0	0	0	1	0
SKIP_PAGE	so-what	So what?	So What?	10	4	4	0	0	0	4	0	0	6	0
SKIP_PAGE	sommeli-re	ソムリエール	ソムリエール (漫画)	21	5	4	1	0	0	4	0	0	16	0
SKIP_PAGE	sons	Sons	Sons	11	11	4	1	0	4	0	1	5	0	0
SKIP_PAGE	souboutei-kowasubeshi	双亡亭壊すべし	双亡亭壊すべし	25	25	4	18	0	4	0	3	0	0	0
SKIP_PAGE	soumatou-kabushiki-kaisha	走馬灯株式会社	走馬灯株式会社	10	5	4	1	0	0	4	0	0	5	0
SKIP_PAGE	stop-hibari-kun	ストップ!!ひばりくん!	ストップ!! ひばりくん!	13	21	4	7	3	0	1	2	0	0	0
SKIP_PAGE	strobe-edge	ストロボ・エッジ	ストロボ・エッジ	10	5	4	0	0	4	0	0	0	6	0
SKIP_PAGE	super-mario-kun-takase2004	スーパーマリオくん	スーパーマリオくん (嵩瀬ひろしの漫画)	5	12	4	0	4	0	0	0	1	0	0
SKIP_PAGE	super-virgin	超バージン!	超バージン!	7	5	4	0	4	0	0	1	0	2	0
SKIP_PAGE	suzumiya-haruhi-chan-no-yuuutsu	涼宮ハルヒちゃんの憂鬱	涼宮ハルヒちゃんの憂鬱	12	15	4	2	0	0	4	5	0	1	0
SKIP_PAGE	taiho-shichauzo	逮捕しちゃうぞ	逮捕しちゃうぞ	11	37	4	6	0	0	4	1	0	0	0
SKIP_PAGE	teizokurei-daydream	低俗霊daydream	低俗霊DAYDREAM	10	10	4	0	0	0	4	6	0	0	0
SKIP_PAGE	teizokureigari	低俗霊狩り	低俗霊狩り	7	13	4	0	0	0	4	0	3	0	0
SKIP_PAGE	ten-no-shinwa-chi-no-eien	天の神話地の永遠	天の神話 地の永遠	14	5	4	1	0	0	4	0	0	9	0
SKIP_PAGE	tendou-ke-monogatari	天堂家物語	天堂家物語	17	16	4	10	0	4	0	1	0	2	0
SKIP_PAGE	tennen-ouji-no-housekibako	天然王子の宝石箱	天然王子の宝石箱	5	5	4	0	0	0	4	1	0	0	0
SKIP_PAGE	tenshi-2-bunnoichi-houteishiki	天使1/2方程式	天使1/2方程式	13	13	4	5	0	3	1	0	1	3	0
SKIP_PAGE	tenshi-no-tsuranokawa	天使のツラノカワ	天使のツラノカワ	8	8	4	3	0	0	4	1	0	0	0
SKIP_PAGE	tokyo-crazy-paradise	東京クレイジーパラダイス	東京クレイジーパラダイス	19	29	4	0	0	0	4	13	2	0	0
SKIP_PAGE	toppuku-kyousoukyoku	特攻服凶走曲	特攻服凶走曲	8	8	4	0	4	0	0	2	2	0	0
SKIP_PAGE	ultrabaroque-deprogrammer	ウルトラバロック・デプログラマー	ウルトラバロック・デプログラマー	5	5	4	0	1	0	3	0	1	0	0
SKIP_PAGE	undead-unluck	アンデッドアンラック	アンデッドアンラック	27	30	4	0	0	4	0	23	0	0	0
SKIP_PAGE	urusei-yatsura	うる星やつら	うる星やつら	71	85	4	15	0	0	4	34	0	18	0
SKIP_PAGE	vita-sexualis	VITAセクスアリス	VITAセクスアリス	6	5	4	0	4	0	0	0	1	1	0
SKIP_PAGE	waiwaitsu-hey-say-jump	わいわいっ☆Hey!Say!JUMP	わいわいっ☆Hey! Say! JUMP	5	5	4	0	2	2	0	0	1	0	0
SKIP_PAGE	wind-breaker	WIND BREAKER	WIND BREAKER (漫画)	27	27	4	19	0	4	0	0	0	4	0
SKIP_PAGE	yomeiro-choice	ヨメイロちょいす	ヨメイロちょいす	6	6	4	0	0	0	4	0	2	0	0
SKIP_PAGE	yuki-no-niizuma-wa-boku-to-tokeaitai	雪の新妻は僕と溶け合いたい	雪の新妻は僕と溶け合いたい	8	8	4	3	3	1	0	0	0	1	0
SKIP_PAGE	yuukoku-no-rasupuuchin	憂国のラスプーチン	憂国のラスプーチン	6	7	4	1	4	0	0	0	1	0	0
SKIP_PAGE	zenaku-no-kuzu	善悪の屑	善悪の屑	5	46	4	0	3	0	1	0	1	0	0
SKIP_PAGE	zouhyou-meshi-monogatari	雑兵めし物語	雑兵めし物語	5	4	4	0	4	0	0	0	0	1	0
SKIP_PAGE	042-keishuu-042	死刑囚042	死刑囚042	5	5	3	0	0	0	3	0	2	0	0
SKIP_PAGE	8-2001	8	8 (漫画)	4	4	3	0	3	0	0	0	1	0	0
SKIP_PAGE	9-days-wonder	9デイズワンダー	9デイズワンダー	4	4	3	0	0	2	1	0	1	0	0
SKIP_PAGE	ai-no-sakaagari	愛のさかあがり	愛のさかあがり	5	5	3	0	0	0	3	2	0	0	0
SKIP_PAGE	akame-ga-kill	アカメが斬る!	アカメが斬る!	15	21	3	5	0	0	3	0	0	7	0
SKIP_PAGE	alyosha	アリョーシャ!	アリョーシャ!	5	5	3	0	0	0	3	1	1	0	0
SKIP_PAGE	aniken	あにけん	あにけん	4	4	3	0	0	0	3	0	1	0	0
SKIP_PAGE	apollo-no-uta	アポロの歌	アポロの歌	9	6	3	1	0	0	3	0	0	5	0
SKIP_PAGE	asunaro-hakusho	あすなろ白書	あすなろ白書	7	6	3	0	3	0	0	0	0	4	0
SKIP_PAGE	ayu-mayu	あゆまゆ	あゆまゆ	5	5	3	0	3	0	0	0	2	0	0
SKIP_PAGE	baby-steps	ベイビーステップ	ベイビーステップ	47	46	3	43	0	0	3	0	0	1	0
SKIP_PAGE	baikoku-kikan	売国機関	売国機関	13	13	3	2	0	3	0	8	0	0	0
SKIP_PAGE	batsu-x-ichi	ばつ×いち	ばつ×いち	11	11	3	0	0	0	3	1	7	0	0
SKIP_PAGE	benriya-saitou-san-isekai-ni-iku	便利屋斎藤さん、異世界に行く	便利屋斎藤さん、異世界に行く	15	14	3	11	0	3	0	0	0	1	0
SKIP_PAGE	binbou-shimai-monogatari	貧乏姉妹物語	貧乏姉妹物語	4	4	3	0	1	0	2	0	1	0	0
SKIP_PAGE	biohazard-heavenly-island	バイオハザード ヘヴンリーアイランド	バイオハザード〜ヘヴンリーアイランド〜	5	5	3	0	0	3	0	0	2	0	0
SKIP_PAGE	biohazard-marhawa-desire	バイオハザード～マルハワデザイア～	バイオハザード〜マルハワデザイア〜	5	5	3	0	0	3	0	0	2	0	0
SKIP_PAGE	black-alice	ブラックアリス	ブラックアリス	11	13	3	6	3	0	0	1	1	0	0
SKIP_PAGE	blood-alone	BLOOD ALONE	BLOOD ALONE	10	4	3	1	0	0	3	0	0	6	0
SKIP_PAGE	boku-dake-ga-inai-machi	僕だけがいない街	僕だけがいない街	9	11	3	3	1	0	2	2	1	0	0
SKIP_PAGE	botsu-chan-no-jidai-1989	『坊っちゃん』の時代	「坊っちゃん」の時代	20	21	3	6	2	1	0	10	1	0	0
SKIP_PAGE	caramel-kiss	きゃらめる❤キッス	きゃらめる・キッス	4	4	3	0	3	0	0	0	1	0	0
SKIP_PAGE	cat-street	キャットストリート	キャットストリート (漫画)	13	3	3	0	0	0	3	0	0	10	0
SKIP_PAGE	cerberus	ケルベロス	ケルベロス (漫画)	10	10	3	0	0	3	0	0	7	0	0
