slug	edition	巻	理由	候補
1-2-no-1-rou	standard	6	canonical結線頁=fill無効(canonical本体へ)	
17-nanasai	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
2001yamonogatari	standard	1	canonical結線頁=fill無効(canonical本体へ)	
2001yamonogatari	standard	2	canonical結線頁=fill無効(canonical本体へ)	
21-emon	other	4	canonical結線頁=fill無効(canonical本体へ)	
3nen-kimengumi	standard	5	検証不通過(外挿/楽天逆引き)	9784834214253,9784088513454
3nen-kimengumi	standard	6	検証不通過(外挿/楽天逆引き)	9784834214260,9784088513461
7-nwairudo7	standard	1	canonical結線頁=fill無効(canonical本体へ)	
7-nwairudo7	standard	2	canonical結線頁=fill無効(canonical本体へ)	
7-nwairudo7	standard	3	canonical結線頁=fill無効(canonical本体へ)	
7-nwairudo7	standard	4	canonical結線頁=fill無効(canonical本体へ)	
7-nwairudo7	standard	5	canonical結線頁=fill無効(canonical本体へ)	
7-nwairudo7	standard	6	canonical結線頁=fill無効(canonical本体へ)	
7-nwairudo7	standard	7	canonical結線頁=fill無効(canonical本体へ)	
7-nwairudo7	standard	13	canonical結線頁=fill無効(canonical本体へ)	
7-nwairudo7	standard	14	canonical結線頁=fill無効(canonical本体へ)	
81-bunch-no-inu	shinsoban	1	canonical結線頁=fill無効(canonical本体へ)	
aa-ichirou	shinsoban	1	canonical結線頁=fill無効(canonical本体へ)	
aa-ichirou	shinsoban	2	canonical結線頁=fill無効(canonical本体へ)	
abare-hayabusa	standard	2	検証不通過(内挿)	9784091405128
abare-hayabusa	standard	3	検証不通過(内挿)	9784091405135
abners	standard	2	検証不通過(外挿)	9784938256760
aburemon	shinsoban	5	canonical結線頁=fill無効(canonical本体へ)	
adventure-kid	standard	3	検証不通過(外挿)	9784898290675
adventure-kid	standard	4	検証不通過(外挿)	9784898290682
again	standard	4	検証不通過(外挿)	9784091600981
again	standard	5	検証不通過(外挿)	9784091600998
again	standard	6	検証不通過(外挿)	9784091601001
ai-ga-yuku	standard	3	canonical結線頁=fill無効(canonical本体へ)	
ai-no-arashi	standard	2	検証不通過(外挿)	9784061097032
ai-no-uta-ni-naritai	standard	5	検証不通過(内挿)	9784091315854
aijin	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
aijin	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
aijin	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
aijin	standard	5	候補生成不能(帯非線形+楽天逆引き無し)	
aisazunihairarenai	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
aishite-himeko-san	bunkobon	2	検証不通過(外挿)	9784253016612
akaki-chi-no-eleven	standard	6	検証不通過(外挿)	9784331251058
akarui-katei-no-tsukuri-kata	standard	1	検証不通過(外挿)	9784049241396
akaten-kyoushi-nashimoto-kotetsu	standard	4	検証不通過(外挿)	9784088517872
alabaster	standard	3	検証不通過(外挿/楽天逆引き)	9784061086913,9784253037952
albatross	standard	2	検証不通過(外挿)	9784063115178
alien-crash	standard	1	検証不通過(外挿)	9784267901768
alien-street	standard	7	検証不通過(内挿)	9784592113072
amazon-baby	bunkobon	2	検証不通過(外挿/楽天逆引き)	9784253014908,9784889915976
amazon-baby	standard	3	検証不通過(楽天逆引き)	9784253014915
ame-ni-nurete-hot-milk	standard	2	検証不通過(外挿)	9784061097414
amerikano-rekishi	aizoban	2	検証不通過(外挿)	9784120019555
angel-blood	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
angelique-kihara-1978	standard	1	canonical結線頁=fill無効(canonical本体へ)	
angelique-kihara-1978	standard	2	canonical結線頁=fill無効(canonical本体へ)	
angelique-kihara-1978	standard	3	canonical結線頁=fill無効(canonical本体へ)	
angelique-kihara-1978	standard	4	canonical結線頁=fill無効(canonical本体へ)	
animal-1	standard	5	検証不通過(外挿)	9784090034039
arashi-no-hatoba	standard	2	検証不通過(外挿)	9784778030216
ariel-comic	standard	8	候補生成不能(帯非線形+楽天逆引き無し)	
asatarou-den	standard	1	canonical結線頁=fill無効(canonical本体へ)	
asatarou-den	standard	2	canonical結線頁=fill無効(canonical本体へ)	
asatarou-den	standard	3	canonical結線頁=fill無効(canonical本体へ)	
asatarou-den	standard	4	canonical結線頁=fill無効(canonical本体へ)	
asatarou-den	standard	5	canonical結線頁=fill無効(canonical本体へ)	
asatarou-den	standard	6	canonical結線頁=fill無効(canonical本体へ)	
asatarou-den	standard	7	canonical結線頁=fill無効(canonical本体へ)	
asatarou-den	standard	8	canonical結線頁=fill無効(canonical本体へ)	
asatarou-den	standard	10	canonical結線頁=fill無効(canonical本体へ)	
asatarou-den	standard	11	canonical結線頁=fill無効(canonical本体へ)	
asendanto	standard	4	検証不通過(内挿)	9784088571249
astro-kyuudan	shinsoban	6	canonical結線頁=fill無効(canonical本体へ)	
astro-kyuudan	shinsoban	7	canonical結線頁=fill無効(canonical本体へ)	
astro-kyuudan	shinsoban	8	canonical結線頁=fill無効(canonical本体へ)	
astro-kyuudan	shinsoban	11	canonical結線頁=fill無効(canonical本体へ)	
asunarozaka	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
asunarozaka	standard	6	候補生成不能(帯非線形+楽天逆引き無し)	
atagoul-monogatari	standard	7	検証不通過(楽天逆引き)	9784796240468
atagoul-monogatari	standard	9	検証不通過(楽天逆引き)	9784796240550
atashihakai	standard	2	検証不通過(外挿)	9784821198986
atchi-muite-paa	standard	2	検証不通過(外挿)	9784575815177
ayanoshiki	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
ayanoshiki	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
ayanoshiki	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
baajin-road	standard	1	検証不通過(外挿)	9784088612218
bacchus	standard	2	canonical結線頁=fill無効(canonical本体へ)	
bacchus	standard	3	canonical結線頁=fill無効(canonical本体へ)	
bacchus	standard	4	canonical結線頁=fill無効(canonical本体へ)	
baddodaneyoshiokun	standard	3	canonical結線頁=fill無効(canonical本体へ)	
baku-chan-no-ita-sekusuarisu	standard	5	canonical結線頁=fill無効(canonical本体へ)	
bar-lemon-heart	bunkobon	14	候補生成不能(帯非線形+楽天逆引き無し)	
baragara-no-hoshii-toshigoro	wideban	2	検証不通過(外挿)	9784088602417
battle-thunder	standard	1	canonical結線頁=fill無効(canonical本体へ)	
beddononakadeshinitaino	standard	2	検証不通過(外挿)	9784870314160
begin-the-beguine	standard	2	検証不通過(外挿)	9784391914061
benibarakurobara	standard	1	検証不通過(外挿)	9784778032098
big-rival	standard	3	検証不通過(外挿)	9784088512013
birdy-birdy	standard	6	候補生成不能(帯非線形+楽天逆引き無し)	
black-jack	standard	1	canonical結線頁=fill無効(canonical本体へ)	
black-jack	standard	3	canonical結線頁=fill無効(canonical本体へ)	
black-jack	standard	7	canonical結線頁=fill無効(canonical本体へ)	
black-jack	standard	10	canonical結線頁=fill無効(canonical本体へ)	
black-jack	standard	15	canonical結線頁=fill無効(canonical本体へ)	
black-jack	standard	16	canonical結線頁=fill無効(canonical本体へ)	
bokura-no-jidai	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
bokura-no-jidai	standard	5	候補生成不能(帯非線形+楽天逆引き無し)	
bokutachi-no-kichijouji-koimonogatari	standard	2	検証不通過(外挿)	9784887412705
bokutachi-no-kichijouji-koimonogatari	standard	3	検証不通過(外挿)	9784887412712
bokutachi-no-kichijouji-koimonogatari	standard	4	検証不通過(外挿)	9784887412729
bokutachi-no-kichijouji-koimonogatari	standard	6	検証不通過(外挿)	9784887412743
bokutachi-no-sorairo	standard	2	検証不通過(外挿)	9784091313539
bonobono	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
bonobono	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
bonobono	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
bonobono	standard	5	候補生成不能(帯非線形+楽天逆引き無し)	
bonobono	standard	6	候補生成不能(帯非線形+楽天逆引き無し)	
bonobono	standard	7	候補生成不能(帯非線形+楽天逆引き無し)	
bonobono	standard	8	候補生成不能(帯非線形+楽天逆引き無し)	
bonobono	standard	9	候補生成不能(帯非線形+楽天逆引き無し)	
border	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
border	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
border	standard	5	候補生成不能(帯非線形+楽天逆引き無し)	
bouryoku-taishou	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
bouryoku-taishou	standard	5	候補生成不能(帯非線形+楽天逆引き無し)	
bouryoku-taishou	standard	7	候補生成不能(帯非線形+楽天逆引き無し)	
bouryoku-taishou	standard	8	候補生成不能(帯非線形+楽天逆引き無し)	
buddha	standard	11	候補生成不能(帯非線形+楽天逆引き無し)	
buddha	standard	12	候補生成不能(帯非線形+楽天逆引き無し)	
buddha	standard	13	候補生成不能(帯非線形+楽天逆引き無し)	
buddha	standard	14	候補生成不能(帯非線形+楽天逆引き無し)	
busuttare-aiko	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
campus-croquis	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
campus-croquis	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
campus-croquis	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
campus-croquis	standard	4	候補生成不能(帯非線形+楽天逆引き無し)	
campus-croquis	standard	6	候補生成不能(帯非線形+楽天逆引き無し)	
campus-croquis	standard	7	候補生成不能(帯非線形+楽天逆引き無し)	
campus-croquis	standard	8	候補生成不能(帯非線形+楽天逆引き無し)	
campus-croquis	standard	9	候補生成不能(帯非線形+楽天逆引き無し)	
campus-croquis	standard	10	候補生成不能(帯非線形+楽天逆引き無し)	
campus-croquis	standard	11	候補生成不能(帯非線形+楽天逆引き無し)	
candy-candy	standard	6	候補生成不能(帯非線形+楽天逆引き無し)	
captain	shinsoban	6	canonical結線頁=fill無効(canonical本体へ)	
captain	shinsoban	9	canonical結線頁=fill無効(canonical本体へ)	
captain	shinsoban	12	canonical結線頁=fill無効(canonical本体へ)	
captain	shinsoban	14	canonical結線頁=fill無効(canonical本体へ)	
captain-ultra	standard	2	検証不通過(外挿)	9784775910627
chako-chan-no-nikki	shinsoban	2	canonical結線頁=fill無効(canonical本体へ)	
chako-chan-no-nikki	shinsoban	3	canonical結線頁=fill無効(canonical本体へ)	
charenjaa-aaa	standard	2	検証不通過(外挿)	9784775910900
chikaranoarika	standard	2	検証不通過(外挿)	9784575938104
chikyuuhyoukaigotokino	deluxe	2	検証不通過(外挿/楽天逆引き)	9784061037793,9784063132922
chikyuuwonomu	bunkobon	1	canonical結線頁=fill無効(canonical本体へ)	
china-girl	standard	11	候補生成不能(帯非線形+楽天逆引き無し)	
chinyuuki	standard	4	canonical結線頁=fill無効(canonical本体へ)	
chinyuuki	standard	5	canonical結線頁=fill無効(canonical本体へ)	
chinyuuki	standard	6	canonical結線頁=fill無効(canonical本体へ)	
choco-banana	standard	16	候補生成不能(帯非線形+楽天逆引き無し)	
chocolate-panic	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
chocolate-panic	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
chokkin	standard	2	canonical結線頁=fill無効(canonical本体へ)	
choubaku-madouden-slayers	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
choujin-baromu-1	standard	2	検証不通過(外挿)	9784775911365
choujin-locke	standard	3	canonical結線頁=fill無効(canonical本体へ)	
choujin-locke	standard	6	canonical結線頁=fill無効(canonical本体へ)	
choujin-locke	standard	7	canonical結線頁=fill無効(canonical本体へ)	
choujin-locke	standard	8	canonical結線頁=fill無効(canonical本体へ)	
choujin-locke	standard	12	canonical結線頁=fill無効(canonical本体へ)	
choujin-locke	standard	13	canonical結線頁=fill無効(canonical本体へ)	
choujin-locke	standard	14	canonical結線頁=fill無効(canonical本体へ)	
choujin-locke	standard	15	canonical結線頁=fill無効(canonical本体へ)	
choujin-locke	standard	16	canonical結線頁=fill無効(canonical本体へ)	
choujin-locke	standard	22	canonical結線頁=fill無効(canonical本体へ)	
choukyori-love-no-kodoku	standard	1	canonical結線頁=fill無効(canonical本体へ)	
cobra	standard	1	canonical結線頁=fill無効(canonical本体へ)	
cobra	standard	2	canonical結線頁=fill無効(canonical本体へ)	
cobra	standard	3	canonical結線頁=fill無効(canonical本体へ)	
cobra	standard	4	canonical結線頁=fill無効(canonical本体へ)	
cobra	standard	5	canonical結線頁=fill無効(canonical本体へ)	
cobra	standard	6	canonical結線頁=fill無効(canonical本体へ)	
cobra	standard	7	canonical結線頁=fill無効(canonical本体へ)	
cobra	standard	8	canonical結線頁=fill無効(canonical本体へ)	
cobra	standard	9	canonical結線頁=fill無効(canonical本体へ)	
cobra	standard	10	canonical結線頁=fill無効(canonical本体へ)	
cobra	standard	11	canonical結線頁=fill無効(canonical本体へ)	
cobra	standard	12	canonical結線頁=fill無効(canonical本体へ)	
color	standard	1	検証不通過(外挿)	9784835211015
comic-cue	standard	2	検証不通過(外挿)	9784872570977
count-11	standard	2	検証不通過(外挿)	9784091503022
count-11	standard	3	検証不通過(外挿)	9784091503039
d	standard	2	検証不通過(外挿)	9784391913569
daisannogokudou	shinsoban	1	canonical結線頁=fill無効(canonical本体へ)	
daisannogokudou	shinsoban	4	canonical結線頁=fill無効(canonical本体へ)	
daisannogokudou	standard	3	canonical結線頁=fill無効(canonical本体へ)	
daisannogokudou	standard	5	canonical結線頁=fill無効(canonical本体へ)	
dark-angel-1993	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
dash-shoutarou	standard	1	検証不通過(外挿)	9784088513218
dash-shoutarou	standard	2	検証不通過(外挿)	9784088513225
dash-shoutarou	standard	3	検証不通過(外挿)	9784088513232
dash-shoutarou	standard	4	検証不通過(外挿)	9784088513249
dash-shoutarou	standard	5	検証不通過(外挿)	9784088513256
dash-yonkurou	standard	11	候補生成不能(帯非線形+楽天逆引き無し)	
deimosu-no-hanayome	standard	1	検証不通過(外挿)	9784253070102
dekochin	standard	2	検証不通過(外挿)	9784893510471
doctor-chichibuyama	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
dokaben	standard	5	候補生成不能(帯非線形+楽天逆引き無し)	
dokaben	standard	6	候補生成不能(帯非線形+楽天逆引き無し)	
dokaben	standard	7	候補生成不能(帯非線形+楽天逆引き無し)	
dokaben	standard	8	候補生成不能(帯非線形+楽天逆引き無し)	
dokaben	standard	10	候補生成不能(帯非線形+楽天逆引き無し)	
dokaben	standard	36	候補生成不能(帯非線形+楽天逆引き無し)	
dokaben	standard	39	候補生成不能(帯非線形+楽天逆引き無し)	
dokaben	standard	48	候補生成不能(帯非線形+楽天逆引き無し)	
dokkin-minako-sensei	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
dokkin-minako-sensei	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
dokkiri-doctor	standard	1	canonical結線頁=fill無効(canonical本体へ)	
dokkiri-doctor	standard	2	canonical結線頁=fill無効(canonical本体へ)	
dokuro-bouzu	standard	1	検証不通過(外挿)	9784088510514
dokuro-bouzu	standard	2	検証不通過(外挿)	9784088510521
dokuro-bouzu	standard	3	検証不通過(外挿)	9784088510538
dokuro-bouzu	standard	4	検証不通過(外挿)	9784088510545
dokuro-bouzu	standard	5	検証不通過(外挿)	9784088510552
dokuro-bouzu	standard	8	検証不通過(内挿)	9784088510583
dokuro-bouzu	standard	9	検証不通過(内挿)	9784088510590
dokuro-bouzu	standard	10	検証不通過(内挿)	9784088510606
dokushinapaatodokudamisou	standard	1	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	2	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	3	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	4	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	5	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	6	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	7	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	8	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	9	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	10	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	11	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	12	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	13	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	14	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	15	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	16	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	17	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	18	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	19	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	20	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	21	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	22	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	23	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	24	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	25	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	26	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	27	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	28	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	29	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	30	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	31	canonical結線頁=fill無効(canonical本体へ)	
dokushinapaatodokudamisou	standard	32	canonical結線頁=fill無効(canonical本体へ)	
doll-1992	standard	5	検証不通過(楽天逆引き)	9784056003833
doronko-ace	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
dororo	standard	3	canonical結線頁=fill無効(canonical本体へ)	
dosanko	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
dosanko	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
douchuushi	bunkobon	1	canonical結線頁=fill無効(canonical本体へ)	
douchuushi	bunkobon	3	canonical結線頁=fill無効(canonical本体へ)	
douchuushi	bunkobon	4	canonical結線頁=fill無効(canonical本体へ)	
doughnuts-books	standard	20	検証不通過(内挿)	9784575960242
doughnuts-books	standard	32	候補生成不能(帯非線形+楽天逆引き無し)	
downtown-mogu	standard	1	検証不通過(外挿)	9784391901313
downtown-mogu	standard	2	検証不通過(外挿)	9784391901320
downtown-mogu	standard	3	検証不通過(外挿)	9784391901337
downtown-mogu	standard	4	検証不通過(外挿)	9784391901344
dreamer	standard	1	検証不通過(外挿)	9784253080965
eden-no-tohoku	standard	2	canonical結線頁=fill無効(canonical本体へ)	
eden-no-tohoku	standard	3	canonical結線頁=fill無効(canonical本体へ)	
ehon-saiyuuki	standard	1	検証不通過(外挿)	9784124024197
ehon-saiyuuki	standard	2	検証不通過(外挿)	9784124024203
eko-eko-azaraku	standard	11	canonical結線頁=fill無効(canonical本体へ)	
emuemu-santa	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
epuron-oba-san	standard	8	候補生成不能(帯非線形+楽天逆引き無し)	
epuron-oba-san	standard	9	候補生成不能(帯非線形+楽天逆引き無し)	
epuron-oba-san	standard	10	候補生成不能(帯非線形+楽天逆引き無し)	
epuron-oba-san	standard	11	候補生成不能(帯非線形+楽天逆引き無し)	
eroika-yori-ai-o-komete	shinsoban	7	canonical結線頁=fill無効(canonical本体へ)	
eroika-yori-ai-o-komete	standard	2	canonical結線頁=fill無効(canonical本体へ)	
eroika-yori-ai-o-komete	standard	7	canonical結線頁=fill無効(canonical本体へ)	
eroika-yori-ai-o-komete	standard	8	canonical結線頁=fill無効(canonical本体へ)	
eru-arukon-taka	standard	1	canonical結線頁=fill無効(canonical本体へ)	
etchi-de-happy-pin-pin-pin	standard	1	検証不通過(外挿)	9784845805822
famicom-zeminaaru	standard	2	検証不通過(外挿)	9784088713021
famicom-zeminaaru	standard	4	検証不通過(外挿)	9784088713045
famiken-ryuu	standard	2	検証不通過(外挿)	9784061004719
famiken-ryuu	standard	3	検証不通過(外挿)	9784061004726
famiken-ryuu	standard	4	検証不通過(外挿)	9784061004733
fugurumakan-raihouki	standard	2	検証不通過(外挿)	9784063300932
fuji-santarou-meibamen	standard	1	検証不通過(外挿)	9784022608918
fuji-santarou-meibamen	standard	2	検証不通過(外挿)	9784022608925
fuji-santarou-meibamen	standard	3	検証不通過(外挿)	9784022608932
fuji-santarou-meibamen	standard	4	検証不通過(外挿)	9784022608949
fuji-santarou-meibamen	standard	5	検証不通過(外挿)	9784022608956
fuji-santarou-meibamen	standard	6	検証不通過(外挿)	9784022608963
fuji-santarou-meibamen	standard	7	検証不通過(外挿)	9784022608970
fuji-santarou-meibamen	standard	8	検証不通過(外挿)	9784022608987
fuji-santarou-meibamen	standard	9	検証不通過(外挿)	9784022608994
fuji-santarou-meibamen	standard	10	検証不通過(外挿)	9784022609007
funwari-hunter	standard	2	検証不通過(外挿)	9784403610332
furoagari-no-yozora-ni	deluxe	1	検証不通過(外挿)	9784063132601
furoagari-no-yozora-ni	deluxe	3	検証不通過(外挿)	9784063132625
futago-no-kishi	standard	2	検証不通過(外挿)	9784063134148
fuubaku-no-shiyou	standard	1	検証不通過(外挿)	9784088610412
fuudooru	standard	2	検証不通過(外挿)	9784575826593
fuuhai-ni-kike	standard	1	検証不通過(外挿)	9784773005110
fuuhai-ni-kike	standard	3	検証不通過(外挿)	9784773005134
fuuhai-ni-kike	standard	5	検証不通過(外挿)	9784773005158
fuuhai-ni-kike	standard	6	検証不通過(外挿)	9784773005165
fuuunjitachibakumatsuhen	standard	5	候補生成不能(帯非線形+楽天逆引き無し)	
game-center-arashi	standard	1	canonical結線頁=fill無効(canonical本体へ)	
game-center-arashi	standard	2	canonical結線頁=fill無効(canonical本体へ)	
game-center-arashi	standard	3	canonical結線頁=fill無効(canonical本体へ)	
game-center-arashi	standard	4	canonical結線頁=fill無効(canonical本体へ)	
game-center-arashi	standard	5	canonical結線頁=fill無効(canonical本体へ)	
game-center-arashi	standard	7	canonical結線頁=fill無効(canonical本体へ)	
game-center-arashi	standard	8	canonical結線頁=fill無効(canonical本体へ)	
game-center-arashi	standard	9	canonical結線頁=fill無効(canonical本体へ)	
game-center-arashi	standard	10	canonical結線頁=fill無効(canonical本体へ)	
game-center-arashi	standard	11	canonical結線頁=fill無効(canonical本体へ)	
game-center-arashi	standard	13	canonical結線頁=fill無効(canonical本体へ)	
gamora	standard	2	検証不通過(外挿)	9784872333725
gamora	standard	3	検証不通過(外挿)	9784872333732
gan-gara-gan	standard	1	検証不通過(外挿)	9784091803719
gan-gara-gan	standard	2	検証不通過(外挿)	9784091803726
gan-gara-gan	standard	3	検証不通過(外挿)	9784091803733
gan-gara-gan	standard	4	検証不通過(外挿)	9784091803740
gan-gara-gan	standard	5	検証不通過(外挿)	9784091803757
ganbare-goemon	deluxe	1	候補生成不能(帯非線形+楽天逆引き無し)	
gattsu-ranpei	standard	1	canonical結線頁=fill無効(canonical本体へ)	
gattsu-ranpei	standard	2	canonical結線頁=fill無効(canonical本体へ)	
gattsu-ranpei	standard	3	canonical結線頁=fill無効(canonical本体へ)	
gattsu-ranpei	standard	4	canonical結線頁=fill無効(canonical本体へ)	
gattsu-ranpei	standard	5	canonical結線頁=fill無効(canonical本体へ)	
gattsu-ranpei	standard	6	canonical結線頁=fill無効(canonical本体へ)	
gattsu-ranpei	standard	7	canonical結線頁=fill無効(canonical本体へ)	
gattsu-ranpei	standard	8	canonical結線頁=fill無効(canonical本体へ)	
gattsu-ranpei	standard	9	canonical結線頁=fill無効(canonical本体へ)	
gekiga-ningen-kakumei	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
gekiga-ningen-kakumei	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
gekiga-ningen-kakumei	standard	6	検証不通過(内挿)	9784412004481
gekiga-ningen-kakumei	standard	8	検証不通過(内挿)	9784412004504
gekiga-ningen-kakumei	standard	12	候補生成不能(帯非線形+楽天逆引き無し)	
gekiga-ningen-kakumei	standard	13	候補生成不能(帯非線形+楽天逆引き無し)	
gekiga-ningen-kakumei	standard	14	候補生成不能(帯非線形+楽天逆引き無し)	
gekiga-ningen-kakumei	standard	15	候補生成不能(帯非線形+楽天逆引き無し)	
gekiga-ningen-kakumei	standard	16	候補生成不能(帯非線形+楽天逆引き無し)	
gekitotsu	standard	2	検証不通過(外挿)	9784766908923
gekitotsu-rajikon-rokku	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
gekitotsu-rajikon-rokku	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
genji-monogatari-masaki-1983	standard	2	検証不通過(外挿)	9784051002657
genji-monogatari-masaki-1983	standard	3	検証不通過(外挿)	9784051002664
genjin-bibi	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
getter-robo-g	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
getter-robo-gou	standard	7	検証不通過(楽天逆引き)	9784198330606
gin-no-toushiyuuzu	standard	6	検証不通過(外挿)	9784091414762
ginga-eiyuu-densetsu-gaiden-ougon-no-tsubasa	standard	2	検証不通過(外挿)	9784197760817
ginga-eiyuu-densetsu-gaiden-ougon-no-tsubasa	standard	3	検証不通過(外挿)	9784197760824
ginrou-ni-kodoku-o-mita	standard	1	検証不通過(楽天逆引き)	9784776793649
girl-ga-abunai	standard	1	候補生成不能(帯非線形+楽天逆引き無し)	
girl-ga-abunai	standard	2	候補生成不能(帯非線形+楽天逆引き無し)	
girl-ga-abunai	standard	3	候補生成不能(帯非線形+楽天逆引き無し)	
go-west-2004	standard	3	canonical結線頁=fill無効(canonical本体へ)	
go-west-2004	standard	4	canonical結線頁=fill無効(canonical本体へ)	
goetsu-moyu	standard	2	検証不通過(外挿)	9784163640013
goetsu-moyu	standard	3	検証不通過(外挿)	9784163640020
gokudoukishu	standard	2	検証不通過(外挿)	9784575830422
gokuraku-shinshi	standard	2	検証不通過(外挿)	9784775912256
golgo-13	bunkobon	1	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	2	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	3	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	4	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	5	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	6	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	7	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	8	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	9	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	10	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	11	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	13	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	14	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	16	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	17	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	18	canonical結線頁=fill無効(canonical本体へ)	
golgo-13	bunkobon	19	canonical結線頁=fill無効(canonical本体へ)	
