sid	series_key	title	kana	n_isbn	isbn1
155484	name:タメリア・タムリン|name:探し物は王子様	探し物は王子様		1	9784776738336
155486	name:ジョゼ|name:探偵とねこちゃん	探偵とねこちゃん		1	9784344850712
155488	name:東直己|name:探偵はBARにいる	探偵はBARにいる		1	9784088450377
155491	name:吉岡梅|name:探偵はサウナで謎をととのえる	探偵はサウナで謎をととのえる		1	9784253265515
155492	name:ブシロード|name:探偵オペラミルキィホームズ スクールデイズ	探偵オペラミルキィホームズ スクールデイズ		1	9784048992336
155493	name:ブシロード|name:探偵オペラミルキィホームズ バラエティギフト	探偵オペラミルキィホームズ バラエティギフト		1	9784048992435
155494	name:ブシロード|name:探偵オペラミルキィホームズ フェザーズ篇	探偵オペラミルキィホームズ フェザーズ篇		1	9784048994088
155498	name:徳永富彦|name:探偵事務所5”	探偵事務所5”		1	9784088772370
155499	name:おおのいも|name:探偵令嬢ジュリア・モリアーティ	探偵令嬢ジュリア・モリアーティ		1	9784800017246
155503	name:きゅっぽん|name:探知できなきゃ死んでいた	探知できなきゃ死んでいた		1	9784821110599
155504	name:四方井ぬい|name:探鉱ドワーフめしをくう。	探鉱ドワーフめしをくう。		2	9784781624815
155505	name:創美社|name:接待マシーン夕子	接待マシーン夕子		1	9784088641836
155509	name:琴子|name:推し〈噓〉の筆頭魔術師様が「俺たち、両思いだったんだね」と溺愛してくるんですが!?	推し〈噓〉の筆頭魔術師様が「俺たち、両思いだったんだね」と溺愛してくるんですが!		1	9784799220634
155510	name:カズアキ|name:推し〈噓〉の筆頭魔術師様が「俺たち、両思いだったんだね」と溺愛してくるんですが!?	推し〈噓〉の筆頭魔術師様が「俺たち、両思いだったんだね」と溺愛してくるんですが!		1	9784799218594
155512	name:かりね|name:推しがアシスタントに来た話	推しがアシスタントに来た話		1	9784592230878
155513	name:空木かける|name:推しがファンのファンになっちゃうお話	推しがファンのファンになっちゃうお話		1	9784301002277
155515	name:明日乃らか|name:推しが俺を好きかもしれない!?|sub:このセックスは想定外。	推しが俺を好きかもしれない!?		1	9784823605321
155517	name:ゆきともえ|name:推しが妻になりました	推しが妻になりました		1	9784768330500
155519	name:めぎむら|name:推しが義弟で恋人で	推しが義弟で恋人で		1	9784041156865
155521	name:しちみ漫画家|name:推したいしております。	推したいしております。		1	9784592230731
155522	name:夜さわの|name:推しつ推されつ恋になる	推しつ推されつ恋になる		1	9784396786106
155523	name:福嶋ユッカ|name:推して知るべし	推して知るべし		1	9784796414081
155527	name:鉢谷くじら|name:推しと出会いたくない女子大生	推しと出会いたくない女子大生		1	9784866575278
155528	name:未散ソノオ|name:推しと出会って元気になったから恩返し、します!	推しと出会って元気になったから恩返し、します!		1	9784046823007
155529	name:牟田いゆ|name:推しと恋のボーダーライン	推しと恋のボーダーライン		1	9784866697994
155530	name:中見トモ|name:推しと恋の境界線はどこですか?	推しと恋の境界線はどこですか?		1	9784832293106
155531	name:神田ちな|name:推しと青春しちゃっていーですか!?	推しと青春しちゃっていーですか!?		1	9784088677033
155533	name:七尾美緒|name:推しに執着されすぎて困ってます!	推しに執着されすぎて困ってます!		1	9784098730452
155534	name:しえろ|name:推しに溺愛されてます	推しに溺愛されてます		1	9784866536149
155535	name:因幡|name:推しのαに抱かれたかったはずなのに!	推しのαに抱かれたかったはずなのに!		1	9784824005199
155538	name:加森キキ|name:推しのマネージャーになったらなぜかその息子に迫られてます	推しのマネージャーになったらなぜかその息子に迫られてます		1	9784815502034
155543	name:鈴倉温|name:推しの押しが強すぎます!	推しの押しが強すぎます!		1	9784344853591
155544	name:土岐丘しゅろ|name:推しの敵になったので@COMIC	推しの敵になったので@COMIC		1	9784867947951
155545	name:三浦うに|name:推しの桂真くんにガチ恋してます	推しの桂真くんにガチ恋してます		1	9784592721376
155546	name:奥一|name:推しの百合を絶対に邪魔させない騎士たち|sub:推し騎士	推しの百合を絶対に邪魔させない騎士たち		1	9784046833020
155547	name:もぐこん|name:推しの肌が荒れた|sub:もぐこん作品集	推しの肌が荒れた		1	9784107725028
155549	name:九重シャム|name:推しは残念属性の騎士様です	推しは残念属性の騎士様です		1	9784199609909
155552	name:リオナ|name:推しを愛でてただけなのに	推しを愛でてただけなのに		1	9784344853454
155553	name:柳江|name:推しカプに愛されて解釈違いです!!	推しカプに愛されて解釈違いです!!		1	9784575381511
155554	name:八屋りょうすけ|name:推しカプの攻に攻められる俺の話	推しカプの攻に攻められる俺の話		1	9784047388154
155555	name:晴屋うまこ|name:推しキャラに似てないけどいいですか?	推しキャラに似てないけどいいですか?		1	9784815550783
155557	name:香穂|name:推しセフ	推しセフ		2	9784301000624
155558	name:粒乃あずき|name:推し変しやがれ!!	推し変しやがれ!!		1	9784800013323
155562	name:美鈴ちょこ|name:推し恋カプリチオ	推し恋カプリチオ		1	9784046853486
155563	name:雀部すずめ|name:推し様のカルテ	推し様のカルテ		1	9784864425223
155565	name:猫屋ちゃき|name:推し活がしたい転生令嬢ですが最推しの公爵様に囲い込まれました!	推し活がしたい転生令嬢ですが最推しの公爵様に囲い込まれました!		1	9784596639615
155568	name:いなかしルや|name:推し神様にはかなわない!	推し神様にはかなわない!		1	9784047375383
155569	name:加太ブリコ|name:推し配信者の密接ASMR	推し配信者の密接ASMR		1	9784046820983
155570	name:加太ブリコ|name:推し配信者の密接ASMR.	推し配信者の密接ASMR.		1	9784046832191
155576	name:猫飼太陽|name:描描猫猫|sub:猫アレルギーだけど猫飼いたすぎ物語	描描猫猫		1	9784046833006
155577	name:ツブキ|name:握り拳にライスシャワー	握り拳にライスシャワー		1	9784845859047
155578	name:ももずみ純|name:揺りカゴからメイドまで	揺りカゴからメイドまで		1	9784785981211
155579	name:羽田なつみ|name:揺れるボートの上で	揺れるボートの上で		1	9784882193500
155580	name:サラ・ウッド|name:揺れる情熱	揺れる情熱		1	9784596956569
155581	name:隈丸ミケ|name:揺蕩う雲を恋う	揺蕩う雲を恋う		1	9784758029711
155589	name:シャロット・ワイズリー|name:摩天楼と恋人たち	摩天楼と恋人たち		1	9784776740667
155590	name:イザベル・シャープ|name:摩天楼に抱かれて	摩天楼に抱かれて		1	9784596413024
155591	name:オリヴィア・ゲイツ|name:摩天楼に隠した秘密	摩天楼に隠した秘密		1	9784596958839
155592	name:創美社|name:摩天楼のため息	摩天楼のため息		1	9784088482842
155593	name:FayeJennifer|name:摩天楼のサンタクロース	摩天楼のサンタクロース		1	9784302108916
155594	name:シャロン・アンドリュー|name:摩天楼のシーク	摩天楼のシーク		1	9784776735342
155595	name:ジェニー・ルーカス|name:摩天楼のスペイン公爵	摩天楼のスペイン公爵		1	9784596522825
155597	name:ホーム社|name:摩天楼のマリア	摩天楼のマリア		1	9784088602332
155599	name:マリー・フェラレーラ|name:摩天楼の影	摩天楼の影		1	9784596952073
155600	name:リー・ウイリアムズ|name:摩天楼の恋人	摩天楼の恋人		1	9784776731276
155603	name:坂井三郎|name:撃墜王・坂井	撃墜王・坂井		1	9784063281101
155604	name:慧|name:撫でられたいキミは臆病なわんこ	撫でられたいキミは臆病なわんこ		1	9784344853089
155607	name:山本晃司|name:撲殺ピンク外伝バイバイピンク	撲殺ピンク外伝バイバイピンク		1	9784537172980
155609	name:柚北まち子|name:擬似恋愛ではままならない	擬似恋愛ではままならない		1	9784801962552
155614	name:ヴィクトリア・パーカー|name:支配者と運命の女	支配者と運命の女		1	9784596771612
155615	name:GeorgeCatherine|name:改心したプレイボーイ	改心したプレイボーイ		1	9784596719416
155617	name:あきなお|name:攻め女に捧げる童貞喪失ラプソディ♪	攻め女に捧げる童貞喪失ラプソディ♪		1	9784801951280
155618	name:めぎむら|name:攻め気なあいつ	攻め気なあいつ		1	9784041143896
155625	name:あずみつな|name:放っておいて春名さん	放っておいて春名さん		1	9784801962613
155626	name:伊東英朗|name:放射線を浴びたX年後	放射線を浴びたX年後		1	9784860372910
155628	name:夏見こま|name:放浪猫●●	放浪猫●●		1	9784785981266
155629	name:鳥海よう子|name:放蕩シーク様と溺愛エスケープ	放蕩シーク様と溺愛エスケープ		1	9784796417877
155630	name:アビー・グリーン|name:放蕩富豪の求愛	放蕩富豪の求愛		1	9784596823427
155631	name:桐祐キヨイ|name:放蕩息子と世話係	放蕩息子と世話係		1	9784796404945
155632	name:ノーラ・ロバーツ|name:放蕩息子の帰還	放蕩息子の帰還		1	9784872877168
155633	name:スーザン・メイアー|name:放蕩王子が見初めた娘	放蕩王子が見初めた娘		1	9784596528131
155634	name:メイシー・イエーツ|name:放蕩王子と修道女	放蕩王子と修道女		1	9784596749451
155635	name:爺太|name:放蕩王子と囚われの獣	放蕩王子と囚われの獣		1	9784801975774
155636	name:ケイト・フィールド|name:放蕩王子と恋の王国	放蕩王子と恋の王国		1	9784776736264
155637	name:ケイトリン・クルーズ|name:放蕩王子と汚れなき秘書	放蕩王子と汚れなき秘書		1	9784596978356
155638	name:クレア・ウィリアムズ|name:放蕩王子と秘密のロマンス	放蕩王子と秘密のロマンス		1	9784776735045
155639	name:デボラ・シモンズ|name:放蕩者とひと雫の恋	放蕩者とひと雫の恋		1	9784596955371
155640	name:バーバラ・カートランド|name:放蕩貴族と愛の逃避行	放蕩貴族と愛の逃避行		1	9784776739548
155641	name:ナンシー・ジョン|name:放蕩貴族と灼熱の恋	放蕩貴族と灼熱の恋		1	9784776733386
155642	name:ジェシカ・ベンソン|name:放蕩貴族のプロポーズ	放蕩貴族のプロポーズ		1	9784776742791
155643	name:サブリナ・ジェフリーズ|name:放蕩貴族のレッスン	放蕩貴族のレッスン		1	9784776743781
155644	name:パトリシア・ワデル|name:放蕩貴族の恋の賭け	放蕩貴族の恋の賭け		1	9784776732310
155645	name:パトリシア・ワデル|name:放蕩貴族の最後の愛	放蕩貴族の最後の愛		1	9784776732600
155646	name:ジョアンナ・メイトランド|name:放蕩貴族を愛したら	放蕩貴族を愛したら		1	9784596976932
155647	name:カーラ・ケリー|name:放蕩貴族を更生させるには	放蕩貴族を更生させるには		1	9784776735601
155648	name:MortimerCarole|name:放蕩領主と美しき乙女	放蕩領主と美しき乙女		1	9784302109012
155650	name:桃田紗世|name:放課後♡秘密の保健室	放課後♡秘密の保健室		1	9784091341945
155657	name:Watanao|name:放課後のインベーダー	放課後のインベーダー		1	9784800015662
155658	name:西野紗彩|name:放課後のシンデレラ	放課後のシンデレラ		1	9784091366566
155659	name:有木映子|name:放課後の獣たち	放課後の獣たち		1	9784047369429
155660	name:クニくん|name:放課後の迷宮冒険者	放課後の迷宮冒険者		1	9784867169063
