sid	series_key	title	kana	n_isbn	isbn1
54031	qid:Q9018303|name:パルパル＆ロケッタ	パルパル＆ロケッタ	パルパル アンド ロケッタ	1	9784785955588
54145	qid:Q9020483|name:1.8㎡の秘めごと	1.8㎡の秘めごと	1.8m2 ノ ヒメゴト	1	9784091303387
54183	qid:Q9036048|name:乃木坂明日夏の秘密	乃木坂明日夏の秘密	ノギザカ アスカ ノ ヒミツ	3	9784040643045
54214	qid:Q9036516|name:紅い牙 ブルー・ソネット	紅い牙 ブルー・ソネット	アカイキバブルーソネット	15	9784592113898
54249	qid:Q9039277|name:魔境学園風雲記ハイパーハーフ＆ハーフ	魔境学園風雲記ハイパーハーフ＆ハーフ	マキョウ ガクエン フウウンキ ハイパー ハーフ	1	9784047135222
54270	qid:Q9046266|name:幻よりうつつな…	幻よりうつつな…	マボロシ ヨリ ウツツ ナ	1	9784056019377
54274	qid:Q9046266|name:螺旋	螺旋	ラセン	1	9784403650116
54278	qid:Q9046723|name:イノセントGAME巴伝	イノセントGAME巴伝	イノセント game トモエデン	1	9784253092869
54287	qid:Q9046723|name:天を見つめて地の底で -新章-	天を見つめて地の底で -新章-	テン オ ミツメテ チ ノ ソコ デ シンショウ	1	9784253260916
54391	qid:Q9074845|name:コミックファンタジーワールド	コミックファンタジーワールド	コミック ファンタジー ワールド	1	9784900527355
54513	qid:Q9099435|name:中山星香	中山星香	ナカヤマ セイカ	1	9784575287653
54560	qid:Q9102165|name:都市伝説Jr.	都市伝説Jr.	トシ デンセツ ジュニア	1	9784088672212
54568	qid:Q9104481|name:ほんとにあった恐怖体験	ほんとにあった恐怖体験	ホント ニ アッタ キョウフ タイケン	1	9784056006575
54569	qid:Q9104481|name:ゴースト城の秘密の恋人たち	ゴースト城の秘密の恋人たち	ゴーストジョウ ノ ヒミツ ノ コイビトタチ	1	9784864952460
54581	qid:Q9104481|name:ローゼリア王国物語 姫君と優しい暗殺者	ローゼリア王国物語 姫君と優しい暗殺者	ローゼリア オウコク モノガタリ	1	9784776731269
54590	qid:Q9104481|name:夢やしきへようこそ 帝都編	夢やしきへようこそ 帝都編	ユメヤシキ エ ヨウコソ	3	9784596765192
54632	qid:Q9109207|name:アリーズzero	アリーズzero	アリーズ ゼロ	2	9784253270519
54633	qid:Q9109207|name:アリーズⅡ	アリーズⅡ	アリーズ 2	10	9784253196789
54669	qid:Q9109509|name:氷堂涼二	氷堂涼二	ヒドウ リョウジ	4	9784894863842
54691	qid:Q9116996|name:エコエコアザラク Ⅱ	エコエコアザラク Ⅱ	エコエコ アザラク ツー	6	9784253039826
54764	qid:Q912386|name:わたしにXXしなさい!	わたしにXXしなさい!	ワタシ ニ シナサイ	5	9784063642957
54782	qid:Q9124165|name:聖戦記エルナサーガⅡ	聖戦記エルナサーガⅡ	セイセンキ エルナサーガ ツー	3	9784757511804
54803	qid:Q9124928|name:アタック!! ～約束のコート～	アタック!! ～約束のコート～	アタック ヤクソク ノ コート	2	9784575846737
54805	qid:Q9124928|name:シュート!久保嘉晴の伝説	シュート!久保嘉晴の伝説	シュート クボ ヨシハル ノ デンセツ	1	9784063195477
54806	qid:Q9124928|name:シュート!新たなる伝説	シュート!新たなる伝説	シュート アラタナル デンセツ	35	9784063608908
54807	qid:Q9124928|name:シュート!熱き挑戦	シュート!熱き挑戦	シュート アツキ チャレンジ	25	9784063608120
54808	qid:Q9124928|name:シュート!蒼きめぐり逢い	シュート!蒼きめぐり逢い	シュート アオキ メグリ アイ	10	9784063607550
54810	qid:Q9125197|name:「Waltz」＆「魔王」	「Waltz」＆「魔王」	Waltzアンド マオウ	1	9784091990303
54813	qid:Q9125217|name:Orfina SAGA	Orfina SAGA	オルフィーナ サーガ	7	9784047127043
54817	qid:Q9125217|name:オルフィーナSAGA	オルフィーナSAGA	オルフィーナ SAGA	1	9784047127166
55017	qid:Q9146730|name:ひつじの涙 世界でいちばん大嫌い	ひつじの涙 世界でいちばん大嫌い	ヒツジ ノ ナミダ セカイ デ イチバン ダイキ	1	9784592732198
55026	qid:Q9147019|name:ぷちます!明音イラストギャラリーらっきーぶるー	ぷちます!明音イラストギャラリーらっきーぶるー	プチマス アカネ イラスト ギャラリー ラッキー	1	9784048668156
55049	qid:Q9183161|name:石見翔子	石見翔子	イワミ ショウコ	1	9784862017284
55086	qid:Q9187051|name:クッキングパパ セレクション	クッキングパパ セレクション	クッキング パパ セレクション	1	9784065106563
55088	qid:Q9187051|name:クッキングパパセレクション	クッキングパパセレクション	クッキング パパ セレクション	2	9784063756289
55090	qid:Q9187051|name:クッキングパパ読者セレクション	クッキングパパ読者セレクション	クッキング パパ ドクシャ セレクション	1	9784063773415
55093	qid:Q9187051|name:味一番!美味セレクション	味一番!美味セレクション	アジ イチバン ビミ セレクション	3	9784063749656
55095	qid:Q9187051|name:深夜のクッキングパパ	深夜のクッキングパパ	シンヤ ノ クッキング パパ	1	9784063859386
55119	qid:Q9188012|name:博多殺人事件 薔薇の殺人	博多殺人事件 薔薇の殺人	ハカタ サツジン ジケン	1	9784253241458
55143	qid:Q9190960|name:漫画レッスン宮里道場愛蔵版|sub:ナンクルナイサで行こう!!聖志、優作、藍はこうして上手くなった	漫画レッスン宮里道場愛蔵版	マンガ レッスン ミヤザト ドウジョウ アイゾウ	1	9784833478427
55251	qid:Q9296648|name:Cafe吉祥寺で	Cafe吉祥寺で	Cafe キチジョウジ デ	1	9784403670794
55305	qid:Q9301128|name:37℃のボーイフレンド	37℃のボーイフレンド	37ド ノ ボーイフレンド	1	9784091315533
55311	qid:Q9301128|name:エッチしちゃうの!?…コイビトだから!	エッチしちゃうの!?…コイビトだから!	エッチシチャウノ コイビト ダカラ	1	9784091351050
55337	qid:Q9302074|name:戦う!セバスチャン#	戦う!セバスチャン#	タタカウ セバスチャン シャープ	2	9784403619816
55350	qid:Q9307321|name:ビースト＆ビースト!!	ビースト＆ビースト!!	ビースト ＆ ビースト	1	9784870252219
55388	qid:Q9318942|name:おまもりひまり1/4	おまもりひまり1/4	オマモリ ヒマリ ヨンブンノイチ	1	9784047126626
55472	qid:Q9330089|name:マンガ家さんとアシスタントさんと2	マンガ家さんとアシスタントさんと2	マンガカサン ト アシスタントサン ト ツー	1	9784757543423
55512	qid:Q9333892|name:ガンバ!Fly high外伝	ガンバ!Fly high外伝	ガンバ fly high ガイデン	1	9784091260550
55518	qid:Q9333909|name:プリパラまんが＆ヘアアレンジ	プリパラまんが＆ヘアアレンジ	プリパラ マンガ アンド ヘア アレンジ	1	9784092805101
55519	qid:Q9333909|name:プリ・パラまんが＆コーデカタログ	プリ・パラまんが＆コーデカタログ	プリ パラ マンガ アンド コーデ カタログ	1	9784092805071
55535	qid:Q9339377|name:Sexy Zone～We are Sexy Zone!～	Sexy Zone～We are Sexy Zone!～	セクシー ゾーン ウイ アー セクシー ゾーン	1	9784088674513
55593	qid:Q9355827|name:魔法少女リリカルなのはViVid LIFE	魔法少女リリカルなのはViVid LIFE	マホウ ショウジョ リリカル ナノハ ヴィヴィッ	1	9784041203446
55594	qid:Q9355827|name:魔法少女リリカルなのはViVid LIFE Advance	魔法少女リリカルなのはViVid LIFE Advance	マホウ ショウジョ リリカル ナノハ ヴィヴィッ	1	9784041206829
55596	qid:Q9355827|name:魔法少女リリカルなのはViVid LIFEインターミドル編	魔法少女リリカルなのはViVid LIFEインターミドル編	マホウ ショウジョ リリカル ナノハ ヴィヴィッ	1	9784041210697
55597	qid:Q9355827|name:魔法少女リリカルなのはVivid FULL COLORS	魔法少女リリカルなのはVivid FULL COLORS	マホウ ショウジョ リリカル ナノハ ヴィヴィッ	1	9784041202203
55668	qid:Q9448801|name:王子さま～っ!	王子さま～っ!	オウジサマーッ	1	9784061785519
55736	qid:Q957671|name:NEEDLESS ZERO	NEEDLESS ZERO	ニードレス ゼロ	1	9784088765648
55737	qid:Q957671|name:NEEDLESS ZERO TWO	NEEDLESS ZERO TWO	ニードレス ゼロ ツー	1	9784088776729
55786	qid:Q958256|name:TVアニメおそ松さんアニメコミックス	TVアニメおそ松さんアニメコミックス	テレビ アニメ オソマツ サン アニメ コミック	6	9784088456942
55791	qid:Q958256|name:あべこべ３番地	あべこべ３番地	アベコベ 3バンチ	1	9784090017179
55799	qid:Q958256|name:おそ松くんベスト・コレクション	おそ松くんベスト・コレクション	オソマツクン ベスト コレクション	1	9784777819126
55814	qid:Q958256|name:おそ松＆バカボン	おそ松＆バカボン	オソマツ アンド バカボン	1	9784063774696
55815	qid:Q958256|name:おそ松＆バカボン ぼくらのクラスは先生が二人編	おそ松＆バカボン ぼくらのクラスは先生が二人編	オソマツ アンド バカボン	1	9784065104149
55816	qid:Q958256|name:おそ松＆バカボン ヒイキのイヤミ先生編	おそ松＆バカボン ヒイキのイヤミ先生編	オソマツ アンド バカボン	1	9784063933062
55825	qid:Q958256|name:くらやみの天使 星はかなしく	くらやみの天使 星はかなしく	クラヤミ ノ テンシ ホシ ワ カナシク	1	9784090016523
55839	qid:Q958256|name:ひみつのアッコちゃんなかよし版	ひみつのアッコちゃんなかよし版	ヒミツ ノ アッコチャン ナカヨシバン	2	9784090017056
55840	qid:Q958256|name:ひみつのアッコちゃん別巻	ひみつのアッコちゃん別巻	ヒミツ ノ アッコチャン ベッカン	1	9784090017049
55856	qid:Q958256|name:もーれつア太郎 別巻	もーれつア太郎 別巻		1	9784090017773
55858	qid:Q958256|name:われら８プロ	われら８プロ		1	9784090017827
55871	qid:Q958256|name:ギャグゲリラ1980	ギャグゲリラ1980		1	9784090018367
55872	qid:Q958256|name:ギャグゲリラ1981	ギャグゲリラ1981		1	9784090018374
55873	qid:Q958256|name:ギャグゲリラ1982	ギャグゲリラ1982		1	9784090018381
55947	qid:Q958256|name:元祖天才バカボン	元祖天才バカボン	ガンソ テンサイ バカボン	4	9784090017599
55964	qid:Q958256|name:天才バカボンのおやじ	天才バカボンのおやじ	テンサイ バカボン ノ オヤジ	4	9784812432822
55965	qid:Q958256|name:天才バカボン誕生40周年記念 天才バカボンTHE BEST	天才バカボン誕生40周年記念 天才バカボンTHE BEST	テンサイ バカボン the best	2	9784091211965
55988	qid:Q958256|name:母ちゃんNO.1 1994	母ちゃんNO.1 1994		1	9784090018664
56024	qid:Q958256|name:赤塚不二夫名作劇場 天才バカボン	赤塚不二夫名作劇場 天才バカボン	アカツカ フジオ メイサク ゲキジョウ テンサイ	2	9784063532265
56027	qid:Q958256|name:赤塚不二夫爆笑ランド	赤塚不二夫爆笑ランド	アカツカ フジオ バクショウ ランド	1	9784063748475
56042	qid:Q958269|name:キャプテン翼 GOLDEN-23	キャプテン翼 GOLDEN-23	キャプテン ツバサ GOLDEN-23	19	9784086191326
56043	qid:Q958269|name:キャプテン翼 ROAD TO 2002	キャプテン翼 ROAD TO 2002	キャプテン ツバサ ROAD TO 2002	25	9784086187077
56044	qid:Q958269|name:キャプテン翼 ワールドユース特別編	キャプテン翼 ワールドユース特別編	キャプテン ツバサ	1	9784088722603
56045	qid:Q958269|name:キャプテン翼 ワールドユース編	キャプテン翼 ワールドユース編	キャプテン ツバサ	26	9784086182256
56052	qid:Q958269|name:キャプテン翼海外激闘編en la liga	キャプテン翼海外激闘編en la liga	キャプテン ツバサ カイガイ ゲキトウヘン en	7	9784087823516
56053	qid:Q958269|name:キャプテン翼海外激闘編in Calcio	キャプテン翼海外激闘編in Calcio	キャプテン ツバサ カイガイ ゲキトウヘン in	2	9784088777252
56054	qid:Q958269|name:キャプテン翼短編集dream field	キャプテン翼短編集dream field	キャプテン ツバサ タンペンシュウ dream 	2	9784088770819
56063	qid:Q958269|name:誇りスペシャル	誇りスペシャル	プライド スペシャル	1	9784537161380
56073	qid:Q958412|name:まじかる☆タルるートくん魔法アイテム	まじかる☆タルるートくん魔法アイテム	マジカル タルルートクン マジック アイテム	1	9784834211726
56076	qid:Q958412|name:プレイバックpart 2	プレイバックpart 2	プレイバック part 2	1	9784592142607
56091	qid:Q958449|name:うしおととら全集	うしおととら全集	ウシオ ト トラ ゼンシュウ	2	9784091792921
56092	qid:Q958449|name:うしおととら外伝	うしおととら外伝	ウシオ ト トラ ガイデン	2	9784091083340
56101	qid:Q958449|name:藤田和日郎魂	藤田和日郎魂	フジタ カズヒロ ダマシイ	1	9784091990198
56107	qid:Q959193|name:ある日突然に	ある日突然に	アル ヒ トツゼン ニ	1	9784811300177
56110	qid:Q959193|name:おはよう	おはよう	オハヨウ	1	9784811300061
56111	qid:Q959193|name:お好み八ちゃん	お好み八ちゃん	オコノミ ハツチヤン	1	9784811300078
56131	qid:Q959193|name:悪太郎	悪太郎	アクタロウ	1	9784811300092
56133	qid:Q959193|name:男なら勝利の歌を	男なら勝利の歌を	オトコ ナラ シヨウリ ノ ウタ オ	1	9784811300108
56136	qid:Q959193|name:野球バカ	野球バカ	ヤキユウバカ	1	9784811300085
56169	qid:Q965600|name:Angel・kiss	Angel・kiss		1	9784537107753
56181	qid:Q965600|name:SIGH	SIGH		1	9784575814729
56212	qid:Q965600|name:校内写生＆フォビア	校内写生＆フォビア		2	9784915858246
56236	qid:Q966701|name:サイコドクター楷恭介	サイコドクター楷恭介	サイコ ドクター カイ キョウスケ	7	9784063704105
56252	qid:Q966701|name:探偵学園Qプレミアム	探偵学園Qプレミアム	タンテイ ガクエン Q プレミアム	1	9784063638806
56265	qid:Q966701|name:金田一少年の事件簿R (リターンズ)	金田一少年の事件簿R (リターンズ)	キンダイチ ショウネン ノ ジケンボ リターンズ	1	9784065115633
56266	qid:Q966701|name:金田一少年の事件簿　短編集	金田一少年の事件簿　短編集	キンダイチ ショウネン ノ ジケンボ　短編集	9	9784063609660
56316	qid:Q967455|name:マッド★ブル2000	マッド★ブル2000	マッド ブル 2000	3	9784862258953
56331	qid:Q967455|name:修羅雪姫外伝	修羅雪姫外伝	シュラユキヒメ ガイデン	2	9784862254085
56458	qid:Q972529|name:金色のガッシュベル!!ひみつストーリーファイル	金色のガッシュベル!!ひみつストーリーファイル	コンジキ ノ ガッシュベル ヒミツ ストーリー 	1	9784091106544
56459	qid:Q972529|name:金色のガッシュベル!!ひみつストーリーファイル 石版魔物編	金色のガッシュベル!!ひみつストーリーファイル 石版魔物編	コンジキ ノ ガッシュベル ヒミツ ストーリー 	1	9784091106636
56489	qid:Q97496369|name:男!日本海スペシャル	男!日本海スペシャル	オトコ ニホンカイ スペシャル	1	9784537161175
56542	qid:Q977749|name:Area-88	Area-88	エリア 88	1	9784840109024
56572	qid:Q977749|name:新谷かおる	新谷かおる	シンタニ カオル	1	9784575287776
56591	qid:Q983424|name:銃夢 Last Order	銃夢 Last Order		5	9784063766301
56592	qid:Q983424|name:銃夢 LastOrder	銃夢 LastOrder	ガンム ラスト オーダー	7	9784063766127
56594	qid:Q983424|name:銃夢last order	銃夢last order	ガンム last order	16	9784063760620
56595	qid:Q983424|name:銃夢外伝	銃夢外伝	ガンム ガイデン	1	9784088773568
56631	qid:Q98757929|name:ザ☆ドラえもんズスペシャル ロボット養成学校編	ザ☆ドラえもんズスペシャル ロボット養成学校編	ザ ドラエモンズ スペシャル ロボット ヨウセイ	2	9784091495327
56642	qid:Q987957|name:スケバン刑事 if	スケバン刑事 if		1	9784840109543
56675	qid:Q988513|name:RAY+	RAY+	レイ プラス	1	9784253230254
56689	qid:Q988513|name:ローンナイト2	ローンナイト2	ローン ナイト ニ	7	9784073004691
56690	qid:Q988513|name:ローンナイト2特別編	ローンナイト2特別編	ローン ナイト 2 トクベツヘン	1	9784073010326
56721	qid:Q997953|name:WジュリエットⅡ	WジュリエットⅡ	W ジュリエット 2	7	9784592188681
56736	name:二宮敦人|name:!	!	ビックリマーク	1	9784434188114
56737	name:杉山ユキ|name:!KHCHANGE!	!KHCHANGE!	コイヒメ チェンジ	1	9784047309371
56738	name:B.T.あづま|name:!ガンガンやろうぜ!	!ガンガンやろうぜ!	ガンガン ヤロウゼ	1	9784905965299
56747	name:ニクヤ乾|name:#BLごっこ	#BLごっこ	ビーエルゴッコ	1	9784866532875
56750	name:育田花|name:#こじらせ処女の初彼氏	#こじらせ処女の初彼氏	コジラセ ショジョ ノ ハツカレシ	1	9784334979386
56751	name:黛こえだ|name:#ウラオモテ男子と初恋のはじめ方	#ウラオモテ男子と初恋のはじめ方	ウラオモテ ダンシ ト ハツコイ ノ ハジメカタ	1	9784861238437
56753	name:ぴよととなつき|name:#ピヨトト家	#ピヨトト家	ピヨトト ケ	1	9784838729388
56761	name:井藤楊子|name:(はわわっ) イケメンさんに求愛されちゃいました!	(はわわっ) イケメンさんに求愛されちゃいました!	(ハワワッ) イケメン サン ニ キュウアイ サ	1	9784821137275
56763	name:断華ナオキ|name:(株) ブラック企業|sub:OL性奴堕落	(株) ブラック企業	(カブ) ブラック キギョウ	1	9784862976000
56765	name:藤村綾生|name:(腹黒) 王子と恋の罠|sub:フラチな求愛に落とされました。	(腹黒) 王子と恋の罠	(ハラグロ) オウジ ト コイ ノ ワナ	1	9784821138494
56766	name:稲本いねこ|name:(隠れ) 野獣くんは一度抱いたら離さない	(隠れ) 野獣くんは一度抱いたら離さない	(カクレ) ヤジュウクン ワ イチド ダイタラ 	1	9784821139316
56775	name:天羽かなみ|name:.hack//Alcor	.hack//Alcor	ドット ハック アルコル	1	9784047139084
56778	name:.hack Conglomerate|name:.hack//Quantum Ⅰ（introduction）	.hack//Quantum Ⅰ（introduction）	ドットハック クワンタム イントロダクション	1	9784048992312
56782	name:早瀬みなみ|name:0.01％のありす	0.01％のありす	0.01 パーセント ノ アリス	1	9784088471822
56792	name:雨宮由樹|name:07-GHOST CHILDREN	07-GHOST CHILDREN	セブン ゴースト チルドレン	1	9784758055390
56797	name:三上志乃|name:0パーセントの花束	0パーセントの花束	ゼロパーセント ノ ハナタバ	1	9784823601064
56799	name:高山わたる|name:0円で「干物女」脱出	0円で「干物女」脱出	0エン デ ヒモノ オンナ ダッシュツ	1	9784569796833
56800	name:つるけんたろう|name:0円で空き家をもらって東京脱出!	0円で空き家をもらって東京脱出!	ゼロエン デ アキヤ オ モラッテ トウキョウ 	1	9784022512079
56804	name:朔田浩美|name:1 2 3	1 2 3	ONE・TWO・THREE	1	9784832280632
56809	name:夏芽あこ|name:1/1のトール・ベア	1/1のトール・ベア	イチ ブン ノ イチ ノ トール ベア	1	9784088495118
56810	name:さきもりはじめ|name:1/2のファインダー	1/2のファインダー	ニブン ノ イチ ノ ファインダー	1	9784088481111
56811	name:森崎法美|name:1/2の引力	1/2の引力	ニブンノイチ ノ インリョク	1	9784088488875
56812	name:たつもとみお|name:1/365の恋人	1/365の恋人	サンビャクロクジュウゴブンノイチ ノ コイビト	1	9784040677019
56813	name:竹原悠理|name:1/3だけ恋してる	1/3だけ恋してる	サンブンノイチダケコイシテル	1	9784063027570
56814	name:しばの結花|name:1/3ロマンチカ	1/3ロマンチカ	サンブンノイチ ロマンチカ	1	9784091322241
56815	name:高橋依摘|name:1/4の溺愛|sub:絶倫社長の蜜約彼女	1/4の溺愛	1/4 ノ デキアイ	1	9784821138500
56816	name:三色網戸。|name:1/8かのじょ	1/8かのじょ	ハチブンノイチ カノジョ	1	9784048860598
56818	name:神之内ともよ|name:10 Daysテンダー	10 Daysテンダー	10 Days テンダー	1	9784088470191
56819	name:渡辺ゆうな|name:10 carat	10 carat	テン カラット	1	9784904312544
56820	name:いるまかみり|name:10 carats	10 carats	テン カラッツ	1	9784832233362
56826	name:焼き芋ハンサム斎藤|name:1000円ヒーロー	1000円ヒーロー	センエン ヒーロー	1	9784091280589
56834	name:佐野洋子|name:100万回生きたねこ	100万回生きたねこ	ヒャクマンカイイキタネコ	1	9784061272743
56835	name:浜田眞美子|name:100万＄クライシス	100万＄クライシス	ヒャクマンドル クライシス	1	9784391903683
56838	name:羽生詩音|name:100人目は王子様	100人目は王子様	100ニンメ ワ オウジサマ	1	9784764821729
56839	name:高田タミ|name:100億のキスを抱いて	100億のキスを抱いて	ヒャクオク ノ キス オ ダイテ	1	9784063030600
56844	name:千川なつみ|name:100年ロマンス	100年ロマンス	100ネン ロマンス	1	9784773097931
56846	name:季田ビスコ|name:100数えたら、ふりむいて	100数えたら、ふりむいて	ヒャク カゾエタラ フリムイテ	1	9784040658452
56848	name:松沢あさみ|name:100番目でいいから	100番目でいいから	100バンメ デ イイカラ	1	9784063027006
56849	name:池田陽介|name:100縁ショップ鬼安堂	100縁ショップ鬼安堂	100エン ショップ キアンドウ	1	9784048688079
56850	name:蜜橋アザコ|name:100通の、愛を。	100通の、愛を。	100ツウ ノ アイ オ	1	9784253135900
56854	name:仁神ユキタカ|name:101 (いちまるいち) の黒猫	101 (いちまるいち) の黒猫	イチマルイチ ノ クロネコ	1	9784801966406
56856	name:伴茶彰|name:101・102	101・102	イチマルイチ イチマルニ	1	9784088766676
56858	name:土屋勇一|name:101匹わんちゃん	101匹わんちゃん	ヒャク イッピキ ワンチャン	1	9784120021497
56859	name:真魚なつみ|name:101回目のプロポーズ	101回目のプロポーズ	ヒャクイッカイメ ノ プロポーズ	1	9784594007942
56860	name:環レン|name:104号室。	104号室。	104ゴウシツ	1	9784775517260
56861	name:カシワイ|name:107号室通信	107号室通信	ヒャクナナゴウシツ ツウシン	1	9784845844258
56862	name:高昌ゆり|name:108コンプレックス	108コンプレックス	ヒャクハチ コンプレックス	1	9784537130263
56864	name:美杉果林|name:10CARAT	10CARAT	テン カラット	1	9784882711957
56867	name:水寺葛|name:10ミニッツメイド	10ミニッツメイド	テン ミニッツ メイド	1	9784063807769
56868	name:漫画家の絵本の会|name:10人の漫画家の10の旅	10人の漫画家の10の旅	ジュウニン ノ マンガカ ノ ジュウ ノ タビ	1	9784621032237
56869	name:樋口真里奈|name:10代でママになった日	10代でママになった日	10ダイ デ ママ ニ ナッタ ヒ	1	9784253197397
56870	name:しみず宇海|name:10代の女の子の仰天ラブニュース!	10代の女の子の仰天ラブニュース!	10ダイ ノ オンナ ノ コ ノ ギョウテン ラ	1	9784063716061
56871	name:しかくいはこ|name:10回まわってワンと鳴け	10回まわってワンと鳴け	10カイ マワッテ ワン ト ナケ	1	9784832290723
56874	name:花本八満|name:10年後、ベッドで交わる初恋。	10年後、ベッドで交わる初恋。	10ネンゴ ベッド デ マジワル ハツコイ	1	9784396703714
56875	name:Rin。|name:10年後、君はきっと笑ってるから。	10年後、君はきっと笑ってるから。	10ネンゴ 、 キミ ワ キット ワラッテル カ	1	9784821136636
56877	name:椋太郎|name:10年目、シナリオ通りにいかない恋	10年目、シナリオ通りにいかない恋	ジュウネンメ シナリオドオリ ニ イカナイ コイ	1	9784815550431
56878	name:のきようこ|name:10年目の初恋	10年目の初恋	ジュウネンメ ノ ハツコイ	1	9784815501037
56879	name:多摩緒べべ|name:10年越しの恋だから	10年越しの恋だから	ジュウネンゴシ ノ コイ ダカラ	1	9784815550523
56880	name:月城うさぎ|name:10年越しの恋煩い	10年越しの恋煩い	ジュウネンゴシ ノ コイワズライ	1	9784434282256
56882	name:福原ふみよ|name:10月の恋するおさかな	10月の恋するおさかな	10ガツ ノ コイスル オサカナ	1	9784063029239
56883	name:竹井10日|name:10歳の保健体育 補習編	10歳の保健体育 補習編	10サイ ノ ホケン タイイク	1	9784758082136
56886	name:于彦舒|name:10番ロ～ラン	10番ロ～ラン	ジュウバン ローラン	1	9784040700533
56887	name:いがわうみこ|name:11	11	ジュウイチ	1	9784344833623
56889	name:北沢きょう|name:110番は受け付けません!	110番は受け付けません!	110バン ワ ウケツケマセン	1	9784199605215
56890	name:あさぎよしみつ|name:1164	1164	イチイチロクヨン	1	9784938343408
56892	name:久松エイト|name:11人目のこいびとくん	11人目のこいびとくん	ジュウイチニンメ ノ コイビトクン	1	9784866692654
56893	name:やまがたさとみ|name:12	12		1	9784396765248
56894	name:YOU biz|name:120年後の約束	120年後の約束	ヒャクニジュウネンゴ ノ ヤクソク	1	9784420310864
56895	name:よしただ|name:120時間分のオーガズム|sub:ポリネシアンセックスって気持ちよすぎる	120時間分のオーガズム	ヒャクニジュウジカンブン ノ オーガズム	1	9784434253096
56897	name:仲原椿|name:12分のエチュード	12分のエチュード	12フン ノ エチュード	1	9784758074803
56900	name:紫妲たかゆき|name:12星座男子	12星座男子	ジュウニ セイザ ダンシ	1	9784041028629
56901	name:みやぎひろみ|name:12時すぎのシンデレラ	12時すぎのシンデレラ	ジュウニジ スギ ノ シンデレラ	1	9784253081375
56903	name:宮沢由貴|name:12月の聖母	12月の聖母	ジュウニガツ ノ マリア	1	9784091362926
56904	name:小川みどり|name:12月の隣人	12月の隣人	12ガツ ノ リンジン	1	9784088498843
56905	name:青山りさ|name:12歳差の恋人は大胆不敵にキスをする	12歳差の恋人は大胆不敵にキスをする	12サイサ ノ コイビト ワ ダイタン フテキ 	1	9784821139095
56906	name:139|name:139	139	イサク	2	9784861059896
56907	name:139|name:139 チェケラ!box	139 チェケラ!box	139 チェケラ box	1	9784861231810
56912	name:九条Aoi|name:14 key	14 key		1	9784575726848
56913	name:かさいちあき|name:144時間君を想うよ	144時間君を想うよ	144ジカン キミ オ オモウヨ	1	9784801970892
56914	name:みやうち沙矢|name:145センチのありったけ	145センチのありったけ	145センチ ノ アリッタケ	1	9784063028232
56916	name:Kamelie|name:14歳とイラストレーター	14歳とイラストレーター	ジュウヨンサイ ト イラストレーター	1	9784065133729
56917	name:Sonno|name:14歳の女社長、ニートを拾う	14歳の女社長、ニートを拾う	14サイ ノ オンナ シャチョウ 、 ニート オ	1	9784799741849
56919	name:高倉碧依|name:152センチ62キロの恋人	152センチ62キロの恋人	ヒャクゴジュウニセンチ ロクジュウニキロ ノ コ	1	9784434238611
56922	name:つきあか倫|name:15日の日曜日	15日の日曜日	15ニチ ノ ニチヨウビ	1	9784107724236
56923	name:石田育絵|name:15歳	15歳	15サイ	1	9784344816947
56925	name:赤塚祭|name:15歳、無事卒プロジェクト!!	15歳、無事卒プロジェクト!!	15サイ ブジ ソツ プロジェクト	1	9784063654080
56926	name:河原田瞳美|name:15秒だけ ～I know I'm falling～	15秒だけ ～I know I'm falling～	ジュウゴビョウ ダケ アイ ノウ アイム フォー	1	9784063657746
56932	name:今澤まいこ|name:16歳、彼に秘密で君とキスした	16歳、彼に秘密で君とキスした	ジュウロクサイ カレ ニ ヒミツ デ キミ ト 	1	9784091388292
56939	name:木下けい子|name:17初恋	17初恋	17 ハツコイ	1	9784813032168
56940	name:桑木砂織|name:17年目の情熱	17年目の情熱	17ネンメ ノ ジョウネツ	1	9784063031423
56941	name:なかの弥生|name:17年目の波音	17年目の波音	ジュウシチネンメ ノ ナミオト	1	9784408431819
56942	name:やまき美子|name:17年目の眠り姫	17年目の眠り姫	ジュウシチネンメ ノ ネムリヒメ	1	9784088481876
56943	name:高久尚子|name:17才の密かな欲情	17才の密かな欲情	17サイ ノ ヒソカナ ヨクジョウ	1	9784862524362
56946	name:麦盛なぎ|name:17歳℃	17歳℃	ジュウナナサイ ドシー	1	9784800001528
56948	name:前田あやえ|name:17歳のなぞなぞ	17歳のなぞなぞ	17サイ ノ ナゾナゾ	1	9784063028485
56953	name:たうみまゆ|name:18日の日曜日	18日の日曜日	ジュウハチニチ ノ ニチヨウビ	1	9784063768800
56954	name:さがのひを|name:18歳にできること	18歳にできること	ジュウハッサイ ニ デキル コト	1	9784041025666
56955	name:雨倉ニコ|name:18歳差の恋わずらい	18歳差の恋わずらい	18サイサ ノ コワズライ	1	9784821136162
56959	name:ちほ|name:1925	1925	イチキュウニゴ	1	9784048653459
56961	name:ジョージ・オーウェル|name:1984年	1984年	センキュウヒャクハチジュウヨネン	1	9784781607269
56962	name:石堂摩有|name:1990	1990	イチ キュウ キュウ レイ	1	9784943966777
56963	name:五島伝明|name:199X年Jデー	199X年Jデー	センキュウヒャク クジュウエックスネン ジェイデ	1	9784833414067
