slug	title	authors	year	publisher	total_volumes
pink-spot	ピンクスパット	三浦みつる	2000	kodansha	2
fire-dog	ファイアードッグ	田森庸介	2000	tokyo-sanseisha	1
famiriinoshiki	ファミリーの四季	波間信子	2000	kodansha	1
buya-jitsuroku-andou-gumi	ブヤ 実録・安藤組	神田たけ志	2000	futabasha	6
blood-snow	ブラッド・スノー	長田ノオト	2000	bunkasha	1
blue-moon-makiko	ブルームーン	魔木子	2000	takeshobo	1
princess-to-nijiiro-no-yubiwa	プリンセスと虹色の指輪	英洋子	2000	ozora-shuppan	1
pressure-game	プレッシャー・ゲーム	森園みるく	2000	scola	1
baby-action	ベイビィ・アクション!	坂本ミキ	2000	shobunkan	1
hot-communication	ホット・コミュニケーション	波間信子	2000	kodansha	1
bocky-horror-show	ボッキーホラーSHOW	田島みるく	2000	shueisha	1
bon-kudo	ボン	工藤かずや	2000	leed	1
boy-yanagisawa	ボーイ	柳沢きみお	2000	kodansha	1
pocket-park-2	ポケット・パーク	沖野ヨーコ	2000	kodansha	1
poseidon-story	ポセイドン・ストーリー	まさき輝	2000	aoba-shuppan	1
popaitachi-no-i-san	ポパイたちの遺産	吉原昌宏	2000	kodansha	1
poritan	ポリタン	とり・みき	2000	hakusensha	1
portside-story	ポートサイド・ストーリー	深見じゅん	2000	kodansha	1
marionette-game	マリオネット・ゲーム	福原ヒロ子	2000	shueisha	1
mystery-selection	ミステリーセレクション	花村えい子	2000	kobunsha	1
misu-junjou-make	ミス・純情メイク	長浜幸子	2000	futabasha	1
mint-blue-paradise	ミントブルー・パラダイス	鈴木岳生	2000	futabasha	1
metal-mama	メタル・ママ	大島岳詩	2000	kodansha	2
merry-san-no-christmas	メリーさんちのXmas	星野めみ	2000	kodansha	1
monster-13-bunch	モンスター13番地	赤塚不二夫	2000	shogakukan	1
yarasete-oji-san	ヤラセテおじさん	赤塚不二夫	2000	shogakukan	1
utopia-yugureuchusen-nagahama	ユートピア	長浜幸子	2000	aoba-shuppan	1
rakugaki-2	ラクガキ	赤塚不二夫	2000	shogakukan	1
raburetaa-hanakojiko	ラブレター	花小路ゆみ	2000	scola	1
love-focus	ラブ・フォーカス	万里村奈加	2000	kodansha	1
la-campanella	ラ・カンパネラ	渡千枝	2000	bunkasha	1
la-blue-girl	ラ・ブルー・ガール	前田俊夫	2000	schubert-shuppan	3
risutora-man-tarou	リストラマン太郎	たかもちげん	2000	futabasha	4
ribenjaa	リベンジャー	下條よしあき	2000	futabasha	1
ringo-takamochi	リンゴ	たかもちげん	2000	kodansha	1
rinden-green-no-kotoritachi	リンデングリーンの小鳥たち	水上澄子	2000	kodansha	1
ruuruu-wa-chiisana-tomodachi	ルウルウはちいさなともだち	小沢真理	2000	kodansha	1
lunatic-knight	ルナティックナイト	小沢真理	2000	kodansha	1
lady-mes	レディ・メス	川崎三枝子	2000	futabasha	2
lady-dragon	レディードラゴン	はざまもり	2000	kodansha	1
rental-boy	レンタルboy	法田恵	2000	shonen-gahosha	2
rokkunrooru-igai-wa-zenbu-uso	ロックンロール以外は全部嘘。	カネコアツシ	2000	wani-books	1
romancing-girl	ロマンシング・ガール	湯田伸子	2000	shonen-gahosha	1
romance-ozawa	ロマンス	小沢真理	2000	kodansha	1
romeo-to-jurii	ロメオとジュリー	赤塚不二夫	2000	shogakukan	1
rose-garden-hayami	ローズガーデン	速水翼	2000	shufu-to-seikatsu	1
wairudodeikou	ワイルドでいこう!	渡辺直美	2000	kodansha	1
waru-chan	ワルちゃん	赤塚不二夫	2000	shogakukan	1
wanpei-mou-chan	ワンペイモウちゃん	赤塚不二夫	2000	shogakukan	1
issho-ni-kurashitai	一緒に暮らしたい!	菊川近子	2000	kodansha	1
nanatsumekozou	七つ目小僧	石ノ森章太郎	2000	futabasha	1
misoji	三十路	柳沢きみお	2000	asuka-shinsha	2
shanghai-rhapsody	上海ラプソディー	渡辺敏	2000	futabasha	2
fujio-no-gyagu-ariki	不二夫のギャグありき	赤塚不二夫	2000	shogakukan	1
fujio-no-waruwaru-world	不二夫のワルワルワールド	赤塚不二夫	2000	shogakukan	1
goninbayashi	五人囃子	広岡球志	2000	tokyo-sanseisha	1
hitokiri-izou-hiwa	人斬り以蔵秘話	伊藤結花理	2000	aoba-shuppan	1
konshuu-no-adam-to-ifu	今週のアダムとイフ	赤塚不二夫	2000	shogakukan	1
konshuu-no-dame-na-hito	今週のダメな人	赤塚不二夫	2000	shogakukan	1
tanin-doushi	他人同士	尾崎未来	2000	shueisha	1
izou	以蔵	岡崎つぐお	2000	nihon-bungeisha	1
nani-ni-mo-shiranai	何にも知らない	かわもりみさき	2000	futabasha	1
kojin-jugyou-rumoijun	個人授業	留萌純	2000	(unknown)	1
kenkou-no-sekkei	健康の設計	駕籠真太郎	2000	tokyo-sanseisha	1
youhei-joi-kuroki-erika	傭兵女医黒樹エリカ	那須輝一郎	2000	houbunsha	2
yuushunki	優駿記	やまさき拓味	2000	asuka-shinsha	1
hikarinokairou	光の回廊	めるへんめーかー	2000	kadokawa	1
fuyu-no-orgel	冬のオルゴール	深沢かすみ	2000	shueisha	1
touketsu-shita-pureiyaa-no-kikan	凍結したプレイヤーの帰還	SilSil・STUDIO INUS	2000	hifumi-shobo	2
shokei-sareta-seijo-wa-shiryou-to-natte-maimodoru	処刑された聖女は死霊となって舞い戻る	蚊	2000	hifumi-shobo	2
kayokosangaiku	加代子さんが行く!!	軽部潤子	2000	kodansha	1
kita-no-fuuin	北の封印	成毛厚子	2000	scola	1
harajuku-monogatari	原宿物語	柳沢きみお	2000	kodansha	1
futagoza-symmetry	双子座シンメトリー	おおにし真	2000	kodansha	1
yoshida-heihachi-jinchuuki-retto-itto-bii	吉田平八人中記 Let it be!	たかもちげん	2000	kodansha	2
kimi-to-shita-ai	君とした愛	雅亜公	2000	schubert-shuppan	1
kimi-ni-aete-yokatta	君に会えてよかった	刀根夕子	2000	kodansha	1
kimi-ni-saku-hana	君に咲く花	麻生歩	2000	ozora-shuppan	1
kimi-ni-kisetai-wedding-dress	君に着せたいウエディングドレス	星野めみ	2000	kodansha	1
juteimu	呪啼夢	あすなひろし	2000	chikumashuuhansha	1
inochi-kakeru-kaa	命かけるかー?!	東本昌平	2000	kodansha	1
kanashimi-hitotsu-doushimasu	哀しみひとつどうします?	深見じゅん	2000	shueisha	1
aikoku-sensou	哀国戦争	伊賀和洋	2000	shueisha	6
jigoku-fuuga	地獄フーガ	のがみけい	2000	scola	1
kabe-ni-mimi-ari-toire-ni-me-ari	壁に耳ありトイレに目あり	原のり子	2000	shonen-gahosha	3
natsu-ni-dakarete	夏に抱かれて	福原ヒロ子	2000	shueisha	1
natsuki-shizuko-sasupensu	夏樹静子サスペンス	寺口えみ	2000	ozora-shuppan	2
yoru-no-shinshi	夜の紳士	柳沢きみお	2000	futabasha	1
yasha-no-niwa	夜叉の庭	のがみけい	2000	scola	1
yume-no-naka-yume-no-soto	夢の中 夢の外	原のり子	2000	shonen-gahosha	1
yume-no-houkou	夢の彷徨	尾崎未来	2000	shueisha	1
yumedoresuappu	夢ドレスアップ	神奈幸子	2000	kodansha	1
yumebito	夢人	立原あゆみ	2000	shueisha	1
yumeko-san-no-curry-raisu	夢子さんのカレーライス	星野めみ	2000	kodansha	1
dainan-ryou-e-irasshai	大南寮へいらっしゃい	法田恵	2000	shonen-gahosha	1
dai-nippon-puutaroo-ikka	大日本プータロー一家	赤塚不二夫	2000	shogakukan	1
osaka-geijutsu-daigaku-kanan-bungei-manga-hen	大阪芸術大学河南文藝 漫画篇	小池一夫	2000	(unknown)	1
tenka-ichi-dai-katsugeki	天下一大活劇	古澤純也	2000	rapport	1
tenshi-no-kamikazari	天使の髪飾り	野間美由紀	2000	hakusensha	1
ten-takaku-yutaka-nari	天高く豊かなり	遊人	2000	kodansha	2
onna-ga-yureru	女が揺れる	花小路ゆみ	2000	scola	1
onna-to-otoko-no-kousaten	女と男の交差点	神奈幸子	2000	kodansha	1
zegen	女衒	岩田和久	2000	houbunsha	5
sukisukisuki	好き・好き・好き	里中満智子	2000	kodansha	1
sukisuki-daisuki-mejiro	好き好き大好き	目白花子	2000	kodansha	1
youjuu-suit	妖獣戦士	和気一作	2000	(unknown)	1
youka-2	妖花	内村月子	2000	kodansha	1
hime-shitenjaneeyo	姫してんじゃねえよ	長浜幸子	2000	shueisha	1
musume-ga-haha-ni-chikazuku-toki	娘が母に近づくとき	波間信子	2000	kodansha	1
konyaku-o-haki-sareta-akuyaku-reijou-wa-kouya-ni-ikiru	婚約を破棄された悪役令嬢は荒野に生きる。	ソラジマ	2000	hifumi-shobo	3
kodomotachi-no-jikan	子供たちの時間	おおにし真	2000	kodansha	1
kaseifu-to-100-rasu-100-no-houhou	家政婦と暮らす100の方法	ポン貴花田	2000	futabasha	2
kanta-2-kimi-no-tenshi-ni-yoroshiku	寛太2 君の天使によろしく	三浦浩子	2000	shufu-to-seikatsu	1
fuujirareta-memorial	封じられたメモリアル	西尚美	2000	kodansha	1
koharubi	小春日	ありさか邦	2000	shogakukan	1
shounen-furaidee	少年フライデー	赤塚不二夫	2000	shogakukan	2
shounen-marketer-gorou	少年マーケッター五郎	しりあがり寿	2000	takeshobo	1
naoko-san-no-naisho	尚子さんのナイショ❤	ななみ静	2000	futabasha	1
yamanekotachi-no-yoru	山猫たちの夜	成毛厚子	2000	kodansha	1
miko-densetsu	巫女伝説	魔木子	2000	shodensha	1
tomoe-gozen	巴御前	矢代まさこ	2000	sekai-bunka	1
bakumatsu-keppuuroku	幕末血風録	土山しげる	2000	leed	1
heisei-baka-meijinroku	平成馬鹿名人録	はやせ淳	2000	futabasha	1
hirata-hiroshi-no-otou-san-monogatari	平田弘史のお父さん物語	平田弘史	2000	kodansha	1
maboroshi-no-9kai	幻の9階	渡千枝	2000	kodansha	1
yuurei-no-2-bun-no-1	幽霊の1/2	福原ヒロ子	2000	shueisha	1
yuurei-otoko	幽霊男	手塚治虫	2000	(unknown)	1
ikuharu-to-wakarete	幾春と別れて・・・	もんでんあきこ	2000	futabasha	1
za-saiyuuki	座・西遊記	ベルネ	2000	studio-ship	1
tateshi-kensaku	建師ケン作	赤塚不二夫	2000	shogakukan	3
benkei-hiromotosh	弁慶	ヒロモト森一	2000	kodansha	1
kare-to-kare-no-love-houshiki	彼と彼の恋愛方式	PIBI	2000	hifumi-shobo	3
kareokudasai	彼をください!	内村月子	2000	kodansha	1
onzoushi-no-okite	御曹司の掟	堀戸けい	2000	houbunsha	5
hissatsu-janki-shura-botaru	必殺雀鬼 修羅ボタル	ほんまりう	2000	futabasha	2
ninpou-juuban-shoubu-shirato	忍法十番勝負	白土三平	2000	akita	1
koisurumomo	恋するもも	高橋のぼる	2000	kodansha	1
koi-ha-yuuki-saibai	恋は有機栽培	辻村弘子	2000	kodansha	2
koibitomoyou	恋人模様	菊川近子	2000	kodansha	1
love-no-okite	恋愛の掟	東城麻美	2000	takeshobo	1
love-shock	恋愛ショック	長浜幸子	2000	shueisha	1
kyoufu-kaiki-kazama	恐怖怪奇	風間宏子	2000	futabasha	1
akuryou-sama-ote-yawaraka-ni	悪霊さまお手やわらかに	菊川近子	2000	kodansha	1
akki-goyou-garan	悪鬼御用ガラン!!	山口貴由	2000	leed	1
jounetsu-no-masquerade	情熱のマスカレード	英洋子	2000	ozora-shuppan	1
ai-no-mystery-senshuu	愛のミステリー 選集	里中満智子	2000	kodansha	2
ainokiseki	愛の奇跡	赤星たみこ	2000	kodansha	1
ai-no-ougonritsu	愛の黄金率	山本鈴美香	2000	shogakukan	1
aidokuka-hibi-kore-koujitsu	愛読家、日々是好日	東都あかり	2000	hifumi-shobo	2
zange-kano-hattashiuk	懺悔	鹿乃しうこ	2000	takeshobo	1
koimurasaki	戀むらさき	高橋千鶴	2000	kodansha	2
yubiwa	指環	尾崎未来	2000	shueisha	1
tenohira-no-yesterday	掌のYESTERDAY	永田トマト	2000	hakusensha	1
matenrou	摩天楼	廿里祥一郎	2000	futabasha	13
mo-zaiku	摸細工	はざまもり	2000	futabasha	1
shin-nippon-keizai-nyuumon	新・日本経済入門	シュガー佐藤	2000	shogakukan	1
shin-karate-sangokushi	新・空手三国志	峰岸とおる	2000	tokuma	2
shinsengumi-fuuunroku-okita-souji	新撰組風雲録 沖田総司	平野仁	2000	leed	1
tabi-no-hata	旅の旗	川本コオ	2000	(unknown)	4
harunoashioto	春の足音	波間信子	2000	kodansha	1
