first_date	latest_date	n_vols	slug	title	missing	genres	authors
1989-12-16	1993-05-08	10	naito-gundam-story	騎士ガンダム物語	both	fantasy,action,mecha	ほしの竜一
1989-12-19	1993-11-19	10	tokyo-monogatari	東京物語	both	drama,slice-of-life	いしかわじゅん
1991-01-15	1993-12-02	10	bad-boy-memory	BAD BOY MEMORY	both	drama	岡村茂
1990-11-25	1993-12-10	10	angel-wars	エンジェルウォーズ	both	fantasy,action	真崎春望
1991-03-20	1994-05-20	10	doki-doki	DOKI❤DOKI	both	romance	高瀬由香
1988-12-09	1994-09-14	10	ten-ten-ten	「…点点点」	both	comedy,drama	九月乃梨子
1993-04-05	1994-11-05	10	tonari-no-kakutouou	となりの格闘王	both	comedy	西条真二
1994-08-01	1994-12-01	10	orei-ha-mite-no-okaeri	お礼は見てのお帰り	both	comedy,ecchi	石川優吾
1961-06-20	1995-04-24	10	chikai-no-makyuu	ちかいの魔球	both	drama,sports	ちばてつや
1993-03-06	1995-06-06	10	do-p-kan	Do-p-kan	both	slice-of-life,sports	しげの秀一
1989-12-15	1995-07-06	10	otokogui	おとこ喰い	both	ecchi	向後つぐお
1992-07-17	1995-07-14	10	sakurako-ga-kuru	桜子が来る!	both	romance,comedy	小林薫
1990-07-17	1995-08-07	10	sanobabitchi	さのばびっち	both	comedy,ecchi	みたにひつじ
1976-12-01	1995-08-27	10	sasurainogyanburaa	さすらいのギャンブラー	both	sports,drama,action	園山俊二
1994-02-10	1995-11-15	10	ms-saga	MS SAGA	both	action,mecha	近藤和久
1992-07-09	1996-01-09	10	ginkouin-shouhei-ganbaru	銀行員祥平がんばる!	both	drama,comedy	河合単
1984-12-17	1996-02-09	10	suikoden-sentaro-1980	水滸伝	both	historical,action,adventure	沼田清/真崎守
1991-02-16	1996-02-21	10	gotoshi-kabushiki-kaisha	ゴト師株式会社	both	drama,comedy	佐原充敏
1994-03-25	1996-02-25	10	otoko-nihonkai	男!日本海	both	drama,action	玄太郎
1989-06-25	1996-03-25	10	ultra-kaijuu-kattobi-land	ウルトラ怪獣かっとび!ランド	both	comedy,sci-fi	玉井たけし
1990-10-23	1996-05-23	10	golden-lucky	Golden lucky	both	comedy	榎本俊二
1978-08-01	1996-10-09	10	futtoboorutaka	フットボール鷹	both	sports	川崎のぼる
1995-03-10	1996-11-05	10	onnakui	女喰い	both	action,drama,ecchi	みね武/広山義慶/広尾満/小嶋悟
1979-01-25	1996-12-01	10	seimaden-1984	聖魔伝	both	fantasy,action,horror	石川賢
1996-05-16	1997-02-17	10	j-dream-hishouhen	Jドリーム飛翔編	catch	sports	塀内夏子
1994-04-19	1997-02-19	10	yasha-glass	夜叉鴉	both	historical,action	荻野真
1990-10-06	1997-03-05	10	koibito-wa-shugorei	恋人は守護霊!?	both	romance,supernatural	水縞とおる
1995-06-27	1997-05-12	10	sister-marine	シスターまりん	both	fantasy,romcom,comedy	高橋のぼる
1995-05-10	1997-07-05	10	choukou-shounen-satoru	超香少年サトル	both	comedy,school	上田悦
1995-11-18	1998-08-06	10	risutora-daimon	リストラ代紋	both	drama	土光てつみ
1994-01-17	1998-10-17	10	harattama-kiyottama	はらったまきよったま	both	supernatural,comedy,romance	中貫えり
1993-10-20	1999-05-20	10	kyokujitsu-no-kantai	旭日の艦隊	both	war	笠原俊夫
1995-06-02	1999-07-19	10	shimatsuya-file	始末屋事件簿	both	mystery,drama	北代聡
1996-08-25	1999-08-25	10	shoujosame	少女鮫	both	action	和田慎二
1991-08-01	1999-11-01	10	yume-furu-rabbit-town	夢降るラビット・タウン	both	fantasy,slice-of-life	ますむらひろし
1999-11-20	1999-12-20	10	aoi-tori-shoukougun	青い鳥症候群	both	romance,drama	河野やす子
1998-02-25	2000-03-25	10	gurandaa-musashi	グランダー武蔵	both	sports	てしろぎたかし
1993-09-03	2000-04-04	10	waga-jinsei-ni-golf-ari	我が人生にゴルフあり	both	sports,drama	幡地英明/高橋三千綱
1999-01-08	2000-06-02	10	tar-eno-michi	王者への道	both	sports,drama	本宮ひろ志プロダクション/前川恵三
1993-07-17	2000-06-16	10	retsumaden-e-zone	裂魔伝E.zone	both	fantasy,action	藤貴紀子
1998-07-23	2000-12-15	10	the-benten	ザ・ベンテン	both	drama	長浜幸子
2001-02-19	2001-02-19	10	lettuce-burger-please-ok-ok	レタスバーガープリーズ.OK,OK!	both	slice-of-life,drama	松田奈緒子
1998-04-13	2001-04-13	10	josanin-e-oideyo	助産院へおいでよ	both	drama	河崎芽衣
1998-12-01	2001-05-01	10	blind-game	BLIND GAME	both	mystery,drama,romance	碧也ぴんく
1974-09-01	2001-06-10	10	lolli-no-seishun	ロリィの青春	both	sports,drama	上原きみ子
2001-06-19	2001-06-19	10	touch-de-ikuze-takeda-kun	タッチでイクぜ!竹田クン	both	sports,school	若林健次
1994-06-25	2001-12-19	10	otona-ni-naru-houhou	オトナになる方法	both	romance,drama,slice-of-life	山田南平
2001-12-20	2001-12-20	10	houyouma-yato-den	封妖魔夜刀伝	both	fantasy,action,supernatural	SALADA
2001-07-24	2002-07-24	10	otoko-no-jikan	男の時間	both	drama,romance	村生ミオ
1996-05-13	2002-09-13	10	kujira-no-oyako	くじらの親子	both	slice-of-life,drama	くりた陸
1979-01-31	2002-09-23	10	sawayaka-mantarou	さわやか万太郎	both	sports	本宮ひろ志
2003-03-06	2003-03-06	10	imouto-wa-shishunki	妹は思春期	catch	4-koma,comedy,ecchi	氏家ト全
2001-10-09	2003-11-08	10	nemuri-kyoushirou	眠狂四郎	both	historical,samurai	柳川喜弘
1993-08-10	2003-11-30	10	gekai-toumori-akira-no-shoken	外科医東盛玲の所見	both	supernatural,mystery,drama	池田さとみ
2001-08-25	2003-12-24	10	animal-x-genshi-sairai	ANIMAL X 原始再来	catch	action,adventure,drama,fantasy,romance	杉本亜未
2004-05-19	2004-05-19	10	puchimon	ぷちモン	catch	comedy,fantasy,romance,supernatural	七瀬葵
2003-05-01	2004-08-01	10	tsuyudaku	つゆダク	catch	comedy,ecchi	朔ユキ蔵
1991-03-25	2005-03-27	10	daisannogokudou	第三の極道	both	action,drama	村上和彦
2003-07-25	2006-04-25	10	ganbare-dodge-fighters	がんばれ!ドッジファイターズ	both	sports,school	斉藤むねお
1991-08-01	2008-02-28	10	baaverian-quartet	バーヴェリアン四重奏	both	fantasy,drama	羽音こうき
1997-04-05	2008-07-20	10	tennen-sozai-de-ikou	天然素材でいこう。	catch	romance	麻生みこと
2005-12-25	2008-12-24	10	go-go-tamatama-tamagotchi	GO GO!たまたまたまごっち	both	comedy,fantasy	ヤスコーン
2003-05-13	2009-01-13	10	shi-to-kanojo-to-boku-yukari	死と彼女とぼくゆかり	catch	drama,horror,mystery	川口まどか
2002-06-25	2009-02-28	10	tasogare-no-rakuen	黄昏の楽園	both	romance,fantasy	伊庭竹緒
2008-12-10	2009-07-10	10	nick-shadow-no-mayonaka-no-toshokan	ニック・シャドウの真夜中の図書館	both	horror,supernatural	沖田龍児/松久由宇/比古地朔弥/くろいわこーじ/ニック・シャドウ/梶山義博/月ヶ瀬ゆりの/七重正基/瀬芹つくね/佐伯紫江/西嶋まどか/菅野和姫/重柿うた/春乃えり/オコメタベロウ/サンゴ麻稀
1977-04-20	1978-04-20	9	honoo-no-romance	炎のロマンス	both	romance	上原きみ子
1979-11-20	1979-11-20	9	gekitotsu-rajikon-rokku	激突!ラジコンロック	both	sports,comedy,school	もろが卓
1976-11-05	1982-08-20	9	shiawase-san	オヨネコぶーにゃん	both	comedy,fantasy	市川みさこ
1983-10-10	1984-01-25	9	shishitachi-no-kouya	獅子たちの荒野	both	action,drama	由起賢二
1983-05-15	1984-10-15	9	love-z	ラブZ	both	comedy,romance	やまさき拓味
1982-02-01	1985-07-06	9	hakkyuu-no-uta	白球の詩	both	baseball,sports	水島新司
1986-02-28	1986-02-28	9	richou-suikoden	李朝水滸伝	both	historical,action	房学基
1985-08-25	1986-06-25	9	midship-jun	ミッドシップ隼	both	drama,sports	池沢さとし
1984-12-30	1986-08-20	9	irohani-housaku	いろはにほう作	both	comedy,school	小林よしのり
1986-06-20	1986-10-20	9	seishunsanmyaku	青春山脈	both	drama,romance	かざま鋭二
1983-11-20	1986-10-24	9	sekainorekishi	世界の歴史	both	historical	石原しゅん
1982-07-13	1986-10-30	9	love-synchroid	ラブ・シンクロイド	catch	action,sci-fi	柴田昌弘
1986-09-10	1987-05-15	9	piihyoro-ikka	ぴーひょろ一家	both	comedy,slice-of-life	姫木薫理
1986-07-10	1987-11-20	9	page-1	Page 1	both	drama,comedy	Donkey/Tetsu/水原マサキ/河本ひろし/田中雅人/留萌純/真幌木弘/真鍋譲治/このどんと/沢田一/あらいずみるい
1985-11-15	1988-06-20	9	junjou-crazy-fruits-zokuhen	純情クレイジーフルーツ続編	catch	comedy	松苗あけみ
1986-12-17	1989-02-17	9	non-stop-kyouhei	NON STOP!恭兵	both	action	橋本きんいち
1988-09-19	1989-04-19	9	dangozaka-story	団子坂ストーリー	both	romance,slice-of-life	一丸
1987-09-18	1989-10-19	9	marino-syndrome	まりのシンドローム	both	drama,romance	宮代良行
1989-11-07	1989-11-07	9	thrill-kun	スリルくん	both	comedy,action	板井れんたろう
1987-11-15	1989-12-10	9	kouha-saitama-regulus	硬派!埼玉レグルス	both	baseball,sports	山本コーシロー
1987-06-15	1990-01-20	9	kurayami-no-shinwa	暗闇の神話	both	fantasy,horror,supernatural	風間宏子
1987-07-17	1990-02-17	9	funky-monkey-teacher	ファンキー・モンキーティーチャー	both	comedy,drama,school	守山鶴
1986-08-29	1990-02-28	9	money-wars	マネーウォーズ	both	drama	宮川総一郎
1988-04-23	1990-04-23	9	dotou-no-sasaguchigumi	ドトウの笹口組	both	sports,comedy	若林健次
1981-03-30	1990-07-16	9	atagoul-monogatari	アタゴオル物語	catch	adventure,comedy,fantasy	ますむらひろし
1990-08-20	1990-08-20	9	fancy-dance	ファンシイダンス	syn	comedy,drama	岡野玲子
1989-04-01	1990-11-05	9	sono-ki-ni-sasete-yo-mai-mai-mai	その気にさせてよ❤Myマイ舞	both	adventure,comedy,ecchi,romance,supernatural	山口譲司
1987-10-23	1990-12-23	9	tondemo-kishi	とんでも騎士	both	fantasy,comedy	宗美智子
1988-10-25	1991-10-30	9	osu-ganba	押忍!ガンバ	both	sports,comedy	乃美康治
1990-07-15	1992-02-15	9	ace	エース!-ACE-	both	sports,school	高橋陽一
1984-06-05	1992-03-03	9	mosaren-bugi	猛者連ブギ	both	action	かわぐちかいじ
1990-01-15	1992-10-07	9	great-horse	GREAT HORSE	both	sports,drama	高橋よしひろ
1988-12-19	1992-11-01	9	dream-generation	ドリーム・ジェネレーション	both	sports,music,drama	吉岡つとむ
1992-08-15	1994-04-20	9	asuka-no-joou	明日香の王女	both	historical,fantasy,romance	河村恵利
1978-02-28	1994-04-30	9	macaroni-hourensou	マカロニほうれん荘	both	comedy	鴨川つばめ
1993-10-25	1994-06-25	9	tsuge-yoshiharu-zenshuu	つげ義春全集	both	drama,slice-of-life	つげ義春
1992-05-06	1994-07-06	9	pappakapaa	パッパカパー	both	comedy,essay	水野トビオ
1992-03-25	1994-08-25	9	ban-bon	BAN BON!	both	romance,comedy	佐々木潤子
1994-07-08	1995-03-13	9	visionary	VISIONARY	catch	romance,ecchi	遊人
1992-07-28	1995-04-12	9	daishimin	大市民	both	comedy,drama,slice-of-life	柳沢きみお
1996-03-15	1996-03-15	9	supoon-nihongoban	SPAWN日本語版	both	action,horror	T・マクファーレン
1994-10-17	1996-03-16	9	maya	Maya	both	action,drama,sci-fi,supernatural	本島幸久
1994-02-12	1997-04-11	9	pinky-a-go-go	Pinky a go go	both	romance	早坂いあん
1993-09-17	1997-08-12	9	jingi-gomen	Jin-gi御免!	both	action,drama	所十三
1996-09-17	1998-02-17	9	tenka-fubu-nobunaga	Tenka fubu信長	both	historical,action	ながてゆか
1995-07-09	1998-03-04	9	honoo-no-ryourinin-shuu-tomitoku	炎の料理人周富徳	both	gourmet	今泉伸二
1992-06-30	1998-07-24	9	rescue-boy-takkyuu-girl	レスキューBoy 宅急Girl	both	romcom,school,comedy	細井玲子
1997-06-19	1999-01-19	9	izou-no-seishun	以蔵の青春	both	historical,drama	真里まさとし
1993-05-15	1999-02-16	9	yume-hotel	夢ホテル	both	romance,drama	星野めみ
1997-06-19	1999-08-19	9	yousei-taisen-noa	妖精大戦ノア	both	fantasy,action	野部利雄
1983-03-10	1999-09-18	9	super-kuishinbou	スーパーくいしん坊	both	gourmet,comedy	ビッグ錠
1994-04-16	2000-01-17	9	let-nupunuputsu	LET'Sぬぷぬぷっ	catch	comedy,ecchi	三ツ森あきら
1998-04-24	2000-10-28	9	shin-takumi-no-fundoshi	新・匠のふんどし	both	sports,comedy	山崎光佑/山崎大紀
1999-05-10	2000-12-01	9	maajanki-ukyou	麻雀鬼ウキョウ	both	drama	橋本俊二
2000-12-10	2000-12-10	9	marou-ou-reppuu-den	魔狼王烈風伝	both	fantasy,action	沢田翔
1998-02-17	2001-01-17	9	etosetora	えとせとら	catch	action,adventure,comedy	なかざき冬
1999-06-03	2001-04-04	9	misaki-no-utsuwa	美咲の器	both	drama	あおきてつお
2000-05-01	2001-05-01	9	bremen	無頼男	catch	action,comedy,music	梅沢春人
2000-10-05	2001-06-05	9	saikyou-yakyuubu-revengers	最強野球部リベンジャーズ	both	baseball,sports	平松真
2000-12-11	2003-02-19	9	kenjuushin	拳銃神	both	action	荻野真
1996-06-25	2003-03-25	9	cunning-good	カンニンGOOD	both	comedy,school	毛内浩靖
1996-09-25	2003-05-28	9	junai-game	純愛❤ゲーム	both	romance	神田みらの
1991-09-01	2003-07-15	9	genyou	幻羽	both	fantasy,romance	葉月しのぶ
1984-09-20	2003-09-17	9	okame-hachimoku	おかめはちもく	both	drama,comedy	ささやななえこ
2000-12-01	2005-11-22	9	atagoul-wa-neko-no-mori	アタゴオルは猫の森	both	fantasy,slice-of-life	ますむらひろし
2002-12-27	2006-01-27	9	tenshou-yaoyorozu	天正やおよろず	both	historical,fantasy	稀捺かのと
2005-06-10	2006-05-29	9	comic-4-n-sangoku-musou-4-wonder-evolution	コミック真・三國無双4ワンダーエボリューション	both	historical	光栄
2004-05-10	2006-12-10	9	oni-gumi-za-revolver	鬼組 THE REVOLVER	both	action,drama	藤井克己
1999-11-17	2007-11-16	9	bondo	ぼ・ん・ど	catch	comedy,slice-of-life	あずまよしお
2005-12-22	2008-02-22	9	dragon-ai	龍眼	both	fantasy,action	藤山海里
2008-05-15	2008-05-15	9	shima-kousaku-zenshuu	島耕作全集	both	drama,slice-of-life,romance	弘兼憲史
1980-05-15	1981-07-15	8	gyara	ギャラ	syn	action,drama,ecchi,horror,mystery,romance	ジョージ秋山
1982-01-20	1982-01-20	8	seishun-hakusho	青春白書	both	drama,romance,school	上原きみ子
1982-11-05	1983-01-05	8	buruu-piitaa	ぶるうピーター	both	fantasy,school	小山田いく
1983-08-05	1983-08-05	8	shiritsu-otokojuku	私立男塾	both	comedy,action,school	松田一輝
1981-04-20	1983-09-20	8	retsutsu-goo-nana	Let's go奈々!	both	comedy	島貴子
1982-06-10	1984-07-06	8	kita-kaikisen	北回帰線	both	historical,drama	里中満智子
1982-02-20	1984-11-20	8	im-sorry	アイム・ソーリー	both	romance,drama	重富奎子
1984-09-09	1986-08-14	8	aijin	愛人	both	romance,drama	柳沢きみお
1982-02-10	1986-11-18	8	oh-takarazuka	Oh!タカラヅカ	both	drama,music	小野新二/史村翔
1985-02-05	1986-12-05	8	mew-no-densetsu	ミュウの伝説	both	fantasy	野部利雄
1986-01-24	1987-02-25	8	pink-no-rabu-song	ピンクのラブソング	both	romance,school,music	飯塚修子
1980-04-24	1987-03-25	8	sugar-baby	シュガーベビー	both	romance,drama,ecchi	高野まさこ
1984-10-25	1987-04-25	8	ai-rabu-ai-chan	アイ・ラブ・愛ちゃん	both	romance,comedy,school	すなこ育子
1985-05-25	1988-04-25	8	nonki-kun	のんきくん	both	comedy	方倉陽二
1988-02-25	1988-05-25	8	tensai-donbe	天才ドンベ	both	sports,comedy	はしもとみつお
1986-11-25	1988-12-10	8	yakeato-no-genki-kun	焼けあとの元気くん	both	historical,drama,slice-of-life	北見けんいち
1987-06-20	1989-03-20	8	yayoi	弥生!!	both	romance,school	河内実加
1986-08-01	1989-04-01	8	4spirits	4SPIRITS	both	fantasy,action,supernatural	枝松克幸
1988-08-15	1989-06-15	8	katte-ni-alive	勝手にALIVE	both	action,comedy,supernatural	清水たかし
1988-12-20	1989-08-29	8	nagasaremono	流され者	both	drama	甲良幹二郎
1954-11-10	1989-12-01	8	sugata-sanshirou	姿三四郎	both	sports,drama	本宮ひろ志
1986-12-05	1989-12-15	8	michizure-bentou	道連れ弁当	both	slice-of-life,drama	ありま猛/きりきりこ
1990-02-01	1990-02-01	8	peesuke	ペエスケ	both	comedy,slice-of-life	園山俊二
1987-07-01	1990-05-03	8	rokusuke-kun	六助くん	both	comedy,school	板井れんたろう
1990-03-10	1990-06-01	8	nadeshiko-passion	撫子PASSION	both	romance,school	森山薫
1988-02-25	1990-06-25	8	kattobi-douji	かっとび!童児	both	baseball,sports	たかや健二
1988-09-15	1990-09-26	8	scratch-time	スクラッチタイム	both	sports,drama	五十嵐浩一
1988-09-17	1990-11-06	8	kanjisasete-baby	感じさせてBABY	catch	comedy,romance	大島岳詩
1986-12-01	1991-05-15	8	fufufu-no-yami	ふふふの闇	both	horror,supernatural	山田ミネコ
1990-03-23	1991-05-23	8	hyakuhachi-no-koi	百八の恋	both	romance,drama,ecchi	畑中純
1988-07-16	1991-07-16	8	puttsun-make-love	ぷっつんメイクLOVE	both	comedy,ecchi,romance	雨宮淳
1990-07-15	1991-10-15	8	dada	DADA!	both	action,comedy	吉田聡
1988-05-01	1992-03-01	8	sukkara-kaa-san	すっから母さん	both	comedy,slice-of-life	植田まさし
1991-01-23	1992-04-23	8	shukufukuou	祝福王	both	drama	たかもちげん
1988-02-29	1992-06-30	8	one-room-story	One-room story	both	slice-of-life,essay,romance	サキヒトミ
1990-09-19	1992-09-18	8	hata-manjirou-no-omoshiro-zukan	はた万次郎のおもしろ図鑑	both	essay,comedy,slice-of-life	はた万次郎
1993-01-20	1993-01-20	8	pose-catalog	ポーズカタログ	both	essay	編著
1991-05-23	1993-02-23	8	torao-san-no-okiniiri	虎男さんのお気にいり	both	romance,drama	永松潔
1993-02-13	1993-03-13	8	nagi	椰	both	fantasy,drama	流水凛子
1988-09-16	1993-04-09	8	asakaze-kun	あさかぜ君	both	sports,drama	田中しょう
1988-01-01	1993-04-20	8	london-mamougai	倫敦魔魍街	both	supernatural,horror,mystery	Jet
1991-05-16	1993-05-28	8	tokyo-bakudan	東京爆弾	both	drama,suspense	はやせ淳/矢島正雄
1991-02-11	1993-08-08	8	totsugeki-tondenmura-seinendan	突撃!!屯田村青年団	both	comedy,action	山田浩一
1985-05-05	1994-01-20	8	third-girl	サード・ガール	both	romance	西村しのぶ
1991-05-25	1994-02-25	8	ikokukan-dandy	異国館ダンディ	catch	comedy,drama	加藤知子
1991-07-10	1994-03-04	8	kick-za-chuu	キック・ザ・ちゅう	both	sports,comedy	杉崎守
1993-07-16	1994-03-16	8	takeru-1997-2	タケル	both	drama	小石川響
1992-11-21	1994-03-23	8	zokubutsuou	俗物王	both	comedy,drama	藤嵜ヒトシ
1994-07-21	1994-10-24	8	shin-manga-bungaku-zenshuu	新漫画文学全集	both	comedy,drama	東海林さだお
1995-02-20	1995-04-25	8	daikaijuu-gamera	大怪獣ガメラ	both	action,sci-fi	槙村ただし
1993-05-30	1995-05-25	8	m-l-a	M.L.A.	both	action,sci-fi	麻刀城ひとみ
1992-10-09	1995-07-07	8	pikaichi	ピカイチ!	both	sports,school	三山のぼる
1995-10-06	1995-12-07	8	marubou-yabou-gundan	〔○暴〕野望軍団	both	drama	緒方恭二
1989-11-02	1996-03-18	8	shin-ninja-hattori-kun	新忍者ハットリくん	both	comedy,fantasy	藤子不二雄Ⓐ
1993-06-18	1996-03-19	8	namakemono-ga-mata-miteta	ナマケモノがまた見てた	both	comedy,slice-of-life	村上たかし
1982-06-25	1996-05-20	8	mutsugorou-ga-yuku	ムツゴロウが征く	both	essay	川崎のぼる
1995-10-19	1997-03-18	8	uookurai	魚cry	both	drama,romance	片山誠
1995-04-25	1997-03-19	8	lemonade	レモネード	both	romance,school	田中美菜子
1994-01-11	1997-07-09	8	mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	both	essay,comedy	ホーム社
1996-12-04	1997-09-27	8	houkago-kitchen	放課後キッチン	both	school	水田恐竜
1995-04-17	1997-10-17	8	jun-no-senjou	JUNの戦場	both	sports,drama	大黒隆
1996-06-19	1997-11-19	8	cross	クロス	both	action,drama	井上紀良
1994-10-28	1997-11-28	8	naikaku-souri-daijin-oda-nobunaga	内閣総理大臣織田信長	both	historical,comedy,drama	志野靖史
1996-02-23	1998-04-24	8	19xx-kageki-ha	19XXカゲキ派	both	romance,school,comedy	右京あやね
1998-06-20	1998-06-20	8	suhada-de-kakumei	素肌で革命	both	romance	樹本祐季
1996-05-09	1998-07-09	8	gokudou-zangeroku	極道懺悔録	both	drama,essay	幸野武史
1998-08-17	1998-10-16	8	j-dream-kanzen-nenshou-hen	Jドリーム完全燃焼編	catch	sports	塀内夏子
1995-04-28	1998-10-29	8	sayuki	さゆき	both	comedy,ecchi,romance	有間一郎
1998-03-05	1999-02-10	8	touyou-youjin-den-youjinbou	東洋妖人伝用神坊	both	historical,supernatural,yokai	いとう杏六
1998-01-05	1999-02-20	8	daisuke-gooru	大介ゴール!	both	soccer,sports	馬場民雄
1989-09-16	1999-08-06	8	migi-muke-hidari	右向け左!	both	comedy,drama	すぎむらしんいち
1996-05-17	1999-11-19	8	hottoiteyo-mama	ほっといてよ!ママ	both	drama	富田安紀良
1998-08-08	1999-12-04	8	shop-riido-koutarou	SHOPLEAD航太郎	both	drama	人見恵史
1997-04-01	2000-02-15	8	manga-houritsu-no-nukeana	マンガ法律の抜け穴	both	comedy	飯野たから
1980-02-28	2000-03-22	8	kakurenbo-kiss	かくれんぼキッス	both	romance,school	星野めみ/岡田さつき
1997-07-17	2000-04-14	8	treasure-hunter-kukai	トレジャーハンターKUKAI	both	adventure	末永繁信
1991-01-23	2000-07-21	8	yoshie-san	よしえサン	both	essay	須賀原洋行
1996-02-23	2000-08-23	8	psycho-doctor	サイコドクター	both	drama,mystery	的場健
1995-02-28	2000-11-29	8	kashiwaya-kokko-no-jinsei-manzai	柏屋コッコの人生〔×万〕漫才	both	comedy,slice-of-life	柏屋コッコ
1998-06-01	2000-12-01	8	iyashi-no-ha	癒しの葉	both	fantasy,drama	紫堂恭子
1995-03-17	2000-12-16	8	kami-sama-ga-ippiki	神様がいっぴき	both	comedy,supernatural	夏目さとる
1999-10-10	2001-01-05	8	dougingu	どうぎんぐ	both	sports,comedy,school	斉藤邦和
2000-08-08	2001-01-12	8	okaa-sama-to-iwaretemo	お姑さまといわれても	both	comedy,drama	西尚美
1996-12-18	2001-03-17	8	nekosogi-franken	根こそぎフランケン	catch	comedy,drama,mind-game,sports	押川雲太朗
1999-01-07	2001-04-06	8	oyasuminasai	おやすみなさい。	both	comedy,slice-of-life	小田原ドラゴン
1996-08-12	2001-04-27	8	goiken-muyoutsu	御意見無用っ!!	both	comedy,school	よしむらなつき
1981-03-01	2001-05-16	8	tekkanomakihei	鉄火の巻平	both	drama,slice-of-life	たがわ靖之
1995-11-10	2001-11-10	8	hard-line	ハードライン	both	action,drama	檀からん
2000-07-25	2001-11-27	8	tonari-no-takashi-chan	隣りのタカシちゃん。	both	comedy,slice-of-life	藤村真理
1996-02-27	2002-01-26	8	shoichi-shinsetsu	ショーイチ 真説桜井章一	catch	drama	神田たけ志
2000-04-19	2002-04-24	8	shin-sommelier-shun-no-wine	新ソムリエ瞬のワイン	syn	gourmet,drama	志水三喜郎
1992-01-25	2002-09-09	8	nibelung-no-yubiwa	ニーベルングの指環	catch	action,adventure,music,sci-fi	松本零士
1999-09-25	2002-12-25	8	k-1-dynamite	K-1ダイナマイト	both	sports	坂井孝行
2001-12-01	2003-03-01	8	hikari-no-shima	光の島	both	drama,slice-of-life	尾瀬あきら
2001-07-29	2003-03-28	8	junko	順子	both	drama	勘崎順次
2002-09-30	2003-03-30	8	mayuri-no-shock-report	魔百合の恐怖報告	both	horror,supernatural	山本まゆり
2003-12-10	2003-12-10	8	hirokane-kenshi-tanpenshuu	弘兼憲史短編集	both	drama	弘兼憲史
2001-05-25	2004-04-25	8	onsoku-buster-dangun-dan	音速バスターDANGUN弾	both	action,school	てしろぎたかし
2003-05-05	2004-07-25	8	two-toppu	TWO突風!	both	sports,school	旭凛太郎
2003-05-09	2005-02-09	8	samurai-deka	サムライ刑事	both	mystery,comedy,action	春日光広
2003-08-16	2006-02-16	8	shun	旬	both	romance	高倉みどり
2003-11-06	2006-04-06	8	magician-tantei-a	マジシャン探偵A	both	mystery	石垣ゆうき
2006-10-15	2007-06-15	8	love-drug	ラブドラッグ	both	romance,ecchi	マーシーラビット/ゆかりがわ弓夜
2001-06-20	2007-06-22	8	hakenshain-marushimakikuji	派遣社員松島喜久治	both	drama,comedy	ふじのはるか
2005-09-15	2008-02-23	8	ani-funjatta	兄ふんじゃった!	both	romance,comedy,school	小笠原真
2007-01-10	2008-05-10	8	ryuu-no-kuni-no-yuta	竜の国のユタ	both	fantasy,romance	所十三
2002-08-31	2008-07-23	8	shin-chuugakusei-nikki	新・中学生日記	both	essay,comedy,school	久住卓也/QBB
2007-03-25	2009-11-02	8	pokemon-d-p	ポケモンD・P	both	fantasy,adventure	伊原しげかつ
2004-05-07	2009-12-01	8	uiui-days	ういうい❤days	both	romance,comedy,slice-of-life	犬上すくね
2007-01-10	2009-12-09	8	papillon	パピヨン	both	romance,school,drama	上田美和
2007-12-20	2009-12-23	8	obou-sanba	お坊サンバ!!	both	comedy	飯島浩介
1979-06-05	1981-06-14	7	kaijinakkaaman	怪人アッカーマン	both	comedy,action	新田たつお
1979-08-20	1981-09-20	7	maiko-no-shi	舞子の詩	both	drama	上原きみ子
1981-10-10	1981-10-10	7	mukashi-asonda-jooji	昔遊んだジョージ	both	drama,slice-of-life	武田京子
1983-01-20	1983-01-20	7	dantotsu	ダントツ	both	baseball,sports	水島新司
1979-04-30	1983-09-05	7	nijiiro-no-toreesu	虹色のトレース	both	sports,drama	田中雅子
1985-01-20	1985-03-01	7	karate-sangokushi	空手三国志	both	action,sports	峰岸とおる
1984-04-05	1985-08-20	7	majuu-suit-tiger	魔獣戦士タイガー	both	action,fantasy	木村知生
1985-08-25	1985-08-25	7	haru-urara	春ウララ	both	romance,school	石川優吾
1985-07-25	1985-09-25	7	ryoo-no-umi	リョオの海	both	action,romance	地引かずや
1986-01-20	1986-01-20	7	kochira-ai-outou-seyo	こちら愛!応答せよ	both	romance,drama	上原きみ子
1983-09-25	1986-02-25	7	dragon-ken	ドラゴン拳	both	action,sports	小林たつよし
1985-08-05	1986-03-05	7	cat	キャット	both	romance	ほそかわ春
1983-05-18	1986-03-18	7	ore-no-saakitto	おれのサーキット	both	sports	山口博史
1983-10-01	1986-05-01	7	ruriiro-generation	瑠璃色ゼネレーション	both	romance,drama	柳沢きみお
1983-12-01	1986-08-15	7	milky-sensei	ミルキィ先生	both	comedy,school	中垣慶
1984-10-18	1986-10-18	7	radio-control-kid	ラジコンキッド	both	action,school	のなかみのる
1986-08-22	1987-02-27	7	money-hunter-fuuta-kun	マネー・ハンターフータくん	both	comedy,adventure,school	藤子不二雄
1986-01-31	1987-03-30	7	battle-machine	バトル・マシーン	both	sci-fi,action	御茶漬海苔/新田真子/木村直巳
