slug	title	seed_max	page_max	missing	status	title_id	next_cid
noa-senpai-wa-tomodachi	のあ先輩はともだち。	11	12	1	ongoing	1417145	1417145_012
seirei-gensouki	精霊幻想記	13	14	1	ongoing	489335	489335_014
haikei-koroshiya-san-to-kekkon-shimashita	拝啓…殺し屋さんと結婚しました	8	9	1	ongoing	803047	803047_009
ishuzoku-reviewers	異種族レビュアーズ	11	12	1	ongoing	464058	464058_012
shiotaiou-no-satou-san-ga-ore-ni-dake-amai-attomaaku-comic	塩対応の佐藤さんが俺にだけ甘い@comic	10	11	1	ongoing	843292	843292_011
orient	オリエント	21	22	1	completed	60010161	60010161_022
yoku-wakaranai-keredo-isekai-ni-tensei-shite-ita-youdesu	よくわからないけれど異世界に転生していたようです	31	32	1	ongoing	742739	742739_032
machigatta-ko-o-mahou-shoujo-ni-shiteshimatta	間違った子を魔法少女にしてしまった	13	14	1	ongoing	439033	439033_014
rikei-ga-koi-ni-ochita-node-shoumei-shite-mita	理系が恋に落ちたので証明してみた。	20	21	1	ongoing	50004025	50004025_021
seitokai-nimo-ana-wa-aru	生徒会にも穴はある!	12	13	1	ongoing	1211348	1211348_013
hayate-no-gotoku	ハヤテのごとく!	52	53	1	completed	321532	321532_053
saezuru-tori-wa-habatakanai	囀る鳥は羽ばたかない	9	10	1	ongoing	243208	243208_010
isekai-wa-sumaato-fon-to-tomo-ni	異世界はスマートフォンとともに。	18	19	1	ongoing	448318	448318_019
dark-summoner-to-dekite-iru	ダークサモナーとデキている	7	8	1	ongoing	20050792	20050792_008
kawaii-nante-kiite-nai	カワイイなんて聞いてない!!	9	10	1	completed	895175	895175_010
jikan-teishi-yuusha	時間停止勇者	21	22	1	ongoing	695712	695712_022
ou-sama-rankingu	王様ランキング	22	23	1	ongoing	10002571	10002571_023
galaxias	GALAXIAS	3	4	1	ongoing	1690809	1690809_004
benriya-saitou-san-isekai-ni-iku	便利屋斎藤さん、異世界に行く	14	15	1	ongoing	633712	633712_015
shin-no-jitsuryoku-wa-girigiri-made-kakushite-iyou-to-omou	真の実力はギリギリまで隠していようと思う	9	10	1	ongoing	20031909	20031909_010
inkya-gal-demo-ikigaritai	陰キャギャルでもイキがりたい!	3	4	1	ongoing	20068303	20068303_004
isekai-de-kojiin-o-hiraita-kedo-naze-dare-hitori-sudatou-to-shinai-ken	異世界で孤児院を開いたけど、なぜか誰一人巣立とうとしない件	11	12	1	ongoing	571474	571474_012
yuru-yuri	ゆるゆり	24	25	1	ongoing	149692	149692_025
kichiku-eiyuu	鬼畜英雄	14	15	1	ongoing	1090619	1090619_015
isekai-walking	異世界ウォーキング	13	14	1	ongoing	1308860	1308860_014
mobuko-no-koi	モブ子の恋	25	26	1	ongoing	473321	473321_026
shinju-no-nectar	神呪のネクタール	20	21	1	ongoing	435067	435067_021
make-heroine-ga-oosugiru-atto-comic	負けヒロインが多すぎる!@comic	5	6	1	ongoing	20049907	20049907_006
tonari-no-kurokawa-san	となりの黒川さん	4	5	1	ongoing	1783582	1783582_005
takarakuji-de-40-oku-atattandakedo-isekai-ni-ijuu-suru	宝くじで40億当たったんだけど異世界に移住する	19	20	1	ongoing	437671	437671_020
isshokenmei-ni-kurashite-ii-desuka	一緒に暮らしていいですか?	8	9	1	ongoing	1417146	1417146_009
futoku-no-guild	不徳のギルド	17	18	1	ongoing	504788	504788_018
kaze-to-ki-no-uta	風と木の詩	16	17	1	completed	302448	302448_017
toaru-majutsu-no-index	とある魔術の禁書目録	33	34	1	ongoing	144905	144905_034
isekai-samurai	異世界サムライ	7	8	1	ongoing	20061723	20061723_008
zeikin-de-katta-hon	税金で買った本	19	20	1	ongoing	1052880	1052880_020
monogatari-no-kuromaku-ni-tensei-shite	物語の黒幕に転生して	8	9	1	ongoing	20055448	20055448_009
filter-goshi-no-kanojo	フィルター越しのカノジョ	10	11	1	ongoing	1284652	1284652_011
boyish-kanojo-ga-kawaisugiru	ボーイッシュ彼女が可愛すぎる	5	6	1	ongoing	20122074	20122074_006
shoujo-kakumei-utena	少女革命ウテナ	5	6	1	completed	185731	185731_006
shinigami-ni-sodaterareta-shoujo-wa-shikkoku-no-ken-o-mune-ni-idaku	死神に育てられた少女は漆黒の剣を胸に抱く	9	10	1	ongoing	706223	706223_010
shinobigoto	しのびごと	8	9	1	ongoing	20113252	20113252_009
henkyou-gurashi-no-maou-tensei-shite-saikyou-no-majutsushi-ni-naru	辺境ぐらしの魔王、転生して最強の魔術師になる	14	15	1	ongoing	20030939	20030939_015
bgata-hkei	B型H系	8	9	1	completed	194198	194198_009
sawaranaide-kotesashi-kun	さわらないで小手指くん	16	17	1	ongoing	1006464	1006464_017
under-ninja	アンダーニンジャ	17	18	1	ongoing	60012362	60012362_018
osananajimi-ga-zettai-ni-makenai-rabukome	幼なじみが絶対に負けないラブコメ	7	8	1	completed	802251	802251_008
futsuu-no-keionbu	ふつうの軽音部	11	12	1	ongoing	20081751	20081751_012
nanjou-san-wa-boku-ni-dakaretai	南條さんは僕に抱かれたい	9	10	1	ongoing	20066133	20066133_010
kouiu-noga-ii	こういうのがいい	13	14	1	ongoing	950310	950310_014
serial-killer-isekai-ni-oritatsu	シリアルキラー異世界に降り立つ	8	9	1	ongoing	20052684	20052684_009
succubus-hitman	サキュバス&ヒットマン	13	14	1	ongoing	841182	841182_014
koutsugou-semi-friend	好都合セミフレンド	4	5	1	ongoing	1471380	1471380_005
yajin-tensei	野人転生	11	12	1	ongoing	706226	706226_012
satanophany	サタノファニ	37	38	1	ongoing	60006511	60006511_038
isekai-izakaya-nobu	異世界居酒屋「のぶ」	21	22	1	ongoing	352113	352113_022
isekai-izakaya-gen	異世界居酒屋「げん」	14	15	1	ongoing	748705	748705_015
beageruta	ベアゲルター	7	8	1	ongoing	222561	222561_008
eris-no-seihai	エリスの聖杯	14	15	1	ongoing	676574	676574_015
lycoris-recoil	リコリス・リコイル	8	9	1	ongoing	20052717	20052717_009
red-blue	レッドブルー	18	19	1	ongoing	20044094	20044094_019
dogsred	ドッグスレッド	8	9	1	ongoing	1476728	1476728_009
omori	OMORI	3	4	1	ongoing	1718256	1718256_004
emerging	エマージング	2	3	1	completed	18290	18290_003
dance-dance-danseur	ダンス・ダンス・ダンスール	32	33	1	ongoing	371342	371342_033
tensei-nihakobinin-no-isekai-kouryakuhou	転生荷運び人の異世界攻略法	4	5	1	ongoing	1468632	1468632_005
saenai-heroine-no-sodatekata-koisuru-metoronoomu	冴えない彼女の育てかた 恋するメトロノーム	9	10	1	completed	258403	258403_010
tensei-ouji-wa-daraketai	転生王子はダラけたい	2	3	1	completed	573084	573084_003
otome-game-no-heroine-de-saikyou-survival-comic	乙女ゲームのヒロインで最強サバイバル@COMIC	8	9	1	ongoing	1054786	1054786_009
kouchuugun-shikan-boukensha-ni-naru	航宙軍士官、冒険者になる	9	10	1	ongoing	626582	626582_010
itoko-no-onee-chan-ni-amaechau	いとこのお姉ちゃんに甘えちゃう?	5	6	1	ongoing	20107329	20107329_006
takane-no-hana-wa-midarezaki	高嶺の華は乱れ咲き	14	15	1	ongoing	626356	626356_015
otona-taisen	大人大戦	5	6	1	ongoing	20132234	20132234_006
nezumi-no-hatsukoi	ねずみの初恋	10	11	1	ongoing	1528257	1528257_011
heion-sedai-no-idatentachi	平穏世代の韋駄天達	8	9	1	completed	576180	576180_009
dare-demo-dakeru-kimi-ga-suki	だれでも抱けるキミが好き	10	11	1	ongoing	1414374	1414374_011
nami-yo-kiite-kure	波よ聞いてくれ	12	13	1	ongoing	60001189	60001189_013
leadale-no-daichi-nite	リアデイルの大地にて	7	8	1	ongoing	729196	729196_008
ameiro-paradox	飴色パラドックス	7	8	1	completed	140007	140007_008
akuyaku-reijou-wa-ringoku-no-outaishi-ni-dekiai-dekiaisareru	悪役令嬢は隣国の王太子に溺愛される	17	18	1	ongoing	527631	527631_018
isshou-hatarakitakunai-ore-ga-classmate-no-dai-ninki-idol-ni-natsukaretara	一生働きたくない俺が、クラスメイトの大人気アイドルに懐かれたら	5	6	1	ongoing	1406110	1406110_006
nihonkoku-shoukan	日本国召喚	10	11	1	ongoing	581652	581652_011
bouryoku-banzai	暴力万歳	6	7	1	ongoing	1887940	1887940_007
kaiten-no-albus	廻天のアルバス	8	9	1	ongoing	20099811	20099811_009
kageki-shoujo	かげきしょうじょ!!	16	17	1	completed	365953	365953_017
mairimashita-iruma-kun-ifu-episode-obu-mafia	魔入りました!入間くんif Episode of魔フィア	8	9	1	ongoing	1455137	1455137_009
ushiro-no-shoumen-kamui-san	うしろの正面カムイさん	12	13	1	ongoing	826658	826658_013
soara-to-mamono-no-ie	ソアラと魔物の家	6	7	1	ongoing	20044883	20044883_007
gochuumon-wa-usagi-desuka	ご注文はうさぎですか?	13	14	1	ongoing	250833	250833_014
futago-matomete-kanojo-ni-shinai	双子まとめて『カノジョ』にしない?	4	5	1	ongoing	20098019	20098019_005
kaijuu-hachigou-side-b	怪獣8号side B	1	2	1	completed	20081750	20081750_002
paripi-koumei	パリピ孔明	25	26	1	ongoing	742738	742738_026
mao	MAO	29	30	1	ongoing	648680	648680_030
rai-rai-rai	雷雷雷	6	7	1	ongoing	20070233	20070233_007
youkai-gakkou-no-sensei-hajimemashita	妖怪学校の先生はじめました!	21	22	1	ongoing	315810	315810_022
koibami-shoujo	恋喰少女	5	6	1	ongoing	20095638	20095638_006
seija-musou	聖者無双	16	17	1	ongoing	60006684	60006684_017
kimi-to-barairo-no-hibi	きみとバラ色の日々	3	4	1	ongoing	1398983	1398983_004
tonari-no-nobukuni-san-wa-ore-no-koto-ga-sukina-ki-ga-suru	となりの信國さんは俺のことが好きな気がする	6	7	1	completed	20031962	20031962_007
kasane-to-subaru	かさねと昴	4	5	1	completed	1351739	1351739_005
idol-idol-story	Idol × idol story!	10	11	1	ongoing	1326043	1326043_011
manemane-nichinichi	マネマネにちにち	3	4	1	ongoing	20120538	20120538_004
koroshiya-no-oshi	殺し屋の推し	4	5	1	ongoing	20069937	20069937_005
kobayashi-san-no-meidoragon-kanna-no-nichijou	小林さんちのメイドラゴン カンナの日常	15	16	1	ongoing	433458	433458_016
re-cervin	レ・セルバン	9	10	1	ongoing	20059283	20059283_010
yuusha-sama-wa-houshuu-ni-hitozuma-o-go-kibou-desu	勇者さまは報酬に人妻をご希望です	9	10	1	ongoing	1391756	1391756_010
sentai-red-isekai-de-boukensha-ni-naru	戦隊レッド異世界で冒険者になる	11	12	1	ongoing	933059	933059_012
yopparai-touzoku-dorei-no-shoujo-o-kau	酔っぱらい盗賊、奴隷の少女を買う	2	3	1	ongoing	20068158	20068158_003
yane-no-shita-no-artemis	屋根の下のアルテミス	4	5	1	ongoing	1953978	1953978_005
zombie-sekai-de-harem-o-tsukurou	ゾンビ世界でハーレムをつくろう!	6	7	1	ongoing	1744617	1744617_007
wakaba-san-no-aoi-koi	若葉さんちの青い恋	4	5	1	completed	20110277	20110277_005
kono-class-ni-gal-wa-inai	このクラスにギャルはいない	3	4	1	completed	20116080	20116080_004
shrink-seishinkai-yowai	Shrink～精神科医ヨワイ～	18	19	1	ongoing	698672	698672_019
renge-to-naruto	れんげとなると!	6	7	1	ongoing	20080074	20080074_007
attouteki-gachaun-de-isekai-o-nariagaru	圧倒的ガチャ運で異世界を成り上がる!	5	6	1	ongoing	906060	906060_006
ultraman-2012	ULTRAMAN	21	22	1	ongoing	268298	268298_022
oshikake-gal-no-nakamura-san	押しかけギャルの中村さん	8	9	1	ongoing	20048872	20048872_009
kaijin-fugeki	灰仭巫覡	8	9	1	ongoing	1641163	1641163_009
shimazaki-nana-atto-oshigoto-boshuuchuu	島崎奈々@お仕事募集中	10	11	1	ongoing	875328	875328_011
dorei-kara-no-kitai-to-hyouka-no-sei-de-sakushu-dekinai-nodaga	奴隷からの期待と評価のせいで搾取できないのだが	4	5	1	ongoing	20086830	20086830_005
meshinuma	めしぬま。	15	16	1	ongoing	416923	416923_016
8-gatsu-31-nichi-no-long-summer	8月31日のロングサマー	12	13	1	ongoing	1394101	1394101_013
shin-tennis-no-ouji-sama	新テニスの王子様	47	48	1	completed	188055	188055_048
seijo-no-hazuga-douyara-nottoraremashita	聖女のはずが、どうやら乗っ取られました	12	13	1	ongoing	867129	867129_013
osabori-jouzu-na-komukai-san-wa-ore-o-nigasanai	おサボり上手な小向井さんは俺を逃さない!!	3	4	1	completed	1285118	1285118_004
umamusume-pretty-derby-star-blossom	ウマ娘プリティーダービースターブロッサム	6	7	1	ongoing	1398998	1398998_007
oomuroke	大室家	8	9	1	ongoing	240872	240872_009
minamike	みなみけ	28	29	1	ongoing	193811	193811_029
cut-ando-peesuto-de-kono-sekai-o-ikiteiku	カット&ペーストでこの世界を生きていく	16	17	1	ongoing	545513	545513_017
tamagawa-san-detemashita	玉川さん出てました?	4	5	1	ongoing	20134691	20134691_005
koibumi-to-13-sai-no-joyuu	恋文と13歳の女優	8	9	1	ongoing	1326042	1326042_009
batsu-hare	バツハレ	12	13	1	ongoing	1148971	1148971_013
hana-wa-saku-shura-no-gotoku	花は咲く、修羅の如く	10	11	1	completed	1068383	1068383_011
hijiri-kun-wa-kiyoku-ikitai	聖くんは清く生きたい	7	8	1	completed	1375361	1375361_008
diner	DINER ダイナー	26	27	1	ongoing	488593	488593_027
ballpark-de-tsukamaete	ボールパークでつかまえて!	19	20	1	ongoing	898575	898575_020
hitokui-mansion-to-ooya-no-maison	人喰いマンションと大家のメゾン	4	5	1	ongoing	20136393	20136393_005
dead-account	デッドアカウント	15	16	1	ongoing	1330422	1330422_016
meiou-sama-ga-tooru-no-desu-yo-comic	冥王様が通るのですよ!@COMIC	3	4	1	completed	1159042	1159042_004
kemutai-hanashi	煙たい話	7	8	1	ongoing	1231334	1231334_008
taiyou-yori-mo-mabushii-hoshi	太陽よりも眩しい星	14	15	1	ongoing	1022881	1022881_015
nebou-suru-otoko	寝坊する男	4	5	1	completed	20105404	20105404_005
obokoi-majo-wa-majiwaritai	おぼこい魔女はまじわりたい!	6	7	1	completed	20032298	20032298_007
goze-hotaru	ごぜほたる	2	3	1	completed	20088068	20088068_003
yani-neko	ヤニねこ	12	13	1	ongoing	1392595	1392595_013
kami-sama-gakkou-no-ochikobore	神さま学校の落ちこぼれ	14	15	1	ongoing	20040252	20040252_015
franken-fran-frantic	フランケン・ふらんFrantic	12	13	1	ongoing	618730	618730_013
blade-bastard	ブレイド&バスタード	8	9	1	ongoing	20068604	20068604_009
kimi-o-wasureru-koi-ga-shitai	君を忘れる恋がしたい	8	9	1	ongoing	1500142	1500142_009
sotsugyou-album-no-kanojotachi	卒業アルバムの彼女たち	4	5	1	ongoing	1840555	1840555_005
houkago-teibou-nisshi	放課後ていぼう日誌	15	16	1	ongoing	473093	473093_016
ts-eiseihei-san-no-senjou-nikki	TS衛生兵さんの戦場日記	4	5	1	ongoing	20076288	20076288_005
kimi-ni-koisuru-sanshimai	キミに恋する三姉妹	8	9	1	ongoing	1468623	1468623_009
j-m	J⇔Mジェイエム	7	8	1	ongoing	20068093	20068093_008
sensei-bokutachi-ga-sekai-o-horoboshimasu	先生!僕たちが世界を滅ぼします。	9	10	1	ongoing	20054566	20054566_010
ou-taishihi-ni-nante-nari-takunai	王太子妃になんてなりたくない!!	3	4	1	completed	802864	802864_004
shinya-shokudou	深夜食堂	30	31	1	ongoing	183299	183299_031
toki-sensei-wa-kigaetai	時先生は着替えたい	4	5	1	ongoing	1482922	1482922_005
okaeri-suiheisen	おかえり水平線	3	4	1	ongoing	20136407	20136407_004
josou-otoko-wa-skirt-o-nugitai	女装男子はスカートを脱ぎたい!	5	6	1	ongoing	20092812	20092812_006
mousou-sensei	妄想先生	9	10	1	completed	1251789	1251789_010
jitenshaya-san-no-takahashi-kun	自転車屋さんの高橋くん	9	10	1	ongoing	684969	684969_010
iro-tsuku-monochrome	色憑くモノクローム	4	5	1	completed	1690810	1690810_005
kono-sekai-wa-fukanzen-sugiru	この世界は不完全すぎる	17	18	1	ongoing	852459	852459_018
toppuu-to-beat	突風とビート	4	5	1	ongoing	20093496	20093496_005
slow-start	スロウスタート	13	14	1	ongoing	333987	333987_014
alabaster	アラバスター	2	3	1	completed	142306	142306_003
boukyaku-battery	忘却バッテリー	23	24	1	ongoing	537455	537455_024
ooyukiumi-no-kaina	大雪海のカイナ	3	4	1	completed	1261212	1261212_004
kizetsu-yuusha-to-ansatsu-hime	気絶勇者と暗殺姫	15	16	1	ongoing	1315775	1315775_016
yuki-to-sumi	雪と墨	9	10	1	ongoing	1275254	1275254_010
ruri-no-houseki	瑠璃の宝石	7	8	1	ongoing	20027947	20027947_008
kyou-mo-kitansuka-yoda-senpai	今日も来たんすか、依田先輩。	2	3	1	completed	20074082	20074082_003
genjitsu-sekai-demo-shiawase-ni-shite-kudasai-ne	現実世界でも幸せにしてくださいね?	3	4	1	ongoing	20103735	20103735_004
sasensareta-saikyou-kenja-kyoushi-ni-natte-muteki-no-class-o-tsukuriageru	左遷された最強賢者、教師になって無敵のクラスを作り上げる	10	11	1	ongoing	713050	713050_011
isekaigaeri-no-moto-yuusha-desu-desugeemu-ni-makikomaremashita	異世界帰りの元勇者ですが、デスゲームに巻き込まれました	8	9	1	ongoing	20040492	20040492_009
kyokutou-necromance	極東ネクロマンス	1	2	1	completed	20095199	20095199_002
dig-it	ディグイット	3	4	1	ongoing	1966414	1966414_004
kawaii-no-wa-ore-dearu	かわいいのは俺である	3	4	1	ongoing	1861455	1861455_004
amateur-vigilante	アマチュアビジランテ	8	9	1	ongoing	1682230	1682230_009
seishokuki	性食鬼	23	24	1	ongoing	222618	222618_024
infinite-dendrogram	インフィニット・デンドログラム	15	16	1	ongoing	442925	442925_016
tsuki-wa-hitsuji-o-kazoenai	月はヒツジを数えない	2	3	1	completed	20153276	20153276_003
shiba-tsuki-bukken	シバつき物件	7	8	1	ongoing	20098666	20098666_008
aoashi-brother-foot	アオアシブラザーフット	2	3	1	ongoing	20036541	20036541_003
kakumei-no-hi	革命の日	1	2	1	completed	147782	147782_002
zingnize	Zingnize	14	15	1	ongoing	555539	555539_015
kine-1-no-hitori-de-kinema	木根さんの1人でキネマ	11	12	1	ongoing	351976	351976_012
kurotsuki-no-yaergnacht	黒月のイェルクナハト	4	5	1	ongoing	1927859	1927859_005
toshi-densetsu-senpai	都市伝説先輩	3	4	1	completed	20119442	20119442_004
mune-ga-naru-noha-kimi-no-sei	胸が鳴るのは君のせい	5	6	1	completed	231389	231389_006
metaphor-refantazio	メタファー:リファンタジオ	4	5	1	ongoing	20132302	20132302_005
mahou-shoujo-201	魔法少女201	5	6	1	ongoing	20083520	20083520_006
jimi-de-medatanai-watashi-wa-kyou-de-owari-ni-shimasu	地味で目立たない私は、今日で終わりにします。	8	9	1	ongoing	804829	804829_009
kaijuu-jieitai	怪獣自衛隊	23	24	1	ongoing	868835	868835_024
okaeri-hatsukoi	おかえり、初恋。	6	7	1	ongoing	1200845	1200845_007
psycho-eyes	サイコアイズ	7	8	1	ongoing	20113761	20113761_008
doku-doku-mori-mori	どく・どく・もり・もり	6	7	1	ongoing	1433608	1433608_007
love-shikou-seitokai	恋愛志向生徒会	10	11	1	ongoing	523409	523409_011
magia-record-mahou-shoujo-madoka-magica-gaiden	マギアレコード魔法少女まどか☆マギカ外伝	12	13	1	ongoing	594015	594015_013
mother-parasite	マザーパラサイト	17	18	1	ongoing	922955	922955_018
kanojo-no-real-ga-kirinukenai	彼女のリアルが切り抜けない!	3	4	1	completed	1832526	1832526_004
mahou-shoujo-to-mayaku-sensou	魔法少女と麻薬戦争	2	3	1	completed	20148461	20148461_003
yume-ka-utsutsu-ka	ユメかウツツか	5	6	1	ongoing	20118361	20118361_006
yojouhan-no-ibara-hime	四畳半のいばら姫	9	10	1	ongoing	1349466	1349466_010
miira-no-kaikata	ミイラの飼い方	22	23	1	ongoing	718319	718319_023
tsuma-ga-kanpeki-sugiru-no-de-chotto-midashite-ii-desuka	妻が完璧すぎるので、ちょっと乱していいですか?	6	7	1	ongoing	1241226	1241226_007
200m-saki-no-netsu	200m先の熱	16	17	1	ongoing	894607	894607_017
tokushu-seiheki-kyoushitsu-e-youkoso	特殊性癖教室へようこそ	2	3	1	ongoing	604654	604654_003
shinsengumi-ibun-piisu-maker	新撰組異聞　PEACE MAKER	5	6	1	completed	130192	130192_006
tensei-shitara-slime-datta-ken-clayman-revenge	転生したらスライムだった件クレイマンREVENGE	8	9	1	ongoing	1246957	1246957_009
murikon	ムリ婚。	3	4	1	ongoing	918126	918126_004
tonari-ha-nani-o-kuu-hito-zo-horoyoi	トナリはなにを食う人ぞ ほろよい	14	15	1	ongoing	545995	545995_015
yabun-ni-kyuuketsu-shitsureishimasu	夜分に吸血失礼します。	8	9	1	ongoing	991627	991627_009
isekai-de-mizu-no-daiseirei-yattemasu	異世界で水の大精霊やってます。	4	5	1	ongoing	1515980	1515980_005
toru-ni-taranai	撮るに足らない	5	6	1	ongoing	20087898	20087898_006
tokyo-kettou-kanjousen	東京決闘環状戦	21	22	1	ongoing	883263	883263_022
yamero-suki-ni-natte-shimau	やめろ好きになってしまう	3	4	1	ongoing	20150507	20150507_004
buta-no-fukushuu	豚の復讐	12	13	1	ongoing	1069544	1069544_013
fx-suit-kurumi-chan	FX戦士くるみちゃん	9	10	1	ongoing	20035336	20035336_010
sakigake-no-hanamiko	魁の花巫女	7	8	1	completed	1685179	1685179_008
awajima-hyakkei	淡島百景	4	5	1	completed	320559	320559_005
oukoku-monogatari	王国物語	5	6	1	completed	530078	530078_006
tokoton-kuzu-na-watarase-nanoni	とことんクズな渡良瀬なのに	3	4	1	ongoing	1866897	1866897_004
kashoku-no-shiro	花燭の白	11	12	1	ongoing	838050	838050_012
nobunaga-concerto	信長協奏曲	22	23	1	ongoing	183297	183297_023
kowaiya-san	こわいやさん	4	5	1	completed	20140274	20140274_005
parashoppers	パラショッパーズ	5	6	1	ongoing	20129918	20129918_006
utsuranaindesu	写らナイんです	8	9	1	ongoing	20096997	20096997_009
wakakozake	ワカコ酒	26	27	1	ongoing	249848	249848_027
kin-to-tetsu	菌と鉄	9	10	1	ongoing	976125	976125_010
oyasumi-fumi-san	おやすみふみさん	7	8	1	completed	1755606	1755606_008
ushimitsu-gao	ウシミツガオ	2	3	1	completed	1824809	1824809_003
queen-emeraldas	クイーンエメラルダス	2	3	1	completed	19190	19190_003
aoi-honoo	アオイホノオ	32	33	1	ongoing	183010	183010_033
bakuon	ばくおん!!	19	20	1	ongoing	221739	221739_020
kaijuu-hachigou-relax	怪獣8号RELAX	4	5	1	ongoing	20105409	20105409_005
hits	ヒッツ	7	8	1	completed	894222	894222_008
blue-ursus	ブルーウルスス	2	3	1	ongoing	20149670	20149670_003
oji-san-wa-kawaii-mono-ga-osuki	おじさんはカワイイものがお好き。	12	13	1	ongoing	20017284	20017284_013
seishun-bakusou	青春爆走!	6	7	1	ongoing	20104287	20104287_007
kashimashi-meshi	かしましめし	6	7	1	completed	464937	464937_007
boku-no-ma-na-musume	ぼくの魔なむすめ	4	5	1	ongoing	20094089	20094089_005
ao-no-shima-to-neko-ippiki	青の島とねこ一匹	12	13	1	ongoing	604976	604976_013
misaki-kun-no-bukiyou-na-dekiai	岬くんの不器用な溺愛	8	9	1	ongoing	1050557	1050557_009
watashi-no-arika	私のアリカ	5	6	1	completed	1324646	1324646_006
hug-kiss-hug	ハグキスハグ	5	6	1	ongoing	1300561	1300561_006
fermat-no-ryouri	フェルマーの料理	7	8	1	ongoing	625156	625156_008
seijo-ni-uso-wa-tsuujinai	聖女に嘘は通じない	5	6	1	ongoing	1424551	1424551_006
sono-koi-jihanki-de-kaemasuka	その恋、自販機で買えますか?	3	4	1	ongoing	596417	596417_004
tokyo-kaijin-rhapsody	東京怪人ラプソディ	1	2	1	completed	1395538	1395538_002
unico	ユニコ	2	3	1	completed	142728	142728_003
haigakura	ハイガクラ	16	17	1	ongoing	211673	211673_017
av-danyuu-hajimemashita	AV男優はじめました	11	12	1	ongoing	819405	819405_012
miyabichi-no-onmyouji	雅血の陰陽師	8	9	1	ongoing	20046147	20046147_009
kamen-rider-black	仮面ライダーBlack	5	6	1	completed	256968	256968_006
dream-jumbo-girl	ドリーム☆ジャンボ☆ガール	5	6	1	ongoing	1953977	1953977_006
niji-to-kuro	ニジとクロ	2	3	1	completed	627073	627073_003
tensei-daiseijo-no-isekai-nonbiri-kikou	転生大聖女の異世界のんびり紀行	11	12	1	ongoing	1028565	1028565_012
naisho-no-ofutari-sama	ないしょのおふたりさま。	2	3	1	completed	20063583	20063583_003
red-eyes	red Eyes	27	28	1	completed	179927	179927_028
kamineko-mii-chan-to-nekoyouhin-shoukanshi-no-isekai-funtouki	神猫ミーちゃんと猫用品召喚師の異世界奮闘記	1	2	1	ongoing	751532	751532_002
osananajimi-to-kanojo-to	オサナナジミとカノジョと	3	4	1	ongoing	20148867	20148867_004
kobayashi-san-no-meidoragon-eruma-no-ooeru-nikki	小林さんちのメイドラゴン エルマのOL日記	11	12	1	ongoing	520757	520757_012
kobayashi-san-no-meidoragon-maid-wa-boku-no-chomechome-fafnir	小林さんちのメイドラゴン ルコアは僕の××です。	9	10	1	ongoing	677552	677552_010
isekai-nonbiri-sozai-saishu-seikatsu	異世界のんびり素材採取生活	5	6	1	ongoing	1178336	1178336_006
toppuu-gp	トップウGP	16	17	1	ongoing	60005281	60005281_017
sex-pistols	SEX PISTOLS	11	12	1	ongoing	200367	200367_012
nomi-joshi	のみじょし	14	15	1	ongoing	323945	323945_015
utsukushii-kare	美しい彼	6	7	1	ongoing	1169890	1169890_007
akaku-saku-koe	あかく咲く声	2	3	1	completed	217328	217328_003
hatsukoi-monster	初恋モンスター	8	9	1	completed	223559	223559_009
worst-gaiden-zetton-sensei	WORST外伝ゼットン先生	18	19	1	ongoing	866931	866931_019
complex	コンプレックス	3	4	1	completed	668043	668043_004
tasogare-out-focus-long-take	黄昏アウトフォーカスlong take	1	2	1	completed	1375365	1375365_002
kyuuketsuki-to-yukai-na-nakamatachi	吸血鬼と愉快な仲間たち	8	9	1	ongoing	405414	405414_009
double-helix-blossom	DOUBLE HELIX BLOSSOM	9	10	1	ongoing	20084836	20084836_010
bandori-ittsu-maigoo-ame-ni-soyoide-hare-o-kou	BanG Dream!It's MyGO!!!!!雨にそよいで晴れを請う	3	4	1	ongoing	1843813	1843813_004
kareshi-ga-iru-noni	カレシがいるのに	13	14	1	ongoing	719145	719145_014
neko-ni-naritai-tamagawa-kun	猫になりたい田万川くん	6	7	1	completed	1187859	1187859_007
kujou-no-taizai	九条の大罪	16	17	1	ongoing	911788	911788_017
pole-star	POLE STAR	7	8	1	ongoing	1623883	1623883_008
sae-ism	サエイズム	17	18	1	ongoing	312085	312085_018
hidarikiki-no-eren	左ききのエレン	25	26	1	completed	473562	473562_026
umamusume-pretty-derby-umamusumeshi	ウマ娘プリティーダービーうまむすめし	7	8	1	ongoing	20063254	20063254_008
isekai-shokudou-youshoku-no-nekoya	異世界食堂洋食のねこや	9	10	1	ongoing	20037257	20037257_010
tensei-yuusha-no-kimama-tabi	転生勇者の気まま旅	5	6	1	ongoing	20054621	20054621_006
me-no-mae-no-kami-sama	目の前の神様	4	5	1	completed	20085005	20085005_005
sugiru-juunana-no-haru	過ぎる十七の春	1	2	1	completed	1658755	1658755_002
junket-bank	ジャンケットバンク	22	23	1	ongoing	866377	866377_023
buta-no-liver-wa-kanetsu-shiro	豚のレバーは加熱しろ	8	9	1	ongoing	20031065	20031065_009
jienosaidaa	ジェノサイダー	3	4	1	completed	252865	252865_004
gunnou-kyoushitsu	群脳教室	2	3	1	ongoing	20148468	20148468_003
kami-kill	カミキル-KAMI KILL-	3	4	1	ongoing	20150425	20150425_004
kekkaishi-no-ichirinka	結界師の一輪華	7	8	1	ongoing	20049437	20049437_008
