title	kana	authors	vols	lacking
時代劇ベスト.	ジダイゲキベスト		[20]	巻不連続[20];著者無;v1書影無(楽天)
アンパンマン伝説 = A LEGEND OF ANPANMAN	アンパンマンデンセツ	やなせたかし	[1]	v1書影無(楽天)
コミケPlus.	コミケプラス		[19, 20]	巻不連続[19, 20];著者無;v1書影無(楽天)
アウトドアごはん : オール新作よみきり漫画. No.	アウトドアゴハン:オールシンサクヨミキリマンガ		[13]	巻不連続[13];著者無;v1書影無(楽天)
思い出食堂 : 新作漫画よみきり. No. 71 (野球場のホットドッグ編)	オモイデショクドウ:シンサクマンガヨミキリ		[71]	巻不連続[71];著者無;v1書影無(楽天)
海龍改改 : 消えたサルタヒコノ目	カイリュウカイカイ:キエタサルタヒコノメ	張国立/韓采君, 趙大威	[1]	題不一致(NDL/楽天):海龍改改 消えたサルタヒコノ
くっ殺ヒロインズ. SP15	クッコロヒロインズ		[15]	巻不連続[15];著者無;v1書影無(楽天)
幻日のヨハネ-SUNSHINE in the MIRROR-FIRST ART BOOK	ゲンジツノヨハネサンシャインインザミラーファーストアートブック	LoveLive!Days編集部 編集/秋津たいら イラスト	[1]	v1書影無(楽天)
最悪なこの世の裏常識	サイアクナコノヨノウラジョウシキ		[1]	著者無;v1書影無(楽天)
あなたが体験した怖い話 : 霊を招く間取り	アナタガタイケンシタコワイハナシ:レイオマネクマドリ		[1]	著者無;v1書影無(楽天)
オモウマい食堂. 受け継ぐ魂の味編	オモウマイショクドウ		[1]	著者無
KALEIDOSCOPE : デビュー40周年記念本	カレイドスコープ:デビューヨンジッシュウネンキネンボン	田村由美	[1]	題不一致(NDL/楽天):田村由美デビュー40周年記念
キャンディ : ふたりの約束	キャンディ:フタリノヤクソク	時一二/[BPS株式会社] [翻訳協力]	[1]	題不一致(NDL/楽天):キャンディ ふたりの約束
幻日のヨハネ : Unpolarized Reflexion.	ゲンジツノヨハネ:アンポラライズドリフレクション	矢立肇/公野櫻子	[2]	巻不連続[2];v1書影無(楽天)
アニメ化4作品のマンガ家が腕時計にハマった結果5000万円の借金をつくった話	アニメカヨンサクヒンノマンガカガウデドケイニハマッタケッカゴセンマンエンノシャッ	ヒロユキ	[1]	v1書影無(楽天)
オニコギ.	オニコギ	真崎福太郎	[1]	v1書影無(楽天)
思い出食堂 : 新作漫画よみきり. No. 72 (そば屋のカレー♨編)	オモイデショクドウ:シンサクマンガヨミキリ		[72]	巻不連続[72];著者無;v1書影無(楽天)
思い出食堂Bランチ : 特撰. 純情・ナポリタン編	オモイデショクドウBランチ:トクセン		[1]	著者無;v1書影無(楽天)
カネを出せ!!背筋に感じる凶悪犯の吐息	カネオダセ!!セスジニカンジルキョウアクハンノトイキ		[1]	著者無;v1書影無(楽天)
缶コーヒーの女神 = GODDESS IN CANNED COFFEE.	カンコーヒーノメガミ	根岸岳春	[3]	巻不連続[3];v1書影無(楽天)
芸能人心霊体験特集.	ゲイノウジンシンレイタイケントクシュウ		[2023]	巻不連続[2023];著者無;v1書影無(楽天)
限界超えの天賦は、転生者にしか扱えない : オーバーリミット・スキルホルダー.	ゲンカイゴエノスキルワテンセイシャニシカアツカエナイ:オーバーリミットスキルホル	長月みそか/三上康明	[4]	巻不連続[4];v1書影無(楽天)
くっ殺ヒロインズ. SP16	クッコロヒロインズ		[16]	巻不連続[16];著者無;v1書影無(楽天)
サザエさん旅あるき : 海外編	サザエサンタビアルキ:カイガイヘン	[長谷川町子] [著]/長谷川町子美術館	[1]	題不一致(NDL/楽天):サザエさん旅あるき 海外編
察知されない最強職(ルール・ブレイカー).	サッチサレナイルールブレイカー	三上康明/田中インサイダー	[6]	巻不連続[6];v1書影無(楽天)
悪魔のいる漫画史	アクマノイルマンガシ	後藤護	[1]	v1書影無(楽天)
悪役令嬢はヒロインを虐めている場合ではない.	アクヤクレイジョウワヒロインオイジメテイルバアイデワナイ	四宮あか/あずやちとせ	[3]	巻不連続[3];v1書影無(楽天)
あしたのお嬢 : あしたのジョー聖地巡り	アシタノオジョウ:アシタノジョーセイチメグリ	山田一喜/講談社	[1]	題不一致(NDL/楽天):あしたのお嬢 〜あしたのジョ
「映画プリキュアオールスターズF」フィルムコミック : 全プリキュア大集合	エイガプリキュアオールスターズエフフィルムコミック:ゼンプリキュアダイシュウゴウ	エムディエヌコーポレーション	[1]	v1書影無(楽天)
AIにわからせられる人類編 : 別冊コミックアンリアル	エーアイニワカラセラレルジンルイヘン:ベッサツコミックアンリアル		[1]	著者無;v1書影無(楽天)
オーバーロード = OVERLORD.	オーバーロード	丸山くがね/深山フギン	[19]	巻不連続[19];v1書影無(楽天)
乙女ゲームは終了しました.	オトメゲームワシュウリョウシマシタ	悠十/丸山詩葡	[2]	巻不連続[2];v1書影無(楽天)
思い出食堂 : 新作漫画よみきり. No. 73 (週末の親子丼編)	オモイデショクドウ:シンサクマンガヨミキリ		[73]	巻不連続[73];著者無;v1書影無(楽天)
可愛い義妹が婚約破棄されたらしいので、今から「御礼」に参ります。.	カワイイギマイガコンヤクハキサレタラシイノデイマカラオレイニマイリマス	春先あみ/桜井しおり	[2]	巻不連続[2];v1書影無(楽天)
機械姦×エロステータス : 陵辱マシンで淫値計測調教!	キカイカンエロステータス:リョウジョクマシンデインチケイソクチョウキョウ		[1]	著者無;v1書影無(楽天)
君たちはどう生きるか = THE BOY AND THE HERON. 下	キミタチワドウイキルカ	宮﨑駿 原作・脚本・監督/アニメージュ編集部	[1]	題不一致(NDL/楽天):フィルムコミック 君たちはど
くまクマ熊ベアー.	クマクマクマベアー	せるげい/くまなの	[11]	巻不連続[11];v1書影無(楽天)
このマンガがすごい!	コノマンガガスゴイ	『このマンガがすごい!』編集部	[2024]	巻不連続[2024];v1書影無(楽天)
AKUTAGAWA'S RASHÔMON and OTHER STORIES : THE MANGA EDITION	アクタガワズラショウモンアンドアザーストーリーズ:ザマンガエディション	Ryunosuke Akutagawa [原作]/mkdeville [翻案]	[1]	題不一致(NDL/楽天):Akutagawa's Ra
アテナの卒業式 : 中学校教師菜花さきの戦い.	アテナノソツギョウシキ:チュウガッコウキョウシナバナサキノタタカイ	戸井理恵/のぶ	[1]	題不一致(NDL/楽天):アテナの卒業式 中学校教師 
あなたが体験した怖い話 : 怖い部屋	アナタガタイケンシタコワイハナシ:コワイヘヤ		[1]	著者無;v1書影無(楽天)
大人も読みたい藤子・F・不二雄100 : THE BEST OF FUJIKO・F・FUJIO	オトナモヨミタイフジコエフフジオヒャク:ザベストオブフジコエフフジオ		[1]	著者無;題不一致(NDL/楽天):Casa BRUTUS特別編
機動戦士ZガンダムDefine	キドウセンシゼータガンダムディファイン	北爪宏幸/矢立肇	[20]	巻不連続[20];v1書影無(楽天)
キン肉マン技	キンニクマンワザ	ゆでたまご/学研図鑑編集室 編集・制作	[1]	題不一致(NDL/楽天):キン肉マン「技」完璧超人始祖
薬屋のひとりごと : 猫猫の後宮謎解き手帳	クスリヤノヒトリゴト:マオマオノコウキュウナゾトキテチョウ	日向夏原作 ; 倉田三ノ路作画 ; しのとうこキャラクター原案	[18, 19]	巻不連続[18, 19];v1書影無(楽天)
Kenji Miyazawa's THE RESTAURANT OF MANY ORDERS And Other Stories : THE MANGA EDITION	ケンジミヤザワズザレストランオブメニーオーダーズアンドアザーストーリーズ:ザマン	Yasuko Sakuno [翻案]/Moss Quanci [訳]	[1]	題不一致(NDL/楽天):Kenji Miyazawa
