stem	title	route	ei	etype	label	imprint	number	kind	main_prefix	publisher	prev_num	prev_date	prev_isbn	next_num	next_date	next_isbn	ed_isbn_min	ed_isbn_max	have_n	have_min	have_max
alfheim-no-kishi	妖精国の騎士	seed4	1	bunkobon	文庫版	秋田文庫	1	ELEAD	9784253	秋田書店				6	2002-04-10	9784253176316	9784253176316	9784253176521	22	6	27
alfheim-no-kishi	妖精国の騎士	seed4	1	bunkobon	文庫版	秋田文庫	2	ELEAD	9784253	秋田書店				6	2002-04-10	9784253176316	9784253176316	9784253176521	22	6	27
alfheim-no-kishi	妖精国の騎士	seed4	1	bunkobon	文庫版	秋田文庫	3	ELEAD	9784253	秋田書店				6	2002-04-10	9784253176316	9784253176316	9784253176521	22	6	27
alfheim-no-kishi	妖精国の騎士	seed4	1	bunkobon	文庫版	秋田文庫	4	ELEAD	9784253	秋田書店				6	2002-04-10	9784253176316	9784253176316	9784253176521	22	6	27
alfheim-no-kishi	妖精国の騎士	seed4	1	bunkobon	文庫版	秋田文庫	5	ELEAD	9784253	秋田書店				6	2002-04-10	9784253176316	9784253176316	9784253176521	22	6	27
asakusa-young-youhinten	浅草ヤング妖品店	seed4	0	deluxe	デラックス版	ホラーミステリーデラックスシリーズ	1	ELEAD	9784821	ぶんか社				2	1997-10	9784821196012	9784821196012	9784821197125	3	2	4
bacchus	バッコス	canon:volumes	0	standard	通常版	ビッグコミックス	1	ELEAD	9784091	小学館				2	1979-01-01		9784091801180	9784091801180	4	2	5
bastard	BASTARD!!	seed4	1	aizoban	愛蔵版	Young jump愛蔵版	1	ELEAD	9784087	集英社				2	2003-05	9784087826708	9784087820973	9784087826708	8	2	9
blue-sakisaka-2006	BLUE	overrides	1	shinsoban	フラワーコミックス	フラワーコミックス	1	ELEAD	9784091	小学館				6	2011-06-29	9784091338488	9784091338488	9784091340542	2	6	7
blue-sakisaka-2006	BLUE	overrides	1	shinsoban	フラワーコミックス	フラワーコミックス	2	ELEAD	9784091	小学館				6	2011-06-29	9784091338488	9784091338488	9784091340542	2	6	7
blue-sakisaka-2006	BLUE	overrides	1	shinsoban	フラワーコミックス	フラワーコミックス	3	ELEAD	9784091	小学館				6	2011-06-29	9784091338488	9784091338488	9784091340542	2	6	7
blue-sakisaka-2006	BLUE	overrides	1	shinsoban	フラワーコミックス	フラワーコミックス	4	ELEAD	9784091	小学館				6	2011-06-29	9784091338488	9784091338488	9784091340542	2	6	7
blue-sakisaka-2006	BLUE	overrides	1	shinsoban	フラワーコミックス	フラワーコミックス	5	ELEAD	9784091	小学館				6	2011-06-29	9784091338488	9784091338488	9784091340542	2	6	7
cinderella-no-mori	シンデレラの森	overrides	0	standard	セブンティーン・コミックス		1	ELEAD	9784088					2	1987-11-05	9784088543482	9784088543482	9784088543505	2	2	3
cosmos-rakuenki	コスモス楽園記	seed4	0	deluxe	デラックス版	KC deluxe	1	ELEAD	9784796	スコラ				2	1988-06-23	9784061037809	9784061037809	9784882750437	4	2	5
denpa-odyssey	電波オデッセイ	canon:extra[1]	2	shinsoban	ASPECT COMIX	ASPECT COMIX	1	ELEAD	9784893	アスペクト				2	1998-03-09	9784893669537	9784757202771	9784893669537	2	2	3
dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	1	ELEAD	9784253	秋田書店				15	2011-04	9784253178358	9784253178358	9784253179614	8	15	22
dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	2	ELEAD	9784253	秋田書店				15	2011-04	9784253178358	9784253178358	9784253179614	8	15	22
dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	3	ELEAD	9784253	秋田書店				15	2011-04	9784253178358	9784253178358	9784253179614	8	15	22
dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	4	ELEAD	9784253	秋田書店				15	2011-04	9784253178358	9784253178358	9784253179614	8	15	22
dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	5	ELEAD	9784253	秋田書店				15	2011-04	9784253178358	9784253178358	9784253179614	8	15	22
dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	6	ELEAD	9784253	秋田書店				15	2011-04	9784253178358	9784253178358	9784253179614	8	15	22
dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	7	ELEAD	9784253	秋田書店				15	2011-04	9784253178358	9784253178358	9784253179614	8	15	22
dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	8	ELEAD	9784253	秋田書店				15	2011-04	9784253178358	9784253178358	9784253179614	8	15	22
dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	9	ELEAD	9784253	秋田書店				15	2011-04	9784253178358	9784253178358	9784253179614	8	15	22
dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	10	ELEAD	9784253	秋田書店				15	2011-04	9784253178358	9784253178358	9784253179614	8	15	22
dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	11	ELEAD	9784253	秋田書店				15	2011-04	9784253178358	9784253178358	9784253179614	8	15	22
dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	12	ELEAD	9784253	秋田書店				15	2011-04	9784253178358	9784253178358	9784253179614	8	15	22
dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	13	ELEAD	9784253	秋田書店				15	2011-04	9784253178358	9784253178358	9784253179614	8	15	22
dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	14	ELEAD	9784253	秋田書店				15	2011-04	9784253178358	9784253178358	9784253179614	8	15	22
double-call	Double call	canon:extra[0]	1	shinsoban	新装版(海王社)	KAIOHSHA COMICS GUSH COMICS	1	ELEAD	9784877	海王社				2	2004-10-09	9784877243739	9784877243739	9784877243777	2	2	3
dr-typhoon	Dr.タイフーン	overrides	1	wideban	ワイド版(1996)		1	ELEAD	9784575	双葉社				2	1996-07	9784575934564	9784575934564	9784575934830	7	2	8
fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	1	ELEAD	9784889	メディアファクトリー				12	2001-02-23	9784889917741	9784840104050	9784889917970	5	12	16
fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	2	ELEAD	9784889	メディアファクトリー				12	2001-02-23	9784889917741	9784840104050	9784889917970	5	12	16
fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	3	ELEAD	9784889	メディアファクトリー				12	2001-02-23	9784889917741	9784840104050	9784889917970	5	12	16
fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	4	ELEAD	9784889	メディアファクトリー				12	2001-02-23	9784889917741	9784840104050	9784889917970	5	12	16
fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	5	ELEAD	9784889	メディアファクトリー				12	2001-02-23	9784889917741	9784840104050	9784889917970	5	12	16
fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	6	ELEAD	9784889	メディアファクトリー				12	2001-02-23	9784889917741	9784840104050	9784889917970	5	12	16
fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	7	ELEAD	9784889	メディアファクトリー				12	2001-02-23	9784889917741	9784840104050	9784889917970	5	12	16
fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	8	ELEAD	9784889	メディアファクトリー				12	2001-02-23	9784889917741	9784840104050	9784889917970	5	12	16
fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	9	ELEAD	9784889	メディアファクトリー				12	2001-02-23	9784889917741	9784840104050	9784889917970	5	12	16
fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	10	ELEAD	9784889	メディアファクトリー				12	2001-02-23	9784889917741	9784840104050	9784889917970	5	12	16
fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	11	ELEAD	9784889	メディアファクトリー				12	2001-02-23	9784889917741	9784840104050	9784889917970	5	12	16
g-defend	G・defend	seed4	0	bunkobon	文庫版	冬水社文庫	1	ELEAD	9784887	冬水社				4	2007-08	9784887417847	9784864231480	9784887418776	28	4	31
g-defend	G・defend	seed4	0	bunkobon	文庫版	冬水社文庫	2	ELEAD	9784887	冬水社				4	2007-08	9784887417847	9784864231480	9784887418776	28	4	31
g-defend	G・defend	seed4	0	bunkobon	文庫版	冬水社文庫	3	ELEAD	9784887	冬水社				4	2007-08	9784887417847	9784864231480	9784887418776	28	4	31
gessekai-ryokou	月世界旅行	seed4	1	standard	通常版		1	ELEAD	9784797	SBクリエイティブ				2	2014-09-16	9784797377125	9784797377125	9784797387322	2	2	3
go-west-2004	Go!west	canon:extra[0]	1	shinsoban	ムービック版(1993)	ムービック版(1993)	1	ELEAD	9784896	ムービック				5	1993-10	9784896010770	9784896010770	9784896010787	2	5	6
go-west-2004	Go!west	canon:extra[0]	1	shinsoban	ムービック版(1993)	ムービック版(1993)	2	ELEAD	9784896	ムービック				5	1993-10	9784896010770	9784896010770	9784896010787	2	5	6
go-west-2004	Go!west	canon:extra[0]	1	shinsoban	ムービック版(1993)	ムービック版(1993)	3	ELEAD	9784896	ムービック				5	1993-10	9784896010770	9784896010770	9784896010787	2	5	6
go-west-2004	Go!west	canon:extra[0]	1	shinsoban	ムービック版(1993)	ムービック版(1993)	4	ELEAD	9784896	ムービック				5	1993-10	9784896010770	9784896010770	9784896010787	2	5	6
go-west-2004	Go!west	canon:extra[2]	3	shinsoban	fukkan.com	fukkan.com	1	ELEAD	9784835	復刊ドットコム				2	2004-02	9784835440873	9784835440873	9784835441016	2	2	3
gunnm-last-order	銃夢last order	canon:extra[1]	2	shinsoban	KCDX	KCDX	1	ELEAD	9784063	講談社				11	2014-04	9784063769913	9784063768138	9784063769920	4	11	19
gunnm-last-order	銃夢last order	canon:extra[1]	2	shinsoban	KCDX	KCDX	2	ELEAD	9784063	講談社				11	2014-04	9784063769913	9784063768138	9784063769920	4	11	19
gunnm-last-order	銃夢last order	canon:extra[1]	2	shinsoban	KCDX	KCDX	3	ELEAD	9784063	講談社				11	2014-04	9784063769913	9784063768138	9784063769920	4	11	19
gunnm-last-order	銃夢last order	canon:extra[1]	2	shinsoban	KCDX	KCDX	4	ELEAD	9784063	講談社				11	2014-04	9784063769913	9784063768138	9784063769920	4	11	19
gunnm-last-order	銃夢last order	canon:extra[1]	2	shinsoban	KCDX	KCDX	5	ELEAD	9784063	講談社				11	2014-04	9784063769913	9784063768138	9784063769920	4	11	19
gunnm-last-order	銃夢last order	canon:extra[1]	2	shinsoban	KCDX	KCDX	6	ELEAD	9784063	講談社				11	2014-04	9784063769913	9784063768138	9784063769920	4	11	19
gunnm-last-order	銃夢last order	canon:extra[1]	2	shinsoban	KCDX	KCDX	7	ELEAD	9784063	講談社				11	2014-04	9784063769913	9784063768138	9784063769920	4	11	19
gunnm-last-order	銃夢last order	canon:extra[1]	2	shinsoban	KCDX	KCDX	8	ELEAD	9784063	講談社				11	2014-04	9784063769913	9784063768138	9784063769920	4	11	19
gunnm-last-order	銃夢last order	canon:extra[1]	2	shinsoban	KCDX	KCDX	9	ELEAD	9784063	講談社				11	2014-04	9784063769913	9784063768138	9784063769920	4	11	19
gunnm-last-order	銃夢last order	canon:extra[1]	2	shinsoban	KCDX	KCDX	10	ELEAD	9784063	講談社				11	2014-04	9784063769913	9784063768138	9784063769920	4	11	19
haguhagu	はぐはぐ	seed4	0	standard	通常版	アクションコミックス	1	ELEAD	9784575	双葉社				2	1993-03-12	9784575933222	9784575933222	9784575937473	15	2	16
hamster-club	ハムスター倶楽部	seed4	0	standard	通常版	スコラLC	1	ELEAD	9784796	スコラ				4	1997-03-15	9784796287883	9784796287883	9784796288248	3	4	6
hamster-club	ハムスター倶楽部	seed4	0	standard	通常版	スコラLC	2	ELEAD	9784796	スコラ				4	1997-03-15	9784796287883	9784796287883	9784796288248	3	4	6
hamster-club	ハムスター倶楽部	seed4	0	standard	通常版	スコラLC	3	ELEAD	9784796	スコラ				4	1997-03-15	9784796287883	9784796287883	9784796288248	3	4	6
hanashippanashi	はなしっぱなし	seed4	0	deluxe	デラックス版	アフタヌーンKCデラックス	1	ELEAD	9784063	講談社				2	1996-06-21	9784063197075	9784063197075	9784063197419	2	2	3
hi-hi-hi	Hi Hi Hi!	seed4	0	standard	通常版	ACTION COMICS	1	ELEAD	9784575	双葉社				2	1987-12	9784575931037	9784575931037	9784785924829	2	2	3
hidoku-shinaide	酷くしないで	seed4	1	deluxe	デラックス版	ビーボーイコミックスデラックス	1	ELEAD	9784799	リブレ				10	2021-04-09	9784799752128	9784799752128	9784799775295	3	10	12
hidoku-shinaide	酷くしないで	seed4	1	deluxe	デラックス版	ビーボーイコミックスデラックス	2	ELEAD	9784799	リブレ				10	2021-04-09	9784799752128	9784799752128	9784799775295	3	10	12
hidoku-shinaide	酷くしないで	seed4	1	deluxe	デラックス版	ビーボーイコミックスデラックス	3	ELEAD	9784799	リブレ				10	2021-04-09	9784799752128	9784799752128	9784799775295	3	10	12
hidoku-shinaide	酷くしないで	seed4	1	deluxe	デラックス版	ビーボーイコミックスデラックス	4	ELEAD	9784799	リブレ				10	2021-04-09	9784799752128	9784799752128	9784799775295	3	10	12
hidoku-shinaide	酷くしないで	seed4	1	deluxe	デラックス版	ビーボーイコミックスデラックス	5	ELEAD	9784799	リブレ				10	2021-04-09	9784799752128	9784799752128	9784799775295	3	10	12
hidoku-shinaide	酷くしないで	seed4	1	deluxe	デラックス版	ビーボーイコミックスデラックス	6	ELEAD	9784799	リブレ				10	2021-04-09	9784799752128	9784799752128	9784799775295	3	10	12
hidoku-shinaide	酷くしないで	seed4	1	deluxe	デラックス版	ビーボーイコミックスデラックス	7	ELEAD	9784799	リブレ				10	2021-04-09	9784799752128	9784799752128	9784799775295	3	10	12
hidoku-shinaide	酷くしないで	seed4	1	deluxe	デラックス版	ビーボーイコミックスデラックス	8	ELEAD	9784799	リブレ				10	2021-04-09	9784799752128	9784799752128	9784799775295	3	10	12
hidoku-shinaide	酷くしないで	seed4	1	deluxe	デラックス版	ビーボーイコミックスデラックス	9	ELEAD	9784799	リブレ				10	2021-04-09	9784799752128	9784799752128	9784799775295	3	10	12
hole-in-one	ホールインワン	canon:extra[0]	1	bunkobon	集英社文庫コミック版	集英社文庫コミック版	1	ELEAD	9784086	集英社				3	2002-05	9784086178037	9784086178037	9784086178082	6	3	8
hole-in-one	ホールインワン	canon:extra[0]	1	bunkobon	集英社文庫コミック版	集英社文庫コミック版	2	ELEAD	9784086	集英社				3	2002-05	9784086178037	9784086178037	9784086178082	6	3	8
houkago-hokenshitsu	放課後保健室	seed4	1	bunkobon	文庫版	秋田文庫	1	ELEAD	9784253	秋田書店				2	2012-01-04	9784253180931	9784253180931	9784253180962	4	2	5
iga-no-kagemaru	伊賀の影丸	canon:extra[7]	8	shinsoban	サンデーコミックス復刻(2024)	SUNDAY COMICS	1	ELEAD	9784253	秋田書店				4	2024-03-06	9784253061254	9784253061254	9784253061285	4	4	7
iga-no-kagemaru	伊賀の影丸	canon:extra[7]	8	shinsoban	サンデーコミックス復刻(2024)	SUNDAY COMICS	2	ELEAD	9784253	秋田書店				4	2024-03-06	9784253061254	9784253061254	9784253061285	4	4	7
iga-no-kagemaru	伊賀の影丸	canon:extra[7]	8	shinsoban	サンデーコミックス復刻(2024)	SUNDAY COMICS	3	ELEAD	9784253	秋田書店				4	2024-03-06	9784253061254	9784253061254	9784253061285	4	4	7
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[0]	1	shinsoban	ヤングジャンプ・コミックス	ヤングジャンプ・コミックス	1	ELEAD	9784088	集英社				8	1983-06-25	9784088612485	9784088612485	9784088612560	8	8	16
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[0]	1	shinsoban	ヤングジャンプ・コミックス	ヤングジャンプ・コミックス	2	ELEAD	9784088	集英社				8	1983-06-25	9784088612485	9784088612485	9784088612560	8	8	16
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[0]	1	shinsoban	ヤングジャンプ・コミックス	ヤングジャンプ・コミックス	3	ELEAD	9784088	集英社				8	1983-06-25	9784088612485	9784088612485	9784088612560	8	8	16
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[0]	1	shinsoban	ヤングジャンプ・コミックス	ヤングジャンプ・コミックス	4	ELEAD	9784088	集英社				8	1983-06-25	9784088612485	9784088612485	9784088612560	8	8	16
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[0]	1	shinsoban	ヤングジャンプ・コミックス	ヤングジャンプ・コミックス	5	ELEAD	9784088	集英社				8	1983-06-25	9784088612485	9784088612485	9784088612560	8	8	16
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[0]	1	shinsoban	ヤングジャンプ・コミックス	ヤングジャンプ・コミックス	6	ELEAD	9784088	集英社				8	1983-06-25	9784088612485	9784088612485	9784088612560	8	8	16
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[0]	1	shinsoban	ヤングジャンプ・コミックス	ヤングジャンプ・コミックス	7	ELEAD	9784088	集英社				8	1983-06-25	9784088612485	9784088612485	9784088612560	8	8	16
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[2]	3	shinsoban	集英社版	集英社版	1	ELEAD	9784088	集英社				12		9784088612522	9784088612522	9784088612577	3	12	17
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[2]	3	shinsoban	集英社版	集英社版	2	ELEAD	9784088	集英社				12		9784088612522	9784088612522	9784088612577	3	12	17
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[2]	3	shinsoban	集英社版	集英社版	3	ELEAD	9784088	集英社				12		9784088612522	9784088612522	9784088612577	3	12	17
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[2]	3	shinsoban	集英社版	集英社版	4	ELEAD	9784088	集英社				12		9784088612522	9784088612522	9784088612577	3	12	17
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[2]	3	shinsoban	集英社版	集英社版	5	ELEAD	9784088	集英社				12		9784088612522	9784088612522	9784088612577	3	12	17
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[2]	3	shinsoban	集英社版	集英社版	6	ELEAD	9784088	集英社				12		9784088612522	9784088612522	9784088612577	3	12	17
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[2]	3	shinsoban	集英社版	集英社版	7	ELEAD	9784088	集英社				12		9784088612522	9784088612522	9784088612577	3	12	17
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[2]	3	shinsoban	集英社版	集英社版	8	ELEAD	9784088	集英社				12		9784088612522	9784088612522	9784088612577	3	12	17
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[2]	3	shinsoban	集英社版	集英社版	9	ELEAD	9784088	集英社				12		9784088612522	9784088612522	9784088612577	3	12	17
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[2]	3	shinsoban	集英社版	集英社版	10	ELEAD	9784088	集英社				12		9784088612522	9784088612522	9784088612577	3	12	17
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	canon:extra[2]	3	shinsoban	集英社版	集英社版	11	ELEAD	9784088	集英社				12		9784088612522	9784088612522	9784088612577	3	12	17
kaettekita-kita-dora-neko	帰って来たどらン猫(こ)	canon:extra[1]	2	bunkobon	双葉文庫	双葉文庫	1	ELEAD	9784575	双葉社				2	2022-11-10	9784575728330	9784575728330	9784575728378	2	2	3
kaishain-no-merodii	かいしゃいんのメロディー	seed4	0	standard	通常版	Bamboo comics	1	ELEAD	9784812	竹書房				2	1997-09	9784812451434	9784812451434	9784812458297	6	2	7
katakoi-saburou	片恋さぶろう	canon:volumes	0	standard	通常版	劇画キングシリーズ	1	ELEAD	9784883	小池書院				2	1992-07	9784883151653	9784883151653	9784883152285	5	2	6
kishibe-no-uta	岸辺の唄	seed4	1	bunkobon	文庫版	[ホーム社漫画文庫]	1	ELEAD	9784834	ホーム社				2	2013-10-18	9784834275087	9784834275087	9784834275124	2	2	3
koigakubo-kun-ni-hajimete-o-ubawaremashita-2023	恋ヶ窪くんにはじめてを奪われました	overrides	1	deluxe	デラックス版	KCデラックス	1	ELEAD	9784065	講談社				6	2023-09-13	9784065329764	9784065329764	9784065438749	4	6	10
koigakubo-kun-ni-hajimete-o-ubawaremashita-2023	恋ヶ窪くんにはじめてを奪われました	overrides	1	deluxe	デラックス版	KCデラックス	2	ELEAD	9784065	講談社				6	2023-09-13	9784065329764	9784065329764	9784065438749	4	6	10
koigakubo-kun-ni-hajimete-o-ubawaremashita-2023	恋ヶ窪くんにはじめてを奪われました	overrides	1	deluxe	デラックス版	KCデラックス	3	ELEAD	9784065	講談社				6	2023-09-13	9784065329764	9784065329764	9784065438749	4	6	10
koigakubo-kun-ni-hajimete-o-ubawaremashita-2023	恋ヶ窪くんにはじめてを奪われました	overrides	1	deluxe	デラックス版	KCデラックス	4	ELEAD	9784065	講談社				6	2023-09-13	9784065329764	9784065329764	9784065438749	4	6	10
koigakubo-kun-ni-hajimete-o-ubawaremashita-2023	恋ヶ窪くんにはじめてを奪われました	overrides	1	deluxe	デラックス版	KCデラックス	5	ELEAD	9784065	講談社				6	2023-09-13	9784065329764	9784065329764	9784065438749	4	6	10
kuchiyaku-mondo-kawaitesourou	唇役主丞乾いて候	canon:extra[0]	1	shinsoban	劇画キングシリーズ	劇画キングシリーズ	1	ELEAD	9784883	小池書院				4	1993-06	9784883152179	9784883152179	9784883152551	2	4	6
kuchiyaku-mondo-kawaitesourou	唇役主丞乾いて候	canon:extra[0]	1	shinsoban	劇画キングシリーズ	劇画キングシリーズ	2	ELEAD	9784883	小池書院				4	1993-06	9784883152179	9784883152179	9784883152551	2	4	6
kuchiyaku-mondo-kawaitesourou	唇役主丞乾いて候	canon:extra[0]	1	shinsoban	劇画キングシリーズ	劇画キングシリーズ	3	ELEAD	9784883	小池書院				4	1993-06	9784883152179	9784883152179	9784883152551	2	4	6
kyou-kara-ore-wa	今日から俺は!!	seed4	1	wideban	ワイド版	少年サンデーコミックスワイド版	1	ELEAD	9784091	小学館				2	2000-11	9784091258823	9784091258823	9784091258991	18	2	19
lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	1	ELEAD	9784575	双葉社				9	1995-04	9784575720204	9784575720204	9784575720211	2	9	10
lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	2	ELEAD	9784575	双葉社				9	1995-04	9784575720204	9784575720204	9784575720211	2	9	10
lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	3	ELEAD	9784575	双葉社				9	1995-04	9784575720204	9784575720204	9784575720211	2	9	10
lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	4	ELEAD	9784575	双葉社				9	1995-04	9784575720204	9784575720204	9784575720211	2	9	10
lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	5	ELEAD	9784575	双葉社				9	1995-04	9784575720204	9784575720204	9784575720211	2	9	10
lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	6	ELEAD	9784575	双葉社				9	1995-04	9784575720204	9784575720204	9784575720211	2	9	10
