title	kana	authors	vols	lacking
カット&ペーストでこの世界を生きていく.	カットアンドペーストデコノセカイオイキテイク	咲夜, 天野ハザマ/加藤コウキ	[14]	巻不連続[14];v1書影無(楽天)
カドル : 獣人オメガバース.	カドル:ジュウジンオメガバース	羽純ハナ	[3]	巻不連続[3];v1書影無(楽天)
きのした魔法工務店 : 異世界工法で最強の家づくりを : コミック.	キノシタマホウコウムテン:イセカイコウホウデサイキョウノイエズクリオ:コミック	梃子山ジャンボ/長野文三郎	[1]	題不一致(NDL/楽天):きのした魔法工務店 異世界工
99回断罪されたループ令嬢ですが今世は「超絶愛されモード」ですって!? : 真の力に目覚めて始まる100回目の人生.	キュウジュウキュウカイダンザイサレタループレイジョウデスガコンセワチョウゼツアイ	甲斐ろはる/裕時悠示	[4]	巻不連続[4];v1書影無(楽天)
ギルド追放された雑用係の下剋上 : 超万能な生活スキルで世界最強.	ギルドツイホウサレタザツヨウガカリノゲコクジョウ:チョウバンノウナセイカツスキル	夜桜ユノ/柳輪	[5]	巻不連続[5];v1書影無(楽天)
くっ殺ヒロインズ. SP21	クッコロヒロインズ		[21]	巻不連続[21];著者無;v1書影無(楽天)
首斬り朝 : 竹割り勘助	クビキリアサ:タケワリカンスケ	小池一夫/小島剛夕	[1]	題不一致(NDL/楽天):首斬り朝 竹割り勘助
GROUNDLESS.	グランドレス	影待蛍太	[12]	巻不連続[12];v1書影無(楽天)
ケットウ! = Blood Glucose : 糖尿病内科医・甘栗美咲.	ケットウ	よっしー	[2]	巻不連続[2];v1書影無(楽天)
後宮を追放された稀代の悪女は離宮で愛犬をモフモフしてたい.	コウキュウオツイホウサレタキダイノアクジョワリキュウデアイケンオモフモフシテタイ	マチバリ/幸路	[5]	巻不連続[5];v1書影無(楽天)
コミック艶.	コミックエン		[37, 38, 39, 40, 41]	巻不連続[37, 38, 39, 40, 41];著者無;v1書影無(楽天)
COMICスロマン極ガチプロVSブッコミ大争乱	コミックスロマンキワミガチプロヴイエスブッコミダイソウラン		[1]	著者無
ご懐妊.	ゴカイニン	そら豆さん	[2]	巻不連続[2];v1書影無(楽天)
ごはん日和.	ゴハンビヨリ		[51, 52, 53, 54, 55]	巻不連続[51, 52, 53, 54, 55];著者無;v1書影無(楽天)
最強の生産王は何がなんでもほのぼのしたいっっっ!	サイキョウノセイサンオウワナニガナンデモホノボノシタイッッッ	Erily/春千秋	[3]	巻不連続[3];v1書影無(楽天)
催眠NTR	サイミンネトラレ		[1]	著者無;v1書影無(楽天)
愛猫かぶ20歳まで一緒にいたかった : 高齢猫を看取るまで	アイビョウカブニジッサイマデイッショニイタカッタ:コウレイネコオミトルマデ	秋本尚美/森健三 ドクターズコラム監修	[1]	題不一致(NDL/楽天):愛猫かぶ20歳まで一緒にいた
悪党一家の愛娘、転生先も乙女ゲームの極道令嬢でした。~最上級ランクの悪役さま、その溺愛は不要です!~@COMIC.	アクトウイッカノマナムスメテンセイサキモオトメゲームノゴクドウレイジョウデシタサ	轟斗ソラ/雨川透子	[4]	巻不連続[4];v1書影無(楽天)
悪の手先になったので。 : 魔法少女を××します. THE BOOK	アクノテサキニナッタノデ:マホウショウジョオバツバツシマス	山梨ユウヤ	[1]	v1書影無(楽天)
悪夢令嬢は一家滅亡の夢を見た : 私の目的は生き延びることです.	アクユメレイジョウワイッカメツボウノユメオミタ:ワタシノモクテキワイキノビルコト	大菊小菊/近衛悠	[3]	巻不連続[3];v1書影無(楽天)
あなたのための劇画的小品集	アナタノタメノゲキガテキショウヒンシュウ	上村一夫	[1]	v1書影無(楽天)
アルファの調印式	アルファノチョウインシキ	池玲文	[1]	v1書影無(楽天)
アレクサンダー英雄戦記 = HEROIC LEGEND OF ALEXANDER : 最強の土魔術士.	アレクサンダーエイユウセンキ	なんじゃもんじゃ/マツオカヨシノリ	[1]	題不一致(NDL/楽天):アレクサンダー英雄戦記〜最強
いい子はまたない	イイコワマタナイ	タイガー	[1]	v1書影無(楽天)
いきなり婚 : 目が覚めたらイケメン上司の妻だった!?	イキナリコン:メガサメタライケメンジョウシノツマダッタ!?	登深ヲ/櫻井音衣	[4]	巻不連続[4];v1書影無(楽天)
生贄娘の壮大なる夫育成譚.	イケニエムスメノソウダイナルオットイクセイタン	ユージ/竹輪	[2]	巻不連続[2];v1書影無(楽天)
異世界帰りの大賢者様はそれでもこっそり暮らしているつもりです.	イセカイガエリノダイケンジャサマワソレデモコッソリクラシテイルツモリデス	木野二九/岡﨑純平	[10]	巻不連続[10];v1書影無(楽天)
異世界帰りの元勇者ですが、デスゲームに巻き込まれました.	イセカイガエリノモトユウシャデスガ、デスゲームニマキコマレマシタ	空地大乃/黒山メッキ	[6]	巻不連続[6];v1書影無(楽天)
異世界らくらくサバイバル = Isekai rakuraku survival : 生存スキル強者の俺が美少女四人と暮らす無人島生活. Volume05	イセカイラクラクサバイバル	絢乃/最上工路, 聖橋蘭	[5]	巻不連続[5];v1書影無(楽天)
淫楽模様	インラクモヨウ	OKAWARI	[1]	v1書影無(楽天)
運命以上、恋人未満。 : 同期のαと情愛契約. 上	ウンメイイジョウコイビトミマン:ドウキノアルファトジョウアイケイヤク	猫又しょう	[1]	題不一致(NDL/楽天):運命以上、恋人未満。-同期の
運命以上、恋人未満。 : 同期のαと情愛契約. 下	ウンメイイジョウコイビトミマン:ドウキノアルファトジョウアイケイヤク	猫又しょう	[1]	題不一致(NDL/楽天):運命以上、恋人未満。-同期の
王子様のおたわむれ. Volume	オウジサマノオタワムレ	ばち	[2]	巻不連続[2];v1書影無(楽天)
王太子様、私今度こそあなたに殺されたくないんです! : 聖女に嵌められた貧乏令嬢、二度目は串刺し回避します!	オウタイシサマワタシコンドコソアナタニコロサレタクナインデス:セイジョニハメラレ	おしばなお/岡達英茉	[7]	巻不連続[7];v1書影無(楽天)
王と后 = King and Queen.	オウトキサキ	芒其之一/小出真朱	[1, 3]	巻不連続[1, 3]
お母様の言うとおり!	オカアサマノイウトオリ!	うき太郎 コミック/ふみ	[3]	巻不連続[3];v1書影無(楽天)
処女の微熱	オトメノビネツ	百済児廿日	[1]	v1書影無(楽天)
おやすみふみさん = Good night Fumi-san.	オヤスミフミサン	白石暦	[2]	巻不連続[2];v1書影無(楽天)
解雇された暗黒兵士〈30代〉のスローなセカンドライフ.	カイコサレタアンコクヘイシサンジュウダイノスローナセカンドライフ	岡沢六十四/るれくちぇ	[15]	巻不連続[15];v1書影無(楽天)
カラミざかRe: : 転生したら坊主だったDT.	カラミザカリ:リボーンシタラボウズダッタディーティー	成龍ハジメ/坂本あかみ	[2]	巻不連続[2];v1書影無(楽天)
君の隣にはいられない	キミノトナリニワイラレナイ	けーき	[1]	v1書影無(楽天)
今日もお疲れ 乾杯ごはん : ちらし寿司でビール! : 思い出食堂特別編集	キョウモオツカレカンパイゴハン:チラシズシデビール!:オモイデショクドウトクベツ		[1]	著者無;題不一致(NDL/楽天):今日もお疲れ♨乾杯ごはん ち
嫌われ者の令嬢は、私が愛しましょう。~いまさら溺愛してきても、もう遅いです!~ = I will love the hated daughter.Even if you dote on her now.it's already to	キラワレモノノレイジョウワワタシガアイシマショウイマサラデキアイシテキテモモウオ	暮田呉子/藍原ナツキ	[2]	巻不連続[2];v1書影無(楽天)
ギャルママえぶりでぃ.	ギャルママエブリディ	黒斗	[4]	巻不連続[4];v1書影無(楽天)
クジャクのダンス、誰が見た? = Who saw the peacock dance in the jungle?	クジャクノダンスダレガミタ	浅見理都	[7]	巻不連続[7];v1書影無(楽天)
薬師ヒナタは癒したい~ブラック医術ギルドを追放されたポーション師は商業ギルドで才能を開花させる~@COMIC.	クスシヒナタワイヤシタイブラックイジュツギルドオツイホウサレタポーションシワショ	らむ屋/月ノみんと	[1]	題不一致(NDL/楽天):薬師ヒナタは癒したい〜ブラッ
グラぱらっ!	グラパラッ	桂あいり/西木田景志	[6]	巻不連続[6];v1書影無(楽天)
アオハル荘へようこそ = WELCOME TO APARTMENT AOHARU.	アオハルソウエヨウコソ	水野美波	[6, 8]	巻不連続[6, 8];v1書影無(楽天)
秋本治のナイス!なチョイスこち亀live!! : こちら葛飾区亀有公園前派出所.	アキモトオサムノナイス!ナチョイスコチカメlive!!:コチラカツシカクカメアリ	秋本治	[11]	巻不連続[11];v1書影無(楽天)
悪食令嬢と狂血公爵 : その魔物、私が美味しくいただきます!	アクジキレイジョウトキョウケツコウシャク:ソノマモノワタシガオイシクイタダキマス	水辺チカ/星彼方	[10]	巻不連続[10];v1書影無(楽天)
悪女皇后の専属侍女 = THE VILLAINESS EMPRESS'S ATTENDANT.	アクジョコウゴウノセンゾクジジョ	Antstudio, zzaribo/haeyeon	[2]	巻不連続[2];v1書影無(楽天)
悪人面したB級冒険者 = B-GRADE ADVENTURER WITH A BAD GUY FACE : 主人公とその幼馴染たちのパパになる.	アクニンズラシタビーキュウボウケンシャ	こげめ/えんじ	[3]	巻不連続[3];v1書影無(楽天)
悪役御曹司の勘違い聖者生活 : 二度目の人生はやりたい放題したいだけなのに.	アクヤクオンゾウシノカンチガイセイジャセイカツ:ニドメノジンセイワヤリタイホウダ	戦上まい子/木の芽	[3]	巻不連続[3];v1書影無(楽天)
悪役令嬢はスローライフをエンジョイしたい! : やっと婚約破棄されたのに、第二王子がめっちゃストーカーしてくるんですけど....	アクヤクレイジョウワスローライフオエンジョイシタイ:ヤットコンヤクハキサレタノニ	梅星あやめ/雨宮れん	[2]	巻不連続[2];v1書影無(楽天)
あなたはかわいい人 : 脱力系アンニュイ女子、執着ワンコにとろとろに愛される	アナタワカワイイヒト:ダツリョクケイアンニュイジョシ、シュウチャクワンコニトロト	兎山もなか/夜桜左京	[1]	題不一致(NDL/楽天):あなたはかわいい人〜脱力系ア
姉になりたい義姉vs百合になりたい義妹.	アネニナリタイアネvsユリニナリタイイモウト	森	[4]	巻不連続[4];v1書影無(楽天)
アプリコットファズ = APRICOT FUZZ.	アプリコットファズ	なぎと	[2]	巻不連続[2];v1書影無(楽天)
アマチュアビジランテ = Amateur Vigilante.	アマチュアビジランテ	浅村壮平/内藤光太郎	[3]	巻不連続[3];v1書影無(楽天)
雨夜の月 = the moon on a rainy night.	アマヨノツキ	くずしろ	[9]	巻不連続[9];v1書影無(楽天)
ある日、お姫様になってしまった件について = ONE DAY,ABOUT THE MATTER THAT HAS SUDDENLY BECOME A PRINCESS.	アルヒオヒメサマニナッテシマッタケンニツイテ	Spoon/Plutus	[11]	巻不連続[11];v1書影無(楽天)
ある魔女が死ぬまで : 終わりの言葉と始まりの涙.	アルマジョガシヌマデ:オワリノコトバトハジマリノナミダ	雨霰けぬ/坂	[4]	巻不連続[4];v1書影無(楽天)
異世界ウォーキング = Walking in another world.	イセカイウォーキング	あるくひと/小川慧	[10]	巻不連続[10];v1書影無(楽天)
異世界バッドエンド	イセカイバッドエンド	おもち	[1]	v1書影無(楽天)
嘘つき陛下が私に執着する理由 = WHY IS HIS LYING MAJESTY SO OBSESSED WITH ME?	ウソツキヘイカガワタシニシュウチャクスルリユウ	琴子/甘夏みのり	[1, 4]	巻不連続[1, 4]
裏切られたので、王妃付き侍女にジョブチェンジ!	ウラギラレタノデ、オウヒツキジジョニジョブチェンジ!	雉間ちまこ/青山克己	[6, 7]	巻不連続[6, 7];v1書影無(楽天)
裏本. 上	ウラボン	裏筋侍	[1]	v1書影無(楽天)
裏本. 下	ウラボン	裏筋侍	[1]	v1書影無(楽天)
エクソシストは不浄に抗う.	エクソシストワミダラニアラガウ	中嶋祐介 [著]	[3]	巻不連続[3];v1書影無(楽天)
エルフとバイクと帝国地理調査員と = Elf and Bike and Imperial Geographic Surveyor and....	エルフトバイクトテイコクチリチョウサイント	磯本つよし	[3]	巻不連続[3];v1書影無(楽天)
王子様の友達 = A PRINCE OF A FRIEND.	オウジサマノトモダチ	すけろく [著]	[3]	巻不連続[3];v1書影無(楽天)
王妃様は離婚したい : 異世界から聖女様が来たので、もうお役御免ですわね?	オウヒサマワリコンシタイ:イセカイカラセイジョサマガキタノデモウオヤクゴメンデス	明夜明琉/亜和美央斗	[5]	巻不連続[5];v1書影無(楽天)
OTOMO THE COMPLETE WORKS.	オオトモザコンプリートワークス	大友克洋	[7, 13, 14, 31, 32]	巻不連続[7, 13, 14, 31, 32];v1書影無(楽天)
推しセフ : 推し声優のセフレ沼.	オシセフ:オシセイユウノセフレヌマ	香穂	[1]	題不一致(NDL/楽天):推しセフ 推し声優のセフレ沼
男嫌いな美人姉妹を名前も告げずに助けたら一体どうなる?	オトコギライナビジンシマイオナマエモツゲズニタスケタライッタイドウナル	司馬淳子/みょん	[3]	巻不連続[3];v1書影無(楽天)
お隣の天使様にいつの間にか駄目人間にされていた件 : after the rain.	オトナリノテンシサマニイツノマニカダメニンゲンニサレテイタケン:afterthe	佐伯さん/ぷよ	[2]	巻不連続[2];v1書影無(楽天)
お前妹じゃなくて許嫁だったのかよ!? = YOU WEREN'T MY SISTER,BUT MY FIANCE!?	オマエイモウトジャナクテイイナズケダッタノカヨ	未来人A/湯猫子	[4]	巻不連続[4];v1書影無(楽天)
思い出食堂. No. 81 (から揚げ弁当♪編)	オモイデショクドウ		[81]	巻不連続[81];著者無;v1書影無(楽天)
俺だけステータスオープンできる件 : 俺だけステータス確認できる世界でチートスキルもS級アイテムも選び放題.	オレダケステータスオープンデキルケン:オレダケステータスカクニンデキルセカイデチ	茨木野/梶井祐	[1]	題不一致(NDL/楽天):俺だけステータスオープンでき
女鍛冶師はお人好しギルドに拾われました : 新天地でがんばる鍛冶師生活.	オンナカジシワオヒトヨシギルドニヒロワレマシタ:シンテンチデガンバルカジシセイカ	日之影ソラ/みつなり都	[6]	巻不連続[6];v1書影無(楽天)
怪奇古物商マヨイギ.	カイキコブツショウマヨイギ	髙川ヨ志ノリ	[2]	巻不連続[2];v1書影無(楽天)
帰りの会をはじめます。 : いじめ裁判開廷.	カエリノカイオハジメマス。:イジメサイバンカイテイ	君塚力/日丘円	[1]	題不一致(NDL/楽天):帰りの会をはじめます。 〜い
かくりよの宿飯 : あやかしお宿に嫁入りします。.	カクリヨノヤドメシ:アヤカシオヤドニヨメイリシマス	冬葉つがる/友麻碧	[8]	巻不連続[8];v1書影無(楽天)
神の手違いで死んだらチートガン積みで異世界に放り込まれました.	カミノテチガイデシンダラチートガンツミデイセカイニホウリコマレマシタ	かくろう/石神一威	[12]	巻不連続[12];v1書影無(楽天)
艦隊のシェフ = Chef of the Fleet.	カンタイノシェフ	池田邦彦/萩原玲二	[9]	巻不連続[9];v1書影無(楽天)
勘違い結婚 = MISUNDERSTANDING MARRIAGE : 偽りの花嫁のはずが、なぜか竜王陛下に溺愛されてます!?	カンチガイケッコン	森下りんご/絹莢にえり	[1]	題不一致(NDL/楽天):勘違い結婚 1 偽りの花嫁の
学園潜水艦隊マーメイドガールズ.	ガクエンセンスイカンタイマーメイドガールズ	深見真/刻夜セイゴ	[2]	巻不連続[2];v1書影無(楽天)
騎士王の食卓 = KING OF KNIGHTS DINING TABLE.	キシオウノショクタク	ゆづか正成	[4]	巻不連続[4];v1書影無(楽天)
傷口と包帯 = Wound & Bandage.	キズグチトホウタイ	七井海星	[2]	巻不連続[2];v1書影無(楽天)
君の名は。 = your name. : 韓国語バイリンガル版.	キミノナワ	新海誠/琴音らんまる	[2, 3]	巻不連続[2, 3];v1書影無(楽天)
Q.E.D.iff : 証明終了.	キューイーディーイフ:ショウメイシュウリョウ	加藤元浩	[30]	巻不連続[30];v1書影無(楽天)
凶乱令嬢ニア・リストン : 病弱令嬢に転生した神殺しの武人の華麗なる無双録.	キョウランレイジョウニア・リストン:ビョウジャクレイジョウニテンセイシタカミゴロ	南野海風/古代甲	[6]	巻不連続[6];v1書影無(楽天)
くぎづけはーと	クギズケハート	Flugel	[1]	v1書影無(楽天)
クラス最安値で売られた俺は、実は最強パラメーター.	クラスサイヤスネデウラレタオレワジツワサイキョウパラメーター	RYOMA/カンブリア爆発太郎	[7]	巻不連続[7];v1書影無(楽天)
鐵くんと最強の恋 = The strongest love with Kurogane-kun.	クロガネクントサイキョウノコイ	緒沢亜美	[2]	巻不連続[2];v1書影無(楽天)
グラン&グルメ : 器用貧乏な転生勇者が始める辺境スローライフ.	グランアンドグルメ:キヨウビンボウナテンセイユウシャガハジメルヘンキョウスローラ	えりまし圭多/雛咲葉	[2]	巻不連続[2];v1書影無(楽天)
群青モラトリアム	グンジョウモラトリアム	べってぃ	[1]	v1書影無(楽天)
恋色の境界 = Border of Love Colors.	コイイロノキョウカイ	水山めろ	[1]	題不一致(NDL/楽天):東方Project二次創作シ
侯爵嫡男好色物語 : 異世界ハーレム英雄戦記.	コウシャクチャクナンコウショクモノガタリ:イセカイハーレムエイユウセンキ	AL/GEN	[8]	巻不連続[8];v1書影無(楽天)
蠱毒の胡蝶はどんな夢を見るのか?	コドクノコチョウワドンナユメオミルノカ	耳式/鴉ぴえろ	[2]	巻不連続[2];v1書影無(楽天)
媚び売りふぇいす	コビウリフェイス	魚山ケイジ	[1]	v1書影無(楽天)
交尾のために生きている	コレノタメニイキテイル	ぴざぬこ	[1]	v1書影無(楽天)
愛さないといわれましても : 元魔王の伯爵令嬢は生真面目軍人に餌付けをされて幸せになる.	アイサナイトイワレマシテモ:モトマオウノハクシャクレイジョウワキマジメグンジンニ	石野人衣/豆田麦	[5]	巻不連続[5];v1書影無(楽天)
悪役令嬢後宮物語~王国激動編~.	アクヤクレイジョウコウキュウモノガタリオウコクゲキドウヘン	鳥屋/涼風	[5]	巻不連続[5];v1書影無(楽天)
悪役令嬢編 : 別冊コミックアンリアル	アクヤクレイジョウヘン:ベッサツコミックアンリアル		[1]	著者無;v1書影無(楽天)
悪役令嬢は傲慢伯爵に屈しない.	アクヤクレイジョウワゴウマンハクシャクニクッシナイ	安里瀅	[2]	巻不連続[2];v1書影無(楽天)
徒花	アダバナ	ちろたた	[1]	v1書影無(楽天)
あなたが体験した怖い話 : 行ってはいけない!心霊スポット	アナタガタイケンシタコワイハナシ:イッテワイケナイ!シンレイスポット		[1]	著者無;v1書影無(楽天)
アラガウ水際	アラガウミズギワ	はっせん	[1]	v1書影無(楽天)
淡く、濃い、恋。	アワクコイコイ	スピリタス太郎	[1]	v1書影無(楽天)
異形ト蜜	イギョウトミツ	奈月	[1]	v1書影無(楽天)
異種淫楽 : クリーチャーに堕ちる敗北ヒロイン	イシュインラク:クリーチャーニオチルハイボクヒロイン	天乃輝	[1]	v1書影無(楽天)
一勝千金.	イッショウセンキン	サンドロビッチ・ヤバ子/MAAM	[5]	巻不連続[5];v1書影無(楽天)
稲穂くんは偽カノジョのはずなのに = Inaho-kun is supposed to be a Fake Sweetheart.	イナホクンワニセカノジョノハズナノニ	とこのま	[2]	巻不連続[2];v1書影無(楽天)
淫果~INGA~ : 姦獄の女殺し屋	インガ:カンゴクノオンナコロシヤ	天馬ふぇみお	[1]	v1書影無(楽天)
淫獄密室事変	インゴクミッシツジヘン	ソメジマ	[1]	v1書影無(楽天)
生まれた直後に捨てられたけど、前世が大賢者だったので余裕で生きてます = Since my previous life was a wise man,I can afford to live. : 最強赤ちゃん大暴走.	ウマレタチョクゴニステラレタケドゼンセガダイケンジャダッタノデヨユウデイキテマス	九頭七尾, 鍋島テツヒロ/遠田マリモ	[11]	巻不連続[11];v1書影無(楽天)
裏切られた黒猫は幸せな魔法具ライフを目指したい.	ウラギラレタクロネコワシアワセナマホウグライフオメザシタイ	桜木晶/クレハ	[3]	巻不連続[3];v1書影無(楽天)
エンドレス	エンドレス	「タカシ」	[1]	v1書影無(楽天)
王者の挑戦 : 「少年ジャンプ+」の10年戦記	オウジャノチョウセン:ショウネンジャンププラスノジュウネンセンキ	戸部田誠	[1]	題不一致(NDL/楽天):王者の挑戦 「少年ジャンプ+
大盛!!みこすり半劇場. 2025 春	オオモリ!!ミコスリハンゲキジョウ	岩谷テンホー	[2025]	巻不連続[2025];v1書影無(楽天)
溺れる私、蕩ける私	オボレルワタシトロケルワタシ	つるおみ	[1]	v1書影無(楽天)
俺だけスキルがやたらポエミーなんだけど : 攻略!大ダンジョン時代.	オレダケスキルガヤタラポエミーナンダケド:コウリャクダイダンジョンジダイ	能勢ナツキ/てんたくろー	[3]	巻不連続[3];v1書影無(楽天)
女の子には勝てナイ感じです	オンナノコニワカテナイカンジデス	ぼるしち	[1]	v1書影無(楽天)
描くなるうえは.	カクナルウエワ	高畑弓/蒲夕二	[5]	巻不連続[5];v1書影無(楽天)
形代ミサヲの花嫁修業っ!?	カタシロミサオノハナヨメシュギョウッ	めたりかん	[3]	巻不連続[3];v1書影無(楽天)
かむろの異国料理帖 : すずは出島のくずねりさん.	カムロノイコクリョウリチョウ:スズワデジマノクズネリサン	山内かひろ	[2]	巻不連続[2];v1書影無(楽天)
かわいいひと	カワイイヒト	柴崎ショージ	[1]	v1書影無(楽天)
神無月紫子の優雅な暇潰し = Yukariko Kannazuki's elegant killing of time.	カンナズキユカリコノユウガナヒマツブシ	赤石路代	[13]	巻不連続[13];v1書影無(楽天)
ガーディアン = GUARDIAN.	ガーディアン	武田すん	[2]	巻不連続[2];v1書影無(楽天)
岸辺露伴ジャンプ	キシベロハンジャンプ		[1]	著者無
