状態	match	owner_slug	series_key	title	subtitle	number	isbn	release_date	date_gap_days	imprint	edition_type	authors	材料
DUP	SIBLING	kouha-ginjirou	qid:Q3325226|name:硬派銀次郎	硬派銀次郎		3	9784086170208	1996-03-20	7019	集英社文庫コミック版	bunkobon	本宮ひろ志	未取得
DUP	SIBLING	kouha-ginjirou	qid:Q3325226|name:硬派銀次郎	硬派銀次郎		4	9784086170215	1996-03	6910	集英社文庫コミック版	bunkobon	本宮ひろ志	未取得
DUP	SIBLING	kouha-ginjirou	qid:Q3325226|name:硬派銀次郎	硬派銀次郎		5	9784086170222	1996-04	6880	集英社文庫コミック版	bunkobon	本宮ひろ志	未取得
DUP	SIBLING	kouha-ginjirou	qid:Q3325226|name:硬派銀次郎	硬派銀次郎		6	9784086170239	1996-04	6758	集英社文庫コミック版	bunkobon	本宮ひろ志	未取得
DUP	SIBLING	kouha-ginjirou	qid:Q3325226|name:硬派銀次郎	硬派銀次郎		7	9784086170246	1996-05	6665	集英社文庫コミック版	bunkobon	本宮ひろ志	未取得
DUP	SIBLING	kouha-ginjirou	qid:Q3325226|name:硬派銀次郎	硬派銀次郎		8	9784086170253	1996-05-22	6566	集英社文庫コミック版	bunkobon	本宮ひろ志	未取得
DUP	SIBLING	koukaen	qid:Q11624649|name:紅花怨	紅花怨		1	9784048529853	1998-09	3325	あすかコミックスDX	standard	藤田あつ子	未取得
DUP	SIBLING	koukai-no-same	name:エルジェ|name:紅海のサメ	紅海のサメ		1	9784834025156	2011-08	7899	タンタンの冒険	standard	川口恵子 / Hergé / エルジェ	未取得
DUP	SIBLING	koukenryoku-ouryou-sousakan-nakabou-rintarou	qid:Q1319232|name:公権力横領捜査官中坊林太郎	公権力横領捜査官中坊林太郎		1	9784107701930	2003-01	1202	Bunch world special	standard	原哲夫	未取得
DUP	SIBLING	koukenryoku-ouryou-sousakan-nakabou-rintarou	qid:Q1319232|name:公権力横領捜査官中坊林太郎	公権力横領捜査官中坊林太郎		1	9784199800061	2011-04	4214	ゼノンコミックスDX	standard	原哲夫	未取得
DUP	SIBLING	koukenryoku-ouryou-sousakan-nakabou-rintarou	qid:Q1319232|name:公権力横領捜査官中坊林太郎	公権力横領捜査官中坊林太郎		2	9784199800146	2011-05	4029	ゼノンコミックスDX	standard	原哲夫	未取得
DUP	SIBLING	koukou-otoko	name:花衣沙久羅|name:高校男子	高校男子		1	9784088454740	2015-10	7377	マーガレットコミックス	standard	河下水希 / 花衣沙久羅	未取得
DUP	TITLE	koukyoushihen-eureka-seven	name:Bones|name:交響詩篇エウレカセブン	交響詩篇エウレカセブン		1	9784041167984	2025-11-12	7469	単行本コミックス	standard	Bones / 近藤一馬 / 片岡人生	未取得
DUP	TITLE	koukyoushihen-eureka-seven	name:Bones|name:交響詩篇エウレカセブン	交響詩篇エウレカセブン		2	9784041167991	2025-11-12	7340	単行本コミックス	standard	Bones / 近藤一馬 / 片岡人生	未取得
DUP	TITLE	koukyoushihen-eureka-seven	name:Bones|name:交響詩篇エウレカセブン	交響詩篇エウレカセブン		3	9784041168004	2025-11-12	7230	単行本コミックス	standard	Bones / 近藤一馬 / 片岡人生	未取得
DUP	SIBLING	kouryoutaru-yabou	qid:Q11653884|name:荒涼たる野望	荒涼たる野望		1	9784620770529	1990-09-10	313		standard	長谷川法世	未取得
DUP	TITLE	kousetsu-hyaku-monogatari	name:京極夏彦|name:巷説百物語	巷説百物語		1	9784845842933	2012-08	1556	SP pocket wide	standard	日高建男 / 京極夏彦	未取得
DUP	SIBLING	kousoku-esper	qid:Q431443|name:光速エスパー	光速エスパー		1	9784257961215	1987-04-20	1237	SUN WIDE COMICS	standard	松本零士	未取得
DUP	SIBLING	kousoku-esper	qid:Q431443|name:光速エスパー	光速エスパー		2	9784257961253	1987-05-20	1247	SUN WIDE COMICS	standard	松本零士	未取得
DUP	TITLE	koutetsu-jeeg	qid:Q11451126|name:鋼鉄ジーグ	鋼鉄ジーグ		1	9784886531032	1998-02-05	4330	St comics	standard	永井豪 / 安田達矢	未取得
DUP	SIBLING	koutetsu-no-kariudo	qid:Q8140707|name:鋼鉄の狩人	鋼鉄の狩人		1	9784886534378	1998-05	3592		standard	長谷川裕一	未取得
DUP	SIBLING	kouya-no-joukimusume	qid:Q8919169|name:荒野の蒸気娘	荒野の蒸気娘		1	9784847038570	2013-03	2576	ガムコミックスプラス	standard	あさりよしとお	未取得
DUP	SIBLING	kouya-no-joukimusume	qid:Q8919169|name:荒野の蒸気娘	荒野の蒸気娘		3	9784847038587	2013-03	2030	ガムコミックスプラス	standard	あさりよしとお	未取得
DUP	SIBLING	kouya-no-shounen-isamu	qid:Q11468284|name:荒野の少年イサム	荒野の少年イサム		1	9784834210712	1987-03-24	5470	ジャンプコミックスセレクション	standard	川崎のぼる / 山川惣治	未取得
DUP	SIBLING	kouya-no-shounen-isamu	qid:Q11468284|name:荒野の少年イサム	荒野の少年イサム		2	9784834210729	1987-04-24	5379	ジャンプコミックスセレクション	standard	川崎のぼる / 山川惣治	未取得
DUP	SIBLING	kouya-no-shounen-isamu	qid:Q11468284|name:荒野の少年イサム	荒野の少年イサム		3	9784834210736	1987-05-24	5317	ジャンプコミックスセレクション	standard	川崎のぼる / 山川惣治	未取得
DUP	SIBLING	kouya-no-shounen-isamu	qid:Q11468284|name:荒野の少年イサム	荒野の少年イサム		4	9784834210743	1987-06-24	5228	ジャンプコミックスセレクション	standard	川崎のぼる / 山川惣治	未取得
DUP	SIBLING	kouya-no-shounen-isamu	qid:Q11468284|name:荒野の少年イサム	荒野の少年イサム		5	9784834210750	1987-07	5174	ジャンプコミックスセレクション	standard	川崎のぼる / 山川惣治	未取得
DUP	SIBLING	kouya-no-shounen-isamu	qid:Q11468284|name:荒野の少年イサム	荒野の少年イサム		6	9784834210767	1987-08-24	5197	ジャンプコミックスセレクション	standard	川崎のぼる / 山川惣治	未取得
DUP	SIBLING	kouya-no-shounen-isamu	qid:Q11468284|name:荒野の少年イサム	荒野の少年イサム		7	9784834210774	1987-09-24	5167	ジャンプコミックスセレクション	standard	川崎のぼる / 山川惣治	未取得
DUP	SIBLING	kowasugiru-nagai-gou	qid:Q551359|name:怖すぎる永井豪	怖すぎる永井豪		1	9784197806195	2018-02	2041	Tokuma comics	standard	永井豪 / ダイナミックプロダクション	未取得
DUP	SIBLING	kowasugiru-nagai-gou	qid:Q551359|name:怖すぎる永井豪	怖すぎる永井豪		1	9784197806201	2018-02	2041	Tokuma comics	standard	永井豪 / ダイナミックプロダクション	未取得
DUP	NEAR	koyamasou-no-kirawaremono	qid:Q545241|name:小山荘のきらわれ者 ～リターンズ～	小山荘のきらわれ者 ～リターンズ～		1	9784592195665	2015-07-10	10789	花とゆめCOMICS	standard	なかじ有紀	未取得
DUP	NEAR	koyamasou-no-kirawaremono	qid:Q545241|name:小山荘のきらわれ者～リターンズ～	小山荘のきらわれ者～リターンズ～		2	9784592195672	2016-03-10	10845	花とゆめCOMICS	standard	なかじ有紀	未取得
DUP	SIBLING	kozure-ookami	qid:Q614514|name:子連れ狼	子連れ狼		1	9784073400264	2018-11	16971	Comic魂別冊	standard	小池一夫 / 小島剛夕	未取得
DUP	SIBLING	kozure-ookami	qid:Q614514|name:子連れ狼	子連れ狼		1	9784073401803	2019-01	17032	Comic魂別冊	standard	小池一夫 / 小島剛夕	未取得
DUP	SIBLING	kozure-ookami	qid:Q614514|name:子連れ狼	子連れ狼		1	9784073403005	2019-03	17091	Comic魂別冊	standard	小池一夫 / 小島剛夕	未取得
DUP	SIBLING	kozure-ookami	qid:Q614514|name:子連れ狼	子連れ狼		1	9784073405818	2019-05	17152	Comic魂別冊	standard	小池一夫 / 小島剛夕	未取得
DUP	SIBLING	kozure-ookami	qid:Q614514|name:子連れ狼	子連れ狼		1	9784074303380	2018-05	16787	Comic魂別冊	standard	小池一夫 / 小島剛夕	未取得
DUP	SIBLING	kozure-ookami	qid:Q614514|name:子連れ狼	子連れ狼		1	9784074305742	2018-07	16848	Comic魂別冊	standard	小池一夫 / 小島剛夕	未取得
DUP	SIBLING	kozure-ookami	qid:Q614514|name:子連れ狼	子連れ狼		1	9784074308064	2018-09	16910	Comic魂別冊	standard	小池一夫 / 小島剛夕	未取得
DUP	SIBLING	kubi-no-nai-choukoku	qid:Q744237|name:首のない彫刻	首のない彫刻		1	9784022141187	2013-04	7834	Asahi comics	standard	伊藤潤二	未取得
DUP	SIBLING	kubikiri-monjinchou	name:高瀬理恵|name:首斬り門人帳	首斬り門人帳		1	9784091857026	2003-03	1673	ビッグコミックス	standard	高瀬理恵	未取得
DUP	SIBLING	kuchibiru-kara-sandanjuu	qid:Q465645|name:くちびるから散弾銃	くちびるから散弾銃		1	9784063766523	2012-06	8330	KCDX	standard	岡崎京子	未取得
DUP	SIBLING	kuchibiru-no-porishii	qid:Q11619664|name:くちびるのポリシー	くちびるのポリシー		1	9784061783072	1990-05	1242	講談社コミックスミー	standard	菊川近子	未取得
DUP	SIBLING	kuchibiru-tameiki-sakurairo	qid:Q2346185|name:くちびるためいきさくらいろ	くちびるためいきさくらいろ		1	9784758070010	2006-02	2262	IDコミックス	standard	森永みるく	未取得
DUP	SIBLING	kuge-samurai-hiroku	name:高瀬理恵|name:公家侍秘録	公家侍秘録		2	9784334808235	2022-02	7550	KBR	standard	高瀬理恵	未取得
DUP	SIBLING	kuge-samurai-hiroku	name:高瀬理恵|name:公家侍秘録	公家侍秘録		3	9784334808372	2022-05	7091	KBR	standard	高瀬理恵	未取得
DUP	SIBLING	kuge-samurai-hiroku	name:高瀬理恵|name:公家侍秘録	公家侍秘録		4	9784334808433	2022-08	6696	KBR	standard	高瀬理恵	未取得
DUP	NEAR	kugiko-chan-ga-iru	name:Peach-Pit|name:クギ子ちゃん	クギ子ちゃん		1	9784063767452	2012-12-19	595	KCデラックス	deluxe	Peach-Pit	未取得
DUP	NEAR	kugiko-chan-ga-iru	name:PEACH-PIT|name:クギ子ちゃん	クギ子ちゃん		2	9784063768039	2013-04-05	791	KCデラックス	deluxe	Peach-Pit	未取得
DUP	SIBLING	kugutsu-takahashi	name:高橋明|name:傀儡	傀儡		1	9784334804473	1999-02-20	1989	KG	standard	高橋明	未取得
DUP	SIBLING	kuiinzu-blade	name:ホビージャパン|name:クイーンズブレイド	クイーンズブレイド		1	9784840125307	2009-02	245	MFコミックス	standard	ホビージャパン / 南崎いく	未取得
DUP	SIBLING	kuiinzu-blade	name:ホビージャパン|name:クイーンズブレイド	クイーンズブレイド		2	9784840129190	2009-09	184	MFコミックス	standard	ホビージャパン / 南崎いく	未取得
DUP	SIBLING	kuiinzu-blade	name:ホビージャパン|name:クイーンズブレイド	クイーンズブレイド		3	9784840129718	2010-01	214	MFコミックス	standard	ホビージャパン / 南崎いく	未取得
DUP	SIBLING	kuiinzu-kuoritei	qid:Q2696742|name:クイーンズ・クオリティ	クイーンズ・クオリティ		10	9784099430559	2019-10	24	ベツコミフラワーコミックス	standard	最富キョウスケ	未取得
DUP	SIBLING	kuiinzu-kuoritei	qid:Q2696742|name:クイーンズ・クオリティ	クイーンズ・クオリティ		11	9784099430627	2020-03	0	ベツコミフラワーコミックス	standard	最富キョウスケ	未取得
DUP	SIBLING	kuiinzu-kuoritei	qid:Q2696742|name:クイーンズ・クオリティ	クイーンズ・クオリティ		12	9784099430719	2020-08	25	ベツコミフラワーコミックス	standard	最富キョウスケ	未取得
DUP	SIBLING	kujakuou	qid:Q6739981|name:孔雀王	孔雀王		1	9784776744337	2017-03	11358	Missy comics	standard	荻野真	未取得
DUP	TITLE	kujakuou	qid:Q6739981|name:孔雀王|sub:戦国転生	孔雀王	戦国転生	1	9784845856596	2020-10	12668	SP pocket wide	standard	荻野真	未取得
DUP	SIBLING	kujakuou	qid:Q6739981|name:孔雀王	孔雀王		2	9784776744498	2017-04	11085	Missy comics	standard	荻野真	未取得
DUP	SIBLING	kujakuou	qid:Q6739981|name:孔雀王	孔雀王		3	9784776744573	2017-05	11054	Missy comics	standard	荻野真	未取得
DUP	TITLE	kujakuou	qid:Q6739981|name:孔雀王|sub:戦国転生	孔雀王	戦国転生	3	9784845856602	2020-10	12303	SP pocket wide	standard	荻野真	未取得
DUP	SIBLING	kujakuou	qid:Q6739981|name:孔雀王	孔雀王		4	9784776744856	2017-06	10995	Missy comics	standard	荻野真	未取得
DUP	SIBLING	kujakuou	qid:Q6739981|name:孔雀王	孔雀王		5	9784776744955	2017-07	10927	Missy comics	standard	荻野真	未取得
DUP	TITLE	kujakuou	qid:Q6739981|name:孔雀王|sub:戦国転生	孔雀王	戦国転生	5	9784845854905	2019-08	11688	SPコミックス	standard	荻野真	未取得
DUP	SIBLING	kujakuou	qid:Q6739981|name:孔雀王	孔雀王		6	9784776745464	2017-08	10836	Missy comics	standard	荻野真	未取得
DUP	SIBLING	kujakuou	qid:Q6739981|name:孔雀王	孔雀王		7	9784776745518	2017-09	10776	Missy comics	standard	荻野真	未取得
DUP	SIBLING	kujakuou	qid:Q6739981|name:孔雀王	孔雀王		8	9784776745747	2017-10	10775	Missy comics	standard	荻野真	未取得
DUP	SIBLING	kujakuou-taima-seiden	qid:Q6739981|name:孔雀王 退魔聖伝	孔雀王 退魔聖伝		1	9784776746577	2018-03	9890	Missy comics	standard	荻野真	未取得
DUP	SIBLING	kujakuou-taima-seiden	qid:Q6739981|name:孔雀王 退魔聖伝	孔雀王 退魔聖伝		2	9784776746638	2018-04	9801	Missy comics	standard	荻野真	未取得
DUP	SIBLING	kujakuou-taima-seiden	qid:Q6739981|name:孔雀王 退魔聖伝	孔雀王 退魔聖伝		3	9784776746843	2018-05	9709	Missy comics	standard	荻野真	未取得
DUP	SIBLING	kujakuou-taima-seiden	qid:Q6739981|name:孔雀王|sub:退魔聖伝	孔雀王	退魔聖伝	4	9784776747062	2018-06	9536	Missy comics	standard	荻野真	未取得
DUP	SIBLING	kujakuou-taima-seiden	qid:Q6739981|name:孔雀王|sub:退魔聖伝	孔雀王	退魔聖伝	5	9784776747253	2018-07	9534	Missy comics	standard	荻野真	未取得
DUP	SIBLING	kuma-no-puutarou	qid:Q11364713|name:クマのプー太郎	クマのプー太郎		1	9784091885692	2012-01	7670	IKKICOMIX	standard	中川いさみ	未取得
DUP	SIBLING	kuma-no-puutarou	qid:Q11364713|name:クマのプー太郎	クマのプー太郎		1	9784091886071	2012-11	7975	IKKICOMIX	standard	中川いさみ	未取得
DUP	NEAR	kumagusu	name:山村基毅|name:クマグスのミナカテラ	クマグスのミナカテラ		1	9784101452135	1998-03	2496	新潮文庫	bunkobon	内田春菊 / 山村基毅	未取得
DUP	SIBLING	kumo-desu-nanika	name:輝竜司|name:蜘蛛ですが、なにか?	蜘蛛ですが、なにか?		1	9784041045510	2016-07	1341	角川コミックス・エース	standard	かかし朝浩	未取得
DUP	SIBLING	kumo-desu-nanika	name:輝竜司|name:蜘蛛ですが、なにか?	蜘蛛ですが、なにか?		2	9784041048856	2016-12	1409	角川コミックス・エース	standard	かかし朝浩	未取得
DUP	SIBLING	kumo-desu-nanika	name:輝竜司|name:蜘蛛ですが、なにか?	蜘蛛ですが、なにか?		3	9784041056462	2017-06	1318	角川コミックス・エース	standard	かかし朝浩	未取得
DUP	SIBLING	kumo-desu-nanika	name:輝竜司|name:蜘蛛ですが、なにか?	蜘蛛ですが、なにか?		4	9784041063958	2017-12	1225	角川コミックス・エース	standard	かかし朝浩	未取得
DUP	SIBLING	kumo-desu-nanika	name:輝竜司|name:蜘蛛ですが、なにか?	蜘蛛ですが、なにか?		5	9784041070581	2018-07	1227	角川コミックス・エース	standard	かかし朝浩	未取得
DUP	SIBLING	kumo-desu-nanika	name:輝竜司|name:蜘蛛ですが、なにか?	蜘蛛ですが、なにか?		6	9784041070611	2019-01	1467	角川コミックス・エース	standard	かかし朝浩	未取得
DUP	SIBLING	kumo-ni-noru	qid:Q3325226|name:雲にのる	雲にのる		1	9784061026582	1988-11	153	モーニングKC	standard	本宮ひろ志	未取得
DUP	SIBLING	kumo-no-ue-no-kisuke-san	qid:Q11675527|name:雲の上のキスケさん	雲の上のキスケさん		1	9784834274790	2010-06	4179	HMB	standard	鴨居まさね	未取得
DUP	SIBLING	kumo-no-ue-no-kisuke-san	qid:Q11675527|name:雲の上のキスケさん	雲の上のキスケさん		2	9784834274806	2010-07	3682	HMB	standard	鴨居まさね	未取得
DUP	SIBLING	kumotori-zanpei	qid:Q2661273|name:雲盗り暫平	雲盗り暫平		1	9784845806119	2002-04	6995	SPコミックス	standard	さいとう・たかを	未取得
DUP	SIBLING	kumotori-zanpei	qid:Q2661273|name:雲盗り暫平	雲盗り暫平		1	9784845818303	2000-03	6234	SPコミックス	standard	さいとう・たかを	未取得
DUP	SIBLING	kumotori-zanpei	qid:Q2661273|name:雲盗り暫平	雲盗り暫平		1	9784845818327	2000-05	6295	SPコミックス	standard	さいとう・たかを	未取得
DUP	SIBLING	kumotori-zanpei	qid:Q2661273|name:雲盗り暫平	雲盗り暫平		1	9784845819157	2001-08	6752	SPコミックス	standard	さいとう・たかを	未取得
DUP	SIBLING	kumotori-zanpei	qid:Q2661273|name:雲盗り暫平	雲盗り暫平		1	9784845822843	2002-08	7117	SPコミックス	standard	さいとう・たかを	未取得
DUP	SIBLING	kumotori-zanpei	qid:Q2661273|name:雲盗り暫平	雲盗り暫平		1	9784845822867				standard	さいとう・たかを	未取得
DUP	SIBLING	kumotori-zanpei	qid:Q2661273|name:雲盗り暫平	雲盗り暫平		1	9784845822935	2004-01	7635	SP comics	standard	さいとう・たかを	未取得
DUP	SIBLING	kumotori-zanpei	qid:Q2661273|name:雲盗り暫平	雲盗り暫平		1	9784845822942	2004-02	7666	SPコミックス	standard	さいとう・たかを	未取得
DUP	SIBLING	kumotori-zanpei	qid:Q2661273|name:雲盗り暫平	雲盗り暫平		1	9784845822959	2004-04	7726	SPコミックス	standard	さいとう・たかを	未取得
DUP	SIBLING	kumotori-zanpei	qid:Q2661273|name:雲盗り暫平	雲盗り暫平		1	9784845827886	2005-01	8001	SPコミックス	standard	さいとう・たかを	未取得
DUP	SIBLING	kumotori-zanpei	qid:Q2661273|name:雲盗り暫平	雲盗り暫平		1	9784845828333	2004-11	7940	SPコミックス	standard	さいとう・たかを	未取得
DUP	TITLE	kumotori-zanpei	qid:Q2661273|name:雲盗り暫平.	雲盗り暫平.		14	9784845864478	2023-11	13755	パーフェクト・メモワール	standard	さいとう・たかを	未取得
DUP	TITLE	kumotori-zanpei	qid:Q2661273|name:雲盗り暫平.	雲盗り暫平.		15	9784845864522	2024-01	13762	パーフェクト・メモワール	standard	さいとう・たかを	未取得
DUP	SIBLING	kumotori-zanpei	qid:Q2661273|name:雲盗り暫平	雲盗り暫平		26	9784845868247	2025-11-22	13528	パーフェクト・メモワール	standard	さいとう・たかを	未取得
DUP	SIBLING	kungfu-tao	qid:Q8194595|name:カンフータオ	カンフータオ		1	9784063290097	1995-12	3208	KCフェニックス	standard	前川たけし	未取得
DUP	SIBLING	kuniki	name:栗井茶|name:国木. 下	国木. 下		1	9784301004745	2026-04	23		standard	栗井茶	未取得
DUP	SIBLING	kunisaki-izumo-no-jijou	qid:Q11276659|name:國崎出雲の事情	國崎出雲の事情		11	9784099418045	2012-10	22	少年サンデーコミックス	standard	ひらかわあや	未取得
DUP	SIBLING	kunisaki-izumo-no-jijou	qid:Q11276659|name:國崎出雲の事情	國崎出雲の事情		7	9784099417253	2011-10	22	少年サンデーコミックス	standard	ひらかわあや	未取得
DUP	SIBLING	kunoichi-tanteikyoku	name:伊万里すみ子|name:くノ一探偵局	くノ一探偵局		1	9784396760175	1990-08	1065	フィールコミックス	standard	伊万里すみ子	未取得
DUP	SIBLING	kunoichi-torimonochou	qid:Q471103|name:くノ一捕物帖	くノ一捕物帖		1	9784862255693	2010-01	4324	King series	standard	石ノ森章太郎	未取得
DUP	SIBLING	kunoichi-torimonochou	qid:Q471103|name:くノ一捕物帖	くノ一捕物帖		2	9784862255709	2010-02	4324	King series	standard	石ノ森章太郎	未取得
DUP	SIBLING	kunshu-sama-no-koi-wa-katte	name:こうじま奈月|name:君主サマの恋は勝手!	君主サマの恋は勝手!		1	9784862633088	2007-12	2304	Be-boy comics	standard	こうじま奈月	未取得
DUP	SIBLING	kuon	qid:Q11478227|name:くおん…	くおん…		1	9784420137539	1994-06	2581	Jump super ace	standard	川島博幸	未取得
DUP	SIBLING	kuooto-ando-half	qid:Q11603611|name:1/4×1/2	1/4×1/2		1	9784257720614	2000-05	2618	ソノラマコミック文庫	bunkobon	篠原烏童	未取得
DUP	SIBLING	kuooto-half-r	qid:Q11603611|name:クォート＆ハーフ（R）	クォート＆ハーフ（R）		1	9784257905745	2007-02	242	眠れぬ夜の奇妙な話コミックス	standard	篠原烏童	未取得
DUP	SIBLING	kuradashi-kapibara-san	name:チダケイコ|name:くらだしカピバラさん	くらだしカピバラさん		1	9784391144215	2013-09	19		standard	TRYWORKS / チダケイコ	未取得
DUP	SIBLING	kuraimaa-rendetsu	qid:Q1036246|name:岳人列伝	岳人列伝		1	9784168108266	1996-07	1827	文春文庫 ビジュアル版	bunkobon	村上もとか	未取得
DUP	NEAR	kurashiki-satsujin-jiken	qid:Q8967541|name:倉敷殺人事件 見知らぬ鍵 「萩原朔太郎」の亡霊	倉敷殺人事件 見知らぬ鍵 「萩原朔太郎」の亡霊		1	9784253240697	2006-10	2587	Akita top comics wide	standard	小山田いく / ひたか良 / 里見尤	未取得
DUP	TITLE	kurashina-sensei-no-junan	name:志野夏穂|name:倉科先生の受難	倉科先生の受難		1	9784799714232	2014-03	3430	Be×boy comics	standard	志野夏穂	未取得
DUP	SIBLING	kurebatesu	qid:Q610576|name:クレバテス	クレバテス		1	9784866970806	2020-08	1434	LINE COMICS	standard	岩原裕二	未取得
DUP	SIBLING	kurebatesu	qid:Q610576|name:クレバテス	クレバテス		2	9784866971469	2021-02	1250	LINE COMICS	standard	岩原裕二	未取得
DUP	SIBLING	kurebatesu	qid:Q610576|name:クレバテス	クレバテス		3	9784866972084	2021-09	1070	LINE COMICS	standard	岩原裕二	未取得
DUP	SIBLING	kurebatesu	qid:Q610576|name:クレバテス	クレバテス		5	9784866972794	2022-10	788	LINE COMICS	standard	岩原裕二	未取得
DUP	SIBLING	kurebatesu	qid:Q610576|name:クレバテス	クレバテス		6	9784866972916	2023-04	664	LINE COMICS	standard	岩原裕二	未取得
DUP	SIBLING	kurekure-tama-chan	qid:Q11550422|name:GIVE ME たまちゃん!	GIVE ME たまちゃん!		1	9784198331207	1993-12-20	1958	少年キャプテンコミックススペシャル	standard	永野のりこ	未取得
DUP	NEAR	kurenai-no-senkan	name:関達也|name:紅の戦艦スペシャル	紅の戦艦スペシャル		1	9784537162806	2017-04	1066	Gコミックス	standard	関達也	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		1	9784575298758	2006-02	5024	4Coinsアクションオリジナル	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		1	9784575820898	1995-10-28	1275	ACTION COMICS	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		1	9784575961553	2015-06-24	8454	ACTION COMICS	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		1	9784575991000	2001-09	3410	3 coins アクションオリジナル	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		1	9784575991062	2002-11	3836	3 coins アクションオリジナル	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		1	9784575991178	2003-02	3928	3 coins アクションオリジナル	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		1	9784575991246	2003-05	4017	3 coins アクションオリジナル	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		1	9784575991598	2004-01	4262	3 coins アクションオリジナル	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		1	9784575991758	2004-05	4383	3 coins アクションオリジナル	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		1	9784575991888	2004-08	4475	3 coins アクションオリジナル	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		1	9784575992267	2005-05	4748	4 coinsアクションオリジナル	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		10	9784575822564	1997-06-28	901	ACTION COMICS	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		10	9784575961706	2016-03-12	7733	ACTION COMICS	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		11	9784575822717	1997-08-28	837	ACTION COMICS	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		11	9784575961737	2016-04-16	7643	ACTION COMICS	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		12	9784575822946	1997-11-11	833	ACTION COMICS	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		12	9784575961768	2016-06-11	7620	ACTION COMICS	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		13	9784575823363	1998-05-24	910	ACTION COMICS	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		13	9784575961782	2016-08-12	7565	ACTION COMICS	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		14	9784575823554	1998-07-27	847	ACTION COMICS	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		14	9784575961829	2016-10-12	7499	ACTION COMICS	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		15	9784575823721	1998-09-28	771	ACTION COMICS	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		15	9784575961850	2016-12-12	7421	ACTION COMICS	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		16	9784575823875	1998-11-28	691	ACTION COMICS	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		16	9784575961898	2017-02-10	7340	ACTION COMICS	standard	臼井儀人	未取得
DUP	SIBLING	kureyon-shin-chan	qid:Q360638|name:クレヨンしんちゃん	クレヨンしんちゃん		17	9784575824025	1999-02-11	637	ACTION COMICS	standard	臼井儀人	未取得
