slug	last_pub_year	anilist_status	anilist_end_year
ank-a-mirroring-ape	2026	-	
ano-hi-kara-kotae-wa-subete-kimi-ni-natta	2026	-	
ano-saisekijou-de-hanataba-o	2026	-	
anokotofutaride	2026	-	
anonemitchan	2026	-	
anoshimanouminesou	2026	-	
anotoki-tasukete-itadaita-monster-musume-desu	2026	RELEASING	
ansatsu-koukyuu	2026	RELEASING	
ansatsusha-de-aru-ore-no-suteetasu-ga-yuusha-yorimo-akiraka-ni-tsuyoi-nodaga	2026	RELEASING	
ansesutaazu	2026	RELEASING	
answer	2026	RELEASING	
antatoosananajimittedakedemoiyananoni-zekkoukarahajimaruskyuubisho	2026	-	
anti-dynamics	2026	-	
ao-no-exorcist	2026	RELEASING	
ao-no-hako	2026	RELEASING	
ao-no-miburo-shinsengumi-hen	2026	RELEASING	
ao-no-mitsukai	2026	FINISHED	2026
ao-no-orchestra	2026	RELEASING	
ao-no-shima-to-neko-ippiki	2026	RELEASING	
ao-no-tatsuki	2026	RELEASING	
ao-o-fumu	2026	RELEASING	
ao-oni-no-shoutai	2026	-	
ao-to-haru	2026	-	
ao-to-kagerou	2026	RELEASING	
ao-wa-kataku-haru-wa-yasushi	2026	RELEASING	
aoba-jitenshaten-to-ikouyo	2026	RELEASING	
aoba-no-basket	2026	RELEASING	
aobara-antique-no-shoukoujo	2026	RELEASING	
aoharu-kun-wa-kyou-mo-sukebe-dekinai	2026	-	
aoi-honoo	2026	RELEASING	
aoi-kun-no-waidan-ga-tamaranai	2026	RELEASING	
aoi-kun-wa-mukimuki-kanojo-o-koutei-shitai	2026	FINISHED	2025
aoki-barukanaria	2026	-	
aoki-hagane-no-arpeggio-kaiyou-gijutsu-sougou-gakuin-takao-bu	2026	-	
aoki-hagane-no-arupejio	2026	RELEASING	
aoku-somero	2026	RELEASING	
aono-kun-ni-sawaritai-kara-shinitai	2026	FINISHED	2025
aonokai	2026	-	
aotomidori	2026	RELEASING	
aotoorenji	2026	-	
aotte-kita-no-wa-kimi-no-hou-desho	2026	-	
apocalypse-hotel-karikari	2026	-	
apparel-dog	2026	RELEASING	
aquarium-wa-odoranai	2026	-	
araara-kashiko	2026	RELEASING	
arabake-arahabaki-gungun-park	2026	RELEASING	
arabesque-koukyuu-no-wakoku-hime	2026	FINISHED	2026
arafoo-boukensha-densetsu-to-naru	2026	RELEASING	
arafoo-kenja-no-isekai-seikatsu-nikki	2026	RELEASING	
arafoo-otsu-san-slow-life-no-yume-o-miru-ka	2026	RELEASING	
arafookenjanoisekaiseikatsunikkizero-soodoandosoosarisuwaarudo	2026	-	
arakure-ojou-sama-wa-monmon-shite-iru	2026	RELEASING	
arakusa-ninpouchou	2026	RELEASING	
arasa-ga-vtuber-ni-natta-hanashi	2026	RELEASING	
arasa-majutsushi-no-yurui-harem-life	2026	-	
arasa-ol-haman-sama	2026	RELEASING	
arcadia-service-kaishi-kara-sannen-imasara-hajimeru-kasou-sekai-kouryaku	2026	-	
ari-no-ou	2026	RELEASING	
ari-no-teikoku	2026	RELEASING	
ari-to-hachi	2026	-	
arifureta-shokugyou-de-sekai-saikyou	2026	RELEASING	
arigatou-cheat	2026	-	
aritojaiantsu-tezukaosamumisshingupiishizujubunairuwaakusu	2026	-	
arknights-jogen-kumikyoku-crimson-solitaire	2026	-	
arknights-operators	2026	RELEASING	
arslan-senki	2026	RELEASING	
arte	2026	RELEASING	
aru-hi-kara-tsukaeru-you-ni-natta-teni-mahou-ga-bannou-de-ikiru-no-ga-tanoshiku-narimashita	2026	-	
aru-hi-ohime-sama-ni-natte-shimatta-ken-ni-tsuite	2026	-	
aru-hi-watashi-wa-reiketsu-koushaku-no-musume-ni-natta	2026	-	
aru-mamahaha-no-meruhen	2026	-	
aru-sekkeishi-no-kiroku	2026	-	
aru-teido-no-mahou-no-sainou-de-kondo-koso-isekai-de-surooraifu-o-okurimasu	2026	RELEASING	
arudo-no-i-sekai-tensei	2026	-	
arufa-girai-no-omega-reisoku-ga-kamokuna-kishi-ni-dekiai-sarerumade	2026	-	
arufuheimunokishibaraddotsuguminomori	2026	RELEASING	
arukekkonmaenofuukei	2026	-	
aruru-keiyaku-fuufu-no-kekkon-karute	2026	-	
asa-okitara-tansakusha-ni-natteita-node-dungeon-ni-moguttemiru	2026	FINISHED	2025
asadora	2026	RELEASING	
asagaya-succubus-doujin-monogatari	2026	RELEASING	
asagiro	2026	RELEASING	
asagohantei	2026	RELEASING	
asayake-refrain	2026	RELEASING	
ashita-kimi-to-koi-o-shiru	2026	FINISHED	2026
ashita-kubi-ni-narisou	2026	RELEASING	
ashita-mo-iihidearimasuyou-ni	2026	-	
ashita-mo-iihidearimasuyou-ni-sankyoudai-no-hokkori-gohan-nikki	2026	-	
ashita-no-teki-to-kyou-no-akushu-o	2026	RELEASING	
ashitamokiminiainiiku	2026	FINISHED	2026
ashiyayamanoteodougugeihinkan-komikku	2026	-	
asonja-ikenai-toi-bokkusu	2026	-	
assassin-cinderella	2026	RELEASING	
asumi-chan-wa-rezu-fuuzoku-ni-kyoumi-ga-arimasu	2026	RELEASING	
asura-no-sata	2026	RELEASING	
ataerareta-skill-o-tsukatte-kaseide-isekai-bijo-tachi-to-ichaicha-shitai	2026	RELEASING	
atamagakongaragatchigekijoukyounoyorugohanwaniku	2026	-	
atami-sensei-wa-nasu-sensei-ga-o-suki	2026	-	
atara-yo-no-hoshi	2026	-	
atarashii-game-hajimemashita-comic	2026	RELEASING	
atari	2026	RELEASING	
atashinchi-super	2026	-	
ateuma-chara-no-kuseshite-supadari-ouji-ni-chouai-sarete-imasu	2026	RELEASING	
ateumagakari-no-takarajou-kun	2026	-	
ato-365-nichi-no-bansan	2026	FINISHED	2026
ato-happy-mania	2026	FINISHED	2025
ato-muika-de-horobiru-gakeppuchi-kokka-no-harem-6-sarete-shimatta	2026	RELEASING	
ato-wa-go-jiyuu-ni-douzo	2026	RELEASING	
atom-the-beginning	2026	RELEASING	
atsumare-doubutsu-no-mori-mujintou-diary	2026	RELEASING	
attouteki-gachaun-de-isekai-o-nariagaru	2026	RELEASING	
awai-no-homura	2026	-	
aware-aishi-te-ooshimasan	2026	-	
awarenareirakukizokunokoiyukuhatewa	2026	-	
ayakashi-youkai-musume	2026	-	
ayakashikazokunoyoukoreijou-onmyoujitoseiryakukekkonsuru	2026	RELEASING	
ayashi-michizure	2026	RELEASING	
azami-yako-o-suki-ni-naru	2026	RELEASING	
azumichantokochouchan	2026	-	
azur-lane-bisoku-zenshintsu	2026	RELEASING	
azusakun-no-dekiai-mini-scape	2026	-	
baban-baban-ban-vampire	2026	RELEASING	
baby-shachuu-hackers	2026	RELEASING	
bad-ass-buddies	2026	-	
bad-boy-good-brother	2026	-	
bad-end-mokuzen-no-heroine-ni-tensei-shita-watashi-konsei-dewa-love-suru-tsumori-ga-cheat-na-ani-ga	2026	RELEASING	
bad-girl	2026	RELEASING	
bagu-dan-sono-otokotachi-toriatsukai-chuui-nitsuki	2026	-	
baikoku-kikan	2026	RELEASING	
baito-saki-no-net-cafe-ga-naze-ka-class-no-bishoujotachi-no-tamariba	2026	-	
baka-onna-26-ji	2026	RELEASING	
bakashatachi-ni-momoiro-o	2026	-	
bake-no-kawa-no-hitobake	2026	RELEASING	
bakepen-no-mamiko-chan	2026	RELEASING	
baki-gaiden	2026	RELEASING	
baki-gaiden-gaia-to-shikorusukii	2026	RELEASING	
baki-no-wa	2026	-	
baki-rahen	2026	RELEASING	
bakko	2026	-	
bakudan-2025	2026	RELEASING	
bakugyaru	2026	-	
bakunyuu-bunny-obasan	2026	-	
bakuon	2026	RELEASING	
ball-and-chain	2026	RELEASING	
ballpark-de-tsukamaete	2026	RELEASING	
ban-wa-nidome-ni-hanahiraku-taishou-omegaverse	2026	-	
bandage	2026	-	
bandori-ittsu-maigoo-ame-ni-soyoide-hare-o-kou	2026	RELEASING	
bang-dream-ave-mujica-manuscriptus	2026	FINISHED	2026
bang-dream-yume-mita-arare-ara-bu-reeshon	2026	-	
banjou-no-orion	2026	RELEASING	
bannou-jochuu-konii-ville	2026	RELEASING	
bannou-yakushi-wa-zamaa-o-kuwadatenai	2026	-	
banzoku-tensei-makeikusa-kara-hajimaru-isekai-seifuku	2026	RELEASING	
bar-arisa-ka-e-youkoso	2026	-	
barubaro	2026	RELEASING	
baterenkaidan	2026	-	
batsu	2026	RELEASING	
batsu-hare	2026	RELEASING	
battle-studies	2026	RELEASING	
bazure-alice	2026	RELEASING	
be-my-strawberry	2026	-	
beageruta	2026	RELEASING	
bear-face	2026	RELEASING	
beatrice	2026	-	
beautiful-place	2026	-	
beauty-pop-returns	2026	-	
bebebebe-baby	2026	RELEASING	
beekaku	2026	RELEASING	
behemoth-no-hanamuko	2026	RELEASING	
bekkyo-kon	2026	-	
belgrade-metro-no-kodomotachi	2026	-	
bem-saitou2026	2026	-	
benriya-saitou-san-isekai-ni-iku	2026	RELEASING	
bernard-jou-iwaku	2026	RELEASING	
betabore-no-konyakusha-ga-akuyaku-reijou-ni-saresou-nanode	2026	RELEASING	
beyblade-x	2026	RELEASING	
bff	2026	-	
bibou-no-saishousama-ga-mattaku-norikidenakatta-node-suki-katte-shitara	2026	-	
bidan-to-kaneko	2026	RELEASING	
biieru-game-no-shujinkou-no-otouto-de-aru-koto-ni-kigatsukimashita	2026	RELEASING	
bija-no-joou	2026	RELEASING	
bijin-na-imouto-to-watashi	2026	RELEASING	
bijin-onnajoushi-takizawa-san	2026	RELEASING	
bijo-to-kenja-to-mazin-no-ken	2026	RELEASING	
binbou-kishi-ni-yomeiri-shita-hazu-ga-yajin-reijou-wa-koutaishihi-ni-nattemo	2026	-	
binbou-reijou-wa-noroi-no-hakushaku-to-kekkon-shitai	2026	-	
biryuu-enshou-tan	2026	RELEASING	
bishon-enikki	2026	-	
bisuta-da-gigantessa	2026	-	
biyaku-o-motta-hannin-ni-natta-kekka-hatsukoi-no-hito-ni-semarareteima	2026	-	
biyou-skill-de-class-no-onnanoko-o-kawaiku-shitai	2026	-	
bl-sakka-wa-risou-no-seme-ni-saretai	2026	-	
black-channel	2026	RELEASING	
black-clover	2026	FINISHED	2026
black-girls-talk	2026	RELEASING	
black-kigyou-no-shine-ga-neko-ni-natte-jinsei-ga-kawatta-hanashi-mofuta-kun-no-baai	2026	RELEASING	
black-lagoon-eda-initial-stage	2026	-	
black-lagoon-soujiya-sawyer-kaitai-goagoa-musume	2026	-	
black-na-kishidan-no-dorei-ga-white-na-boukensha-guild-ni-hikinukarete-esuranku-ni-narimashita	2026	RELEASING	
black-sheep-choujou-kimitsu-bunsekibu	2026	RELEASING	
blade-bastard	2026	RELEASING	
bless	2026	RELEASING	
blue-archive-game-kaihatsubu-daibouken	2026	RELEASING	
blue-bird-reader	2026	-	
blue-flight	2026	RELEASING	
blue-giant-momentum	2026	RELEASING	
blue-period	2026	RELEASING	
blue-planter	2026	-	
blue-print	2026	-	
blue-rokku	2026	RELEASING	
blue-ursus	2026	RELEASING	
bo-chi-dk-ni-hanataba-o-gakuen-gaadenbaasuu	2026	-	
bocchi-jieikan-no-isekai-funsenki	2026	RELEASING	
bocchi-tenseiki	2026	RELEASING	
bocchi-za-rock-gaiden-hiroi-kikuri-no-fukazake-nikki	2026	RELEASING	
boitaboine	2026	-	
boku-dake-ga-shitterundaze	2026	RELEASING	
boku-dake-no-daken-kun	2026	-	
boku-dake-yomeru-kinsho-majutsu	2026	-	
boku-no-danna-sama	2026	RELEASING	
boku-no-ikezu-na-konyakusha	2026	RELEASING	
boku-no-itoko-no-o-neesan	2026	-	
boku-no-kanojo-sensei	2026	RELEASING	
boku-no-kanojo-wa-dekkawaii	2026	RELEASING	
boku-no-kawaii-konyakusha-no-tame-naraba	2026	RELEASING	
boku-no-kawaii-oni-ga-warae-ba	2026	-	
boku-no-kokoro-no-yabai-yatsu	2026	RELEASING	
boku-no-ma-na-musume	2026	RELEASING	
boku-no-noroi-no-kyuuketsuki	2026	RELEASING	
boku-no-oshi-o-bl-sekai-kara-mamoritai	2026	-	
boku-no-suki-na-hito-ga-suki-na-hito	2026	RELEASING	
boku-star	2026	RELEASING	
boku-to-gyaru-ga-fuufu-ni-narumade	2026	-	
boku-to-roboko	2026	RELEASING	
boku-wa-aokute-toumei-de	2026	-	
boku-wa-isekai-de-fuyo-mahou-to-shoukan-mahou-o-tenbin-ni-kakeru	2026	RELEASING	
boku-wa-kimi-to-yume-o-miru	2026	-	
boku-wa-mada-sono-kanjou-o-shiranai	2026	-	
boku-wa-youkai-ni-naritai	2026	-	
bokura-ha-minna-ndeiru	2026	RELEASING	
bokura-no-ai-wa-kimochiwarui	2026	FINISHED	2026
bokura-no-kiseki	2026	RELEASING	
bokura-wa-koi-ni-ochiru-setogiwa-de	2026	-	
bokura-wa-mada-sora-no-yume-o-minai	2026	RELEASING	
bokusatsu-pink	2026	RELEASING	
bokusatsu-pinku-gaiden-baibai-pinku	2026	-	
bokutachi-wa-tada-no-osananajimi	2026	-	
bokuwajissaideichiokuenkaseida	2026	-	
bon-hyakusen-sai	2026	FINISHED	2025
bonkotsu-shinpei-no-monster-life	2026	RELEASING	
bonkura-onmyouji-no-oniyome	2026	RELEASING	
bonobono	2026	RELEASING	
booto-girl	2026	-	
bootsleg	2026	RELEASING	
boruto-two-blue-vortex	2026	RELEASING	
borutonarutonekusutojienereeshonzusutooriigaido-bifoozaribaasaru	2026	-	
bosu-tono-atsui-ichiya-no-kiseki	2026	-	
botsuraku-hakushaku-reijou-wa-kazoku-o-yashinaitai	2026	-	
botsuraku-reijou-binbou-kishi-no-maid-ni-narimasu	2026	RELEASING	
botsuraku-reijou-desu-konotabi-tsundere-kishi-sama-no-koibitoyaku-ni-narimashita	2026	FINISHED	2026
botsuraku-reijou-no-akutou-sanka	2026	-	
botsuraku-reijou-no-okinimesuma-ma	2026	RELEASING	
botsuraku-reiko-no-cinderella-gourmet	2026	-	
botsuraku-yotei-nanode-kaji-shokunin-o-mezasu	2026	RELEASING	
botsuraku-yotei-no-kizoku-dakedo-hima-datta-kara-mahou-o-kiwamete-mita-comic	2026	RELEASING	
bou-kun-na-ane-ni-suteraretara-koushaku-kakka-ni-hirowaremashita	2026	RELEASING	
bouken-ni-wa-buki-ga-hitsuyou-da	2026	RELEASING	
bouken-shinai-watashi-no-isekai-manual	2026	-	
boukenka-ni-narou	2026	RELEASING	
boukenou-biito	2026	RELEASING	
boukensha-aru-aitsu-no-mahou-wa-okashii-comic	2026	RELEASING	
boukensha-license-o-hakudatsusareta-otsu-san-dakedo-manamusume-ga-dekita-node-nonbiri-jinsei-o	2026	RELEASING	
boukensha-matching-app-de-aishou-batsugunda-kedo-seikaku-saiakuna-onna-to-party-	2026	-	
boukensha-zettai-korosu-dungeon	2026	RELEASING	
boukun-ouji-no-keiyakuhi	2026	-	
boukun-sama-wa-yasashiku-naritai	2026	-	
boukunou-no-hatsukoi	2026	-	
boukyaku-battery	2026	RELEASING	
boukyaku-no-sachiko	2026	RELEASING	
boukyou-tarou	2026	RELEASING	
bouncer	2026	RELEASING	
bounty-parade	2026	-	
bouryoku-banzai	2026	RELEASING	
boushoku-no-beruseruku	2026	RELEASING	
bouya-to-akuma	2026	-	
boyish-kanojo-ga-kawaisugiru	2026	RELEASING	
branch-line	2026	RELEASING	
brat-tamer-joker-cheers	2026	-	
bread-barber-shop	2026	-	
break-back	2026	RELEASING	
break-new-world	2026	-	
brother-jingi	2026	RELEASING	
buaisouna-hiiragisan-wa-vr-e-chi-ga-yamerarenai	2026	-	
bubble	2026	RELEASING	
bubble-samurai	2026	RELEASING	
buchigire-reijou-wa-houfuku-o-chikaimashita	2026	RELEASING	
buchou-kara-gikei-soshite-koibito	2026	RELEASING	
buchou-no-yoru-teku-ga-sugosu-gite-koshi-ga-uki-masu-uzuki-masu	2026	-	
bug-ego	2026	RELEASING	
bujutsu-no-meishudesu-ga-sokushitsu-ni-tensei-shimashita	2026	-	
bukiyouda-kedo-amasugiru	2026	-	
bumper	2026	RELEASING	
bunchou-sama-to-watashi	2026	RELEASING	
bungo-unreal	2026	RELEASING	
bungou-no-oyatsu	2026	-	
bungou-stray-dogs	2026	RELEASING	
bungou-stray-dogs-storm-bringer	2026	-	
bungou-stray-dogs-wan	2026	RELEASING	
bungou-sutoreidoggusu-tanteisha-setsuritsu-hiwa	2026	-	
bunka-kousakusha-shichijou-tokkou-no-bouken	2026	RELEASING	
buradikuto	2026	-	
burari-i-sekai-kemo-no-tabi	2026	-	
burari-tsuri-samurai	2026	-	
burutaanyu-hanayome-ibun	2026	RELEASING	
buruuejjiengeeji	2026	-	
bushinden	2026	RELEASING	
busou-tensei	2026	-	
buta-kizoku-wa-mirai-o-kirihiraku-you-desu	2026	RELEASING	
buta-no-fukushuu	2026	RELEASING	
buta-no-liver-wa-kanetsu-shiro	2026	RELEASING	
butsumetsu-kekkon	2026	RELEASING	
butsurigata-shiromadoushi-no-kiseki	2026	-	
buttai-xyz	2026	-	
buyotopia	2026	-	
byoujaku-na-akuyaku-reijou-desu-konyakusha-ga-kahogo-sugite-nigedashitai	2026	RELEASING	
byoujaku-na-kizumono-reijou-no-himitsu-no-kekkon	2026	-	
byoujaku-shoujo-tensei-shite-kenkou-na-nikutai-saikyou-o-te-ni-ireru	2026	-	
cake-bomb	2026	RELEASING	
cake-no-kirenai-hikou-shounentachi	2026	RELEASING	
camera-baka-ni-tsukeru-kusuri	2026	-	
camera-hajimetemo-ii-desuka	2026	RELEASING	
campanella-no-tou	2026	RELEASING	
can-you-do-asachun-with-me-for-save-the-worldsekaiwosukuutamenitsugutotoasachundekimasuka	2026	RELEASING	
canon-lady	2026	RELEASING	
captain-2	2026	RELEASING	
captain-tsubasa-boys-dream	2026	RELEASING	
card-game-de-sekai-ga-horobu-sekai-ni-tensei-shite-card-shop-o-kaiten-shitara	2026	-	
cardfight-vanguard-full-fighters	2026	-	
cardfight-vanguard-skyride	2026	RELEASING	
cardfight-vanguard-youthquake	2026	-	
casshern-r	2026	-	
catenaccio	2026	RELEASING	
cecil-no-joou	2026	RELEASING	
centuria	2026	RELEASING	
ch-touroku-onegai-shimasu	2026	-	
chameleon-wa-tenohira-ni-koi-o-suru	2026	-	
chan-no-result	2026	-	
change-the-world-chiyoda-2025	2026	RELEASING	
chanpen-to-mamapen-no-heibon-dakedo-shiawase-na-hibi	2026	-	
chanpon	2026	-	
chanto-norotte-ichiko-chan	2026	RELEASING	
charlotte-niwa-5-nin-no-deshi-ga-iru	2026	-	
charlotte-totsuki-2024	2026	FINISHED	2026
chaser-game	2026	FINISHED	2021
cheat-de-katei-saien	2026	-	
cheat-skill-shihai-o-tsukatte-isekai-harem	2026	RELEASING	
cheat-tensei-neko-wa-yome-no-hiza-de-maruku-naritai	2026	RELEASING	
cheat-yakushi-no-slow-life	2026	RELEASING	
cherry-cherry	2026	-	
cherry-yuusha-to-sei-naru-tsurugi	2026	RELEASING	
chi-chigiri-no-anasutashia	2026	-	
chi-o-hau-boukoku-no-joou	2026	RELEASING	
chibi-godzilla-no-gyakushuu	2026	-	
chibikko-kenja-lv-1-kara-isekai-de-ganbarimasu	2026	RELEASING	
chichi-chichi	2026	RELEASING	
chichi-to-haha-o-nakushi-toyama-no-yamagoya-de-hataraku-hanashi	2026	-	
chichi-wa-eiyuu-haha-wa-seirei-musume-no-watashi-wa-tenseisha	2026	RELEASING	
chigau-class-no-sukina-hito	2026	-	
chihaya-restart	2026	RELEASING	
chihayafuru-plus	2026	RELEASING	
chii-chan-no-oshinagaki	2026	RELEASING	
chii-chan-no-oshinagaki-hanjouki	2026	RELEASING	
chikaano-k	2026	RELEASING	
chikarawaza-no-sister	2026	RELEASING	
chikuwa-senki-ore-no-kawaii-de-chikyuu-shinryaku	2026	-	
chikyuu-ga-owarurashii-node-ima-kara-kimi-o-kankin-shimasu	2026	-	
child-ririibaa	2026	RELEASING	
chinchin-devil-o-oe	2026	RELEASING	
chingochou-futsuryoukyoku-ukeika	2026	RELEASING	
chira-chiller	2026	RELEASING	
chirizokonai-no-hiraeth	2026	-	
chiseigaku-boys	2026	RELEASING	
chittai-ore-no-makikomare-isekai-seikatsu	2026	RELEASING	
chiwata-senpai-mushi-shinaide	2026	-	
chiyu-mahou-no-machigatta-tsukaikata	2026	-	
choco-puri	2026	FINISHED	2025
chotto-kii-te-yo-miyazawasan	2026	-	
chotto-rusu-ni-shiteitara-ie-ga-botsuraku-shite-imashita	2026	-	
chou-ana-riron	2026	-	
chou-ha-nakutomo-shokuyoku-ha-aru	2026	-	
chou-nankan-dungeon-de-10-mannen-shugyou-shita-kekka-sekai-saikyou-ni	2026	RELEASING	
chou-shin-uchuu-yori-ai-o-komete	2026	RELEASING	
chou-tensai-hatsumei-reijou-no-powerful-ryouchi-kaikaku	2026	RELEASING	
chou-wa-aishuu-no-ori-ni-torawareru	2026	RELEASING	
choubibiri-na-haishinsha-demo-henshuu-shichaeba-kowakunaisetsu	2026	-	
choudokyuu-cheat-akuyaku-reijou-no-karei-naru-fukushuu-tan	2026	RELEASING	
chougen-market-heroes-menko-reverser-kakeru	2026	-	
chouhenkyounoryoushuaroonoseikatsu-nureginuokiseraretsuihousaremashi	2026	-	
choujin-x	2026	RELEASING	
choujou-michi-to-no-souguu	2026	-	
choukyoushi-wa-mamono-ni-kakomarete-ikite-ikimasu	2026	RELEASING	
chounin-ee-wa-akuyaku-reijou-o-doushitemo-sukuitai	2026	RELEASING	
chouno-senpai-wa-oyogasetai	2026	RELEASING	
chun-talk	2026	RELEASING	
chuu-inu-dom-wa-higashi-shunin-o-amayakashitai	2026	-	
chuuka-ichiban-kiwami	2026	RELEASING	
chuunen-junai-syndrome	2026	-	
chuusotsu-worker-kara-hajimeru-koukou-seikatsu	2026	RELEASING	
chuutoriaru-ga-hajimaru-mae-ni	2026	-	
chuuzaisan-to-watashi	2026	-	
chuuzenji-sensei-mononoke-kougiroku	2026	RELEASING	
cinderella-athletes	2026	FINISHED	2026
cinderella-na-gitei-to-nigerarenai-watashi	2026	-	
cinderella-no-ane-desu-fuhoni-nagara-ouji-to-kekkon-suru-koto-ni-narimashita	2026	RELEASING	
cinderella-no-hanran	2026	RELEASING	
cinderella-no-kakushigoto	2026	-	
clamp-premium-collection-angelic-layer	2026	-	
class-de-2-banme-ni-kawaii-onnanoko-to-tomodachi-ni-natta	2026	RELEASING	
class-goto-i-sekai-teni-shitara-boku-dake-yoru-no-keikenchi-de-level-up-suru-ken	2026	-	
class-mushoku-no-eiyuu-tan	2026	RELEASING	
class-no-bocchi-gal-o-omochikaeri-shite-seisokei-bijin-ni-shiteyatta-hanashi	2026	RELEASING	
class-no-daikirai-na-joshi-to-kekkon-suru-koto-ni-natta	2026	RELEASING	
class-no-inkya-ni-kareshi-no-sainou-ga-arisugiru	2026	RELEASING	
class-no-kage-kya-ojousama-no-shitsuji-ni-narimashita-my-pure-lady	2026	-	
class-saiyasune-de-urareta-ore-wa-jitsu-wa-saikyou-parameter	2026	RELEASING	
class-shoukan-ni-makikomareta-kyoushi-hazure-skill-de-kikai-shoujo-o-shuuri-suru	2026	RELEASING	
class-teni-de-kyoten-mahou-o-te-ni-iretara-harem-kyoudou-seikatsu-ga-hajimarimas	2026	-	
class-teni-de-ore-dake-haburareta-node-doukyuusei-harem-tsukuru-koto-ni-shita	2026	FINISHED	2025
classmate-no-bishoujo-yonin-ni-tanomareta-node-buiaaru-emuemuoo-nai-de-senzoku-ryourinin-o	2026	RELEASING	
classmate-wa-isekai-de-yuusha-ni-natta-kedo-ore-dake-gendai-nippon-ni-okizari-ni-saremashita	2026	FINISHED	2025
climax-necromance	2026	RELEASING	
code-geass-shinketsu-no-almaria	2026	-	
coffee-ando-vanilla-black	2026	RELEASING	
coffee-talk-refill	2026	-	
cold-game	2026	RELEASING	
colorful-antinomy	2026	RELEASING	
colorful-gray	2026	FINISHED	2025
colori-colore-creare	2026	RELEASING	
comic-akagawa-jirou-mystery	2026	-	
comic-essay-jihei-spectrum-shou-to-no-jouzuna-tsukiaikata-nyuumon	2026	-	
comic-mei-tantei-asami-mitsuhiko	2026	-	
comic-ran-selection-shaseki-inu	2026	-	
confused-symmetry	2026	-	
cooking-papa	2026	RELEASING	
cool-na-futari-wa-mikake-ni-yoranai	2026	RELEASING	
cool-na-hikami-san-wa-semaritai	2026	-	
cool-na-megami-sama-to-isshokenmei-ni-sundara-amayakashisugite-ponkotsu-ni-shiteshimatta-ken-ni	2026	RELEASING	
cosmos	2026	RELEASING	
cowboy-no-hanayome-kouho	2026	-	
craft-skill-de-i-sekai-no-mujintou-o-dai-kaizou	2026	-	
crash-berry-quartet	2026	-	
crazy-high-maintenance	2026	-	
crazy-run	2026	RELEASING	
crbr-crazy-raccoon-battle-royale	2026	-	
criminal-border-the-comic	2026	-	
cross-over-rev	2026	RELEASING	
crystal-ojou-sama-wa-otokonoko	2026	-	
cuprum-no-hanayome	2026	RELEASING	
curry-o-tabe-te-level-up	2026	-	
curry-sawa-kaoru-otoko-o-kataru	2026	RELEASING	
cut-ando-peesuto-de-kono-sekai-o-ikiteiku	2026	RELEASING	
cutie-honey-nova	2026	-	
d-diver	2026	RELEASING	
daakuma-rushieru-no-kindan-no-yuuwaku	2026	RELEASING	
daburyuu-daburyuu-emu-gokuaku-resuraa-mama-ni-naru	2026	RELEASING	
dai-17-ouji-no-meidai	2026	-	
dai-3-ouji-wa-surooraifu-o-go-goshomou	2026	RELEASING	
dai-akutou-shounen	2026	RELEASING	
dai-seijo-wa-ten-ni-mesarete-panya-no-gimusume-ni-narimashita	2026	RELEASING	
daifugou-to-okizari-no-hanayome	2026	-	
daifuku-chan-to-ouji-sama	2026	RELEASING	
daigo-joou-no-nariagari	2026	FINISHED	2026
daija-ni-totsuida-musume	2026	RELEASING	
daijuukou-to-unicornis-no-otome	2026	RELEASING	
daikaijuu-geaachima	2026	RELEASING	
daishimin-gan-toubyouki	2026	-	
daishizen-no-mahoushi-asht-sutareta-ryouchi-de-slow-life	2026	RELEASING	
daishouka-no-manamusume	2026	-	
daisuki-itoshi-no-muco	2026	RELEASING	
daisuki-na-hito-nanoni-sefure-keiyaku-musunjaimashita	2026	-	
daisukina-kimi-e-negaukoto	2026	-	
dakara-akuyaku-reisoku-no-koshiginchaku	2026	-	
dakara-onegaisukida-to-itte	2026	-	
dakara-watashi-itta-wa-yo-ne	2026	-	
dakareta-akuyaku-reijou-wa-gekihen-ouji-no-dekiai-route-ni-totsunyuuchuu	2026	RELEASING	
dakasete-kudasai-furutaka-shunin	2026	RELEASING	
dakedo-kurasedo-suki-ga-ienai	2026	RELEASING	
damatte-boku-ni-amayakasarete	2026	RELEASING	
dame-ningen-no-aishikata	2026	RELEASING	
damedoru-to-sekai-1-dake-no-fun	2026	RELEASING	
damonde-toyohashi-ga-sukitte-ittorujan	2026	RELEASING	
dan-dawn	2026	RELEASING	
dan-mitsu	2026	RELEASING	
dance-dance-danseur	2026	RELEASING	
danchi-no-futari	2026	-	
danchou-aratame-kyouken-kishi-no-shitsukeyaku	2026	-	
danchou-sama-no-amai-yuuwaku	2026	RELEASING	
dancing-generation-senior	2026	RELEASING	
dandadan	2026	RELEASING	
danjo-no-yuujou-wa-seiritsu-suru-iya-shinai	2026	RELEASING	
danjohi-1-tai-5-no-sekai-demo-futsuu-ni-ikirareru-to-omotta	2026	RELEASING	
danjohi-bagu-tte-irunoni-akuyaku-tenseida-to-omoikondeiru-yatsu	2026	-	
danna-ga-totsuzen-shinimashita	2026	-	
danna-no-douryou-ga-elf-kamo-shiremasen	2026	-	
danna-sama-ga-asa-kara-ban-made-hanashi-tekurenai	2026	RELEASING	
danna-sama-kaseide-rikon-sasete-itadakimasu	2026	FINISHED	2024
danna-sama-sorosoro-rikon-shimasen-ka	2026	RELEASING	
