slug	last_pub_year	anilist_status	anilist_end_year
tenohira-kaitakumura-de-isekai-kenkokuki	2025	RELEASING	
tensai-hakenjo-no-shuusai-itanji	2025	-	
tensei-akuyaku-youjo-wa-saikyou-papa-no-manamusume-ni-narimashita	2025	RELEASING	
tensei-dai-majo-no-isekai-kurashi-kodai-rome-fuu-kokka-de-hajimeru-mahou-kenkyuu-comic	2025	FINISHED	2025
tensei-healing-life-inou-skill-chiyu-no-chikara-de-isekai-harem	2025	RELEASING	
tensei-joou-wa-ai-yori-ryouchi-ga-hoshii-node-seiryaku-kekkon-o-kibou-shimasu	2025	FINISHED	2024
tensei-koushaku-reijou-funtouki	2025	FINISHED	2025
tensei-muhai-no-isekai-kenja	2025	RELEASING	
tensei-nanmin-shoujo-wa-shiminken-o-0-kara-mezashite-hatarakimasu-comic	2025	RELEASING	
tensei-seijo-to-shinkan-wa-mada-ai-o-shiranai	2025	FINISHED	2025
tensei-seijo-wa-oshikatsu-ga-shitai	2025	RELEASING	
tensei-shachiku-no-cheat-saien	2025	RELEASING	
tensei-shita-ore-ga-kawaisugiru-node-aisare-chara-o-mezashite-ganbarimasu	2025	FINISHED	2025
tensei-shitara-akari-dake-slime-datta-ken	2025	FINISHED	2025
tensei-shitara-mob-deshita-namida-shibou-flag-o-kaihi-suru-tame-yakushi-ni-narimasu	2025	FINISHED	2025
tensei-shitara-nanka-tayorarerundesuga	2025	-	
tensei-shitara-sekaiju-datta-ken	2025	FINISHED	2025
tensei-shitara-shouwa-chuuken-resuraa-datta-ken	2025	-	
tensei-shitara-slime-datta-ken-bangaihen	2025	FINISHED	2025
tensei-shite-shota-ouji-ni-natta-kensei-wa-katsute-no-deshi-niwa-zettai-ni-baretakunai	2025	FINISHED	2025
tensei-tantou-megami-ga-100-nin-ita-no-de-cheat-skill-hyakko-moraeta	2025	-	
tensei-youjo-shinjuu-to-ouji-to-saikyou-no-oji-san-youheidan-no-naka-de-ikiru	2025	RELEASING	
tenseisaki-de-suterareta-node-mofumofutachi-to-oryouri-shimasu-aaru	2025	-	
tenseisaki-ga-zannen-ouji-datta-ken	2025	RELEASING	
tenseisaki-wa-kita-no-henkyou-deshita-ga-seirei-no-okage-de-kekkou-kaiteki-desu	2025	FINISHED	2026
terano-kun-to-kumazaki-kun	2025	FINISHED	2025
the-boxer	2025	-	
the-idolm-ster-shiny-colors-coherent-light	2025	RELEASING	
the-marshal-king	2025	RELEASING	
the-pool	2025	FINISHED	2025
therapy-game-restart	2025	RELEASING	
toaru-joyuu-no-saiai	2025	-	
toaru-kagaku-no-railgun-2025	2025	FINISHED	2026
tobioriru-chokuzen-no-doukyuusei-ni-shiyou-to-teian-shite-mita	2025	RELEASING	
tokubetsu-ja-nai-hi	2025	RELEASING	
tokyo-dungeon-tower	2025	-	
tokyo-saitei-saiaku-saikou	2025	RELEASING	
tokyo-stick-girl	2025	RELEASING	
tomodachizukuri-eto-2025	2025	RELEASING	
tomoe-mami-no-heibonna-nichijou	2025	RELEASING	
tonari-no-yabai-alpha-tachi	2025	FINISHED	2025
tonariawase-no-hai-to-seishun	2025	RELEASING	
tondemo-skill-de-isekai-houroumeshi	2025	RELEASING	
tooboe-ni-koi	2025	RELEASING	
tora-to-mike	2025	RELEASING	
toshishita-ouji-ni-kyuuai-sarete-konwaku-shitemasu	2025	-	
totteoki-chinpui	2025	-	
tougou-ke-e-totsuida-hanashi	2025	RELEASING	
touhi-kon	2025	-	
touhou-chirei-kiden	2025	RELEASING	
touhou-suichouka	2025	RELEASING	
transformers-classics	2025	-	
tsubanari-no-tachi	2025	RELEASING	
tsugi-ha-anata-ga-yarareru-ban-death	2025	FINISHED	2025
tsuihousareta-majutsushi-no-sonogo	2025	RELEASING	
tsuihousareta-ouji-no-teii-dakkan	2025	RELEASING	
tsuihousareta-ryoushu-no-kotou-kaitakuki	2025	-	
tsuihousareta-sareta-meika-no-chounan	2025	RELEASING	
tsuihousareta-sareta-ore-ga-hazure-gift-honyaku-de-saikyou-party-musou-mamono-ya-mazoku-to-hanaseru	2025	RELEASING	
tsuihousareta-sareta-saijaku-shomin-no-nariagari-harem	2025	RELEASING	
tsuihousha-shokudou-e-youkoso	2025	RELEASING	
tsuisute-4-koma	2025	FINISHED	2025
tsuji-getsu-tan	2025	-	
tsukareta-hito-ni-yashoku-o-todokeru-demaeten	2025	-	
tsuki-to-pieta	2025	FINISHED	2025
tsukiaenakute-ii-noni	2025	FINISHED	2024
tsukumo-no-yorozudokoro	2025	RELEASING	
tsuma-to-sexless-resu-nanode-otoko-to-furin-shimashita	2025	RELEASING	
tsumari-souiu-koto-karada-wa-ai-ni-hairimasuka	2025	FINISHED	2022
tsura-neko	2025	RELEASING	
type-aid	2025	FINISHED	2025
uchi-no-inu-ga-tsuyosugirundesuga	2025	RELEASING	
uchi-no-otoutodomo-ga-sumimasen	2025	RELEASING	
uchi-tama-uchi-no-tama-shirimasenka	2025	FINISHED	2018
uchi-wa-oppeke	2025	-	
uchuusen-ga-sounan-shitakedo-me-no-mae-ni-chikyuugata-wakusei-ga-atta-kara-imamade-no-jinsei-o	2025	-	
ukulea	2025	FINISHED	2025
umarekawattemo-yoroshiku	2025	-	
umibe-no-byouin-de-kanojo-to-hanashita-ikutsuka-no-koto	2025	FINISHED	2024
umigami	2025	RELEASING	
under-ku	2025	-	
unmei-dakedo-aiirenai	2025	RELEASING	
unmei-no-koibito-wa-kigen-tsuki	2025	RELEASING	
unmei-suramo-kokyuu-o-tomete	2025	FINISHED	2025
unperfect-teacher	2025	-	
uramin	2025	RELEASING	
uranaishi-niwa-hana-kishi-no-koigokoro-ga-miete-imasu	2025	-	
urushi-uruhashi	2025	FINISHED	2025
ushiro-no-seki-no-gal-ni-sukarete-shimatta	2025	RELEASING	
usotsu-koushaku-reijou-o-oshinokete-ouji-no-konyakusha-ni-natta-onna-ni-tensei	2025	-	
v-drive	2025	-	
villain-no-gakkou	2025	FINISHED	2024
violinist-of-hameln-shchelkunchik	2025	RELEASING	
vivarium-de-choushoku-o	2025	FINISHED	2025
vivid-voice-party	2025	-	
w-juliet-2	2025	-	
waan-no-hitozakana	2025	-	
wakaoku-sama-wa-shinobanai	2025	-	
wakeari-hakushaku-sama-to-keiyaku-kekkon-shitara-gijou-rokusai-no-keiyaku-haha-ni-natte	2025	RELEASING	
wakiyaku-no-watashi-ga-heroine-ni-naru-made	2025	RELEASING	
warau-nemesis	2025	FINISHED	2026
warui-ga-watashi-wa-yuri-ja-nai	2025	RELEASING	
warui-neko	2025	-	
washi-jijii-yowai-rokujuu-ni-shite-tenpu-no-sai-ni-kizuku	2025	FINISHED	2025
watashi-dake-ga-miyachi-miyuki-o-aishite-iru	2025	RELEASING	
watashi-dake-ga-shitte-iru	2025	-	
watashi-dake-no-shutchou-host-kun	2025	FINISHED	2025
watashi-ga-shinde-manzoku-desu-ka	2025	FINISHED	2025
watashi-isekai-de-seirei-ni-narimashita	2025	-	
watashi-ni-ai-o-sakebasete	2025	FINISHED	2025
watashi-ni-tenshi-ga-maiorita	2025	FINISHED	2025
watashi-no-koi-no-hajimekata	2025	FINISHED	2025
watashi-no-konyakusha-sama-no-dokuzetsu-ga-sugiru	2025	RELEASING	
watashi-no-koto-kirai-tte-iimashitayone	2025	RELEASING	
watashi-no-kouguchi-sensei	2025	RELEASING	
watashi-no-oshi-ga-kyou-mo-saikou-ni-toutoi-node-zenryoku-de-shiawase-ni-suru	2025	FINISHED	2025
watashi-no-tame-ni-nuginasaitsu	2025	RELEASING	
watashi-no-yuri-wa-oshigoto-desu	2025	RELEASING	
watashi-o-koroshita-wankokei-kishi-sama-ga-yandere-ni-job-change-shite-kyou-mo-inochi-o-nerattekuru	2025	RELEASING	
watashi-tte-sabasaba-shiterukara	2025	RELEASING	
watashi-wa-erabarenai	2025	RELEASING	
wet-sand	2025	-	
wild-strawberry	2025	FINISHED	2025
will-sama-wa-kyou-mo-mahou-de-asonde-imasu-next	2025	-	
wondance	2025	RELEASING	
world-trigger	2025	RELEASING	
wotaku-kun-no-seiheki-o-isshou-yugamete-iku-ishuzoku-musume-tachi	2025	FINISHED	2025
wotaku-ni-yasashii-gal-ni-watashi-wa-naru	2025	FINISHED	2025
wunderkammer	2025	-	
xl-saizu-desu-kekkonsasetekuremasuka	2025	RELEASING	
yabai-idol-no-manager-ni-nacchatta-hanashi	2025	RELEASING	
yakuza-ga-tensei-shitara-mori-ranmaru-datta-ken	2025	FINISHED	2025
yama-o-wataru	2025	RELEASING	
yamashisa-no-netsu-ni-dakarete	2025	FINISHED	2024
yandere-cafe-e-youkoso	2025	RELEASING	
yane-beya-no-koushaku-fujin	2025	RELEASING	
yankee-kun-wa-seitokaichou-sama-ni-shitsukeraretai	2025	-	
yarakashi-ouji-ga-uchi-ni-kita	2025	RELEASING	
yasashiku-chigitte-koi-ga-saku	2025	-	
yasei-no-rasubosu-ga-arawareta	2025	RELEASING	
yatchae-ukita-san	2025	RELEASING	
yayakoshii-mikantachi	2025	RELEASING	
yellow-flame	2025	FINISHED	2025
yobai-o-ketsui-shita-reijou-desu-machigaete-rival-koushaku-tei-no-beddo-ni-mogurikonde-shimaimashita	2025	-	
yofukashi-no-uta-rakuenhen	2025	FINISHED	2025
yoisugi-mai-nyan	2025	RELEASING	
yoku-aru-fantasy-shousetsu-de-gakeppuchi-kisaki-to-shite-ikinokoru	2025	-	
yokubou-pandora	2025	RELEASING	
yomei-wazuka-no-intai-seijo-wa-reikoku-koushaku-tono-yakkaibarai-kon-o-ouka-shitai	2025	FINISHED	2025
yonigeya-nikki	2025	RELEASING	
yoru-wa-neko-to-isshokenmei	2025	RELEASING	
yotsuba-to	2025	RELEASING	
yotsugogurashi	2025	RELEASING	
you-aquarist	2025	FINISHED	2025
youkoso-jitsuryoku-shijou-shugi-no-kyoushitsu-e-2-nensei-hen	2025	FINISHED	2024
youmuin-san-wa-yuusha-ja-arimasen-node	2025	RELEASING	
youtoutsukai-ga-cheat-skill-o-motte-isekai-hourou	2025	-	
yowabi-no-mahou	2025	RELEASING	
yozakura-quartet-kyakuenshuu	2025	-	
yozakura-san-no-daisakusen	2025	FINISHED	2025
yume-nara-sameteyo	2025	FINISHED	2025
yumegahara-san-wa-yumemigachi	2025	FINISHED	2024
yumeoka-under-za-sukin	2025	-	
yuri-fetish-life	2025	RELEASING	
yuridenaru-esupowaaru	2025	RELEASING	
yuru-fuwa-nouka-no-mojibake-skill	2025	-	
yuru-kowa	2025	RELEASING	
yurumitsu	2025	RELEASING	
yuugiou-ofisharu-card-ocg-structures	2025	RELEASING	
yuujou-baibureeshon	2025	FINISHED	2021
yuusha-ikkou-no-senzokui	2025	FINISHED	2025
yuusha-ni-uragirareta-tensei-chiyushi-ga-maou-no-chouki-ni-naru-made	2025	-	
yuusha-no-kuzu	2025	RELEASING	
yuusha-no-ore-sama-ga-madoushi-nanka-ni	2025	FINISHED	2025
yuusha-party-o-tsuihousareta-sareta-node-maou-o-torikaeshi-ga-tsukanai-hodo-tsuyoku-sodatete-mita	2025	RELEASING	
yuusha-shoukan-ni-makikomareta-kedo-isekai-wa-heiwa-deshita	2025	RELEASING	
yuushazuma-yuusha-ga-shite-kurenakutemo-seijo-wa-kedamono-maou-ni-musaboraretemasu	2025	FINISHED	2025
yuuyuu-no-tsuihousareta-mahoutsukai-to-osananajimi-na-mori-no-megami-sama	2025	RELEASING	
yuyushiki	2025	RELEASING	
zaiaku	2025	FINISHED	2025
zako-hime-sama-wa-ikinobitai	2025	RELEASING	
zako-niwa-kaji-ga-oniai-da-www-to-iwareta-kaji-level-9999-no-ore-tsuihousareta-sareta-node	2025	RELEASING	
zako-skill-to-tsuihousareta-sareta-kamitsukai-shin-no-chikara-ga-kakusei-shi-sekai-saikyou-ni	2025	-	
zannen-nagara-haha-no-musume-wa-soko-no-bishoujo-dewa-naku-watashi-desu	2025	-	
zannen-neko-ryokan	2025	-	
zannen-onnakanbu-black-general-san	2025	FINISHED	2025
zatsutabi	2025	RELEASING	
zatsutabi-another-side-byuu	2025	-	
zekkyou-gakkyuu-tensei	2025	RELEASING	
zenchiteki-na-dokusha-no-shiten-kara	2025	-	
zenji-kun-okarishimasu	2025	RELEASING	
zennin-no-otsu-san-boukensha-o-intai-shite-kojiin-no-sensei-ni-naru	2025	-	
zenryou-na-furyou-koukousei-no-nichijou	2025	RELEASING	
zense-furyou-no-akuyaku-reijou-nanoni-yandere-ouji-no-dekiai-route-nante-kiitenai	2025	FINISHED	2025
zense-majutsu-shidanchou-datta-watashi-anata-o-aisuru-koto-wa-nai-to-itta-otto-ga-katsute-no-buka	2025	-	
zense-wa-kentei-konjou-kuzu-ouji	2025	RELEASING	
zero-ka-hyaku-ka-no-igarashi-kun	2025	RELEASING	
zero-no-majutsushi-esu-rank-yuusha-party-o-zenryoku-de-support-shiteita-noni-tsuihousareta-sareta	2025	FINISHED	2025
zerosen-ace-isekai-de-saikyou-no-ryuukishi-ni-naru	2025	RELEASING	
zetsubou-reijou-no-karei-naru-rikon	2025	RELEASING	
zetsumetsu-doubutsu-monogatari	2025	FINISHED	2021
zetsumetsu-sekai-de-shokupan-o	2025	FINISHED	2025
zetsurin-yakuza-no-gokujou-aibu	2025	RELEASING	
zouhyou-meshi-monogatari	2025	-	
zurui-hito-ni-hirowaremashita	2025	RELEASING	
zutaboro-reijou-wa-ane-no-motokonyakusha-ni-dekiai-dekiaisareru	2025	RELEASING	
0-saiji-start-dash-monogatari	2026	RELEASING	
1-kakeru-mugen-keikenchi-ichi-de-level-appu-suru-ore-wa-saisoku-de-isekai-saikyou-ni-narimashita	2026	-	
1-nen-a-gumi-no-monster	2026	FINISHED	2026
1-nichi-2-kai	2026	RELEASING	
1-nichi-gaishutsuroku-hanchou	2026	RELEASING	
1-tai-2-kousai-wa-rabukome-ni-hairimasuka	2026	RELEASING	
10-nenkan-karada-o-nottorare-akujo-ni-natte-ita-watashi-ni-nido-to-kao-o-miseru-na-to-konyaku-haki	2026	RELEASING	
10-nenkan-tomodachi-dato-omotteta-otokonoko-ni-kokuhaku-dekiaisareru-ohanashi	2026	FINISHED	2026
100-hon-ni-kawaru-made	2026	-	
100-kai-mawatte-ai-o-nake	2026	-	
100-man-no-inochi-no-ue-ni-ore-wa-tatte-iru	2026	RELEASING	
100-nen-ryuunen-shiteru-elf	2026	-	
100-oku-kon	2026	-	
1000-sai-toshishita-no-koutei-ni-shuuchaku-dekiaisaretemasu	2026	-	
101-kai-koisuru-memory	2026	-	
108p	2026	-	
10nenburi-ni-saikai-shita-kusogaki-wa-seijun-bishoujo-jk-ni-seichou-shiteita	2026	RELEASING	
11-banme-no-neko-wa-nene	2026	RELEASING	
12shokumonogatari	2026	FINISHED	1982
133cm-no-keshiki	2026	RELEASING	
165185	2026	FINISHED	2026
18-koi	2026	-	
19banme-no-karte	2026	RELEASING	
2-dome-no-jinsei-wa-oshi-no-shokuryou-desu	2026	RELEASING	
2-nen-b-gumi-yuusha-destroyers	2026	-	
20-jisugi-no-houkokukai	2026	-	
200m-saki-no-netsu	2026	RELEASING	
25ji-akasaka-de	2026	RELEASING	
28-sai-ol-akuyaku-ouji-o-hajimemashita	2026	-	
29-sai-dokushin-chuuken-boukensha-no-nichijou	2026	RELEASING	
3-gatsu-no-hekireki	2026	RELEASING	
30-made-hitoridattara-issho-ni-kurasou-tte-itta-yo-ne	2026	-	
300-nichigo-ni-tsukiatte	2026	-	
3000-nen-fuuin-sareshi-jaryuu-chan-to-tomodachi-ni-narimashita	2026	RELEASING	
31-banme-no-okisakisama	2026	RELEASING	
31-sai-jimi-megane-ol-san	2026	RELEASING	
33-sai-dokushin-onnakishi-taichou	2026	RELEASING	
34-sai-urenokori-no-koi-wa-gyaku-propose-kara	2026	RELEASING	
35-sai-no-sentaku	2026	RELEASING	
36	2026	RELEASING	
4-gun-kun-kari	2026	RELEASING	
4-kaku-manga-gekijou-mainkurafuto-anahori-seikatsu	2026	-	
4-nin-no-mama-no-sei-de-ore-no-rabukome-ga-mamanaranai	2026	-	
40-made-ni-shitai-10-no-koto	2026	RELEASING	
6-banme-no-sefure-da-kedo-isshoubun-no-omoide-ga-dekitakara-mou-juubun	2026	-	
7-nin-no-nemurihime	2026	RELEASING	
7th	2026	RELEASING	
8-gatsu-31-nichi-no-long-summer	2026	RELEASING	
8-sai-kara-hajimeru-mahougaku	2026	RELEASING	
9-banme-no-musashi-ghost-and-gray	2026	-	
99-kai-danzai-sareta-loop-reijou-desu-konsei-wa-chouzetsu-aisare-mode-desutte	2026	RELEASING	
99-paasento-succubus-chan	2026	RELEASING	
a-akuma-chan	2026	-	
aa-shihon-shugi-no-aku-no-hana-wa-itsu-made-sakihokoruno-ka	2026	-	
aakouya	2026	-	
aaru-teii-ee-sousha-wa-game-sekai-kara-kaerenai	2026	RELEASING	
abarenbou-princess	2026	-	
abukuno-shimai	2026	-	
aburabu	2026	RELEASING	
abysmal	2026	RELEASING	
academy-saikyou-no-mob-healer	2026	-	
adachi-to-kentarou-no-kakushigoto	2026	FINISHED	2024
adachi-to-shimamura	2026	RELEASING	
adekan	2026	RELEASING	
adoribukararaimei	2026	-	
after-midnight-skin	2026	RELEASING	
afternoon-tea-wa-ikagadesu-ka-watashi-to-senpai-no-fujun-de-ichizuna-futari-kura	2026	-	
afumi-no-umi	2026	RELEASING	
afureko-booth-no-kimitachi-e	2026	-	
afutaapiriodo	2026	-	
agakimichiruran	2026	RELEASING	
agaribitonoatoshimatsu	2026	-	
agarie-hisho-ga-iukoto-ni-wa	2026	-	
ai-datoka-fukushuu-datoka	2026	FINISHED	2026
ai-ga-nakereba-idol-dekinai	2026	FINISHED	2026
ai-ga-omoi-kishi-koushaku-wa-tsuihousareta-reijou-no-subete-o-ubaitsukushitai	2026	RELEASING	
ai-hei-chuu	2026	-	
ai-ni-naru-made-ato-nannichi	2026	-	
ai-no-katachi-wa-shiranaikeredo	2026	-	
ai-no-kiwami	2026	-	
ai-no-ryuusei-kauupa	2026	RELEASING	
ai-o-chikau-ni-wa-hayasugiru	2026	-	
ai-o-hakobu-waitress	2026	-	
ai-o-nusunda-shinshi	2026	-	
ai-saku-namima	2026	-	
ai-toka-ii-kara-dakishimete	2026	FINISHED	2023
ai-wa-hisoyaka-ni	2026	-	
ai-wa-jokyoku-ni-hajimatte	2026	-	
aida-kawa-koubou-no-futari	2026	-	
aidorumasutaa-shainiikaraazu-jimuteki-koukuu-kiroku	2026	RELEASING	
aijin-okakoureitetsunahakushakutonotenkeitekinaseiryakukekkonsoshiteki	2026	-	
aimai-blue-beast	2026	RELEASING	
ainosenbiki	2026	RELEASING	
aisai-no-ura-aka	2026	RELEASING	
aisanai-to-iwaremashitemo	2026	RELEASING	
aisare-kouhi-no-yuuutsu	2026	RELEASING	
aisarenakutemo-betsuni	2026	RELEASING	
aisaresuginomigawarikon-omiaiaitewahatsukoinokaredeshita	2026	-	
aisareteru-baai-ja-nai-no	2026	RELEASING	
aishisugiruniizuma	2026	-	
aishitai-no-wa-omae-dake	2026	-	
aishite-hoshii-no-wa-ore-janai-noni	2026	-	
aishiteru-game-o-owarasetai	2026	RELEASING	
aishiterutoomounaraba	2026	-	
aisurukonyakushanikorosaretakoushakureijou-shinimodorishitehikarinokou	2026	-	
aitokairoiroarutokoro	2026	-	
aizawa-hibiki-wa-warawanai	2026	RELEASING	
aizouban-sora-wa-akai-kawa-no-hotori	2026	-	
aji-ichimonme-tsugiaji	2026	-	
aka-kuro-paradise-jigoku-geki	2026	-	
aka-no-kekkon	2026	-	
akagamierufunoosouzaiyasan	2026	-	
akage-no-yakutatazu-to-kubi-ni-natta-maryoku-nashi-no-majo-desu-yakusou-no-chishiki-ga-hanpanai-to	2026	RELEASING	
akago-san-wa-kaku-katareri	2026	RELEASING	
akanabe-sensei-wa-tereshirazu	2026	RELEASING	
akanbou-no-isekai-haihai-funtouroku	2026	-	
akane-banashi	2026	RELEASING	
akarui-mi-rai	2026	-	
akatsuki-no-majo-reishii-wa-jiyuu-ni-ikitai	2026	RELEASING	
akatsuki-no-yona	2026	RELEASING	
akatsukinisazanami	2026	-	
akazukin-chanto-ookamisan	2026	-	
akebi-chan-no-seeraafuku	2026	RELEASING	
akina-chan-kamigakaru	2026	RELEASING	
akinai-seiden-kin-to-gin	2026	-	
akinainingyotosoranohatsukoi	2026	-	
akiraka-ni-nenrei-o-sashou-shite-iru-joshi-joshikousei-vtuber	2026	RELEASING	
akogare-no-keijibu-ni-haizoku-saretara-joushi-ga-oni	2026	-	
akuapueraa-shiki-no-mori-koukou-suieibu	2026	-	
akujo-arietta-no-shoseijutsu	2026	-	
akujo-ga-ikinokoru-houhou-hakushaku-reijou-ni-tensei-shitakedo-shokei	2026	-	
akujo-ga-koi-ni-ochita-toki	2026	-	
akujo-no-koohii-monogatari	2026	-	
akujo-no-retteru-o-harareta-tsuihousareta-reijou-desu-saikyou-heika-no-dekiai-ni-tsukamarimashita	2026	RELEASING	
akujo-rankingu	2026	-	
akujo-to-uwasa-dekiaisareru-koushaku-reijou-nanode-3-nengo-ni-rien-shimasu	2026	-	
akujo-to-yobareta-watashi-tenseisaki-demo-akuyaku-desu	2026	RELEASING	
akujo-wa-henka-suru	2026	-	
akujo-wa-kyou-mo-tanoshii	2026	-	
akujo-wa-marionette	2026	-	
akujo-wa-rakude-saikoudesu-ga	2026	-	
akujo-wa-sunadokei-o-hikkuri-kaesu	2026	-	
akujo-wa-utsukushiki-kemono-no-ai-ni-saku	2026	-	
akuma-at-attohoomu-na-shokuba-desu	2026	RELEASING	
akuma-to-ore-to	2026	-	
akumade-kujaku-no-hanashi-desu	2026	RELEASING	
akumade-taida-na-akuyaku-kizoku-comic	2026	RELEASING	
akumanokendetenshiokurau	2026	RELEASING	
akumu-kara-mezameta-gouman-reijou-wa-yarinaoshi-o-mosakuchuu	2026	RELEASING	
akuninzura-shita-biikyuu-boukensha	2026	RELEASING	
akunokoujowamoudaremokorosanai	2026	-	
akuryoukazoku	2026	-	
akutoku-reijou-ni-tensei-shita-noni-masaka-no-kyuukon	2026	FINISHED	2024
akutou-no-otou-sama-watashi-to-kekkon-shite-kudasai	2026	-	
akutousooegaku-buronsonnomangagensakushiron	2026	-	
akuyaku-ga-ippai-detekuru-eroge-no-kimodebu-akuyaku-kizoku-ni-tensei-shita	2026	-	
akuyaku-ikka-no-okugata-shini-modori-shite-kokoro-o-irekaeru	2026	RELEASING	
akuyaku-kizoku-toshite-hitsuyou-na-sore	2026	FINISHED	2026
akuyaku-no-ending-wa-shi-nomi	2026	-	
akuyaku-no-go-reisoku-no-dounika-shitai-nichijou	2026	RELEASING	
akuyaku-reijou-desu-kouryaku-taishou-no-yousu-ga-ijou-sugiru-attomaaku-comic	2026	RELEASING	
akuyaku-reijou-haouden-tensei-shitara-shinchou-245-cm-taijuu-210-kg-no-megumi-ka	2026	-	
akuyaku-reijou-katoriina-no-danzai-bigaku	2026	-	
akuyaku-reijou-ni-nankanarimasen-watashi-wa-futsuu-no-koushaku-reijoudesu	2026	-	
akuyaku-reijou-ni-onee-ga-tensei-shitakedo-nani-mo-mondai-ga-nai-ken	2026	-	
akuyaku-reijou-ni-tensei-shita-haha-wa-kosodate-kaikaku-o-itashimasu	2026	-	
akuyaku-reijou-ni-tensei-shita-hazu-ga-shujinkou-yorimo-dekiai-sareteru-mitai-desu	2026	-	
akuyaku-reijou-ni-tensei-shitara-risou-no-heya-ga-te-ni-hairimashita	2026	-	
akuyaku-reijou-ni-zamaa-saretakunai-node-oshiro-zutome-no-koukyuutori-o-mezasu	2026	-	
akuyaku-reijou-no-ani-ni-tensei-shimashita	2026	RELEASING	
akuyaku-reijou-no-chichioya-ni-tensei-shita-node-tsuma-to-musume-o-dekiai-shimasu	2026	RELEASING	
akuyaku-reijou-no-chocolatier-wa-oshi-no-kouryaku-ni-yuukou-deshita	2026	RELEASING	
akuyaku-reijou-no-nariagari	2026	-	
akuyaku-reijou-no-okiniiri-ouji-jama	2026	RELEASING	
akuyaku-reijou-no-shitsuke-ke-hou	2026	-	
akuyaku-reijou-no-yojouhan	2026	RELEASING	
akuyaku-reijou-o-enjiteimasuga-oshiga-kirattekuremasen	2026	-	
akuyaku-reijou-route-kara-kaihou-saremashita	2026	RELEASING	
akuyaku-reijou-taisen	2026	-	
akuyaku-reijou-tensei-oji-san	2026	RELEASING	
akuyaku-reijou-to-kichiku-kishi	2026	RELEASING	
akuyaku-reijou-to-otou-sama	2026	-	
akuyaku-reijou-wa-iya-na-no-de-imushitsu-joshu-ni-narimashita	2026	RELEASING	
akuyaku-reijou-wa-kiraware-kizoku-ni-koi-o-suru	2026	RELEASING	
akuyaku-reijou-wa-moe-o-abiru-hodo-sesshu-shitai	2026	-	
akuyaku-reijou-wa-ouji-no-honshou-dekiai-o-shiranai	2026	RELEASING	
akuyaku-reijou-wa-ringoku-no-outaishi-ni-dekiai-dekiaisareru	2026	RELEASING	
akuyaku-reisoku-ni-tensei-shitakedo-hametsu-end-wa-iya-nanode-shujinkou-o-sodatemasu	2026	RELEASING	
akuyaku-reisoku-wa-gyaku-harem-kara-nigedashitai	2026	FINISHED	2025
akuyakukizokugahirakinaottehametsufuraguo-quot-jitsuryoku-quot-de	2026	-	
akuyakureijounomamahahanitenseishitanodemusumeoshiawasenishimasu-chikarazu	2026	-	
akuyakureijounoyuigonjou	2026	-	
akuyakureijoutoakuyakureisokugadeattekoiniochitanara-nanashinoseirei	2026	RELEASING	
akuyakureijouttenowakouyarunoyo	2026	-	
albert-ke-no-reijou-wa-botsuraku-o-goshomou-desu	2026	RELEASING	
alice-no-mezame	2026	-	
alice-uchuu-made-mo	2026	RELEASING	
alien-headbutt	2026	-	
almark	2026	RELEASING	
amakute-atsukute-iki-mo-dekinai	2026	RELEASING	
amakuteaoi-unmeino	2026	-	
amanojakudanshitobetaboredanshi	2026	-	
amarimono-isekaijin-no-jiyuu-seikatsu	2026	RELEASING	
amateur-vigilante	2026	RELEASING	
amatsumizushi-gago-bokumetsu-dayori-gagohan	2026	-	
amayakase-mazoku-domo	2026	RELEASING	
amayo-no-tsuki	2026	RELEASING	
ame-no-ouji-to-hana-no-nie	2026	FINISHED	2025
ame-to-kizu	2026	-	
ame-to-muchi	2026	RELEASING	
ame-to-umi	2026	RELEASING	
ameiro-paradox	2026	FINISHED	2026
amelia-no-koukiteki-romance	2026	RELEASING	
amemiya-kyoudai-no-kottou-file	2026	RELEASING	
anata-e-sasageru-sadistic	2026	-	
anata-ga-shinjatta-ato-ni	2026	-	
anata-ga-shite-kurenakutemo	2026	FINISHED	2024
anata-ni-kamau-hima-wa-nai-to-iwareta-koushaku-reijou-no-shiawasesugi	2026	-	
anata-ni-miren-wa-arimasen	2026	RELEASING	
anata-no-amai-kiba-de	2026	-	
anata-no-naka-o-dokusen-shimasu	2026	-	
anata-no-oshiro-no-kobito-san	2026	RELEASING	
anata-o-korosu-tabi-ss	2026	-	
anatamitai-ni	2026	-	
anatanomaousama	2026	-	
anatasamagawasuretehoshiitoosshaimashitanode-konyakuhakisaretawatakushigaji	2026	-	
anatatachi-ni-suterareta-watashi-wa-youyaku-shiawase-ni-naresoudesu	2026	-	
anatatachi-soredemo-sensei-desu-ka	2026	RELEASING	
anchan-wa-honto	2026	-	
and-again	2026	-	
andaaaidoru	2026	-	
andaadokutaa	2026	-	
android-wa-keiken-ninzuu-ni-hairimasu-ka	2026	FINISHED	2025
ane-ga-kensei-de-imouto-ga-kenja-de	2026	RELEASING	
ane-kui-yuusha-to-teisou-gyakuten-teikoku-no-o-neechan	2026	-	
ane-no-tomodachi	2026	RELEASING	
anenoinukaramegahanasenai	2026	-	
anfisubaena-no-kuchizuke	2026	-	
angorumoa	2026	FINISHED	2018
aniki-meshidesuyo	2026	-	
