severity	kind	slug	title	ed_idx	ed_type	ed_imprint	ed_publisher	date	gran	n	ed_vols	frac	ed_batch	vols	cadence_mo	cad_src	span_months	serial_years	year_started	year_ended	event_slugs	isbn_block	nbr_n	nbr_same	nbr_inside	nbr_titles	nbr_titles_flat	nbr_span_mo	serial_width	isbn_proof_ok	local_rate	implied_months	rakuten	rk_distinct	rk_spread_mo	rk_offset_mo	rk_mono	rakuten_dates	legit_hint
LOW	SMALL_BATCH	koi-no-kiseki	恋の奇跡	1	bunkobon	講談社漫画文庫	講談社	1999-03-12	day	3	4	0.75	3	1-4(飛)		assumed	5.0	4	1994	1997	1	3/4	111	12	0	22	9	28	4	0	1.72	1.7	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1999年03月12日頃 3:1999年03月12日頃 4:1999年03月12日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	kooringu	コーリング	1	bunkobon	白泉社文庫	白泉社	2009-09-20	day	3	3	1.0	3	1-3		assumed	5.0	2	1993	1994	1	3/3	55	1	0	10	4	48	3	0	0.45	4.4	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2009年09月20日頃 2:2009年09月20日頃 3:2009年09月20日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	koshien-no-tsuchi	甲子園の土	0	standard	HIT COMICS	パンローリング	2006-03-03	day	3	4	0.75	3	1-3		assumed	5.0	1	2006	2006	1	3/3	111	2	0	23	17	24	3	0	5.14	0.4	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2006年03月03日頃 2:2006年03月03日頃 3:2006年03月03日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日 / 近傍の複数巻作品23件中17件が全巻同日=レーベル体質
LOW	SMALL_BATCH	kou-u-to-ryuu-hou-sentaro-1987	項羽と劉邦	0	standard		文芸春秋	1989-12-20	day	3	3	1.0	3	1-3		assumed	5.0	1	1989	1989	1		3	0	0	0	0	0	21	0			1種/2件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	0	1:1989年12月 3:1989年12月	
LOW	SMALL_BATCH	koubou-daishi-kuukai	弘法大師空海	1	bunkobon	新人物文庫	KADOKAWA	2015-01-15	day	3	3	1.0	3	1-3		assumed	5.0	3	1997	1999	1	3/3	1	0	0	0	0	0	3	0				0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別
LOW	PUBLISHER_BATCH	koufuku-wa-fukou-no-tane	幸福は不幸の種	0	standard	Bamboo comics	竹書房	2020-07	month	3	3	1.0	3	1-3		assumed	5.0	1	2020	2020	1	3/3	84	22	0	8	7	5	3	0	28.0	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	1:2020年06月25日 2:2020年06月25日 3:2020年06月25日	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日 / 近傍の複数巻作品8件中7件が全巻同日=レーベル体質
LOW	SMALL_BATCH	kuraki-shokeidai	昏き処刑台	0	standard	さくらコミックス	さくら出版	1999-10	month	3	3	1.0	3	1-3		assumed	5.0	1	1999	1999	1	3/25	43	1	5	13	3	5	25	1	14.8	1.6		0	0	0	0		
LOW	SMALL_BATCH	kuro	黒	1	aizoban	ヤングジャンプ愛蔵版コミックス	集英社	2026-01-09	day	3	3	1.0	3	1-3		assumed	5.0	3	2014	2016	1	3/3	55	1	0	9	1	49	3	0	1.2	1.7	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2026年01月19日頃 2:2026年01月19日頃 3:2026年01月19日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	kurobee-2002	黒ベエ	1	shinsoban	藤子不二雄Aランド	復刊ドットコム	2011-11	month	3	3	1.0	3	1-3		assumed	5.0	1	2002	2002	1	3/3	2	0	0	0	0	0	3	0			1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2011年11月 2:2011年11月 3:2011年11月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	kuronoshishi	黒の獅士	2	bunkobon	中公文庫コミック版	中央公論社	1995-02-18	day	3	3	1.0	3	1-3		assumed	5.0	1	1984	1984	1	3/3	31	5	0	6	3	4	3	0	24.5	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1995年02月18日頃 2:1995年02月18日頃 3:1995年02月18日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品6件中3件が全巻同日=レーベル体質
LOW	PUBLISHER_BATCH	kurowashi-shounen	黒わし少年	0	standard	MANGA Shop Series	パンローリング	2010-02-01	day	3	3	1.0	3	1-3		assumed	5.0	1	2010	2010	1	3/3	86	2	0	25	23	32	3	0	5.55	0.4		0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 近傍の複数巻作品25件中23件が全巻同日=レーベル体質
LOW	PUBLISHER_BATCH	kusakabesho-meikyuuka-omiya-san	草壁署迷宮課おみやさん	0	bunkobon	双葉文庫名作シリーズ	双葉社	2000-12	month	3	3	1.0	3	1-3		assumed	5.0	1	2000	2000	1	3/3	111	4	0	25	13	20	3	0	6.28	0.3	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2000年12月 2:2000年12月 3:2000年12月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品25件中13件が全巻同日=レーベル体質
LOW	PUBLISHER_BATCH	kusekke-lullaby	くせっ毛ララバイ	1	deluxe	KCデラックス	講談社	1999-07-13	day	3	3	1.0	3	1-3		assumed	5.0	2	1983	1984	1	3/3	80	5	0	12	6	99	3	0			1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1999年07月13日頃 2:1999年07月13日頃 3:1999年07月13日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品12件中6件が全巻同日=レーベル体質
LOW	SMALL_BATCH	kyoufu	恐怖	1	bunkobon	秋田漫画文庫	秋田書店	1976-08	month	3	3	1.0	3	1-3		assumed	5.0	1	1969	1969	1		0	0	0	0	0	0	0	0				0	0	0	0		再版種別
LOW	PUBLISHER_BATCH	kyoujinkankei	狂人関係	1	shinsoban	名作manga選集	不明	1995-04-10	day	3	3	1.0	3	1-3		assumed	5.0	2	1977	1978	1	3/3	11	7	0	2	2	3	3	0	27.33	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1995年04月 2:1995年04月 3:1995年04月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍11件中7件が同日=レーベル一斉出荷
LOW	PUBLISHER_BATCH	less	レス	0	standard	Bamboo comics	竹書房	2020-05	month	3	3	1.0	3	1-3		assumed	5.0	1	2020	2020	1	3/3	81	15	0	8	7	5	3	0	27.5	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	1:2020年04月27日 2:2020年04月27日 3:2020年04月27日	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日 / 近傍の複数巻作品8件中7件が全巻同日=レーベル体質
LOW	SMALL_BATCH	love-pack	ラブパック	2	deluxe	KCデラックス	講談社	1997-06-13	day	3	3	1.0	3	1-3		assumed	5.0	1	1974	1974	1	3/3	73	5	0	18	4	11	3	0	6.0	0.3	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1997年06月13日頃 2:1997年06月13日頃 3:1997年06月13日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	maboroshi-jou	まぼろし城	0	standard	MANGA Shop Series	パンローリング	2006-04-03	day	3	3	1.0	3	1-3		assumed	5.0	1	2006	2006	1	3/3	112	2	0	22	16	24	3	0	4.91	0.4	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2006年04月 2:2006年04月 3:2006年04月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日 / 近傍の複数巻作品22件中16件が全巻同日=レーベル体質
LOW	SMALL_BATCH	maboroshi-no-natsu	幻の夏	0	standard	エメラルドコミックス	主婦と生活社	1992-08	month	3	3	1.0	3	1-3		assumed	5.0	1	1992	1992	1	3/3	53	2	0	10	2	45	3	0	2.71	0.7	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-2	1	1:1992年06月26日頃 2:1992年06月26日頃 3:1992年06月26日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
LOW	PUBLISHER_BATCH	maboroshi-tantei-daiichibu	まぼろし探偵　第1部	0	standard	MANGA Shop Series	パンローリング	2008-01-03	day	3	3	1.0	3	1-3		assumed	5.0	1	2008	2008	1	3/3	104	3	0	26	23	185	3	0	6.5	0.3		0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 近傍の複数巻作品26件中23件が全巻同日=レーベル体質
LOW	PUBLISHER_BATCH	macaroni-hourensou	マカロニほうれん荘	1	bunkobon	秋田文庫	秋田書店	1994-04-30	day	3	3	1.0	3	1-3		assumed	5.0	4	1977	1980	2	3/3	86	8	0	8	5	177	3	0	0.11	17.7	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1994年04月30日頃 2:1994年04月30日頃 3:1994年04月30日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品8件中5件が全巻同日=レーベル体質
LOW	PUBLISHER_BATCH	machiko-no-senya-ichiya	まちこの千夜一夜	1	bunkobon	双葉文庫	双葉社	1997-10	month	3	3	1.0	3	1-3		assumed	5.0	20	1984	2003	1	3/3	100	0	0	24	22	43	3	0	2.92	0.7	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1997年10月 2:1997年10月 3:1997年10月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品24件中22件が全巻同日=レーベル体質
LOW	SMALL_BATCH	majo-no-hoshi	魔女の星	0	standard	レモン・コミックス	三学出版	1982-02	month	3	3	1.0	3	1-3		assumed	5.0	1	1982	1982	1	3/3	9	0	0	3	3	11	3	0	1.55	1.3		0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる)
LOW	SMALL_BATCH	majo-o-mamoru	魔女をまもる。	0	standard	Nemuki+コミックス	朝日新聞出版	2020-11-20	day	3	3	1.0	3	1-3		assumed	5.0	1	2020	2020	1	3/3	85	2	0	23	1	63	3	0	1.91	1.0	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2020年11月20日頃 2:2020年11月20日頃 3:2020年11月20日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
LOW	SMALL_BATCH	majuu-sensen	魔獣戦線	4	shinsoban	ACTION COMICS	双葉社	1997-07	month	3	3	1.0	3	1-3		assumed	5.0	2	1976	1977	1	3/3	64	6	0	15	0	25	3	0	4.96	0.4	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	1:1997年06月28日頃 2:1997年06月28日頃 3:1997年06月28日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	makuu-hakken-den	魔空八犬伝	1	bunkobon	講談社漫画文庫	講談社	1999-08	month	3	3	1.0	3	1-3		assumed	5.0	6	1992	1997	1	3/3	110	9	0	24	12	9	3	0	12.25	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1999年08月 2:1999年08月 3:1999年08月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品24件中12件が全巻同日=レーベル体質
LOW	PUBLISHER_BATCH	mamie-angel	メイミー❤エンジェル	1	bunkobon	中公文庫コミック版	中央公論社	1995-10	month	3	3	1.0	3	1-3		assumed	5.0	3	1979	1981	1	3/3	30	4	0	8	6	4	3	0	26.25	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1995年10月 2:1995年10月 3:1995年10月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品8件中6件が全巻同日=レーベル体質
LOW	SMALL_BATCH	manga-ka-zankoku-mono-gatari	漫画家残酷物語	1	standard	サンコミックス	ジャイブ	2010-11	month	3	3	1.0	3	1-3		assumed	5.0	35	1976	2010	1	3/3	57	5	0	15	1	20	3	0	5.05	0.4	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	1:2010年10月 2:2010年10月 3:2010年10月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
LOW	SMALL_BATCH	manga-kyoui-no-shouuchuu-jintai	まんが驚異の小宇宙人体	0	standard		小学館	2004-08-01	day	3	3	1.0	3	1-3		assumed	5.0	1	2004	2004	1	3/3	3	0	0	0	0	0	3	0			1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2004年08月 2:2004年08月 3:2004年08月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
LOW	SMALL_BATCH	manga-monogatari-kankokushi	マンガものがたり韓国史	0	standard		国書刊行会	2001-11-10	day	3	3	1.0	3	1-3		assumed	5.0	1	2001	2001	1	3/3	0	0	0	0	0	0	3	0				0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる)
LOW	SMALL_BATCH	manga-sangokushi	マンガ三国志	0	standard		三笠書房	1998-06	month	3	3	1.0	3	1-3		assumed	5.0	1	1998	1998	2	3/3	0	0	0	0	0	0	3	0				0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる)
LOW	SMALL_BATCH	manga-sangokushi	マンガ三国志	1	bunkobon	王様文庫	三笠書房	2005-07	month	3	3	1.0	3	1-3		assumed	5.0	1	1998	1998	1	3/3	0	0	0	0	0	0	3	0			1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2005年07月 2:2005年07月 3:2005年07月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	marine-blue-no-kaze-ni-dakarete	マリンブルーの風に抱かれて	1	bunkobon	集英社文庫	集英社	2002-08-14	day	3	3	1.0	3	1-3		assumed	5.0	2	1990	1991	1	3/3	104	8	0	15	3	20	3	0	5.75	0.3	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2002年08月14日頃 2:2002年08月14日頃 3:2002年08月14日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	massugu-ni-ikou	まっすぐにいこう。	1	bunkobon	集英社文庫	集英社	2003-04-23	day	3	15	0.2	2	1-3	2.5	observed	5.0	13	1993	2005	1	3/3	91	6	0	13	2	14	3	0	7.0	0.3	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2003年04月23日頃 2:2003年04月23日頃 3:2003年04月23日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	matto-no-shishiou	マットの獅子王	0	standard	MANGA Shop Series	パンローリング	2008-09-02	day	3	3	1.0	3	1-3		assumed	5.0	1	2008	2008	1	3/3	91	7	0	22	19	193	3	0	6.5	0.3	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	1:2008年08月07日頃 2:2008年08月07日頃 3:2008年08月07日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日 / 近傍の複数巻作品22件中19件が全巻同日=レーベル体質
LOW	SMALL_BATCH	mayuko-no-kisetsu	まゆ子の季節	1	bunkobon	集英社文庫コミック版	集英社	2001-05-23	day	3	3	1.0	3	1-3		assumed	5.0	2	1976	1977	1	3/3	116	6	0	18	7	22	3	0	5.93	0.3	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2001年05月 2:2001年05月 3:2001年05月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	mazinger-z	マジンガーZ	3	shinsoban	マンガショップシリーズ	マンガショップ	2012-09	month	3	3	1.0	3	1-3		assumed	5.0	12	1987	1998	1	3/3	46	0	0	13	12	52	3	0	1.52	1.3	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2012年09月 2:2012年09月 3:2012年09月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品13件中12件が全巻同日=レーベル体質
LOW	SMALL_BATCH	mazinger-z	マジンガーZ	4	shinsoban	トクマコミックス	徳間書店	2018-01-10	day	3	3	1.0	3	1-3		assumed	5.0	12	1987	1998	1	3/3	68	0	0	4	1	156	3	0	0.76	2.6	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2018年01月10日頃 2:2018年01月10日頃 3:2018年01月10日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	mazinger-z	マジンガーZ	5	shinsoban	復刻版(2025)	不明	2025-12-22	day	3	3	1.0	3	1-3		assumed	5.0	12	1987	1998	1	3/3	3	0	0	0	0	0	3	0			1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2025年12月22日頃 2:2025年12月22日頃 3:2025年12月22日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 学習/全集/BOX語 / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	meitantei-kageman	名たんていカゲマン	1	shinsoban	てんとう虫コミックスライブラリー	小学館	2004-11	month	3	3	1.0	3	1-3		assumed	5.0	6	1976	1981	1	3/3	8	0	0	1	0	20	3	0	4.5	0.4	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	1:2004年10月 2:2004年10月 3:2004年10月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	mejiko-to-hitsuji-san-no-nyan-nyan-joshi-koukou	めじことヒツジさんのにゃんにゃん女子高校	1	bunkobon	双葉文庫名作シリーズ	双葉社	2000-09	month	3	3	1.0	3	1-3		assumed	5.0	5	1988	1992	1	3/3	110	2	0	23	14	20	3	0	6.22	0.3	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2000年09月 2:2000年09月 3:2000年09月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品23件中14件が全巻同日=レーベル体質
LOW	SMALL_BATCH	meri-wa-gaihakuchuu	メリは外泊中	0	standard	アルカナコミックス	ソフトバンククリエイティブ	2011-07	month	3	3	1.0	3	1-3		assumed	5.0	1	2011	2011	1	3/3	2	0	0	0	0	0	3	0			1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2011年07月 2:2011年07月 3:2011年07月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
LOW	SMALL_BATCH	mesh	メッシュ	1	bunkobon	白泉社文庫	白泉社	1994-12-18	day	3	3	1.0	3	1-3		assumed	5.0	4	1981	1984	2	3/3	116	1	0	19	4	144	3	0			1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1994年12月 2:1994年12月 3:1994年12月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	miraijin-saijoo	未来人サイジョー	0	standard	BEAM COMIX	KADOKAWA	2021-04-12	day	3	3	1.0	3	1-3		assumed	5.0	1	2021	2021	1	3/3	39	10	0	1	1	6	3	0	15.33	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2021年04月12日 2:2021年04月12日 3:2021年04月12日	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
LOW	SMALL_BATCH	mon-cheri-coco	モンシェリCoCo	0	standard	講談社コミックスフレンド		1972-08-28	day	3	3	1.0	3	1-3		assumed	5.0	1	1972	1972	1		0	0	0	0	0	0	0	0				0	0	0	0		
LOW	SMALL_BATCH	mon-cheri-coco	モンシェリCoCo	1	deluxe	KCデラックス	講談社	1997-04-11	day	3	3	1.0	3	1-3		assumed	5.0	1	1972	1972	1	3/3	75	4	0	13	1	14	3	0	10.73	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1997年04月11日頃 2:1997年04月11日頃 3:1997年04月11日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	musashi-2011	ムサシ	0	standard	マンガショップシリーズ	パンローリング	2011-08-01	day	3	3	1.0	3	1-3		assumed	5.0	1	2011	2011	1	3/3	69	0	0	21	20	58	3	0	1.95	1.0	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2011年08月 2:2011年08月 3:2011年08月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日 / 近傍の複数巻作品21件中20件が全巻同日=レーベル体質
LOW	SMALL_BATCH	nakimushi-koshien	泣き虫甲子園	1	bunkobon	小学館文庫	小学館	1997-08-10	day	3	3	1.0	3	1-3		assumed	5.0	1	1993	1993	1	3/3	115	2	0	23	10	220	3	0			1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	1:1997年07月17日頃 2:1997年07月17日頃 3:1997年07月17日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	nanairo-kamen	七色仮面	0	standard	MANGA Shop Series	パンローリング	2009-12-03	day	3	7	0.43	3	1-3		assumed	5.0	1	2009	2009	1	3/3	91	1	0	26	24	32	3	0	5.27	0.4	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2009年12月 2:2009年12月 3:2009年12月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日 / 近傍の複数巻作品26件中24件が全巻同日=レーベル体質
LOW	PUBLISHER_BATCH	nanairo-magic	なな色マジック	1	bunkobon	講談社漫画文庫	講談社	1999-11	month	3	3	1.0	3	1-3		assumed	5.0	2	1987	1988	1	3/3	109	10	0	22	13	12	3	0	8.64	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1999年11月 2:1999年11月 3:1999年11月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品22件中13件が全巻同日=レーベル体質
LOW	SMALL_BATCH	nankin-road-ni-hanafubuki	南京路に花吹雪	2	bunkobon	白泉社文庫	白泉社	1996-09	month	3	3	1.0	3	1-3		assumed	5.0	8	1982	1989	1	3/3	120	4	0	27	6	120	3	0	0.05	37.3	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1996年09月 2:1996年09月 3:1996年09月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	neko-koushaku-sama-wa-osewa-gakari-o-aigan-shitakute-tamaranai	猫公爵様はお世話係を愛玩したくてたまらない	0	standard	華猫	竹書房	2025-11-10	day	3	3	1.0	3	1-3		assumed	5.0	1	2025	2025	1	3/3	12	3	0	1	1	3	3	0	35.67	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	1:2025年10月31日頃 2:2025年10月31日頃 3:2025年10月31日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
LOW	SMALL_BATCH	niji-no-densetsu	虹の伝説	1	deluxe	KCデラックス	講談社	1998-02-13	day	3	3	1.0	3	1-3		assumed	5.0	3	1985	1987	1	3/3	80	4	0	17	7	10	3	0	9.9	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1998年02月13日頃 2:1998年02月13日頃 3:1998年02月13日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	niji-no-densetsu	虹の伝説	2	bunkobon	講談社漫画文庫	講談社	2001-05	month	3	3	1.0	3	1-3		assumed	5.0	3	1985	1987	1	3/3	77	20	0	17	10	5	3	0	20.0	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2001年05月 2:2001年05月 3:2001年05月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品17件中10件が全巻同日=レーベル体質
LOW	SMALL_BATCH	niji-no-kouro	虹の航路	1	bunkobon	講談社漫画文庫	講談社	1998-02-10	day	3	3	1.0	3	1-3		assumed	5.0	2	1976	1977	1	3/3	120	6	0	22	9	18	3	0	8.23	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1998年02月10日頃 2:1998年02月10日頃 3:1998年02月10日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	nippon-chinbotsu	日本沈没	9	bunkobon	講談社漫画文庫	講談社	1995-05-12	day	3	3	1.0	3	1-3		assumed	5.0	37	1973	2009	2	3/3	120	13	0	15	2	11	3	0	13.88	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1995年05月 2:1995年05月 3:1995年05月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	nora-1993	のら	0	standard	Bamboo comics	アスペクト	1999-08	month	3	3	1.0	3	1-3		assumed	5.0	1	1999	1999	1	3/30	11	1	0	0	0	34	30	0	1.18	24.6	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1999年08月 2:1999年08月 3:1999年08月	楽天も実質同日
LOW	SMALL_BATCH	oedo-wa-nemurenai	お江戸はねむれない!	1	bunkobon	集英社文庫	集英社	2005-11-23	day	3	3	1.0	3	1-3		assumed	5.0	2	1991	1992	1	3/3	116	10	0	13	2	17	3	0	6.87	0.3	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2005年11月23日頃 2:2005年11月23日頃 3:2005年11月23日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
