key	base	role	new_slug	title	vols	year	surname	sur_src	flag
name:ヴェルヌ|name:十五少年漂流記	juugo-shounen-hyouryuuki	main	juugo-shounen-hyouryuuki	十五少年漂流記	2	1985	ozaki	anilist	
qid:Q11438983|name:十五少年漂流記	juugo-shounen-hyouryuuki	sub	juugo-shounen-hyouryuuki-2013	十五少年漂流記	1	2013		pykakasi	
qid:Q9127335|name:十五少年漂流記	juugo-shounen-hyouryuuki	sub	juugo-shounen-hyouryuuki-2016	十五少年漂流記	1	2016		none	
name:市丸きすけ|name:田舎のホームセンター男の自由な異世界生活	inaka-no-home-center-otoko-no-jiyuu-na-isekai-seikatsu	main	inaka-no-home-center-otoko-no-jiyuu-na-isekai-seikatsu	田舎のホームセンター男の自由な異世界生活	12	2019	usapyon	anilist	
name:うさぴょんpub.|name:田舎のホームセンター男の自由な異世界生活	inaka-no-home-center-otoko-no-jiyuu-na-isekai-seikatsu	sub	inaka-no-home-center-otoko-no-jiyuu-na-isekai-seikatsu-2025	田舎のホームセンター男の自由な異世界生活	2	2025		pykakasi	
qid:Q11645365|name:Nude	nude	main	nude	Nude	3	1994		none	
name:うちだ藤丸|name:NUDE	nude	sub	nude-2000	NUDE	2	2000		pykakasi	
qid:Q11291945|name:Nude	nude	sub	nude-mihiro-2010	Nude	1	2010	mihiro	anilist	
name:えのもと椿|name:メインディッシュ	main-dish	main	main-dish	メインディッシュ	3	2000	enomoto	anilist	
qid:Q17160156|name:Main dish	main-dish	sub	main-dish-1998	Main dish	1	1998		none	
qid:Q230962|name:鋼の錬金術師	hagane-no-renkinjutsushi	main	hagane-no-renkinjutsushi	鋼の錬金術師	65	2002	hinodeya	anilist	
name:エンタテイメント書籍編集部|name:鋼の錬金術師	hagane-no-renkinjutsushi	sub	hagane-no-renkinjutsushi-2004	鋼の錬金術師	6	2004		none	
name:オーバーフロー|name:School Days	school-days	main	school-days	School Days	2	2007	verflow	anilist	
qid:Q438368|name:School・days	school-days	sub	school-days-sakurazawa-2003	School・days	1	2003	sakurazawa	anilist	
name:かいとーこ|name:詐騎士	sagishi	main	sagishi	詐騎士	13	2016	kai	anilist	
qid:Q11278527|name:詐欺師	sagishi	sub	sagishi-2014	詐欺師	1	2014		none	
qid:Q105703956|name:左ききのエレン	hidarikiki-no-eren	main	hidarikiki-no-eren	左ききのエレン	24	2017	kappy	anilist	
name:かっぴー1985-|name:左ききのエレン	hidarikiki-no-eren	sub	hidarikiki-no-eren-nifuni-2020	左ききのエレン	6	2020	nifuni	anilist	
name:カツヲ|name:金のタマゴ	kin-no-tamago	main	kin-no-tamago	金のタマゴ	2	2016	katsuwo	anilist	
qid:Q11417180|name:きんのたまご	kin-no-tamago	sub	kin-no-tamago-wamusato-2008	きんのたまご	1	2008	wamusato	anilist	
name:かゆまみむ|name:GUSH maniaEX	gush-maniaex	main	gush-maniaex	GUSH maniaEX	6	2008	kayuma	anilist	
qid:Q11648467|name:GUSH maniaEX	gush-maniaex	sub	gush-maniaex-2010	GUSH maniaEX	1	2010		none	
name:カン・プル|name:純情物語	junjou-monogatari	main	junjou-monogatari	純情物語	4	2005		pykakasi	
qid:Q11599978|name:純縄物語	junjou-monogatari	sub	junjou-monogatari-2001	純縄物語	2	2001		none	
name:キサラギリュウ|name:BLACK OUT	black-out	main	black-out	BLACK OUT	4	2010	asaki	anilist	
qid:Q11397149|name:ブラックアウト	black-out	sub	black-out-maekawa-2015	ブラックアウト	2	2015	maekawa	anilist	
qid:Q6102301|name:つぼみ	tsubomi	main	tsubomi	つぼみ	2	2009		none	
qid:Q59552237|name:つぼみ	tsubomi	sub	tsubomi-2004	つぼみ	1	2004		none	
qid:Q11551656|name:オン・エア	on-air	main	on-air	オン・エア	5	1986		none	
name:キム・ウンスク|name:オンエアー	on-air	sub	on-air-2009	オンエアー	4	2009		pykakasi	
name:ケイケイ|name:ワンダフルライフ?	wonderful-life	main	wonderful-life	ワンダフルライフ?	6	2007	keikei	anilist	
qid:Q11560486|name:ワンダフルライフ	wonderful-life	sub	wonderful-life-kiyohara-1996	ワンダフルライフ	3	1996	kiyohara	anilist	
qid:Q11280450|name:ワンダフルライフ	wonderful-life	sub	wonderful-life-yamakami-2011	ワンダフルライフ	2	2011	yamakami	anilist	
name:ケビン・イーストマン|name:ミュータントタートルズ	mutant-taatoruzu	main	mutant-taatoruzu	ミュータントタートルズ	5	2015	taro	anilist	
qid:Q17220038|name:ミュータント タートルズ	mutant-taatoruzu	sub	mutant-taatoruzu-1994	ミュータント タートルズ	4	1994		none	
name:けものの|name:ネガティブ・ツインタワー!	negative-twin-tower	main	negative-twin-tower	ネガティブ・ツインタワー!	3	2010		pykakasi	
qid:Q11265952|name:ネガティブ・ツインタワー!	negative-twin-tower	sub	negative-twin-tower-2012	ネガティブ・ツインタワー!	2	2012		none	
name:けんたろう|name:百騎夜行	hyakki-yakou	main	hyakki-yakou	百騎夜行	3	2013	kentaro	anilist	
qid:Q1050794|name:百鬼夜行	hyakki-yakou	sub	hyakki-yakou-1999	百鬼夜行	2	1999		none	
qid:Q6410148|name:ボーイズライフ	boys-life	main	boys-life	ボーイズライフ	2	1986	yanagisawa	anilist	
name:こうじま奈月|name:Boys life	boys-life	sub	boys-life-kojima-1997	Boys life	2	1997	kojima	anilist	
qid:Q11267908|name:あほんだら	ahondara	main	ahondara	あほんだら	2	1978	sasaya	anilist	
name:こしばしげる|name:あほんだら	ahondara	sub	ahondara-koshiba-2003	あほんだら	2	2003	koshiba	anilist	
qid:Q11355180|name:ピカイチ!	pikaichi	main	pikaichi	ピカイチ!	8	1992		none	
name:こしばしげる|name:ぴかいち	pikaichi	sub	pikaichi-koshiba-2001	ぴかいち	2	2001	koshiba	anilist	
qid:Q2960876|name:Cheers!	cheers	main	cheers	cheers!	3	2011		pykakasi	
name:こぶいち|name:チアーズ!	cheers	sub	cheers-kobuichi-2019	チアーズ!	3	2019	kobuichi	anilist	
qid:Q551359|name:デビルマン	devilman	main	devilman	デビルマン	8	1983	nagai	anilist	
name:永井豪＆ダイナミックプロ|name:デビルマン	devilman	sub	devilman-2000	デビルマン	3	2000		pykakasi	
qid:Q551359|name:手天童子	shuten-douji	main	shuten-douji	手天童子	6	1988	nagai	anilist	
name:永井豪＆ダイナミックプロ|name:手天童子	shuten-douji	sub	shuten-douji-1998	手天童子	6	1998		pykakasi	
name:ダイナミックプロ|name:手天童子	shuten-douji	sub	shuten-douji-pro	手天童子	0		pro	anilist	DEFER_V0_STUB
name:こやま拓|name:いらっしゃい	irasshai	main	irasshai	いらっしゃい	3	1989		pykakasi	
qid:Q53764804|name:いらっしゃい!	irasshai	sub	irasshai-1996	いらっしゃい!	3	1996		none	
name:こやま拓|name:忍ぶれど|sub:死闘!!伊賀甲賀忍者列伝	shinoburedo	main	shinoburedo	忍ぶれど	3	1990		pykakasi	
qid:Q1399083|name:しのぶれど	shinoburedo	sub	shinoburedo-2002	しのぶれど	1	2002		none	
name:ファミ通コンテンツ企画編集部|name:艦々日和	kankan-hiyori	main	kankan-hiyori	艦々日和	4	2016		none	
name:コンテンツサービスセクション|name:艦々日和|sub:艦これプレイ漫画	kankan-hiyori	sub	kankan-hiyori-2018	艦々日和	2	2018		pykakasi	
qid:Q2235128|name:BASARA	basara	main	basara	BASARA	45	1991	raillard	anilist	
name:さいふうめい|name:バサラ	basara	sub	basara-sai-2001	バサラ	2	2001	sai	anilist	
name:さがわれん|name:はだしの天使	hadashi-no-tenshi	main	hadashi-no-tenshi	はだしの天使	3	2004		pykakasi	
name:野ノ宮いと|name:はだしの天使	hadashi-no-tenshi	sub	hadashi-no-tenshi-nonomiya-2021	はだしの天使	2	2021	nonomiya	anilist	
name:さとう智子|name:放課後のお約束	houkago-no-oyakusoku	main	houkago-no-oyakusoku	放課後のお約束	2	1994	sato	anilist	
qid:Q11659711|name:放課後のお約束	houkago-no-oyakusoku	sub	houkago-no-oyakusoku-1990	放課後のお約束	1	1990		none	
name:ジープロジェクト|name:爆男	bakudan	main	bakudan	爆男	6	2004		pykakasi	
qid:Q11398700|name:ばくだん!	bakudan	sub	bakudan-kase-2011	ばくだん!	6	2011	kase	anilist	
qid:Q3325226|name:ばくだん	bakudan	sub	bakudan-1985	ばくだん	5	1985		none	
name:佐野隆|name:爆弾	bakudan	sub	bakudan-sano-2025	爆弾	3	2025	sano	anilist	
qid:Q11242326|name:BAKUDAN	bakudan	sub	bakudan-miyashita-1995	BAKUDAN	2	1995	miyashita	anilist	
name:シェイクスピア|name:ハムレット	hamlet	main	hamlet	ハムレット	4	1977		pykakasi	
qid:Q11279182|name:ハムレット	hamlet	sub	hamlet-1974	ハムレット	2	1974		pykakasi	
name:ジェリー・ダガン|name:デッドプール	deadpool-samurai	main	deadpool-samurai	デッドプール	8	2015		pykakasi	
name:植杉光|name:デッドプール:SAMURAI	deadpool-samurai	sub	deadpool-samurai-sano-2021	デッドプール:SAMURAI	3	2021	sano	anilist	
qid:Q977749|name:Quo Vadis	quo-vadis	main	quo-vadis	Quo Vadis	20	2007	saeki	anilist	
name:シェンキェヴィチ|name:クォ・ヴァディス	quo-vadis	sub	quo-vadis-2013	クォ・ヴァディス	3	2013		pykakasi	
qid:Q11584823|name:青い鳥の伝説	aoi-tori-no-densetsu	main	aoi-tori-no-densetsu	青い鳥の伝説	6	1986		none	
name:しずかかおる|name:青い鳥の伝説	aoi-tori-no-densetsu	sub	aoi-tori-no-densetsu-1989	青い鳥の伝説	4	1989		pykakasi	
name:したらなな|name:闇|sub:10年間、殺され続けた山下さん	yami	main	yami	闇	3	2022	shitaranana	anilist	
qid:Q1141948|name:闇	yami	sub	yami-2003	闇	1	2003		none	
name:しなのゆら|name:百花繚乱戦国乙女 榛名伝承編	hyakka-ryouran-sengoku-otome	main	hyakka-ryouran-sengoku-otome	百花繚乱戦国乙女 榛名伝承編	2	2009		pykakasi	
qid:Q68981997|name:百花繚乱戦国乙女	hyakka-ryouran-sengoku-otome	sub	hyakka-ryouran-sengoku-otome-2019	百花繚乱戦国乙女	1	2019		none	
name:しのとうこ|name:薬屋のひとりごと	kusuriya-no-hitorigoto	main	kusuriya-no-hitorigoto	薬屋のひとりごと	25	2018	shino	anilist	
qid:Q11275039|name:薬屋のひとりごと	kusuriya-no-hitorigoto	sub	kusuriya-no-hitorigoto-shino-2017	薬屋のひとりごと	10	2017	shino	anilist	
name:シャロン・サラ|name:笑顔の行方	egao-no-yukue	main	egao-no-yukue	笑顔の行方	2		sala	anilist	
qid:Q18545787|name:笑顔の行方	egao-no-yukue	sub	egao-no-yukue-2003	笑顔の行方	1	2003		none	
name:しらこみそ|name:戦慄の魔術師と五帝獣	senritsu-no-majutsushi-to-goteijuu	main	senritsu-no-majutsushi-to-goteijuu	戦慄の魔術師と五帝獣	10	2018	sisoe	anilist	
name:戸津秋太|name:戦慄の魔術師と五帝獣	senritsu-no-majutsushi-to-goteijuu	sub	senritsu-no-majutsushi-to-goteijuu-totsu-2025	戦慄の魔術師と五帝獣	3	2025	totsu	anilist	
name:理不尽な孫の手|name:無職転生	mushoku-tensei	main	mushoku-tensei	無職転生	9	2014	sirotaka	anilist	
name:フジカワユカ|name:無職転生	mushoku-tensei	sub	mushoku-tensei-sirotaka-2025	無職転生	3	2025	sirotaka	anilist	
name:シロタカ|name:無職転生	mushoku-tensei	sub	mushoku-tensei-sirotaka-2018	無職転生	1	2018	sirotaka	anilist	
name:シロヒト梨太|name:花を召しませ	hana-o-meshimase	main	hana-o-meshimase	花を召しませ	3	2018	shirohito	anilist	
qid:Q55973344|name:花を召しませ	hana-o-meshimase	sub	hana-o-meshimase-iwashita-2014	花を召しませ	1	2014	iwashita	anilist	
name:すあま|name:インモラル|sub:目覚めたら不倫漬けの人妻だった	immoral	main	immoral	インモラル	2	2022	cuvie	anilist	
qid:Q63536741|name:インモラル	immoral	sub	immoral-meramera-2003	インモラル	1	2003	meramera	anilist	
name:スカーレット・ベリ子|name:ジェラシー	jealousy	main	jealousy	ジェラシー	5	2017	beriko	anilist	
qid:Q11267194|name:Jealousy	jealousy	sub	jealousy-matsusaka-2005	Jealousy	1	2005	matsusaka	anilist	
name:スクウェア・エニックス|name:半熟英雄	hanjuku-eiyuu	main	hanjuku-eiyuu	半熟英雄	2	2017	enix	anilist	
qid:Q11261772|name:半熟英雄	hanjuku-eiyuu	sub	hanjuku-eiyuu-1994	半熟英雄	1	1994		none	
name:スコット・スナイダー|name:バットマン	batman	main	batman	バットマン	5	2013		pykakasi	
qid:Q731579|name:Batman|sub:child of dreams	batman	sub	batman-asamiya-2005	Batman	1	2005	asamiya	anilist	
qid:Q11423147|name:バンブーブレードビー	bamboo-blade-b	main	bamboo-blade-b	バンブーブレードビー	8	2011		pykakasi	
name:スタジオねこ|name:BAMBOO BLADE B	bamboo-blade-b	sub	bamboo-blade-b-2009	BAMBOO BLADE B	4	2009		none	
name:スタンダール|name:赤と黒	aka-to-kuro	main	aka-to-kuro	赤と黒	2	1995		pykakasi	
name:桂小町|name:赤と黒	aka-to-kuro	sub	aka-to-kuro-komachi-2017	赤と黒	2	2017	komachi	anilist	
name:せらみかる+ユーザーのみなさん|name:異世界の主役は我々だ!	isekai-no-shuyaku-wa-wareware-da	main	isekai-no-shuyaku-wa-wareware-da	異世界の主役は我々だ!	13	2017		pykakasi	
name:加茂ユウジ|name:異世界の主役は我々だ!	isekai-no-shuyaku-wa-wareware-da	sub	isekai-no-shuyaku-wa-wareware-da-kamo-2025	異世界の主役は我々だ!	2	2025	kamo	anilist	
name:ソウマトウ|name:ギリギリアウト	girigiri-out	main	girigiri-out	ギリギリアウト	6	2014	somato	anilist	
name:佐藤アキヒト|name:ギリギリアウト!	girigiri-out	sub	girigiri-out-2020	ギリギリアウト!	2	2020		pykakasi	
name:ソウマトウ|name:黒	kuro	main	kuro	黒	6	2014	somato	anilist	
qid:Q2608898|name:黒	kuro	sub	kuro-1999	黒	1	1999		none	
name:永井豪＆ダイナミックプロ|name:凄ノ王	susanoou	main	susanoou	凄ノ王	6	2000		pykakasi	
qid:Q551359|name:凄ノ王	susanoou	sub	susanoou-pro-1996	凄ノ王	2	1996	pro	anilist	
name:高木聡|name:きつねのよめいり	kitsune-no-yomeiri	main	kitsune-no-yomeiri	きつねのよめいり	7	2008	takagi	anilist	
name:ちほ|name:狐ノ嫁入リ	kitsune-no-yomeiri	sub	kitsune-no-yomeiri-sato-2015	狐ノ嫁入リ	2	2015	sato	anilist	
qid:Q418449|name:きつねのよめいり	kitsune-no-yomeiri	sub	kitsune-no-yomeiri-yoshida-1995	きつねのよめいり	1	1995	yoshida	anilist	
name:チャールズ|name:ピーナッツエッセンス	peanuts-essence	main	peanuts-essence	ピーナッツエッセンス	15	2015		pykakasi	
name:チャールズ・M.シュルツ|name:ピーナッツ・エッセンス	peanuts-essence	sub	peanuts-essence-1996	ピーナッツ・エッセンス	14	1996		pykakasi	
name:ツカモトルーム|name:子鹿物語	kojika-monogatari	main	kojika-monogatari	子鹿物語	10	1984		pykakasi	
qid:Q11461285|name:仔鹿物語	kojika-monogatari	sub	kojika-monogatari-1991	仔鹿物語	1	1991		none	
qid:Q11532096|name:ママゴト	mamagoto	main	mamagoto	ママゴト	3	2011	matsuda	anilist	
name:つづら涼|name:ママごと|sub:小学生ママと大人のムスメ	mamagoto	sub	mamagoto-tsudzura-2021	ママごと	3	2021	tsudzura	anilist	
name:デュマ・フィス|name:椿姫	tsubakihime	main	tsubakihime	椿姫	2	1996		pykakasi	
qid:Q3776935|name:椿姫	tsubakihime	sub	tsubakihime-2004	椿姫	2	2004		none	
qid:Q1050794|name:椿姫	tsubakihime	sub	tsubakihime-watanabe-2001	椿姫	1	2001	watanabe	anilist	
name:とおる|name:女装してめんどくさい事になってるネクラとヤンキーの両片想い	josou-shite-mendokusai-koto-ni-natteru-nekura-to-yankee-no-ryou-kataomoi	main	josou-shite-mendokusai-koto-ni-natteru-nekura-to-yankee-no-ryou-kataomoi	女装してめんどくさい事になってるネクラとヤンキーの両片想い	12	2019	toru	anilist	
name:とおる漫画家|name:女装してめんどくさい事になってるネクラとヤンキーの両片想い	josou-shite-mendokusai-koto-ni-natteru-nekura-to-yankee-no-ryou-kataomoi	sub	josou-shite-mendokusai-koto-ni-natteru-nekura-to-yankee-no-ryou-kataomoi-2025	女装してめんどくさい事になってるネクラとヤンキーの両片想い	2	2025		pykakasi	
name:トクヲツム|name:HAKOBUNE	hakobune	main	hakobune	HAKOBUNE	3	2017	tokuwotsumu	anilist	
name:悠木星人|name:方舟	hakobune	sub	hakobune-yuki-2024	方舟	2	2024	yuki	anilist	
qid:Q328572|name:方舟	hakobune	sub	hakobune-2000	方舟	1	2000		none	
name:とりよし|name:年下の男の子	toshishita-no-otokonoko	main	toshishita-no-otokonoko	年下の男の子	4	2019	toriyoshi	anilist	
qid:Q22128078|name:年下の男の子	toshishita-no-otokonoko	sub	toshishita-no-otokonoko-2015	年下の男の子	3	2015		pykakasi	
qid:Q11274926|name:年下の男の子	toshishita-no-otokonoko	sub	toshishita-no-otokonoko-1991	年下の男の子	1	1991		pykakasi	
name:とんぼはうす|name:ばっくれ	bakkure	main	bakkure	ばっくれ	5	1994	tonbo	anilist	
name:来賀友志|name:ばっくれ	bakkure	sub	bakkure-kuga-1990	ばっくれ	2	1990	kuga	anilist	
qid:Q11651076|name:17歳。	17-nanasai	main	17-nanasai	17歳。	3	2005	fujii	anilist	
name:なかあゆむ|name:17歳	17-nanasai	sub	17-nanasai-1989	17歳	2	1989		pykakasi	
name:夏生恒|name:誰にも言えない(秘)	dare-nimo-ienai-hi	main	dare-nimo-ienai-hi	誰にも言えない(秘)	6	2005	natsuo	anilist	
name:ナツミチハル|name:誰にも言えない(秘)	dare-nimo-ienai-hi	sub	dare-nimo-ienai-hi-chitose-2008	誰にも言えない(秘)	2	2008	chitose	anilist	
name:なま子|name:ドラマティック・アイロニー	dramatic-irony	main	dramatic-irony	ドラマティック・アイロニー	12	2017	namako	anilist	
qid:Q1191493|name:Dramatic irony	dramatic-irony	sub	dramatic-irony-fujisaki-2001	Dramatic irony	1	2001	fujisaki	anilist	
name:ナラボン|name:会話	kaiwa	main	kaiwa	会話	2	2013	narabon	anilist	
qid:Q268789|name:会話	kaiwa	sub	kaiwa-1990	会話	1	1990		none	
name:なるみなる|name:ラーメン大好き小泉さん	ramen-daisuki-koizumi-san	main	ramen-daisuki-koizumi-san	ラーメン大好き小泉さん	14	2024		pykakasi	
qid:Q11675407|name:ラーメン大好き小泉さん	ramen-daisuki-koizumi-san	sub	ramen-daisuki-koizumi-san-narumi-2014	ラーメン大好き小泉さん	13	2014	narumi	anilist	
name:ニイマルユウ|name:バックステージ!	backstage	main	backstage	バックステージ!	3	2017	okusho	anilist	
qid:Q11323688|name:バックステージ	backstage	sub	backstage-2011	バックステージ	1	2011		pykakasi	
qid:Q11388964|name:つうかあ	tsuukaa	main	tsuukaa	つうかあ	1	1997		none	
name:にこいち|name:つうかあ	tsuukaa	sub	tsuukaa-2018	つうかあ	1	2018		pykakasi	
name:大斗改|name:PHANTOM!	phantom	main	phantom	PHANTOM!	4	2004		pykakasi	
name:ニトロプラス|name:Phantom	phantom	sub	phantom-plus-2009	Phantom	3	2009	plus	anilist	
name:ひぐちにちほ|name:小春びより	koharu-hiyori	main	koharu-hiyori	小春びより	5	2002	higuchi	anilist	
qid:Q11279033|name:こはるびより	koharu-hiyori	sub	koharu-hiyori-mizuki-2004	こはるびより	5	2004	mizuki	anilist	
name:ねこうめ|name:こはる日和。	koharu-hiyori	sub	koharu-hiyori-2015	こはる日和。	4	2015		pykakasi	
name:ノアール出版|name:薔薇物語	bara-monogatari	main	bara-monogatari	薔薇物語	2	2005		pykakasi	
qid:Q11565237|name:ばら物語	bara-monogatari	sub	bara-monogatari-2008	ばら物語	2	2008		none	
name:のもまりの|name:抱きしめたい❤	dakishimetai	main	dakishimetai	抱きしめたい❤	3	1994	nomo	anilist	
qid:Q45819660|name:抱きしめたい	dakishimetai	sub	dakishimetai-hanada-2014	抱きしめたい	2	2014	hanada	anilist	
qid:Q7386178|name:抱きしめたい	dakishimetai	sub	dakishimetai-1990	抱きしめたい	1	1990		none	
name:のん|name:安達としまむら	adachi-to-shimamura	main	adachi-to-shimamura	安達としまむら	6	2019	nakatani	anilist	
name:まに|name:安達としまむら	adachi-to-shimamura	sub	adachi-to-shimamura-mani-2016	安達としまむら	3	2016	mani	anilist	
name:はいむらきよたか|name:とある科学の心理掌握(メンタルアウト)	toaru-kagaku-no-mental-out	main	toaru-kagaku-no-mental-out	とある科学の心理掌握(メンタルアウト)	3	2022	nogi	anilist	
