key	base	role	new_slug	title	vols	year	surname	sur_src	flag
qid:Q3135257|name:RIN	rin	sub	rin-arai-2006	RIN	4	2006	arai	anilist	
qid:Q8060731|name:凛!	rin	sub	rin-2003	凛!	3	2003		none	
name:大澤貞子|name:凛!	rin	sub	rin-2012	凛!	2	2012		pykakasi	
name:滝川いづみ|name:高床式少女	takayukashiki-shoujo	main	takayukashiki-shoujo	高床式少女	3	2015		pykakasi	
qid:Q2290191|name:高床式少女	takayukashiki-shoujo	sub	takayukashiki-shoujo-shiozaki-2018	高床式少女	1	2018	shiozaki	anilist	
qid:Q4675114|name:八犬伝	hakkenden	main	hakkenden	八犬伝	37	2005	abe	anilist	
name:滝沢馬琴|name:八犬伝	hakkenden	sub	hakkenden-1995	八犬伝	18	1995		pykakasi	
name:瀧川悠紀|name:エンジェルKiss	angel-kiss	main	angel-kiss	エンジェルKiss	3	2002		pykakasi	
qid:Q53764962|name:エンゼル・キス	angel-kiss	sub	angel-kiss-1999	エンゼル・キス	1	1999		none	
qid:Q965600|name:Angel・kiss	angel-kiss	sub	angel-kiss-2007	Angel・kiss	1	2007		none	
qid:Q11551946|name:ノーサイド	no-side	main	no-side	ノーサイド	7	1994		pykakasi	
name:谷口いくよ|name:ノーサイド	no-side	sub	no-side-1989	ノーサイド	4	1989		pykakasi	
name:谷川ニコ|name:ナンバーガール	number-girl	main	number-girl	ナンバーガール	3	2013	tanigawa	anilist	
qid:Q7720778|name:ナンバーガール	number-girl	sub	number-girl-2011	ナンバーガール	1	2011		none	
name:丹沢|name:あしたもゲンキ!	ashita-mo-genki	main	ashita-mo-genki	あしたもゲンキ!	3	1997		pykakasi	
qid:Q11368544|name:あしたもゲンキ!	ashita-mo-genki	sub	ashita-mo-genki-2001	あしたもゲンキ!	1	2001		none	
name:竹崎真実|name:金瓶梅	kinpeibai	main	kinpeibai	金瓶梅	38	2004	takezaki	anilist	
qid:Q1050794|name:金瓶梅	kinpeibai	sub	kinpeibai-watanabe-1995	金瓶梅	15	1995	watanabe	anilist	
qid:Q3516091|name:金瓶梅	kinpeibai	sub	kinpeibai-1988	金瓶梅	2	1988		none	
qid:Q11273362|name:マンガ三国志	manga-sangokushi	main	manga-sangokushi	マンガ三国志	6	1998		none	
name:竹川弘太郎|name:マンガ三国志	manga-sangokushi	sub	manga-sangokushi-2020	マンガ三国志	3	2020		pykakasi	
name:竹川弘太郎|name:三国志諸葛孔明	sangokushi-shokatsu-koumei	main	sangokushi-shokatsu-koumei	三国志諸葛孔明	4	2017		pykakasi	
qid:Q471103|name:三国志諸葛孔明	sangokushi-shokatsu-koumei	sub	sangokushi-shokatsu-koumei-2002	三国志諸葛孔明	2	2002		none	
name:竹川弘太郎|name:諸葛孔明	shokatsu-koumei	main	shokatsu-koumei	諸葛孔明	5	2000		pykakasi	
qid:Q11459645|name:諸葛孔明	shokatsu-koumei	sub	shokatsu-koumei-1993	諸葛孔明	1	1993		none	
qid:Q471103|name:諸葛孔明	shokatsu-koumei	sub	shokatsu-koumei-1996	諸葛孔明	1	1996		none	
name:竹内ゆかり|name:KISS ME	kiss-me	main	kiss-me	KISS ME	2	1991		pykakasi	
qid:Q11280450|name:Kiss me	kiss-me	sub	kiss-me-1999	Kiss me	1	1999		none	
name:茶谷るみ|name:スクラッチ!!	scratch	main	scratch	スクラッチ!!	2	2012	kitsuneya	anilist	
qid:Q555822|name:SCRATCH!	scratch	sub	scratch-2006	SCRATCH!	1	2006		none	
qid:Q11617985|name:銀の鬼	gin-no-oni	main	gin-no-oni	銀の鬼	6	2006	saki	anilist	
name:茶木宏実|name:銀の鬼	gin-no-oni	sub	gin-no-oni-1986	銀の鬼	5	1986		pykakasi	
qid:Q3519218|name:TOUGH	tough	main	tough	TOUGH	38	2004		pykakasi	
name:中原裕|name:タフ	tough	sub	tough-nakahara-1991	タフ	5	1991	nakahara	anilist	
qid:Q11665935|name:Tough!	tough	sub	tough-1995	Tough!	1	1995		none	
name:中原裕|name:トキオ	tokio	main	tokio	トキオ	6	1992	nakahara	anilist	
qid:Q11420594|name:時男	tokio	sub	tokio-2012	時男	4	2012		none	
qid:Q11559340|name:小煌女	shoukoujo	main	shoukoujo	小煌女	5	2010		none	
name:中川佳子|name:小公女	shoukoujo	sub	shoukoujo-nakagawa-1983	小公女	2	1983	nakagawa	anilist	
qid:Q1050794|name:小公女	shoukoujo	sub	shoukoujo-1996	小公女	1	1996		none	
name:中村卯月|name:不純異性交遊	fujun-isei-kouyuu	main	fujun-isei-kouyuu	不純異性交遊	3	2007	nakamura	anilist	
qid:Q11673381|name:不純異性交遊	fujun-isei-kouyuu	sub	fujun-isei-kouyuu-kino-2001	不純異性交遊	1	2001	kino	anilist	
qid:Q3778019|name:アシュラ	asura	main	asura	アシュラ	12	1972	akiyama	anilist	
qid:Q11619700|name:アスラ	asura	sub	asura-1986	アスラ	5	1986		none	
name:中村理恵|name:ASURA	asura	sub	asura-nakamura-2009	ASURA	3	2009	nakamura	anilist	
name:中村理恵|name:白虹	hakkou	main	hakkou	白虹	4	2005	nakamura	anilist	
qid:Q11652142|name:白虹	hakkou	sub	hakkou-1985	白虹	1	1985		none	
name:中村茉莉子|name:女王蜂	jooubachi	main	jooubachi	女王蜂	2	2023	nakamura	anilist	
qid:Q11317653|name:女王蜂	jooubachi	sub	jooubachi-1989	女王蜂	1	1989		none	
qid:Q8062652|name:女王蜂	jooubachi	sub	jooubachi-1998	女王蜂	1	1998		none	
name:中尾雄吉|name:ごんたくれ	gontakure	main	gontakure	ごんたくれ	6	1983		pykakasi	
name:木山道明|name:ごんたくれ	gontakure	sub	gontakure-1994	ごんたくれ	3	1994		pykakasi	
name:蔦二郎|name:ゴンタクレ	gontakure	sub	gontakure-1997	ゴンタクレ	2	1997		pykakasi	
name:中野きゆ美|name:ラブ・オール	love-all	main	love-all	ラブ・オール	4	1989		pykakasi	
qid:Q17158819|name:ラブオール!	love-all	sub	love-all-sako-2010	ラブオール!	3	2010	sako	anilist	
name:仲垣友恵|name:蜂蜜少年	hachimitsu-shounen	main	hachimitsu-shounen	蜂蜜少年	2	2008	nakagaki	anilist	
qid:Q11414350|name:はちみつ少年	hachimitsu-shounen	sub	hachimitsu-shounen-nakagaki-2003	はちみつ少年	1	2003	nakagaki	anilist	
name:張敏賢|name:無敵の人	muteki-no-hito	main	muteki-no-hito	無敵の人	3	2016	kaitani	anilist	
qid:Q11264875|name:無敵の人	muteki-no-hito	sub	muteki-no-hito-kizuki-2019	無敵の人	3	2019	kizuki	anilist	
name:長友健篩|name:HOT MILK	hot-milk	main	hot-milk	HOT MILK	2	2000	nagatomo	anilist	
qid:Q11263853|name:ホットミルク	hot-milk	sub	hot-milk-2005	ホットミルク	1	2005		none	
qid:Q4831816|name:Hot Milk	hot-milk	sub	hot-milk-komura-2009	Hot Milk	1	2009	komura	anilist	
qid:Q602746|name:ヘルハウンド	hellhound	main	hellhound	ヘルハウンド	6	2022	minagawa	anilist	
name:長友良充|name:HELLHOUND	hellhound	sub	hellhound-2001	HELLHOUND	3	2001		pykakasi	
qid:Q6203085|name:ヘルハウンド	hellhound	sub	hellhound-2018	ヘルハウンド	2	2018		none	
name:津寺里可子|name:SUN	sun	main	sun	SUN	4	2002		pykakasi	
qid:Q16263692|name:Sun	sun	sub	sun-1996	Sun	2	1996		none	
name:津田ひろみ|name:痛み	itami	main	itami	痛み	2			pykakasi	
qid:Q9332488|name:いたみ	itami	sub	itami-1998	いたみ	1	1998		none	
qid:Q27286|name:ライオット	riot	main	riot	ライオット	2	1993	shiki	anilist	
name:塚田ゆうた|name:RIOT	riot	sub	riot-tsukada-2025	RIOT	2	2025	tsukada	anilist	
qid:Q11503752|name:RIOT	riot	sub	riot-shinda-1989	RIOT	1	1989	shinda	anilist	
qid:Q11619414|name:ひまわりさん	himawari-san	main	himawari-san	ひまわりさん	12	2011	sugano	anilist	
name:鶴田一文|name:ひまわりさん	himawari-san	sub	himawari-san-2003	ひまわりさん	3	2003		pykakasi	
name:田原成貴|name:Jockey	jockey	main	jockey	Jockey	2	1996		pykakasi	
qid:Q11386858|name:ジョッキー	jockey	sub	jockey-2011	ジョッキー	1	2011		none	
qid:Q11470637|name:ジャイアント	giant	main	giant	ジャイアント	9	2002	yamada	anilist	
name:田口孝敏|name:ジャイアント	giant	sub	giant-1984	ジャイアント	5	1984		pykakasi	
qid:Q11589660|name:チェンジザワールド|sub:今日から殺人鬼	change-the-world	main	change-the-world	チェンジザワールド	5	2018		pykakasi	
name:田川とまた|name:CHANGE THE WORLD	change-the-world	sub	change-the-world-chiyoda-2025	CHANGE THE WORLD	4	2025	chiyoda	anilist	
qid:Q2526458|name:恋物語	koi-monogatari	main	koi-monogatari	恋物語	14	1991	saito	anilist	
name:田倉トヲル|name:こいものがたり	koi-monogatari	sub	koi-monogatari-tagura-2015	こいものがたり	2	2015	tagura	anilist	
name:田沢みん|name:溺愛シンデレラ	dekiai-cinderella	main	dekiai-cinderella	溺愛シンデレラ	2	2025		pykakasi	
qid:Q11539567|name:溺愛シンデレラ|sub:没落令嬢のわたしに2人の貴族から熱烈求婚	dekiai-cinderella	sub	dekiai-cinderella-2020	溺愛シンデレラ	1	2020		none	
name:木村えいじ|name:達磨	daruma	main	daruma	達磨	16	1990	kimura	anilist	
name:田中誠一|name:達摩	daruma	sub	daruma-tanaka-2004	達摩	2	2004	tanaka	anilist	
qid:Q271250|name:サファイア	sapphire	main	sapphire	サファイア	4	2008		pykakasi	
name:田中夕子|name:サファイア	sapphire	sub	sapphire-1992	サファイア	2	1992		pykakasi	
qid:Q1728282|name:サファイア	sapphire	sub	sapphire-1994	サファイア	1	1994		none	
name:兎山もなか|name:Sex drive	sex-drive	main	sex-drive	Sex drive	3	2022	toyama	anilist	
qid:Q11274760|name:Sex Drive	sex-drive	sub	sex-drive-nishimaki-2011	Sex Drive	1	2011	nishimaki	anilist	
name:土屋計|name:エンマ	enma	main	enma	エンマ	8	2008	nonoyama	anilist	
qid:Q3325226|name:えんま	enma	sub	enma-2025	えんま	1	2025		none	
qid:Q11496824|name:東京・心中	tokyo-shinjuu	main	tokyo-shinjuu	東京・心中	4	2007	ogi	anilist	
name:東宮千子|name:東京心中	tokyo-shinjuu	sub	tokyo-shinjuu-tomiya-1986	東京心中	2	1986	tomiya	anilist	
qid:Q60176447|name:東京心中	tokyo-shinjuu	sub	tokyo-shinjuu-2013	東京心中	2	2013		pykakasi	
name:東西|name:異世界でスキルを解体したらチートな嫁が増殖しました	isekai-de-skill-o-kaitai-shitara-cheat-na-yome-ga-zoushoku-shimashita	main	isekai-de-skill-o-kaitai-shitara-cheat-na-yome-ga-zoushoku-shimashita	異世界でスキルを解体したらチートな嫁が増殖しました	12	2018	tozai	anilist	
qid:Q59135109|name:異世界でスキルを解体したらチートな嫁が増殖しました	isekai-de-skill-o-kaitai-shitara-cheat-na-yome-ga-zoushoku-shimashita	sub	isekai-de-skill-o-kaitai-shitara-cheat-na-yome-ga-zoushoku-shimashita-2025	異世界でスキルを解体したらチートな嫁が増殖しました	2	2025		pykakasi	
qid:Q3234503|name:ホイッスル!	whistle	main	whistle	ホイッスル!	39	1998	yoda	anilist	
name:湯舟敏朗|name:ホイッスル	whistle	sub	whistle-yuasa-1993	ホイッスル	13	1993	yuasa	anilist	
name:湯沢直子|name:毎日がスキャンダル	mainichi-ga-scandal	main	mainichi-ga-scandal	毎日がスキャンダル	2	1996	naoko	anilist	
qid:Q108776995|name:毎日がスキャンダル	mainichi-ga-scandal	sub	mainichi-ga-scandal-1983	毎日がスキャンダル	1	1983		none	
name:藤丸あらた|name:シノギ	shinogi	main	shinogi	シノギ	2	2002		pykakasi	
qid:Q3812501|name:鎬	shinogi	sub	shinogi-2012	鎬	1	2012		none	
name:藤子・F・不二雄プロ|name:大長編ドラえもん	dai-chouhen-doraemon	main	dai-chouhen-doraemon	大長編ドラえもん	4	1999		pykakasi	
qid:Q17572|name:大長編ドラエもん	dai-chouhen-doraemon	sub	dai-chouhen-doraemon-1984	大長編ドラエもん	1	1984		pykakasi	
name:藤子不二雄|name:魔太郎がくる!!	matarou-ga-kuru	main	matarou-ga-kuru	魔太郎がくる!!	30	1973	fujiko	anilist	
qid:Q7784543|name:魔太郎がくる!!	matarou-ga-kuru	sub	matarou-ga-kuru-2020	魔太郎がくる!!	2	2020		pykakasi	
name:藤子不二雄|name:ウルトラB	ultra-b	main	ultra-b	ウルトラB	9	1984	fujiko	anilist	
qid:Q7784543|name:ウルトラB	ultra-b	sub	ultra-b-1988	ウルトラB	3	1988		none	
name:藤子不二雄|name:オバケのQ太郎	obake-no-qtarou	main	obake-no-qtarou	オバケのQ太郎	39	1969	fujiko	anilist	
qid:Q17572|name:オバケのQ太郎	obake-no-qtarou	sub	obake-no-qtarou-2009	オバケのQ太郎	24	2009		none	
name:藤子不二雄|name:キテレツ大百科	kiteretsu-daihyakka	main	kiteretsu-daihyakka	キテレツ大百科	7	1977	fujiko	anilist	
qid:Q17572|name:キテレツ大百科	kiteretsu-daihyakka	sub	kiteretsu-daihyakka-1995	キテレツ大百科	7	1995		pykakasi	
name:藤子不二雄|name:シルバー・クロス	silver-cross	main	silver-cross	シルバー・クロス	10	1976	fujiko	anilist	
qid:Q7784543|name:シルバークロス	silver-cross	sub	silver-cross-2003	シルバー・クロス	2	2003		none	
qid:Q17572|name:パーマン	perman	main	perman	パーマン	34	1988		pykakasi	
name:藤子不二雄|name:パーマン	perman	sub	perman-fujiko-1979	パーマン	21	1979	fujiko	anilist	
name:藤子不二雄|name:バケルくん	bakeru-kun	main	bakeru-kun	バケルくん	7	1978	fujiko	anilist	
qid:Q17572|name:バケルくん	bakeru-kun	sub	bakeru-kun-2005	バケルくん	6	2005		pykakasi	
name:藤子不二雄|name:怪物くん	kaibutsu-kun	main	kaibutsu-kun	怪物くん	54	1968	fujiko	anilist	
qid:Q7784543|name:怪物くん	kaibutsu-kun	sub	kaibutsu-kun-1988	怪物くん	35	1988		pykakasi	
name:藤子不二雄|name:海の王子	umi-no-ouji	main	umi-no-ouji	海の王子	11	1960	fujiko	anilist	
qid:Q17572|name:海の王子	umi-no-ouji	sub	umi-no-ouji-2009	海の王子	3	2009		none	
name:藤子不二雄|name:黒ベエ	kurobee	main	kurobee	黒ベエ	6	1971	fujiko	anilist	
qid:Q7784543|name:黒ベエ	kurobee	sub	kurobee-2002	黒ベエ	2	2002		none	
name:藤並みなと|name:厨病激発ボーイ|sub:ヒーロー部活動記録	chuubyou-gekihatsu-boy	main	chuubyou-gekihatsu-boy	厨病激発ボーイ	2	2019		pykakasi	
qid:Q11620798|name:厨病激発ボーイ	chuubyou-gekihatsu-boy	sub	chuubyou-gekihatsu-boy-rerulili-2017	厨病激発ボーイ	1	2017	rerulili	anilist	
qid:Q11476320|name:THE STAR	the-star	main	the-star	THE STAR	5	1987		pykakasi	
qid:Q3776935|name:THE☆STAR	the-star	sub	the-star-1981	THE☆STAR	1	1981		none	
name:毒液|name:Boys Love	boys-love	main	boys-love	Boys Love	5	2022		pykakasi	
qid:Q11530825|name:ボーイズラブ!	boys-love	sub	boys-love-2016	ボーイズラブ!	3	2016		pykakasi	
qid:Q9046266|name:BOYS LOVE	boys-love	sub	boys-love-tachibana-2007	BOYS LOVE	1	2007	tachibana	anilist	
name:凪原ナツ|name:おかん	okan	main	okan	おかん	2	2005		pykakasi	
qid:Q11280195|name:おかん	okan	sub	okan-moriyama-2007	おかん	1	2007	moriyama	anilist	
qid:Q11379645|name:母姦。	okan	sub	okan-izawa-2009	母姦。	1	2009	izawa	anilist	
qid:Q18991431|name:おかん	okan	sub	okan-2011	おかん	1	2011		none	
name:南澤久佳|name:魔法使い養成専門マジックスター学院	mahoutsukai-yousei-senmon-magic-star-gakuin	main	mahoutsukai-yousei-senmon-magic-star-gakuin	魔法使い養成専門マジックスター学院	3	2001	minamisawa	anilist	
name:南澤ミヅキ|name:魔法使い養成専門マジックスター学院	mahoutsukai-yousei-senmon-magic-star-gakuin	sub	mahoutsukai-yousei-senmon-magic-star-gakuin-1999	魔法使い養成専門マジックスター学院	2	1999		pykakasi	
qid:Q8979654|name:ファラウェイ	faraway	main	faraway	ファラウェイ	2	1991	kurashina	anilist	
name:日の出ハイム|name:ファーラウェー	faraway	sub	faraway-hinode-2005	ファーラウェー	2	2005	hinode	anilist	
name:日野原|name:おうちへかえろう|sub:猫耳オメガバース	ouchi-e-kaerou	main	ouchi-e-kaerou	おうちへかえろう	3	2019	hinohara	anilist	
qid:Q11480141|name:おうちへ帰ろう。	ouchi-e-kaerou	sub	ouchi-e-kaerou-ichikawa-2007	おうちへ帰ろう。	1	2007	ichikawa	anilist	
qid:Q1335558|name:万事快調	banji-kaichou	main	banji-kaichou	万事快調	2	2000	kago	anilist	
name:波木銅|name:万事快調	banji-kaichou	sub	banji-kaichou-do-2025	万事快調	2	2025	do	anilist	
qid:Q1049526|name:ヤマトタケル	yamato-takeru	main	yamato-takeru	ヤマトタケル	9	2013	yasuhiko	anilist	
qid:Q11453205|name:ヤマト猛る!	yamato-takeru	sub	yamato-takeru-2002	ヤマト猛る!	6	2002		none	
name:梅原猛|name:ヤマトタケル	yamato-takeru	sub	yamato-takeru-yamagishi-1988	ヤマトタケル	4	1988	yamagishi	anilist	
qid:Q11270858|name:ヤマトタケル	yamato-takeru	sub	yamato-takeru-1994	ヤマトタケル	1	1994		none	
qid:Q18545836|name:ブラッディ〔クロス〕メアリー	bloody-mary	main	bloody-mary	ブラッディ〔クロス〕メアリー	11	2014	samamiya	anilist	
qid:Q3532202|name:Bloody Mary	bloody-mary	sub	bloody-mary-kishi-2003	Bloody Mary	4	2003	kishi	anilist	
name:白泉社|name:ブラッディ・マリィ	bloody-mary	sub	bloody-mary-1984	ブラッディ・マリィ	2	1984		pykakasi	
qid:Q11278399|name:ブラディ・マリー	bloody-mary	sub	bloody-mary-1997	ブラディ・マリー	1	1997		none	
qid:Q5362298|name:東京のカサノバ	tokyo-no-casanova	main	tokyo-no-casanova	東京のカサノバ	4	1984	kuramochi	anilist	
name:白泉社|name:東京のカサノバ	tokyo-no-casanova	sub	tokyo-no-casanova-2	東京のカサノバ	0			pykakasi	DEFER_V0_STUB
name:八重咲馨|name:アクエリアンエイジ	akuerian-age	main	akuerian-age	アクエリアンエイジ	2	2002		pykakasi	
qid:Q999229|name:アクエリアンエイジ	akuerian-age	sub	akuerian-age-2004	アクエリアンエイジ	1	2004		none	
name:半村良|name:戦国自衛隊	sengoku-jieitai	main	sengoku-jieitai	戦国自衛隊	13	1976	hanmaru	anilist	
qid:Q3135258|name:戦国自衛隊	sengoku-jieitai	sub	sengoku-jieitai-2014	戦国自衛隊	6	2014		none	
qid:Q11546024|name:トリガー	trigger	main	trigger	トリガー	3	2020	itakura	anilist	
qid:Q6883357|name:トリガー	trigger	sub	trigger-1996	トリガー	1	1996		pykakasi	
name:飛川ゆり子|name:風の王国	kaze-no-oukoku	main	kaze-no-oukoku	風の王国	3	2001		pykakasi	
qid:Q11458108|name:風の王国	kaze-no-oukoku	sub	kaze-no-oukoku-1988	風の王国	2	1988		none	
name:美桜せりな|name:とはずがたり	towazugatari	main	towazugatari	とはずがたり	3	2008	mio	anilist	
qid:Q437849|name:とはずがたり	towazugatari	sub	towazugatari-1995	とはずがたり	2	1995		none	
name:美桜せりな|name:わたしの先生	watashi-no-sensei	main	watashi-no-sensei	わたしの先生	3	2017	mio	anilist	
qid:Q11460454|name:わたしのせんせい	watashi-no-sensei	sub	watashi-no-sensei-ogawa-2008	わたしのせんせい	1	2008	ogawa	anilist	
name:美里繚子|name:蜜の味	mitsu-no-aji	main	mitsu-no-aji	蜜の味	6	1992	misato	anilist	
qid:Q1050794|name:蜜の味	mitsu-no-aji	sub	mitsu-no-aji-watanabe-1982	蜜の味	2	1982	watanabe	anilist	
qid:Q11387986|name:蜜ノ味	mitsu-no-aji	sub	mitsu-no-aji-2012	蜜ノ味	1	2012		none	
name:美和卯月|name:エンジェルブラッド	angel-blood	main	angel-blood	エンジェルブラッド	3	1994		pykakasi	
qid:Q1085764|name:A+B-エンジェル+ブラッド-	angel-blood	sub	angel-blood-abeno-2013	A+B-エンジェル+ブラッド-	2	2013	abeno	anilist	
name:姫野くみ|name:Hearts	hearts	main	hearts	Hearts	3	1988	himeno	anilist	
qid:Q2235128|name:Hearts	hearts	sub	hearts-1996	Hearts	1	1996		pykakasi	
name:百田尚樹|name:ボックス!	box	main	box	ボックス!	4	2011	oba	anilist	
qid:Q7046075|name:Box	box	sub	box-rokuda-2002	Box	3	2002	rokuda	anilist	
qid:Q1332841|name:BOX	box	sub	box-1991	BOX	2	1991		none	
qid:Q11382765|name:BOX!	box	sub	box-2015	BOX!	2	2015		none	
qid:Q3814177|name:ライジング!	rising	main	rising	ライジング!	7	2000	himuro	anilist	
qid:Q9215775|name:ライジング!!	rising	sub	rising-1995	ライジング!!	5	1995		none	
qid:Q7827779|name:RISING	rising	sub	rising-1989	RISING	1	1989		none	
qid:Q11583263|name:Friends	friends	main	friends	Friends	5	1992		none	
name:富士見倫|name:フレンズ	friends	sub	friends-fujimi-2024	フレンズ	3	2024	fujimi	anilist	
name:富野喜幸|name:機動戦士ガンダムⅢめぐりあい宇宙編	mobile-suit-gundam-3	main	mobile-suit-gundam-3	機動戦士ガンダムⅢめぐりあい宇宙編	5	1982		pykakasi	
qid:Q1049526|name:機動戦士ガンダム3	mobile-suit-gundam-3	sub	mobile-suit-gundam-3-1999	機動戦士ガンダム3	5	1999		none	
name:富野由悠季|name:機動新世紀ガンダムX	mobile-shinseiki-gundam-ekkusu	main	mobile-shinseiki-gundam-ekkusu	機動新世紀ガンダムX	3	2005	tomino	anilist	
qid:Q6455142|name:機動新世紀ガンダムX	mobile-shinseiki-gundam-ekkusu	sub	mobile-shinseiki-gundam-ekkusu-2005	機動新世紀ガンダムX	3	2005		none	
name:武田史子|name:手塚治虫「戦争漫画」傑作選	tezuka-osamu-sensou-manga-kessakusen	main	tezuka-osamu-sensou-manga-kessakusen	手塚治虫「戦争漫画」傑作選	2	2007		pykakasi	
qid:Q193300|name:手塚治虫「戦争漫画」傑作選	tezuka-osamu-sensou-manga-kessakusen	sub	tezuka-osamu-sensou-manga-kessakusen-2	手塚治虫「戦争漫画」傑作選	0			none	DEFER_V0_STUB
qid:Q15782267|name:累	kasane	main	kasane	累	13	2013	kobayashi	anilist	
name:武田裕明|name:累	kasane	sub	kasane-2007	累	2	2007		pykakasi	
qid:Q1016880|name:HEAT	heat	main	heat	Heat	4	2024		pykakasi	
qid:Q11454794|name:Heat	heat	sub	heat-makoto-2005	Heat	1	2005	makoto	anilist	
name:風吹蘭|name:TOMORROW	tomorrow	main	tomorrow	TOMORROW	2	1997		pykakasi	
qid:Q11497486|name:Tomorrow	tomorrow	sub	tomorrow-orihara-1999	Tomorrow	1	1999	orihara	anilist	
qid:Q11539842|name:TOMORROW	tomorrow	sub	tomorrow-umetaro-2004	TOMORROW	1	2004	umetaro	anilist	
qid:Q17214587|name:ファイブ	five	main	five	ファイブ	28	2004	furukawa	anilist	
name:平山讓|name:ファイブ	five	sub	five-2007	ファイブ	5	2007		pykakasi	
name:平野俊弘|name:吸血姫	kyuuketsuki	main	kyuuketsuki	吸血姫	5	2010	kakinochi	anilist	
qid:Q2661273|name:吸血鬼	kyuuketsuki	sub	kyuuketsuki-2005	吸血鬼	1	2005		none	
qid:Q11515375|name:招かれざる客	manekarezaru-kyaku	main	manekarezaru-kyaku	招かれざる客	4	1996		none	
name:別府マコト|name:招かれざる客	manekarezaru-kyaku	sub	manekarezaru-kyaku-miki-2021	招かれざる客	4	2021	miki	anilist	
qid:Q1504165|name:ピンポン	ping-pong	main	ping-pong	ピンポン	22	1996	matsumoto	anilist	
name:片岡誉晴|name:ピングポング	ping-pong	sub	ping-pong-kataoka-2025	ピングポング	2	2025	kataoka	anilist	
qid:Q274010|name:ラスト・ワルツ	last-waltz	main	last-waltz	ラスト・ワルツ	2	1999		none	
qid:Q11476984|name:ラスト・ワルツ	last-waltz	sub	last-waltz-2002	ラスト・ワルツ	2	2002		none	
name:片倉アコ|name:ラストワルツ	last-waltz	sub	last-waltz-katakura-2016	ラストワルツ	2	2016	katakura	anilist	
qid:Q975235|name:ラストワルツ	last-waltz	sub	last-waltz-1987	ラストワルツ	1	1987		none	
name:鳳巳乱|name:Blue blood	blue-blood	main	blue-blood	Blue blood	5	1992		pykakasi	
qid:Q11359147|name:Blue blood	blue-blood	sub	blue-blood-2000	Blue blood	2	2000		none	
qid:Q11644656|name:チャンス	chance	main	chance	チャンス	4	1983	satomi	anilist	
qid:Q48762179|name:チャンス!	chance	sub	chance-1987	チャンス!	3	1987		none	
name:北川悦吏子|name:チャンス!	chance	sub	chance-kitagawa-1993	チャンス!	2	1993	kitagawa	anilist	
qid:Q11280180|name:チャンス!	chance	sub	chance-1996	チャンス!	2	1996		none	
name:本間仁助|name:イチカバチカ	ichika-bachika	main	ichika-bachika	イチカバチカ	6	2025	honma	anilist	
qid:Q128840997|name:イチカバチカ	ichika-bachika	sub	ichika-bachika-2014	イチカバチカ	1	2014		pykakasi	
qid:Q11413524|name:ピース!	peace	main	peace	ピース!	2	1997	yoshida	anilist	
name:摩周子|name:PEACE	peace	sub	peace-mashuko	PEACE	2		mashuko	anilist	DEFER_YEAR_MISSING
qid:Q3335262|name:ピース!	peace	sub	peace-yamada-1986	ピース!	1	1986	yamada	anilist	
qid:Q11543862|name:Peace	peace	sub	peace-2004	Peace	1	2004		none	
qid:Q3776935|name:パンドラ	pandora	main	pandora	パンドラ	5	1984		none	
qid:Q11512253|name:パンドラ	pandora	sub	pandora-yoshinaga-1995	パンドラ	3	1995	yoshinaga	anilist	
name:麻刀城ひとみ|name:パンドラ	pandora	sub	pandora-1992	パンドラ	2	1992		pykakasi	
qid:Q9036516|name:Pandora	pandora	sub	pandora-shibata-2004	Pandora	1	2004	shibata	anilist	
qid:Q11275100|name:パンドラ	pandora	sub	pandora-nemu-2010	パンドラ	1	2010	nemu	anilist	
qid:Q11260291|name:ヤミツキ|sub:いのりの心霊日記	yamitsuki	main	yamitsuki	ヤミツキ	2	2018		none	
name:箕田海道|name:病月	yamitsuki	sub	yamitsuki-lait-2020	病月	2	2020	lait	anilist	
name:夢枕獏|name:餓狼伝	garouden	main	garouden	餓狼伝	76	1996	yumemakura	anilist	
qid:Q723853|name:餓狼伝	garouden	sub	garouden-yumemakura-1990	餓狼伝	3	1990	yumemakura	anilist	
name:夢枕獏|name:空海	kuukai	main	kuukai	空海	2	2018	yumemakura	anilist	
qid:Q11364491|name:空海	kuukai	sub	kuukai-2	空海	1			none	DEFER_YEAR_MISSING
name:夢枕獏|name:大帝の剣	taitei-no-ken	main	taitei-no-ken	大帝の剣	5	2008	yumemakura	anilist	
qid:Q17220983|name:大帝の剣	taitei-no-ken	sub	taitei-no-ken-2013	大帝の剣	4	2013		pykakasi	
qid:Q48753172|name:ブラックガルド	black-guard	main	black-guard	ブラックガルド	5	2020	hanada	anilist	
name:霧島珠樹|name:Black guard	black-guard	sub	black-guard-1997	Black guard	2	1997		pykakasi	
qid:Q597117|name:妖	you	main	you	妖	4	2000	mato	anilist	
name:霧島珠樹|name:妖	you	sub	you-1996	妖	2	1996		pykakasi	
qid:Q749265|name:陽	you	sub	you-2003	陽	1	2003		none	
qid:Q11522166|name:キリエ	kyrie	main	kyrie	キリエ	2	2002		none	
name:冥花すゐ|name:Kyrie|sub:呪われた蛇	kyrie	sub	kyrie-kuraka-2018	Kyrie	2	2018	kuraka	anilist	
name:明治カナ子|name:のこのこ	nokonoko	main	nokonoko	のこのこ	2	2019	meiji	anilist	
