slug	title	std_vols	publishers	majority	minority_detail	minority_vols
koushakuke-ni-umarete-shonichi-ni-atotsugi-shikkaku-no-rakuin-o-osaremashita-ga-kyou-mo-genki-ni	公爵家に生まれて初日に跡継ぎ失格の烙印を押されましたが今日も元気に生きてます!	5	星雲社(発売):3 | 星雲社:2	星雲社(発売)	星雲社=[4, 5]	[4, 5]
kyuuketsuki	吸血姫	5	ソフトバンククリエイティブ:4 | ほるぷ出版:1	ソフトバンククリエイティブ	ほるぷ出版=[5]	[5]
machigai-shoukan	間違い召喚!	5	星雲社:3 | 星雲社(発売):2	星雲社	星雲社(発売)=[1, 2]	[1, 2]
mahoutsukai-no-konyakusha	魔法使いの婚約者	5	KADOKAWA:4 | 講談社:1	KADOKAWA	講談社=[5]	[5]
momotarou-kun-wa-iu-koto-o-kikanai	桃太郎くんは言うコトをきかない	5	LINEDigitalFrontier:4 | LINE:1	LINEDigitalFrontier	LINE=[1]	[1]
motto-oji-san-to-marshmallow	もっと!おじさんとマシュマロ	5	一迅社:4 | 講談社:1	一迅社	講談社=[4]	[4]
moudoku-no-kuchizuke	猛毒のくちづけ	5	青泉社:4 | 秋水社(発行元):1	青泉社	秋水社(発行元)=[1]	[1]
musashinosen-no-shimai	武蔵野線の姉妹	5	ソフトバンククリエイティブ:4 | ほるぷ出版:1	ソフトバンククリエイティブ	ほるぷ出版=[5]	[5]
nindan	妊男	5	星雲社:4 | 星雲社(発売):1	星雲社	星雲社(発売)=[5]	[5]
ningyo-no-mitsu-wa-amaku-shitataru	人魚の蜜は甘く滴る	5	大都社:4 | 大都社(発売):1	大都社	大都社(発売)=[1]	[1]
nochi-no-fuufu-dearu	後の夫婦である	5	星雲社:3 | 星雲社(発売):2	星雲社	星雲社(発売)=[1, 2]	[1, 2]
odd-taxi	オッドタクシー	5	ポニーキャニオン:3 | 小学館:2	ポニーキャニオン	小学館=[1, 5]	[1, 5]
oedo-shitamachi-komoridou	大江戸下町こもり堂	5	宙出版:3 | ジャイブ:2	宙出版	ジャイブ=[4, 5]	[4, 5]
oji-san-to-marshmallow	おじさんとマシュマロ	5	一迅社:4 | 講談社:1	一迅社	講談社=[4]	[4]
omae-ni-dakareru-nante-kiitenai	お前に抱かれるなんて聞いてない!	5	日販アイ・ピー・エス(発売):3 | 日販アイ・ピー・エス:2	日販アイ・ピー・エス(発売)	日販アイ・ピー・エス=[5, 6]	[5, 6]
omae-no-subete-o-dakitsukusu	お前のすべてを抱き尽くす	5	日販アイ・ピー・エス(発売):4 | 日販アイ・ピー・エス:1	日販アイ・ピー・エス(発売)	日販アイ・ピー・エス=[1]	[1]
ore-ni-sosogareru-nante-arigataku-omoeyo	俺に注がれるなんてありがたく思えよ?	5	星雲社(発売):3 | 星雲社:2	星雲社(発売)	星雲社=[1, 2]	[1, 2]
ore-wa-kimi-ni-yokujou-shimakuru-hentai-desu	俺はキミに欲情しまくる変態です…	5	viviON:3 | viviONviviONTHOTH:2	viviON	viviONviviONTHOTH=[4, 5]	[4, 5]
pet-shop-obu-horaazu	Petshop of Horrors パサージュ編	5	ハーパーコリンズ・ジャパン:3 | ハーレクイン:2	ハーパーコリンズ・ジャパン	ハーレクイン=[1, 2]	[1, 2]
qt-t	qtμt	5	LINEDigitalFrontier:3 | スクウェア・エニックス:2	LINEDigitalFrontier	スクウェア・エニックス=[1, 2]	[1, 2]
raijin-to-riiman	雷神とリーマン	5	リブレ:4 | リブレ出版:1	リブレ	リブレ出版=[1]	[1]
rinjin-o-maiseyo	隣人を妹 (まい) せよ!	5	講談社:4 | 一迅社:1	講談社	一迅社=[4]	[4]
rule-ihan-wa-asa-made-eichi	ルール違反は朝までH!?	5	日販アイ・ピー・エス(発売):4 | 日販アイ・ピー・エス:1	日販アイ・ピー・エス(発売)	日販アイ・ピー・エス=[5]	[5]
sengokuhime	戦極姫	5	ほるぷ出版:3 | ソフトバンククリエイティブ:2	ほるぷ出版	ソフトバンククリエイティブ=[1, 2]	[1, 2]
shitsuren-etchi-no-aite-wa-joushi	失恋エッチの相手は…上司!?	5	日販アイ・ピー・エス(発売):3 | 日販アイ・ピー・エス:2	日販アイ・ピー・エス(発売)	日販アイ・ピー・エス=[1, 5]	[1, 5]
sore-ga-seiyuu	それが声優!	5	一迅社:4 | 講談社:1	一迅社	講談社=[5]	[5]
souda-oji-san-to-marshmallow	そうだ!おじさんとマシュマロ	5	一迅社:4 | 講談社:1	一迅社	講談社=[4]	[4]
souzou-mahou-o-oboete-bannou-de-saikyou-ni-narimashita	〈創造魔法〉を覚えて、万能で最強になりました。	5	星雲社(発売):2 | 星雲社:2	星雲社(発売)	星雲社=[3, 5]	[3, 5]
takane-no-hanao-kun	高嶺の花男くん	5	日販アイ・ピー・エス(発売):4 | 日販アイ・ピー・エス:1	日販アイ・ピー・エス(発売)	日販アイ・ピー・エス=[5]	[5]
tensei-youjo-shinjuu-to-ouji-to-saikyou-no-oji-san-youheidan-no-naka-de-ikiru	転生幼女。神獣と王子と、最強のおじさん傭兵団の中で生きる。	5	星雲社:3 | 星雲社(発売):2	星雲社	星雲社(発売)=[1, 2]	[1, 2]
tensei-youjo-wa-owabi-cheat-de-isekai-going-my-way	転生幼女はお詫びチートで異世界ごーいんぐまいうぇい	5	星雲社:4 | 星雲社(発売):1	星雲社	星雲社(発売)=[1]	[1]
to-heart-2-2005	To heart 2	5	スクウェア・エニックス:2 | KADOKAWA:1	スクウェア・エニックス	KADOKAWA=[3]	[3]
usagiotoko-toraotoko	兎オトコ虎オトコ	5	白泉社:3 | 心交社:2	白泉社	心交社=[1, 2]	[1, 2]
y-the-last-man	Y:ザラストマン	5	G-NOVELS:3 | GrafficaNovels:2	G-NOVELS	GrafficaNovels=[1, 2]	[1, 2]
yankee-wa-isekai-de-seirei-ni-aisaremasu	ヤンキーは異世界で精霊に愛されます。	5	星雲社:4 | 星雲社(発売):1	星雲社	星雲社(発売)=[5]	[5]
yondara-oji-san-to-marshmallow	よんだらおじさんとマシュマロ	5	一迅社:4 | 講談社:1	一迅社	講談社=[4]	[4]
yuusha-no-mago-to-maou-no-musume	勇者の孫と魔王の娘	5	星雲社:4 | 星雲社(発売):1	星雲社	星雲社(発売)=[5]	[5]
zenbu-nuganakutatte-etchi-wa-dekiru	ぜんぶ脱がなくたって、エッチはできる。	5	星雲社(発売):3 | 星雲社:2	星雲社(発売)	星雲社=[1, 2]	[1, 2]
zense-de-tsurai-omoi-o-shita-node-kami-sama-ga-shazai-ni-kimashita	前世で辛い思いをしたので、神様が謝罪に来ました	5	星雲社(発売):4 | 星雲社:1	星雲社(発売)	星雲社=[5]	[5]
2-dome-no-jinsei-wa-oshi-no-shokuryou-desu	2度目の人生は推しの食糧です!?	4	秋水社(発行元):3 | 青泉社:1	秋水社(発行元)	青泉社=[4]	[4]
aa-warera-ga-myao-shogun	あゝ我らがミャオ将軍	4	徳間:2 | コアミックス:2	徳間	コアミックス=[3, 4]	[3, 4]
android-wa-ai-no-yume-o-miruka	アンドロイドは愛の夢をみるか?	4	CLAPコミックス:3 | 三交社:1	CLAPコミックス	三交社=[1]	[1]
aru-nichi-toaru-nichi-totoaru-nichi-no-kuru	ある日とある日ととある日のクル	4	大都社:3 | 学研:1	大都社	学研=[1]	[1]
binbouhime-desu-nanika	貧乏姫ですが、何か?	4	ソフトバンククリエイティブ:3 | ほるぷ出版:1	ソフトバンククリエイティブ	ほるぷ出版=[4]	[4]
bushidou-sixteen	武士道シックスティーン	4	講談社:2 | 集英社:1	講談社	集英社=[4]	[4]
choukou-sennin-haruka	超昂閃忍ハルカ	4	KADOKAWA:3 | キルタイムコミュニケーション:1	KADOKAWA	キルタイムコミュニケーション=[1]	[1]
coyote	コヨーテ	4	フロンティアワークス:3 | 小学館:1	フロンティアワークス	小学館=[1]	[1]
darker-than-black-okamura-2007	Darker than black	4	スクウェア・エニックス:2 | KADOKAWA:1	スクウェア・エニックス	KADOKAWA=[2]	[2]
dungeon-battle-royale	ダンジョンバトルロワイヤル	4	Amazia:3 | 一二三書房:1	Amazia	一二三書房=[1]	[1]
gin-no-sereira	銀のセレイラ	4	ジャイブ:3 | 宙出版:1	ジャイブ	宙出版=[1]	[1]
guranpuri-tengoku	グランプリ天国	4	三栄書房:3 | ニューズ出版:1	三栄書房	ニューズ出版=[3]	[3]
haikyo-no-meshi	廃墟のメシ	4	星雲社:3 | 星雲社(発売):1	星雲社	星雲社(発売)=[4]	[4]
hanma-no-ryuukishi-wa-henkyou-ni-shuuchaku-dekiaisareru	半魔の竜騎士は、辺境伯に執着される	4	星雲社:3 | 星雲社(発売):1	星雲社	星雲社(発売)=[1]	[1]
hidamari-ga-kikoeru-shunka-shuutou	ひだまりが聴こえる-春夏秋冬-	4	フランス書院(発売):2 | フランス書院:2	フランス書院(発売)	フランス書院=[3, 4]	[3, 4]
hikarishuppatsu-shinkou	ひかり!出発進行	4	自力制作出版:3 | 芳文社:1	自力制作出版	芳文社=[1]	[1]
houkai-3rd-the-comic	崩壊3rd THE COMIC	4	KADOKAWA:3 | Gzブレイン:1	KADOKAWA	Gzブレイン=[1]	[1]
ichinen-ni-ichido-shika-aenai-kimi-no-hanashi	一年に一度しか会えない君の話。	4	講談社:3 | 一迅社:1	講談社	一迅社=[1]	[1]
itazura-oumu-no-seikatsu-zakki	いたずらオウムの生活雑記	4	講談社:3 | KADOKAWA:1	講談社	KADOKAWA=[1]	[1]
jishou-akuyaku-reijou-na-tsuma-no-kansatsu-kiroku	自称悪役令嬢な妻の観察記録。	4	星雲社(発売):2 | 星雲社:2	星雲社(発売)	星雲社=[3, 4]	[3, 4]
joushi-ga-mukoiri	上司がムコ入り!?	4	フランス書院:3 | フランス書院(発売):1	フランス書院	フランス書院(発売)=[3]	[3]
kami-sama-no-puzzle	神様のパズル	4	ソフトバンククリエイティブ:3 | ほるぷ出版:1	ソフトバンククリエイティブ	ほるぷ出版=[4]	[4]
kono-ore-ga-maguro-joshi-to-no-sekkusu-nankani-oboreru-wake-ga-nai	この俺が、マグロ女子とのセックスなんかに溺れるワケがない。	4	祥伝社:3 | 祥伝社(発売):1	祥伝社	祥伝社(発売)=[1]	[1]
kurumi-no-naka	胡桃の中	4	リブレ出版:2 | リブレ:1	リブレ出版	リブレ=[4]	[4]
meitei-kaijuu-sakaba-2nd	酩酊!怪獣酒場2nd	4	小学館:3 | ヒーローズ:1	小学館	ヒーローズ=[4]	[4]
mibu-gishiden	壬生義士伝	4	KADOKAWA:2 | 講談社:2	KADOKAWA	講談社=[3, 4]	[3, 4]
mida-love	みだlove♪	4	一迅社:2 | 講談社:2	一迅社	講談社=[3, 4]	[3, 4]
mikazuki-to-neko	三日月とネコ	4	集英社:3 | 徳間:1	集英社	徳間=[1]	[1]
military-otsugata	みりたり!乙型	4	一迅社:3 | 講談社:1	一迅社	講談社=[4]	[4]
mitsu-to-doku	蜜と毒	4	双葉社:2 | viviON:2	双葉社	viviON=[3, 4]	[3, 4]
motto-atsumare-falcom-gakuen	も～っと集まれ!ファルコム学園	4	メディアパル(発売):3 | メディアパル:1	メディアパル(発売)	メディアパル=[1]	[1]
motto-hinekure-chaser	もっと!ひねくれチェイサー	4	一迅社:2 | 講談社:2	一迅社	講談社=[3, 4]	[3, 4]
nando-dakaretatte-suki-ni-nanka-naranaiyo	何度抱かれたって、好きになんかならないよ。	4	星雲社:3 | 星雲社(発売):1	星雲社	星雲社(発売)=[2]	[2]
o-kashira-tsuki	尾かしら付き。	4	徳間:3 | コアミックス:1	徳間	コアミックス=[4]	[4]
okujouhime	屋上姫	4	ソフトバンククリエイティブ:2 | ほるぷ出版:2	ソフトバンククリエイティブ	ほるぷ出版=[3, 4]	[3, 4]
one-room-wanko	ワンルームワンコ	4	フレックスコミックス:3 | ほるぷ出版:1	フレックスコミックス	ほるぷ出版=[1]	[1]
onii-sama-to-chikai-no-bara	お兄様と誓いの薔薇	4	宙出版:3 | ジャイブ:1	宙出版	ジャイブ=[4]	[4]
oto-maho	おと×まほ	4	ソフトバンククリエイティブ:3 | ほるぷ出版:1	ソフトバンククリエイティブ	ほるぷ出版=[4]	[4]
pearl-vice	パール&ヴァイス	4	星雲社(発売):3 | 星雲社:1	星雲社(発売)	星雲社=[1]	[1]
quick-start	くいっくすたーと	4	ゲーム・フィールド:3 | ファーイースト・アミューズメント・リサーチ:1	ゲーム・フィールド	ファーイースト・アミューズメント・リサーチ=[4]	[4]
robotics-notes-2012	Robotics;Notes	4	集英社:3 | マッグガーデン:1	集英社	マッグガーデン=[6]	[6]
romeo	Romeo	4	ジュネット:3 | マガジン・マガジン:1	ジュネット	マガジン・マガジン=[2]	[2]
sayonara-sankaku-obiya-2017	サヨナラさんかく	4	LINE:2 | LINEDigitalFrontier:2	LINE	LINEDigitalFrontier=[3, 4]	[3, 4]
sensei-de-sex-no-renshuu-shite-ii	先生で、セックスの練習していい?	4	日販アイ・ピー・エス(発売):3 | 日販アイ・ピー・エス:1	日販アイ・ピー・エス(発売)	日販アイ・ピー・エス=[4]	[4]
sentiment-no-yukue	センチメントの行方	4	幻冬舎:3 | 幻冬舎(発売):1	幻冬舎	幻冬舎(発売)=[4]	[4]
shieadan	シェア男!!	4	LINEDigitalFrontier:3 | LINE:1	LINEDigitalFrontier	LINE=[1]	[1]
shinitagari-shoujo-to-shokujinki-san	死にたがり少女と食人鬼さん	4	一迅社:3 | 講談社:1	一迅社	講談社=[4]	[4]
shippo-no-oisha-san	しっぽのお医者さん	4	講談社:3 | 朝日:1	講談社	朝日=[1]	[1]
shirushia-code	シルシア	4	講談社:3 | 一迅社:1	講談社	一迅社=[1]	[1]
sono-oshi-batsubatsu-ni-tsuki	その推し、××につき!	4	CLAPコミックス:3 | 三交社:1	CLAPコミックス	三交社=[1]	[1]
soredemo-ore-no-mono-ni-naru	それでも俺のものになる	4	竹書房:3 | KADOKAWA:1	竹書房	KADOKAWA=[1]	[1]
sowasowa-drawing	そわそわDrawing	4	一迅社:3 | 講談社:1	一迅社	講談社=[4]	[4]
super-danganronpa-2-nangoku-zetsubou-carnival	スーパーダンガンロンパ2南国ぜつぼうカーニバル!	4	SBクリエイティブ:3 | ソフトバンククリエイティブ:1	SBクリエイティブ	ソフトバンククリエイティブ=[1]	[1]
tensei-reijou-wa-shomin-no-aji-ni-uete-iru	転生令嬢は庶民の味に飢えている	4	星雲社:2 | 星雲社(発売):2	星雲社	星雲社(発売)=[2, 3]	[2, 3]
tensei-yakushi-wa-isekai-o-meguru	転生薬師は異世界を巡る	4	星雲社(発売):3 | 星雲社:1	星雲社(発売)	星雲社=[1]	[1]
tenseisaki-wa-moumoku-youjo-deshita	転生先は盲目幼女でした	4	星雲社(発売):2 | 星雲社:2	星雲社(発売)	星雲社=[3, 4]	[3, 4]
toaru-hi-no-kuru	とある日のクル	4	大都社:3 | 学研:1	大都社	学研=[1]	[1]
tokumei-kakarichou-tadano-hitoshi-final	特命係長只野仁ファイナル	4	楽楽出版:3 | ぶんか社:1	楽楽出版	ぶんか社=[1]	[1]
tondemonai-ore-no-alpha	トンでもない俺のα	4	三交社:2 | 三交社(発売):2	三交社	三交社(発売)=[2, 3]	[2, 3]
tori-no-isoji-san	とりの、いそじさん。	4	ほるぷ出版:3 | フレックスコミックス:1	ほるぷ出版	フレックスコミックス=[4]	[4]
totoaruhi-no-kuru	ととある日のクル	4	大都社:3 | 学研:1	大都社	学研=[1]	[1]
toukyouto-kitaku-akabane	東京都北区赤羽	4	Bbmfマガジン:2 | 双葉社:2	Bbmfマガジン	双葉社=[3, 4]	[3, 4]
wakatono-wa-tsuraiyo	若殿はつらいよ!	4	楽楽出版:3 | ぶんか社:1	楽楽出版	ぶんか社=[1]	[1]
wakeari-akuyaku-reijou-wa-konyaku-hakigo-no-jinsei-o-jiyuu-ni-ikiru	訳あり悪役令嬢は、婚約破棄後の人生を自由に生きる	4	星雲社:3 | 星雲社(発売):1	星雲社	星雲社(発売)=[4]	[4]
watashi-nouryoku-wa-heikinchi-de-tte-ittayone-funa-2017	私、能力は平均値でって言ったよね!	4	泰文堂:2 | アース・スターエンターテイメント:2	泰文堂	アース・スターエンターテイメント=[3, 4]	[3, 4]
watashitachi-hoshigari-tekireiki	私たち、欲しがり適齢期。	4	星雲社:3 | 星雲社(発売):1	星雲社	星雲社(発売)=[4]	[4]
yosoji-no-ossan-kamisama-kara-cheat-nouryoku-o-9-ko-morau	四十路のおっさん、神様からチート能力(スキル)を9個もらう	4	星雲社(発売):3 | 星雲社:1	星雲社(発売)	星雲社=[4]	[4]
yutonoto	ゆとのと	4	LINEDigitalFrontier:3 | LINE:1	LINEDigitalFrontier	LINE=[1]	[1]
z-mazinger-1999	Zマジンガー	4	小池書院:3 | 講談社:1	小池書院	講談社=[4]	[4]
zannen-kunoichiden	残念くのいち伝	4	ソフトバンククリエイティブ:2 | ほるぷ出版:2	ソフトバンククリエイティブ	ほるぷ出版=[3, 4]	[3, 4]
zannen-otoko	残念男子。	4	講談社:3 | 一迅社:1	講談社	一迅社=[1]	[1]
zettai-bl-ni-naru-sekai-vs-zettai-bl-ni-naritakunai-otoko	絶対BLになる世界vs絶対BLになりたくない男	4	祥伝社:3 | 新潮社:1	祥伝社	新潮社=[4]	[4]
achira-kochira-bokura	あちらこちらぼくら	3	小学館:2 | 集英社:1	小学館	集英社=[3]	[3]
aishisugi-desu-aogiri-kun	愛しすぎです、青桐くん。	3	ジャイブ:2 | ジャイブ(発売):1	ジャイブ	ジャイブ(発売)=[3]	[3]
akairo-kousaten	あかいろ交差点	3	講談社:2 | 一迅社:1	講談社	一迅社=[1]	[1]
akuyaku-reijou-no-okaa-sama	悪役令嬢のおかあさま	3	星雲社:2 | 星雲社(発売):1	星雲社	星雲社(発売)=[1]	[1]
amaitamashii	アマイタマシイ	3	集英社:2 | 復刊ドットコム:1	集英社	復刊ドットコム=[3]	[3]
angel-para-bellum	エンジェルパラベラム	3	ほるぷ出版:2 | ソフトバンククリエイティブ:1	ほるぷ出版	ソフトバンククリエイティブ=[1]	[1]
atode-shimai-masu	あとで姉妹ます。	3	一迅社:2 | 講談社:1	一迅社	講談社=[3]	[3]
ayakashi-kura-no-kanrinin	あやかし蔵の管理人	3	星雲社(発売):2 | 星雲社:1	星雲社(発売)	星雲社=[3]	[3]
baritachi-no-ore-ga-jimionna-ni-tatsu-toka-arienee	バリタチの俺が、地味オンナに勃つとかありえねえ	3	星雲社(発売):2 | 星雲社:1	星雲社(発売)	星雲社=[3]	[3]
chizuka-map	ちづかマップ	3	小学館:2 | 講談社:1	小学館	講談社=[1]	[1]
choukyoukei-otoko	調教系男子	3	フランス書院:2 | フランス書院(発売):1	フランス書院	フランス書院(発売)=[3]	[3]
daikagaku-shoujo	大科学少女	3	双葉社:2 | KADOKAWA:1	双葉社	KADOKAWA=[3]	[3]
doesu-obake-ga-nekasete-kurenai	ドSおばけが寝かせてくれない	3	三交社:2 | 三交社(発売):1	三交社	三交社(発売)=[3]	[3]
dokutaa-toumori-akira-no-shoken	Dr.東盛玲の所見	3	ハーレクイン:2 | ハーパーコリンズ・ジャパン:1	ハーレクイン	ハーパーコリンズ・ジャパン=[3]	[3]
donyoku-joushi-wa-nido-osou	貪欲上司は二度襲う	3	星雲社(発売):2 | 星雲社:1	星雲社(発売)	星雲社=[1]	[1]
elite-jieikan-ni-dekiai-sareteru-rashii-desu	エリート自衛官に溺愛されてる…らしいです?	3	星雲社(発売):2 | 星雲社:1	星雲社(発売)	星雲社=[3]	[3]
exorcist-no-hanayome	エクソシストの花嫁	3	ハーレクイン:2 | ハーパーコリンズ・ジャパン:1	ハーレクイン	ハーパーコリンズ・ジャパン=[3]	[3]
fate-strange-fake	Fate/strange Fake	3	TYPE-MOON:2 | KADOKAWA:1	TYPE-MOON	KADOKAWA=[3]	[3]
fushigina-somera-chan-ootokuchuuru	不思議なソメラちゃんオートクチュール	3	一迅社:2 | 講談社:1	一迅社	講談社=[3]	[3]
ghost-and-witch	ゴーストアンドウィッチ	3	KADOKAWA:2 | マッグガーデン:1	KADOKAWA	マッグガーデン=[1]	[1]
habatake-kotatsu-chan	はばたけ!こたつちゃん	3	自力制作出版:2 | 水井麻紀子:1	自力制作出版	水井麻紀子=[1]	[1]
hana-mo-mata-kimi-no-tame	花もまた、きみのため。	3	ソフトバンククリエイティブ:2 | ほるぷ出版:1	ソフトバンククリエイティブ	ほるぷ出版=[3]	[3]
hanako-lavatory	ハナコ@ラバトリー	3	ジャイブ:2 | KADOKAWA:1	ジャイブ	KADOKAWA=[3]	[3]
hatarake-onee-san	働け!おねえさん	3	自力制作出版:2 | 芳文社:1	自力制作出版	芳文社=[1]	[1]
haunted-campus	ホーンテッド・キャンパス	3	朝日:2 | KADOKAWA:1	朝日	KADOKAWA=[2]	[2]
hazure-zokusei-tsuchi-mahou-no-sei-de-henkyou-ni-tsuihousareta-sareta-node-gangan-ryouchi-kaitaku	ハズレ属性土魔法のせいで辺境に追放されたので、ガンガン領地開拓します!	3	星雲社:2 | 星雲社(発売):1	星雲社	星雲社(発売)=[1]	[1]
hissatsu-yami-doushin	必殺闇同心	3	小池書院:2 | 主婦の友社:1	小池書院	主婦の友社=[3]	[3]
isekai-de-youjoka-shita-node-youjo-ni-nattari-shokikan-ni-nattari-shimasu	異世界で幼女化したので養女になったり書記官になったりします	3	星雲社:2 | 星雲社(発売):1	星雲社	星雲社(発売)=[3]	[3]
itasha-girl	痛車娘。	3	廣済堂あかつき:2 | 廣済堂出版:1	廣済堂あかつき	廣済堂出版=[3]	[3]
jimmy-corrigan	Jimmy Corrigan.	3	プレスポップ・ギャラリー:2 | Presspop.:1	プレスポップ・ギャラリー	Presspop.=[1]	[1]
jitsuryoku-shugi-ni-hirowareta-kanteishi	実力主義に拾われた鑑定士	3	星雲社:2 | 星雲社(発売):1	星雲社	星雲社(発売)=[1]	[1]
junjou-gal-to-oomono-shachou	純情ギャルとオオモノ社長	3	祥伝社:2 | 祥伝社(発売):1	祥伝社	祥伝社(発売)=[1]	[1]
juuhan-mitei	重版未定	3	中央公論新社:2 | 河出書房新社:1	中央公論新社	河出書房新社=[2]	[2]
juujin-kareshi-to-kozukuri-seikatsu	獣人カレシと子作り生活。	3	星雲社:2 | 星雲社(発売):1	星雲社	星雲社(発売)=[3]	[3]
kaitou-lupin-den-abanchurie-toujou-hen	怪盗ルパン伝アバンチュリエ 登場編	3	小学館:2 | ぴあ:1	小学館	ぴあ=[11]	[11]
kakoku-ayakashi-koukyuu-tan	迦国あやかし後宮譚	3	星雲社(発売):2 | 星雲社:1	星雲社(発売)	星雲社=[3]	[3]
kami-sama-no-gakkou	神様の学校	3	星雲社(発売):2 | 星雲社:1	星雲社(発売)	星雲社=[3]	[3]
kankyou-hogotai-mottai-9	環境保護隊モッタイ9	3	ほるぷ出版:2 | ソフトバンククリエイティブ:1	ほるぷ出版	ソフトバンククリエイティブ=[1]	[1]
karada-ga-koisuru-keiyaku-kekkon	カラダが恋する契約結婚	3	星雲社(発売):2 | 星雲社:1	星雲社(発売)	星雲社=[5]	[5]
kata-to-yubisaki	肩と指先	3	幻冬舎:2 | 幻冬舎(発売):1	幻冬舎	幻冬舎(発売)=[3]	[3]
kettama	けったま!	3	ソフトバンククリエイティブ:2 | ほるぷ出版:1	ソフトバンククリエイティブ	ほるぷ出版=[3]	[3]
kirawaremono-no-shirobuta-reijou-no-makimodori-nidome-no-jinsei-wa-shippai-shimasenwa	嫌われ者の〈白豚令嬢〉の巻き戻り。二度目の人生は失敗しませんわ!	3	星雲社:2 | 星雲社(発売):1	星雲社	星雲社(発売)=[1]	[1]
klan	KLAN	3	ほるぷ出版:2 | ソフトバンククリエイティブ:1	ほるぷ出版	ソフトバンククリエイティブ=[1]	[1]
kosu-puri	コスプリ!	3	ソフトバンククリエイティブ:2 | ほるぷ出版:1	ソフトバンククリエイティブ	ほるぷ出版=[3]	[3]
kurogyaru-ni-natta-kara-shinyuu-to-yatte-mita	黒ギャルになったから親友とヤってみた。	3	星雲社(発売):2 | 星雲社:1	星雲社(発売)	星雲社=[1]	[1]
kyou-kara-keiyaku-kazoku-hajimemasu	今日から、契約家族はじめます	3	星雲社:2 | 星雲社(発売):1	星雲社	星雲社(発売)=[1]	[1]
little-witch-academia	リトルウィッチアカデミア	3	KADOKAWA:2 | 集英社:1	KADOKAWA	集英社=[1]	[1]
lost-stars	STAR WARS/ロスト・スターズ	3	LINEDigitalFrontier:2 | LINE:1	LINEDigitalFrontier	LINE=[1]	[1]
madk	MADK	3	フランス書院:2 | フランス書院(発売):1	フランス書院	フランス書院(発売)=[3]	[3]
mahou-shoujo-nante-mou-ii-desu-kara	魔法少女なんてもういいですから。	3	泰文堂:2 | アース・スターエンターテイメント:1	泰文堂	アース・スターエンターテイメント=[3]	[3]
majipani	まじぱに	3	ソフトバンク・クリエイティブ:2 | ソフトバンククリエイティブ:1	ソフトバンク・クリエイティブ	ソフトバンククリエイティブ=[3]	[3]
maouritsu-chuubosu-yousei-academia	魔王立中ボス養成アカデミア	3	アース・スターエンターテイメント:2 | 泰文堂:1	アース・スターエンターテイメント	泰文堂=[1]	[1]
mezase-toudai-tanuko-san	目指せ東大!たぬ子さん	3	LINEDigitalFrontier:2 | LINE:1	LINEDigitalFrontier	LINE=[1]	[1]
miko-to-kagaku-no-uso-happyakuman	巫女と科学の嘘八百万	3	ほるぷ出版:2 | ソフトバンククリエイティブ:1	ほるぷ出版	ソフトバンククリエイティブ=[1]	[1]
minus-ondo-no-serenade	マイナス温度のセレナーデ	3	ほるぷ出版:2 | フレックスコミックス:1	ほるぷ出版	フレックスコミックス=[3]	[3]
misoji-to-lady	三十路とレディ	3	一迅社:2 | 講談社:1	一迅社	講談社=[3]	[3]
misu-misou	ミスミソウ	3	ぶんか社:2 | 双葉社:1	ぶんか社	双葉社=[1]	[1]
mitsuiro-elevator	蜜色エレベーター	3	東京漫画社:2 | Bevy:1	東京漫画社	Bevy=[1]	[1]
mobu-nanoni-makikomarete-imasu	モブなのに巻き込まれています	3	星雲社(発売):2 | 星雲社:1	星雲社(発売)	星雲社=[3]	[3]
mononoke	モノノ怪	3	スクウェア・エニックス:2 | 徳間:1	スクウェア・エニックス	徳間=[3]	[3]
nein	Nein	3	新書館:2 | KADOKAWA:1	新書館	KADOKAWA=[3]	[3]
nekoneko-darling	ねこねこダーリン	3	リブレ:2 | リブレ出版:1	リブレ	リブレ出版=[1]	[1]
ningen-shikkaku	人間失格	3	新潮社:2 | 小学館:1	新潮社	小学館=[3]	[3]
numumo-san-to-nponu-kun	ぬむもさんとんぽぬくん	3	駒草出版株式会社ダンク出版事業部:2 | 駒草出版:1	駒草出版株式会社ダンク出版事業部	駒草出版=[2]	[2]
obaa-chan-to-game	おばあちゃんとゲーム	3	泰文堂:2 | アース・スターエンターテイメント:1	泰文堂	アース・スターエンターテイメント=[3]	[3]
obito-no-hime-to-kubinashi-kishi	首の姫と首なし騎士	3	白泉社:2 | KADOKAWA:1	白泉社	KADOKAWA=[1]	[1]
oko-sama-star	おこさまスター	3	一迅社:1 | 講談社:1	一迅社	講談社=[4]	[4]
online-no-hitsujitachi	オンラインの羊たち	3	Nagisaジヘン編集部:2 | 小学館:1	Nagisaジヘン編集部	小学館=[3]	[3]
ookami-koushaku-no-kyuukon	狼公爵の求婚	3	宙出版:2 | ジャイブ:1	宙出版	ジャイブ=[3]	[3]
osananajimi-wa-mou-yameta-massage-no-yubi-ga-naka-made-fukaku	「幼馴染はもうやめた。」マッサージの指がナカまで深く…	3	星雲社:2 | 星雲社(発売):1	星雲社	星雲社(発売)=[3]	[3]
oshi-wa-mezamenai-danna-sama-desu	推しは目覚めないダンナ様です	3	幻冬舎(発売):2 | 幻冬舎:1	幻冬舎(発売)	幻冬舎=[3]	[3]
