isbn13	date	publisher	series	volume	title	kana	creators	creators_roled	creators_auth
9784065332948	2023.10	講談社		22	きのう何食べた? 22	キノウナニタベタ?	よしなが, ふみ	よしながふみ著:	
9784904732878	2023.10	風呂猫		4	銀河鉄道の夜 : new version四次稿編 4	ギンガテツドウノヨル:newversionヨジコウヘン	宮沢, 賢治/ますむら, ひろし/増村, 昭子	宮沢賢治原作 ; ますむらひろし作画 ; 増村昭子彩色:	
9784904732861	2023.5	風呂猫		3	銀河鉄道の夜 : new version四次稿編 3	ギンガテツドウノヨル:newversionヨジコウヘン	宮沢, 賢治/ますむら, ひろし/増村, 昭子	宮沢賢治原作 ; ますむらひろし作画 ; 増村昭子彩色:	
9784903090580	2023.4	プレスポップ			ゴーストワールド	ゴーストワールド	Clowes, Daniel/山田, 祐史/Presspop Lab/峯岸, 康	ダニエル・クロウズ著 ; 山田祐史, Presspop Lab日本語翻訳 ; 峯岸康隆編集:	
9784862698803	2023.1	ワニマガジン社			The Long Journey&#39;s Diary|A COMIC|	ザロングジャーニーズダイアリーアコミック	浅田, 弘幸	浅田弘幸:著	浅田, 弘幸|00368234|アサダ, ヒロユキ
9784160070585	2023.1	文藝春秋	文春ムック		週刊文春エンタ+特集80年代!少年マンガの熱狂	シュウカンブンシュンエンタプラストクシュウハチジュウネンダイショウネンマンガノネ			
9784785973209	2023.2	少年画報社	Comic ; 367. ぐる漫		朝ごはん : 朝ごはん亭へようこそ♪	アサゴハン:アサゴハンテイエヨウコソ♪			
9784891998813	[2023.2]	一二三書房	NOVA COMICS		異世界アンデッド : コミックアンソロジー	イセカイアンデッド:コミックアンソロジー			
9784785973186	2023.2	少年画報社	Comic ; 365. ぐる漫	No. 68 (きつねうどん編)	思い出食堂. No. 68 (きつねうどん編)	オモイデショクドウ			
9784824004239	2023.2	オーバーラップ	ガルドコミックス		完璧令嬢が初恋したっていいじゃない! : アンソロジーコミック	カンペキレイジョウガハツコイシタッテイイジャナイ:アソロジーコミック			
9784799217313	2023.2	キルタイムコミュニケーション	二次元ドリームコミックス ; 699	SP13	くっ殺ヒロインズ. SP13	クッコロヒロインズ			
9784768317297	2023.2	玄光社			現代Twitterマンガ概論	ゲンダイツイッターマンガガイロン	ハミタ	ハミタ:著	ハミタ|031335362|ハミタ
9784758024938	2023.2	一迅社	IDコミックス. YH comics		コスプレ百合えっちアンソロジー	コスプレユリエッチアンソロジー			
9784845864270	2023.2	リイド社	パーフェクト・メモワール	Vol. 25	コミック艶. Vol. 25	コミックエン			
9784591177051	2023.2	ポプラ社		1	コミック版三国志. 1	コミックバンサンゴクシ	羅, 貫中, 明代/能田, 達規/渡辺, 義浩, 1962-	[羅貫中] [原作]:/能田達規:漫画/渡邉義浩:監修	羅, 貫中, 明代|00313137|ラ, カンチュウ, ミンダイ/能田, 達規|00346982|ノウダ, タツキ/渡辺, 義浩, 1962-|00384114|ワタナベ, ヨシヒロ, 1962-
9784591177068	2023.2	ポプラ社		2	コミック版三国志. 2	コミックバンサンゴクシ	羅, 貫中, 明代/能田, 達規/渡辺, 義浩, 1962-	[羅貫中] [原作]:/能田達規:漫画/渡邉義浩:監修	羅, 貫中, 明代|00313137|ラ, カンチュウ, ミンダイ/能田, 達規|00346982|ノウダ, タツキ/渡辺, 義浩, 1962-|00384114|ワタナベ, ヨシヒロ, 1962-
9784591177075	2023.2	ポプラ社		3	コミック版三国志. 3	コミックバンサンゴクシ	羅, 貫中, 明代/能田, 達規/渡辺, 義浩, 1962-	[羅貫中] [原作]:/能田達規:漫画/渡邉義浩:監修	羅, 貫中, 明代|00313137|ラ, カンチュウ, ミンダイ/能田, 達規|00346982|ノウダ, タツキ/渡辺, 義浩, 1962-|00384114|ワタナベ, ヨシヒロ, 1962-
9784821155323	2023.2	ぶんか社	Bunkasha comics	Vol. 39	ごはん日和. Vol. 39	ゴハンビヨリ			
9784758038645	2023.3	一迅社	IDコミックス. Zero-sum comics	9	悪役令嬢ですが、幸せになってみせますわ! : アンソロジーコミック. 9	アクヤクレイジョウデスガ、シアワセニナッテミセマスワ!:アンソロジーコミック			
9784799761946	2023.3	リブレ	クロフネcomics. くろふねピクシブシリーズ		異世界の溺愛はチート級でした!? : BLアンソロジー	イセカイノデキアイワチートキュウデシタ!?:BLアンソロジー			
9784065293560	2023.3	講談社		24	OTOMO THE COMPLETE WORKS. 24	オオトモザコンプリートワークス	大友, 克洋, 1954-	大友克洋:著	大友, 克洋, 1954-|00133891|オオトモ, カツヒロ, 1954-
9784048112000	2023.3	KADOKAWA		1	君は世界で一番美しい色 = You are the best colour in the world. 1	キミワセカイデイチバンウツクシイイロ	Zhao, Golo	Golo Zhao:著/[BPS株式会社] [翻訳協力]:	Zhao, Golo|032738460|
9784048112017	2023.3	KADOKAWA		2	君は世界で一番美しい色 = You are the best colour in the world. 2	キミワセカイデイチバンウツクシイイロ	Zhao, Golo	Golo Zhao:著/[BPS株式会社] [翻訳協力]:	Zhao, Golo|032738460|
9784048112024	2023.3	KADOKAWA		3	君は世界で一番美しい色 = You are the best colour in the world. 3	キミワセカイデイチバンウツクシイイロ	Zhao, Golo	Golo Zhao:著/[BPS株式会社] [翻訳協力]:	Zhao, Golo|032738460|
9784866631943	2023.3	きずな出版			心を熱くするスラムダンクの言葉 = SLAM DUNK SPECIAL WORDS	ココロオアツクスルスラムダンクノコトバ	齋藤, 孝, 1960-	齋藤孝:監修	齋藤, 孝, 1960-|00546842|サイトウ, タカシ, 1960-
9784591177495	2023.4	ポプラ社		15	アニメコミックおしりたんてい. 15	アニメコミックオシリタンテイ			
9784799217528	2023.4	キルタイムコミュニケーション	二次元ドリームコミックス ; 705. 二次元コ		異種姦百合えっち	イシュカンユリエッチ			
9784891998806	[2023.4]	一二三書房	NOVA COMICS	volume1	異世界ド修羅場ギルド&amp;パーティ : コミックアンソロジー. volume1	イセカイドシュラバギルドアンドパーティ:コミックアンソロジー			
9784065311820	2023.4	講談社	KCDX		おとなりに銀河公式コミックガイド = Otonari ni Ginga Official comic guide	オトナリニギンガコウシキコミックガイド	講談社	雨隠ギド:漫画/good!アフタヌーン編集部:監修/講談社:編	講談社|00258003|コウダンシャ
9784785973506	2023.4	少年画報社	Comic ; 397. ぐる漫	No. 69 (祖母のお赤飯編)	思い出食堂. No. 69 (祖母のお赤飯編)	オモイデショクドウ			
9784821155330	2023.4	ぶんか社	Bunkasha comics	Vol. 35	俺流!絶品めし. Vol. 35	オレリュウ!ゼッピンメシ			
9784087927733	2023.4	集英社			桂正和×TIGER &amp; BUNNY2原画&amp;ラフ画集成 : MASAKAZU KATSURA DESIGN WORKS	カツラマサカズタイガーアンドバニーツーゲンガアンドラフガシュウセイ:マサカズカツ	桂, 正和, 1962-	桂正和:著	桂, 正和, 1962-|00266441|カツラ, マサカズ, 1962-
9784785973445	2023.4	少年画報社	Comic ; 391. ぐる漫		今日から!新生活ごはん : 初めてのしょうが焼き : グリーンカレー、三色弁当、他人丼♪	キョウカラ!シンセイカツゴハン:ハジメテノショウガヤキ:グリーンカレー、サンショ			
9784088927343	2023.4	集英社	ヤングジャンプコミックス		GIFT : 久保さんは僕を許さない完結記念公式ファンブック	ギフト:クボサンワモブオユルサナイカンケツキネンコウシキファンブック	雪森, 寧々	雪森寧々:著	雪森, 寧々|001257923|ユキモリ, ネネ
9784821168514	2023.4	ぶんか社	ぶんか社ムック		業界の裏側大バクロSP : 本当にあった笑える話	ギョウカイノウラガワダイバクロSP:ホントウニアッタワラエルハナシ			
9784801934887	2023.4	竹書房		2023sunny spring	Qpano. 2023sunny spring	クパノ			
9784800713179	2023.4	ソーテック社			クリスタはじめての漫画制作入門 : 漫画づくりの流れがすっきりわかる!	クリスタハジメテノマンガセイサクニュウモン:マンガズクリノナガレガスッキリワカル	まりむぅ	まりむぅ:著	まりむぅ|001337443|マリムゥ
9784875866718	2023.4	芸術新聞社			決定版!!漫画原作の書き方 : 原稿作成からデビューまで!	ケッテイバンマンガゲンサクノカキカタ:ゲンコウサクセイカラデビューマデ	高津, 太郎	高津太郎:著	高津, 太郎|032836370|コウツ, タロウ
9784845864331	2023.4	リイド社	パーフェクト・メモワール	Vol. 26	コミック艶. Vol. 26	コミックエン			
9784832274525	2023.4	芳文社	Manga time KR comics. Ki		こみっくがーるず画集 : あばばーさりー!	コミックガールズガシュウ:アババーサリー!	半澤, 香織	はんざわかおり:著	半澤, 香織|00942606|ハンザワ, カオリ
9784758038744	2023.4	一迅社	IDコミックス. Zero-sum comics	4	婚約破棄されましたが、幸せに暮らしておりますわ! : アンソロジーコミック. 4	コンヤクハキサレマシタガ、シアワセニクラシテオリマスワ!:アンソロジーコミック			
9784821155774	2023.4	ぶんか社	Bunkasha comics	Vol. 40	ごはん日和. Vol. 40	ゴハンビヨリ			
9784758084161	2023.4	一迅社	IDコミックス. Rex comics	16	ゴブリンにエロいことされちゃうアンソロジーコミック. 16	ゴブリンニエロイコトサレチャウアンソロジーコミック			
9784048111980	2023.5	KADOKAWA		1	AISHA : 愛と殺戮の童話. 1	アイシャ:アイトサツリクノドウワ	法吉特	法吉特:著/[BPS株式会社] [翻訳協力]:	法吉特|032885697|
9784785973704	2023.5	少年画報社	Comic ; 418. ぐる漫	No. 12	アウトドアごはん. No. 12	アウトドアゴハン			
9784821155903	2023.5	ぶんか社	Bunkasha comics		あなたが体験した怖い話 : 自殺霊の呪い	アナタガタイケンシタコワイハナシ:ジサツレイノノロイ			
9784864681735	2023.5	ヒーローズ			ULTRAMAN ARTWORKS : VARIOUS ILLUSTRATIONS AND OFFICIAL DESIGN WORKS	ウルトラマンアートワークス:ヴァリアスイラストレーションズアンドオフィシャルデザ	清水, 栄一, 1978-	清水栄一, 下口智裕:著	清水, 栄一, 1978-|01226439|シミズ, エイイチ, 1978-
9784821155781	2023.5	ぶんか社	Bunkasha comics	Vol. 36	俺流!絶品めし. Vol. 36	オレリュウ!ゼッピンメシ			
9784799217627	2023.5	キルタイムコミュニケーション	二次元ドリームコミックス ; 708	SP14	くっ殺ヒロインズ. SP14	クッコロヒロインズ			
9784087901177	2023.5	集英社			三条陸HERO WORKS	サンジョウリクヒーローワークス	三条, 陸, 1964-	三条陸:著	三条, 陸, 1964-|00402986|サンジョウ, リク, 1964-
9784758038850	2023.5	一迅社	IDコミックス. Zero-sum comics	2	死に戻り令嬢は、完璧な幸せを手に入れた : アンソロジーコミック. 2	シニモドリレイジョウワ、カンペキナシアワセオテニイレタ:アンソロジーコミック			
9784046826176	2023.6	KADOKAWA			青春画集 : 青春鉄道キャラクターブック&amp;イラスト集	アオハルガシュウ:アオハルテツドウキャラクターブックアンドイラストシュウ	青春	青春:著	青春|001176952|アオハル
9784309467832	2023.6	河出書房新社	河出文庫 ; ア12-1		アダムス・ファミリー全集	アダムスファミリーゼンシュウ	Addams, Charles, 1912-1988/Miserocchi, H	チャールズ・アダムス:著/H・ケヴィン・ミゼロッキ:編/安原和見:訳	Addams, Charles, 1912-1988|00974479|/Miserocchi, H. Kevin|01243162|/安原, 和見, 1960-|00555542|ヤスハラ, カズミ, 1960-
9784758038966	2023.6	一迅社	IDコミックス. Zero-sum comics	2	あやかし旦那様の愛しの花嫁 : お前は永遠に俺のもの : アンソロジーコミック. 2	アヤカシダンナサマノイトシノハナヨメ:オマエワエイエンニオレノモノ:アンソロジー			
9784163917160	2023.6	文藝春秋			オタクのたのしい創作論	オタクノタノシイソウサクロン	カレー沢, 薫, 1982-	カレー沢薫:著	カレー沢, 薫, 1982-|01202600|カレーザワ, カオル, 1982-
9784785974022	2023.6	少年画報社	Comic ; 450. ぐる漫	No. 70 (人情のカツ定食編)	思い出食堂. No. 70 (人情のカツ定食編)	オモイデショクドウ			
9784065310892	2023.6	講談社	KCDX		公式コミックガイドてんぷるヒロインブック恋の経典	コウシキコミックガイドテンプルヒロインブックコイノキョウテン	吉岡, 公威	吉岡公威:原作/講談社:編	吉岡, 公威|01153955|ヨシオカ, キミタケ
9784845864379	2023.6	リイド社	パーフェクト・メモワール	Vol. 27	コミック艶. Vol. 27	コミックエン			
9784785974077	2023.6	少年画報社	Comic ; 455. ぐる漫		コンビニ : 大好き!ツナマヨおにぎり	コンビニ:ダイスキ!ツナマヨオニギリ			
9784821156214	2023.6	ぶんか社	Bunkasha comics	Vol. 41	ごはん日和. Vol. 41	ゴハンビヨリ			
9784758038973	2023.6	一迅社	IDコミックス. Zero-sum comics	2	虐げられ乙女の幸せな嫁入り : アンソロジーコミック. 2	シイタゲラレオトメノシアワセナヨメイリ:アンソロジーコミック			
9784768317822	2023.6	玄光社			#新人漫画家と編集者 : SNSでバズ連発の漫画家が教えるヒット術	シンジンマンガカトヘンシュウシャ:エスエヌエスデバズレンパツノマンガカガオシエル	洋介犬	洋介犬:著	洋介犬|001167861|ヨウスケン
9784845864362	2023.6	リイド社	パーフェクト・メモワール	Vol. 20	時代劇ベスト. Vol. 20	ジダイゲキベスト			
