slug	title	our_author	src_author(種1/楽天)	誤ISBN数
hikikomori-reijou-wa-kouhi-ni-nante-naritakunai	引きこもり令嬢は皇妃になんてなりたくない	北郷豊;日乃チハヤ	百門一新;直江亜季子	2
himegoto-o-ajiwatte	秘めごとを味わって	marie漫画家	梅田ミソ	2
himeno-kun-wa-hime-ni-naritakunai	姫野くんは姫になりたくない	ウスイカツラ	三日月ランプ	2
himitsu-no-otome-chan	ひみつの乙女ちゃん	千月サカキ	蒼井ヒナ太	2
himootoko-to-fubinna-boku	ヒモ男と不憫なボク	chiangcliff	カム	2
hina-wa-mitsuiro-no-koi-ni-torawareru	ひなは蜜色の恋にとらわれる	maleevalexander	椿野イメリ	2
hitokuchi-futakuchi	ひとくち、ふたくち、	岡田レイミ	倉月忍	2
hitori-h-online	ひとりえっちオンライン	都氏	メガネ	2
hitsuji-gari	羊狩り	(unknown)	葉月カンナ;黒澤海	2
hiyama-kun-wa-katei-kyoushi	氷山くんは家庭教師	春巻トキコ	三月トモコ	2
hizamazukinayo-joou-sama	ひざまずきなよ、女王様	honeybee+	千葉タユリ	2
hna-koakuma-kun-wa-nugasejouzu-de-yajuusugi	Hな小悪魔くんは脱がせ上手で、野獣すぎ!	鹿島コタル	庭鳥ヒナコ	2
hokahibito	ホカヒビト	中村ミネ	北森サイ	2
hokenshitsu-no-wotaku-onee-san-wa-suki-desuka	保健室のおたくおねえさんは好きですか?	メェ田ノン	川端新	2
holmes-san-wa-suiri-ga-dekinai	ホームズさんは推理ができない	由村	沼地ドロマル	2
home-nakamura-2022	Home	中村明日美子	杉原マチコ	2
homun-no-renkinjutsubu	ほむんの錬金術部	浪咲ユカ	長谷川真也	2
hon-no-mushi	本のムシ	九重リココ	]小虎;小虎	2
hontou-ni-kowai-gakkou-no-kaidan	本当に怖い学校の怪談	阿部ユタカ	アンソロジー	2
hoobare-soushoku-joshi	ほおばれ!草食女子	玖乃緑	アラタマイ	2
hoshi-ni-ochiru-efude	星に落ちる絵筆	コン炉	櫻川ナロ	2
hoshi-no-seijin	星の聖人	喧噪社	小夏ウミレ	2
hoshigaru-anata-ni-nuretewa-ikenai	欲しがるあなたに、濡れてはいけない	ヤマチ	吉田ニン	2
hoshikuzu-gakuen-shiikoosu	星くず学園Cコース	アスカ	ナマ子	2
hoshino-doubutsuen-koi-monogatari	ほしの動物園恋物語	澄谷ゼニコ	小山	2
hoshizora-o-mitsumeta-sono-ato-de	星空を見つめたそのあとで	秋ジタク	季田ビスコ	2
houkago-strip	放課後すとりっぷ	電柱棒	若鶏ニコミ	2
houmatsu-no-mujina	泡沫のムジナ	アグニュン	会田小路チョコプディング	2
hr	HR	クロガネギン	長月ミソカ	2
humanize-sequel	Humanize Sequel	イーダ俊嗣	スンヂ	2
hundred-note-hawk-eyes	ハンドレッドノート-ホークアイズ-	(unknown)	ishiko	2
hundred-note	ハンドレッドノート	染谷リキ	雪一	2
hyoui-dawn	憑依どーん!	(unknown)	アンドーミチタカ	2
iberikobuta-to-koi-no-dorei	イベリコ豚と恋の奴隷。	ショーワ	shoowa	2
ice-cream-line	アイスクリームライン	高菜	タシ	2
ichinose-kun-wa-itsumo-iinari	一ノ瀬くんはいつも言いなり。	上田ニク	佐倉リコ	2
ichiya-kagiri-no-zetsurin-kareshi	一夜限りの絶倫彼氏	カズイチ	青井レミ	2
idol-dti	アイドルDTI	マメチョロ	冬夏アキハル	2
idol-no-ane-ga-shinimashita	アイドルの姉が死にました	永遠幸	エトオミユキ	2
idol-wa-oshinobi-chu	アイドルはお忍びchu♡	ムツキ潤	青島カナエ	2
idolmaster-one-for-all	アイドルマスターワンフォーオール	henselerthomas	ファミ通コンテンツ企画編集部	2
igyou-esuteteikku	異形ヱステティック	上杉響士郎	鈍色家電	2
ihatov-no-futari-no-sensei	イーハトーヴのふたりの先生	ワタヌキヒロヤ	山口八三	2
iikagen-na-yashoku	いい加減な夜食	オソラ	善内美景;夏珂;秋川滝美	2
ijime-no-jikan	イジメの時間	松尾アキ	クニロウ	2
ijimerare-taishitsu	イジメラレ体質	青木庸	コロメ	2
ikeda-kun	イケ田くん	小川錦	渥美駿	2
iki-o-hisomete-koi-o	息をひそめて、恋を	chiangcliff	カム	2
ikimono-system	イキモノシステム	絹野リセ	ユイザキカズヤ	2
ikiteru-dake-de-erai-tte-haine-san-ga-iu-kara	生きてるだけでえらい!ってハイネさんが言	由村	沼地ドロマル	2
ikukyuu-maou-to-nise-yuusha	育休魔王とニセ勇者	比村奇石	水稀タマ	2
imasara-nostradamus	いまさらノストラダムス	オソラ	善内美景	2
imouto-ni-kiite-minai-to	妹に聞いてみないと	中西ユカ	渡辺伊織	2
imouto-wa-shiiaiee	妹はCIA	生方メグミ	ムウリアン	2
in-biju	いん×びじゅ	里崎雅	八乃多々良	2
inaka-no-kuro-gal-jieikee-to-kekkon-shimashita	田舎の黒ギャルJKと結婚しました	甘露アメ	カヅチ	2
incubus-datte-junai-shitai	インキュバスだって純愛したい	北川アジュ	脳ミソ海綿隊	2
inma-na-shachou-ni-yabai-cry-shuuchaku-sarete-imasu	淫魔な社長にヤバいくらい執着されています	吉舎和幸;森コサチ	卯月タケル;蘇我空木	2
inochi-mijikashi-yoiseyo-otome	いのち短し善せよ乙女	村里ツムギ	土管	2
inran-baby	いんらんベイベー	奥田薫	森井暁正	2
inukko-club	犬っこ倶楽部	桐島イツミ	アンソロジー	2
iribinode	イリビノデ	田代弓矢	ハイバラノセ	2
isekai-go-houshi-kiroku	異世界御奉仕記録	光用千春;辰巳仁	サバルドロ;山田パン;猫屋敷爺	2
isekai-ittara-watashi-no-shokugyou-yaseiji-datta	異世界行ったら私の職業『野生児』だった	テイヤン;因幡シホ	mucco;堂本葉知子;逆月酒乱	2
isekai-koutei-no-zettai-dekiai	異世界皇帝の絶対溺愛	七士七海	広枝出海	2
isekai-shuukyou-e-youkoso	異世界宗教へようこそ!	saku漫画家	咲竹チヒロ	2
isekai-teni-jiraitsuki	異世界転移、地雷付き。	アシ;柴崎ショウジ	イツキミズホ;レルシー;猫猫猫	2
isekai-tensei-shitara-naze-uwasa-no-reikoku-ouji-ni-dekiai-sarete-torawaretemasu	異世界転生したら、なぜか噂の冷酷王子に溺	戯屋ベンベ	境壱幸	2
isekai-trip-shita-sono-ba-de-taberarechaimashita	異世界トリップしたその場で食べられちゃい	詠里	五十鈴スミレ;加々見絵里	2
ishida-to-asakura	石田とあさくら	河野	マサオ	2
isourou-no-akai-san	居候の赤井さん	シチ	三角勤	2
isshokenmei-ni-class-tame-no-yakusoku-o-ikutsuka	一緒に暮らすための約束をいくつか	厦門潤	陸乃家鴨	2
issui-no-sanbaka	一炊の三馬鹿	港川一臣	チノク	2
itsuka-koi-ni-naru-made	いつか恋になるまで	meco	倉橋トモ	2
itsuki-to-yuusei	いつきと優成	九重千花	コダ	2
itsumo-tonari-ni-uchuujin	いつも隣に宇宙人。	丸本チンタ	田丸鴇彦	2
itsuya-san	夜さん	夢花李	佐原ミズ	2
iyashikei-otoko-to-toraware-seikatsu	癒し系男子と囚われ生活	ニヤマ	聖ユウカ	2
jadou-sniper	蛇道スナイパー	春名ヒロ	梶井祐	2
jidou-hanbaiki-no-mae-de	自動販売機の前で、	桂タマミ	斉藤ヒュウ	2
jieriiandaasonkomikaraizutaizen	ジェリー・アンダーソンコミカライズ大全	(unknown)	講談社	2
jigoku-yuugi	地獄遊戯	亘理ナオミ	魔木子	2
jikkenhin-kazoku	実験品家族	(unknown)	yanai	2
jiko-bukken-no-yuurei-chan	事故物件の幽霊ちゃん	神林イチトラ	三倉ユメ	2
jimihime-to-kuroneko-no-enman-na-konyaku-haki	地味姫と黒猫の、円満な婚約破棄	kanco;灰音アサナ	オヒタシ熱郎;マチ;真弓リノ	2
jinrou-shitsuji-no-bussou-na-nikka	人狼執事の物騒な日課	降本孟	村岡恵	2
jiraikei-kareshi-suzu-kun	地雷系彼氏すずくん	長岡太一	カサイチアキ	2
jizou-iyashi	地蔵癒し	パラリラ	天海夏矩	2
jogakusei-tantei-to-henkutsu-sakka	女学生探偵と偏屈作家	シチ	テニヲハ;ナノリ;笹原智映	2
joker-1998-3	Joker	野間美由紀	上杉可南子;斎田晴子;河奈マリオ	2
joker-2012	JOKER	上杉可南子	河奈マリオ;河野ヤス子	2
joker	JOKER	道原カツミ;麻城ユウ	河奈マリオ;河野ヤス子	2
joryuu-sakka-to-yuki	女流作家とユキ	張六郎	ナゴリ悠	2
joshikousei-to-ouji-chan	女子高生と王子ちゃん	ツブキ	クウネリン	2
jouzen	上全	黄助	ozet	2
junai-joutou	純愛上等!	家田明歩	七緒;七緒漫画家	2
junai-torotorippu	純愛とろとりっぷ	アキノソラ	小鳩ネネコ	2
junjou-otomen-mako-chan	純情乙男マコちゃん	藤田阿登	馬アグリ	2
junketsu-no-esuko-chan	純潔のS子ちゃん。	寺山電	エム	2
justice-league-darkseid-war	ジャスティス・リーグ:ダークサイド・ウォ	ajadavid	ジェイソンファボック;ジェフジョーン	2
justice	ジャスティス	rossalex	アート]アレックスロス;ジムクルーガ	2
juujin-kishi-no-keiai	獣人騎士の敬愛	朝谷コトリ	米子	2
juujin-san-to-ohana-chan	獣人さんとお花ちゃん	冬坂コロモ	柚樹チヒロ	2
juunishi-to-nezumi-to-hagureneko	十二支とネズミとはぐれ猫	ヒゲノ筆	ヌラ次郎	2
k-san-drill	K-san drill	ジジ&ピンチ	]mrk	2
k-shitsuki-1988	K	谷口ジロー;遠崎史朗	gohands;gora;gorag	2
kaara	カーラ	説話社	]カーラ編集部;カーラ編集部	2
kachou-no-koi	課長の恋	松山花子	九州男児	2
kaettekita-kita-misuteriasu-kaiketsubu	帰ってきた!ミステリアス解決部	庭猫モル	朔坂ミン	2
kagami-no-mukou-no-saihate-toshokan	鏡のむこうの最果て図書館	salazaredgar	namie;三登イツキ;冬月イロリ	2
kage-to-hana	影と花	ニドネ杉	イクタハナ	2
kagekui	影喰	田村純兵	蒼井タマゴ	2
kagitsuki-no-alter	鉤月のオルタ	上機シホ	麻日隆	2
kahogo-shitsuji-niwa-unzari-desu	過保護執事にはうんざりです。	woodwardamanda	火鳴	2
kaijin-nijuumensou	怪人二十面相	タクマ朋正	藤子不二雄a	2
kaijuu-no-shiiku-iin	怪獣の飼育委員	motteke	島崎無印	2
kaijuu-rettou-shoujotai	怪獣列島少女隊	春日晃	優輝光太朗	2
kaijuuzamurai	怪獣侍	舞嶋大	木村風太	2
kaikou-ichiban	開口一番!	東ペチコ	入船亭小辰;町田翠	2
kain-2014	Kain	笹木ササ	kain	2
kaiwa	会話	クレパス	ナラボン	2
kaiware-hammer-monogatari	カイワレハンマー物語	tera	imiga;naru;ワタナベマホト	2
kamakiri-yakata-no-sangeki	蟷螂館の惨劇	函岬誉	瀬口恵子	2
kamakura-shiyakusho-fuurekika	鎌倉市役所風歴課	池袋万里	ウマシムラ	2
kami-no-te-o-motsu-otoko	神の手を持つ男	須本壮一	本ソウイチ;福島孝徳	2
kami-sama-no-oboshimeshi	神様の思し召し	(unknown)	山本ナギサ	2
kamidanomi-konkatsu	神頼みコン活	geradsmitch	crow	2
kaminegu-shimai	かみねぐしまい	電柱棒	若鶏ニコミ	2
kannou-shousetsuka-no-mitsuiro-otogibanashi	官能小説家の蜜色お伽話	夏木美香	tsugumi	2
kanojo-no-elegy	彼女のエレジー	仁乃	遊園地迷子	2
kanojo-no-kanshoku	彼女の感触	boku	前田峻也	2
kantai-collection-kancolle-4-koma-comic-fubuki-ganbarimasu	艦隊これくしょん-艦これ-4コマコミック	「艦コレ」運営鎮守府	[開発;dmmcom;桃井涼太;角川	2
kantai-collection-kancolle-comic-arakaruto-maizuru-chinjufu-hen	艦隊これくしょん-艦これ-コミックアラカ	「艦コレ」運営鎮守府	10mo;blade;es;kirusu;zトン	2
karesen-joshikousei-to-tokikake-oji-san	枯れ専女子高生と時かけおじさん	オカカ	モモタン	2
karoojiero-no-enogu	カロージェロの絵の具	尾方富生	]雪アサラ;雪アサラ	2
kashikomarimashita-destiny	かしこまりました、デスティニー	桜日梯子	サチモ	2
kashizukimusume-to-wakatsubame	かしずき娘と若燕	満月シオン	高透レイコ	2
katame-de	かためで!	(unknown)	shige	2
kataomoi-fever	片想いフィーバー	藤野モヤム	桑佳アサ	2
katashiro-misawo-no-hanayome-shugyou	形代ミサヲの花嫁修業っ!?	眠田瞼	メタリカン	2
kattenai-neko	飼ってない猫	フカサワ映	関口カンコ	2
kattobi-demae-bouya	かっとび!!出前坊や	(unknown)	出前コミック製作委員会	2
kawaihara-senpai-wa-kawaii-saotome-kun-ga-suki	可愛原先輩はかわいい〈早乙女くん〉がすき	伊月一	セラミック	2
kawaii-boku-no-mia	可愛い僕のミア	夏木美香	tsugumi	2
kawaii-yajuu-kun	かわいい野獣くん	sepulvedamiguel	縞島オセロウ	2
kaze-tachinu	風立ちぬ	徳間書店	アニメージュ編集部;宮崎駿	2
kazemachi-no-futari	風街のふたり	吉川ヒロアキ	カシワイ	2
kedakaki-ookami-wa-bukiyou-na-koi-ni-oboreru	気高き狼は不器用な恋に溺れる	浅葱洋	伊倉トウ子	2
keisatsu-shochou	警察署長	タカモチゲン	ヤブウチユウキ	2
kekkon-nochi-love	結婚、のち恋愛。	森コサチ;綾河ラララ	朔也;蘇我空木	2
kekkon-shitakedo-otto-ni-kataomoi-shite-imasu	結婚したけど…夫に片想いしています	春キャベツ	小倉スパ	2
kemono-friends-comic-a-ra-carte	けものフレンズコミックアラカルト ジャパ	henselerthomas	ケモノフレンズプロジェクト;少年エー	2
kemono-friends-comic-arakaruto	けものフレンズコミックアラカルト	henselerthomas	ケモノフレンズプロジェクト;少年エー	2
kemono-to-waltz	ケモノとワルツ	上機シホ	]椿木トリカ;椿木トリカ	2
kengai-manga	圏外漫画	浪咲ユカ	長谷川真也	2
kenpee-kun	ケンペーくん	睦月影郎	奈良谷隆	2
kessen-no-kuon	血戦の九遠	クッキィ	枩岡佳範	2
kikai-jikake-no-merudiina	機械仕掛けのメルディーナ	藤緒アイ	宮チヒロ	2
kikazaru-hina-wa-mada-koi-o-shiranai	着飾るヒナはまだ恋を知らない	平安ジロー	ザラメ鮫	2
kikumon-koukou-motebu	菊門高校モテ部	granovadi	絶蝶	2
kimi-ga-nozomeba	猫(きみ)が望めば	シエロ	千星夜人	2
kimi-ni-sasageru-otokomae	君に捧げる男前	梅涼	文之助	2
kimi-no-koe-de-shitsukete	君の声で躾けて	寺嶋カナエ	ミヅイ甘	2
kimi-to-apocalypse	君とアポカリプス	生方メグミ	ムウリアン	2
kimi-to-kanaderu-fukyou-waon	君と奏でる不協和音	日輪早夜	ヒマワリソウヤ	2
kimi-to-koishite-afogaato	君と恋してアフォガート	サトル	要マリコ	2
kimi-to-te-o-tsunaide	きみと手をつないで	磯野フナ	崎谷ハルヒ;鰍ヨウ	2
kimi-wa-yoru-no-juunin	きみは夜の住人	園千代子	黒井モリー	2
king-the-land	キング・ザ・ランド	(unknown)	choirome;spoon	2
kinka-gyokujou-ohanamori	金科玉条!?お花守	五十嵐アグリ	曽我アキオ	2
kinome-sasa	木野芽ササ	トリメ	木野芽ササ	2
kinoshita-kyoudai-wa-tomaranai	木下兄妹は止まらない!	朝ヒオリ	チキン	2
kinsei-no-riveeru	金星のリヴェール	由村	沼地ドロマル	2
kiraware-joou-ha-juuou-sama-no-okiniiri-dokuhime-ga-reset-shita-jinsei-de-dekiai-saremasu	嫌われ王女は獣王様のお気に入り	日輪早夜	ヒマワリソウヤ;今井真椎	2
kireppuru-no-nichijou	キレップルの日常	陽村空葉	クロタマ	2
kireteru-futari-no-shutchou-meshi	キレてるふたりの出張めし	塩胡蝶	岩国ヒロヒト	2
kiritsu-ki-o-tsuke-nijisanji-gakuen	起立!気をつけ!にじさんじ学園!	(unknown)	ニジサンジ;富士フジノ	2
kisou-tensai-genius	奇想天才ジーニアズ!	saku漫画家	咲竹チヒロ	2
kiss-and-cry	キスアンドクライ	大豆田	日笠希望	2
kissaten-ni-gal-ga-iru	喫茶店にギャルがいる	丸本チンタ	田丸鴇彦	2
kisu-to-zettai-sekai-seifuku	キスと絶対世界征服	イツコ	サユコ	2
kitare-parettodan	来たれ、パレット団!	宮本ペルミ	サイトウナオキ;双葉陽	2
kiyasuku-fureru-na-kuro-bara-ni	きやすく触れるな黒薔薇に	アサキ美暮	茜音カヤ	2
kizuguchi-to-houtai	傷口と包帯	ペル	七井海星	2
koi-no-yamai-to-yarougumi-season-2	恋の病と野郎組シーズン2	ジェイストーム;堂島高博;日本テレビ	jstorm;ntv;ntvjsto	2
koi-to-batsu	恋と罰	大石普人	オオイシヒロト;松居大悟	2
koisuru-birionea-kinryuuin-seira-no-karei-naru-unmei-sousa	恋するビリオネア金龍院セイラの華麗なる運	zuccherilaura	ショウマケイト	2
koisuru-hetare-wa-itsumo-bukiyou	恋するヘタレはいつも不器用	梶原伊緒	九重ヤエ	2
koitsu-ore-no-koto-suki-nanoka	コイツ、俺のこと好きなのか?!	多治見尚哉	百々瀬新	2
koitsu-wa-dame-da-to-shitte-iru-vii-ensemble	こいつはダメだと知っているvie ens	奈院ユリエ	吉田実加	2
kojirase-kare-no-dekiai-ga-omosugimasu	こじらせ彼の溺愛が重すぎます!	八科コムギ	古賀テッコ	2
kojire-ni-kojireta-gikyoudai-no-hanashi	こじれにこじれた義姉弟の話	brownchester	飴降アメリ	2
kokuhaku-wa-yume-no-naka-de	告白は夢の中で…	出樹	梅子	2
konna-koi-nara-owari-ni-shitai	こんな恋なら終わりにしたい!	甘野メグミ	コウキ	2
kono-subarashii-sekai-ni-shukufuku-o-kappore	この素晴らしい世界に祝福を!かっぽれ!	上田敦夫	ズンダコロッケ;三嶋クロネ;暁ナツメ	2
konya-mo-kimi-to-koubutsu-dinaa-o	今夜もきみと鉱物ディナーを	鹿チャン	アサナエアラタ	2
kore-wa-akumade-fiction-dakara	これはあくまでフィクションだから!	noise	魚屋ウオ	2
korogaru-hoshikuzu-domo	転がる星屑ども	甘酒縞	有海トヨコ	2
koroshiya-wa-sumaatouotchi-ni-sakaraenai	殺し屋はスマートウォッチに逆らえない	leegeorgie	t長	2
kotowarenai-kaichou-wa-tomoe-kun-ni-dake-shite-agetai	断れない会長は友江くんにだけしてあげたい	由村	沼地ドロマル	2
koukyuu-no-musubi-jin	後宮の結び人	磯野フナ;竹町	小早川真寛;鰍ヨウ	2
kouun-no-rihatsushi	幸運の理髪師	東冬	長門サイチ	2
kouya-ni-kemuru-wa-shi-no-kaori	荒野に煙るは死の香り	閏月戈	ザキコ;牧野圭祐	2
koyomikko	こよみっこ	(unknown)	ミチタカ;納豆マゼオ	2
kugizuke-sasupishasu	釘付け鎖スピシャス	瀬之タツネ	芹川豆	2
