slug	title	our_author	src_author(種1/楽天)	誤ISBN数
ajisai-planet	あじさい・プラネット	サカメガネ	知梨	2
akage-no-an-matsuzaki	赤毛のアン	マツザキアケミ;恋塚稔	イガラシユミコ;ルーシーモードモンゴ	2
akai-mi-hajiketa	紅い実はじけた	菊池マリコ	高橋那津子	2
akane-chan-over-drive	あかねちゃん OVER DRIVE	河下水希	桃栗ミカン	2
akane-sasu-sekai-de-kimi-to-utau	茜さすセカイでキミと詠う	ハルコ	ジークレスト;田中文	2
akinashi-san-ni-norowarerutsu	春夏冬さんに呪われるっ!?	白梅ナズナ	三ノ咲コノリ	2
akiresu	アキレス	衣谷イロ	佐伯直	2
akireusu	アキレウス	昭時大紀	藤田カクジ;鉄人	2
akko-no-ko	悪虎の子	watanao	犲木坂	2
akuma-na-futago-to-abunai-ryouseikatsu	悪魔な双子とアブナイ寮生活❤	西ノリ子	芦原モカ	2
akuma-to-keiyaku	アクマと契約	hal	ハル;ハルpub2016	2
akuyaku-reijou-ni-nanka-narimasen-watashi-wa-futsuu-no-koushaku-reijou-desu	悪役令嬢になんかなりません。私は『普通』	久保田流生	ユハズ;秋咲リオ	2
akuyaku-reijou-wa-heroine-o-ijimete-iru-baai-dewa-nai	悪役令嬢はヒロインを虐めている場合ではな	丹辺ルン;秦槙吾	アズヤチトセ;四宮アカ	2
all-rush	オールラッシュ!	今井ササル	ネジガナメタ	2
alpha-no-sakebi	アルファの叫び	青山アルト	九重シャム	2
alquaine	アルクアイネ	白梅ナズナ	三ノ咲コノリ	2
amaetai-kemono	甘えたい獣	夕倉アキ	ユイツ	2
amedeo-ryokouki	アメデオ旅行記	イトウハジメ	アボガド6	2
anata-de-fukuramu-watashi-no-peshanko	あなたでふくらむ、私のぺしゃんこ。	金森ケイタ	滝沢リネン	2
anata-ni-dake-wa	あなたにだけは	吉舎和幸	柏木郁乃	2
anata-no-mirai-o-yurusanai	あなたの未来を許さない	顎木アクミ;鳴海マイカ	jimao;syousa;倫理キヨ	2
anata-no-tame-nara-nannidemo	あなたのためなら女(なん)にでも	辻恵	ツゴモリ	2
angels	Angels	大月悠祐子	カナン;ブロッコリー	2
aniizu-pantsuaa	アニーズ・ぱんつぁー	片山誠	カタヤママコト	2
ankoku-kishidanchou-to-seishun-girl	暗黒騎士団長と青春ガール	神田哲也漫画家	リシン	2
anta-o-100-doku-100-no-serifu	あんたを口説く100のセリフ	山本夜	彩木咲花	2
anta-wa-ore-no-omega-daro	アンタは俺のオメガだろ	蘇我捨恥	猫野マリコ	2
aohada-kyonyuu-to-kuso-bocchi	青肌巨乳とクソボッチ	シンギョウガク	十五夜	2
aoi-kun-niwa-kanawanai	蒼井くんにはかなわない	小牧街	押川イイ	2
aoi-uroko-to-suna-no-machi	青い鱗と砂の街	コユキ	小森羊仔	2
araidoki	あらいどき。	須久ネルコ	橋本ユウスケ	2
arima-kun-wa-mahoutsukai	蟻魔君は魔法使い	的場リョウ	伝子レンヂ	2
arima-san-wa-omega-ni-naritai	有馬さんはオメガになりたい	カミツカゲツ	藤田カフェコ	2
armed-arm	アームドアーム	雨蘭	橋本還	2
aru-dorei-shoujo-ni-okotta-dekigoto	ある奴隷少女に起こった出来事	jacobsharrietann	アライマリコ;ハリエットaジェイコブ	2
aruki-henro-zukan	アルキヘンロズカン	國津武士	シマタケヒト	2
as-passion	アズパッション	宮越和草;美輝妖	アンソロジー	2
asagiiro-no-saudaaji	あさぎ色のサウダージ	逆縞	]サクタロー;サクタロー	2
ashita-no-jiroo	あしたのジロー	空木哲生	森高夕次;荒木光	2
ashita-no-kimi-ni-iitai-koto-ga-aru	明日の君に、言いたい事がある。	meg	瀬戸ウミコ	2
ashita-wa-docchi-da-kyou-girl	明日はどっちだ今日ガール	高妍	ミギヒザ	2
ashitsuma-monogatari	アシ妻物語	大月康成	岡本ジュリー	2
asonde-manga-no-onii-san	遊んで!まんがのお兄さん	生方メグミ	ムウリアン	2
at-lady	AT Lady!	岡野剛	ノムラ剛	2
atori-show	アトリ抄	タシロタクヤ	田代琢也	2
avengers-zombie-asenburu	アベンジャーズ/ゾンビ・アセンブル	白梅ナズナ	小宮山優	2
ayaka-san-wa-dame-gitsune	あやかさんは駄メギツネ	マサキリョウ	シタラナナ	2
ayashi	妖	犬木加奈子	霧島珠樹	2
azawarau-sekai-no-naka-de	嘲笑う世界の中で	岸根靖興	和泉亜明	2
azumi	あずみ	小山ユウ	小学館	2
b-b-girls	B.B. girls	小石川イオリ	クミチョウ	2
baacharu-kun-wa-otonari-san-kara-nigetai	バーチャルくんはおとなりさんから逃げたい	磯カズナリ	アキチハヤ	2
babel-no-sekkeishi	バベルの設計士	kanbe	芦藻彬	2
baitosaki-no-senpai-ga-koukousei-janakatta-hanashi	バイト先の先輩が高校生じゃなかった話	梅涼	文之助	2
baiyakuzumi-no-megami-sama	売約済みの女神さま	昼間行燈	蛇足センタロウ	2
baka-de-yowakute-buzama-demo	バカで弱くて無様でも	夏江夢子	千代崎	2
bake-bake-bake	ベイク・ベイク・ベイク	炊田鳩子	吉近イチ	2
bakee	化け絵	白樺鹿夜	モコ	2
bakki	魃鬼	アタル	下川咲	2
bakkure	ばっくれ	トンボハウス	来賀友志;渡辺ミチオ	2
banana-kids	バナナキッズ	(unknown)	オ-エスビ-出版	2
bandit-seven	バンディセブン	青辺マヒト	マサユミ	2
bandori-koma-bandoritsu	BanG Dream!よんこま ばんどり	早蕨タマオ	issen;シロイハクト;ヒト和	2
banzoku-tensei-makeikusa-kara-hajimaru-isekai-seifuku	蛮族転生!	esk;鯖井バル	佃繁奈;武蔵野純平	2
bara-to-tanpopo	ばらとたんぽぽ	okamura	遠浅ヨルベ	2
barubaro	バルバロ!	ノド山	岩浪レンジ	2
batchiri-scratch	ばっちりスクラッチ	田中カタパルト	プナツ	2
batman-dark-victory	BATMAN Dark Victory	saletim	ジェフローブ;ティムセイル;ャスダシ	2
batman-eternal	バットマン:エターナル	ajadavid	ジェイソンファボック;ジェイムズタイ;ジェームス	2
batman-incorporated	バットマン・インコーポレイテッド	黒曜燐	クリスバーナム;グラントモリソン	2
batman-lil-gotham	バットマン:リル・ゴッサム	fowlertom	ダスティングエン;デレクフライドルフ	2
batsubatsu-shinaide-tsukimine-san	××しないで!月峰さん。	カシバ	夜墨リョウ	2
batsuichi-de-nakimushi-na-otonari-san	バツイチで泣き虫なおとなりさん	シンギョウガク	十五夜	2
beast-of-blood	ビーストオブブラッド	coco	星名アンジ	2
beat-again	Beat againビートアゲイン	ニノマエナナ	火鳥満月	2
bengonin-yuragi-no-shoudou	弁護人ゆらぎの衝動	山形シン	岡野メル	2
beni-ikkon	紅一献!	西海ミナト	桃缶	2
bimajo-no-ayano-san	美魔女の綾乃さん	シュガーペロペロ	相原瑛人	2
black-dust-potion	ブラックダストポーション	瀬之タツネ	芹川豆	2
black-guard-1997	Black guard	霧嶋珠生	霧島珠樹	2
blaze-soo-edge	ブレイズ・ソー・エッジ	芋畑サリー	吐兎モノロブ	2
blife	BLife	猿屋ハチ	一宮思帆;七織ニナコ;純愛鏡	2
blood-night-market	ブラッドナイトマーケット	北畠アケ乃	緒川千世	2
blue-gralia	ブルーグラリア	後藤正人	イイヅカケイタ	2
blue-head-ni-kuchizuke	ブルー・ヘッドにくちづけ	スナコ	オマル	2
bocchi-na-ace-o-riido-shitai	ぼっちなエースをリードしたい	シャンプーハットコイデ	水森崇史	2
boisura	ボイスラ!!	金子彰史	octo	2
boku-no-kanojo-wa-dekkawaii	僕の彼女はデッカワイイ	サノリン	sanorin	2
boku-no-kioku-wa-kimi-no-naka	ボクの記憶はキミの中	芥ミチ	キジトラヌコヂ	2
boku-no-mirai-wa-majo-no-naka	僕の未来は魔女の中	アオイクジラ	ナカダマオ	2
boku-o-warui-ko-ni-shite	僕を悪い子にして	ドールル	灰田ナナコ	2
boku-to-jubutsu-no-kimyou-na-seikatsu	ぼくと呪物の奇妙な生活	大石普人	オオイシヒロト;田中俊行	2
boku-wa-kanawanu-koi-o-suru	僕は叶わぬ恋をする	森長アヤミ	岡野ク仔	2
bokura-no-issen	ぼくらの一線	紺野ナヲコ	鴈方ヒノノ	2
bokura-no-souretsu	ぼくらの葬列	隈屑	朝霧ユウキ	2
bokutachi-ga-kazoku-ni-naru-made	僕たちが家族になるまで	安房サトル	アサヒヨヒ	2
boogiepop-wa-warawanai-vs-imaginator	ブギーポップは笑わないVSイマジネーター	オカカ	上遠野浩平;緒方剛志;越水ナオキ	2
booska-plus	ブースカプラス	矢萩隼人	jimmy;naopu@foom	2
botchibiyori	ぼっち日和。。	鹿子木灯	今村朝希	2
botchiman	ぼっちマン	月並甲介	榊原宗々	2
brave-furonteia-haruto-no-shoukan-nikki	ブレイブフロンティアハルトの召喚日記	常深アオサ	サンジョウキイロ	2
bud-rush	バドラッシュ	井上トサズ	塩沢カツマ	2
buggy-whip	バギーウィップ	石田総司	大野スグル	2
bungou-act	文豪アクト	松虫アラレ	真崎福太郎	2
butsuzou-punk	仏像パンク	マズリン	横尾公敏	2
buzz-game	#バズゲーム	平石六;御鷹穂積	景山愁;高橋右手	2
caligula-no-koi	カリギュラの恋	佐藤千鳥	ミチノクアタミ	2
casanova	カサノバ	倉科遼	司敬	2
challenge-up	Challenge Up!	友永晃浩	鈴木手毬	2
chance-1996	チャンス!	モリタジュン	北川悦吏子;小野佳苗	2
chibidora	ちびドラ!	フジイ葛西	宮本チユ	2
chibitora	チビトラ	アオイサクラ子	kagezi	2
chiiko-basket	ちーこばすけっと!	佐々木陽子	米白粕	2
chijou-saisoku-seishun-takkyuu-shounen-puuyan	地上最速青春卓球少年 ぷーやん	桐木憲一	霧木凡ケン	2
childragon	Childragon	東直輝	アズマケイシン	2
children	チルドレン	因幡シホ	三浦ミウ	2
chinkongai	鎮魂街	(unknown)	magia;許辰	2
chinure-warashi	ちぬれわらし	(unknown)	kakeru	2
chitchana-kanojo-ni-sematta-kekka	ちっちゃな彼女にせまった結果。	桜井飛鳥	嘉村朗	2
chiteikai-kidan	地底界奇談	アオバpub2024	星川チヅル	2
chotto-meiken	ちょっと名犬	谷間夢路	出井州忍	2
chotto-shakai-futekigousha-san	ちょっと社会不適合者さん	吉宗	ウシハシル	2
choueki-ichizen-shakai-no-gomi-desu-kedo-kansha-shite-kuremasuka	懲役一善	岬ネオン	宮月新;田中基	2
chupakarabu	ちゅぱからぶ	カワグチタケシ	徳山ルーシー	2
clannad-comic-a-la-carte	Clannadコミックアラカルト	(unknown)	コンプティーク編集部	2
coax-code	コークス・コード	多平優香	赤瀬新一	2
cole-de-platon	エコール・ド・プラトーン	三原シラユキ	永美太郎	2
colorful-kyuu-sheet	からふるキューシート!	ユメノ	チクワ	2
comic-angelique-carnival	コミックアンジェリークカーニバル	(unknown)	光栄	2
comic-kumamon	コミックくまモン	(unknown)	小山薫堂;熊本県	2
comitia-30th-chronicle	コミティア30thクロニクル	山川直人	a-10;belne;kashmir;mats;	2
concierge	コンシェルジュ	イシゼキヒデユキ;藤栄道彦	楠木アルト	2
corpse-party-cemetery-0	コープスパーティーcemetery 0	中尾ニワ	イチハヤ;祁答院慎	2
cosplay-jimiko-to-kameko-kachou	コスプレ地味子とカメコ課長	久川ハル	橙夏リリ	2
cosplay-no-kami	コスプレの神!	奄美アマユ	方密	2
crows-respect	クローズリスペクト	此元和津也	本田真吾;荒木光;高橋ヒロシ;髙橋ヒロシ	2
crueler-than-dead	クルエラーザンデッド	藤山素心	佐伊村司;高橋構造	2
curry-man	カレー漫	流水凜子	pikopiko;コマツミキ;トミサ;トミサワ千	2
dag-boys	ダグ・ボーイズ	樹要	芹沢要;荒木瑛	2
daimaou-no-off	大魔王のOFF	万太郎	水野マドカ	2
daisuki-tamagotchi	だいすき・たまごっち	河井リツ子	リッチ	2
daitoshokan-no-hitsujikai-library-4-you	大図書館の羊飼い Library 4 y	旭太郎	オーガスト;和錆	2
dakasete-kudasai-furutaka-shunin	抱かせてください古高主任	浅岡旭	町田トマト	2
dakkan	奪還	須本壮一	本ソウイチ;蓮池透	2
dame-na-pet-no-shitsukekekata	駄目なペットの躾け方	出樹	梅子	2
danna-ga-totsuzen-shinimashita	旦那が突然死にました。	ニシムラユウジ	セセラギ	2
danshikou-no-hime	男子校の姫	ニドネ杉	イクタハナ;育田花	2
dattara-ore-ga-daiteyaru	だったら俺が抱いてやる	袴田ナツキ	麻生クマ	2
dear-noman	Dear NOMAN	矢澤オケ	寝路	2
debayashi-from-universe	デバヤシ・フロム・ユニバース	草水敏	神崎タタミ	2
deck-hitotsu-de-isekai-tanbou	デッキひとつで異世界探訪	モモシカ藤子;空飛ブヒヨコ	リリンラ;春夏冬エ;春夏冬工;棚架ユ	2
dekiai-mo-keiyaku-no-uchi-ni-hairimasu-ka	溺愛も契約のうちに入りますか?	江成イチコ;由井ヒナ子	冴島ユカ子;河野美姫	2
dekiai-shinshi-umeda-san	溺愛紳士梅田さん。	林倉吉	モチアンコ	2
demodoriyakata-no-sebasu-chan	出戻り館のセバスチャン	片山誠	カタヤママコト	2
densetsu-no-level-1-yuusha	伝説のレベル1勇者	アオキタクト	シャド地蔵	2
deshi-ga-kawaisugite-tsurai	弟子が可愛すぎてつらい	トータス杉村	]火山雷弌;火山雷弌	2
desupareeto-na-reijoutachi	デスパレートな令嬢たち	ナガヤマ由貴	矢板ミナミ	2
diasu-police	ディアスポリス	スギムラシンイチ;長崎尚志	リチャードウー	2
disney-twisted-wonderland	ディズニーツイステッドワンダーランド	(unknown)	アンソロジー;ウォルトディズニージャ;ウォルトデ	2
doburoku-chan	どぶろくちゃん	恵庭	ポテチ次郎	2
dogesen-r	どげせんR	笠原倫	rin	2
doku-ni-kuchizuke	毒にくちづけ	久保田流生	doji	2
dokusha-senyou-kensaku-engine-chotto-morimashita	読者専用検索エンジン ちょっと盛りました	西本英雄	アサミダイジュ;シマダヒデアキ;ニシ;ニシモトヒ	2
don-t-touch-me	ドント・タッチ・ミー!	永田礼路	結城アオ	2
doruhira	ドルヒラ	井上行広	堀井秀人	2
dou-ganbattemo-etchi-ni-natchau-osananajimi	どう頑張ってもHになっちゃう幼なじみ	狐神文夜	スシジロウ	2
doubt-amano-2012	Doubt!	天乃咲哉	名香智子	2
doujinshi-doujin-sofuto-nyuushu-manual	同人誌同人ソフト入手マニュアル	(unknown)	ユナイト	2
doutei-kayakkaa-kakeru	童貞カヤッカーカケル	(unknown)	ラム郎	2
dragless-sex	ドラッグレス・セックス	江口吾朗	エンゾウ	2
dragon-4-esuto-monsters-terii-no-wonderland-4koma-manga-gekijou	ドラゴンクエストモンスターズ テリーのワ	(unknown)	エニックス出版局	2
dribble-nukko-aashi-chan	ドリブルヌッコあーしちゃん	カズフミ	モノノヴ	2
drops	DROPS	高嶋ヒロミ	南京グレ子	2
dry-and-heavy	ドライアンドヘビー	ハコロク	益子悠	2
e-kekkon-tte-3-jigen-demo-dekirundesu-ka	え?結婚って3次元でもできるんですか?	玖乃緑	アラタマイ	2
eishashitsu-no-wakaba-san	映写室のわかばさん	風越洞	神田川アユ;青山克己	2
ekiben-jikan	駅弁時間	富士沢一矢	六月柿光	2
ekiden-bros	エキデンブロス	遥川潤	野乃大生	2
ekusupurooraazu-6	エクスプローラーズ6	丸本チンタ	]田丸鴇彦;田丸鴇彦	2
elf-to-hitotsu-yane-no-shita	エルフとひとつ屋根の下	ニドネ杉	イクタハナ;育田花	2
elisabeth	エリザベート	ミヒャエルクンツェ;小池修一郎;森川	塚本哲也;水野英子	2
emu-san	エムさん。	寺山電	エム	2
en-to-yukari	エンとゆかり	長谷良エリア	シロウウラヤマ	2
enoki-jinja-nyanpaiki	榎神社ニャン拝記	石田リンネ	小谷津早希;清水アイ	2
erogeya-sister	えろげや×シスター	三上ミカ	御木本カナミ	2
erukuesuto	えるくえすと!	安房サトル	ムラサキ*	2
everyday-magic	エブリデイ・マジック	磯野フナ	崎谷ハルヒ;鰍ヨウ	2
faindaagoshi-no-ano-ko	ファインダー越しのあの子	habinchae	カボチャ	2
fairy	フェアリー	カワチユカリ	アリサカ邦;佐々木守	2
faraway	ファラウェイ	倉科遼	司敬	2
ferumi-kenkyuujo	フェルミ研究所	多平優香	フェルミ研究所	2
fight-2000	Fight!	亜月裕	説話社;阿部ユタカ	2
finding-dory	ファインディング・ドリー	(unknown)	ディズニーパブリッシングワールドワイ;中沢志乃;	2
fire-candy	ファイヤーキャンディ	米倉ケンゴ	今村夏央	2
fire-emblem-thracia-776-2000	ファイアーエムブレム トラキア776	日野慎之助	タカナギ優名	2
fluidrat	フルイドラット	百乃モト	坂木原レム	2
fly	FLY	ニシカワ醇	西川ジュン	2
follow-you-follow-me	フォロー・ユー フォロー・ミー	荻丸雅子	麻原イツミ	2
foodies	フーディーズ	樹林伸;灰吹ジジ	ショーキチ;中西淳;亜樹直	2
foundation	ファンデーション	来留間慎一	秋恭摩	2
fudanshi-bartender-no-tashinami	腐男子バーテンダーの嗜み	閏月戈	ナル粉	2
fudanshi-kun-niwa-himitsu-ga-aru	腐男子くんには秘密がある	エイタツ	小丸オイコ	2
fukakuteisei-sekkusu-friend	不確定性セックスフレンド	井戸正善	東野ミカン	2
fukujuu-to-amagami	服従と甘噛み	ウスイカツラ	志木見ビビ	2
full-metal-panic-another-sigma	フルメタル・パニック!アナザーΣ	(unknown)	タイチ庸;四季童子;大黒尚人;海老川	2
fullback	フルバック	クッキィ	枩岡佳範	2
fura-furadansu	フラ・フラダンス	アキツ鉄鋼	オシャレサロンナツナギ;志藤ミネ	2
furoya-no-fuuko	風呂屋のフーコ	町健次郎	鳴果ナル	2
fushi-no-sougishi	不死の葬儀師	ゲンツキ	清宮コウ丞	2
fushigi-no-kuni-no-heart-no-joou	不思議の国のハートの女王	仕掛ケ番長;由村	ヨハチ;長月遥;鳴海ユキ	2
futago-wazurai	ふたごわずらい	瀬田u	桜野イツキ	2
futsukazuki-ni-sumu	二日月に栖む	喃喃	ミギノヤギ	2
fuwafuwa-kagaku	ふわふわ科学	南野彼方	田仲康二	2
gacen-rafu-sketch	G専ラフスケッチ	植草美幸	鳥取砂丘	2
gachashi-ni-kamibikisaretemita	ガチャ師に神引きされてみた	浪咲ユカ	長谷川真也	2
gakkou-ni-tsutawaru-kowai-uwasa	学校に伝わる怖いうわさ	新井十二;穂波到;青木智子	アンソロジー	2
gakkou-no-kaidan-koga-1994	学校の怪談	古賀新一	破邪;谷間夢路	2
gakushoku-hana-no-shiawase-gohan	学食「ハナ」のしあわせごはん	鉄山カヤ	pote	2
game-gyagu-1p-comic	ゲームギャグ1Pコミック	(unknown)	コミックゲーメスト編集部	2
gangster-girls	ギャングスタガールズ	ウミハル	綾瀬レツ	2
gansuringaa-sutoratosu	ガンスリンガーストラトス	ビリー	gunsproject;square;彼岸ロージ	2
garden-sphere	ガーデンスフィア	レモンエンド	紺野賢護	2
gate-of-nightmares	Gate of Nightmares	クッキィ	スクウェアエニックス;マツオカヨシノ	2
gawacosu	ガワコス!!	ヤマウチ	土平ユノ	2
geemuya-butchake-life	ゲーム屋BL (ぶっちゃけライフ)	(unknown)	ヒゲフサ	2
gekiga-aoki-isao-no-golf-gorinnosho	劇画・青木功のゴルフ五輪書	山崎匡佑	青木功	2
gekiga-saigou-takamori	劇画・西郷隆盛	倉科遼	司敬	2
gekkousha-boorei-ki-tan	月光社ボーレイ奇譚	メェ田ノン	川端新	2
genbaku	原爆	alcante;bolléelaur	l-fボレ;ディディエアルカント	2
genkai-seifu-magical-panzer	限界聖布☆マジカルパンツァー!	エムケエ	倖ラル;祁答院慎	2
genmetsu-camera	幻滅カメラ	八守リョウ	鳥トマト	2
gesuiyo-hanamura-san	ゲスいよ!花村さん	壱臣	木箱キユ	2
giant-killer-kaijuu-bushidou	GIANTKILLER怪獣武士道	breretondaniel;ras	ダンブレレトン;ダンラスプラー;ルビ	2
gift-2006	Gift	one;ユキヲ	秋本尚美	2
gift-2012	gift	塩森恵子	秋本尚美	2
gift-ichinose-2015	gift	一ノ瀬ユマ	秋本尚美	2
gingatetsudou-no-yoru	銀河鉄道の夜	北原文野;宮沢賢治;永島慎二;石原ハ	マスムラヒロシ;古城武司	2
ginii-pig-wa-ori-no-soto-no-yume-o-minai	ギニーピッグは檻の外の夢を見ない	安房サトル	理原	2
ginmokusei-no-shitateya	ギンモクセイの仕立て屋	la軍	マミタ	2
ginshio-shoushou	ぎんしお少々	電柱棒	若鶏ニコミ	2
girigiri-out-2020	ギリギリアウト!	翠川稜	佐藤アキヒト	2
gisou-love	偽装恋愛	(unknown)	小嶋ノア;白雪林檎	2
go-san-no-heart	誤算のハート	北畠アケ乃	緒川千世	2
godaiko-furu-burst	五大湖フルバースト	有永イネ	西野マルタ	2
gogo-tamagotchi	GO GO!たまごっち	yascorn	ヤスコーン	2
goinkyo-collection	ご隠居コレクション	空木哲生	祀木円	2
gojuu-rokujuu-yorokonde	五十、六十、よろこんで。	西岡サチ	ワイエム系	2
gokujou-otoko-gohan-manaita-no-ue-no-ore	極上男子ごはん★まな板の上の…俺!?	園田花ヨウ	榎木シメジ	2
goodbye-to-destiny	グッドバイトゥデスティニー	霧崎秀征	渋江ヨフネ	2
gosujin-daisuki-ponta-no-yuuutsu	ごすじん大好きポン太の憂鬱	(unknown)	山口サプリ	2
gosurori-jk-mujintou-hyouryuuki	ゴスロリJK無人島漂流記	ツッツ	青田メイ	2
goukai-san-datsu	豪快さんだっ!	ネテル	泉昌之	2
goulart-knights	グラール騎士団	瀬之タツネ	sion;実弥島巧	2
gourmet-namamono-ni-aisarete-imasu	グルメなまものに愛されています	coco	星名アンジ	2
gray-no-gureko-san-wa-oshi-ga-toutoi	グレイのグレ子さんは推しが尊い	マサミティー	伊藤リカバリ	2
green-contrast	グリーン・コントラスト	ミヤコヒト	西尾メシ	2
grenimal-no-shokeinin	グレニマルの処刑人	森由羅	鴉鬼助	2
gunrou-ni-hana	群狼に花	眞生ミチ	月凪アヤセ	2
guriddoman-shinseiki-chuugakusei-nikki	SSSS.GRIDMAN新世紀中学生日記	鈴紀オズク	ssssgridman;アリ子	2
gyakuhaa-mousou-konfuyuujon	逆ハー妄想コンフュージョン	ヨコイエミ	司馬カナン	2
ha-omae-kurogyaru-no-kuse-ni-shojo-nano	は?お前、黒ギャルのくせに処女なの?	神戸遥真	envy	2
habibi	ハビビ	inmanmatthew	クレイグトンプソン;風間賢二	2
hai-ni-narumade	灰になるまで	桜井雪	多田由美	2
hai-spec-dayo-iona-chan	ハイスペックだよ!イオナちゃん	九品ソウイン	新木伸;星野蒼一朗;森沢晴行	2
hai-to-gin-no-hane	灰と銀の羽根	古町ユキ	文ノ梛	2
haikou-dolls	廃校ドールズ	吉野貝	君ト子音	2
haishinsha-haken-ooeru-to-shugeiya-mero	配信者・ハケンOLと手芸屋メロ	映画館	ラクダ	2
haiyaa-toraivu	ハイヤートライヴ	藤山素心	高橋構造	2
hajimeteno	はじめての	楢島サチ	gingerberry;アンドウ;高比良リト	2
hakiri-san-wa-kimi-dake-no-shinigami-ni-naritai	葉木莉さんは君だけの死神になりたい	saipaco	35マチ	2
hakone-no-nekoha	ハコネのネコハ	臼井トモミ	渡辺一平	2
hakoniwa-yuugi	箱庭遊戯	ハルコ	田中文	2
hakugetsu-no-ban-ni	白月の晩に	霧崎秀征	渋江ヨフネ	2
hakushaku-reijou-to-juusha-no-futekisetsu-na-kankei	伯爵令嬢と従者の不適切な関係	三日月シズカ	クセツキコ	2
half-and-half	HALF AND HALF	hanukaassaf	夏芽アコ	2
hamster-club	ハムスター倶楽部	メデ鯛	アンソロジー	2
hamster-shiiku-nikki	ハムスター飼育日記	メデ鯛	アンソロジー	2
hana-no-android-gakuen	花のアンドロイド学園	西村西	加山紀章	2
hana-no-koe	花情曲	皇名月	皇ナツキ	2
hana-ouji-to-himitsu-no-fianc	花王子と秘密のフィアンセ	クロバr	ナガトカヨ	2
hanafuri-yado-no-yadokari-otome	花降り宿のやどかり乙女	上原ヒビキ	大堀ユタカ	2
hanahada-hanaya	ハナハダハナヤ	高橋アサミ	若菜	2
hanamakura	華枕	浅生鴨	マチコ;華壇倶楽部	2
hanamaru-manga	花丸漫画	高永ヒナコ	アンソロジー;穂波ユキネ	2
hanamori-no-kitsune	花守の狐	西澤暁	西沢暁	2
hanamoto-ari	花本アリ	マズリン	花本アリ	2
handsome-must-die	ハンサムマストダイ.	アサガオ	アストラ芦魔	2
hanechin-to-bucky-no-oko-sama-shinryouroku	ハネチンとブッキーのお子さま診療録	北岡寛己;夢花李	佐原ミズ	2
haneru-kimi-o-tomeru-boku	ハネる君をトメる僕	ミキポン	キタムラマシュウ	2
hanikami-o-toke	はにかみを解け	藤本桜	桂馬ビンゾコ	2
haraguro-ouji-ni-himitsu-o-nigiraremashita	腹黒王子に秘密を握られました	本橋雄一	キタミマユ;北見明子	2
harapeko-oyako-to-moto-kare-yanushi	はらぺこ母娘と元カレ家主	松本蓮士	リオリ	2
hare-no-hi-tanuki-no-yoi-furumai	ハレのヒ タヌキの良いふるまい	(unknown)	フジモト	2
haru-made-no-kyori	春までの距離	新多奏日	ハルモト紺	2
harukiya-san-wa-ijippari	春木屋さんはいじっぱり	神田ハルカ	カワハラ恋	2
harusaki-red	春咲きレッド	サトル	浅川マユミ	2
harutsuge-to-yukimusuko	春告と雪息子	碓井ツカサ	hagi;弓部早苗;弓部早苗(mel	2
haruzakari	はるざかり	甘岸久弥	伊藤レイヂ	2
hataraku-basu-girl	働く!バス娘	リベルエンタテインメント	犬吠アカ太	2
hataraku-onee-san	はたらくおねえさん	後藤ユタカ	細井玲子	2
hatred	HATRED	シチ	六甲島カモメ	2
hatsukoi-body	初恋ボディー	内田実	萩倉ユウキ	2
hatsukoi-gossip	初恋ゴシップ	金森ケイタ	モト	2
hatsukoi-ni-tokeru-yukimoyou	初恋に溶ける雪模様	美和	イモハタ	2
hatsukoi-oobaadoozu	初恋オーバードーズ	カクタスズ	amai	2
hayami-shachou-sono-kiss-no-wake-o-oshiete	速水社長、そのキスの理由(わけ)を教えて	勝川ユミ;藤本正二	シラカワイチ;紅カオル	2
hayasegawa-kun-to-megami-na-onee-san	早瀬川君と女神なお姉さん	ユメノ	チクワ	2
hayato-kun-to-saho-chan-wa-honjitsu-mo-ichaama	隼人くんと早穂ちゃんは本日もいちゃ甘。	ナツミ理奈	久遠アユム	2
heaven-2001	HEAVEN	王欣太	高群保	2
hebio	ヘビオ	白樺鹿夜	モコ	2
heisei-namaiki-idol-sama-ga-zutto-tsuiteru	平成ナマイキアイドル様がずっと憑いてる	三嶋ショウ子	トメオニギリ	2
heisha-no-joushi-wa-motoyuusha	弊社の上司は元勇者	小手万里	次見ヤヲラ	2
hello	HELLO!!	冬樹久生	shimoyamatakashi	2
hero-kun-ni-koishiterutsu	ヒーローくんに恋してるっ!	八街潤	如月ユキノ	2
herscherik-aaru-tensei-ouji-no-eiyuu-tan	ハーシェリクR転生王子の英雄譚	伊恵中二;福嶋ユッカ	アリ子;柚葵ユユ;楠ノビル	2
herscherik-tensei-ouji-no-eiyuu-tan	ハーシェリク転生王子の英雄譚	鈴紀オズク	アリ子;北国良人;楠ノビル	2
hetare-onna-maou-no-irekawari	へたれ女魔王の入れかわり	津々巳アヤ	内水亜彩子	2
hi-izuru-tokoro-no-sunakku	日出処のスナック	ミズノ雪見	山元玲奈	2
hideyoshi	秀吉	山岡荘八;横山光輝	堺屋太一;竹山洋	2
hierarchy-ni-oyogu-shinkaigyo-wa-yume-o-miru	ヒエラルキーに泳ぐ深海魚は夢を見る	山本中学	マクタ;池★沼太郎;池沼太郎	2
hikare-meshisutanto	光れ!メシスタント	(unknown)	310	2
