slug	title	authors	matched_title_core(著者の作品)	orig_status
byakumonogatari	白物語	nakamu;石倉稔紀	白物語02	NOT_FOUND
bye-bye-sentimental	バイバイ、センチメンタル	波真田カモメ	バイバイ、センチメンタル2	NOT_FOUND
byebyebye	バイバイバイ	アンネコ	バイバイバイ上	NOT_FOUND
byoujaku-na-akuyaku-reijou-desu-konyakusha-ga-kahogo-sugite-nigedashitai	病弱な悪役令嬢ですが、婚約者が過保護すぎて逃げ出したい〈私たち犬猿の仲でしたよね!?〉	沢野イズミ	病弱ナ悪役令嬢デスガ、婚約者ガ過保護スギテ逃ゲ出シタイ3	NOT_FOUND
byoujaku-shoujo-tensei-shite-kenkou-na-nikutai-saikyou-o-te-ni-ireru	病弱少女、転生して健康な肉体〈最強〉を手に入れる	アトハ;アラタ伊里	病弱少女、転生シテ健康ナ肉体ヲ手ニ入レル1友達ガ欲シクテ魔境カラ旅立ッタノデスガ、ドウヤラ私ノ魔法ハ少シオカシイヨウデス	NOT_FOUND
byoujaku-uso-reijou-wa-konyaku-haki-shitai	病弱 (嘘) 令嬢は婚約破棄したい	カミタニミキ;狭山ヒビキ	病弱令嬢ハ婚約破棄シタイオ金勘定ニ忙シイノデ、結婚シタクナインデス	NOT_FOUND
byouki-no-himitsu	病気のひみつ	楠高治	病気ノヒミツ新訂版	NOT_FOUND
byoushitsu-no-shinigami	病室の死神	寺尾玲子;山本マユリ	病室ノ死神魔百合ノ恐怖報告	NOT_FOUND
calamity-lost	カラミティ・ロスト	瀬上アキラ	カラミティロスト1	NOT_FOUND
camellia-no-curtain	カメリアのカーテン	稲岡和佐	カメリアノカテン6	NOT_FOUND
campanella-no-tou	カムパネルラの塔	dormicum	カムパネルラノ塔2	NOT_FOUND
can-you-do-asachun-with-me-for-save-the-worldsekaiwosukuutamenitsugutotoasachundekimasuka	世界を救うために亜人(わたし)と朝チュンできますか?	音井レコ丸	世界ヲ救ウタメニ亜人ト朝チュンデキマスカ4	NOT_FOUND
canis	Canis	zakk	canisdearhatter	NOT_FOUND
cannibal-carnival	カニバルカーニバル!	サーモニズム	カニバルカニバル1	NOT_FOUND
canzoniere	カンツォニエーレ	惣領冬実	カンツォニエレチェザレ番外編	NOT_FOUND
capella-no-genkou	カペラの眩光	相澤イクエ	カペラノ眩光=glareofcapella	NOT_FOUND
captain-harlock-jigen-koukai	キャプテンハーロック	文彦;松本零士	宇宙海賊キャプテンハロック	NOT_FOUND
captain-no-mae	「キャプテン」の前	チバアキオ	キャプテン14	NOT_FOUND
captain-tsubasa-boys-dream	キャプテン翼BOYS DREAM	戸田邦和;高橋陽一	キャプテン翼23	NOT_FOUND
caramel-cinnamon-popcorn	キャラメルシナモンポップコーン	吉住渉	キャラメルシナモンポップコン4	NOT_FOUND
caravan-no-suzu	キャラバンの鈴	神坂智子	キャラバンノ鈴完全版シルクロドシリズ1	NOT_FOUND
card-game-usagi	カードゲームうさぎ	ワタル	カドゲムウサギ鷲崎伝	NOT_FOUND
casanova	カサノバ	倉科遼	カサノバ伝説	AUTHOR_MISMATCH
cat-shit-one-jp	Cat Shit One JP	小林源文	catshitone'80	NOT_FOUND
catenaccio	カテナチオ	森本大輔	カテナチオ6	NOT_FOUND
celebru-couple	セレブるカップル	早坂啓吾	セレブルカップル3	NOT_FOUND
centuria	ケントゥリア	暗森透	ケントゥリア6	NOT_FOUND
chainsaw-man	チェンソーマン	藤本タツキ	チェンソマン6	NOT_FOUND
chairan	豺狼	長池トモ子	豺狼秦ノ始皇帝	NOT_FOUND
chako-chan-meshiagare	チャコちゃんめしあがれ!	タダリエコ	チャコチャンメシアガレ1	NOT_FOUND
challenge-kanreki-ichinensei	チャレンジ還暦一年生	現代洋子	チャレンジ還暦一年生60歳マンガ家ノユルチャレ日記	NOT_FOUND
champagne	シャンパーニュ	長友健篩	シャンパニュ=champagne	NOT_FOUND
champions	チャンピオンズ	魚乃目三太	チャンピオンズ週刊少年チャンピオンヲ創ッタ男タチノ物語	NOT_FOUND
chan-to-chibimaru	チャンとチビ丸	砂川シゲヒサ	ボストチビ丸	NOT_FOUND
change-the-world	チェンジザワールド	神崎裕也	チェンジザワルド今日カラ殺人鬼	NOT_FOUND
change-up-2022	CHANGE UP!!	ユキヒコ;木崎チアキ	changeup3	NOT_FOUND
chanpen-to-mamapen-no-heibon-dakedo-shiawase-na-hibi	ちゃんぺんとママぺんの平凡だけど幸せな日々	オ腹スイ汰	チャンペントママペンノ平凡ダケド幸セナ日々2	NOT_FOUND
chanto-suenai-kyuuketsuki-chan	ちゃんと吸えない吸血鬼ちゃん	二式恭介	チャント吸エナイ吸血鬼チャン1	NOT_FOUND
charisma-2023	カリスマ	松原秀;飛田漱	cd付キカリスマカリスマナ彼ラハカリスマハウスデ仮住マイ中限定版	AUTHOR_MISMATCH
charko	チャー子	キューライス	チャ子ii	NOT_FOUND
charlotte-niwa-5-nin-no-deshi-ga-iru	シャーロットには5人の弟子がいる	yongyong	シャロットニハ5人ノ弟子ガイル1	NOT_FOUND
charlotte-totsuki-2024	シャーロット	十槻ミカ;守雨	シャロットトアル侍女ノ城仕エ物語	NOT_FOUND
chase-cape	チェイスケープ!!	勿塩;右弓至士	チェイスケプ2	NOT_FOUND
cheat-eater	チートイーター	赤人義一	チトイタ異世界召喚尽ク滅ブベシ	NOT_FOUND
cheat-skill-shisha-sosei-ga-kakusei-shite-inishie-no-maougun-o-fukkatsu-sasete-shimaimashita	チートスキル『死者蘇生』が覚醒して、いにしえの魔王軍を復活させてしまいました	ハニュウ;リスマイ	チトスキル『死者蘇生』ガ覚醒シテ、イニシエノ魔王軍ヲ復活サセテシマイマシタ誰モ死ナセナイ最強ヒラ	NOT_FOUND
chi-chotto-dake-kaettekita-kita-dokutaa-slump	ちちょっとだけかえってきたDr.SLUMP	中鶴勝祥;小山高生;鳥山明	チョットダケカエッテキタdr.スランプ	NOT_FOUND
chi-to-otome	血と処女(おとめ)	オミオミ	血ト処女2修道院ノ吸血鬼タチ	NOT_FOUND
chi	血	新堂冬樹;森園ミルク	コノマンガガヤバイ血15歳美少女ノ皆殺シ	NOT_FOUND
chibikko-tensei-nikkichou	ちびっ子転生日記帳	沢野リオ;若瀬紺	チビッ子転生日記帳オ友達イッパイツクリマシュthecomic	NOT_FOUND
chichi-kara-no-keikoku	父からの警告	山本マユリ	父カラノ警告新版	NOT_FOUND
chicken-iguchi-2024	チキン	井口達也;歳脇将幸	チキン「ドロップ」前夜ノ物語39	AUTHOR_MISMATCH
chie-baa-chan-no-chiebukuro	チエばあちゃんの知恵ブクロ	橋口タカシ	チエバチャンノ知恵ブクロ	AUTHOR_MISMATCH
chieri-no-koi-wa-8-meetoru	ちえりの恋は8メートル	ミトガワワタル	チエリノ恋ハ8メトル2	NOT_FOUND
chigau-miyahara-omae-janai	ちがう宮原おまえじゃない!	帯屋ミドリ;藤高ツムリ	チガウ宮原オマエジャナイ3	NOT_FOUND
chiguhagu-trick	チグハグトリック	川上三塁手	チグハグトリック1	NOT_FOUND
chihaya-restart	チハヤリスタート!	タケウチホロウ	チハヤリスタト4	NOT_FOUND
chihayafuru-plus	ちはやふるplus	末次由紀	チハヤフル	NOT_FOUND
chiikawa	ちいかわ	ナガノ	チイカワナンカ小サクテカワイイヤツナンカ小サクテタメニナル豆本付キ特装版	NOT_FOUND
chiisa-na-madougu-gishi-no-rakuraku-sei-san-kakumei	小さな魔道具技師のらくらく生産革命	kiseru	小サナ魔道具技師ノラクラク生産革命ナンデモ作レルチトジョブデ第二ノ人生謳歌スル2	NOT_FOUND
chijoku-hime	恥辱姫	マツザキアケミ;六畳間;平井一郎;照山久美子;矢萩貴子	恥辱姫禁断ノ愛ニ濡レテ溺レタプリンセス	NOT_FOUND
chika-idol-o-kage-de-sasaeru-ore	地下アイドルを影で支える俺	松田アキ	地下アイドルヲ影デ支エル俺2	NOT_FOUND
chikarabito	チカラビト	水上尭	チカラビト豪壮十六傑地下相撲決戦	NOT_FOUND
chikashitsu-dungeon	地下室ダンジョン	ヒビポン;夏ノティー	地下室ダンジョン2貧乏兄妹ハ娯楽ヲ求メテ最強ヘ	NOT_FOUND
chiko-wa-gacen-ichibanboshi	ちこはゲーセン一番星!	トク村長	チコハゲセン一番星バイトハイヤダガ金ニナル編	NOT_FOUND
chikyuu-no-himitsu	地球のひみつ	タカヤ健二	恐竜ノヒミツ新訂版	AUTHOR_MISMATCH
chikyuu-no-ko	地球の子	神海英雄	地球ノ子1	NOT_FOUND
chikyuu-wa-kozumi-no-mono-nanode	地球はコズミのものなので!	ヨナガ	地球ハコズミノモノナノデ2	NOT_FOUND
chikyuugai-shounen-shoujo	地球外少年少女	磯光雄;谷垣岳	地球外少年少女1	NOT_FOUND
child-ririibaa	チャイルドリリーバー	北岡寛己;遊木哉吉	チャイルドリリバ宇左木コドモ病院ノ時田サン	NOT_FOUND
childeath	CHILDEATH	向浦宏和	childeath1	NOT_FOUND
childragon	Childragon	東直輝	龍ト霊dragonape	AUTHOR_MISMATCH
chimamire-sukeban-chainsaw-reflesh	血まみれスケバンチェーンソーreflesh	三家本礼	血マミレスケバンチェンソ12	NOT_FOUND
chimidoro-aisukuriimu	ちみどろアイスクリーム	北斗スイ	チミドロアイスクリム1	NOT_FOUND
chinjuu-no-oisha-san	珍獣のお医者さん	二宮香乃	珍獣ノオ医者サン2巻	NOT_FOUND
chinkaruboo	チンカルボー.	am;姫乃タカ	チンカルボ	NOT_FOUND
chinmoku-no-shiryou	沈黙の死霊	山本マユリ	霊能者緒方克巳sc編3沈黙ノ死霊	NOT_FOUND
chinpira-kun-no-mesuiki-choukyou	チンピラ君のメスイキ調教	西原ケイタ	チンピラ君ノメスイキ調教デリヘル呼ンダラ元担任♂ガヤッテ来タ下	NOT_FOUND
chiseigaku-boys	地政学ボーイズ	沢辺有司;理央	地政学ボイズ国ガサラリマンニナッテ働ク会社8	NOT_FOUND
chisen-genji	知泉源氏	杉村喜光	知泉源氏6	NOT_FOUND
chishu-ou-no-konin	チシュ王の婚姻	藤咲モエ	チシュ王ノ婚姻花嫁ニ交ワル王ノ糸	NOT_FOUND
chisuji-no-shibari	血筋の縛り	寺尾玲子;山本マユリ	魔百合ノ恐怖報告血筋ノ縛リ	NOT_FOUND
chiteki-de-cool-na-kouhai-bijo-ore-no-kaineko-ni-naru	知的でクールな後輩美女、俺の飼い猫になる	猪野志士	知的デクルナ後輩美女、俺ノ飼イ猫ニナル2	NOT_FOUND
chiwawa-ga-ie-ni-yattekita	チワワが家にやってきた♥	ホシノユミ	チワワガ家ニヤッテキタ	NOT_FOUND
chiyodaku-oukoku-jajjimento	チヨダク王国ジャッジメント	星衛イオ;紅玉フクロウ	チヨダク王国ジャッジメント姉ト俺トデ異世界最高裁判所1	NOT_FOUND
chiyoku-no-kariudo	血翼の猟人	国本龍使	血翼ノ猟人3	NOT_FOUND
chiyu-mahou-wa-tsukaenai-to-tsuihousareta-sareta-noni-naze-tayoraretemasu	治癒魔法は使えないと追放されたのに、なぜか頼られてます	猫田博人;里海慧	治癒魔法ハ使エナイト追放サレタノニ、ナゼカ頼ラレテマス俺ダケ使エル治癒魔法デ、聖獣ト共ニ気ヅケバ世界最強ニナッテイタ5	NOT_FOUND
chizumi-to-fujiomi-kun-giniro-ehon	千津美と藤臣君銀色絵本	ヒカワキョウコ	千津美ト藤臣君春ヲ待ツコロ	NOT_FOUND
choco-puri	チョコぷり	ウシクエイ	チョコプリ吸血鬼トノ約束	NOT_FOUND
chocotto-rabu-shiiemu	ちょこっと?ラブcm	メグミケイ	メグル想イチョコットラブcm	NOT_FOUND
choitsuri-dandy	ちょい釣りダンディ	阿鬼乱太	チョイ釣リダンディ=fishingdandy	NOT_FOUND
chokoreito	ちょこれいと	フクシマハルカ	チヨコレイト	NOT_FOUND
chotto-dake-kaettekita-dokutaa-slump	ちょっとだけかえってきたDr.SLUMP	中鶴勝祥;小山高生	チョットダケカエッテキタdr.スランプ	NOT_FOUND
chotto-otona-no-naisho-banashi-azuma-yuki-tanpenshuu	ちょっとオトナのないしょ話	アズマユキ	アズマユキ短編集チョットオトナノナイショ話	NOT_FOUND
chotto-rusu-ni-shiteitara-ie-ga-botsuraku-shite-imashita	ちょっと留守にしていたら家が没落していました	ハレヨシ;狭山ヒビキ	チョット留守ニシテイタラ家ガ没落シテイマシタ転生令嬢ハ前世知識ト聖魔法デ大事ナ家族ヲ救イマス1	NOT_FOUND
chotto-tantei-kibun	ちょっと探偵気分	本島幸久	冥宮ミステリファイルチョット探偵気分	NOT_FOUND
chou-ka-han-ka	蝶か犯か	鳥海ペドロ	蝶カ犯カ極道様溢レテ溢レテ泣カセタイ特装版	NOT_FOUND
chou-nankan-dungeon-de-10-mannen-shugyou-shita-kekka-sekai-saikyou-ni	超難関ダンジョンで10万年修行した結果、世界最強に	七谷レン;力水	超難関ダンジョンデ10万年修行シタ結果、世界最強ニ最弱無能ノ下剋上	NOT_FOUND
chou-tantei-file-rain-code	超探偵事件簿レインコード	スパイクチュンソフト;的場リョウ	超探偵事件簿レインコド2	NOT_FOUND
chou-tensai-hatsumei-reijou-no-powerful-ryouchi-kaikaku	超!!!天才発明令嬢のパワフル領地改革	守雨;端桜了	超天才発明令嬢ノパワフル領地改革3	NOT_FOUND
choujin-rokku-classic	超人ロックClassic	聖悠紀	超人ロックclassic上	NOT_FOUND
choujin-x	超人X	石田スイ	超人x1	NOT_FOUND
choujou-gokuhi-fairu-mikakunin-doubutsu	超常極秘ファイル未確認動物	飛鳥昭雄	超常極秘ファイル未確認動物uma編	AUTHOR_MISMATCH
choujou-gokuhi-fairu-mikakunin-hikou-buttai	超常極秘ファイル未確認飛行物体	飛鳥昭雄	超常極秘ファイル未確認動物uma編	AUTHOR_MISMATCH
choujun-choujou-senpai	超巡!超条先輩	沼駿	超巡超条先輩8	NOT_FOUND
choukou-sennin-haruka	超昂閃忍ハルカ	alicesoft	超昴閃忍ハルカ	AUTHOR_MISMATCH
choukyoushi-wa-mamono-ni-kakomarete-ikite-ikimasu	調教師は魔物に囲まれて生きていきます。	尾切美月;赤井マツリ	調教師ハ魔物ニ囲マレテ生キテイキマス勇者パティニ置イテイカレタケド、伝説ノ魔物ト出会イ最強ニナッテタ1	NOT_FOUND
choukyuu-soubi-autoroo-skill-de-musou-shite-isekai-ou-ni-ore-wa-naru	超級装備(アウトロー・スキル)で無双して、異世界王に俺はなる!	shonen	超級装備デ無双シテ、異世界王ニ俺ハナルoutlawplayers	NOT_FOUND
choumori-hontou-ni-atta-nama-katazuke-dekinai-onna-esupii	超盛!本当にあった〔○生〕片付けできない女SP	アサイチエ;カワグチケイ;スミレイコ;ソラアスカ;タカマツヤ	本当ニアッタ怖イ話	NOT_FOUND
choumori-hontou-ni-atta-nama-makkusu-mukauza-taiken-esupii	超盛!本当にあった〔○生〕maxムカウザ体験SP	poko;カツピロ;カワグチケイ;シオニギリ;タカマツヤヨイ	本当ニアッタ怖イ話	NOT_FOUND
choumori-hontou-ni-atta-nama-mukatsuku-onna-tenin-esupii	超盛!本当にあった〔○生〕ムカつく女店員SP	concon;カツピロ;カワグチケイ;ショウ太;スミレイコ;	本当ニアッタ怖イ話	NOT_FOUND
chounin-ee-wa-akuyaku-reijou-o-doushitemo-sukuitai	町人Aは悪役令嬢をどうしても救いたい	一色孝太郎;目黒三吉	町人aハ悪役令嬢ヲドウシテモ救イタイドブト空ト氷ノ姫君	NOT_FOUND
chouno-senpai-wa-oyogasetai	蝶乃センパイは泳がせたい!	東雲モヅク	蝶乃センパイハ泳ガセタイ1	NOT_FOUND
chounouryokusha-saiki-kusuo-no-nan	超能力者斉木楠雄のΨ難	麻生周一	斉木楠雄ノψ難9	NOT_FOUND
chouonsoku-no-majo	超音速の魔女	アサリヨシトオ	超音速ノ魔女2	NOT_FOUND
chouryuu-senki-zaurosu-naito	超竜戦記ザウロスナイト	克亜樹	超龍戦記ザウロスナイト	NOT_FOUND
choushokukai	朝食会	小林拓己	朝食会4	NOT_FOUND
chuchu-hunter	Chu❤chuハンター	笹山綾子	chuchuハンタ	NOT_FOUND
chuck-beans	チャックび～んず	鳩胸ツルン	チャックビンズ2	NOT_FOUND
chun-talk	ちゅんトーク	初丸ウゲベソ	チュントク4	NOT_FOUND
chuugoku-no-rekishi	中国の歴史	手塚治虫	マンガ中国ノ歴史	AUTHOR_MISMATCH
chuumon-no-ooi-kissaten	注文の多い喫茶店	グリコ	注文ノ多イ喫茶店3	NOT_FOUND
chuumon-no-ooi-mahoutsukai	注文の多い魔法使い	三井ミツ;花坂ツグミ	注文ノ多イ魔法使イ契約花嫁ハオネダリ上手ナ最強魔術師ニ溺愛サレテイマス2巻	NOT_FOUND
chuuzenji-sensei-mononoke-kougiroku	中禅寺先生物怪講義録	京極夏彦;志水アキ	中禅寺先生物怪講義録先生ガ謎ヲ解イテシマウカラ	NOT_FOUND
cinderella-closet	シンデレラクロゼット	柳井ワカナ	シンデレラクロゼット8	NOT_FOUND
cinderella-girls-gekijou-waido	シンデレラガールズ劇場わいど☆	バンダイナムコエンターテインメント	アイドルマスタシンデレラガルズシンデレラガルズ劇場	NOT_FOUND
cinderella-girls-gekijou	シンデレラガールズ劇場	バンダイナムコエンターテインメント	アイドルマスタシンデレラガルズシンデレラガルズ劇場	AUTHOR_MISMATCH
cinderella-no-giriane-ni-tensei-shitakedo-futari-no-ouji-ni-dekiai-sarete-imasu	シンデレラの義理姉に転生したけどふたりの王子に溺愛されています	月永遠子	シンデレラノ義理姉ニ転生シタケドフタリノ王子ニ溺愛サレテイマス2	NOT_FOUND
cinderella-no-hanran	シンデレラの反乱	大西巷一	シンデレラノ反乱1	NOT_FOUND
circlet-princess	サークレット・プリンセス	ポンコツワークス	サクレットプリンセスファストバウト1	NOT_FOUND
city-na-ore-ga-ochiru-made	シティな俺がオチるまで	ヤマトカナ	シティナ俺ガオチルマデ2	NOT_FOUND
class-de-2-banme-ni-kawaii-onnanoko-to-tomodachi-ni-natta	クラスで2番目に可愛い女の子と友だちになった	タカタ;尾野凛	クラスデ2番目ニ可愛イ女ノ子ト友ダチニナッタ6	NOT_FOUND
class-no-bocchi-gal-o-omochikaeri-shite-seisokei-bijin-ni-shiteyatta-hanashi	クラスのぼっちギャルをお持ち帰りして清楚系美人にしてやった話	七々瀬一;柚本悠斗	クラスノボッチギャルヲオ持チ帰リシテ清楚系美人ニシテヤッタ話5	NOT_FOUND
class-teni-shitara-naze-ka-hikikomori-no-ore-made-isekai-ni-tsuretekaretandaga	クラス転移したら、なぜか引きこもりの俺まで異世界に連れてかれたんだが	白土悠介	クラス転移シタラ、ナゼカ引キコモリノ俺マデ異世界ニ連レテカレタンダガ2俺ダケノユニクギフト『自宅』ハ異世界最強デシタ	NOT_FOUND
class-zenin-de-maou-tensei	クラス全員で魔王転生!	五木タスク;御影雫	クラス全員デ魔王転生僕ハ「自販機作製ギフト」ヲ選ビ砂漠ニダンジョンヲツクリマス2	NOT_FOUND
classmate-no-bishoujo-yonin-ni-tanomareta-node-buiaaru-emuemuoo-nai-de-senzoku-ryourinin-o	クラスメイトの美少女四人に頼まれたので、VRMMO内で専属料理人をはじめました	幾夜大黒堂;斗樹稼多利	クラスメイトノ美少女四人ニ頼マレタノデ、vrmmo内デ専属料理人ヲハジメマシタ2	NOT_FOUND
