slug	title	authors	matched_title_core(著者の作品)	orig_status
mitsuba-monogatari	みつばものがたり	七沢マタリ;幹藻ネズミ	ミツバモノガタリ4呪イノ少女ト死ノ輪舞《ロンド》	NOT_FOUND
mitsubara-no-kekkon-deep-rabu	蜜薔薇の結婚ディープラブ	水谷京子	蜜薔薇ノ結婚3	NOT_FOUND
mitsuki-kun-chotto-matte	ミツキくんちょっと待って!	ユズシヲ	ミツキクンチョット待ッテ限定版	NOT_FOUND
mitsukoi-ruumushiea	蜜恋ルームシェア	小池菓シオリ;涼川凜	蜜恋ルムシェア御曹司トヒトツ屋根ノ下1	NOT_FOUND
mitsusou	蜜葬	坂辺周一	蜜葬mitsusou完	NOT_FOUND
miyabi-no-reigenki	雅の霊言記	山本マユリ	山本マユリノ霊界ブラリ旅雅ノ霊言記	NOT_FOUND
miyama-to-nanase-wa-mada-tomodachi	深山と七瀬はまだ友達?	ナス子	深山ト七瀬ハマダ友達2	NOT_FOUND
miyaou-tarou-ga-neko-o-kau-nante	宮王太郎が猫を飼うなんて	山崎将	宮王太郎ガ猫ヲ飼ウナンテ4	NOT_FOUND
mizu-mahou-gurai-shika-torie-ga-naikedo-gendai-chishiki-ga-areba-juubun-da-yone	水魔法ぐらいしか取り柄がないけど現代知識があれば充分だよね?	mono-zo;戯屋ベンベ	水魔法グライシカ取リ柄ガナイケド現代知識ガアレバ充分ダヨネ1	NOT_FOUND
mizu-zokusei-no-mahoutsukai-comic	水属性の魔法使い@COMIC	久宝忠;墨天業	水属性ノ魔法使イ@comic第8巻	NOT_FOUND
mizuho-chuugakusei-sekai-houkai-wa-totsuzen-ni	みずほ、中学生、世界崩壊は突然に	カラアゲタロウ	ミズホ、中学生、世界崩壊ハ突然ニ2	NOT_FOUND
mizukano	みずかの	伸ビタ髪;生瓶鵜義	ミズカノ3watergirlsinsparkle	NOT_FOUND
mizuki-kun-no-ai-ga-omosugiru	瑞樹くんの愛が重すぎる	宮崎ウノ	瑞樹クンノ愛ガ重スギル2	NOT_FOUND
mizuki-shigeru-senki-manga-meisaku-collection	水木しげる戦記漫画名作コレクション	中野晴行;水木シゲル	水木シゲルノ戦場	NOT_FOUND
mob-douzen-no-akuyaku-reijou-wa-dansou-shite-kouryaku-taishou-no-za-o-comic	モブ同然の悪役令嬢は男装して攻略対象の座を狙う@COMIC	グッチェ;岡崎マサムネ	モブ同然ノ悪役令嬢ハ男装シテ攻略対象ノ座ヲ狙ウ@comic第1巻	NOT_FOUND
mobile-suit-gundam-climax-yuushii-tsumugareshi-kettou	機動戦士ガンダムクライマックスU.C.-紡がれし血統-	中村浩二郎;富野由悠季;森田崇;矢立肇	機動戦士ガンダムms戦記	NOT_FOUND
mobile-suit-gundam-emuesuvui-aaru	機動戦士ガンダムMSV-R	富野由悠季;矢立肇;虎哉孝征	機動戦士ガンダム00蒼イ記憶	AUTHOR_MISMATCH
mobile-suit-gundam-f91-prequel	機動戦士ガンダムF91プリクエル	大野純二;富野由悠季	機動戦士ガンダム00f	NOT_FOUND
mobile-suit-gundam-last-horizon	機動戦士ガンダムラストホライズン	吉野弘幸;寺田ケンイチ	機動戦士ガンダムラストホライズン5	NOT_FOUND
mobile-suit-gundam-pyuurittsuaa	機動戦士ガンダムピューリッツァー	大脇千尋;才谷ウメタロウ	機動戦士ガンダムピュリッツァアムロレイハ極光ノ彼方ヘ	NOT_FOUND
mobile-suit-gundam-tsuu-ai-senshihen	機動戦士ガンダムⅡ哀戦士編	富野喜幸	機動戦士ガンダム2	AUTHOR_MISMATCH
mobile-suit-gundam-varupurugisu-ivu	機動戦士ガンダムヴァルプルギスEVE	倉持キョーリュー;海冬レイジ;葛木ヒヨン	機動戦士ガンダムヴァルプルギス5	NOT_FOUND
mobile-suit-zeta-gundam-difain-char-azunaburu-aka-no-bunsuirei	機動戦士ΖガンダムDefineシャア・アズナブル赤の分水嶺	北爪宏幸	機動戦士ζガンダムdefine5	NOT_FOUND
mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	北爪宏幸	機動戦士ζガンダムdefine5	NOT_FOUND
mobu-dakedo-saikyou-o-mezashimasu	モブだけど最強を目指します!	五條サヤカ;反面教師	モブダケド最強ヲ目指シマスゲム世界ニ転生シタ俺ハ自由ニ強サヲ追イ求メル2	NOT_FOUND
mobu-kara-hajimaru-tansaku-eiyuu-tan	モブから始まる探索英雄譚	テリテリオ;海翔	モブカラ始マル探索英雄譚5	NOT_FOUND
mobu-kara-mita-biieru	モブから見たBL	青井シオ	モブカラ見タbl上	NOT_FOUND
mobu-oshi-jieikee-no-akuyaku-reijou-isekai-tensei-hi-san	モブ推しJKの悪役令嬢異世界転生～悲惨～	モフ緒	モブ推シjkノ悪役令嬢異世界転生悲惨2	NOT_FOUND
mobugao-reijou	モブ顔令嬢	白黒	モブ顔令嬢乙女ゲ世界ノ悪役令嬢ニ転生シタノニドウシテコウナッタ5	NOT_FOUND
mochiron-oshite-ne	もちろん推してね!?	アメミクロ	モチロン推シテネ下	NOT_FOUND
modaeteyo-adam-kun	悶えてよ、アダムくん	トヨ	悶エテヨ、アダムクン6	NOT_FOUND
modern-romanesco	モダン†ロマネスコ	キクラゲ	モダン†ロマネスコ1	NOT_FOUND
moebana	もえばな	横山左	モエバナ2	NOT_FOUND
moebius-heart	メビウスハート	カズマコヲ	メビウスハト=möbiusheartディアティア外伝	NOT_FOUND
moebuta-tensei	萌え豚転生	神通力	萌エ豚転生悪徳商人ダケド勇者ヲ差シ置イテ異世界無双シテミタ	NOT_FOUND
moeyo-ken	燃えよ剣	noise;司馬遼太郎;小松エメル	燃エヨ剣1	NOT_FOUND
mofumofu-majuu-to-heion-ni-kurashitai-node-kowamote-koushaku-no-kyuukon-wa-okotowari-desu	もふもふ魔獣と平穏に暮らしたいのでコワモテ公爵の求婚はお断りです	ブタバラ;晴日青	モフモフ魔獣ト平穏ニ暮ラシタイノデコワモテ公爵ノ求婚ハオ断リデス1	NOT_FOUND
mofumofu-to-mukumuku-to-isekai-hyouryuu-seikatsu	もふもふとむくむくと異世界漂流生活	エイタツ;シマネコ	モフモフトムクムクト異世界漂流生活オイシイゴハン、カミサマ、カゾク付キ	NOT_FOUND
mofumofu-to-tanoshimu-mujintou-nonbiri-kaitaku-life	もふもふと楽しむ無人島のんびり開拓ライフ	momoru;紀美野ネコ	モフモフト楽シム無人島ノンビリ開拓ライフvrmmoデボッチヲ満喫スルハズガ、全プレイヤニ注目サレテイルミタイデス	NOT_FOUND
mofumofu-to-yuku-harapeko-ryourinin-no-zeppin-gourmet-life	もふもふと行く、腹ペコ料理人の絶品グルメライフ	カナイミズキ;佐倉涼	モフモフト行ク、腹ペコ料理人ノ絶品グルメライフthecomic2	NOT_FOUND
mofutto-camp	もふっとキャンプ	佐倉イサミ	モフットキャンプ1	NOT_FOUND
mogaku	MOGAKU	グミマル	mogaku1	NOT_FOUND
mogura-croket-no-kumon	もぐらコロッケの苦悶	ナガノ	自分ツッコミクマノ本2モグラコロッケノユメ	NOT_FOUND
mogura-croket-no-uta	もぐらコロッケのうた	ナガノ	自分ツッコミクマノ本2モグラコロッケノユメ	NOT_FOUND
mogura-croket-no-yume	もぐらコロッケのゆめ	ナガノ	自分ツッコミクマノ本2モグラコロッケノユメ	NOT_FOUND
moichido-anata-ni	もいちどあなたに	ヒウラサトル	モイチドアナタニ=iwishicouldseeyouagain	NOT_FOUND
mojo-to-hime-sama-irekawari-isekai-tensei	喪女と姫様入れ替わり異世界転生	青mori	喪女ト姫様入レ替ワリ異世界転生奥マデ疼クキスヲシテ..	NOT_FOUND
mokkai-honki-de-daite-ii	もっかい本気で抱いていい?	春名ソマリ	モッカイ本気デ抱イテイイ再会sexハ甘クテ苦イ上	NOT_FOUND
mokke-no-hakoniwa	もっけの箱庭	草川為	モッケノ箱庭1	NOT_FOUND
mokuyoubi-no-shiefurera	木曜日のシェフレラ	大澄剛	木曜日ノシェフレラスクルカウンセラ五加木純架1	NOT_FOUND
moment	モーメント	槇村サトル	モメント永遠ノ一瞬16	NOT_FOUND
momentarii-lily	もめんたりー・リリィ	gohands;怜悧;松竹株式会社	モメンタリリリィ卒業マデニシタイ100ノコト	NOT_FOUND
momiji-no-kisetsu	紅葉の棋節	里庄真芳	紅葉ノ棋節1	NOT_FOUND
momo-no-ijutsushi	モモの医術史	淺野ノン;猶本三羽	モモノ医術史2	NOT_FOUND
momo-no-koto	もものこと	山本オサム	モモノコト愛犬ト老人ノ最期ノ日々	NOT_FOUND
momochi-san-no-ayakashi-ouji-tsugu	百千さん家のあやかし王子-継-	硝音アヤ	百千サン家ノアヤカシ王子第9巻	NOT_FOUND
momoiro-montage	ももいろモンタージュ	マメ猫	モモイロモンタジュ1	NOT_FOUND
momotarou-baasasu-majima-rei	Momotaroh vs真島零	ニワノマコト	momotarohvs真島零不死ノ女神	NOT_FOUND
momotarou-koroshi-tarou	桃太郎殺し太郎	成瀬乙彦	桃太郎殺シ太郎3	NOT_FOUND
monban-yattero-to-iware-15-nen-tsuttatteru-aida-ni-ore-no-maryoku-ga-9999-saikyou-ni-sodattemashita	「門番やってろ」と言われ15年、突っ立ってる間に俺の魔力が9999 (最強) に育ってました	ハリ太郎;マサキチ	「門番ヤッテロ」ト言ワレ15年、突ッ立ッテル間ニ俺ノ魔力ガ9999ニ育ッテマシタ2	NOT_FOUND
monhan-mochi-ga-dekimasen	モンハン持ちができません。	津々巳アヤ	『モンスタハンタ』プレイ漫画モンハン持チガデキマセン	NOT_FOUND
monitaagoshi-no-joushi-buka	モニター越しの上司/部下	ビグアル	モニタ越シノ上司部下2	NOT_FOUND
monkey-d-luffy	モンキー・D・ルフィ	尾田栄一郎	onepieceモンキdルフィ2	NOT_FOUND
monmusugo	モンむすご!	フクマーヤ	モンムスゴ3翻訳スキルデ最強モン娘ト異世界生活	NOT_FOUND
mono-kano	ものカノ	藤コヨミ	モノカノモノノケ彼女タチトマッチングシタ主食ノ俺	NOT_FOUND
mononoke-monogurashi	モノのケものぐらし	リリウラ世都	モノノケモノグラシ稲生物怪録異譚2	NOT_FOUND
monster-no-niku-o-kutteitara-oui-ni-tsuita-ken	モンスターの肉を食っていたら王位に就いた件	鈴羅木カリン;駄犬	モンスタノ肉ヲ食ッテイタラ王位ニ就イタ件1	NOT_FOUND
monster-therapy	モンスターセラピー!	峰崎龍之介;月曜休ミ	モンスタセラピカラダノ悩ミ、コノ子タチニオ任セクダサイ2	NOT_FOUND
monster-to-parent	モンスターとペアレント	紗与イチ	モンスタトペアレント第4巻	NOT_FOUND
moon-land	ムーンランド	山岸菜	ムンランド2	NOT_FOUND
moon-subaru-solitude-standing	MOON 昴ソリチュードスタンディング	曽田正人;玖正	moon	NOT_FOUND
mori-no-hotori-de-jam-o-niru	森のほとりでジャムを煮る	小鳩子鈴;椰子木虹	森ノホトリデジャムヲ煮ル異世界デハジメル田舎暮ラシ	NOT_FOUND
mori-no-kyoudai-soko-no-nai-machi	森の兄妹 底のない町	楳図カズオ;水谷武子	底ノナイ町	NOT_FOUND
moriroku-chan	モリロクちゃん	朝倉世界一	モリロクチャン森サンチノ六ツ子チャン	NOT_FOUND
morohoshi-daijirou-tanpen-shuusei	諸星大二郎短編集成	諸星大二郎	諸星大二郎短編集成2猫パニック	NOT_FOUND
morris	MORRIS	カメントツ	morrisツノガハエタ猫ノ冒険	NOT_FOUND
moshimo-tokugawa-ieyasu-ga-souri-daijin-ni-nattara	もしも徳川家康が総理大臣になったら	眞邊明人;藤村緋二	モシモ徳川家康ガ総理大臣ニナッタラ絶東ノアルゴナウタイ4	NOT_FOUND
motazaru-otoko	持たざる男	鹿乃シウコ	持タザル男punch↑aboutofhisashi	NOT_FOUND
mote-haru-nee-ashiya-kun	モテはるねえ蘆屋くん	寺井赤音;栗原和明	モテハルネエ蘆屋クン3	NOT_FOUND
moth-no-iru-nichijou	モスのいる日常	大谷エイチ	モスノイル日常1	NOT_FOUND
moto-akuyaku-reijou-makimodotta-no-de-ouji-sama-kara-tousou-shiyou-to-omoimasu	元悪役令嬢、巻き戻ったので王子様から逃走しようと思います!	宙百;辺野夏子	元悪役令嬢、巻キ戻ッタノデ王子様カラ逃走シヨウト思イマス4	NOT_FOUND
moto-akuyaku-reijou-to-esu-kyuu-boukensha-no-honobono-machi-gurashi	元悪役令嬢とS級冒険者のほのぼの街暮らし～不遇なキャラに転生してたけど、理想の美女になれたからプラマイゼロだよね～@COMIC	バイオ;ヒダマリ	元悪役令嬢トs級冒険者ノホノボノ街暮ラシ不遇ナキャラニ転生シテタケド、理想ノ美女ニナレタカラプラマイゼロダヨネ@comic第2巻	NOT_FOUND
moto-ansatsusha-tensei-shite-kizoku-no-reijou-ni-narimashita	元暗殺者、転生して貴族の令嬢になりました。	七月フウ	元暗殺者、転生シテ貴族ノ令嬢ニナリマシタ5	NOT_FOUND
moto-gal-joushi-chan-no-karada-ga-panee	元ギャル上司ちゃんのカラダがパネぇ!	ポロリ	元ギャル上司チャンノカラダガパネェ2	NOT_FOUND
moto-heroine-mob-ni-naru	元ヒロイン、モブになる	有生青春	元ヒロイン、モブニナル1	NOT_FOUND
moto-home-center-tenin-no-isekai-seikatsu	元ホームセンター店員の異世界生活	kk;八川キュウ	元ホムセンタ店員ノ異世界生活2称号≪diyマスタ≫≪グリンマスタ≫≪ペットマスタ≫ヲ駆使シテ異世界ヲ気儘ニ生キマス	NOT_FOUND
moto-idol-no-hello-work	元アイドルのハロー!ワーク	雨水汐	元アイドルノハロワク1	NOT_FOUND
moto-kanotachi-to-yari-naoshi	元カノたちとヤReなおし!?	東雲龍	元カノタチトヤreナオシ3	NOT_FOUND
moto-kare-shachou-wa-doesu-de-kichiku-de-zetsurin	元カレ社長はドSで鬼畜で絶倫	桃凪メグ	元カレ社長ハドsデ鬼畜デ絶倫2	NOT_FOUND
moto-keikoku-no-bijo-to-flag-crusher-outaishi	元・傾国の美女とフラグクラッシャー王太子	オオサト理央;吾田ナグサ	元傾国ノ美女トフラグクラッシャ王太子5転生シテモ処刑エンドガ回避デキマセン	NOT_FOUND
moto-kizoku-no-yonkyoudai-wa-kujikenai	元貴族の四兄弟はくじけない!	五月ヤミ;撫羽	元貴族ノ四兄弟ハクジケナイチビッ子ダケドオッキナモフモフト一緒ニ大切ナ家族ヲマモルノラ	NOT_FOUND
moto-kyuutei-renkinjutsushi-no-watashi-henkyou-de-nonbiri-ryouchi-kaitaku-hajimemasu	元宮廷錬金術師の私、辺境でのんびり領地開拓はじめます!	大箕スズ;日之影ソラ	元宮廷錬金術師ノ私、辺境デノンビリ領地開拓ハジメマス2婚約破棄ニ追放マデセットデシテクレルンデスカ	NOT_FOUND
moto-otto-no-banken-o-tenazuketa	元夫の番犬を手なずけた	jagae;jkyum	元夫ノ番犬ヲ手ナズケタ3	NOT_FOUND
moto-saikyou-kouryakusha-nozomanu-dungeon-haishin-de-musou-shite-shimau	元最強攻略者、望まぬダンジョン配信で無双してしまう	chihiro;スカイファーム;明野ワタル	元最強攻略者、望マヌダンジョン配信デ無双シテシマウコチノ依頼ヲシテキタノハ大人気アイドルデシタ	NOT_FOUND
moto-saikyou-no-kenshi-wa-isekai-mahou-ni-akogareru	元最強の剣士は、異世界魔法に憧れる	天乃チハル;紅月シン	元最強ノ剣士ハ、異世界魔法ニ憧レルthecomic10	NOT_FOUND
moto-seijo-heroine-no-watashi-zokuhen-dewa-mobu-nanoni-zen-suteetasu-koukando-o-fukumu-ga-kansuto	元聖女ヒロインの私、続編ではモブなのに全ステータス〈好感度を含む〉がカンストしているんですが	madara;琴子	元聖女ヒロインノ私、続編デハモブナノニ全ステタスガカンストシテイルンデスガ2	NOT_FOUND
moto-sekai-1-i-no-sabukyara-ikusei-nikki	元・世界1位のサブキャラ育成日記	前田理想;沢村治太郎	元世界1位ノサブキャラ育成日記廃プレイヤ、異世界ヲ攻略中	NOT_FOUND
moto-tansakusha-no-ojii-chan	元探索者のおじいちゃん	伊藤ホホホ;鶴田葉	元探索者ノオジイチャン孫ニセガマレテダンジョン配信ヲ始メタンジャガ、ナゼカバズリオッタワイ	NOT_FOUND
moto-yakuza-wa-shinshi-de-moujuu	(元) ヤクザは紳士で猛獣	田尾裸ベッチー	ヤクザハ紳士デ猛獣同棲シタラ秒デ食ベラレチャイマシタ	NOT_FOUND
moto-yan-joushi-ga-kawaisugiru	元ヤン上司がかわいすぎる!!	竹輪ツボミ	元ヤン上司ガカワイスギル上	NOT_FOUND
moto-yan-ooeru-narita-narumi-wa-service-zangyou-joutou-rashii	元ヤンOL成田なるみはサービス残業上等らしい	速野悠二	元ヤンol成田ナルミハサビス残業上等ラシイ1	NOT_FOUND
moto-yuusha-wa-shizuka-ni-kurashitai	元勇者は静かに暮らしたい	コウジ;鳴瀬ヒロフミ	元勇者ハ静カニ暮ラシタイ3	NOT_FOUND
motokare-shidou-kun-ni-kokuritai	モトカレ紫藤くんに告りたい!	ミツカ	モトカレ紫藤クンニ告リタイカップルユチュバ始メマシタ2	NOT_FOUND
motto-nyannyan-shitai	もっとニャンニャンしたい♡	シガノ夷織	ニャンニャンシタイ	NOT_FOUND
motto-zetsurin-yakuza	もっと絶倫ヤクザ	ミナモトカズキ;夏生恒;黒岬光	モット絶倫ヤクザオトナノ職業図鑑	NOT_FOUND
mottox3-anata-no-omocha	もっとあなたのオモチャ	長江朋美	モットアナタノオモチャ新装版	NOT_FOUND
mou-kono-koi-wa-yamemasu	もうこの恋はやめます。	水仙アキラ;颯希	モウコノ恋ハヤメマス治癒魔術師ハ女嫌イノ想イ人ノ前カラ静カニ去リタイ	NOT_FOUND
mou-yamete-kaifuku-shinaide-kenja-sama	もうやめて回復しないで賢者様!	近江ノコ	モウヤメテ回復シナイデ賢者様1	NOT_FOUND
moubaku-daikouryaku-million-god	猛爆大攻略ミリオンゴッド	早坂ヨシユキ	猛爆大攻略ミリオンゴッドネオプラネットxxハクション大魔王s	NOT_FOUND
moubaku-daikouryaku-senpuu-no-youjinbou-super-bingo-antonio-inoki-to-iu-na-no-pachisuroki	猛爆大攻略旋風の用心棒・スーパービンゴ・アントニオ猪木という名のパチスロ機	岡村茂	猛爆大攻略	NOT_FOUND
moufu-onee-san-no-atatamekata	毛布おねえさんの温めかた	シイナ	毛布オネエサンノ温メカタ1	NOT_FOUND
moumoku-no-orihime-wa-koukyuu-de-koutei-to-no-koi-o-tsumugu	盲目の織姫は後宮で皇帝との恋を紡ぐ	深山靖宙;竹町	盲目ノ織姫ハ後宮デ皇帝トノ恋ヲ紡グ4	NOT_FOUND
mount-celeb-kaneda-san	マウントセレブ金田さん	ニャロメロン	マウントセレブ金田サン3	NOT_FOUND
mouryou-senki-madara-lasa	魍魎戦記Madara赤	田島昭宇	madararecolors魍魎戦記madara画集	NOT_FOUND
mouse-cursor-de-genjitsu-o-sousa-dekiru-you-ni-natta-node-onnanoko-o-ippai-click-shimaasu	マウスカーソルで現実を操作できるようになったので、女の子をいっぱいクリックしまーす	オクマロ	マウスカソルデ現実ヲ操作デキルヨウニナッタノデ、女ノ子ヲイッパイクリックシマス3	NOT_FOUND
mousou-akademizumu	妄想アカデミズム	檜山ユキ	妄想アカデミズム1	NOT_FOUND
mousou-fudanshi-kun	妄想腐男子くん	小鳥遊育	妄想腐男子クン下	NOT_FOUND
mousou-sensei	妄想先生	ユズチリ	妄想先生4	NOT_FOUND
mousou-sister-demo-shounen-shuudoushi-ni-koi-shite-ii-desu-ka	妄想シスターでも少年修道士に恋していいですか?	上村夏樹;十時	妄想シスタデモ少年修道士ニ恋シテイイデスカ2	NOT_FOUND
mousou-suit	妄想戦士	小野寺浩二	妄想戦士ヤマモトhdリマスタ	NOT_FOUND
muda-da-to-tsuihousareta-sareta-kyuutei-juui-kemono-no-kuni-ni-koutaiguu-de-manekareru	無駄だと追放された〈宮廷獣医〉、獣の国に好待遇で招かれる	未影;茨木野	無駄ダト追放サレタ、獣ノ国ニ好待遇デ招カレル森デ助ケタ神獣トケモ耳美少女達ニメチャクチャ溺愛サレナガラスロライフヲ楽シンデル	NOT_FOUND
mudameshigurai-nintei-sareta-node-aiso-o-tsukashi-teikoku-ni-utsutte-shusse-suru	無駄飯食らい認定されたので愛想をつかし、帝国に移って出世する	横澤シッカ;相野仁	無駄飯食ライ認定サレタノデ愛想ヲツカシ、帝国ニ移ッテ出世スル4王国ノ偉イ人ニハソレガ分カランノデス	NOT_FOUND
mugen-seichou-no-card-tsukai	無限成長のカード使い	台東クロウ;晴瀬ヒロキ	無限成長ノカド使イ無限ニスキルヲゲットシテダンジョン攻略デ成リ上ガル	NOT_FOUND
mugyu-hagu-dakede-iki-sou	むぎゅ…ハグだけでイキそう!?	ハヅキ	ムギュハグダケデイキソウ	NOT_FOUND
muhon	謀反	南原幹雄;武本サブロー	謀反吉宗ト宗春	NOT_FOUND
mujihi-na-akuyaku-kizoku-ni-tensei-shita-boku-wa-shouaku-mahou-o-kushi-shite-mahou-sekai-no-chouten	無慈悲な悪役貴族に転生した僕は掌握魔法を駆使して魔法世界の頂点に立つ	ビャクシ;坂井オイ	無慈悲ナ悪役貴族ニ転生シタ僕ハ掌握魔法ヲ駆使シテ魔法世界ノ頂点ニ立ツヒロインナンテイナイト諦メテイタラ向コウカラ勝手ニ寄ッテキマシタ2	NOT_FOUND
mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu	無自覚聖女は今日も無意識に力を垂れ流す	アーモンド;貞清カズヒコ	無自覚聖女ハ今日モ無意識ニ力ヲ垂レ流ス公爵家ノ落チコボレ令嬢、嫁ギ先デ幸セヲ掴ミ取ル	NOT_FOUND
mujirushi	夢印	浦沢直樹	夢印=lesignedesrêves	NOT_FOUND
mukaashi-mukashi-no	むか～しむかしの	柘植文	ムカシムカシノ子供ニ読マセナクテモイイオ話集	NOT_FOUND
mukan-no-kishi-youjo-ni-tensei-suru	無冠の棋士、幼女に転生する	okama;ウホゴリクン	無冠ノ棋士、幼女ニ転生スル4	NOT_FOUND
mukashi-horobita-maoujou-de-hirotta-inu-wa-jitsu-wa-densetsu-no-majuu-deshita	昔滅びた魔王城で拾った犬は、実は伝説の魔獣でした	松本蓮士;甘宇井白一	昔滅ビタ魔王城デ拾ッタ犬ハ、実ハ伝説ノ魔獣デシタ隠レ最強職《羊飼イ》ナ貴族ノ三男坊、イズレ、百魔獣ノ王トナル	NOT_FOUND
mukashigatari	昔語り	曽祢マサコ	新呪イノシリズ昔語リ	NOT_FOUND
mukiryoku-neet-na-moto-shindou-boukensha-ni-naru	無気力ニートな元神童、冒険者になる	ペモペモサン;緑茶コイメ	無気力ニトナ元神童、冒険者ニナル5	NOT_FOUND
mukuchi-na-koushaku-reijou-to-reitetsu-na-koutei	無口な公爵令嬢と冷徹な皇帝	ベキオ;小牧街	無口ナ公爵令嬢ト冷徹ナ皇帝前世拾ッタ子供ガ皇帝ニナッテイマシタ2巻	NOT_FOUND
mukuchi-na-toshishita-kareshi-no-honne-wa-sugoku-etchi	無口な年下カレシの本音はすごくエッチ	来岬未悠	無口ナ年下カレシノ本音ハスゴクエッチソンナオスノ顔デ私ヲ見テタノ2	NOT_FOUND
multiverse-no-watashi-koi-shite-ii-desu-ka	マルチバースの私、恋していいですか?	イチキ	マルチバスノ私、恋シテイイデスカ1	NOT_FOUND
munakata-kyouju-selection	宗像教授セレクション	星野之宣	宗像教授セレクション小泉八雲ト出雲	NOT_FOUND
munou-na-mamahaha-desu-kazoku-no-dekiai-ga-tomarimasen	無能な継母ですが、家族の溺愛が止まりません!	ソラジマ;ツルコ	無能ナ継母デスガ、家族ノ溺愛ガ止マリマセン3	NOT_FOUND
munou-nintei-de-boukensha-kubi-ni-natta-kara-jimoto-ni-kaettekita-kekkon-suru	無能認定で冒険者クビになったから地元に帰って結婚する	yui;響恭也	無能認定デ冒険者クビニナッタカラ地元ニ帰ッテ結婚スル5	NOT_FOUND
munou-no-naka-no-munou-ouji	無能の中の無能王子	一夢;福郎	無能ノ中ノ無能王子スキルヲ授カリマシタガ、周リノ女性ハトカデス	NOT_FOUND
munou-reijou-no-keiyaku-kekkon	無能令嬢の契約結婚	九条ミニ;香月文香	無能令嬢ノ契約結婚2	NOT_FOUND
munou-saijo-wa-akujo-ni-naritai	無能才女は悪女になりたい	一分咲;轟斗ソラ	無能才女ハ悪女ニナリタイ2義妹ノ身代ワリデ嫁イダ令嬢、公爵様ノ溺愛ニ気ヅカナイ	NOT_FOUND
munou-to-sagesumareta-reijou-wa-konyaku-haki-sare-henkyou-no-seijo-to-yobareru	無能と蔑まれた令嬢は婚約破棄され、辺境の聖女と呼ばれる	柏木トウコ;葵スミレ	無能ト蔑マレタ令嬢ハ婚約破棄サレ、辺境ノ聖女ト呼バレル傲慢ナ婚約者ヲ捨テ、護衛騎士ト幸セニナリマス4	NOT_FOUND
munou-to-yobareta-seirei-tarashi	無能と呼ばれた『精霊たらし』	タバタグランドキャニオン;佐藤謙羊	無能ト呼バレタ『精霊タラシ』実ハ異能デ、精霊界デハ伝説的ヒロデシタ@comic	NOT_FOUND
munou-wa-fuyou-to-iware-tokei-tsukai-no-boku-wa-shokunin-guild-kara-oidasareru-mo-dungeon-no-shinbu	無能は不要と言われ『時計使い』の僕は職人ギルドから追い出されるも、ダンジョンの深部で真の力に覚醒する	サラサミサ;桜霧琥珀	無能ハ不要ト言ワレ『時計使イ』ノ僕ハ職人ギルドカラ追イ出サレルモ、ダンジョンノ深部デ真ノ力ニ覚醒スルthecomic2	NOT_FOUND
munou-wa-iranai-to-iwaretakara-zetsuen-shiteyatta	「無能はいらない」と言われたから絶縁してやった	白土悠介;鬱沢色素	「無能ハイラナイ」ト言ワレタカラ絶縁シテヤッタ最強ノ四天王ニ育テラレタ俺ハ、冒険者トナリ無双スル	NOT_FOUND
murai-no-koi	村井の恋	島順太	村井ノ恋2	NOT_FOUND
murci-lago	Murciélago	ヨシムラカナ	アラニァmurciélagobyproduct	NOT_FOUND
murder-rokku	マーダーロック	ko-dai;水城水城	マダロック殺人鬼ノ凶室	NOT_FOUND
muryoku-seijo-to-munou-joou	無力聖女と無能王女	玉崎タマ	無力聖女ト無能王女魔力ゼロデ召喚サレタ聖女ノ異世界救国記	NOT_FOUND
musasabi-no-fukushuu	ムササビの復讐	矢口高雄	ムササビノ復讐ニッポン博物誌	NOT_FOUND
muse-no-shinzui	ミューズの真髄	文野紋	ミュズノ真髄1	NOT_FOUND
mushi-communicator	ムシ・コミュニケーター	ムネヘロ	ムシコミュニケタ3	NOT_FOUND
mushi-mezuru-himegimi-no-kekkon	蟲愛づる姫君の結婚	宮野美嘉;小原愼司	蟲愛ヅル姫君ノ結婚後宮ハグレ姫ノ蠱毒ト謎解キ婚姻譚	NOT_FOUND
mushihime-2-ebisu	蟲姫2 蛭子	外薗昌也;里見有	蟲姫	NOT_FOUND
mushoboke	ムショぼけ	信長アキラ;沖田臥竜	ムショボケ懲役タチノレクイエム2	NOT_FOUND
mushoku-no-eiyuu	無職の英雄	上田夢人;九頭七尾;名苗秋緒	無職ノ英雄別ニスキルナンカ要ラナカッタンダガ才能ゼロノ成リ上ガリ	NOT_FOUND
mushoku-no-gakkou	無職の学校	清家孝春	無職ノ学校職業訓練校デノ200日間	NOT_FOUND
mushoku-no-saikyou-kenja	無職の最強賢者	若林裕介;藏丸竜彦	無職ノ最強賢者ジョブガ得ラレズ追放サレタガ、ゲムノ知識デ異世界最強	NOT_FOUND
mushoku-to-jieekee	無職とJK	缶乃	缶乃短編集無職トjk	NOT_FOUND
musou-kouro	無双航路	石口十;藤崎ヒカリ	無双航路転生シテ宇宙戦艦ノaiニナリマシタ	NOT_FOUND
