sid	title	signals	n_authors	confidence
85958	モンスター娘のお医者さん0	巻内多作家	4	低(要確認)
86099	ヤング・アベンジャーズ:スタイル＞サブスタンス	巻内多作家	4	低(要確認)
86160	ユリシーズ	巻内多作家	4	低(要確認)
86222	ヨーヨーの猫つまみ	巻内多作家	4	低(要確認)
86268	ライフアライヴ! キミと始める学園総選挙	巻内多作家	4	低(要確認)
86281	ラクエンロジックパラドクスツイン	巻内多作家	4	低(要確認)
86332	ラストマン	巻内多作家	4	低(要確認)
86334	ラストラウンド・アーサーズ	巻内多作家	4	低(要確認)
86511	ラブライブ!スーパースター!!Comic Book2人の時間!～Special 	巻内多作家	4	低(要確認)
86612	ラル飯	巻内多作家	4	低(要確認)
86636	ランボー	巻内多作家	4	低(要確認)
86676	リアリスト魔王による聖域なき異世界改革	巻内多作家	4	低(要確認)
86692	リア充ごはん	巻内多作家	4	低(要確認)
86879	リーグ・オブ・エクストラオーディナリー・ジェントルメン:センチュリー	巻内多作家	4	低(要確認)
86919	ルパン三世officialマガジンmini	巻内多作家	4	低(要確認)
86966	ループ8周目は幸せな人生を	巻内多作家	4	低(要確認)
87054	レッドフード:ロスト・デイズ	巻内多作家	4	低(要確認)
87101	レムシータ・ブレイブス・オンライン～スローライフに憧れる俺のままならないVR冒険	巻内多作家	4	低(要確認)
87214	ロックマン4コマ大行進	巻内多作家	4	低(要確認)
87262	ロボットのクライシス	巻内多作家	4	低(要確認)
87270	ロボットパークは大さわぎ!	巻内多作家	4	低(要確認)
87414	ローン・スローン	巻内多作家	4	低(要確認)
87511	ワンダーウーマン:戦禍を呼ぶ者	巻内多作家	4	低(要確認)
87588	ワールズエンドクラブ	巻内多作家	4	低(要確認)
87618	ヴァレリアン	巻内多作家	4	低(要確認)
87786	一日だけの殺し屋	巻内多作家	4	低(要確認)
88008	三国志	巻内多作家	4	低(要確認)
88072	三毛猫ホームズの事件簿＆痛快ミステリーベストコミック	巻内多作家	4	低(要確認)
88599	中国英雄伝	巻内多作家	4	低(要確認)
88958	五条霊戦記	巻内多作家	4	低(要確認)
88980	井伊直政	巻内多作家	4	低(要確認)
89014	交際0日、溺愛婚。	巻内多作家	4	低(要確認)
89017	交響詩篇 エウレカセブン	巻内多作家	4	低(要確認)
89079	人外×溺愛	巻内多作家	4	低(要確認)
89081	人外姫様(イモータルプリンセス)、始めました	巻内多作家	4	低(要確認)
90051	俺の家が魔力スポットだった件	巻内多作家	4	低(要確認)
90196	借りぐらしのアリエッティ	巻内多作家	4	低(要確認)
90213	偉大なる漫画家オノレ・ドーミェ	巻内多作家	4	低(要確認)
90446	僕のカノジョ先生	巻内多作家	4	低(要確認)
90737	元祖Dr.タイフーン	巻内多作家	4	低(要確認)
91258	冒険者をクビになったので、錬金術師として出直します!	巻内多作家	4	低(要確認)
91272	写楽～真説女絵師～	巻内多作家	4	低(要確認)
91452	出口のない毒 経皮毒	巻内多作家	4	低(要確認)
91491	切り裂きジャック	巻内多作家	4	低(要確認)
91537	初体験プラスR	巻内多作家	4	低(要確認)
91592	初恋ウエディング	巻内多作家	4	低(要確認)
91640	初恋幼なじみにぺろりと食べられちゃいました!	巻内多作家	4	低(要確認)
91758	刻に抗いし者	巻内多作家	4	低(要確認)
91846	劇場版STEINS;GATE 負荷領域のデジャヴ	巻内多作家	4	低(要確認)
91852	劇場版タイムスクープハンター	巻内多作家	4	低(要確認)
91864	劇場版魔法科高校の劣等生星を呼ぶ少女	巻内多作家	4	低(要確認)
91965	劣等眼の転生魔術師	巻内多作家	4	低(要確認)
92043	勇者行進曲	巻内多作家	4	低(要確認)
92132	北の残響	巻内多作家	4	低(要確認)
92151	北斎妖怪百景	巻内多作家	4	低(要確認)
92160	北斗の拳	巻内多作家	4	低(要確認)
92174	北条早雲	巻内多作家	4	低(要確認)
92312	千穂のお手当日記	巻内多作家	4	低(要確認)
92716	古墳時代のサバイバル	巻内多作家	4	低(要確認)
92979	名探偵浅見光彦の事件簿＆旅情ミステリーベストコミック	巻内多作家	4	低(要確認)
93174	君の名は。	巻内多作家	4	低(要確認)
93336	吼える海賊船	巻内多作家	4	低(要確認)
93349	告白	巻内多作家	4	低(要確認)
93451	和服男子と恋契り	巻内多作家	4	低(要確認)
93600	嘘つきみーくんと壊れたまーちゃん	巻内多作家	4	低(要確認)
93732	回復術士のおもてなし	巻内多作家	4	低(要確認)
93821	圧倒的ガチャ運で異世界を成り上がる!	巻内多作家	4	低(要確認)
94821	大奥のサクラ	巻内多作家	4	低(要確認)
94842	大学ここが知りたい!	巻内多作家	4	低(要確認)
94938	大正時代のサバイバル	巻内多作家	4	低(要確認)
95470	太陽の牙ダグラム 装甲騎兵ボトムズ	巻内多作家	4	低(要確認)
95563	奇岩城	巻内多作家	4	低(要確認)
95585	奇鋼仙女ロウラン	巻内多作家	4	低(要確認)
95594	奈良時代のサバイバル	巻内多作家	4	低(要確認)
95868	女王陛下の異世界戦略(ストラテジー)	巻内多作家	4	低(要確認)
96060	好奇心のナゾを追え!!	巻内多作家	4	低(要確認)
96515	子どもは病気を食べている	巻内多作家	4	低(要確認)
96739	学習まんが歴史で感動!エルトゥールル号遭難事件	巻内多作家	4	低(要確認)
96740	学習まんが歴史で感動!ポーランド孤児を救った日本赤十字社	巻内多作家	4	低(要確認)
96768	宇宙のはてまで飛んで行け!	巻内多作家	4	低(要確認)
96790	宇宙刑事ギャバン黒き英雄	巻内多作家	4	低(要確認)
97085	室町時代のサバイバル	巻内多作家	4	低(要確認)
97137	家が燃えて人生どうでも良くなったから、残ったなけなしの金でダークエルフの奴隷を買	巻内多作家	4	低(要確認)
97305	審判のメイス	巻内多作家	4	低(要確認)
98294	幕末のサバイバル	巻内多作家	4	低(要確認)
98338	平兵士は過去を夢見る	巻内多作家	4	低(要確認)
98365	平安時代のサバイバル	巻内多作家	4	低(要確認)
98383	平成のあしたのジョー坂本博之物語	巻内多作家	4	低(要確認)
98610	幻魔大戦	巻内多作家	4	低(要確認)
98611	幻魔大戦	巻内多作家	4	低(要確認)
98659	幼女戦記食堂	巻内多作家	4	低(要確認)
98816	式神の城	巻内多作家	4	低(要確認)
99206	後輩くんにえっちな教育されてます!	巻内多作家	4	低(要確認)
99265	復興マンガ祭り	巻内多作家	4	低(要確認)
99288	復讐を希う最強勇者は、闇の力で殲滅無双する	巻内多作家	4	低(要確認)
99330	徳川家康	巻内多作家	4	低(要確認)
99557	忠臣蔵	巻内多作家	4	低(要確認)
99692	怖くて不思議な妖怪伝説	巻内多作家	4	低(要確認)
99731	思想家まんが列伝	巻内多作家	4	低(要確認)
99956	怪物君の甲子園	巻内多作家	4	低(要確認)
100258	恋と友情のあいだで	巻内多作家	4	低(要確認)
100926	恐竜白亜紀アドベンチャー	巻内多作家	4	低(要確認)
101157	悪魔のささやき	巻内多作家	4	低(要確認)
102121	戦国時代のサバイバル	巻内多作家	4	低(要確認)
102156	戦後のサバイバル	巻内多作家	4	低(要確認)
102562	探偵オペラミルキィホームズ	巻内多作家	4	低(要確認)
102567	探偵オペラミルキィホームズはじめまして。	巻内多作家	4	低(要確認)
102796	放課後地獄 本当にヤバイホラーストーリー	巻内多作家	4	低(要確認)
102928	文学少女と恋する詩人	巻内多作家	4	低(要確認)
102929	文学少女と美味しい噺	巻内多作家	4	低(要確認)
103000	新サクラ大戦the Comic	巻内多作家	4	低(要確認)
103074	新世紀エヴァンゲリオン 学園堕天録	巻内多作家	4	低(要確認)
103171	新機動戦記ガンダムW BATTLEFIELD OF PACIFIS	巻内多作家	4	低(要確認)
103209	新装版SDガンダム三国伝	巻内多作家	4	低(要確認)
103216	新選組チューボー録	巻内多作家	4	低(要確認)
103238	方言男子	巻内多作家	4	低(要確認)
103599	明治時代のサバイバル	巻内多作家	4	低(要確認)
103613	昏き日輪	巻内多作家	4	低(要確認)
103774	映画ドラえもんのび太と奇跡の島	巻内多作家	4	低(要確認)
103777	映画プリキュアオールスターズDX2	巻内多作家	4	低(要確認)
103778	映画プリキュアオールスターズDX3	巻内多作家	4	低(要確認)
103911	昼のセント酒	巻内多作家	4	低(要確認)
103971	晴れた日に少女はギターを	巻内多作家	4	低(要確認)
103975	晴れときどきお天気雨	巻内多作家	4	低(要確認)
104205	最強陰陽師の異世界転生記	巻内多作家	4	低(要確認)
104246	最恐ホラー呪われた怪談ファイル迫る悪霊	巻内多作家	4	低(要確認)
104283	最高の夏休み	巻内多作家	4	低(要確認)
104634	未完兵装ルナシャフト	巻内多作家	4	低(要確認)
104649	未来のお仕事入門	巻内多作家	4	低(要確認)
104679	未知なるカダスを夢に求めて	巻内多作家	4	低(要確認)
104684	未確認動物UMAの真実	巻内多作家	4	低(要確認)
104704	本多忠勝	巻内多作家	4	低(要確認)
104720	本当にあった怖い話 闇夜の百物語	巻内多作家	4	低(要確認)
104808	杉原千畝	巻内多作家	4	低(要確認)
105094	枯れオジだと思ってたら、溺愛過剰のケダモノでした!	巻内多作家	4	低(要確認)
105534	楽しく覚える!まんが百人一首	巻内多作家	4	低(要確認)
105535	楽しみながら身につく!小学生のための整理収納おもしろドリル	巻内多作家	4	低(要確認)
105625	橋本左内	巻内多作家	4	低(要確認)
105639	機動戦史ガンダム武頼	巻内多作家	4	低(要確認)
105651	機動戦士ガンダム MS IGLOO 603	巻内多作家	4	低(要確認)
105653	機動戦士ガンダム デイアフタートゥモロー	巻内多作家	4	低(要確認)
105657	機動戦士ガンダム00 I	巻内多作家	4	低(要確認)
105664	機動戦士ガンダム00F	巻内多作家	4	低(要確認)
105665	機動戦士ガンダム00I	巻内多作家	4	低(要確認)
105674	機動戦士ガンダムALIVE	巻内多作家	4	低(要確認)
105688	機動戦士ガンダムMSV-R 宇宙世紀英雄伝説	巻内多作家	4	低(要確認)
105694	機動戦士ガンダムSEED ASTRAY	巻内多作家	4	低(要確認)
105696	機動戦士ガンダムSEED ASTRAY天空の皇女	巻内多作家	4	低(要確認)
105698	機動戦士ガンダムSEED C.E.73 Δ ASTRAY	巻内多作家	4	低(要確認)
105700	機動戦士ガンダムSEED DESTINY ASTRAY	巻内多作家	4	低(要確認)
105707	機動戦士ガンダムSEED X ASTRAY	巻内多作家	4	低(要確認)
105710	機動戦士ガンダムTwilight AXIS	巻内多作家	4	低(要確認)
105716	機動戦士ガンダムUCテスタメント	巻内多作家	4	低(要確認)
105726	機動戦士ガンダムクライマックスU.C.	巻内多作家	4	低(要確認)
105727	機動戦士ガンダムヴァルプルギス	巻内多作家	4	低(要確認)
105728	機動戦士ガンダム光芒のア・バオア・クー	巻内多作家	4	低(要確認)
105736	機動戦士ガンダム戦記REBELLION Lost War Chronicles	巻内多作家	4	低(要確認)
105747	機動戦士クロスボーン・ガンダム	巻内多作家	4	低(要確認)
105749	機動戦士クロスボーン・ガンダムスカルハート	巻内多作家	4	低(要確認)
105751	機動戦士クロスボーン・ガンダム鋼鉄の7人	巻内多作家	4	低(要確認)
105754	機動新世紀ガンダムX	巻内多作家	4	低(要確認)
106079	死人の花嫁	巻内多作家	4	低(要確認)
106528	水妖	巻内多作家	4	低(要確認)
106552	水晶の栓	巻内多作家	4	低(要確認)
106574	水滸伝	巻内多作家	4	低(要確認)
106721	江戸の町のサバイバル	巻内多作家	4	低(要確認)
106747	江戸時代のサバイバル	巻内多作家	4	低(要確認)
106964	活性酸素を追え!	巻内多作家	4	低(要確認)
107132	海外ダーリンの絶頂♡make love	巻内多作家	4	低(要確認)
107242	涙100万粒のハツコイ	巻内多作家	4	低(要確認)
107295	涙切姫	巻内多作家	4	低(要確認)
107303	淀殿	巻内多作家	4	低(要確認)
107640	溺愛♡ご主人様	巻内多作家	4	低(要確認)
107672	溺愛セフレ契約	巻内多作家	4	低(要確認)
107802	漫画サピエンス全史	巻内多作家	4	低(要確認)
108730	犬部! ボクらのしっぽ戦記	巻内多作家	4	低(要確認)
108805	狩りぷれっくす!	巻内多作家	4	低(要確認)
108864	狼は眠らない	巻内多作家	4	低(要確認)
109148	獣医さんのお仕事in異世界	巻内多作家	4	低(要確認)
109711	由利公正	巻内多作家	4	低(要確認)
109774	男の快楽お色気温泉全国決定版	巻内多作家	4	低(要確認)
109963	異世界ゆるっとサバイバル生活	巻内多作家	4	低(要確認)
110334	白山平泉寺物語	巻内多作家	4	低(要確認)
110565	皇帝の牌	巻内多作家	4	低(要確認)
110647	直江兼続	巻内多作家	4	低(要確認)
110700	真・女神転生	巻内多作家	4	低(要確認)
110745	真夏の夜の怪談	巻内多作家	4	低(要確認)
110834	真田幸村	巻内多作家	4	低(要確認)
110837	真田昌幸	巻内多作家	4	低(要確認)
111525	私がエッチなの?彼がヘンなの?	巻内多作家	4	低(要確認)
111961	空とぶ怪人	巻内多作家	4	低(要確認)
112032	空海	巻内多作家	4	低(要確認)
112330	築地魚河岸三代目絶品集	巻内多作家	4	低(要確認)
112635	紫式部	巻内多作家	4	低(要確認)
112729	結城友奈は勇者である	巻内多作家	4	低(要確認)
112730	結城友奈は勇者である-鷲尾須美の章-	巻内多作家	4	低(要確認)
112731	結城友奈は勇者部所属	巻内多作家	4	低(要確認)
112732	結城友奈は勇者部所属ぷにっと!	巻内多作家	4	低(要確認)
112928	続813・ルパンの三つの犯罪	巻内多作家	4	低(要確認)
112991	緋色の研究	巻内多作家	4	低(要確認)
113020	緑の目の令嬢	巻内多作家	4	低(要確認)
113053	縄文物語	編+巻内多作家	4	低(要確認)
113079	織田信長	巻内多作家	4	低(要確認)
113567	聖魔伝	巻内多作家	4	低(要確認)
113644	背徳に濡れる密恋エロス	巻内多作家	4	低(要確認)
113747	脳Rギュル	巻内多作家	4	低(要確認)
113752	脳漿炸裂ガール	巻内多作家	4	低(要確認)
113901	舞台少女☆歌劇レヴュースタァライト	巻内多作家	4	低(要確認)
113902	舞台少女☆歌劇レヴュースタァライト	巻内多作家	4	低(要確認)
113912	舞姫 うたかたの記 文づかい	巻内多作家	4	低(要確認)
114497	草	巻内多作家	4	低(要確認)
114502	草原の蒼き狼	巻内多作家	4	低(要確認)
115037	蜜愛浪漫譚	巻内多作家	4	低(要確認)
115463	親鸞	巻内多作家	4	低(要確認)
115688	誰が喚んだの!?	巻内多作家	4	低(要確認)
115817	謎の生命体アンカル	巻内多作家	4	低(要確認)
116029	賢者の孫SP(スペシャル)	巻内多作家	4	低(要確認)
116030	賢者の孫SS(ショートストーリーズ)	巻内多作家	4	低(要確認)
116179	赤毛のアン	巻内多作家	4	低(要確認)
116180	赤毛連盟 まだらの紐	巻内多作家	4	低(要確認)
116260	超力ロボガラット	巻内多作家	4	低(要確認)
116275	超推脳KEI	巻内多作家	4	低(要確認)
116305	超竜球聖伝ドラゴンリーグ	巻内多作家	4	低(要確認)
116474	転生したら王女様になりました	巻内多作家	4	低(要確認)
116502	転生大聖女の目覚め	巻内多作家	4	低(要確認)
116707	逆境のリーダーシップ	巻内多作家	4	低(要確認)
116708	逆行した悪役令嬢は、なぜか魔力を失ったので深窓の令嬢になります	巻内多作家	4	低(要確認)
116717	逆転裁判 その「真実」、異議あり!	巻内多作家	4	低(要確認)
116718	逆転裁判～その「真実」、異議あり!～逆転特急、北へ	巻内多作家	4	低(要確認)
116829	遊☆戯☆王アーク・ファイブ	巻内多作家	4	低(要確認)
117062	重神機パンドーラ0	巻内多作家	4	低(要確認)
117197	金沢殺人事件 上野谷中殺人事件 盲目のピアニスト	巻内多作家	4	低(要確認)
117447	銀河帝国興亡史	巻内多作家	4	低(要確認)
117450	銀河漂流バイファム	巻内多作家	4	低(要確認)
117483	銀装騎攻オーディアンORO	巻内多作家	4	低(要確認)
117556	鎌倉時代のサバイバル	巻内多作家	4	低(要確認)
117620	門	編+巻内多作家	4	低(要確認)
117809	陰陽大戦記	巻内多作家	4	低(要確認)
118499	青薔薇姫のやりなおし革命記	巻内多作家	4	低(要確認)
118816	飛鳥時代のサバイバル	巻内多作家	4	低(要確認)
118970	駒ひびき	巻内多作家	4	低(要確認)
119038	高山右近	巻内多作家	4	低(要確認)
119559	魔法科高校の優等生2nd Season	巻内多作家	4	低(要確認)
119692	魔術士オーフェンはぐれ旅ぱろでぃスペシャル	巻内多作家	4	低(要確認)
120004	黒のシンデレラ	巻内多作家	4	低(要確認)
120170	黙示録	巻内多作家	4	低(要確認)
120276	Jin	巻内多作家	4	低(要確認)
120315	機動戦士ガンダム2	巻内多作家	4	低(要確認)
120316	機動戦士ガンダム3	巻内多作家	4	低(要確認)
120326	日本の歴史	巻内多作家	4	低(要確認)
120376	機動戦士ガンダムラストホライズン	巻内多作家	4	低(要確認)
120506	転生貴族の万能開拓	巻内多作家	4	低(要確認)
120768	SDガンダムムシャジェネレーション	巻内多作家	4	低(要確認)
120769	SDガンダム外伝 騎士ガンダム物語	巻内多作家	4	低(要確認)
120770	SDガンダム外伝 騎士ガンダム物語 アルガス騎士団編+光の騎士編	巻内多作家	4	低(要確認)
120771	SDガンダム外伝 騎士ガンダム物語 キングガンダム編+円卓の騎士編	巻内多作家	4	低(要確認)
120772	SDガンダム外伝 騎士ガンダム物語 ヴァトラスの剣編+流星の騎士団編	巻内多作家	4	低(要確認)
120773	SDガンダム外伝 騎士ガンダム物語 伝説の巨人編	巻内多作家	4	低(要確認)
120774	SDガンダム外伝 騎士ガンダム物語 聖機兵物語編	巻内多作家	4	低(要確認)
120775	SDガンダム外伝騎士ガンダム物語 特別版・アルガスの魔童子編	巻内多作家	4	低(要確認)
120776	SDガンダム外伝騎士ガンダム物語 特別版・エルガの妖怪編	巻内多作家	4	低(要確認)
120777	SDコマンド戦記	巻内多作家	4	低(要確認)
120778	SD武者ガンダム風雲録	巻内多作家	4	低(要確認)
120779	SD頑駄無 武者○伝	巻内多作家	4	低(要確認)
120780	SD頑駄無武者○伝	巻内多作家	4	低(要確認)
120783	新武者ガンダム七人の超将軍	巻内多作家	4	低(要確認)
120785	新武者頑駄無天星七人衆	巻内多作家	4	低(要確認)
120786	武者○伝	巻内多作家	4	低(要確認)
120788	超武者ガンダム刕覇大将軍	巻内多作家	4	低(要確認)
120790	超武者ガンダム武神輝羅鋼	巻内多作家	4	低(要確認)
120791	騎士ガンダム物語	巻内多作家	4	低(要確認)
120911	Ring	巻内多作家	4	低(要確認)
120958	漫画版世界の歴史	巻内多作家	4	低(要確認)
121101	JAMぼん	巻内多作家	4	低(要確認)
121104	たまらないHな体験教えます	巻内多作家	4	低(要確認)
121160	日本を変えた世界の歴史	巻内多作家	4	低(要確認)
121221	隻眼・隻腕・隻脚の魔術師@COMIC	巻内多作家	4	低(要確認)
121244	Link!Like!ラブライブ!@COMIC	巻内多作家	4	低(要確認)
121247	きれいな字が書ける	巻内多作家	4	低(要確認)
121263	決戦!幻の翼	巻内多作家	4	低(要確認)
121303	鑑定能力で調合師になります	巻内多作家	4	低(要確認)
121368	ナヴァグラハ	巻内多作家	4	低(要確認)
121369	ナヴァグラハ	巻内多作家	4	低(要確認)
121410	Happy Tableはらぺこガールは満たされたい!	巻内多作家	4	低(要確認)
121425	凡骨新兵のモンスターライフ@COMIC	巻内多作家	4	低(要確認)
121449	ひぐらしのなく頃に 語咄し編	巻内多作家	4	低(要確認)
121610	東野圭吾ミステリー	巻内多作家	4	低(要確認)
121683	コバウおじさん	巻内多作家	4	低(要確認)
121752	味一番!美味セレクション	巻内多作家	4	低(要確認)
121820	居酒屋コミック赤ちょうちん	巻内多作家	4	低(要確認)
121845	九段坂下クロニクル	巻内多作家	4	低(要確認)
121897	ゲッターロボデヴォリューション	巻内多作家	4	低(要確認)
121951	マンガハウス	巻内多作家	4	低(要確認)
121961	宇宙戦艦ヤマト2199 緋眼のエース	巻内多作家	4	低(要確認)
121988	機動戦士ガンダム逆襲のシャアBEYOND THE TIME	巻内多作家	4	低(要確認)
122018	NHKその時歴史が動いた	巻内多作家	4	低(要確認)
122022	漫画版世界の歴史	巻内多作家	4	低(要確認)
122064	ポイントギフター《経験値分配能力者》の異世界最強ソロライフ	巻内多作家	4	低(要確認)
122094	恐怖のグリム童話スペシャル	巻内多作家	4	低(要確認)
122115	風都探偵	巻内多作家	4	低(要確認)
122267	赤塚不二夫WORLD	巻内多作家	4	低(要確認)
122268	赤塚不二夫world	巻内多作家	4	低(要確認)
122305	日本の歴史	巻内多作家	4	低(要確認)
122345	ヒミツのカレ	巻内多作家	4	低(要確認)
122399	別世界 幽霊を呼ぶ少女	巻内多作家	4	低(要確認)
122401	姿なき招待 続姿なき招待	巻内多作家	4	低(要確認)
122422	花びらの幻想 続花びらの幻想	巻内多作家	4	低(要確認)
122434	ジャンプ放送局	巻内多作家	4	低(要確認)
122514	のび太と行く世界歴史探検	巻内多作家	4	低(要確認)
122530	罪より甘い愛に溺れて	巻内多作家	4	低(要確認)
122681	ワープin	巻内多作家	4	低(要確認)
122733	雷撃一代	巻内多作家	4	低(要確認)
122735	動物のクライシス	巻内多作家	4	低(要確認)
122813	怒濤戦艦大和	巻内多作家	4	低(要確認)
122920	漫画版世界の歴史	巻内多作家	4	低(要確認)
123028	麻薬密売人 ハートの刺青	巻内多作家	4	低(要確認)
123072	仮面ライダー11戦記	巻内多作家	4	低(要確認)
123310	神々の指紋	巻内多作家	4	低(要確認)
123417	大貧乳ビーム	巻内多作家	4	低(要確認)
123421	貧乳時代	巻内多作家	4	低(要確認)
123489	オトナの本当にあった笑える話	巻内多作家	4	低(要確認)
123518	業界の怖いウラ話SP	巻内多作家	4	低(要確認)
123701	まおゆう4コマ「向いてませんよ、魔王様」	巻内多作家	4	低(要確認)
123704	まおゆう魔王勇者 丘の向こうへ	巻内多作家	4	低(要確認)
123721	ある日、無口な婚約者の感情が分かるようになりました	巻内多作家	4	低(要確認)
123841	貧乳が斬る!	巻内多作家	4	低(要確認)
123993	マリと子犬の物語	巻内多作家	4	低(要確認)
124002	日本の歴史	巻内多作家	4	低(要確認)
124238	名探偵浅見光彦＆旅情ミステリーコミックセレクション	巻内多作家	4	低(要確認)
124399	仮面ライダーZX	巻内多作家	4	低(要確認)
124754	すーぱーそに子そにコマ	巻内多作家	4	低(要確認)
124881	名探偵コナン業火の向日葵	巻内多作家	4	低(要確認)
124882	名探偵コナン沈黙の15分(クォーター)	巻内多作家	4	低(要確認)
124884	名探偵コナン特別編	巻内多作家	4	低(要確認)
124885	名探偵コナン緋色の弾丸	巻内多作家	4	低(要確認)
124892	食戟のサンジ	巻内多作家	4	低(要確認)
124943	のび太とアニマル惑星	編+巻内多作家	4	低(要確認)
124945	のび太と雲の王国	編+巻内多作家	4	低(要確認)
124946	のび太のドラビアンナイト	編+巻内多作家	4	低(要確認)
125158	まんがーる!	巻内多作家	4	低(要確認)
125175	1日外出録ハンチョウ	巻内多作家	4	低(要確認)
125406	ドラゴンエフェクト 坂本龍馬異聞	巻内多作家	4	低(要確認)
125467	日本の歴史	巻内多作家	4	低(要確認)
125495	Re:CREATORS	巻内多作家	4	低(要確認)
125629	MADARA	巻内多作家	4	低(要確認)
125636	少年漫画劇場	巻内多作家	4	低(要確認)
125812	ログ・ホライズンにゃん太班長・幸せのレシピ	巻内多作家	4	低(要確認)
125912	ぷち本当にあった愉快な話事件・事故目撃オールスターズ	巻内多作家	4	低(要確認)
125927	ぷち本当にあった愉快な話笑撃!!四天王SP	巻内多作家	4	低(要確認)
126010	ドラえもんの国語おもしろ攻略 ★新改訂版★ ことわざ辞典	巻内多作家	4	低(要確認)
126074	ひぐらしのなく頃に 語咄し編	巻内多作家	4	低(要確認)
126269	日本の歴史	巻内多作家	4	低(要確認)
126545	キューピー外伝我妻涼	巻内多作家	4	低(要確認)
127084	日本の歴史	巻内多作家	4	低(要確認)
127157	「ふと…」の芸術工学	巻内多作家	4	低(要確認)
127160	貧乳コース	巻内多作家	4	低(要確認)
127195	ゲッターロボ大決戦	巻内多作家	4	低(要確認)
127229	日本の歴史	巻内多作家	4	低(要確認)
127239	名探偵コナン&金田一少年の事件簿	巻内多作家	4	低(要確認)
127391	日本の歴史	巻内多作家	4	低(要確認)
127466	Pluto	巻内多作家	4	低(要確認)
127570	日本の歴史	巻内多作家	4	低(要確認)
127579	日本の歴史	巻内多作家	4	低(要確認)
127644	剣戟一閃	巻内多作家	4	低(要確認)
127691	コミックスクライマックス	巻内多作家	4	低(要確認)
127718	コミックビーム「フェローズ」	巻内多作家	4	低(要確認)
127824	TIGER & BUNNY	巻内多作家	4	低(要確認)
127825	TIGER & BUNNY	巻内多作家	4	低(要確認)
127826	TIGER & BUNNY 2	巻内多作家	4	低(要確認)
127828	TIGER ＆ BUNNY	巻内多作家	4	低(要確認)
127829	TIGER＆BUNNY	巻内多作家	4	低(要確認)
127831	劇場版TIGER＆BUNNY The Beginning	巻内多作家	4	低(要確認)
127915	新機動戦記ガンダムW episode zero	巻内多作家	4	低(要確認)
128008	神血の救世主	巻内多作家	4	低(要確認)
128015	旅情ミステリー事件簿	巻内多作家	4	低(要確認)
128142	狼と香辛料	巻内多作家	4	低(要確認)
128190	日本の歴史	巻内多作家	4	低(要確認)
128302	ルパン対ホームズ	巻内多作家	4	低(要確認)
128306	奇岩城	巻内多作家	4	低(要確認)
128308	怪盗紳士	巻内多作家	4	低(要確認)
128342	借りぐらしのアリエッティ	巻内多作家	4	低(要確認)
128382	コミックHi-t	巻内多作家	4	低(要確認)
128383	貧乳温泉	巻内多作家	4	低(要確認)
128459	俺のお嫁さん、変態かもしれない	巻内多作家	4	低(要確認)
128509	日本の歴史	巻内多作家	4	低(要確認)
128641	日本の歴史	巻内多作家	4	低(要確認)
128757	昭和天皇物語	巻内多作家	4	低(要確認)
128952	ブルバスター	巻内多作家	4	低(要確認)
129219	ヤッターマン	巻内多作家	4	低(要確認)
129374	突撃!へっぽこ冒険隊できたて	巻内多作家	4	低(要確認)
129392	名探偵浅見光彦の事件簿＆旅情ミステリーベストコミック	巻内多作家	4	低(要確認)
129398	幻想ファンタジー	巻内多作家	4	低(要確認)
129460	ドラえもんのび太のひみつ道具博物館	巻内多作家	4	低(要確認)
129461	ドラえもんのび太の新恐竜	巻内多作家	4	低(要確認)
129606	日本の歴史	巻内多作家	4	低(要確認)
129643	せらぷち!	巻内多作家	4	低(要確認)
129899	名探偵コナン＆金田一少年の事件簿	巻内多作家	4	低(要確認)
129902	犯人たちの事件簿	巻内多作家	4	低(要確認)
130041	歴史人物伝	巻内多作家	4	低(要確認)
130073	新機動戦記ガンダムW blind target	巻内多作家	4	低(要確認)
130090	#居酒屋新幹線	巻内多作家	4	低(要確認)
130091	#居酒屋新幹線.	巻内多作家	4	低(要確認)
130306	30歳恋愛	巻内多作家	4	低(要確認)
130421	86-エイティシックス-	巻内多作家	4	低(要確認)
130422	86-エイティシックス-オペレーション・ハイスクール	巻内多作家	4	低(要確認)
130423	86-エイティシックス-フラグメンタルネオテニー	巻内多作家	4	低(要確認)
130425	86-エイティシックス-魔法少女レジーナ☆レーナ	巻内多作家	4	低(要確認)
130460	A Peanuts Book Special featuring SNOOPY	編	4	低(要確認)
130491	ADVENTURE TIMEシーイングレッド	巻内多作家	4	低(要確認)
130492	ADVENTURE TIMEピクセルプリンセス	巻内多作家	4	低(要確認)
130497	AKB0048	巻内多作家	4	低(要確認)
130499	AKB0048 EPISODE0	巻内多作家	4	低(要確認)
130513	ARIOL Debout!	巻内多作家	4	低(要確認)
130514	ASTRA	巻内多作家	4	低(要確認)
130563	American born Chinese	巻内多作家	4	低(要確認)
130566	Ana Miralles, Emilio Ruiz.	巻内多作家	4	低(要確認)
130622	Aランク冒険者のスローライフ.	巻内多作家	4	低(要確認)
130649	BB戦士三国伝英雄激突編	巻内多作家	4	低(要確認)
130675	BLOOD+A	巻内多作家	4	低(要確認)
130752	Bess ＆ Jodorowsky.	巻内多作家	4	低(要確認)
130776	Blitz	巻内多作家	4	低(要確認)
130791	Bow-Wow bugs a bug	巻内多作家	4	低(要確認)
