title	author	editions(marker:巻数)
鉄火の巻平（ワイド版）（1）	たがわ靖之	ワイド版:1巻(〜1)
バロム・1（ワン）（上巻）愛蔵復刻版	さいとうたかを	復刻:1巻(〜1)
バロム・1（ワン）（下巻）愛蔵復刻版	さいとうたかを	復刻:1巻(〜1)
火子伝説（第3巻（青雲編））復刻版	梶原一騎	復刻:1巻(〜3)
愛の実験　新装版	kanipan	新装版:1巻(〜1)
淋しがりやの小猫達愛蔵版	みやもと留美	愛蔵版:1巻(〜1)
水の誘惑（下）愛蔵版	氷室芹夏	愛蔵版:1巻(〜1)
サブマリン707（1）完全復刻版	小沢さとる	復刻:1巻(〜1)
サブマリン707（2）完全復刻版	小沢さとる	復刻:1巻(〜1)
サブマリン707（3）完全復刻版	小沢さとる	復刻:1巻(〜1)
サブマリン707（4）完全復刻版	小沢さとる	復刻:1巻(〜1)
サブマリン707（5）完全復刻版	小沢さとる	復刻:1巻(〜1)
サブマリン707（6）完全復刻版	小沢さとる	復刻:1巻(〜1)
カードキャプターさくら（1）新装版	clamp	新装版:1巻(〜1)
カードキャプターさくら（2）新装版	clamp	新装版:1巻(〜1)
カードキャプターさくら（3）新装版	clamp	新装版:1巻(〜1)
カードキャプターさくら（5）新装版	clamp	新装版:1巻(〜1)
カードキャプターさくら（6）新装版	clamp	新装版:1巻(〜1)
カードキャプターさくら（9）新装版	clamp	新装版:1巻(〜1)
