isbn13	date	publisher	series	volume	title	kana	creators	creators_roled
9784434353352	2025.2	アルファポリス	アルファポリスCOMICS	1	勘当貴族なオレのクズギフトが強すぎる! 1	カンドウキゾクナオレノクズギフトガツヨスギル	赤白玉, ゆずる/颯希	赤白玉ゆずる:原作/颯希:漫画/蓮禾:キャラクター原案
9784861178061	2025.2	文苑堂	.Poika comics		キスと春雷	キストシュンライ	しっぽの北	しっぽの北:著
9784815622282	2025.2	SBクリエイティブ	GAコミック	1	きのした魔法工務店 : 異世界工法で最強の家づくりを : コミック. 1	キノシタマホウコウムテン:イセカイコウホウデサイキョウノイエズクリオ:コミック	梃子山ジャンボ/長野, 文三郎	梃子山ジャンボ:漫画/長野文三郎:原作/かぼちゃ:キャラクター原案
9784088844084	2025.2	集英社	ジャンプコミックス	第14巻	キャプテン2. 第14巻	キャプテンツー	コージィ城倉, 1963-	コージィ城倉:著/ちばあきお:原案
9784434353321	2025.2	ドリコム	DRE COMICS	4	99回断罪されたループ令嬢ですが今世は「超絶愛されモード」ですって!? : 真の力に目覚めて始まる100回目の人生. 4	キュウジュウキュウカイダンザイサレタループレイジョウデスガコンセワチョウゼツアイ	甲斐, ろはる/裕時, 悠示	甲斐ろはる:漫画/裕時悠示:原作/ひだかなみ:キャラクター原案
9784088935232	2025.2	集英社	ヤングジャンプコミックス	3	清田さんは汚されたい!? 3	キヨタサンワヨゴサレタイ	古田, 朋大/おーうち	古田朋大, おーうち:著
9784098538706	2025.2	小学館	マンガワンコミックス	1	鬼龍伝. 1	キリュウデン	大野, 将磨	大野将磨:著
9784088935201	2025.2	集英社	ヤングジャンプコミックス	5	ギルド追放された雑用係の下剋上 : 超万能な生活スキルで世界最強. 5	ギルドツイホウサレタザツヨウガカリノゲコクジョウ:チョウバンノウナセイカツスキル	夜桜, ユノ/柳, 輪/ユーキ, あきら	夜桜ユノ:原作/柳輪:漫画/ユーキあきら ネーム構成:
9784800015532	2025.2	マッグガーデン	Blade comics	2	空賊ハックと蒸気の姫. 2	クウゾクハックトジョウキノヒメ	井上, 智徳	井上智徳:著
9784799219980	2025.2	キルタイムコミュニケーション	二次元ドリームコミックス ; 759	SP21	くっ殺ヒロインズ. SP21	クッコロヒロインズ		
9784098046454	2025.2	小学館	My first big special		首斬り朝 : 竹割り勘助	クビキリアサ:タケワリカンスケ	小池, 一夫, 1936-2019/小島, 剛夕, 1928-2000	小池一夫:原作/小島剛夕:作画
9784575860610	2025.2	双葉社	ACTION COMICS	12	GROUNDLESS. 12	グランドレス	影待, 蛍太	影待蛍太:著
9784088935324	2025.2	集英社	ヤングジャンプコミックス	1	共飯グルメ! 1	グルグルメ	スガワラ, エスコ	スガワラエスコ:著
9784785978679	2025.2	少年画報社	YKコミックス	2	ケットウ! = Blood Glucose : 糖尿病内科医・甘栗美咲. 2	ケットウ	よっしー, 漫画家	よっしー:著
9784098538669	2025.2	小学館	マンガワンコミックス	5	後宮を追放された稀代の悪女は離宮で愛犬をモフモフしてたい. 5	コウキュウオツイホウサレタキダイノアクジョワリキュウデアイケンオモフモフシテタイ	マチバリ/幸路	マチバリ:原作/幸路:漫画
9784758086523	2025.2	一迅社	IDコミックス. Zero-sum comics	1	こ、こんなイケメンが私の幼馴染みで婚約者ですって?さすが悪役令嬢、それくらいの器じゃなければこんな大役務まらないわ. 1	コ、コンナイケメンガワタクシノオサナナジミデコンヤクシャデスッテ?サスガアクヤク	うたの/夏の葵	うたの コミック:/夏の葵:原作
9784845868056	2025.2	リイド社	パーフェクト・メモワール	Vol. 37	コミック艶. Vol. 37	コミックエン		
9784867105108	2025.2	ガイドワークス	GW MOOK ; 933		COMICスロマン極ガチプロVSブッコミ大争乱	コミックスロマンキワミガチプロヴイエスブッコミダイソウラン		
9784861174667	2025.2	文苑堂	バベルコミックス	2	ご懐妊. 2	ゴカイニン	そら豆さん 著	そら豆さん:著
9784867870969	2025.2	ブライト出版	B.Pilz comics		ごはんの時間ですっ!	ゴハンノジカンデスッ	ささき, pub. 2025	ささき:著
9784821110124	2025.2	ぶんか社	Bunkasha comics	Vol. 51	ごはん日和. Vol. 51	ゴハンビヨリ		
9784434353376	2025.2	アルファポリス	アルファポリスCOMICS	3	最強の生産王は何がなんでもほのぼのしたいっっっ! 3	サイキョウノセイサンオウワナニガナンデモホノボノシタイッッッ	Erily/春, 千秋	Erily:原作/春千秋:漫画/くろでこ:キャラクター原案
9784799220009	2025.2	キルタイムコミュニケーション	二次元ドリームコミックス ; 761. 二次元コ		催眠NTR	サイミンネトラレ		
9784088845302	2025.2	集英社	ジャンプコミックス		『SAKAMOTO DAYS』公式ファンブック殺し屋ファイル	サカモトデイズコウシキファンブックコロシヤファイル	鈴木, 祐斗	鈴木祐斗:著
9784758028615	2025.3	一迅社	IDコミックス. Gateau comics		愛してるって知っててね	アイシテルッテシッテテネ	狼森圓	狼森圓:
9784832296169	2025.3	芳文社	Manga time KR comics. Ki	2	アイドルビーバック! 2	アイドルビーバック!	半澤, 香織	はんざわかおり:著
9784594099145	2025.3	扶桑社			愛猫かぶ20歳まで一緒にいたかった : 高齢猫を看取るまで	アイビョウカブニジッサイマデイッショニイタカッタ:コウレイネコオミトルマデ	秋本, 尚美/森, 健三	秋本尚美:漫画/森健三 ドクターズコラム監修:
9784088845319	2025.3	集英社	ジャンプコミックス. Jump comics S		青の祓魔師正十字騎士團アーカイブ	アオノエクソシストセイジュウジキシダンアーカイブ	加藤, 和恵, 1980-	加藤和恵:著
9784065387566	2025.3	講談社	アフタヌーンKC	8	アオバノバスケ. 8	アオバノバスケ	学, 慶人	学慶人:著
9784758019682	2025.3	一迅社	IDコミックス. カラフルハピネス	1	悪女は楽で最高ですが? 1	アクジョワラクデサイコウデスガ?	Yoteh/Mindo/Kim, Mango	Yoteh:作画/Mindo 文:/Mango Kim:原作
9784867944837	2025.3	TOブックス	コロナ・コミックス	4	悪党一家の愛娘、転生先も乙女ゲームの極道令嬢でした。～最上級ランクの悪役さま、その溺愛は不要です!～@COMIC. 4	アクトウイッカノマナムスメテンセイサキモオトメゲームノゴクドウレイジョウデシタサ	轟斗, ソラ/雨川, 透子	轟斗ソラ:著/雨川透子:原作
9784799220115	2025.3	キルタイムコミュニケーション	二次元ドリームコミックス ; 762	THE BOOK 1	悪の手先になったので。 : 魔法少女を××します. THE BOOK 1	アクノテサキニナッタノデ:マホウショウジョオバツバツシマス	山梨ユウヤ 著	山梨ユウヤ:著
9784065383667	2025.3	講談社	KCx	3	悪夢令嬢は一家滅亡の夢を見た : 私の目的は生き延びることです. 3	アクユメレイジョウワイッカメツボウノユメオミタ:ワタシノモクテキワイキノビルコト	大菊小菊/近衛, 悠/泉乃, せん	大菊小菊:原作/近衛悠:漫画/泉乃せん:構成
9784600015053	2025.3	上村一夫オフィス			あなたのための劇画的小品集	アナタノタメノゲキガテキショウヒンシュウ	上村, 一夫, 1940-1986	上村一夫:
9784591185117	2025.3	ポプラ社			アニメコミック劇場版忍たま乱太郎ドクタケ忍者隊最強の軍師	アニメコミックゲキジョウバンニンタマランタロウドクタケニンジャタイサイキョウノグ	劇場版忍たま乱太郎製作委員会 監修・協力	劇場版忍たま乱太郎製作委員会 監修・協力:
9784065385999	2025.3	講談社	アフタヌーンKC	1	アヤシキミ. 1	アヤシキミ	鍵江, はぎ	鍵江はぎ:著
9784815519056	2025.3	ブレインハウス	Adam comics ; No.005		アルファの調印式	アルファノチョウインシキ	池玲文 著	池玲文:著
9784065384480	2025.3	講談社	講談社コミックスデラックス. 月刊少年マガジン	1	アレクサンダー英雄戦記 = HEROIC LEGEND OF ALEXANDER : 最強の土魔術士. 1	アレクサンダーエイユウセンキ	なんじゃもんじゃ/枩岡, 佳範/るれくちぇ	なんじゃもんじゃ:原作/マツオカヨシノリ:漫画/るれくちぇ ネーム構成:/シソ:キャラクター原案
9784823608285	2025.3	ジーオーティー	GOT COMICS		いい子はまたない	イイコワマタナイ	タイガー 著	タイガー:著
9784867207321	2025.3	コアミックス	ゼノンコミックス. タタン	4	いきなり婚 : 目が覚めたらイケメン上司の妻だった!? 4	イキナリコン:メガサメタライケメンジョウシノツマダッタ!?	登深ヲ/櫻井, 音衣	登深ヲ:漫画/櫻井音衣:原作
9784799771136	2025.3	リブレ	ショコラブcomics	2	生贄娘の壮大なる夫育成譚. 2	イケニエムスメノソウダイナルオットイクセイタン	ユージ/竹輪	ユージ:漫画/竹輪:原作
9784065389294	2025.3	講談社	ヤンマガKC	10	異世界帰りの大賢者様はそれでもこっそり暮らしているつもりです. 10	イセカイガエリノダイケンジャサマワソレデモコッソリクラシテイルツモリデス	木野, 二九/岡﨑, 純平	木野二九:原作/岡﨑純平:漫画/日下コウ:キャラクター原案
9784758086547	2025.3	一迅社	IDコミックス. Rex comics	6	異世界帰りの元勇者ですが、デスゲームに巻き込まれました. 6	イセカイガエリノモトユウシャデスガ、デスゲームニマキコマレマシタ	空地, 大乃/黒山, メッキ	空地大乃:原作/黒山メッキ:漫画
9784813034216	2025.3	大洋図書	H &amp; C comics. Ihr he	3	異世界転生!悪役王子は護衛騎士に溺愛される!! 3	イセカイテンセイ!アクヤクオウジワゴエイキシニデキアイサレル!!	秋雨, るい	秋雨るい:著
9784065386750	2025.3	講談社	シリウスKC	1	異世界で生き抜くためのブラッドスキル = BLOOD SKILLS FOR SURVIVING IN ANOTHER WORLD. 1	イセカイデイキヌクタメノブラッドスキル	火狩, けい/三峯, 由楽	火狩けい:原作/三峯由楽:漫画/上埜:キャラクター原案
9784065389324	2025.3	講談社	ヤンマガKC	Volume05	異世界らくらくサバイバル = Isekai rakuraku survival : 生存スキル強者の俺が美少女四人と暮らす無人島生活. Volume05	イセカイラクラクサバイバル	絢乃/最上, 工路/聖橋, 蘭	絢乃:原作/最上工路, 聖橋蘭:漫画
9784758028622	2025.3	一迅社	IDコミックス. Gateau comics		インキュバス・ラブ・チャーム	インキュバス・ラブ・チャーム	盛山, タルタル	盛山タルタル:
9784865377422	2025.3	ゲネシス	GENESYS COMICS		淫楽模様	インラクモヨウ	OKAWARI 著	OKAWARI:著
9784758086660	2025.3	一迅社	IDコミックス. Zero-sum comics	1	ウソつき夫婦のあやかし婚姻事情. 1	ウソツキフウフノアヤカシコンインジジョウ	御巫, 史/編乃肌	御巫史 コミック:/編乃肌:原作
9784065386156	2025.3	講談社	アフタヌーンKC	1	浦さんちのロスタイム = The Ura family&#39;s Lost time. 1	ウラサンチノロスタイム	たろ	たろ:著
9784758028516	2025.3	一迅社	LB COMICS	上	運命以上、恋人未満。 : 同期のαと情愛契約. 上	ウンメイイジョウコイビトミマン:ドウキノアルファトジョウアイケイヤク	猫又, しょう	猫又しょう:著
9784758028523	2025.3	一迅社	LB COMICS	下	運命以上、恋人未満。 : 同期のαと情愛契約. 下	ウンメイイジョウコイビトミマン:ドウキノアルファトジョウアイケイヤク	猫又, しょう	猫又しょう:著
9784065386736	2025.3	講談社	シリウスKC	1	英雄と魔女の転生ラブコメ = A Reincarnation Romantic Comedy of a Hero and a Witch. 1	エイユウトマジョノテンセイラブコメ	雨宮, 和希, 1997-/佐守, 曜	雨宮和希:原作/佐守曜:漫画/えーる:キャラクター原案
9784758086585	2025.3	一迅社	IDコミックス. Zero-sum comics	Volume 2	王子様のおたわむれ. Volume 2	オウジサマノオタワムレ	ばち	ばち:著
