slug	title	our_authors	source_authors(同題)	status
dandadan	ダンダダン	龍幸伸		NOT_FOUND
dandara-gohan	だんだらごはん	殿ヶ谷美由記	殿ケ谷美由記;殿ヶ谷;美由記	AUTHOR_MISMATCH
dandori-kun	ダンドリくん	ネテル	久住昌之;泉昌之;泉晴紀	AUTHOR_MISMATCH
dangan-takkuru	弾丸タックル	角光	佐藤由幸	AUTHOR_MISMATCH
dangan-toppu	弾丸トップ	桑田二郎	桑田次郎	AUTHOR_MISMATCH
danjo-no-yuujou-wa-seiritsu-suru-iya-shinai	男女の友情は成立する?〈いや、しないっ!!〉	七菜ナナ;飯野大祐		NOT_FOUND
danjohi-1-tai-5-no-sekai-demo-futsuu-ni-ikirareru-to-omotta	男女比1:5の世界でも普通に生きられると思った?	三藤孝太郎;桃季憂		NOT_FOUND
danjongurashi-no-motoyuusha	ダンジョン暮らしの元勇者	シカゲナギ;峰崎龍之介		NOT_FOUND
danjontou-de-yadoya-o-yarou	ダンジョン島で宿屋をやろう!	結城心一;長野文三郎		NOT_FOUND
danjonzu-ando-dragons-dark-elf-monogatari	DUNGEONS & DRAGONSダークエルフ物語	dabbandrew;salvatorer;seeleyti	raサルバトーレ;アンドリュー;シーリー;ダブ;ティム;府川	AUTHOR_MISMATCH
dankon	ダンコン〈団魂〉	小沢トシオ	小沢利雄	AUTHOR_MISMATCH
danna-ga-bibou-o-kakusu-wake	旦那が美貌を隠す訳	harara;jungyeon		NOT_FOUND
danna-ga-totsuzen-shinimashita	旦那が突然死にました。	ニシムラユウジ	セセラギ	AUTHOR_MISMATCH
danna-no-doutei-moraimasu	ダンナの童貞もらいます	神山トク		NOT_FOUND
danna-sama-kaseide-rikon-sasete-itadakimasu	旦那様、稼いで離婚させていただきます!	ソラジマ;雨乃家路		NOT_FOUND
danna-sama-to-watashi	ダンナ様と私	ナカハラ★モモタ	ナカハラモモタ	AUTHOR_MISMATCH
danna-sama-wa-elite-gekai	旦那様はエリート外科医	ヒラサワ公美;小日向江麻		NOT_FOUND
danna-sama-wa-saikyou	旦那様は最強	トリヨシ		NOT_FOUND
danna-sama-wa-shuumatsu-heiki	旦那様は終末兵器	市原ユキ乃;雨宮由樹		NOT_FOUND
danouryoku-jk-narumogawa-san	駄能力JK成毛川さん	parisipaolo	コウ;菅森;菅森コウ	AUTHOR_MISMATCH
danshikou-no-hanyuu-san	男子校の羽生さん	マルゼン		NOT_FOUND
danshikou-no-hime	男子校の姫	ニドネ杉	イクタハナ	AUTHOR_MISMATCH
dansou-joou-no-akusai-keikaku	男装王女の悪妻計画	日車メレ;有川知希		NOT_FOUND
dansou-no-reijou-wa-gokujou-no-mitsu-ni-oborete-reiri-na-zaibatsu-onzoushi-ni-mibun-o-kawaremashita	男装の令嬢は極上の蜜に溺れて怜悧な財閥御曹司に身分を買われました	井崎タクミ		NOT_FOUND
dansou-shitara-suujitsu-de-barete-kokuou-heika-ni-dekiai-sarete-imasu	男装したら数日でバレて、国王陛下に溺愛されています	ゴゴチャン;若菜モモ		NOT_FOUND
danzai-ibe-kaihi-no-tame-ni-akuyaku-reijou-kara-patissier-ni-job-change-itashimasu	断罪イベ回避のために、悪役令嬢からパティシエにジョブチェンジいたします!	冬木ルリカ;夢咲マユ;宮花ミン		NOT_FOUND
danzai-no-bishou	断罪の微笑	クリオネ;宇奈月香		NOT_FOUND
danzai-no-majutsugari	断罪の魔術狩り	ボーカン;恵比須清司	マヒル;太郎;梳久耶	AUTHOR_MISMATCH
danzai-no-rinshishi	断罪の臨死士	キリエ		NOT_FOUND
danzai-rokuku	断罪六区	ノノヤマサキ;小林靖子	ノノヤ;マサキ;小林;靖子	AUTHOR_MISMATCH
danzai-sareta-akuyaku-reijou-desu-pan-o-yaitara-seijo-ni-job-change-shimashita	断罪された悪役令嬢ですが、パンを焼いたら聖女にジョブチェンジしました!?	アオナマサオ;花形怜		NOT_FOUND
danzai-sareta-akuyaku-reijou-wa-gyakkou-shite-kanpeki-na-akujo-o-mezasu	断罪された悪役令嬢は、逆行して完璧な悪女を目指す	楢山幕府;泉スズシロ		NOT_FOUND
danzai-sareta-akuyaku-reijou-wa-zokuhen-no-akuyaku-reijou-ni-umarekawaru	断罪された悪役令嬢は続編の悪役令嬢に生まれ変わる	白砂;麻希クルミ		NOT_FOUND
danzai-sareta-dame-ouji-hiroimashita	断罪されたダメ王子、拾いました。	一桔群青		NOT_FOUND
danzai-sareta-makegumi-reijou-desu-jikan-o-modoseru-you-ni-natta-node-kondo-koso-shiawase-ni	断罪された負け組令嬢ですが、時間を戻せるようになったので今度こそ幸せになります	シアノ;嶌咲ユタカ		NOT_FOUND
dappou-tamer-no-nariagari-bouken-tan	脱法テイマーの成り上がり冒険譚	スカイファーム;真鍋譲治		NOT_FOUND
darashinai-desu-hotta-sensei	だらしないです堀田先生!	アオイクジラ	ナカダマオ	AUTHOR_MISMATCH
dare-ga-yondano	誰が喚んだの!?	神無月羽兎		NOT_FOUND
dare-ka-ga-soko-ni-iru	誰かがそこにいる	兎野ミミ;北村有香;小原ショウ;水瀬イツル;清水真澄;牧原若	マユキ;阿南	AUTHOR_MISMATCH
dare-ni-mo-ienai-hi-uwaki-suru-onna-dekiaisareru-onna	誰にも言えない(秘)浮気する女される女	イトウカレン;山田可南;松本ユウカ		NOT_FOUND
dare-nimo-aisarenakatta-shuuwai-reijou-ga-shiawase-ni-naru-made	誰にも愛されなかった醜穢令嬢が幸せになるまで	ヨシタ;空木オム		NOT_FOUND
dare-nimo-ienai-hi	誰にも言えない(秘)	ユカリガワ弓夜;夏生恒;夏葉ヤシ;将貴和寿;山田可南;彩也;	キャスリン;シギサワカヤ;ロス;古田久恵;君塚良一;村上左知	AUTHOR_MISMATCH
dareka-ga-kaita-manga	誰かが描いた漫画	子守ヒキ	ヒキ;子守	AUTHOR_MISMATCH
dareka-kono-joukyou-o-setsumei-shite-kudasai	誰かこの状況を説明してください!	木野咲カズラ		NOT_FOUND
dareka-no-koto-o-suki-na-dake	誰かのことを好きなだけ	藤緒アイ	アイ;藤緒	AUTHOR_MISMATCH
dareka-yume-da-to-itte-kure	誰か夢だと言ってくれ	ミッシェル		NOT_FOUND
daremo-shirangana	誰も知らんがな	サライネス	イネス;サラ	AUTHOR_MISMATCH
dark-gathering	ダークギャザリング	近藤憲一		NOT_FOUND
dark-knights-of-steel	ダークナイツ・オブ・スティール	putriyasmine;西イチコ;高木亮	テイラー;トム;プトゥリ他;ヤスミン;高木	AUTHOR_MISMATCH
dark-summoner-to-dekite-iru	ダークサモナーとデキている	車王		NOT_FOUND
darkartsmaster	DarkArtsMaster	星河蟹		NOT_FOUND
darkness-heels-lili	DARKNESS HEELS-Lili-	円谷プロダクション;綱島志朗		NOT_FOUND
darling-wa-76-sai	ダーリンは76歳	西原理恵子	理恵子;西原	AUTHOR_MISMATCH
darling-wa-77-sai	ダーリンは77歳	西原理恵子	理恵子;西原	AUTHOR_MISMATCH
darling-wa-78-sai	ダーリンは78歳	西原理恵子	理恵子;西原	AUTHOR_MISMATCH
darling-wa-79-sai	ダーリンは79歳	西原理恵子	理恵子;西原	AUTHOR_MISMATCH
darling-wa-80-sai	ダーリンは80歳	西原理恵子	理恵子;西原	AUTHOR_MISMATCH
darui-yakyuubu-wa-saboritai	だるい野球部はサボりたい	奥嶋ヒロマサ;松井尚斗		NOT_FOUND
darwin-jihen	ダーウィン事変	ウメザワシュン	ウメザワ;シュン	AUTHOR_MISMATCH
darwin-no-taizai	ダーウィンの大罪	近藤ユキオ	ユキオ;荻央;近藤	AUTHOR_MISMATCH
dasee-to-iwareta-reijou-no-karei-naru-henshin	ダセェと言われた令嬢の華麗なる変身	atera;甘海老リコ		NOT_FOUND
dash-my-road	Dash!マイ・ロード	神塚トキオ	神塚時生	AUTHOR_MISMATCH
daten-no-kugami-surasshudoggu	堕天の狗神-SLASHDØG-	キクラゲ;石踏一榮		NOT_FOUND
datenshi-ron	堕天使論	クロハ		NOT_FOUND
datsu-inkya-de-jiko-produce	脱・陰キャで事故プロデュース	島袋全優	全優;島袋	AUTHOR_MISMATCH
dattara-ore-ga-daiteyaru	だったら俺が抱いてやる	袴田ナツキ		NOT_FOUND
datte-natsu-yotsu	だって夏よっ	米沢リカ	リカ;米沢	AUTHOR_MISMATCH
datte-nozomarenai-tsugai-desu-kara	だって望まれない番ですから	一ノ瀬七喜;燦々サンゴ		NOT_FOUND
datte-shishunki	だって❤思春期	草薙竜樹		NOT_FOUND
daunaa-kei-onee-san-ni-mainichi-kasu-no-uso-o-nagashikomareru-hanashi	ダウナー系お姉さんに毎日カスの噓を流し込まれる話	ハルバード屋;生倉ノヱル		NOT_FOUND
david	David	syufo	板橋シュウホウ	AUTHOR_MISMATCH
davuru-no-oukan	ダヴルの王冠	轟昌		NOT_FOUND
daydream	デイドリーム	内田一奈	内田一菜	AUTHOR_MISMATCH
days-on-fes	デイズ・オン・フェス	岡叶		AUTHOR_MISMATCH
ddnangels	DDNAngels	杉崎ユキル	ユキル;杉崎	AUTHOR_MISMATCH
de-ji-kyaratto-dejiko-danyo	デ・ジ・キャラットでじこだにょ	コゲドンボ*	コゲドンボ	AUTHOR_MISMATCH
de-ji-kyaratto-piyopiyo-piyoko-chan	デ・ジ・キャラットぴよぴよぴよこちゃん	紺野比奈子	ヒナ	AUTHOR_MISMATCH
dead-account	デッドアカウント	渡辺静	渡辺	AUTHOR_MISMATCH
dead-rock	DEAD ROCK	真島ヒロ	ヒロ;真島	AUTHOR_MISMATCH
deadpool-kills-the-marvel-universe	デッドプール・キルズ・マーベルユニバース	tarrbabs	カレン;タラジッチ;ダリバー;バン;小池顕久	AUTHOR_MISMATCH
deadpool-samurai	デッドプール	duggangerry	アーロン;ウェイ;カルロ;ギシュラー;クリス;ゲリー;コブリ	AUTHOR_MISMATCH
deai-futatabi	出会いふたたび	大谷博子		NOT_FOUND
deai-to-betsuri	出会いと別離	吉野朔実;田村由美;篠原千絵;萩尾望都;諏訪緑;赤石路代		NOT_FOUND
dear-anemone	Dear Anemone	松井琳		NOT_FOUND
dear-antique	Dear Antique,	束原サキ		NOT_FOUND
dear-buddy	ディアバディ	アズキ友里		NOT_FOUND
dear-my-killer-tune	ディアマイキラーチューン	否田		NOT_FOUND
dear-my-master	ディアマイマスター	ハシモトミツ		NOT_FOUND
dear-noman	Dear NOMAN	矢澤オケ	寝路	AUTHOR_MISMATCH
dear-sweet-heart	Dear sweet heart	計奈恵	和猫	AUTHOR_MISMATCH
death-create	デスクリエイト	夏元雅人;見ル野栄司	夏元;栄司;見ル野;雅人	AUTHOR_MISMATCH
death-hotel	デスホテル	鮪オーケストラ	ハセガワm	AUTHOR_MISMATCH
deathmon	デスモン	信楽優楽	信楽;優楽	AUTHOR_MISMATCH
deathscythe-cutie	デスサイズキューティー	玉置勉強	勉強;玉置	AUTHOR_MISMATCH
debayashi-from-universe	デバヤシ・フロム・ユニバース	草水敏	神崎タタミ	AUTHOR_MISMATCH
debby-za-korushifa-wa-makezugirai	デビィ・ザ・コルシファは負けず嫌い	平方昌宏		NOT_FOUND
debidan	デビダン!	ネンド;バージョンf		NOT_FOUND
debonair-drive	DEBONAIR DRIVE	朝倉世界一		NOT_FOUND
debu-to-love-to-ayamachi-to	デブとラブと過ちと!	旧都ナギ	ママカリ	AUTHOR_MISMATCH
deck-hitotsu-de-isekai-tanbou	デッキひとつで異世界探訪	モモシカ藤子;空飛ブヒヨコ	リリンラ;春夏冬エ;春夏冬工;棚架ユウ	AUTHOR_MISMATCH
deemo	Deemo	inc;rayark;新谷シンヤ;藤咲淳一		NOT_FOUND
deep-impact	ディープインパクト	ヤマサキ拓味	美女木ジャンクション	AUTHOR_MISMATCH
degausser	デガウザー	渡辺潤	渡辺	AUTHOR_MISMATCH
dejiko-no-champion-cup-gekijou	でじこのチャンピオンカップ劇場	コゲドンボ*	コゲドンボ	AUTHOR_MISMATCH
dejipara	でじぱら	高木信孝	信孝;高木	AUTHOR_MISMATCH
dejitaru-genshijin-kawahara-izumi	デジタル原始人☆川原泉	川原泉;福田素子	川原;福田;素子	AUTHOR_MISMATCH
deka-kenshi-ekkusukaribaa	刑事剣士Xカリバー	富士原昌幸	藤原昌幸	AUTHOR_MISMATCH
deka-to-hannin-no-otomege-tensei	女刑事(デカ)と犯人の乙女ゲー転生	紗与イチ		NOT_FOUND
dekakeoya	出かけ親	吉田戦車	吉田;戦車	AUTHOR_MISMATCH
dekamen	デカメーン	佐藤正	佐藤正(1963生)	AUTHOR_MISMATCH
dekasegi-reijou-no-konyaku-soudou	出稼ぎ令嬢の婚約騒動	nrmen;ハルコ		NOT_FOUND
dekiai-bacheraa-wa-gokujou-teku-de-daki-tsukusu	溺愛バチェラーは極上テクで抱き尽くす	@r		NOT_FOUND
dekiai-cinderella-2020	溺愛シンデレラ	森崎令子		NOT_FOUND
dekiai-cinderella	溺愛シンデレラ	田沢ミン;綾野タカ		NOT_FOUND
dekiai-hanayome	溺愛花嫁	イオリ;スズネ凜		NOT_FOUND
dekiai-mitsugi	溺愛蜜儀	ムニンシオリ;月乃ヒカリ		NOT_FOUND
dekiai-mo-keiyaku-no-uchi-ni-hairimasu-ka	溺愛も契約のうちに入りますか?	江成イチコ;由井ヒナ子		NOT_FOUND
dekiai-osananajimi-to-kisu-nochi-xxx	溺愛幼なじみとキスのち×××	ウタ乃;オケイド;ポコタ;大嶋マナブ;猫宮ナオ		NOT_FOUND
dekiai-rikon	溺愛離婚	兎山モナカ;夜桜左京		NOT_FOUND
dekiai-seifuku	溺愛征服	原浩	フジキハルカ	AUTHOR_MISMATCH
dekiai-shachou-ha-moto-yan-de-zetsurin	溺愛社長は元ヤンで絶倫	新薫		NOT_FOUND
dekiai-shinan	溺愛指南	リスヲ		NOT_FOUND
dekiai-shinshi-umeda-san	溺愛紳士梅田さん。	林倉吉		NOT_FOUND
dekiai-shuuchaku-alpha-kun	溺愛執着αくん	ムロ文子	ムロ;文子	AUTHOR_MISMATCH
dekiai	溺愛	ヒノデ淘汰;映画館		NOT_FOUND
dekiaisuru-nomo-hodohodo-ni	溺愛するのもほどほどに。	花岡美莉	サンカク	AUTHOR_MISMATCH
dekiama-cruise	溺甘クルーズ	シゲマツ貴子;若菜モモ		NOT_FOUND
dekiama-papa-na-koukuu-jieikan-to-kosodate-love-hajimemashita	溺甘パパな航空自衛官と子育て恋愛はじめました	真彩;花津美子		NOT_FOUND
dekikon	溺婚	斗田メグミ		NOT_FOUND
dekin-tantei	出禁探偵	屋乃啓人		NOT_FOUND
dekiru-danjo-no-dekinai-koi	デキる男女のデキない恋	龍本ミオ	ミオ;龍本	AUTHOR_MISMATCH
dekiru-dekinai-no-himitsu	できる・できないのひみつ	内山安二		NOT_FOUND
dekiru-maid-sama	できるメイド様	sanho;yuin		NOT_FOUND
dekisokonai-majo-no-yomeiri	できそこない魔女の嫁入り	ユチバ;那須マウー		NOT_FOUND
dekisokonai-no-himegimi-tachi	できそこないの姫君たち	柴モナカ	アジイチ	AUTHOR_MISMATCH
dekkaincho	でっかいんちょ	豊田アキヒロ	トイシキ	AUTHOR_MISMATCH
dekoboko-majo-no-oyako-jijou	でこぼこ魔女の親子事情	culbardian	ピロヤ	AUTHOR_MISMATCH
dekochin	でこちん	山根青鬼	アカオニ;山根;山根アオオニ	AUTHOR_MISMATCH
delivery-cinderella-selection	Delivery Cinderella Selection	non		NOT_FOUND
delivery-doctor	デリバリードクター	メディシス;野村明生		NOT_FOUND
demiruka-sama-wa-goritsuyo-akuyaku-reijou	デミルカ様はごりつよ悪役令嬢	佐倉イサミ;天野アンジェラ		NOT_FOUND
demodoriyakata-no-sebasu-chan	出戻り館のセバスチャン	片山誠	カタヤママコト	AUTHOR_MISMATCH
demons-star	DEMONS STAR	三國シン;阿部秀司	シン;ミクニ;秀司;阿部	AUTHOR_MISMATCH
denei-no-ryuu	電影の龍	清水海斗;神田哲也漫画家	哲也;海斗;清水;神田	AUTHOR_MISMATCH
denei-yuugi	電影遊戯	関﨑俊三	関崎俊三	AUTHOR_MISMATCH
denjarasu-jii-san-daichouhen-collection	でんぢゃらすじーさん大長編これくしょん	曽山一寿	一寿;曽山	AUTHOR_MISMATCH
denjarasu-jii-san	でんぢゃらすじーさん	曽山一寿		NOT_FOUND
denjin-enu	電人N	イナベカズ;蔵石ユウ	イナベ;カズ;ユウ;田中;蔵石	AUTHOR_MISMATCH
denka-anata-ga-suteta-onna-ga-honmono-no-seijo-desu	殿下、あなたが捨てた女が本物の聖女です	サッチャン漫画家;狭山ヒビキ	サッチャン;ヒビキ;ムラサキ;狭山;紫藤	AUTHOR_MISMATCH
denkou-shounen-supaaku-dan	電光少年スパーク・ダン	桑田二郎	桑田次郎	AUTHOR_MISMATCH
denkou-shounen	電光少年	桑田二郎	桑田次郎	AUTHOR_MISMATCH
denmou-jusou-noroi-san	電網呪相ノロイさん	blz		NOT_FOUND
dennou-sokai-ribaasu	電脳租界リバース	ヤマダハルイチ;三鼓詩	ハルイチ;ヤマダ;三鼓	AUTHOR_MISMATCH
denpa-no-todoku-jikuu-ni-imasu	電波のとどく時空にいます	今村翠		NOT_FOUND
densetsu-no-level-1-yuusha	伝説のレベル1勇者	アオキタクト		NOT_FOUND
densetsu-no-ore	伝説の俺	マサイ;ルゥー;ワタ		NOT_FOUND
densetsu-no-sasupensu-ando-horror	伝説のサスペンス＆ホラー	カズハシトモ;井口カノン;大橋薫;川口マドカ;御茶漬海苔;日		AUTHOR_MISMATCH
dental-quest	デンタルクエスト	村崎ハネル;箸井地図		NOT_FOUND
deokure-tamer-no-sonohigurashi	出遅れテイマーのその日暮らし	城宮エス;空飛ブヒヨコ	nardack;タチバナ;棚架ユウ	AUTHOR_MISMATCH
derby-monogatari	ダービー物語	ヤマサキ拓味		NOT_FOUND
deriwo-no-oshigoto	デリヲの推しごと	青島小虎	小虎;青島	AUTHOR_MISMATCH
desertification	Desertification	イーダ俊嗣	スンヂ	AUTHOR_MISMATCH
deshi-ga-kawaisugite-tsurai	弟子が可愛すぎてつらい	トータス杉村	]火山雷弌	AUTHOR_MISMATCH
deshiiri-shita-tensai-mahoutsukai-ga-jitsuwa-musume-dattandakedo-doushitara-ii	弟子入りした天才魔法使いが実は娘だったんだけど、どうしたらいい?	ムスカリ;表野マツリ		NOT_FOUND
destiny-unchain-online	Destiny Unchain Online	resn;ヤチモト		NOT_FOUND
destro-016	デストロ016	高橋慶太郎	慶太郎;高橋	AUTHOR_MISMATCH
desu-dot-teiibii	死.tv	金田達也	カズヤ;カネダ;カネダカズヤ	AUTHOR_MISMATCH
desu-raba	デスラバ	百井一途	カイ;カズタカ;智弘	AUTHOR_MISMATCH
desumaachi-kara-hajimaru-isekai-koufukukyoku	デスマーチからはじまる異世界幸腹曲	hiro;ツムミ		NOT_FOUND
desupareeto-na-reijoutachi	デスパレートな令嬢たち	ナガヤマ由貴	ミナミ;矢板;矢板ミナミ	AUTHOR_MISMATCH
devi-rock	デビ★ロック	麻斗	那貴リンゴ	AUTHOR_MISMATCH
devil-dezaiaazu	デビルデザイアーズ!!	椰子木虹	拓平	AUTHOR_MISMATCH
devil-in-ura-wonderland	デビル・イン・ウラワンダーランド	スメラギ;加藤陽一		NOT_FOUND
devil-may-cry-5	Devil May Cry 5	カプコン;尾方富生		NOT_FOUND
devilman	デビルマン	永井豪&ダイナミックプロ	コミックス;ジェフリー;ダイナミックプロ;プレイフォード;永	AUTHOR_MISMATCH
devilman-gaiden	デビルマン外伝	永井豪;細野不二彦		NOT_FOUND
devils-candy	デビルズキャンディ	bikkuri;久保秋里香		NOT_FOUND
devils-line-2-gyakushuu	デビルズライン2〈逆襲〉	花田陵	花田	AUTHOR_MISMATCH
dezi-con	デジコン	オダトモヒト	小田智仁	AUTHOR_MISMATCH
dfk	DFK	倉谷友也		NOT_FOUND
di-gi-charat	デ・ジ・キャラット	コゲドンボ*	コゲドンボ	AUTHOR_MISMATCH
diabolik-lovers	DiABOLiK LOVERS	carawey;シノダマサキ;南條パピ子;須坂紫那		NOT_FOUND
diamond-ga-mabushikute	ダイヤモンドがまぶしくて	小泉ヤスヒロ	ホーム社;小泉裕洋	AUTHOR_MISMATCH
diamond-no-a-act-2-gaiden-teitou-vs-ugumori	ダイヤのA act 2外伝帝東VS鵜久森	寺嶋裕二	寺嶋;裕二	AUTHOR_MISMATCH
diamond-no-cat	ダイヤのC(キャット)!!	寺嶋裕二;岡田有希		NOT_FOUND
diamond-no-kouzai	ダイヤモンドの功罪	青佐ノリ		NOT_FOUND
diego	Diego!!	灰谷音屋		NOT_FOUND
digimon-dreamers	デジモンドリーマーズ	ヤブノテンヤ;本郷アキヨシ		NOT_FOUND
dignity	ディグニティ	矢田恵梨子		NOT_FOUND
diikyuu-boukensha-no-ore-naze-yuusha-party-ni-kanyuu-sareta-ageku-joou-ni-tsukimatowareteru	D級冒険者の俺、なぜか勇者パーティーに勧誘されたあげく、王女につきまとわれてる	白青虎猫;舘津テト		NOT_FOUND
diiteii-tensei	DT転生	山田秋太郎;石田衣良		NOT_FOUND
dilettante	ディレッタント	カシオ		NOT_FOUND
dinosan	ディノサン	木下イタル		NOT_FOUND
diosa-no-kubi	ディオサの首	伊藤明弘	伊藤;明弘	AUTHOR_MISMATCH
diotei-manyu-aru	でぃおてぃまにゅある	クール教信者;ヤス		NOT_FOUND
disney-twisted-wonderland-the-comic	ディズニーツイステッドワンダーランドザコミック	コヲノスミレ		NOT_FOUND
disney-twisted-wonderland	ディズニーツイステッドワンダーランド	(unknown)		NOT_FOUND
disu-communication	Thisコミュニケーション	六内円栄		NOT_FOUND
dk-to-yakuza	DKとヤクザ	猫川タラ子		NOT_FOUND
dn-angel	D・N・Angel	(unknown)	sugisaki;yukiru;ユキル;杉崎;杉崎ユキル	AUTHOR_MISMATCH
do-inaka-no-hakugai-reijou-wa-outo-no-elite-kishi-ni-dekiai-dekiaisareru	ド田舎の迫害令嬢は王都のエリート騎士に溺愛される	ヨシタ;幸原ユユ		NOT_FOUND
do-it-yourself	Do it yourself!!	imago;エイベックスピクチャーズ株式会社;コユビタベル		NOT_FOUND
do-kuzu-na-kazoku-to-wakareru-houhou	どクズな家族と別れる方法	早田結;洲鎌ウル		NOT_FOUND
do-s-shachou-to-kousai-0-nichikon	ドS社長と交際0日婚	ミツカ		NOT_FOUND
doa-no-mukou	ドアのむこう	楳図カズオ		NOT_FOUND
dobe-to-nora	ドベとノラ	ヨシモフ郎		NOT_FOUND
doburoku-chan	どぶろくちゃん	恵庭	ポテチ次郎	AUTHOR_MISMATCH
doctor-children-shouni-gekai	ドクターチルドレン	秋野桜花		NOT_FOUND
doctor-hankotsui	ドクター反骨医	根本テツヤ;高山ヨシノリ	根本哲也;鏡丈二	AUTHOR_MISMATCH
doctor-white	ドクター・ホワイト	安東鵙;樹林伸		NOT_FOUND
doesn-t	Doesn't	韮沢靖		NOT_FOUND
doesu-kishidanchou-no-go-houshi-maid-ni-ninmei-saremashita-ga-watashi-nandesukedo	ドS騎士団長のご奉仕メイドに任命されましたが、私××なんですけど!?	2023;yoripub;ポピジロー	yori;ポピジロ〜	AUTHOR_MISMATCH
dog-days	ドッグデイズ	高橋ヨシヒロ		NOT_FOUND
dog-tory	ドッグ・トーリィ	桑田二郎	桑田次郎	AUTHOR_MISMATCH
dogedou	ドゲドウ	印南航太	印南;航太	AUTHOR_MISMATCH
dogesen-r	どげせんR	笠原倫	rin	AUTHOR_MISMATCH
dogeza-de-tanonde-mita	土下座で頼んでみた	フナツ一輝	カズキ;フナツ;フナツカズキ	AUTHOR_MISMATCH
dogin-izumu	土銀ism!	一宮思帆	アンソロジー;櫻カヲリ	AUTHOR_MISMATCH
dogou-no-ao	怒業の蒼	神田ハルカ		NOT_FOUND
dogsred	ドッグスレッド	野田サトル		NOT_FOUND
doinaka-shusshin-no-imo-reijou-naze-koushaku-ni-dekiai-dekiaisareru	ド田舎出身の芋令嬢、なぜか公爵に溺愛される	加々見絵里;千堂ミクマ		NOT_FOUND
dojikko-otsu-san-omega-birth	ドジっ子おっさんΩバース	ソラマメ太郎		NOT_FOUND
dojjibooru-o-shiyou	ドッジボールをしよう	山田南平	南平;山田	AUTHOR_MISMATCH
doka-kue	ドカクエ	渡辺保裕		NOT_FOUND
dokidoki-locomotion	ドキドキ・ロコモーション	幸田朋弘		NOT_FOUND
dokidoki-tama-tan	どきどき!たまタン	コゲドンボ*	コゲドンボ	AUTHOR_MISMATCH
dokidoki	どきどき	山崎峰水	山崎浩;山崎浩(1964生);湖東美朋;説話社	AUTHOR_MISMATCH
doko-miteru-ka-barebare-dayo	どこ見てるかバレバレだよ?	カザマアヤミ		NOT_FOUND
doku-doku-mori-mori	どく・どく・もり・もり	kinaco	背川;背川昇	AUTHOR_MISMATCH
doku-ni-kuchizuke	毒にくちづけ	久保田流生		NOT_FOUND
doku-no-okurimono	ドクの贈物	dodotan		NOT_FOUND
doku-o-kurawaba-sakura-made	毒を喰らわばサクラまで	大羽隆廣;要マジュロ	マジュロ;大羽;隆廣	AUTHOR_MISMATCH
dokudami-no-hana-saku-koro	どくだみの花咲くころ	城戸志保	城戸;志保	AUTHOR_MISMATCH
dokudokudoku	ドクドクドク	津上昌也	昌也;津上;渡辺;瑛心	AUTHOR_MISMATCH
dokuhime-no-hitsugi	毒姫の棺	三原ミツカズ		NOT_FOUND
dokunie-cooking	毒贄クッキング	水無月スウ		NOT_FOUND
dokuoya-survival	毒親サバイバル	菊池真理子	真理子;菊池	AUTHOR_MISMATCH
dokuro-san-ga-mite-iru	どくろさんが見ている	藤野モヤム	桑佳アサ	AUTHOR_MISMATCH
dokusatsu-dekiaisareru-akuyaku-reijou-desu-itsunomanika-dekiai-route-ni-haitte-ita-you-de	毒殺される悪役令嬢ですが、いつの間にか溺愛ルートに入っていたようで	瑞城夷真;糸四季		NOT_FOUND
dokusen-aiyoku	独占愛欲	ヤモリ四季;有允ヒロミ		NOT_FOUND
dokusha-senyou-kensaku-engine-chotto-morimashita	読者専用検索エンジン ちょっと盛りました。	西本英雄	ニシモトヒデオ	AUTHOR_MISMATCH
dokusha-toukou-derakkusu	読者投稿DX	チャールズ後藤;桜木サユミ;梅宮アイコ		NOT_FOUND
dokushin-kizoku-wa-isekai-o-ouka-suru	独身貴族は異世界を謳歌する	錬金王;駒鳥ヒワ		NOT_FOUND
dokutaa-kotoo-shinryoujo-tokubetsuhen	Dr. コトー診療所 特別編	山田貴敏		NOT_FOUND
dokutaa-to-himitsu-play	ドクターとひみつプレイ♥	夏葉ヤシ		NOT_FOUND
dokutaa-zerosu	ドクターゼロス	橋本スズヒラ;石川秀幸		NOT_FOUND
dokuzetsu-shoujo-wa-amanojaku	毒舌少女はあまのじゃく	アビ;上村夏樹		NOT_FOUND
dokuzukai-ranko	毒使い蘭子	犬木加奈子		NOT_FOUND
dokyun-saga	ドキュンサーガ	イトマン		NOT_FOUND
dolce	Dolce	honeyworks		AUTHOR_MISMATCH
doll-hime-wa-koi-o-uranau	人形姫は恋を占う	舵英里		NOT_FOUND
doll-house-no-ginji-san	ドールハウスの銀次さん	伊崎元		NOT_FOUND
dollhouse	ドールハウス	凸ノ高秀		NOT_FOUND
dolls-furontorain-doll-no-uta	ドールズフロントライン人形之歌	三上敬	ling;上海散爆網絡技有限公司;上海散爆網絡科技有限公司	AUTHOR_MISMATCH
dominant	ドミナント	ハトボシ		NOT_FOUND
don-t-touch-me	ドント・タッチ・ミー!	永田礼路	結城アオ	AUTHOR_MISMATCH
done	ダン DONE	モリタジュン;ヤマサキ十三		NOT_FOUND
donketsu-dainishou	ドンケツ第2章	ターシ		NOT_FOUND
doojin-katsudou-no-susume	ドージン活動の、ススメ!?	中条亮	中条	AUTHOR_MISMATCH
