isbn	month	title	author	publisher	type	integrate_to	method	holes	verified	status
9784864425575	2026-6	黒歴史によろしく	軟式こんにゃく 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065443767	2026-6	グラぱらっ! 12	桂あいり 原作		型1_統合	sid140537:グラぱらっ!(10巻)	最長一致	-	-	ship
9784065439098	2026-6	K-9 : 警視庁公安部公安第9課異能対策係. 6	奧山哲矢 著		型1_統合	sid131679:K-9(5巻)	最長一致	-	-	ship
9784758099998	2026-6	ケダモノオーバーカミング	泣虫ツヨシ		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784835459844	2026-6	けっこう仮面. 下	永井豪		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784867782378	2026-6	結婚、のち恋愛。 : 冷徹御曹司と身代わり結婚. 4	蘇我空木 原作		型1_統合	sid161691:結婚、のち恋愛。(2巻)	最長一致	-	-	hold_確証(成年→geo or drop)
9784799221761	2026-6	ゲームをしていると思ったらいつの間にか異世界にいた.	孫陽州 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784864958073	2026-6	限界保育士と育児疲れの魔王様. 2	秋山花緒		型1_統合	sid165033:限界保育士と育児疲れの魔王様(1巻)	完全題一致	-	-	ship
9784056071498	2026-6	恋ひ恋ひて. 1	みずのまい 原作		型1_統合	sid21841:恋ひ恋ひて(2巻)	完全題一致	-	-	ship
9784867871799	2026-6	恋してくれるな、マイバディ	日々 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784866539782	2026-6	恋しない君と恋がしたい	盛田のどか 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784813034742	2026-6	恋人契約中につき : 更新!	まつだいお 著		型1_統合	sid154138:恋人契約中につき(1巻)	最長一致	-	-	ship
9784091542724	2026-6	こい丸. 2	公たくみ 著		型1_統合	sid135141:こい丸(1巻)	完全題一致	-	-	ship
9784866698564	2026-6	恋もおかわりできますか?	鯨田ヒロト 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784799221839	2026-6	恋は異なもの推しなもの	刹那魁 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784065438367	2026-6	ココロ、恋にあらず。. 2	渡辺あゆ 著		型1_統合	sid127508:ココロ、恋にあらず。(1巻)	完全題一致	-	-	ship
9784434364907	2026-6	ここは私の邸です。そろそろ出て行ってくれます? 3	藍川みいな 原作		型1_統合	sid135165:ここは私の邸です。そろそろ出て行って(2巻)	最長一致	-	-	ship
9784758099172	2026-6	こ、こんなイケメンが私の幼馴染みで婚約者ですって?さ	うたの コミック		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784821111855	2026-6	こじらせ彼の溺愛が重すぎます! : 10年越しのとろ	古賀てっこ		型1_統合	sid135177:こじらせ彼の溺愛が重すぎます!(2巻)	最長一致	-	-	ship
9784773066326	2026-6	こじらせ山瀬はわからせたい	入日マロ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784088850047	2026-6	この音とまれ! 34	アミュー 著		型1_統合	sid19951:この音とまれ!(33巻)	最長一致	-	-	ship
9784107729446	2026-6	古葉くんは恋がワカらない. 1	正青コム		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784098546466	2026-6	これ描いて死ね. 9	とよ田みのる 著		型1_統合	sid128189:これ描いて死ね(8巻)	完全題一致	-	-	ship
9784088850719	2026-6	こわいやさん. 4	カメントツ 著		型1_統合	sid135403:こわいやさん(3巻)	完全題一致	-	-	ship
9784865182941	2026-6	今夜、うちにおいで : 冷徹上司の理性が溶けたら. 	椿野イメリ 著		型1_統合	sid147432:今夜、うちにおいで(2巻)	最長一致	-	-	ship
9784803023169	2026-6	婚約解消のち、お引越し。セイラン・リゼルの気ままで優	砂都千夕 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784824016676	2026-6	婚約破棄された崖っぷち令嬢は、帝国の皇弟殿下と結ばれ	参谷しのぶ 原作		型1_統合	sid151975:婚約破棄された崖っぷち令嬢は、帝国の(2巻)	完全題一致	-	-	ship
9784434363078	2026-6	婚約破棄令嬢の華麗なる転身. 3	佐倉紫 原作		型1_統合	sid152030:婚約破棄令嬢の華麗なる転身(2巻)	完全題一致	-	-	ship
9784537173994	2026-6	ゴールデン・ガイ. 14	渡辺潤		型1_統合	sid22506:ゴールデン・ガイ(12巻)	完全題一致	-	-	ship
9784864958059	2026-6	極愛!! : 今日から恋と極道、相続します. 1	小田三月		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784107729507	2026-6	極主夫道. 17	おおのこうすけ		型1_統合	sid52802:極主夫道(15巻)	完全題一致	-	-	ship
9784758098953	2026-6	極上騎士団長の溺愛調教 : その巨大すぎる愛、すべて	クロサキゼロ 著		型1_統合	sid157188:極上騎士団長の溺愛調教(1巻)	最長一致	-	-	ship
9784098640096	2026-6	ごくりっ. 7	前原タケル 著		型1_統合	sid66300:ごくりっ(4巻)	完全題一致	-	-	ship
9784065438305	2026-6	伍と碁. 6	蓮尾トウト 原作		型1_統合	sid147675:伍と碁(5巻)	完全題一致	-	-	ship
9784098053193	2026-6	ゴルゴ13 : rolling China-転がる中	さいとう・たかを		型1_統合	sid38124:ゴルゴ13(706巻)	最長一致	-	-	ship
9784845871780	2026-6	ゴルゴ13 : special edition : 	さいとう・たかを		型3_新規	新規ページ	題一致だが別社ガード	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(コンビニ疑い→drop)
9784098053209	2026-6	ゴルゴ1983	さいとう・たかを		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784302118502	2026-6	最高の恋人候補	藤原基央 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784867949986	2026-6	最終兵器勇者～異世界で魔王を倒した後も大人しくしてい	梅町こま 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065438947	2026-6	魁の花巫女. 8	きただりょうま 著		型1_統合	sid125661:魁の花巫女(6巻)	完全題一致	-	-	ship
9784056071528	2026-6	さくらんぼダイアリー. 3	水沢めぐみ		型1_統合	sid127601:さくらんぼダイアリー(1巻)	完全題一致	-	-	ship
9784199610813	2026-6	させば成る	楢崎壮太 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784845871742	2026-6	サバイバル. Vol. 12	さいとう・たかを		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(コンビニ疑い→drop)
9784253013734	2026-6	さほこクエスト : 陰キャ女子、紳士向け同人RPG世	高山としのり 著		型1_統合	sid124988:さほこクエスト(2巻)	最長一致	-	-	ship
9784081153183	2026-6	サラリーマン金太郎五十歳. 2	本宮ひろ志		型1_統合	sid41292:サラリーマン金太郎五十歳(5巻)	完全題一致	-	-	ship
9784088850658	2026-6	サンキューピッチ. 6	住吉九 著		型1_統合	sid141157:サンキューピッチ(4巻)	完全題一致	-	-	ship
9784575340075	2026-6	3次元お断りな私の契約結婚. 1	伊吹楓 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784253013758	2026-6	サンタ令嬢は眠れぬ騎士へのプレゼントになりたくない.	ゆちば 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784781625577	2026-6	塩対応な幼なじみがなぜか俺だけに甘いんですけど!?	いちる 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065437971	2026-6	色欲無双 : 変態スキルが暴走してヤリサーから追放さ	笠原巴 漫画		型1_統合	sid162565:色欲無双(1巻)	最長一致	-	-	ship
9784845871759	2026-6	死臭颪	さいとう・たかを 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784824016522	2026-6	死ぬ運命にある悪役令嬢の兄に転生したので、妹を育てて	泉里侑希 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784088850887	2026-6	しのびごと. 8	たけぐし一本		型1_統合	sid135640:しのびごと(7巻)	完全題一致	-	-	ship
9784302609864	2026-6	しもべの王子様. 1	たつもとみお 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065438169	2026-6	社長と酒と星. 6	ずり騎士 著		型1_統合	sid160788:社長と酒と星(5巻)	完全題一致	-	-	ship
9784065437476	2026-6	シャドウ・アサシンズ・ワールド : 影は薄いけど、最	空山トキ 原作		型1_統合	sid141288:シャドウ・アサシンズ・ワールド(4巻)	最長一致	-	-	ship
9784302118489	2026-6	週末の危険な遊び	松川祐里子 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784778033767	2026-6	シュガシュガルーン. 5	安野モヨコ 著		型1_統合	sid43021:シュガシュガルーン(16巻)	完全題一致	-	-	ship
9784434368332	2026-6	処刑される当て馬王子、私が幸せにいたします! 1	屋丸やす子 [著]		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784758098939	2026-6	「白雪姫と7人の恋人」という18禁乙女ゲーヒロインに	沖野うに 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784758098946	2026-6	「白雪姫と7人の恋人」という18禁乙女ゲーヒロインに	沖野うに 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784758098960	2026-6	「白い結婚」の旦那様と紡ぐ、最後の一ヵ月. 1	きちょむ 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784087902389	2026-6	真☆うらしま太郎 : ガタロー☆マン笑劇場	ガタロー☆マン 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784434358319	2026-6	死んだ王妃は二度目の人生を楽しみます : お飾りの王	なか 原作		型1_統合	sid157649:死んだ王妃は二度目の人生を楽しみます(2巻)	最長一致	-	-	ship
9784088850481	2026-6	新テニスの王子様. 47	許斐剛 著		型1_統合	sid40631:新テニスの王子様(45巻)	完全題一致	-	-	ship
9784107729460	2026-6	シンデレラの反乱. 2	大西巷一		型1_統合	sid122543:シンデレラの反乱(1巻)	完全題一致	-	-	ship
9784575424362	2026-6	神秘の子 : 魔術が使えない落ちこぼれ、数秘術で成り	ぶたばら 漫画		型1_統合	sid160924:神秘の子(1巻)	最長一致	-	-	ship
9784575862317	2026-6	新ヤバマン : シンママの危険な逃避行. 1	えりちん 作画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065438930	2026-6	JK Biker. 3	大橋盛平 著		型1_統合	sid131637:JK Biker(2巻)	完全題一致	-	-	ship
9784088851136	2026-6	JK勇者と隠居魔王. 2	初雛まつり 著		型1_統合	sid131640:JK勇者と隠居魔王(1巻)	完全題一致	-	-	ship
9784088851143	2026-6	JK勇者と隠居魔王. 3	初雛まつり 著		型1_統合	sid131640:JK勇者と隠居魔王(1巻)	完全題一致	-	-	ship
9784065437421	2026-6	実は俺、最強でした? 20	澄守彩 原作		型1_統合	sid96970:実は俺、最強でした?(18巻)	最長一致	-	-	ship
9784302120567	2026-6	地味男を餌付けしたら、実はイケメン御曹司でした. 2	ながさわさとる 著		型1_統合	sid150495:地味男を餌付けしたら、実はイケメン御(1巻)	完全題一致	-	-	ship
9784065437469	2026-6	地元のいじめっ子達に仕返ししようとしたら、別の戦いが	マツモトケンゴ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784867782392	2026-6	じゃない方の伯爵令嬢 : 人違いで求婚されたので破談	まちの九々		型1_統合	sid135709:じゃない方の伯爵令嬢(2巻)	最長一致	-	-	hold_確証(成年→geo or drop)
9784098640171	2026-6	JUMBO MAX. 16	髙橋ツトム 著		型1_統合	sid556:JUMBO MAX(11巻)	完全題一致	-	-	ship
9784576260341	2026-6	獣人王のお手つきが身ごもりまして. 2	上村秀子 漫画		型1_統合	sid159288:獣人王のお手つきが身ごもりまして(1巻)	完全題一致	-	-	ship
9784824017000	2026-6	10年ぶりに再会したクソガキは清純美少女JKに成長し	館西夕木 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784302118526	2026-6	十年目の蜜月	星合操 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784081152957	2026-6	呪術廻戦. 11	芥見下々		型1_統合	sid48197:呪術廻戦(36巻)	完全題一致	-	-	ship
9784866698595	2026-6	純情ハーフベイクドオメガ	ようよう 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784815551230	2026-6	焦れる胸先は眠れない	紅芋たると 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784575340037	2026-6	人生どん底な私とオープンマリッジの王子様の契約純愛.	藤沢あさひ 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784253013680	2026-6	人狼機ウィンヴルガ-叛逆篇-. 5	綱島志朗 著		型1_統合	sid124418:人狼機ウィンヴルガ-叛逆篇-(3巻)	完全題一致	-	-	ship
9784861175091	2026-6	青春コンプレックス : タイムリープでエロ無双!! 	長瀬徹 著		型1_統合	sid165422:青春コンプレックス(1巻)	最長一致	書影[調べる:楽天/Amazon]	-	hold_確証(成年→geo or drop)
9784868540106	2026-6	聖女さまは取り替え子@COMIC. 2	日達朔 著		型1_統合	sid162224:聖女さまは取り替え子@COMIC(1巻)	完全題一致	-	-	ship
9784867782408	2026-6	聖女ルネスと獣の少年. 2	秋乃茉莉		型1_統合	sid162262:聖女ルネスと獣の少年(1巻)	完全題一致	-	-	hold_確証(成年→geo or drop)
9784799221792	2026-6	政略結婚の相手に「私のこと好きになって」とお祈りした	史々花ハトリ 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784575862355	2026-6	セカイ魔王. 2	双見酔 著		型1_統合	sid11515:セカイ魔王(4巻)	完全題一致	-	-	ship
9784575862362	2026-6	セカイ魔王. 3	双見酔 著		型1_統合	sid11515:セカイ魔王(4巻)	完全題一致	-	-	ship
9784868540014	2026-6	隻眼・隻腕・隻脚の魔術師@COMIC : 森の小屋に	しばの番茶 著		型3_新規	新規ページ	題一致だが別社ガード	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784803023206	2026-6	戦国小町苦労譚. 20	夾竹桃		型1_統合	sid102116:戦国小町苦労譚(17巻)	完全題一致	-	-	ship
9784107729521	2026-6	絶対BLになる世界vs絶対BLになりたくない男. 6	紺吉		型1_統合	sid161807:絶対BLになる世界vs絶対BLになり(6巻)	完全題一致	-	-	ship
9784823610721	2026-6	ぜんぶ欲しがりな君のせい	丹良たまこ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784865182965	2026-6	大正身代わり婚 : 金平糖は甘くほどけて. 5	でじおとでじこレッド		型1_統合	sid151132:大正身代わり婚(3巻)	最長一致	-	-	ship
9784107729439	2026-6	誰そ彼、陽炎。. 1	中川海二		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784098053216	2026-6	黄昏流星群マスターピース : AI星功	弘兼憲史		型1_統合	sid126929:黄昏流星群マスターピース(14巻)	最長一致	-	-	ship
9784098640126	2026-6	大市民がん闘病記. 3	柳沢きみお 著		型1_統合	sid128702:大市民がん闘病記(2巻)	完全題一致	-	-	ship
9784867871805	2026-6	だしちゃいましょう先輩!	御茶漬わさび 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784868121114	2026-6	だって発情しちゃうから	どらのやま 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784867169698	2026-6	脱法テイマーの成り上がり冒険譚 : Sランク美少女冒	真鍋譲治 漫画		型1_統合	sid162383:脱法テイマーの成り上がり冒険譚(4巻)	最長一致	-	-	ship
9784575424331	2026-6	誰にも愛されないので床を磨いていたらそこが聖域化した	皐月文 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784864958066	2026-6	断固として婚約辞退はいたしません : 私がヒロインで	春時雨よわ 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784799221778	2026-6	ダンジョンを造ろう. 2	春雷 漫画		型1_統合	sid142347:ダンジョンを造ろう(1巻)	完全題一致	-	-	hold_確証(成年→geo or drop)
9784434364846	2026-6	男装騎士は王太子のお気に入り. 3	吉桜美貴 原作		型1_統合	sid159775:男装騎士は王太子のお気に入り(2巻)	完全題一致	-	-	ship
9784868121077	2026-6	だんだんクセになる	パンダエキス 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065431245	2026-6	中禅寺先生物怪講義録 : 先生が謎を解いてしまうから	志水アキ 漫画		型1_統合	sid88630:中禅寺先生物怪講義録(9巻)	最長一致	-	-	ship
9784821111862	2026-6	超辺境の領主アローの生活 : 濡れ衣を着せられ追放さ	小畑チハル 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784803023183	2026-6	追放された聖女ですが、実は国中から愛されすぎてて怖い	榛名丼 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784868121107	2026-6	ツー・オン・ワン	山石18 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784575441215	2026-6	月出づる街の人々. 5	酢豚ゆうき 著		型1_統合	sid156687:月出づる街の人々(4巻)	完全題一致	-	-	ship
9784098640102	2026-6	釣りバカ日誌番外編シャドーマン. 3	やまさき十三		型1_統合	sid164784:釣りバカ日誌番外編シャドーマン(2巻)	完全題一致	-	-	ship
9784098640119	2026-6	釣りバカ日誌. 118	やまさき十三 作		型1_統合	sid117262:釣りバカ日誌(113巻)	完全題一致	-	-	ship
9784825100008	2026-6	ツンにゃん虎徹くんの憂鬱	水稀たま		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784576260358	2026-6	帝都契約結婚 : だんな様とわたしの幸せな秘密. 2	缶詰 漫画		型1_統合	sid152915:帝都契約結婚(1巻)	最長一致	-	-	ship
9784575340068	2026-6	帝都の使用人は恋染むる. 1	高宮ニカ 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784845871735	2026-6	天下人になった猿 : 『異説太閤記戦国の猿』より	西崎泰正		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784785982089	2026-6	テンガ転生 : おねショタエルフと過ごす倫理不要の異	大見武士 著		型1_統合	sid122547:テンガ転生(1巻)	最長一致	-	-	ship
9784575999297	2026-6	てんこ盛り!かりあげクン : 目覚め後のかりあげ	植田まさし		型1_統合	sid126168:てんこ盛り!かりあげクン(8巻)	最長一致	-	-	ship
9784867949993	2026-6	転生したら皇帝でした～生まれながらの皇帝はこの先生き	櫛灘ゐるゑ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065439203	2026-6	転生したらスライムだった件. 32	伏瀬 原作		型1_統合	sid116462:転生したらスライムだった件(23巻)	完全題一致	-	-	ship
9784065438510	2026-6	転生勇者は女子高生!? : 魔王の溺愛に困ってます.	阿仁谷ユイジ 著		型1_統合	sid164102:転生勇者は女子高生!?(2巻)	最長一致	-	-	ship
9784088851112	2026-6	天傍台閣. 5	弓庭史路 著		型1_統合	sid151272:天傍台閣(3巻)	完全題一致	-	-	ship
9784091542533	2026-6	DTuber. 1	謙虚なサークル 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784253013697	2026-6	デカいうさぎに懐かれた!? 1	真顔逸華 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784302120789	2026-6	溺婚 : 溺愛されるできちゃった婚. 3	斗田めぐみ 著		型3_新規	新規ページ	題一致だが別社ガード	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784091542625	2026-6	デュエル・マスターズ : 愛蔵版. 1	松本しげのぶ		型1_統合	sid142706:デュエル・マスターズ(11巻)	最長一致	-	-	ship
9784758099028	2026-6	殿下、あなたが捨てた女が本物の聖女です. Vol.5	さっちゃん 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784098640164	2026-6	東京貧困女子。. 17	中村淳彦 原作		型1_統合	sid104976:東京貧困女子。(14巻)	完全題一致	-	-	ship
9784592721871	2026-6	年下アイドル君はわがままで嫉妬深い. 1	衣田ぬぬ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
