class	n	slugs	authors	nvols	isbn_overlap
SAME_AUTHOR	41	mobile-00-gundam-00,mobile-suit-bui-gundam,mobile-suit-gundam-00-2nd-season,mobile-suit-gundam-0083-rebellion,mobile-suit-gundam-00f,mobile-suit-gundam-00i,mobile-suit-gundam-2,mobile-suit-gundam-3-1999,mobile-suit-gundam-age-first-evolution,mobile-suit-gundam-age-second-evolution,mobile-suit-gundam-alive,mobile-suit-gundam-anaheim-record,mobile-suit-gundam-daburuoo-79,mobile-suit-gundam-emuesu-boys,mobile-suit-gundam-emuesuvui-aaru,mobile-suit-gundam-enu-extreme,mobile-suit-gundam-f90-1997,mobile-suit-gundam-f91,mobile-suit-gundam-far-east-japan,mobile-suit-gundam-ji-origin,mobile-suit-gundam-ms-igloo-603,mobile-suit-gundam-reon,mobile-suit-gundam-seed-astray,mobile-suit-gundam-seed-asutorei-aaru,mobile-suit-gundam-seed-destiny-2005,mobile-suit-gundam-seed-destiny-astray,mobile-suit-gundam-seed-destiny-za-edge-dezaia,mobile-suit-gundam-seed-destiny-za-edge,mobile-suit-gundam-seed-destiny,mobile-suit-gundam-seed-eclipse,mobile-suit-gundam-seed-furiidamu-asutorei,mobile-suit-gundam-seed-ri,mobile-suit-gundam-seed,mobile-suit-gundam-twilight-axis,mobile-suit-gundam-yatate-1998,mobile-suit-gundam-za-emuesubui,mobile-suit-gundam-zz,mobile-suit-gundam,mobile-suit-z-gundam,mobile-suit-zeta-gundam-difain,poketsuto-no-naka-no-0080-sou	大森倖三/田口央斗 || 岩村俊哉 || 大森倖三 || 夏元雅人 || ときた洸一/鴇田洸一 || ときた洸一 || コミックス || コミックス || 葛木ヒヨン || ばう || 高山瑞穂 || 近藤和久 || 近藤和久 || 高山瑞穂 || 虎哉孝征 || 矢立肇/富野由悠季/フジイナオキ || 中原れい || 井上大助/池原しげと || 大谷アキラ || 安彦良和/富野由悠季 || MEIMU || 松浦まさふみ || ときた洸一 || 戸田泰成 || 岩瀬昌嗣/高山瑞穂/やまだたかひろ || ときた洸一 || 久織ちまき || 久織ちまき || 矢立肇/富野由悠季 || 曽我篤士 || 矢立肇/富野由悠季/鴇田洸一/千葉智宏 || 石口十 || 岩瀬昌嗣/高山瑞穂 || 高橋寛行 || 岡崎優/高山瑞穂/加登屋みつる || 近藤和久/富野由悠季 || 村上としや || 富野喜幸 || 山口宏 || 富野由悠季/北爪宏幸 || 池原しげと	4,2,4,18,4,3,5,5,3,2,5,4,12,2,11,3,1,1,2,24,2,1,6,4,10,4,2,5,11,4,2,3,10,3,2,3,3,6,4,12,3	no
SAME_AUTHOR	16	heisei-kochikame-13-nen,heisei-kochikame-14-nen,heisei-kochikame-15-nen,heisei-kochikame-16-nen,heisei-kochikame-17-nen,heisei-kochikame-18-nen,heisei-kochikame-19-nen,heisei-kochikame-20-nen,heisei-kochikame-21-nen,heisei-kochikame-22-nen,heisei-kochikame-23-nen,heisei-kochikame-24-nen,heisei-kochikame-25-nen,heisei-kochikame-26-nen,heisei-kochikame-27-nen,heisei-kochikame-28-nen	秋本治 || 秋本治 || 秋本治 || 秋本治 || 秋本治 || 秋本治 || 秋本治 || 秋本治 || 秋本治 || 秋本治 || 秋本治 || 秋本治 || 秋本治 || 秋本治 || 秋本治 || 秋本治	1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	no
SAME_AUTHOR	12	darling-wa-55sai,darling-wa-70-sai,darling-wa-71-sai,darling-wa-72-sai,darling-wa-73-sai,darling-wa-74-sai,darling-wa-75-sai,darling-wa-76-sai,darling-wa-77-sai,darling-wa-78-sai,darling-wa-79-sai,darling-wa-80-sai	山崎紗也夏 || 西原理恵子 || 西原理恵子 || 西原理恵子 || 西原理恵子 || 西原理恵子 || 西原理恵子 || 西原理恵子 || 西原理恵子 || 西原理恵子 || 西原理恵子 || 西原理恵子	1,1,1,1,1,1,1,1,1,1,1,1	no
SAME_AUTHOR	12	nihonnorekishi,nippon-no-rekishi-2007-2,nippon-no-rekishi-2013,nippon-no-rekishi-2015-10,nippon-no-rekishi-2015-2,nippon-no-rekishi-2015-3,nippon-no-rekishi-2015-4,nippon-no-rekishi-2015-5,nippon-no-rekishi-2015-6,nippon-no-rekishi-2015-7,nippon-no-rekishi-2015-8,nippon-no-rekishi-2015-9	笠原一男 || 井上大助 || いそほゆうすけ/上下 || 吉崎観音/小池田マヤ || 吉崎観音 || 吉崎観音 || 吉崎観音/小林可多入 || 吉崎観音/木山道明 || 吉崎観音/浅井ゆう || 吉崎観音/小川京美 || 吉崎観音/斎藤志穂子 || 吉崎観音/上原佶	21,30,18,18,18,18,18,18,18,18,18,18	yes
SAME_AUTHOR	10	lupin-iii-1998,lupin-iii-2003,lupin-iii-b,lupin-iii-h,lupin-iii-lupin-za-saado-itariaano,lupin-iii-m-neo,lupin-iii-m,lupin-iii-t,lupin-iii-y,lupin-iii	山本修生 || 宮崎駿 || 馬場民雄 || 早川ナオヤ || 早川ナオヤ || 深山雪男 || 深山雪男 || togekinoko || 山上正月 || モンキー・パンチ	2,1,1,1,4,1,5,1,28,26	no
SAME_AUTHOR	10	ultraman-1992,ultraman-a,ultraman-g,ultraman-kazumine-1968,ultraman-story-0,ultraman-taro,ultraman-the-first,ultraman-the-next,ultraman-tsuburaya-1997,ultraman	宮田淳一 || 内山まもる || 島本和彦 || 一峰大二 || 真船一雄 || 内山まもる || 高田裕三 || 沢樹隆広 || 一峰大二/楳図かずお || 楳図かずお	1,1,1,4,16,1,3,1,2,5	no
SAME_AUTHOR	8	epic-of-golgo-13,golgo-13-best-of-200,golgo-13-characters,golgo-13-shorty,golgo-13-special-edition,golgo-13,legend-of-golgo-13-black,legend-of-golgo-13-white	さいとう・たかを || さいとう・たかを || さいとう・たかを || さいとう・たかを || さいとう・たかを/さいとうプロダクション || さいとう・たかを/さいとうプロダクション || さいとう・たかを || さいとう・たかを	3,4,4,8,5,259,1,1	no
SAME_AUTHOR	8	kamen-rider-2011,kamen-rider-black,kamen-rider-ekkusu,kamen-rider-spirits,kamen-rider-v3-x-1973-74,kamen-rider-zx,kamen-rider,kamenrider-zettooo	山田ゴロ || 石ノ森章太郎 || すがやみつる || 村枝賢一 || 尾瀬あきら || 安土じょう/細井雄二/山田ゴロ || 石ノ森章太郎/石川森彦 || 島本和彦	3,9,1,16,1,1,7,1	no
SAME_AUTHOR	7	mahou-shoujo-lyrical-nanoha-exceeds,mahou-shoujo-lyrical-nanoha-innocent,mahou-shoujo-lyrical-nanoha-innocents,mahou-shoujo-lyrical-nanoha-reflection-za-comics,mahou-shoujo-lyrical-nanoha-strikers-the-comics,mahou-shoujo-lyrical-nanoha-the-1st,mahou-shoujo-lyrical-nanoha-vivid	都築真紀/川上修一 || 川上修一 || 川上修一 || 藤真拓哉 || 長谷川光司 || 緋賀ゆかり || 藤真拓哉	2,3,3,2,2,7,20	no
SAME_AUTHOR	7	wild-7-1969,wild-7-1970-71,wild-7-1972,wild-7-1973-74,wild-7-r,wild-7,wild-q	望月三起也 || 望月三起也 || 望月三起也 || 望月三起也 || 望月三起也 || 雨蘭/望月三起也 || 中尊寺ゆつこ	1,1,3,3,2,95,1	no
SAME_AUTHOR	6	clannad-comic-a-la-carte,fate-grand-order-comic-la-carte-plus,fate-grand-order-comic-la-carte,fate-hollow-ataraxia-comic-a-la-carte,fate-zero-2011,shuffle-comic-a-la-carte	(unknown) || HenselerThomas || HenselerThomas || (unknown) || TYPE-MOON || コンプティーク編集部	2,5,11,1,1,5	no
SAME_AUTHOR	6	garou-densetsu-2-1995,garou-densetsu-2,garou-densetsu-2000,garou-densetsu-3,garou-densetsu-kumocho-1996,garou-densetsu	Mondo.恵 || 細井雄二 || 石川賢 || 細井雄二 || 関口シュン || 細井雄二	2,4,2,2,1,2	no
SAME_AUTHOR	6	houkago-play-2,houkago-play-3,houkago-play-haihiiruzu,houkago-play-maniax,houkago-play-r,houkago-play	黒咲練導 || 黒咲練導 || 黒咲練導 || 黒咲練導 || 黒咲練導 || 黒咲練導	1,1,3,1,1,1	no
SAME_AUTHOR	6	kingdom-hearts-2007,kingdom-hearts-3-2020,kingdom-hearts-3,kingdom-hearts-358-2-days,kingdom-hearts-ii,kingdom-hearts	天野シロ || 天野シロ || 天野シロ || 天野シロ || 天野シロ || 天野シロ	3,1,3,5,10,4	no
SAME_AUTHOR	6	persona-1992,persona-2001,persona-3,persona-4,persona-5,persona	池田さとみ || 松枝尚嗣 || 曽我部修司 || 曽我部修司 || 村崎久都 || 庄司陽子	2,5,11,13,14,3	no
SAME_AUTHOR	6	sushi-damashii-shouwa-39-nen-special,sushi-damashii-shouwa-41-nen-special,sushi-damashii-shouwa-42-nen-special,sushi-damashii-shouwa-43-nen-special,sushi-damashii-shouwa-44-nen-special,sushi-damashii-shouwa-47-nen-special	さとう輝 || さとう輝 || さとう輝 || さとう輝 || さとう輝 || さとう輝	1,2,1,1,1,1	no
SAME_AUTHOR	6	tezuka-osamu-1996,tezuka-osamu-space-adventure-short-stories,tezuka-osamu-the-best,tezuka-osamu-world,tezuka-osamu,tezukaosamu	伴俊男 || 手塚治虫 || 手塚治虫 || 手塚治虫 || 大下英治 || 手塚治虫	1,2,20,1,2,2	no
SAME_AUTHOR	6	uchuu-battleship-yamato,uchuu-senkan-yamato-1993,uchuu-senkan-yamato-2,uchuu-senkan-yamato-2199,uchuu-senkan-yamato,uchuusenkanyamato	聖悠紀 || ひおあきら || 松本零士 || むらかわみちお || ひおあきら/企画 || 松本零士	5,6,2,9,6,6	no
SAME_AUTHOR	5	1950nendai,1960-nendai,1970-nanajuunendai,1980-nendai,1990-nendai	赤塚不二夫 || 赤塚不二夫 || 赤塚不二夫 || 赤塚不二夫 || 赤塚不二夫	1,2,2,1,1	no
SAME_AUTHOR	5	bird-1992,bird-black-maaketto,bird-black-market,bird,ny-bird	三浦浩子 || 山根和俊 || 山根和俊 || かざま鋭二 || 槇村さとる	1,7,2,7,5	no
SAME_AUTHOR	5	comic-iwate-11,comic-iwate-13,comic-iwate-from-web,comic-iwate-q,komikkuiwate	青木幸子/里中満智子/HedrickTim || MATSUDA98/さいとう・たかを/吉田戦車/田中てこ/里中満智子/さいとうプロダクション || 池野恋 || MATSUDA98/そのだつくし/吉田戦車 || さいとう・たかを/池野恋/麻宮騎亜	1,1,1,1,2	no
SAME_AUTHOR	5	duel-masters-fe,duel-masters-saga,duel-masters-sx,duel-masters-v,duel-masters-win	松本しげのぶ || 藤異秀明 || 松本しげのぶ || 松本しげのぶ || 松本しげのぶ	12,2,9,10,9	no
SAME_AUTHOR	5	gakkou-no-kaidan-2,gakkou-no-kaidan-inoe-1995,gakkou-no-kaidan-koga-1994,gakkou-no-kaidan-paja-1997,gakkou-no-kaidan	井上大助 || 井上大助 || 古賀新一 || 破邪 || 小川京美	1,1,1,2,12	no
SAME_AUTHOR	5	hennako-chan,hennakochan-1991,hennakochan-1992,hennakochan-1993,hennakochan-1994	赤塚不二夫 || 赤塚不二夫 || 赤塚不二夫 || 赤塚不二夫 || 赤塚不二夫	1,1,1,1,1	no
SAME_AUTHOR	5	kirin-1996,kirin-2007,kirin-the-happy-ridder-speedway,kirin-yagami-1998,kirin	坂口いく || 山口いづみ || 東本昌平 || 八神健 || 東本昌平	3,1,11,3,39	no
SAME_AUTHOR	5	mazinger-otome,mazinger-z-1972-74,mazinger-z-2022,mazinger-z,z-mazinger-1999	永井豪 || 永井豪 || 永井豪/ダイナミックプロダクション || 桜多吾作/ダイナミック・プロ/編著/ダイナミックプロダクション || 永井豪	1,4,2,10,9	no
SAME_AUTHOR	5	mobile-suit-gundam-mobirusuutsu-senki,mobile-suit-gundam-ms-senki-reboot,mobile-suit-gundam-senki-rebellion-lost-war-chronicle,mobile-suit-gundam-senki-uc-0081,mobile-suit-gundam-senki	近藤和久/矢立肇 || 近藤和久 || 夏元雅人 || 夏元雅人 || 夏元雅人	1,3,2,3,2	no
SAME_AUTHOR	5	ninpou-jiyuuban-shiyoubu,ninpou-juuban-shoubu-1976,ninpou-juuban-shoubu-2003,ninpou-juuban-shoubu-shirato,ninpou-juuban-shoubu	横山光輝/藤子不二雄Ⓐ/堀江卓 || 一峰大二/横山光輝/桑田二郎/古城武司/小澤さとる/松本零士/石ノ森章太郎/白土三平/堀江卓 || 石ノ森章太郎 || 白土三平 || 一峰大二/堀江卓	1,2,1,1,2	no
SAME_AUTHOR	5	rockman-7,rockman-8,rockman-x,rockman-x3,rockman	池原しげと || 出月こーじ || 岩本佳浩 || 岩本佳浩 || 池原しげと	4,3,3,4,1	no
SAME_AUTHOR	5	shin-mobile-senki-gundam-w-0-5-preventer-7,shin-mobile-senki-gundam-w-blind-target,shin-mobile-senki-gundam-wing-episode-zero,shin-mobile-senki-gundam-wing-g-unit,shin-mobile-senki-gundam-wing	あさぎ桜/隅沢克之 || あさぎ桜 || かんべあきら || ときた洸一 || ときた洸一	1,2,2,3,4	no
SAME_AUTHOR	5	uramiya-honpo-diablo,uramiya-honpo-evil-heart,uramiya-honpo-sutoriimu,uramiya-honpo-worst,uramiya-honpo	栗原正尚 || 栗原正尚 || 栗原正尚 || 栗原正尚 || 栗原正尚	14,9,4,21,20	no
SAME_AUTHOR	4	0man,8,diy-man,x-man	手塚治虫/小澤さとる/内記稔夫 || 桑田二郎 || 中川いさみ || 桑田二郎	9,13,2,5	no
SAME_AUTHOR	4	captain-tsubasa-boys-dream,captain-tsubasa-kids-dream,captain-tsubasa-memories,captain-tsubasa	高橋陽一/戸田邦和 || 戸田邦和 || 高橋陽一 || 高橋陽一	3,5,3,58	no
SAME_AUTHOR	4	clover-2002,clover-2008,clover-tr-fle,clover	稚野鳥子 || 乙ひより || 稚野鳥子 || 平川哲弘	37,1,10,43	no
SAME_AUTHOR	4	diamond-no-a-act-2,diamond-no-a,diamond-no-ace-act-tsuu,diamond-no-burasu-act-2	寺嶋裕二 || 寺嶋裕二 || 寺嶋裕二 || 馬籠ヤヒロ	23,47,11,2	no
SAME_AUTHOR	4	drop-1990,drop-og-out-of-ganchu,drop-yuki-2018,drop	藤原カムイ || 鈴木大 || 夕木有 || 鈴木大	1,26,3,14	no
SAME_AUTHOR	4	furiten-kun-gold,furiten-kun-premium,max-furiten-kun,super-furiten-kun	植田まさし || 植田まさし || 植田まさし || 植田まさし	1,1,1,1	no
SAME_AUTHOR	4	i-am-a-hero-in-ibaraki,i-am-a-hero-in-nagasaki,i-am-a-hero-in-osaka,i-am-a-hero	富士沢一矢 || 富士沢一矢 || 本田優貴 || 花沢健吾	1,1,1,22	no
SAME_AUTHOR	4	king-of-zipangu-nobunaga,nobunaga-morikawa-2006,nobunaga,tenka-fubu-nobunaga	森川久美 || 森川久美 || 池上遼一 || ながてゆか	1,1,13,9	no
SAME_AUTHOR	4	mahou-shoujo-lyrical-nanoha-material-musume-innocent-hyper-rea,mahou-shoujo-lyrical-nanoha-material-musume-innocent-rea,mahou-shoujo-lyrical-nanoha-material-musume-innocent-super-rea,mahou-shoujo-lyrical-nanoha-material-musume-innocent	榊蒼十郎 || 榊蒼十郎 || 榊蒼十郎 || 榊蒼十郎	1,1,1,1	no
SAME_AUTHOR	4	mahouka-koukou-no-rettousei-2012,mahouka-koukou-no-rettousei-2018,mahouka-koukou-no-rettousei-2025,mahouka-koukou-no-rettousei	きたうみつな || マジコ! || 柚木N'/竹田羽角/佐島勤/飛口芽衣 || 柚木N'/蒼和伸	8,7,8,8	yes
SAME_AUTHOR	4	shin-megami-tensei-4-demonic-gene,shin-megami-tensei-4-prayers,shin-megami-tensei-ifu,shin-megami-tensei	三浦征隆 || 三浦征隆 || 柳澤一明/ATLUS || 御祇島千明/おぎしまちあき	2,2,9,4	no
SAME_AUTHOR	4	shingeki-no-kyojin-before-za-fall,shingeki-no-kyojin-furu-color-edition,shingeki-no-kyojin-lost-girls,shingeki-no-kyojin	士貴智志 || 諫山創 || 不二涼介 || 諫山創	14,4,2,34	no
SAME_AUTHOR	4	twinkle-star-nonnonzie-ex,twinkle-star-nonnonzie-san,twinkle-star-nonnonzie-tetora,twinkle-star-nonnonzie	竹本泉 || 竹本泉 || 竹本泉 || 竹本泉	1,1,1,1	no
SAME_AUTHOR	4	umineko-no-naku-koro-ni-episode-1,umineko-no-naku-koro-ni-episode-2,umineko-no-naku-koro-ni-episode-3,umineko-no-naku-koro-ni-episode-4	夏海ケイ || 鈴木次郎 || 夏海ケイ || 宗一郎	4,5,5,6	no
SAME_AUTHOR	3	80-bunch-no-inu,81-bunch-no-inu,82-bunch-no-inu	西田陽子 || 西田陽子 || 西田陽子	6,6,5	no
SAME_AUTHOR	3	acca-13-ku-kansatsuka-10th-anniversary-book,acca-13-ku-kansatsuka-p-s,acca-13-ku-kansatsuka	オノ・ナツメ || オノ・ナツメ || オノ・ナツメ	1,2,6	no
SAME_AUTHOR	3	ahiru-no-sora-akiyama-1987,ahiru-no-sora-za-dei,ahiru-no-sora	あきやま耕輝 || 日向武史 || 日向武史	5,1,50	no
SAME_AUTHOR	3	ai-no-idenshi-blue-age,ai-no-idenshi-red-queen,ai-no-idenshi	山田胡瓜 || 山田胡瓜 || 山田胡瓜	9,5,8	no
SAME_AUTHOR	3	aidorisshu-seven-trigger,idolish7-re-member,idolish7	種村有菜 || 種村有菜 || 山田のこし	1,3,7	no
SAME_AUTHOR	3	akiko-no-calendar-16-sai,akiko-no-calendar-17-sai,akiko-no-calendar-18sai	酒井美羽 || 酒井美羽 || 酒井美羽	1,1,1	no
SAME_AUTHOR	3	amai-seikatsu-2003,amai-seikatsu-2nd-season,amai-seikatsu	文月今日子 || 弓月光 || 弓月光	1,19,52	no
SAME_AUTHOR	3	angel-beats-the-4-koma,charlotte-the-4-komashiataa,d4dj-4-koma-mix	麻枝准/Key/こもわた遙華 || こもわた遙華 || しろくま	4,3,2	no
SAME_AUTHOR	3	arerugen-aaru,arerugen-efu,arerugen-esu	小池恵子 || 小池恵子 || 小池恵子	1,1,1	no
SAME_AUTHOR	3	bakusou-kyoudai-let-end-goo-makkusu,bakusou-kyoudai-let-s-goo-return-racers,bakusou-kyoudai-let-s-goo	こしたてつひろ || こしたてつひろ || こしたてつひろ	7,6,13	no
SAME_AUTHOR	3	bidan-no-dendou-dii-ekkusu,bidan-no-dendou-zetto,binan-no-dendou	神葉理世 || 神葉理世 || 神葉理世	1,1,1	yes
SAME_AUTHOR	3	chuubyou-gekihatsu-boy-neo,chuubyou-gekihatsu-boy-rerulili-2017,chuubyou-gekihatsu-boy	葉月めぐみ || 葉月めぐみ || あきつ鉄鋼	1,1,2	no
SAME_AUTHOR	3	croket-banker-survival-version,croket-black-label,croket	樫本学ヴ || 樫本学ヴ || 樫本学ヴ	1,10,15	no
SAME_AUTHOR	3	dorei-yuugi-didi,dorei-yuugi-guren,dorei-yuugi	モチ漫画家/宗像夏潼 || 赤沢佳 || 赤沢佳	2,8,11	no
SAME_AUTHOR	3	durarara-3way-standoff-alley,durarara-relay,durarara	藤屋いずこ || 藤屋いずこ || 茶鳥木明代	2,2,8	no
SAME_AUTHOR	3	eclair-bleue,eclair-orange,eclair	U35 || 仲谷鳰 || 仲谷鳰	1,1,1	no
SAME_AUTHOR	3	fate-extra-ccc,fate-extra-shiishiishii-fox-tail,fate-extra	ろびーな || たけのこ星人 || マーベラスエンターテイメント/ろびーな	8,11,6	no
SAME_AUTHOR	3	full-metal-panic-comic-mission,full-metal-panic,furumetaru-panic-0	館尾冽 || 館尾冽 || カサハラテツロー	7,9,5	no
SAME_AUTHOR	3	guilty-2,guilty-3,guilty	小林拓己 || 小林拓己 || 丘上あい	1,1,13	no
SAME_AUTHOR	3	hakuryuu-hadou,hakuryuu-legend,hakuryuu	渡辺みちお || 渡辺みちお || 渡辺みちお	46,46,21	no
SAME_AUTHOR	3	hana-kanmuri-no-ryuu-no-kuni,hanakanmuri-no-ryuu-no-kuni-2nd,hanakanmuri-no-ryuu-no-kuni-encore	中山星香 || 中山星香 || 中山星香	20,7,7	no
SAME_AUTHOR	3	haruka-naru-toki-no-naka-de-5,haruka-naru-toki-no-naka-de-6,harukanaru-toki-no-naka-de	水野十子 || 水野十子 || 水野十子	2,7,10	no
SAME_AUTHOR	3	heisei-umare-2,heisei-umare-3,heisei-umare	ハトポポコ || ハトポポコ || ハトポポコ	2,1,2	no
SAME_AUTHOR	3	hi-score-girl-dash,hi-score-girl,high-score-girl-continue	押切蓮介 || 押切蓮介 || 押切蓮介	7,10,5	no
SAME_AUTHOR	3	hotaru-no-hikari-baby,hotaru-no-hikari-sp,hotaru-no-hikari	ひうらさとる || ひうらさとる || ひうらさとる	6,6,22	no
SAME_AUTHOR	3	inazuma-eleven-go,inazuma-eleven-special,inazuma-eleven	やぶのてんや || 吉祥寺笑 || やぶのてんや	8,3,10	no
SAME_AUTHOR	3	jigoku-sensei-nube-neo,jigoku-sensei-nube-s,jigoku-sensei-nube	岡野剛 || 岡野剛 || 岡野剛	17,4,51	no
SAME_AUTHOR	3	jingi-after,jingi-before,jingi	立原あゆみ || 立原あゆみ || 立原あゆみ	1,1,33	no
SAME_AUTHOR	3	joshi-joshikousei-girls-live,joshikousei-vaasasu,joshikousei	大島永遠 || 氷川へきる || 大島永遠	6,2,17	no
SAME_AUTHOR	3	kaijuu-8-gou,kaijuu-hachigou-relax,kaijuu-hachigou-side-b	松本直也 || 松本直也/渡邉築 || 松本直也/肥田野健太郎	15,3,1	no
SAME_AUTHOR	3	kanojo-no-karera-gt3,kanojo-no-karera-rs,kanojo-no-karera	麻宮騎亜 || 麻宮騎亜/Studio TRON || 麻宮騎亜	3,5,23	no
SAME_AUTHOR	3	katekyoo-hitman-reborn-chaos-destiny,katekyoo-hitman-reborn-white-reign,katekyoo-hitman-reborn	天野明 || 天野明 || 天野明	1,5,63	no
SAME_AUTHOR	3	kekkai-sensen-back-2-back,kekkai-sensen-beat-3-peat,kekkai-sensen	内藤泰弘 || 内藤泰弘 || 内藤泰弘	10,3,10	no
SAME_AUTHOR	3	kimi-wa-sonotoki-kemono-2-naru-motto-motto,kimi-wa-sonotoki-kemono-3-naru-motto-motto-motto,kimi-wa-sonotoki-kemono-4-naru-motto-motto-motto-motto	時山はじめ || 時山はじめ || 時山はじめ	1,1,1	no
SAME_AUTHOR	3	kindaichi-shounen-no-file-30th,kindaichi-shounen-no-file-returns,kindaichi-shounen-no-file	さとうふみや/樹林伸 || さとうふみや || さとうふみや/樹林伸	4,14,61	no
SAME_AUTHOR	3	kiruto-s,kiruto-takahashi-2005,quilt-t	高橋美由紀 || 高橋美由紀 || 高橋美由紀	10,2,2	no
SAME_AUTHOR	3	kogane-no-rafu-2,ougon-no-rafu-2,ougon-no-rough	なかいま強 || なかいま強 || なかいま強	4,9,33	no
SAME_AUTHOR	3	koha-ace-dx,koha-ace-goo,koha-ace	経験値 || 経験値 || 経験値	1,1,3	no
SAME_AUTHOR	3	koharu-hiyori,koharubiyori-new,koharubiyori	ひぐちにちほ || ひぐちにちほ || 神坂智子	5,5,4	no
SAME_AUTHOR	3	kureyon-shin-chan-foo-biginaazu,kureyon-shin-chan-shin-men,kureyon-shin-chan	臼井儀人 || 相庭健太 || 臼井儀人	1,3,75	no
SAME_AUTHOR	3	kuroko-no-basket-extra-game,kuroko-no-basket-replace-plus,kuroko-no-basket	藤巻忠俊 || 高橋一郎 || 藤巻忠俊	2,10,30	no
SAME_AUTHOR	3	lemon-hakusho-1979,lemon-hakusho-1988,lemon-hakusho	吉田まゆみ || (unknown) || 吉田まゆみ	2,2,4	no
SAME_AUTHOR	3	love-zombie-2-the-kiss,love-zombie-morino-2018,love-zombie	森乃なっぱ || 森乃なっぱ || 山崎紗也夏	3,1,1	no
SAME_AUTHOR	3	mahou-senki-lyrical-nanoha-force-dimension,mahou-senki-lyrical-nanoha-force-touruu-karaado,mahou-senki-lyrical-nanoha-force	河南あすか || 緋賀ゆかり || 緋賀ゆかり	2,6,6	yes
SAME_AUTHOR	3	milk-crown-2003,milk-crown-h,milk-crown	水都あくあ || 水都あくあ || 水都あくあ	2,5,4	no
SAME_AUTHOR	3	mobile-suit-crossbone-gundam-dust,mobile-suit-crossbone-gundam-x-11,mobile-suit-crossbone-gundam	長谷川裕一 || 長谷川裕一 || 長谷川裕一	13,2,6	no
SAME_AUTHOR	3	musha-den,musha-maruden-2,musha-maruden-3	一式まさと || 一式まさと/サンライズ (1987年) || 一式まさと/サンライズ (1987年)	1,2,3	no
SAME_AUTHOR	3	nanako-santeki-na-nichijou-rivaivaru,nanakosantekina-nichijou-dash,nanakosantekina-nichijou	三部敬 || 三部敬 || 三部敬	4,3,2	no
SAME_AUTHOR	3	ohayou-to-oyasumi-to-sono-ato-ni-dear,ohayou-to-oyasumi-to-sono-ato-ni-trip,ohayou-to-oyasumi-to-sono-ato-ni	波真田かもめ || 波真田かもめ || 波真田かもめ	1,1,4	no
SAME_AUTHOR	3	rising-san,rising-sun-r,rising-sun	松浦聡彦 || 藤原さとし || 藤原さとし	3,18,13	no
SAME_AUTHOR	3	saenai-heroine-no-sodatekata-egoistic-lily,saenai-heroine-no-sodatekata-girls-side,saenai-heroine-no-sodatekata	にぃと || あさぎ龍 || あさぎ龍	2,2,8	no
SAME_AUTHOR	3	shaman-king-0,shaman-king-flowers,shaman-king	武井宏之 || 武井宏之 || 武井宏之	2,6,35	no
SAME_AUTHOR	3	shinuka-to-omotta-daburuetchi,shinuka-to-omotta-h,shinuka-to-omotta-toripuru-etchi	田中圭一 || 田中圭一 || 田中圭一	2,1,2	no
SAME_AUTHOR	3	shouta-no-sushi-2-world-stage,shouta-no-sushi-2,shouta-no-sushi	寺沢大介 || 寺沢大介 || 寺沢大介	2,2,42	no
SAME_AUTHOR	3	sono-ki-ni-sasenaide-returns,sono-ki-ni-sasenaide-tenzen-2003,sono-ki-ni-sasenaide	藤原晶 || 藤原晶 || 米沢りか	1,1,1	no
SAME_AUTHOR	3	souta-no-houchou-derakkusu,souta-no-houchou-special,souta-no-houchou	本庄敬 || 本庄敬 || 本庄敬	20,14,41	no
SAME_AUTHOR	3	syrup-honey,syrup-night,syrup-secret	伊藤ハチ || 森永みるく || 森永みるく	1,1,1	no
SAME_AUTHOR	3	the-fable-the-second-contact,the-fable-the-third-secret,the-fable	南勝久 || 南勝久 || 南勝久	9,4,22	no
SAME_AUTHOR	3	tsure-ha-papa-1nensei,tsure-wa-papa-2-nensei,tsure-wa-papa-3-nensei	細川貂々 || 細川貂々 || 細川貂々	2,2,2	no
SAME_AUTHOR	3	ultra-seven-1978,ultra-seven-productions-1998,ultra-seven	一峰大二 || 伊東章夫/桑田二郎/中沢啓治/福元一義 || 桑田二郎	4,2,6	no
SAME_AUTHOR	3	under-xground-grand-hotel-spell-on-you,under-xground-grand-hotel,underground-hotel-cross-over	定広美香 || 定広美香 || 定広美香	1,2,1	no
SAME_AUTHOR	3	whistle-w,whistle-yuasa-1993,whistle	樋口大輔 || 湯浅ひとし || 樋口大輔	5,13,39	no
SAME_AUTHOR	3	zokki-a,zokki-b,zokki-c	大橋裕之 || 大橋裕之 || 大橋裕之	1,1,1	no
SAME_AUTHOR	2	1-nen-ichikumi-uchi-no-class-no-joshi-ga-yabai,2-nen-1-kumi-uchi-no-class-no-joshi-ga-yabai	衿沢世衣子 || 衿沢世衣子	1,2	no
SAME_AUTHOR	2	12-nijuuyo-suki-na-hito,suki-na-hito	桜井まちこ || 桜井まちこ	1,1	no
SAME_AUTHOR	2	20-radashi-senshuu-comic-ran-soukan-20shuunen-kinen-tokubetsu-henshuu,kuradashi-senshuu-comic-ran-soukan-20-shuunen-kinen-tokubetsu-henshuu	こんちき/とみ新蔵/草野雄 || ながてゆか/大島やすいち/草野雄	1,1	no
