class	n	slugs	authors	nvols	isbn_overlap
DIFF_AUTHOR	3	tokugawa-ieyasu-2012,tokugawa-ieyasu-2014,tokugawa-ieyasu	小池一夫/スタジオ・シップ || もとむらえり || 横山光輝	3,1,31	no
DIFF_AUTHOR	3	tokyo-monogatari-takizawa-2012,tokyo-monogatari,toukyoumonogatari	滝沢聖峰 || いしかわじゅん || ふくやまけいこ	2,8,10	no
DIFF_AUTHOR	3	tokyo-shinjuu-2013,tokyo-shinjuu-tomiya-1986,tokyo-shinjuu	トウテムポール || 東宮千子 || 扇ゆずは	2,2,2	no
DIFF_AUTHOR	3	toyotomi-hideyoshi-2014,toyotomi-hideyoshi-chiba-1996,toyotomi-hideyoshi	楠田夏子 || 大林かおる || 前川かずお	2,2,2	no
DIFF_AUTHOR	3	tsubakihime-2004,tsubakihime-watanabe-2001,tsubakihime	里中満智子 || わたなべまさこ/デュマ・フィス || バラエティ・アートワークス	1,1,1	no
DIFF_AUTHOR	3	tsumi-to-bachi,tsumi-to-batsu,tsumitobatsu	鈴木有布子 || 岩下博美 || 手塚治虫	3,5,5	yes
DIFF_AUTHOR	3	tsurezuregusa-1996,tsurezuregusa-2014,tsurezuregusa	バロン吉元 || 長谷川法世 || しもがやぴくす＆みらい戻	2,1,2	no
DIFF_AUTHOR	3	versus-pyonkti-2009,versus,vs	和田依子 || ONE/あずま京太郎/bose漫画家 || 山田圭子	1,5,7	no
DIFF_AUTHOR	3	vitamin-love,vitamin-moeko,vitamin	池上花英 || 小林博美 || すえのぶけいこ	2,1,1	no
DIFF_AUTHOR	3	welcome-1979,welcome-narita-1978,welcome	柳沢きみお || 成田美名子 || あゆみゆい	1,1,2	no
DIFF_AUTHOR	3	wonderful-life-kiyohara-1996,wonderful-life-yamakami-2011,wonderful-life	清原なつの || やまかみ梨由 || ケイケイ	3,1,6	no
DIFF_AUTHOR	3	world-heroes-1994,world-heroes-2,world-heroes	かとうひろし || 雑君保プ || まずりん	3,5,3	no
DIFF_AUTHOR	3	yatsuhakamura-1996,yatsuhakamura-2017,yatsuhakamura	Jet || つのだじろう || 影丸穣也	2,1,4	yes
DIFF_AUTHOR	3	yume-de-aimashou-yamamoto-1993,yume-de-aimashou,yumedeaimashou	山本直樹 || ジェームスほたて || 水原賢治	1,3,1	no
DIFF_AUTHOR	2	01-zero-one,19-nineteen	奥浩哉 || きたがわ翔	3,19	no
DIFF_AUTHOR	2	1-love-9,d-c-iii	遠山えま || 日向ののか	3,3	no
DIFF_AUTHOR	2	11-gatsumonogatari,tsuki-monogatari	岸裕子 || 石井隆	1,1	no
DIFF_AUTHOR	2	13-gakkou-kaidan,gakkou-kaidan	Jet || 高橋葉介	1,23	no
DIFF_AUTHOR	2	19-rufu-19,golf-13	みやすのんき || 赤衣丸歩郎	3,4	no
DIFF_AUTHOR	2	1970-nendaiki,8bit-nendaiki	畑中純 || ゾルゲ市蔵	1,1	no
DIFF_AUTHOR	2	1k-no-o-sama,3ldk-no-ousama	高城リョウ || 榎木りか	1,3	no
DIFF_AUTHOR	2	2001yamonogatari,yomonogatari	星野之宣 || 柳沢きみお	6,1	no
DIFF_AUTHOR	2	2bun-no-1-heart,p-heart	藤村真理 || 中山亜純	2,2	no
DIFF_AUTHOR	2	3-bunnoichi-sanbunnoichi,sanbunnoichi	千葉コズエ || 熊谷祐樹	6,2	no
DIFF_AUTHOR	2	3-daa-surii,ol-thunder	池田祐輝 || 電光石火轟	8,1	no
DIFF_AUTHOR	2	3-revolution,a-i-revolution	はるえるぽん || 浅見侑	2,17	no
DIFF_AUTHOR	2	4p-no-jijou,kiss-no-jijou	松井雪子 || 海野つなみ	1,2	no
DIFF_AUTHOR	2	5-ji-kara-9-ji-made,5ji-kara-0ji-made	相原実貴 || 望月あきら	16,1	no
DIFF_AUTHOR	2	7-bunnonijuuni-plus-alpha,diy	葛西尚 || あらなが輝	2,1	no
DIFF_AUTHOR	2	8-2023,eight	桜小路かのこ || 楠みちはる	2,4	no
DIFF_AUTHOR	2	999-doctor,doctor-m	那須輝一郎 || 風間宏子	6,8	no
DIFF_AUTHOR	2	a-ka-i-i-to,akai-ito	中村紗弓 || 宮坂香帆	1,9	no
DIFF_AUTHOR	2	a-la-carte,arakaruto	樋口大輔 || 武村勇治	1,5	no
DIFF_AUTHOR	2	a-no-higeki,p-rumiko-kessakushuu	小室しげ子 || 高橋留美子	1,1	no
DIFF_AUTHOR	2	aarupiijii-doraemon,doraemon	三谷幸広 || 藤子・F・不二雄/手塚企画/朝松健	1,46	no
DIFF_AUTHOR	2	abracadabra,aburakadabura	三原千恵利 || 芳崎せいむ	3,5	no
DIFF_AUTHOR	2	adachi-to-shimamura-mani-2016,adachi-to-shimamura	柚原もけ || 山内コウタロウ	3,7	no
DIFF_AUTHOR	2	ahondara-koshiba-2003,ahondara	こしばしげる || ささやななえこ	2,1	no
DIFF_AUTHOR	2	ai-no-seikatsu-sakurazawa-2009,ai-no-seikatsu	桜沢エリカ || 岡崎京子	1,2	no
DIFF_AUTHOR	2	ai-turn,i-turn	おーはしるい || 大槻閑人	6,4	no
DIFF_AUTHOR	2	aikatsu-go-go-go,aikatsu	もちうさぎ || 白雪バンビ	1,4	no
DIFF_AUTHOR	2	aile,eru	山田貴敏 || 高橋美由紀	1,11	no
DIFF_AUTHOR	2	aisazunihairarenai,aisazuniwa-irarenai	よしまさこ || 松本美緒	3,2	no
DIFF_AUTHOR	2	aishiteru-fujitani-2008,aishiteru-morita-1997	藤谷陽子 || もりたゆうこ	1,9	no
DIFF_AUTHOR	2	aishiteru,re-aishiteru	守村大 || 木村千歌	26,1	no
DIFF_AUTHOR	2	aka-to-kuro-komachi-2017,aka-to-kuro	桂小町 || 里中満智子	2,1	no
DIFF_AUTHOR	2	akai-ito-1994,akai-ito-2008	村生ミオ || 柏屋コッコ	3,6	no
DIFF_AUTHOR	2	akai-kutsu-2000,akai-kutsu	島津郷子 || 加藤知子	2,1	no
DIFF_AUTHOR	2	akane-chan-over-drive,biba-akanechiyan	河下水希 || 上原きみ子	2,2	no
DIFF_AUTHOR	2	akb48-satsujin-jiken,eebiishii-satsujin-jiken	梧桐柾木 || 星野泰視	1,4	no
DIFF_AUTHOR	2	aku-no-hana-2011,aku-no-hana	押見修造 || 柳沢きみお	1,6	no
DIFF_AUTHOR	2	aku-no-meshitsukai-2011,aku-no-meshitsukai	猫山宮緒 || 眼鏡犬	1,2	no
DIFF_AUTHOR	2	akumu-umezu-2011,akumu	楳図かずお || わたなべまさこ	1,1	no
DIFF_AUTHOR	2	aldnoah-zero-2nd-season,aldnoah-zero	Olympus Knights || 篠田六	5,4	no
DIFF_AUTHOR	2	alice-no-13-jikan,alice-no-jikan	佐伯かよの || あさぎり夕	2,1	no
DIFF_AUTHOR	2	alice-no-ochakai-2009,alice-no-ochakai	大川マキナ || 和田エリカ	1,5	no
DIFF_AUTHOR	2	alps-no-shoujo-heidi-1990,alps-no-shoujo-heidi	高瀬直子 || ヨハンナ・スピリ	1,2	no
DIFF_AUTHOR	2	amagi-brilliant-park-ji-animation,amagi-brilliant-park	羽咋あみ || 吉岡公威	3,6	no
DIFF_AUTHOR	2	amai-wana-1994,amai-wana	魔木子 || ねこ田米蔵	1,2	no
DIFF_AUTHOR	2	an-gura,angura	丸尾末広 || ちざきゃ	1,1	no
DIFF_AUTHOR	2	anatomia-fuji-2011,anatomia	藤たまき || 高城玲	1,4	no
DIFF_AUTHOR	2	angel-dust-neo,angel-dust	七瀬葵 || 喜名朝飛	1,3	no
DIFF_AUTHOR	2	angel-lip,perfect-angel-lip	あらいきよこ || 雨宮淳	9,2	no
DIFF_AUTHOR	2	anibaasarii,anniversary-2012	雪村理子 || 稚野鳥子	1,1	no
DIFF_AUTHOR	2	animal-mania-2010,animal-mania	犬養ヒロ || 玖保キリコ	1,2	no
DIFF_AUTHOR	2	ano-natsu-1959,ano-natsu	福井あしび || チカ	3,5	no
DIFF_AUTHOR	2	ansaa,answer	星川ハチ || Maria	2,9	no
DIFF_AUTHOR	2	ao-no-otoko,r-3611193	ベルネ || BELNE	4,1	no
DIFF_AUTHOR	2	aogeba-toutoshi-2007,aogeba-toutoshi	児雷也 || 所十三	1,9	no
DIFF_AUTHOR	2	aoi-tori-no-densetsu-1989,aoi-tori-no-densetsu	上田久治 || 石井いさみ	4,3	no
DIFF_AUTHOR	2	area-51,area-88	久正人 || 新谷かおる	15,46	no
DIFF_AUTHOR	2	arigatou-2005,arigatou	赤羽みちえ || 山本直樹	5,4	no
DIFF_AUTHOR	2	ashi-girl,ashigaru	森本梢子 || ゴツボ×リュウジ	16,3	no
DIFF_AUTHOR	2	ashita-ha-docchi-da,ashita-wa-docchi-da	椎名軽穂 || 山本小鉄子	1,12	no
DIFF_AUTHOR	2	asterisk-akaishi-1992,asterisk	赤石路代 || 森本秀	3,13	no
DIFF_AUTHOR	2	astral-project-tsuki-no-hikari,tsuki-no-hikari	竹谷州史 || 花輪和一	4,1	no
DIFF_AUTHOR	2	astro-boy-tetsuwan-atom,tetsuwan-atom	姫川明 || 手塚治虫	3,37	no
DIFF_AUTHOR	2	asura,dr-ashura	ジョージ秋山 || こしのりょう	5,3	no
DIFF_AUTHOR	2	atatte-kudakero-1995,atatte-kudakero	伊藤理佐 || 古田久恵	1,3	no
DIFF_AUTHOR	2	autoroo,outlaw	コウノコウジ || たかもちげん	14,3	no
DIFF_AUTHOR	2	azur-lane-the-animation,azuuru-reen-the-animation	がなり龍 || ichinomi	5,3	no
DIFF_AUTHOR	2	b-b-fish,fish	きたがわ翔 || 三宅乱丈	24,6	no
DIFF_AUTHOR	2	b-c-toraianguru,tri-angle	中西やすひろ || 久世みずき	3,1	no
DIFF_AUTHOR	2	b-group-no-shounen,bii-group-no-shounen-cross	うおぬまゆう || 梵辛	2,3	no
DIFF_AUTHOR	2	b-no-shokutaku,blan-no-shokutaku	天道グミ || 葉月翼	3,2	no
DIFF_AUTHOR	2	b-virgin,virgin	山田玲司/上田享矢 || 岡崎京子	15,1	no
DIFF_AUTHOR	2	baby-g,kiss-me-baby	安野モヨコ || 柚月純	1,1	no
DIFF_AUTHOR	2	backstage-2011,backstage	ナカタニD. || ニイマルユウ	1,3	no
DIFF_AUTHOR	2	baieru,beyer	やまだないと || 加藤礼次朗	1,1	no
DIFF_AUTHOR	2	bakeru-kun-2005,bakeru-kun	藤子・F・不二雄 || 藤子不二雄	5,3	no
DIFF_AUTHOR	2	baku-hakase-2003,baku	水月博士 || 森秀樹	1,4	no
DIFF_AUTHOR	2	bakumatsu,za-bakumatsu-kessaku	森秀樹 || かわぐちかいじ	1,1	no
DIFF_AUTHOR	2	bambi-2010,bambi	手塚治虫 || カネコアツシ	2,7	no
DIFF_AUTHOR	2	banji-kaichou-do-2025,banji-kaichou	波木銅/破賀ミチル || 駕籠真太郎	2,1	no
DIFF_AUTHOR	2	bara-no-kishi-2010,bara-no-kishi	真崎春望 || 津雲むつみ	1,2	no
DIFF_AUTHOR	2	barairo-no-jinsei-1989,barairo-no-jinsei	坂井久仁江 || 高野宮子	1,2	no
DIFF_AUTHOR	2	baron-2002,baron	柊あおい || 六田登	1,8	no
DIFF_AUTHOR	2	batman-the-bat-manga-jirou-kuwata-edition,batman	桑田二郎 || 晴山晴緒	1,5	no
DIFF_AUTHOR	2	battery-kawaguchi-2001,battery	かわぐちかいじ || 柚庭千景	8,10	no
DIFF_AUTHOR	2	beast-master-1996,beast-master	ゆうくりっど || 最富キョウスケ	6,2	no
DIFF_AUTHOR	2	beautiful-september,beautiful	碧ゆかこ || さいとうちほ	1,6	no
DIFF_AUTHOR	2	beautiful-world-2003,beautiful-world	森本里菜 || やまだないと	1,1	no
DIFF_AUTHOR	2	beethoven-2008,beethoven	よこたとくお || 加藤礼次朗	1,1	no
DIFF_AUTHOR	2	benkei-hiromotosh,benkei	ヒロモト森一 || 手塚治虫	1,2	no
DIFF_AUTHOR	2	benkyou-shinasai-takanaga-2010,benkyou-shinasai	高永ひなこ || 中原アヤ	1,2	no
DIFF_AUTHOR	2	bestia,besuteia	有坂あこ || 池上遼一	3,1	no
DIFF_AUTHOR	2	bijo-to-yajuu-2007,bijo-to-yajuu	佐々木みすず || 田辺真由美	1,9	no
DIFF_AUTHOR	2	bikkuriman-2000,bikkuriman	犬木栄治 || 竹村よしひこ	4,7	no
DIFF_AUTHOR	2	bikkuriman-omoshiro-land,bikkuriman-omoshirorando	企画者104 || (unknown)	2,4	no
DIFF_AUTHOR	2	birdy-birdy,birdy-body-go	中西やすひろ || 尾崎晶	6,1	no
DIFF_AUTHOR	2	bishin,gsmikami	真崎春望 || 椎名高志	3,82	no
DIFF_AUTHOR	2	blue-moon-1991,blue-moon-makiko	米沢りか || 魔木子	1,1	no
DIFF_AUTHOR	2	blue-world-2013,blue-world	茨芽ヒサ || 星野之宣	2,9	no
DIFF_AUTHOR	2	bmx-hurricane,hurricane	笠原倫 || ワタセセイゾウ	1,2	no
DIFF_AUTHOR	2	body-talk-1998,body-talk-enomoto-2009	すぎ恵美子 || 堂本奈央	1,1	no
DIFF_AUTHOR	2	bogey-the-great,bogey	宮下あきら || 芳谷圭児	4,6	no
DIFF_AUTHOR	2	bokura-no-himitsu-yamamoto-2021,bokura-no-himitsu	山本小鉄子 || 玉島ノン	1,2	no
DIFF_AUTHOR	2	border-kyoukaisen,kyoukaisen	こだか和麻 || 函岬誉	7,1	no
DIFF_AUTHOR	2	boruto-two-blue-vortex,uzumakiboruto	池本幹雄 || 平健史	7,4	no
DIFF_AUTHOR	2	bravo,girls-bravo	鶴ゆみか || まりお金田	3,10	no
DIFF_AUTHOR	2	bremen-5,bremen-ii	佐々木淳子 || 川原泉	9,9	no
DIFF_AUTHOR	2	brother-2013,my-brother	原克玄 || 内山まもる	1,1	no
DIFF_AUTHOR	2	brothers-2021,run-run-brothers	叶精作 || 川本祐太郎	9,2	no
DIFF_AUTHOR	2	bubble-2022,bubble	肘原えるぼ || 今村KSK	2,9	no
DIFF_AUTHOR	2	bucchigiri-shiiee,bucchigiri	大和田秀樹 || 中原裕	5,21	no
DIFF_AUTHOR	2	buddy-nishizono-2014,buddy	西園フミコ || やまさき拓味	4,4	no
DIFF_AUTHOR	2	bugsy-2007,toyboy-baguji	山上幸二 || こやま基夫	2,2	no
DIFF_AUTHOR	2	bungou-shunjuu-2020,bungou-shunjuu	ドリヤス工場 || いしいひさいち	1,1	no
DIFF_AUTHOR	2	burai-ichinose-1991,burai	一の瀬正 || 岩崎陽子	4,8	no
DIFF_AUTHOR	2	butterfly-kiss-shinonome-2009,butterfly-kiss	東雲太郎 || 悠妃りゅう	1,1	no
DIFF_AUTHOR	2	bx-crossroad,crossroad-1997	おぐらかん || あおきてつお/たなかじゅん/鍋島雅治	2,1	no
DIFF_AUTHOR	2	call-my-squall,squall	望月うた || クミタ・リュウ	2,1	no
DIFF_AUTHOR	2	cappuccino-yoshizumi-2009,cappuccino	吉住渉 || 菊池まりこ	1,3	no
DIFF_AUTHOR	2	cardfight-vanguard-youthquake,cardfight-vanguard	Quily || 伊藤彰	6,12	no
DIFF_AUTHOR	2	cerberus,satanikus-enma-kerberos	フクイタクミ || 烏山英司	10,4	no
DIFF_AUTHOR	2	chalk,choku	御茶漬海苔 || 谷川ニコ	5,4	no
DIFF_AUTHOR	2	charenjaa-aaa,chousensha	永島慎二 || 島本和彦	2,4	no
DIFF_AUTHOR	2	chaser,e-chaser	コージィ城倉 || 岡崎つぐお	6,1	no
DIFF_AUTHOR	2	checkmate,chekkumeito	渡辺修己 || 猫砂一平	4,3	no
DIFF_AUTHOR	2	cheer-otoko-goo-breakers,cheer-otoko	近藤憲一 || まつもとあやか	2,4	no
DIFF_AUTHOR	2	cheer,chia	一丸 || えび原りょう	1,3	no
DIFF_AUTHOR	2	cherry-1999,cherry-2004	高橋のぼる || 小沢としお	3,3	no
DIFF_AUTHOR	2	chikara-2013,chikara	森秀樹 || 和田尚子	1,2	no
DIFF_AUTHOR	2	chikyuu-no-himitsu-2006,chikyuu-no-himitsu	大岩ピュン || たかや健二	1,1	no
DIFF_AUTHOR	2	children,s60-children	因幡シホ || 川畑聡一郎	2,4	no
DIFF_AUTHOR	2	chinpira,yowamushi	立原あゆみ || 穂月想多	29,3	no
DIFF_AUTHOR	2	chocolat-2006,chocolat	桐原いづみ || 窪之内英策	1,7	no
DIFF_AUTHOR	2	chou-yo-hana-yo-1990,chou-yo-hana-yo	西尚美 || 吉原由起	4,13	no
DIFF_AUTHOR	2	chrome-no-regios,chrome-shelled-regios-missing-mail	渡里 || 清瀬のどか	3,8	no
DIFF_AUTHOR	2	chronicle,rkuronikuru	高河ゆん || あづまゆき 漫画	1,1	no
DIFF_AUTHOR	2	chu-shite-bomu,shite-1997	くりた陸 || 内田一奈	2,4	no
DIFF_AUTHOR	2	chuuka-ichiban-1993,chuuka-ichiban	真鍋譲治 || 小川悦司	1,8	no
DIFF_AUTHOR	2	cinderella-2004,cinderella	寺館和子 || 森園みるく/阿曾恵海/西魚リツコ	1,2	no
DIFF_AUTHOR	2	cinderella-no-jouken-2010,cinderella-no-jouken	三浦浩子 || 菊地かまろ	1,1	no
DIFF_AUTHOR	2	cinema,mr-cinema	六田登 || おおつぼマキ	3,2	no
DIFF_AUTHOR	2	class-mate,classmate	みこくのほまれ || 津村かおり	1,2	no
DIFF_AUTHOR	2	coelacanth-ol,shiirakansu	内田春菊 || 霜月かよ子	1,2	no
DIFF_AUTHOR	2	color,kaara	真東砂波 || 説話社	2,2	no
DIFF_AUTHOR	2	colorful-joker,nijiiro-town	みなみ佐智 || 大和田夏希	2,11	no
DIFF_AUTHOR	2	comic-higashino-keigo-mystery-2014,comic-higashino-keigo-mystery	松枝尚嗣 || オキモト・シュウ	1,2	yes
DIFF_AUTHOR	2	comic-shin-genjitsu,comic-shingenjitsu	みなもと太郎 || かがみあきら	4,1	no
DIFF_AUTHOR	2	comical-mystery-tour,komikaru-mystery-tsuaa	せがわ真子 || いしいひさいち	1,4	no
DIFF_AUTHOR	2	complex-192,complex	はるえるぽん || まんだ林檎	10,7	no
DIFF_AUTHOR	2	countach-okazaki-1996,countach	岡崎武士 || 梅澤春人	1,27	no
DIFF_AUTHOR	2	cross-game-1986,cross-game	門井文雄 || あだち充	4,28	no
DIFF_AUTHOR	2	crows-explode,crows	水島力也/神田哲也漫画家/向井康介 || 髙橋ヒロシ	9,26	no
DIFF_AUTHOR	2	crusher-joe,crusher-joe-rebirth	細野不二彦 || 安彦良和	2,5	no
DIFF_AUTHOR	2	cutey-honey,cutie-honey-the-first	石川賢 || 永井豪/ダイナミックプロダクション	5,1	no
DIFF_AUTHOR	2	cyber-comics,saibaa-comics	北崎拓 || こやま基夫	3,2	no
DIFF_AUTHOR	2	cyborg-009-bgooparts-delete,cyborg-009	岡崎つぐお || シュガー佐藤/土山よしき	5,58	no
DIFF_AUTHOR	2	d-diver,diver-0	森恒二 || 松本零士	5,1	no
DIFF_AUTHOR	2	d-no-fuuin,heart-no-shiiru	楠桂 || 藤臣花恋	1,3	no
DIFF_AUTHOR	2	da-capo-3,da-capo	かゆらゆか || たにはらなつき	2,2	no
DIFF_AUTHOR	2	daisy-momochi-2013,daisy	ももち麗子 || ALLYN	2,4	no
DIFF_AUTHOR	2	daitouryou-1991,daitouryou	ビッグ錠 || 西条真二	1,3	no
DIFF_AUTHOR	2	dakishimete-rose,dandan-dakishimete	吉原由起 || 高田りえ	1,1	no
DIFF_AUTHOR	2	dandelion-2001,dandelion	落合尚之 || 木村直巳	2,8	no
DIFF_AUTHOR	2	danganronpa-kibou-no-gakuen-to-zetsubou-no-koukousei-ji-animation,danganronpa-kibou-no-gakuen-to-zetsubou-no-koukousei	青インク || 燈谷朔	4,4	no
DIFF_AUTHOR	2	dare-nimo-ienai,darenimo-ienai	シギサワカヤ || 古田久恵	1,2	no
DIFF_AUTHOR	2	dark-angel-1993,dark-angel	椎名りつ子 || 風間宏子	3,36	no
DIFF_AUTHOR	2	dark-hunter-1989,dark-hunter	柿崎普美 || 浜田翔子	1,7	no
DIFF_AUTHOR	2	dash-my-road,my-road	神塚ときお || かづさひろし	1,1	no
DIFF_AUTHOR	2	date-masamune-2010,date-masamune	永井豪/ダイナミックプロダクション || 横山光輝	1,12	no
DIFF_AUTHOR	2	datte-aishiteru-akira-2009,datte-aishiteru	彬聖子 || むんこ	2,3	no
DIFF_AUTHOR	2	datte-sukinandamon-2013,datte-sukinandamon	志連ユキ枝 || 吉住渉	2,2	no
DIFF_AUTHOR	2	deadpool-samurai-sano-2021,deadpool-samurai	園太デイ || DugganGerry	3,8	no
DIFF_AUTHOR	2	dear-holmes,holmes	もとなおこ || 久保田眞二	2,2	no
DIFF_AUTHOR	2	death-communication,disu-communication	まりお金田 || 六内円栄	4,12	no
DIFF_AUTHOR	2	deddorain,shisen	曽祢まさこ || 東城和実	2,1	no
DIFF_AUTHOR	2	dekiai-cinderella-2020,dekiai-cinderella	森崎令子 || 田沢みん/綾野たか	1,2	no
DIFF_AUTHOR	2	denkou-sekka-boys,denkou-sekka	東城麻美 || 盛田賢司	2,6	no
DIFF_AUTHOR	2	densen-ka,densenuta	浦川まさる/佳弥 || タケダケント	1,1	no
DIFF_AUTHOR	2	densetsu-no-sutafii-r,densetsu-no-sutafii	矢高鈴央 || 須藤ゆみこ	1,2	no
DIFF_AUTHOR	2	densetsu-no-yuusha-no-densetsu-revision,densetsu-no-yuusha-no-densetsu	矢町大成 || 長蔵ヒロコ	2,9	no
DIFF_AUTHOR	2	devil-survivor-2-show-your-free-will,devil-survivor	沙垣長子 || ひいろ莎々	2,8	no
DIFF_AUTHOR	2	di-gi-charat-ggbg,di-gi-charat	山田J太 || こげどんぼ*	1,1	no
DIFF_AUTHOR	2	diva-1996,diva-yuki-2004	Judal || 結城稜	1,1	no
DIFF_AUTHOR	2	doki-doki-1990,dokidoki	湖東美朋 || 山崎峰水	3,2	no
DIFF_AUTHOR	2	dokkan-love,dokkan	楠桂 || 能田茂	1,6	no
DIFF_AUTHOR	2	doku-mushi-the-ruins-hotel,doku-mushi	恵那 || 伊野ナユタ	6,6	no
DIFF_AUTHOR	2	don-giovanni-2006,don-giovanni	森園みるく || 福山庸治	1,1	no
DIFF_AUTHOR	2	doragonkuesuto-4-koma-manga-gekijou,dragon-4-esuto-7-4koma-manga-gekijou	ゲームドラゴンクエストシリーズ || (unknown)	22,6	no
DIFF_AUTHOR	2	doragonnaito,dragon-knight	富樫 作画 || 山口美由紀	3,1	no
DIFF_AUTHOR	2	dorei-hime,doreihime	矢萩貴子/たなはらりうら/藤本さみ/榎本由美/富沢みどり || やつき	1,4	no
DIFF_AUTHOR	2	doreiku-gang-age,doreiku	黒田高祥 || 大石普人	3,10	no
DIFF_AUTHOR	2	dororon-patsu-1982,dororon-patsu	佐藤まり子 || 室山まゆみ	1,5	no
DIFF_AUTHOR	2	douse-mou-nigerarenai-2016,douse-mou-nigerarenai	水名瀬雅良 || 一井かずみ	1,10	no
DIFF_AUTHOR	2	douu-girl,girl	武内昌美 || 早坂いあん	1,1	no
DIFF_AUTHOR	2	dragon-ball-sd,dragon-ball	オオイシナホ || 鳥山明	12,42	no
DIFF_AUTHOR	2	dragon-s-heaven-1987,dragon-s-heaven	小林誠 || 笠原夕生	1,3	no
DIFF_AUTHOR	2	dream-land,dreamland	めるへんめーかー || 原正人/LemaireReno	2,3	no
DIFF_AUTHOR	2	dream,j-dream	山岸凉子 || 塀内夏子	5,21	no
DIFF_AUTHOR	2	dreaming-1984,dreaming	野妻まゆ美 || 岡田純子	1,2	no
DIFF_AUTHOR	2	dungeon-ni-deai-o-motomeru-nowa-machigatte-iru-darouka-2,dungeon-ni-deai-o-motomerunowa-machigatteirudarouka	矢町大成 || 九二枝	6,10	no
DIFF_AUTHOR	2	edelweiss-1994,edelweiss	水野英子 || 河惣益巳	1,2	no
DIFF_AUTHOR	2	egao-no-yukue-2003,egao-no-yukue	逢沢雪名 || SalaSharon/瀧川イヴ	1,2	no
DIFF_AUTHOR	2	eien-no-0,eien-no	須本壮一 || 夏川結真	5,2	no
DIFF_AUTHOR	2	eko-eko-azarak-reborn,eko-eko-azaraku	山田J太 || 古賀新一	5,18	no
DIFF_AUTHOR	2	eleven,heaven-eleven	高橋広 || 大和田秀樹	50,5	no
DIFF_AUTHOR	2	elf-17,elf	山本貴嗣 || 石坂啓	8,2	no
DIFF_AUTHOR	2	emma-2011,emma	英洋子 || 森薫	1,10	no
DIFF_AUTHOR	2	emu-no-rakuen,wai-no-rakuen	風呂前有 || 柚乃ぺこ	1,2	no
DIFF_AUTHOR	2	emuesu-generation,tonbi-generation	中原れい || 佐柄きょうこ	2,6	no
DIFF_AUTHOR	2	enma-2025,enma	本宮ひろ志 || ののやまさき	1,8	no
DIFF_AUTHOR	2	ensemble-stars-lady-foo-star,ensemble-stars	Happy Elements株式会社/南々菜なな || 紗与イチ	2,4	no
DIFF_AUTHOR	2	erika-2008,erika	中山かつみ || 楠本哲	1,1	no
DIFF_AUTHOR	2	eris-no-seihai,erisu-no-seihai-esu	桃山ひなせ || 桂イチホ/常磐くじら	14,3	no
DIFF_AUTHOR	2	eros-survival,survival	赤坂一夫 || さいとう・たかを	3,32	no
DIFF_AUTHOR	2	escape,esukepu	桜沢エリカ || 矢沢あい	1,1	no
DIFF_AUTHOR	2	esoragoto-2015,esoragoto	雪丸もえ || usi	1,1	no
DIFF_AUTHOR	2	eureka-seven-ao-save-a-prayer,eureka-seven-ao	不動らん || 加藤雄一	2,5	no
DIFF_AUTHOR	2	f-1-club,setogiwa-club	次原隆二 || 村田順子	1,1	no
DIFF_AUTHOR	2	f-1-densetsu,tarou-densetsu	能田茂/磯田健一郎 || 藤井みつる	2,1	no
DIFF_AUTHOR	2	fabre,faburu	あべさより || 高瀬直子	1,1	no
DIFF_AUTHOR	2	faindingu-ni,finding-nemo	ほしの竜一 || (unknown)	1,4	no
DIFF_AUTHOR	2	famu-fataru,femme-fatale	シギサワカヤ || 庄司陽子	2,3	no
DIFF_AUTHOR	2	fantasy-okachimachi-2012,fantasy	御徒町鳩 || 篠有紀子	1,1	no
DIFF_AUTHOR	2	fetish-2001,fetish-fujiwara-2004	田中ユキ || 藤原薫	1,1	no
DIFF_AUTHOR	2	fight-2006,fight-for-me	佐々木潤子 || ありさか邦	1,2	no
DIFF_AUTHOR	2	fire-emblem-thracia-776-2000,fire-emblem-thracia-nanananaroku	日野慎之助 || 飛鷹ゆうき	1,1	no
DIFF_AUTHOR	2	fire,love-fire	水野英子 || 上杉可南子	9,2	no
DIFF_AUTHOR	2	first-contact-2025,first-contact	窓口基 || 森次矢尋	1,1	no
DIFF_AUTHOR	2	flag-fuji-2014,flag	藤たまき || 堀田あきお	2,5	no
DIFF_AUTHOR	2	flowers,furawazu	奥瀬サキ || 田中美菜子	2,1	no
DIFF_AUTHOR	2	forward-1999,forward	近藤和久 || 吉田雄太	1,3	no
DIFF_AUTHOR	2	fotokano,photokano-memorial-pictures	緋野孝雄 || 天空太一	4,3	no
DIFF_AUTHOR	2	fragments-2005,fragments	臣士れい || 山本直樹	1,4	no
DIFF_AUTHOR	2	freezing-zero,freezing	鄭洙哲 || 金光鉉	9,33	no
DIFF_AUTHOR	2	fudou-1992,fudou	谷村ひとし || 渡辺みちお	2,9	no
DIFF_AUTHOR	2	fujiko-efu-fujio-shounen-esuefu-tanpenshuu,fujiko-fuji-yuushounen-sf-tanpenshuu	藤子・F・不二雄 || 藤子不二雄	2,3	no
DIFF_AUTHOR	2	furansu-mado-dayori,r-6172615	田渕由美子 || 田淵由美子	1,1	no
DIFF_AUTHOR	2	fushidara-2011,fushidara	桜木さゆみ || LINDA	1,4	no
