title	kana_slug	v2_slug	new_slug	type	changed	flag
70's愛ライフ	sebunteiizu-ai-raifu	sebunteiizu-ai-raifu	sebunteiizu-ai-raifu	latin-mixed		latin混じり(別処理)
月下の一群part2	gekka-no-ichigun	gekka-no-ichigun	gekka-no-ichigun	latin-mixed		latin混じり(別処理)
12月、彼女は思う	12gatsu-kanojo-wa-omo	12gatsu-kanojo-wa-omo	12gatsu-kanojo-wa-omo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ぐるぐる迷路23	guruguru-meiro-23	guruguru-meiro-23	guruguru-meiro-23	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ポケットモンスター4コママンガ劇場	pokettomonsutaa-yonkoma-manga-gekijo	pokettomonsutaa-yonkoma-manga-gekijo	pokettomonsutaa-4-koma-manga-gekijo	音読み→数字(先頭分割)	CHANGED	
18禁別冊ストラーダもぐもぐBL	juhachikin-bessatsu-sutoraada-mogumogu-biieru	juhachikin-bessatsu-sutoraada-mogumogu-biieru	juhachikin-bessatsu-sutoraada-mogumogu-biieru	latin-mixed		latin混じり(別処理)
120%くつラヂヲ	hyakunijuppaasento-kutsu-rajiwo	hyakunijuppaasento-kutsu-rajiwo	120-paasento-kutsu-rajiwo	音読み→数字(先頭分割)	CHANGED	
1986年の夏物語	senkyuhyakuhachijurokunen-no-natsu-monogatari	senkyuhyakuhachijurokunen-no-natsu-monogatari	1986-nen-no-natsu-monogatari	音読み→数字(先頭分割)	CHANGED	
18 エイティーン	18-eiteiin	18-eiteiin	18-18	英語読み付随→数字	CHANGED	
カウントダウン7 days	kauntodaun-7-days	kauntodaun-7-days	kauntodaun-7-days	latin-mixed		latin混じり(別処理)
14歳	foteiin	foteiin	foteiin	no-segment		分かち書き無=token置換不可
100億の男	hyakuoku-no-otoko	hyakuoku-no-otoko	100-oku-no-otoko	音読み→数字(先頭分割)	CHANGED	
5年目の結婚記念日	5nenme-no-kekkon-kinenbi	5nenme-no-kekkon-kinenbi	5nenme-no-kekkon-kinenbi	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
festa! 七瀬葵20周年アニバーサリーコレクション	fesuta-nanase-aoi-nijisshunen-anibaasarii-korekushon	fesuta-nanase-aoi-nijisshunen-anibaasarii-korekushon	fesuta-nanase-aoi-nijisshunen-anibaasarii-korekushon	latin-mixed		latin混じり(別処理)
1/Nのゆらぎ	enubun-no-ichi-no-yuragi	enubun-no-ichi-no-yuragi	enubun-no-ichi-no-yuragi	latin-mixed		latin混じり(別処理)
P.M.5のパステル	piiemu-go-no-pasuteru	piiemu-go-no-pasuteru	piiemu-go-no-pasuteru	latin-mixed		latin混じり(別処理)
創立100年ギンザ小学校	soritsu-hyakunen-ginza-shogakko	soritsu-hyakunen-ginza-shogakko	soritsu-100-nen-ginza-shogakko	音読み→数字(先頭分割)	CHANGED	
ちぇんじ123	chenji-hifumi	chenji-hifumi	chenji-hifumi	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
あぁん・クレムリン　IQ200のソープ・ストーリー	aan-kuremurin	aan-kuremurin	aan-kuremurin	latin-mixed		latin混じり(別処理)
バーテンダー6stp	baatendaa-shikkusu-suteppu	baatendaa-shikkusu-suteppu	baatendaa-shikkusu-suteppu	latin-mixed		latin混じり(別処理)
1993年の日本幸福な結婚?	senkyuhyaku-kujusannen-no-nihon-kofukuna-kekkon	senkyuhyaku-kujusannen-no-nihon-kofukuna-kekkon	senkyuhyaku-kujusannen-no-nihon-kofukuna-kekkon	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
親の介護、10年め日記。	oya-no-kaigo-junenme-nikki	oya-no-kaigo-junenme-nikki	oya-no-kaigo-10-nenme-nikki	音読み→数字(先頭分割)	CHANGED	
希林館通り2	kirinkan-dori-2	kirinkan-dori-2	kirinkan-dori-2	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
28歳、初体験。	28sai-hatsutaiken	28sai-hatsutaiken	28sai-hatsutaiken	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
蟲姫2 蛭子	mushihime-tsu-ebisu	mushihime-tsu-ebisu	mushihime-2-ebisu	英語読み付随→数字	CHANGED	
17歳、キスとジレンマ	junanasai-kisu-to-jirenma	junanasai-kisu-to-jirenma	17-sai-kisu-to-jirenma	音読み→数字(先頭分割)	CHANGED	
57人の遺産相続人	gojunananin-no-i-san-sozokunin	gojunananin-no-i-san-sozokunin	57-nin-no-isan-sozokunin	音読み→数字(先頭分割)	CHANGED	
琵琶湖要塞1997	biwako-yosai-senkyuhyaku-kujushichi	biwako-yosai-senkyuhyaku-kujushichi	biwako-yosai-1997	音読み→数字	CHANGED	
15歳、プロ彼女	jugosai-purokanojo	jugosai-purokanojo	15-sai-purokanojo	音読み→数字(先頭分割)	CHANGED	
人は見た目が100パーセント	hito-wa-mitame-ga-hyakupaasento	hito-wa-mitame-ga-hyakupaasento	hito-wa-mitame-ga-100-paasento	音読み→数字(先頭分割)	CHANGED	
大原さんちの2才児をあまくみてました	ohara-sanchi-no-2saiji-wo-amaku-mitemashita	ohara-sanchi-no-2saiji-wo-amaku-mitemashita	ohara-sanchi-no-2saiji-wo-amaku-mitemashita	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
1Kアパートの王子様	1k-apaato-no-oji-sama	1k-apaato-no-oji-sama	1k-apaato-no-oji-sama	latin-mixed		latin混じり(別処理)
素人のウチが10日間で漫画原稿を完成させる話	shiroto-no-uchi-ga-10nichikan-de-manga-genko-o-kanseisaseru-hanashi	shiroto-no-uchi-ga-10nichikan-de-manga-genko-o-kanseisaseru-hanashi	shiroto-no-uchi-ga-10nichikan-de-manga-genko-o-kanseisaseru-hanashi	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ギャラクシーエンジェル2	gyarakushii-enjieru-2	gyarakushii-enjieru-2	gyarakushii-enjieru-2	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ギャラクシーエンジェル2nd	gyarakushii-enjieru-2nd	gyarakushii-enjieru-2nd	gyarakushii-enjieru-2nd	latin-mixed		latin混じり(別処理)
ギャラクシーエンジェル3rd	gyarakushii-enjieru-3rd	gyarakushii-enjieru-3rd	gyarakushii-enjieru-3rd	latin-mixed		latin混じり(別処理)
大橋裕之の1P	ohashi-hiroyuki-no-wanpii	ohashi-hiroyuki-no-wanpii	ohashi-hiroyuki-no-wanpii	latin-mixed		latin混じり(別処理)
2番目のお願いは?	nibanme-no-onegai-ha	nibanme-no-onegai-ha	2-banme-no-onegai-ha	音読み→数字(先頭分割)	CHANGED	
4丁目の植物誌	yonchome-no-shokubutsushi	yonchome-no-shokubutsushi	4-chome-no-shokubutsushi	音読み→数字(先頭分割)	CHANGED	
機動戦士ガンダムF91エターナルウインド	kido-senshi-gandamu-efukyujuichi-etaanaru-uindo	kido-senshi-gandamu-efukyujuichi-etaanaru-uindo	kido-senshi-gandamu-efukyujuichi-etaanaru-uindo	latin-mixed		latin混じり(別処理)
龍虎の拳2	ryuko-no-ken-2	ryuko-no-ken-2	ryuko-no-ken-2	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
5時から始まるヒミツの時間。	5ji-kara-hajimaru-himitsu-no-jikan	5ji-kara-hajimaru-himitsu-no-jikan	5ji-kara-hajimaru-himitsu-no-jikan	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
21世紀マンガ大賞セレクション	21seiki-manga-taisho-serekushon	21seiki-manga-taisho-serekushon	21seiki-manga-taisho-serekushon	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
100万の命の上に俺は立っている	hyakuman-no-inochi-no-ue-ni-ore-wa-tatte-iru	hyakuman-no-inochi-no-ue-ni-ore-wa-tatte-iru	100-man-no-inochi-no-ue-ni-ore-wa-tatte-iru	音読み→数字(先頭分割)	CHANGED	
トリニティセブン 7人の魔書使い	torinitei-sebun-shichinin-no-masho-tsukai	torinitei-sebun-shichinin-no-masho-tsukai	torinitei-7-shichinin-no-masho-tsukai	英語読み付随→数字	CHANGED	
トリニティセブン 7人の魔書使い コミックアンソロジー	torinitei-sebun-shichinin-no-mashotsukai-komikku-ansorojii	torinitei-sebun-shichinin-no-mashotsukai-komikku-ansorojii	torinitei-7-shichinin-no-mashotsukai-komikku-ansorojii	英語読み付随→数字	CHANGED	
100のしっぽ物語	hyaku-no-shippo-monogatari	hyaku-no-shippo-monogatari	100-no-shippo-monogatari	音読み→数字	CHANGED	
アキラno. 2	akira-nanbaa-tsu	akira-nanbaa-tsu	akira-nanbaa-tsu	latin-mixed		latin混じり(別処理)
アキラNo.2	akira-nanbaa-2	akira-nanbaa-2	akira-nanbaa-2	latin-mixed		latin混じり(別処理)
ドロねこ9	doroneko-nain	doroneko-nain	doroneko-9	英語読み付随→数字	CHANGED	
パチスロ115番街	pachisuro-hyakujugobangai	pachisuro-hyakujugobangai	pachisuro-115-bangai	音読み→数字(先頭分割)	CHANGED	
アップセット15	appu-setto-fifuteiin	appu-setto-fifuteiin	appu-setto-15	英語読み付随→数字	CHANGED	
ぴーひょろ一家20XX	piihyoro-ikka-nisen-ekkusuekkusu	piihyoro-ikka-nisen-ekkusuekkusu	piihyoro-ikka-nisen-ekkusuekkusu	latin-mixed		latin混じり(別処理)
3人とひとり	3nin-to-hitori	3nin-to-hitori	3nin-to-hitori	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ギャグ1ダース	gyagu-ichidaasu	gyagu-ichidaasu	gyagu-1-daasu	音読み→数字(先頭分割)	CHANGED	
うみねこのなく頃にepisode 4	umineko-no-naku-koro-ni-episode-4	umineko-no-naku-koro-ni-episode-4	umineko-no-naku-koro-ni-episode-4	latin-mixed		latin混じり(別処理)
22/7+α	nanabunnonijuni-purasu-arufa	nanabunnonijuni-purasu-arufa	7-bunnonijuni-purasu-arufa	音読み→数字(先頭分割) ; 訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
AKB49 恋愛禁止条例	eekeebii-yonjukyu-renai-kinshi-jorei	eekeebii-yonjukyu-renai-kinshi-jorei	eekeebii-yonjukyu-renai-kinshi-jorei	latin-mixed		latin混じり(別処理)
1/2000秒ドリーミング	nisenbun-no-ichibyo-doriimingu	nisenbun-no-ichibyo-doriimingu	2000-bun-no-1-byo-doriimingu	音読み→数字(先頭分割)	CHANGED	
1/2ウエディング	nibunnoichi-uedingu	nibunnoichi-uedingu	2-bunnoichi-uedingu	音読み→数字(先頭分割) ; 訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
1/2エンゲージ	nibunnoichi-engeeji	nibunnoichi-engeeji	2-bunnoichi-engeeji	音読み→数字(先頭分割) ; 訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
1/2セレモニー	nibunnoichi-seremonii	nibunnoichi-seremonii	2-bunnoichi-seremonii	音読み→数字(先頭分割) ; 訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
1/2ハネムーン	nibunnoichi-hanemun	nibunnoichi-hanemun	2-bunnoichi-hanemun	音読み→数字(先頭分割) ; 訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
いたずらな24時	itazurana-24ji	itazurana-24ji	itazurana-24ji	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
プリンセスVer.1	purinsesu-ver-1	purinsesu-ver-1	purinsesu-ver-1	latin-mixed		latin混じり(別処理)
1千万の恋人	1senman-no-koibito	1senman-no-koibito	1senman-no-koibito	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
デザートセレクション 10分でモテ子になる6つの方法	dezaato-serekushon-juppun-de-moteko-ni-naru-muttsu-no-hoho	dezaato-serekushon-juppun-de-moteko-ni-naru-muttsu-no-hoho	dezaato-serekushon-10-pun-de-moteko-ni-naru-muttsu-no-hoho	音読み→数字(先頭分割) ; 訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
思いっきりキレイになる7つの方法	omoikkiri-kirei-ni-naru-7tsu-no-hoho	omoikkiri-kirei-ni-naru-7tsu-no-hoho	omoikkiri-kirei-ni-naru-7tsu-no-hoho	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
1Kアパートの恋	1k-apaato-no-koi	1k-apaato-no-koi	1k-apaato-no-koi	latin-mixed		latin混じり(別処理)
キスまでの13センチ	kisu-made-no-ju-san-senchi	kisu-made-no-ju-san-senchi	kisu-made-no-13-senchi	音読み→数字	CHANGED	
わりとよくある男子校的恋愛事情2	warito-yokuaru-danshiko-teki-renai-jijo-tsu	warito-yokuaru-danshiko-teki-renai-jijo-tsu	warito-yokuaru-danshiko-teki-renai-jijo-2	英語読み付随→数字	CHANGED	
（16）バージンロード	shikkusuteiin-baajin-rodo	shikkusuteiin-baajin-rodo	16-baajin-rodo	英語読み付随→数字	CHANGED	
（18）バージンロード	18-baajin-rodo	18-baajin-rodo	18-baajin-rodo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
コマンダー0	komandaa-zero	komandaa-zero	komandaa-0	音読み→数字	CHANGED	
スポーツマン金太郎 第1章	supotsuman-kintaro-daiissho	supotsuman-kintaro-daiissho	supotsuman-kintaro-daiissho	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
スポーツマン金太郎 第2章	supotsuman-kintaro-dainisho	supotsuman-kintaro-dainisho	supotsuman-kintaro-dainisho	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
背番号0	sebango-0	sebango-0	sebango-0	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
背番号0 学年誌版	sebango0gakunenshiban	sebango0gakunenshiban	sebango0gakunenshiban	no-segment		分かち書き無=token置換不可
背番号0 野球少年版	sebango-zero-yakyu-shonenban	sebango-zero-yakyu-shonenban	sebango-0-yakyu-shonenban	音読み→数字	CHANGED	
背番号0 野球少年版 後編	zebangozeroyakyushonenban	zebangozeroyakyushonenban	zebangozeroyakyushonenban	no-segment		分かち書き無=token置換不可
背番号0 野球少年版 前編	sebango-zero-yakyu-shonenban-zenpen	sebango-zero-yakyu-shonenban-zenpen	sebango-0-yakyu-shonenban-zenpen	音読み→数字	CHANGED	
背番号0物語	se-bango-zero-monogatari	se-bango-zero-monogatari	se-bango-0-monogatari	音読み→数字	CHANGED	
1/250秒の恋人	nihyakugojubunnoichi-byo-no-koibito	nihyakugojubunnoichi-byo-no-koibito	250-bunnoichi-byo-no-koibito	音読み→数字(先頭分割) ; 訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
3色♪シグナル	sanshoku-shigunaru	sanshoku-shigunaru	3-shoku-shigunaru	音読み→数字(先頭分割)	CHANGED	
となりの801ちゃん	tonari-no-801-chan	tonari-no-801-chan	tonari-no-801chan	訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
よりぬきとなりの801ちゃん	yorinuki-tonari-no-801-chan	yorinuki-tonari-no-801-chan	yorinuki-tonari-no-801chan	訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
極道も泣いた!8匹のハチ公物語	gokudo-mo-naita-happiki-no-hachiko-monogatari	gokudo-mo-naita-happiki-no-hachiko-monogatari	gokudo-mo-naita-8-piki-no-hachiko-monogatari	音読み→数字(先頭分割)	CHANGED	
悪1013	akuto-ichimi	akuto-ichimi	akuto-ichimi	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
01	zerowan	zerowan	zerowan	no-segment		分かち書き無=token置換不可
2人のCEOとハイヒール	2ri-no-ceo-to-haihiiru	2ri-no-ceo-to-haihiiru	2ri-no-ceo-to-haihiiru	latin-mixed		latin混じり(別処理)
チャンネル・0	channeru-rabu	channeru-rabu	channeru-rabu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ギルティ2	girutei-tsu	girutei-tsu	girutei-2	英語読み付随→数字	CHANGED	
ギルティ3	girutei-surii	girutei-surii	girutei-3	英語読み付随→数字	CHANGED	
私、29歳お一人様。	watakushi-29sai-ohitori-sama	watakushi-29sai-ohitori-sama	watakushi-29sai-ohitorisama	訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
ストリートファイターZERO2 4コマギャグバトル	sutoriito-faitaa-zero-tsu-yonkoma-gyagu-batoru	sutoriito-faitaa-zero-tsu-yonkoma-gyagu-batoru	sutoriito-faitaa-zero-tsu-yonkoma-gyagu-batoru	latin-mixed		latin混じり(別処理)
2人目、どうする?	futarime-dosuru	futarime-dosuru	futarime-dosuru	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ボーダー66	bodaa-shikkusuteishikkusu	bodaa-shikkusuteishikkusu	bodaa-66	英語読み付随→数字	CHANGED	
女子刑務所に2度入りました	joshi-keimusho-ni-nido-hairimashita	joshi-keimusho-ni-nido-hairimashita	joshi-keimusho-2-nido-hairimashita	音読み→数字	CHANGED	
コミコミ5万でどれだけ海外旅行を楽しめるのか!?	komikomi-goman-de-doredake-kaigai-ryoko-o-tanoshimeru-noka	komikomi-goman-de-doredake-kaigai-ryoko-o-tanoshimeru-noka	komikomi-5-man-de-doredake-kaigai-ryoko-o-tanoshimeru-noka	音読み→数字(先頭分割)	CHANGED	
東京23区女ひとり風呂	tokyo-nijusanku-onna-hitoriburo	tokyo-nijusanku-onna-hitoriburo	tokyo-23-ku-onna-hitoriburo	音読み→数字(先頭分割)	CHANGED	
最高の結婚500	saiko-no-kekkon-gohyaku	saiko-no-kekkon-gohyaku	saiko-no-kekkon-500	音読み→数字	CHANGED	
0マン	zeroman	zeroman	zeroman	no-segment		分かち書き無=token置換不可
サブマリン707	sabumarin-nanamarunana	sabumarin-nanamarunana	sabumarin-nanamarunana	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
サブマリン707F	sabumarin-nanamarunana-fuyujon	sabumarin-nanamarunana-fuyujon	sabumarin-nanamarunana-fuyujon	latin-mixed		latin混じり(別処理)
サブマリン707レジェンドBOX	sabumarin-nanamarunana-rejiendo-bokkusu	sabumarin-nanamarunana-rejiendo-bokkusu	sabumarin-nanamarunana-rejiendo-bokkusu	latin-mixed		latin混じり(別処理)
青の6号	ao-no-rokugo	ao-no-rokugo	ao-no-6-go	音読み→数字(先頭分割)	CHANGED	
かろりのつやごとSeason2	karori-no-tsuyagoto-shiizun-tsu	karori-no-tsuyagoto-shiizun-tsu	karori-no-tsuyagoto-shiizun-tsu	latin-mixed		latin混じり(別処理)
モレンジャー5	morenjaa-faibu	morenjaa-faibu	morenjaa-5	英語読み付随→数字	CHANGED	
妄想トラッカー8823	moso-torakkaa-8823	moso-torakkaa-8823	moso-torakkaa-8823	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
〔○被〕警察24時+	hi-keisatsu-nijuyoji-purasu	hi-keisatsu-nijuyoji-purasu	hi-keisatsu-nijuyoji-purasu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
3番目の彼氏	3banme-no-kareshi	3banme-no-kareshi	3banme-no-kareshi	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
777	surii-sebun	surii-sebun	surii-sebun	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
キスまで徒歩2秒	kisu-made-toho-nibyo	kisu-made-toho-nibyo	kisu-made-toho-2-byo	音読み→数字(先頭分割)	CHANGED	
10歳かあさん	jissai-kaa-san	jissai-kaa-san	10-sai-kaasan	音読み→数字(先頭分割)	CHANGED	
365・super color	sanbyaku-rokujugo-supaa-karaa	sanbyaku-rokujugo-supaa-karaa	sanbyaku-rokujugo-supaa-karaa	latin-mixed		latin混じり(別処理)
365・super color+plus	sanbyaku-rokujugo-supaa-karaa-purasu	sanbyaku-rokujugo-supaa-karaa-purasu	sanbyaku-rokujugo-supaa-karaa-purasu	latin-mixed		latin混じり(別処理)
ウルトラマン80宇宙大戦争	urutoraman-80-uchu-daisenso	urutoraman-80-uchu-daisenso	urutoraman-80-uchu-daisenso	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
新・第3次世界大戦	shin-dai-sanji-sekai-taisen	shin-dai-sanji-sekai-taisen	shin-dai-3-ji-sekai-taisen	音読み→数字(先頭分割)	CHANGED	
罪×10	juzai	juzai	juzai	no-segment		分かち書き無=token置換不可
365歩のマーチ	sanbyaku-rokujugoho-no-maachi	sanbyaku-rokujugoho-no-maachi	sanbyaku-rokujugoho-no-maachi	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
オーバーレブ!90's	obaa-rebu-nainteiizu	obaa-rebu-nainteiizu	obaa-rebu-nainteiizu	latin-mixed		latin混じり(別処理)
バーキッツヴィル7	baakittsuviru-7	baakittsuviru-7	baakittsuviru-7	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ダーリンは55歳	daarin-wa-55sai	daarin-wa-55sai	daarin-wa-55sai	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
はるか17	haruka-17	haruka-17	haruka-17	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
8番目の罪	8banme-no-tsumi	8banme-no-tsumi	8banme-no-tsumi	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
アリスと3人のふたご	arisutosanninnofutago	arisutosanninnofutago	arisutosanninnofutago	no-segment		分かち書き無=token置換不可
午前2時の丘	gozen-niji-no-oka	gozen-niji-no-oka	gozen-2-ji-no-oka	音読み→数字(先頭分割)	CHANGED	
203号室の尽子さん	203goshitsu-no-jinko-san	203goshitsu-no-jinko-san	203goshitsu-no-jinkosan	訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
魔導士LV99は空気が読めない	madoshi-reberu-kyujukyu-wa-kuki-ga-yomenai	madoshi-reberu-kyujukyu-wa-kuki-ga-yomenai	madoshi-reberu-kyujukyu-wa-kuki-ga-yomenai	latin-mixed		latin混じり(別処理)
春美120％	harumi-hyakunijippaasento	harumi-hyakunijippaasento	harumi-120-paasento	音読み→数字(先頭分割)	CHANGED	
アフター0	afutaa-zero	afutaa-zero	afutaa-0	音読み→数字	CHANGED	
アフター0 Neo	afutaa-0-neo	afutaa-0-neo	afutaa-0-neo	latin-mixed		latin混じり(別処理)
岡崎二郎SF短編集ビフォー60	okazaki-jiro-esuefu-tanpenshu-bifo-shikkusuteii	okazaki-jiro-esuefu-tanpenshu-bifo-shikkusuteii	okazaki-jiro-esuefu-tanpenshu-bifo-shikkusuteii	latin-mixed		latin混じり(別処理)
こいつら100%伝説	koitsura-hyakupaasento-densetsu	koitsura-hyakupaasento-densetsu	koitsura-100-paasento-densetsu	音読み→数字(先頭分割)	CHANGED	
OZ2の魔法使い	ozuozu-no-mahotsukai	ozuozu-no-mahotsukai	ozuozu-no-mahotsukai	latin-mixed		latin混じり(別処理)
丹波哲郎の大霊界2	tanba-tetsuro-no-daireikai-tsu	tanba-tetsuro-no-daireikai-tsu	tanba-tetsuro-no-daireikai-2	英語読み付随→数字	CHANGED	
テンホーの第3の足	tenho-no-dai-san-no-ashi	tenho-no-dai-san-no-ashi	tenho-no-daisan-no-ashi	訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
レベル4	reberu-4	reberu-4	reberu-4	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
21世紀の流れ星	21seiki-no-nagareboshi	21seiki-no-nagareboshi	21seiki-no-nagareboshi	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
銀河鉄道999 ANOTHER STORYアルティメットジャーニー	ginga-tetsudo-suriinain-anazaa-sutorii-aruteimetto-jaanii	ginga-tetsudo-suriinain-anazaa-sutorii-aruteimetto-jaanii	ginga-tetsudo-suriinain-anazaa-sutorii-aruteimetto-jaanii	latin-mixed		latin混じり(別処理)
1000日のディアナ	1000nichi-no-diana	1000nichi-no-diana	1000nichi-no-diana	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ポケモンルビー・サファイア2コマまんが全集	pokemon-rubii-safaia-2koma-manga-zenshu	pokemon-rubii-safaia-2koma-manga-zenshu	pokemon-rubii-safaia-2koma-manga-zenshu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
1と2	ichi-to-ni	ichi-to-ni	1-to-2	音読み→数字	CHANGED	
フロイト1/2	furoito-nibunnoichi	furoito-nibunnoichi	furoito-2-bunnoichi	音読み→数字(先頭分割) ; 訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
アニマル1	animaru-1	animaru-1	animaru-1	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
猫的生活12か月	nekoteki-seikatsu-junikagetsu	nekoteki-seikatsu-junikagetsu	nekoteki-seikatsu-12-kagetsu	音読み→数字(先頭分割)	CHANGED	
6番目の殺人	6banme-no-satsujin	6banme-no-satsujin	6banme-no-satsujin	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
S60チルドレン	showa-shikkusutei-chirudoren	showa-shikkusutei-chirudoren	showa-shikkusutei-chirudoren	latin-mixed		latin混じり(別処理)
KING OF PRISM by PrettyRhythm 4コマアンソロジー ゴールデンエイジ編	kingu-obu-purizumu-bai-puritei-rizumu-yonkoma-ansorojii	kingu-obu-purizumu-bai-puritei-rizumu-yonkoma-ansorojii	kingu-obu-purizumu-bai-puritei-rizumu-yonkoma-ansorojii	latin-mixed		latin混じり(別処理)
探偵ヤマトナデシコ[2]	tantei-yamato-nadeshiko-2	tantei-yamato-nadeshiko-2	tantei-yamato-nadeshiko-2	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
5年ひばり組傑作選	gonen-hibarigumi-kessakusen	gonen-hibarigumi-kessakusen	5-nen-hibarigumi-kessakusen	音読み→数字(先頭分割)	CHANGED	
ミキストリ2	mikisutori-2	mikisutori-2	mikisutori-2	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
2人暮らし	futari-gurashi	futari-gurashi	futari-gurashi	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
欲望のままに生きるのをやめたら、2ケ月で12kgやせてました	yokubo-no-mama-ni-ikiru-no-yametara-nikagetsu-de-junikiroguramu-yasetemashita	yokubo-no-mama-ni-ikiru-no-yametara-nikagetsu-de-junikiroguramu-yasetemashita	yokubo-no-mama-ni-ikiru-no-yametara-nikagetsu-de-junikiroguramu-yasetemashita	latin-mixed		latin混じり(別処理)
25時のバカンス	25ji-no-bakansu	25ji-no-bakansu	25ji-no-bakansu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
5月の不思議	5gatsu-no-fushigi	5gatsu-no-fushigi	5gatsu-no-fushigi	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
