title	kana_slug	v2_slug	new_slug	type	changed	flag
がんばれゴエモン3	ganbare-goemon-surii	ganbare-goemon-surii	ganbare-goemon-3	英語読み付随→数字	CHANGED	
特命リサーチ200X	tokumei-risaachi-200x	tokumei-risaachi-200x	tokumei-risaachi-200x	latin-mixed		latin混じり(別処理)
東京直下型地震M8	tokyo-chokkagata-jishin-m8	tokyo-chokkagata-jishin-m8	tokyo-chokkagata-jishin-m8	latin-mixed		latin混じり(別処理)
W1ララバイ	daburu-wan-rarabai	daburu-wan-rarabai	daburu-wan-rarabai	latin-mixed		latin混じり(別処理)
甘い生活2nd season	amai-seikatsu-2nd-season	amai-seikatsu-2nd-season	amai-seikatsu-2nd-season	latin-mixed		latin混じり(別処理)
「スキ!」まで0秒	suki-made-zerobyo	suki-made-zerobyo	suki-made-0-byo	音読み→数字(先頭分割)	CHANGED	
「スキ!」まで0秒おかわりっ	suki-made-zerobyo-okawaritsu	suki-made-zerobyo-okawaritsu	suki-made-0-byo-okawaritsu	音読み→数字(先頭分割)	CHANGED	
16歳、はつ恋	jurokusai-hatsukoi	jurokusai-hatsukoi	16-sai-hatsukoi	音読み→数字(先頭分割)	CHANGED	
21時の女	21ji-no-onna	21ji-no-onna	21ji-no-onna	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ラブ2ポーション	rabu-2-poshon	rabu-2-poshon	rabu-2-poshon	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
3本つっこみ道場	sanbon-tsukkomi-dojo	sanbon-tsukkomi-dojo	3-bon-tsukkomi-dojo	音読み→数字(先頭分割)	CHANGED	
Splatoonイカすキッズ4コマフェス	supuratoun-ikasu-kizzu-yonkoma-fesu	supuratoun-ikasu-kizzu-yonkoma-fesu	supuratoun-ikasu-kizzu-yonkoma-fesu	latin-mixed		latin混じり(別処理)
まんがで発見!たまごっち爆笑4コマ劇場	manga-de-hakken-tamagotchi-4koma-gekijo	manga-de-hakken-tamagotchi-4koma-gekijo	manga-de-hakken-tamagotchi-4koma-gekijo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
火の鳥2772	hi-no-tori-2772	hi-no-tori-2772	hi-no-tori-2772	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
13日の御茶漬海苔	ju-san-nichi-no-ochazukenori	ju-san-nichi-no-ochazukenori	13-nichi-no-ochazukenori	音読み→数字	CHANGED	
殺人ダイヤル9999	satsujin-daiyaru-kyukyukyukyukyu	satsujin-daiyaru-kyukyukyukyukyu	satsujin-daiyaru-kyukyukyukyukyu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
5つのハジメテ	itsutsu-no-hajimete	itsutsu-no-hajimete	itsutsu-no-hajimete	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
アリス微熱38℃	arisu-binetsu-38doc	arisu-binetsu-38doc	arisu-binetsu-38doc	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
オトメ・花嫁・16歳	otome-hanayome-jurokusai	otome-hanayome-jurokusai	otome-hanayome-16-sai	音読み→数字(先頭分割)	CHANGED	
オトメ・花嫁・17歳	otome-hanayome-junanasai	otome-hanayome-junanasai	otome-hanayome-17-sai	音読み→数字(先頭分割)	CHANGED	
ブラッディ・マンディ Season2	buraddeimandishiizuntsu	buraddeimandishiizuntsu	buraddeimandishiizuntsu	latin-mixed		latin混じり(別処理)
花嫁さまは16歳	hanayome-sama-wa-16sai	hanayome-sama-wa-16sai	hanayomesama-wa-16sai	訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
仮面ライダー11戦記	kamen-raidaa-irebun-senki	kamen-raidaa-irebun-senki	kamen-raidaa-11-senki	英語読み付随→数字	CHANGED	
仮面ライダー決死戦7人ライダー	kamen-raidaa-kesshisen-7nin-raidaa	kamen-raidaa-kesshisen-7nin-raidaa	kamen-raidaa-kesshisen-7nin-raidaa	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
15明刹工業高校ラグビー部	15-meisetsu-kogyo-koko-ragubiibu	15-meisetsu-kogyo-koko-ragubiibu	15-meisetsu-kogyo-koko-ragubiibu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
9時から5時までの恋人	kuji-kara-goji-made-no-koibito	kuji-kara-goji-made-no-koibito	9-ji-kara-5-ji-made-no-koibito	音読み→数字(先頭分割)	CHANGED	
100億の星の中でも	hyakuoku-no-hoshi-no-naka-demo	hyakuoku-no-hoshi-no-naka-demo	100-oku-no-hoshi-no-naka-demo	音読み→数字(先頭分割)	CHANGED	
卒業までの1000日	sotsugyo-madeno-issennichi	sotsugyo-madeno-issennichi	sotsugyo-madeno-issennichi	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
中3の夏	chu-san-no-natsu	chu-san-no-natsu	chusan-no-natsu	訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
プロ野球剛球エース9番勝負!!	puro-yakyu-gokyu-eesu-kyuban-shobu	puro-yakyu-gokyu-eesu-kyuban-shobu	puro-yakyu-gokyu-eesu-9-ban-shobu	音読み→数字(先頭分割)	CHANGED	
プロ野球日本シリーズ9番勝負!!	puro-yakyu-nihon-shiriizu-kyuban-shobu	puro-yakyu-nihon-shiriizu-kyuban-shobu	puro-yakyu-nihon-shiriizu-9-ban-shobu	音読み→数字(先頭分割)	CHANGED	
ナンバー2物語	nanbaa-2-monogatari	nanbaa-2-monogatari	nanbaa-2-monogatari	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
2年7組❤女ともだち	ninen-nanakumi-onna-tomodachi	ninen-nanakumi-onna-tomodachi	2-nen-7-kumi-onna-tomodachi	音読み→数字(先頭分割)	CHANGED	
クレドーリア621年	kuredoria-621nen	kuredoria-621nen	kuredoria-621nen	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
21世紀の君へ	21seiki-no-kimi-e	21seiki-no-kimi-e	21seiki-no-kimi-e	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
月曜日は2限から	getsuyobi-wa-2gen-kara	getsuyobi-wa-2gen-kara	getsuyobi-wa-2gen-kara	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
わたしが愛した9つの秘密	watashi-ga-aishita-kokonotsu-no-himitsu	watashi-ga-aishita-kokonotsu-no-himitsu	watashi-ga-aishita-kokonotsu-no-himitsu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
30歳で「性別が、ない!」と判明した俺がアラフィフになってわかったこと。	sanjissai-de-seibetsu-ga-nai-to-hanmei-shita-ore-ga-arafifu-ni-natte-wakatta-koto	sanjissai-de-seibetsu-ga-nai-to-hanmei-shita-ore-ga-arafifu-ni-natte-wakatta-koto	30-sai-de-seibetsu-ga-nai-to-hanmei-shita-ore-ga-arafifu-ni-natte-wakatta-koto	音読み→数字(先頭分割)	CHANGED	
31歳地味眼鏡OLさん	sanjuissai-jimi-megane-oeru-san	sanjuissai-jimi-megane-oeru-san	sanjuissai-jimi-megane-oeru-san	latin-mixed		latin混じり(別処理)
山中寮E館215号	yamanaka-ryo-ekan-215go	yamanaka-ryo-ekan-215go	yamanaka-ryo-ekan-215go	latin-mixed		latin混じり(別処理)
12月生まれの少年	12gatsu-umare-no-shonen	12gatsu-umare-no-shonen	12gatsu-umare-no-shonen	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ファイアーエムブレム トラキア776	faiaa-emuburemu-torakia-776	faiaa-emuburemu-torakia-776	faiaa-emuburemu-torakia-776	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
8マンvs(バーサス)サイボーグ009	eitoman-baasasu-saibogu-zerozeronain	eitoman-baasasu-saibogu-zerozeronain	eitoman-baasasu-saibogu-zerozeronain	latin-mixed		latin混じり(別処理)
サイボーグ009太平洋の亡霊	saibogu-zerozeronain-taiheiyo-no-borei	saibogu-zerozeronain-taiheiyo-no-borei	saibogu-zerozeronain-taiheiyo-no-borei	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
裏アカ男子は抱かれたい攻め様No. 1に××されたい	ura-aka-danshi-wa-dakaretai-seme-sama-nanbaa-wan-ni-saretai	ura-aka-danshi-wa-dakaretai-seme-sama-nanbaa-wan-ni-saretai	ura-aka-danshi-wa-dakaretai-seme-sama-nanbaa-wan-ni-saretai	latin-mixed		latin混じり(別処理)
裏アカ男子は抱かれたい攻め様No.1にXXされたい	ura-aka-danshi-wa-dakaretai-seme-sama-nanbaa-wan-ni-saretai	ura-aka-danshi-wa-dakaretai-seme-sama-nanbaa-wan-ni-saretai	ura-aka-danshi-wa-dakaretai-seme-sama-nanbaa-wan-ni-saretai	latin-mixed		latin混じり(別処理)
1月のプリュヴィオーズ	1gatsu-no-puryuviozu	1gatsu-no-puryuviozu	1gatsu-no-puryuviozu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
2×2チャンネル	tsu-bai-tsu-channeru	tsu-bai-tsu-channeru	2-bai-tsu-channeru	英語読み付随→数字	CHANGED	
桜町4丁目ものがたり	sakuracho-yonchome-monogatari	sakuracho-yonchome-monogatari	sakuracho-4-chome-monogatari	音読み→数字(先頭分割)	CHANGED	
新12の結婚物語	shin-12-no-kekkon-monogatari	shin-12-no-kekkon-monogatari	shin-12-no-kekkon-monogatari	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
1月の輪舞	ichigatsu-no-rondo	ichigatsu-no-rondo	1-gatsu-no-rondo	音読み→数字(先頭分割)	CHANGED	
アニメ95.2	anime-952	anime-952	anime-952	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
エンゼルゲーム2リバース	enzeru-geemu-tsu-ribaasu	enzeru-geemu-tsu-ribaasu	enzeru-geemu-2-ribaasu	英語読み付随→数字	CHANGED	
高機動幻想ガンパレード・マーチ 4コママンガ劇場	kokido-genso-ganpareedo-maachi-yonkoma-manga-gekijo	kokido-genso-ganpareedo-maachi-yonkoma-manga-gekijo	kokido-genso-ganpareedo-maachi-4-koma-manga-gekijo	音読み→数字(先頭分割)	CHANGED	
キミはそのときケモノになる もっと×2	kimi-wa-sonotoki-kemono-ni-naru-motto-motto	kimi-wa-sonotoki-kemono-ni-naru-motto-motto	kimi-wa-sonotoki-kemono-2-naru-motto-motto	音読み→数字	CHANGED	
キミはそのときケモノになる もっと×3	kimi-wa-sonotoki-kemono-ni-naru-motto-motto-motto	kimi-wa-sonotoki-kemono-ni-naru-motto-motto-motto	kimi-wa-sonotoki-kemono-ni-naru-motto-motto-motto	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
キミはそのときケモノになる もっと×4	kimi-wa-sonotoki-kemono-ni-naru-motto-motto-motto-motto	kimi-wa-sonotoki-kemono-ni-naru-motto-motto-motto-motto	kimi-wa-sonotoki-kemono-ni-naru-motto-motto-motto-motto	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
TVアニメ「ペルソナ4ザ・ゴールデン」電撃コミックアンソロジー	terebi-anime-perusona-fo-za-goruden-dengeki-komikku-ansorojii	terebi-anime-perusona-fo-za-goruden-dengeki-komikku-ansorojii	terebi-anime-perusona-fo-za-goruden-dengeki-komikku-ansorojii	latin-mixed		latin混じり(別処理)
ペルソナ3	perusona-surii	perusona-surii	perusona-3	英語読み付随→数字	CHANGED	
ペルソナ3ポータブル電撃コミックアンソロジー	perusona-surii-potaburu-dengeki-komikku-ansorojii	perusona-surii-potaburu-dengeki-komikku-ansorojii	perusona-3-potaburu-dengeki-komikku-ansorojii	英語読み付随→数字	CHANGED	
ペルソナ3電撃コミックアンソロジー	perusona-surii-dengeki-komikku-ansorojii	perusona-surii-dengeki-komikku-ansorojii	perusona-3-dengeki-komikku-ansorojii	英語読み付随→数字	CHANGED	
ペルソナ4	perusona-fo	perusona-fo	perusona-4	英語読み付随→数字	CHANGED	
ペルソナ4ザ・ゴールデン電撃コミックアンソロジー	perusona-fo-za-goruden-dengeki-komikku-ansorojii	perusona-fo-za-goruden-dengeki-komikku-ansorojii	perusona-4-za-goruden-dengeki-komikku-ansorojii	英語読み付随→数字	CHANGED	
ペルソナ4ジ・アルティメットインマヨナカアリーナ電撃コミックアンソロジー	perusona-fo-ji-aruteimetto-in-mayonaka-ariina-dengeki-komikku-ansorojii	perusona-fo-ji-aruteimetto-in-mayonaka-ariina-dengeki-komikku-ansorojii	perusona-4-ji-aruteimetto-in-mayonaka-ariina-dengeki-komikku-ansorojii	英語読み付随→数字	CHANGED	
劇場版「ペルソナ3」電撃コミックアンソロジー	gekijoban-perusona-surii-dengeki-komikku-ansorojii	gekijoban-perusona-surii-dengeki-komikku-ansorojii	gekijoban-perusona-3-dengeki-komikku-ansorojii	英語読み付随→数字	CHANGED	
1/2の悪魔	nibun-no-ichi-no-akuma	nibun-no-ichi-no-akuma	2-bun-no-1-no-akuma	音読み→数字(先頭分割) ; 音読み→数字	CHANGED	
1000分の1	1000bun-no-1	1000bun-no-1	1000bun-no-1	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
感動ラブストーリー100p長編ベスト5	kando-rabu-sutorii-100peeji-chohen-besuto-5	kando-rabu-sutorii-100peeji-chohen-besuto-5	kando-rabu-sutorii-100peeji-chohen-besuto-5	latin-mixed		latin混じり(別処理)
ロックマン4コマ大行進	rokkuman-yonkoma-daikoshin	rokkuman-yonkoma-daikoshin	rokkuman-4-koma-daikoshin	音読み→数字(先頭分割)	CHANGED	
なんでも解決!?110番	nandemo-kaiketsu-110ban	nandemo-kaiketsu-110ban	nandemo-kaiketsu-110ban	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
東京発25時04分	tokyohatsu-24ji-05fun	tokyohatsu-24ji-05fun	tokyohatsu-24ji-05fun	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
6代目日ペンの美子ちゃん	rokudaime-nippen-no-miko-chan	rokudaime-nippen-no-miko-chan	6-daime-nippen-no-mikochan	音読み→数字(先頭分割)	CHANGED	
5時から0時まで	5ji-kara-0ji-made	5ji-kara-0ji-made	5ji-kara-0ji-made	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ごくろう3	gokuro-san	gokuro-san	gokuro-san	no-segment		分かち書き無=token置換不可
ワイルド7	wairudo-sebun	wairudo-sebun	wairudo-7	英語読み付随→数字	CHANGED	
ワイルド7 1969	wairudo-sevun-senkyuhyakurokujukyu	wairudo-sevun-senkyuhyakurokujukyu	wairudo-7-1969	英語読み付随→数字 ; 音読み→数字	CHANGED	
ワイルド7 1970-71	wairudo-sevun-senkyuhyakunanaju-nanajuichi	wairudo-sevun-senkyuhyakunanaju-nanajuichi	wairudo-7-1970-71	英語読み付随→数字 ; 音読み→数字	CHANGED	
ワイルド7 1972	wairudo-sevun-senkyuhyakunanajuni	wairudo-sevun-senkyuhyakunanajuni	wairudo-7-1972	英語読み付随→数字 ; 音読み→数字	CHANGED	
ワイルド7 1973-74	wairudo-sevun-senkyuhyakunanaju-san-nanajuyon	wairudo-sevun-senkyuhyakunanaju-san-nanajuyon	wairudo-7-1973-74	英語読み付随→数字 ; 音読み→数字	CHANGED	
ワイルド7 R	wairudo-7-ritaanzu	wairudo-7-ritaanzu	wairudo-7-ritaanzu	latin-mixed		latin混じり(別処理)
ワイルド7イラストレーションズ	wairudo-sevun-irasutoreeshonzu	wairudo-sevun-irasutoreeshonzu	wairudo-7-irasutoreeshonzu	英語読み付随→数字	CHANGED	
死者の4日間	shisha-no-yokkakan	shisha-no-yokkakan	4-sha-no-yokkakan	音読み→数字(先頭分割)	CHANGED	
新ワイルド7	shinwairudo7	shinwairudo7	shinwairudo7	no-segment		分かち書き無=token置換不可
続・新ワイルド7	zoku-shin-wairudo7	zoku-shin-wairudo7	zoku-shin-wairudo7	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
タケコさんの恋人21	takeko-san-no-koibito-21	takeko-san-no-koibito-21	takekosan-no-koibito-21	訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
〔√3〕	ruto-3	ruto-3	ruto-3	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
メープルハイツ#201	meepuru-haitsu-nihyakuichi	meepuru-haitsu-nihyakuichi	meepuru-haitsu-201	音読み→数字	CHANGED	
メープルハイツ#202	meepuru-haitsu-nihyakuni	meepuru-haitsu-nihyakuni	meepuru-haitsu-202	音読み→数字	CHANGED	
エメラルドドラゴン4コマギャグBomb!	emerarudo-doragon-yonkoma-gyagu-bon	emerarudo-doragon-yonkoma-gyagu-bon	emerarudo-doragon-yonkoma-gyagu-bon	latin-mixed		latin混じり(別処理)
スーパーマリオ 4コマ大行進	supaa-mario-yonkoma-dai-koshin	supaa-mario-yonkoma-dai-koshin	supaa-mario-4-koma-dai-koshin	音読み→数字(先頭分割)	CHANGED	
スーパーマリオ64	supaa-mario-rokujushi	supaa-mario-rokujushi	supaa-mario-64	音読み→数字	CHANGED	
スーパーマリオランド2 6つの金貨	muttsu-no-kinka	muttsu-no-kinka	muttsu-no-kinka	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
スーパーマリオランド3 ワリオランド	supaamario-rando-surii	supaamario-rando-surii	supaamario-rando-3	英語読み付随→数字	CHANGED	
生命ー40億年はるかな旅ー	seimei-yonjuokunen-haruka-na-tabi	seimei-yonjuokunen-haruka-na-tabi	seimei-40-okunen-haruka-na-tabi	音読み→数字(先頭分割)	CHANGED	
13月の花束	jusangatsu-no-hanataba	jusangatsu-no-hanataba	13-gatsu-no-hanataba	音読み→数字(先頭分割)	CHANGED	
月の夜星の朝35ans	tsuki-no-yoru-hoshi-no-asa-35ans	tsuki-no-yoru-hoshi-no-asa-35ans	tsuki-no-yoru-hoshi-no-asa-35ans	latin-mixed		latin混じり(別処理)
本秀康の描く4ページ	moto-hideyasu-no-egaku-4peeji	moto-hideyasu-no-egaku-4peeji	moto-hideyasu-no-egaku-4peeji	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
3つ星ラブデイズ	mitsuboshi-rabu-deizu	mitsuboshi-rabu-deizu	mitsuboshi-rabu-deizu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
4月の君、スピカ。	shigatsu-no-kimi-supika	shigatsu-no-kimi-supika	4-gatsu-no-kimi-supika	音読み→数字(先頭分割)	CHANGED	
サユリ1号	sayuri-1go	sayuri-1go	sayuri-1go	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
1Pコミックドラゴンクエストモンスターズ	1p-komikku-doragon-kuesuto-monsutaazu	1p-komikku-doragon-kuesuto-monsutaazu	1p-komikku-doragon-kuesuto-monsutaazu	latin-mixed		latin混じり(別処理)
トルネコの大冒険2	toruneko-no-daiboken-2	toruneko-no-daiboken-2	toruneko-no-daiboken-2	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
F1グランプリ天国	efuwan-guranpuri-tengoku	efuwan-guranpuri-tengoku	efuwan-guranpuri-tengoku	latin-mixed		latin混じり(別処理)
F1速報グランプリ天国	efuwan-sokuho-guranpuri-tengoku	efuwan-sokuho-guranpuri-tengoku	efuwan-sokuho-guranpuri-tengoku	latin-mixed		latin混じり(別処理)
新F1グランプリ天国	shin-f1-guranpuri-tengoku	shin-f1-guranpuri-tengoku	shin-f1-guranpuri-tengoku	latin-mixed		latin混じり(別処理)
1000日の瞳	sennichi-no-hitomi	sennichi-no-hitomi	1000-nichi-no-hitomi	音読み→数字(先頭分割)	CHANGED	
1夫5妻	ippu-gosai	ippu-gosai	1-pu-5-sai	音読み→数字(先頭分割)	CHANGED	
1分16秒08	ippun-jurokubyo-zerohachi	ippun-jurokubyo-zerohachi	1-pun-16-byo-zerohachi	音読み→数字(先頭分割) ; 訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
