slug	title	tv	need_synopsis	need_catch	genres	caption
konyaku-haki-sareta-karen-reijou-wa-teikoku-no-koushaku-kishi-sama-ni-dekiai-dekiaisareru	婚約破棄された可憐令嬢は、帝国の公爵騎士様に溺愛される	3	1	1	fantasy,romance	"幼馴染のペルティエ王国の王太子・アドリアンから突然に婚約破棄を告げられたリリアーヌは、追放された先の辺境の別荘で、ユルティス帝国の第二皇子・フェルナンと運命的な出会いを果たす。実の両親の不幸、義父と義母からの冷遇、高い光魔法のスキルが正当に評価されない現状、そして婚約破棄の背景にある実の妹・アメリーによるアドリアンの略奪…リリアーヌの悲惨な境遇を知ったフェルナンは、「すぐ迎えにくる」との言葉を残してその場を去った。そして2人はペルティエ王国主催のユルティス帝国第二皇子歓迎パーティで再会する。その場でフェルナンは、関係者全員の前で婚約を申し込んで!?
「小説家になろう」発、婚約破棄から始まる人生逆転シンデレラストーリー・待望の第1巻！"
houketsu-no-ronny	宝血のロニー	3	1	1	drama,fantasy	"毒に侵されたラルドの弟妹たちを宝血の力で救ったロニー!! 諸悪の根源である凶悪な吸血鬼・キリルはアンビシアに執心していて…!?
さらに、安住の地を求めてラルドの紹介で「幻想」の最上位吸血鬼・ニカが治める村を目指すロニー一同。
その村に隠れてさえいれば、キリルからの襲撃を恐れることはなくなるはずだが…。
運命が絡み合うヴァンパイア・パニック巨編!!　怒涛の第3巻が登場!!"
shounen-maou-to-yoru-no-maou	少年魔王と夜の魔王	3	1	1	ecchi,fantasy,romance	"魔界と人間界の境目にある大帝国アルセンドラ。
第一皇女ユスティーナは24歳になるがいまだ結婚せず、
剣術の稽古に明け暮れる日々を送っていた。
ある日、魔界から7歳となる魔王の妃としてアルセンドラから皇女を迎えたいと書状が届く。
8歳の第二皇女あての求婚かと思われたが、
好奇心旺盛なユスティーナは妹の代わりに妃となるべく魔界へ。
魔王ハルヴァリは可愛く愛らしい少年で、
子を成すことはできなくても仲良く暮らしていけそうだと安堵するユスティーナ。
しかし初夜、隣で眠っていたはずのハルヴァリがいつの間にか姿を消し、
代わりに見知らぬ男が!?男はレヴィオと名乗り、ユスティーナの体を優しく、激しく愛撫する。
夫以外に体を許してはならないと思いながらも、快楽には抗えなくて…


【収録作品】
少年魔王と夜の魔王　嫁き遅れ皇女は二人の夫を全力で愛す1〜5（前）
描き下ろし"
heimin-shusshin-no-teikoku-shoukan-munou-na-kizoku-joukan-o-juurin-shite-nariagaru	平民出身の帝国将官、無能な貴族上官を蹂躙して成り上がる	3	1	1	action,adventure,fantasy,supernatural	"平民出身のため最前線に配置された新人将官ヘーゼンは、早速、腐敗した部隊を実力と恐怖でまとめ上げ、敵対する部族との協定を結ぶ成果をあげる。
それは、彼がさらに大きな武功を上げるための布石であり、膠着状態であった敵国・ディオルド公国との戦争へと発展させる！
だが、ディオルド公国には雷属性の魔法を使う正真正銘の強者、将軍ギザールがおり…!?"
toshishita-ouji-ni-kyuuai-sarete-konwaku-shitemasu	年下王子に求愛されて困惑してます	3	1	1	romance	美晴のもとに突然現れた金髪の王子様。彼は幼なじみの樹だった。ハンサムで紳士な男性に成長した彼に結婚を申し込まれてーー。
kouun-ouji-to-fuun-reijou-ga-sousai-kekkon-shitara-dekiai-ga-hajimarimashita	幸運王子と不運令嬢が相殺結婚したら溺愛が始まりました	3	1	1	romance	「君が必要なんだ。俺と結婚してくれるね？」不幸を招く“不運令嬢”として家族からも疎まれている伯爵令嬢・エステル。全てを諦めてひっそりと生きていたエステルに突然プロポーズしたのは、皆に愛される“幸運王子”のルイスだった。突然の求婚に戸惑うエステルに「国のため、1年間だけ俺の妃を演じてほしい」と告げるルイス。これは、1年後には離縁するーー期間限定の契約婚。その約束で始まった結婚生活のはずが…王子が甘すぎて!? 幸運王子×不運令嬢のワケアリ婚から始まる焦れキュンラブ♪
teihen-otsu-san-cheat-kakusei-de-isekai-rakuraku-life	底辺おっさん、チート覚醒で異世界楽々ライフ	3	1	1	adventure,fantasy,isekai	"異世界で【ゲーム】を遊んで強くなる？ おっさん成り上がり冒険譚！

【ゲーム】のスキルに気づいた
底辺冒険者のアキオーンは、
能力を駆使して冒険者の夢を再度志す。

さらに王女ファウマーリからもらった
黄金サクランボを食べたことで、
未知のスキル「夜魔デイウォーカー」が発動し…？

どん底から大逆転するおっさんの異世界チート逆転劇!!"
kokoro-o-tozashita-koushaku-kakka-to-konyaku-shita-hazu-nanoni-naze-taisetsu-ni-sarete-shimattemasu	心を閉ざした公爵閣下と婚約したはずなのに、なぜか大切にされてしまってます!	3	1	1	fantasy,romance	ジョエルとの距離が縮まり喜ぶアリーチェ。そんな折、ジョエルが感情の封印を急ぐ話を聞いてしまいーー？
koi-wa-nintai	恋は忍耐	3	1	1	comedy,romance	"少子化時代の全人類、刮目!!
愚かな男の人格矯正ラブコメディ!!
東京の北の端。都内屈指の男子校、英凛高校が共学化した。記念すべき初年度の女子入学数は“5名”だけ…。女子や恋愛をワカった気でいる男子たちの掃き溜めに突如現れた女子入学者・一渡瀬七日。彼女にくぎ付けの男子たちは、あの手この手でお近づきになろうとするが…。
「失礼じゃないですか？」"
love-survival-riaritei-show-ni-kita-hazu-ga-real-survival-desu-game-o-ikinuku-koto-ni-narimashita	恋愛サバイバルリアリティショーに来たはずが、リアルサバイバルデスゲームを生き抜くことになりました	3	1	1	romance	常夏の無人島「ラブパラダイス」で真実の愛を育むために男女16人が1カ月間共同生活する、恋愛サバイバルリアリティショー『トゥルー・ラブ』。恋愛ゲームイベントをこなしながら男女の親密な関係を築いていき、最後に勝ち残ったカップルには5億円の賞金が与えられる！　だがその間、キスの他、性的な行為は自慰も含めてすべてNG！　宿泊施設はもちろん、島中に監視カメラが仕掛けられ、NG行為が発覚すればどんどん優勝賞金が減額されていくルールだ。陰キャのイラストレーター富永太陽はある事情でこの企画に参加したが、他の参加者もそれぞれの事情を抱えたクセ者ばかり。互いの思惑が絡み合う中、外界から隔絶された孤島で不測の事態が起き、「ラブパラダイス」はいつしか生き残りをかけたデスゲームの舞台に変わっていくーー。
haruka-to-haru	悠と晴	3	1	1	bl,drama	"「俺じゃ幸せにできない……」

朱崎晴（あかさきはる）と城江悠斗（しろえゆうと）は大学入学をきっかけに恋人として同棲生活を始めた。
お互いのことを知り尽くし、愛し合う、甘美な日々。
ふたりは幸せに過ごしていた。
しかし、大学卒業を間近に控えたある日、それぞれの実家に帰省したことで、晴の心に揺らぎが生まれて……。

愛しているから怖い。怖いのに離れられない。
歪んだ愛の、執着BL。

「絶対、一番愛してやれる」"
akuyaku-reijou-no-torimaki-ee-desu-outaishi-denka-ni-semararete-imasu	悪役令嬢の取り巻きAですが、王太子殿下に迫られています。	3	1	1	ecchi,fantasy,isekai,romance	"18禁乙女ゲームのモブキャラに転生したと思ったら
まさか自分が正ヒロインだった！
主人公補正を受けたエマは他キャラとのフラグも立ちまくり、
友人たちの不興を買ってしまう予想外のトラブルに見舞われて…。

それでも王太子カイルとのエロでベタなイベントを
密かに満喫しながら迎えたエンディング当日。

カイルの誕生日を祝う華々しいパーティーで、
彼の求婚を受けて見事ハッピーエンド…のはずが、
前世でのゲームにはなかった大トラブルが発生しーー!?

王太子攻略ルートは、そう簡単にはいきませんっ!?"
akuyaku-reijou-no-kyouji	悪役令嬢の矜持	3	1	1	fantasy,romance	"私は今から破滅するようです。--私の策略通りに。
義姉のため自ら断罪されることを選んだ伯爵令嬢ウェルミィ。しかしその目論見は侯爵であるエイデスに看破され、さらに彼の妻として侯爵家に迎え入れられることになる。望んでいた破滅とは違い、侯爵家での幸せな生活に困惑するウェルミィ。そんな彼女の行く末はーー。策略通りだったはずの断罪劇。その前後を描く第2巻。"
