slug	title	tv	need_synopsis	need_catch	genres	caption
uchi-no-seisokei-iinchou-ga-katsute-chuunibyou-idol-datta-koto-o-ore-dake-ga-shitte-iru	うちの清楚系委員長がかつて中二病アイドルだったことを俺だけが知っている。	2	1	1	comedy,romance	"一世を風靡した中二病アイドル『災禍の悪夢（ナイトメアディザスター）』--通称メア。
そんな彼女と写真を撮ったり、SNSに上げてバズらせたりと活動を共にしていた玲緒は、進学先の高校で彼女と再会を果たす。
しかし彼女はすでに中二病を卒業、コミュ障陰キャ属性のクラス委員長・十七夜 凪となっていた！
さらには、とある事情で生徒会長を目指している凪に頼られ、玲緒は再び彼女をプロデュースすることとなり…！？"
etchi-na-no-wa-watashi-no-sei-ja-arimasen	えっちなのはわたしのせいじゃありません	2	1	1	ecchi,romance	"“推し”が淫魔だなんて、聞いてない！！
　　
彼氏いない歴＝年齢の風花はアイドルグループ“DARK4s”のルカに夢中。
ある日、知らない男にいきなり「食べさせて」と懇願された彼女は……！？
淫魔アイドルの“食料”になってイかされまくる風花の、めくるめく☆推し活ライフ！"
ebisuko	えびすこ!	2	1	1	sports	朱雀部屋・三段目の力士「勇雀」、本名・田村勇一は相撲界期待のホープと同姓同名だったことから間違えられて部屋にスカウトされ角界入り。しかし本物がぐんぐん昇っていくなか、なかなか成績をあげられず「じゃない方」と言われ空虚な気持ちを抱えていたが…!?直径4.55メートルの聖域の中で繰り広げられる超本格相撲譚、完結！
otsu-san-dakedo-seijo-desu	おっさんだけど聖女です	2	1	1	bl,fantasy,romance	"えっ！　おっさんの俺が聖女ーー！？

辺境の村に暮らす平凡なおっさん・ゼフは、ある日王都からやってきた神殿騎士・ヴィーラントの鑑定を受け、「聖女」であると判明する。
王都で正式に先代から聖女の力を受け継いだゼフは、国に広がる穢れを祓い、また、穢れの化身である魔王を倒すため、ヴィーラントと少ないお供を連れて浄化の旅に出る。

旅の途中、ゼフを溺愛し常に過保護に付き添うヴィーラント。最初は戸惑っていたゼフだったが、一緒に過ごしていくうちに、だんだんと彼を受け入れ、打ち解けていく。
最初の街を無事浄化したゼフたちは、次の目的地へ向かうがーー？

美形騎士×おっさん聖女　年の差執着LOVE　堂々完結！"
otsu-san-wa-isekai-de-omoi-o-togeru	おっさんは異世界で想いを遂げる	2	1	1	adventure,fantasy,isekai	"決して起こる事はないが、よくある異世界転移。

痴漢と間違われたおっさんは、疑いをかけた女子高生の瑞稀《ルビ：みずき》と共に、気づくと怪しげな女神のいる神殿にいた。
女神ラクシェルは喧嘩を続けるふたりを仲裁し、魔王討伐の勅令を与える。
女神から3つだけチートの特殊スキルをもらい、おっさんは瑞稀と共に異世界へ転移する。
そこはレベルという概念がある、中世ヨーロッパのような世界だった。

しかも……倒すべき魔王は、100年前に討ち倒されていた。

そもそもおっさんの力では、ゴブリンのような雑魚敵を倒すのもひと苦労。思ったよりも過酷な異世界で生き抜くため、奴隷を買ってパーティを組む事に。おっさんはそこで、犬耳族の美少女ファムと出会う。
ファムとともにおっさんは冒険者として地道に活動し、ダンジョン攻略やクエストに勤しんでゆくーー。

異世界はそんなに甘くない!?
おっさんの再起をかけた人生逆転ファンタジー第1巻！"
otsukare-seijo-wa-goei-kishi-to-toubou-seikatsu-o-mankitsu-suru	おつかれ聖女は護衛騎士と逃亡生活を満喫する	2	1	1	adventure,fantasy,romance	"ループにつかれたので聖女やめます！ 
おてんば聖女×初恋こじらせ騎士の自由気きままな逃避行！

「もう、つかれました。探さないでください！」 
 
国家聖女ナナリーが抱える大きな秘密。 
それは『20歳になる前に命を落とし、王子から婚約破棄される瞬間に戻ってしまう』こと。 
聖女として繰り返した人生は、毎度ろくな死に方ではなかった。 
 
いい加減つかれたナナリーは、とうとう国家聖女のお役目を放り投げる。 
そして共にループしている幼馴染の護衛騎士イクスと逃亡することに。 
 
だけど隣のイクスも、なにやら感情をこじらせているようで…！？ 
 
両片思いの聖女と騎士、ループする運命からの逃亡劇　第1弾！"
otonashiku-nakineiri-suruto-demo-omoimashita-ka	おとなしく泣き寝入りするとでも思いましたか?	2	1	1	fantasy,romance	"柏てん原作の人気ファンタジー作品、待望のコミカライズ第2巻!
夫を寝取った実の妹になりすまし、魔法学校に通い始めたエリス。ひとりでも生きていけるよう、自立した大人になるために真面目に授業に取り組もうとするも、早速クラスメイトの俺様王子に正体がバレたうえ、なぜか求婚までされてしまいーー!?
巻末には柏てんによる書き下ろし短編も掲載!"
oharaibako-no-tensai-fuyo-jutsushi-wa-henkyou-de-yuuyuu-jiteki-ni-kurashitai	おはらい箱の天才付与術師は、辺境で悠々自適に暮らしたい	2	1	1	fantasy	"「教えてやるよ、職人の誇りを」
戦えない役立たずとしてパーティーを追放された付与術師のリュージ。しかしこの男、作る魔石が規格外!? 能力強化にとどまらず、力を付与した魔石でゴーレム生成、荒廃した土地を一晩で畑にしたりと移住先の辺境が快適拠点に!!
何物にも縛られなくなった技術が、粋が、価値がーー遺憾なく発揮される！ やがてその技術は王族にまで轟いて…？ これは万能で最強な付与術師が、職人の誇りを世界に知らしめる物語！"
orizuru	おりずる	2	1	1	drama,mystery	カメとクレインは「あの日」を生き延びた奇跡の子。2人は「こどもの家」で育つが、「あの日」の記憶はなくて…!?　いったい「あの日」に何が起こったのか、そして「あの日」以後2人の生きる世界はどう変わってしまったのか…？
odekakesaki-wa-isekai-desu-ka	お出かけ先は異世界ですか?	2	1	1	comedy,fantasy	"16歳の女子高生・水元桃子は、ある日突然、軍神召喚に巻き込まれ異世界転移してしまう。

「うわあああん」
気が付くと美形のお兄さん達に囲まれていて…その姿は5歳児に──！？
身体は5歳、頭脳は16歳のなんちゃって幼女となってしまった桃子だったが、“モモ”として異世界暮らしを決意する。

The王子のバル様、クールビューティーなキルマ、ホスト属性のカイと、3人の美ケメン達による溺愛ライフが始まっていく──…！！"
omae-yobawari-de-konyaku-haki-ringoku-de-jiyuu-o-ouka-suru-node-douzo-okamainaku	お前呼ばわりで婚約破棄?隣国で自由を謳歌するのでどうぞお構いなく!	2	1	1	adventure,fantasy,romance	"虐げられてきた令嬢の、恋が冒険が幸せが始まる！

代々精霊使いを輩出してきた家門の跡取り娘・イオレッタ。
しかし能力が発現していないことから、
婚約者からは「お前」呼ばわり、家族からは無能扱い。
ついには追放を命じられてしまうがーー
「自由って素晴らしい！」
毒家族から解放されたイオレッタは隠していた能力で即日家出を決行！
冒険者として最高の自由を謳歌することに！
向かう先には、美味しいグルメに充実した新生活、
胸躍らせる新たな出会いが待っていてーー…
追放から始まるのは最高に自由な人生！
わくドキ溢れる大活躍ファンタジー、ここに開幕！"
ojou-no-ai-wa-ore-no-mono	お嬢の愛は俺のもの	2	1	1	romance	「あんまり隙があると、俺がお嬢を食いますよ」 鷹樹組組長ーーいわゆる“ヤクザ”の長を祖父に持つ茉白は、縁が切れているとはいえ、その事情のせいでいつもひとりぼっち。だけど唯一、ボディガードとして常にそばにいてくれる碧に片想いをしている。 碧にはぐらかされてばかりの茉白だけど、碧とともに家から遠い高校に入学。念願だったフツーの高校生活を送れることに！しかし、世間知らずゆえに隙の多い茉白。見かねた碧が「あんまり隙があると、俺がお嬢を食いますよ」と突然迫ってきてーー!? 組長の孫娘×幼なじみボディガードのキケンな恋、始まるーー
ojou-sama-zange-suru	お嬢様、懺悔する。	2	1	1	romance,drama	神条凛は有名お嬢様高校に通う、神条財閥の一人娘。頭脳明晰、スポーツ万能、容姿端麗。学校中の憧れの的でありながら秘密の野望を抱いていた。しかし凛の特殊なクセが災いして…！？　ツンでヨワヨワな「ツンヨワ」お嬢様、登場です！
ojousamakei-teihen-dungeon-haishinsha-meiwakukei-o-bokottara-bazutte-densetsu-ni-nattemasuwa	お嬢様系底辺ダンジョン配信者、迷惑系をボコったらバズって伝説になってますわ!?	2	0	1	action,adventure,comedy,fantasy	"チンピラお嬢様のダンジョン無双コメディ！ 

 「お股を痛めて生んでくれたお母様に申し訳ないと思わねぇんですの！？」

「このラノ2025」「つぎラノ2024」TOP10の話題作を、
『変人のサラダボウル@comic』『ソードアート・オンライン ファントム・バレット』の超画力作家が完全コミカライズ！！

世界中にダンジョンが出現してから数十年。
探索の様子を配信する「ダンジョン配信」が人気を集める中、
お嬢様系配信者・山田カリンは、視聴者0、登録者数3という底辺ぶりにしょんぼりしていた。
ある日カリンは、「ダンジョン壁を爆破してみた」配信をしようとしている迷惑系に遭遇。
実は若手最強格だった彼をフルボッコにしたカリンは、チンピラお嬢様としてバズってしまい…！？

単行本限定で、原作・赤城大空書き下ろし「四条光姫のダンジョンなぜなに解説コーナー」も収録！配信形式で、世界観への理解が楽しく深まります！
そして帯コメントを、にじさんじの壱百満天原サロメ様にいただきました！ぜひチェックしてみてください！ 

 【編集担当からのおすすめ情報】 
 ガガガ文庫の大人気作、ついにコミカライズ1集が発売です！
なんと帯には、お嬢様（を目指す）系配信者といえばこの方・壱百満天原サロメ様に推薦コメントをいただきました！
規格外のパワーで悪人もモンスターもぶっ飛ばし、奇想天外な言動を連発して人気を集める、
一生懸命でとってもかわいいカリンお嬢様の姿に、爽快感と元気をもらえること間違いなし！
クルクル変わるカリンお嬢様の表情・大迫力のモンスターとのバトル作画が見応えバツグンかつ、
『お嬢様バズ』の世界"
otsukare-sama-desu-godou-san	お疲れ様です後堂さん	2	1	1	romance,comedy	「むこうぶち」スピンオフ企画第3弾。人気キャラクター・後堂公一と江崎昭彦を始めとして人気キャラクターたちが織り成す麻雀人間交差点！「むこうぶち」ディープファンである円居挽の筆によるマニアックなネタが満載された「むこうぶち」ファン必読の完結巻。
okazari-seijo-no-hazu-ga-shin-no-chikara-ni-mezameta-you-desu	お飾り聖女のはずが、真の力に目覚めたようですthe comic	2	1	1	fantasy	虐げられる代理の聖女が精霊に認められ、本当の奇跡を起こす!?　精霊の加護と聖女の活躍により繁栄したエルバート王国。　しかし、真の聖女・マリリアンヌは精霊を祀る神殿を放棄し、代わりに「お飾り聖女」のシルフィアが神殿を守っていた。　神殿に閉じ込められ、本当の聖女に虐げられながらも、真摯に聖女の務めを果たすシルフィアの前に、精霊たちが現れーー!?
kaisei-to-popcorn	かいせいとポップコーン	2	1	1	comedy,slice-of-life	全国模試で常に上位の高校生3人組、かいせい、あざぶ、むさしはストリートダンスとの衝撃の出会いをはたした！ のだが、まずはHIPHOPの歴史を書物から学び、ボックスステップを数学的に分析したりと、なかなか踊らない。しかしプロのダンスを目の当たりにし、日本HIPHOPダンス黎明期を知るレジェンドおじさんに出会ったことで、やっと踊りそうな雰囲気に！
katasumi-no-kioku	かたすみのきおく	2	0	1	bl,slice-of-life	"高校1年生、住野は青木に恋をした。しかし、慣れない恋愛にのめり込んだ結果、愚行の連続、そして失恋。青木とのことは忘れたいという気持ちのまま高校を卒業し、就職して東京で平穏で平凡な毎日を送っていた。そんなある夏の日、住野は隣に男性を連れた青木に偶然再会するーー。

絶賛の声、続々！！

ページから波の音が聞こえるようです。
ーー安野モヨコ

圧倒的、夏感。
気だるい空気、じめじめした日、爽やかな熱風、じくじくと永遠に終わらないような夏の夜。あの感じが、そんな夏が、少年の焦燥感とバチバチにリンクして読み手を包んでくる。
冬に読んでも夏。
ーー石黒正数

想像のはるか斜め上をいく展開にいちいち驚かされるだけでなく、
謎の間合いやありえない表情でぐいぐい笑かしにくるのギャグ漫画家を殺しにきてませんか？
ストーリー漫画家に縄張りを荒らされるの本当に困ります。
こんなにハンサムたちが口を開けて呆ける漫画、しかも恋愛漫画（ですよね）、
見たことも聞いたことも夢に出てきたこともないです。
絵も話も異能すぎて思いっきり口開けて読ませていただきました。
ーー榎本俊二

住野くん、大丈夫だよ、大丈夫だよって気持ちでぐんぐん読んで、すっ、住野くん！どうなるの！ってなっていく。住野くんにも、誰にでもおこる青春の葛藤や痛み、期待から、住野くんだけの物語になっていく。
ーー雁須磨子

本作品は鎌倉が舞台ですが、私も海のある町で青年期を過ごしたので、湿気をまとった潮風を浴びると少し陰気臭くなることを思い出しました。住野くんもまた、湿度の高い恋をして、ジメリと嫉妬を漏らし、でもいつも素直で、とても素敵な男の子で"
kawaii-doumei	かわいい同盟	2	1	1	romance	"「かわいい」が好きでもいいですか？ 

 かっこいいと評判の美形で、
クラスの憧れの的となっている女子高生・翠花は、
自分とは正反対のかわいさを纏う地味なクラスメイト・佳奈に密かに憧れていた。

ある日、佳奈の秘密を知った翠花は、
“かわいいものが好きな気持ち”も“「女の子」の自分を見せるのが怖い気持ち”も
彼女になら明かせるかもしれないと思う。

そして二人は、佳奈の提案で
互いの「かわいい」を認め愉しみ合う《かわいい同盟》を結成するーー。 

 【編集担当からのおすすめ情報】 
 『イジめてごっこ。』『つばめアルペン』の南文夏先生が描く最新作！

「自分には、かわいいものなんて似合わない」
「かわいいものが好きって言えない」

そんな気持ちを抱える全ての人に、
優しい眼差しで手を差しのべてくれる作品です。

自分が自分らしくいるための居場所、
《かわいい同盟》を結成した少女たち。
それでも彼らを取り巻く世界には、
対峙しなければならない困難もあって……

性別、性差、性愛…自身の“性”に惑い揺らぐ
少女たちの青春を、ぜひお読みください。"
kiyasuku-fureru-na-kuro-bara-ni	きやすく触れるな黒薔薇に	2	1	1	comedy,romance	"「俺の生きる意味は、ずっと珠夜だったから」
人間不信をこじらせ周囲を遠ざけるあまり、”黒薔薇姫”と恐れられている“ぼっち令嬢”黒葉珠夜。でも、そんな彼女のボディーガードに、幼なじみの理央が現れてから生活が一変！ 理央のひたむきな想いを一身に受けて、自分の気持ちに気づいていく珠夜。そんな時、彼女に忍び寄る怪しい影が…！？
ぼっち令嬢×溺愛ボディーガードの0キョリ警護ラブ・完結第2巻☆"
koitsu-wa-dame-da-to-shitte-iru-vii-ensemble	こいつはダメだと知っているvie ensemble	2	1	1	bl,romance	"美容師の久坂晶は清水憲と公然の恋人となり、独立して一緒に店を開くために励んでいた。
そんな中、晶たちの働く美容院に別店舗で問題を起こした新人美容師の長澤芦佳が入店することに。
人見知りで警戒心の強い芦佳は晶にだけは懐いているものの、清水には私怨を抱いていることがわかり！？

大人気☆ケンカップル美容師シリーズ、ついに完結！！
『その時までは、君のともだち』番外編も収録♪


■収録内容
・「こいつはダメだと知っている vie ensemble」第1話〜第6話…電子書籍で配信中の作品を加筆修正
・「お前の匂い」4P…描きおろし"
kochira-koukyuu-hikage-no-uranai-beya	こちら後宮日陰の占い部屋	2	1	1	mystery,romance	"ここは紅劉（こうりゅう）帝が治める朱（しゅ）国。
その都・栄陽（えいよう）で評判の女性占術師・凜可馨（りんかしん）は謎に包まれている。
いつも御簾（みす）の向こうにいて姿が見えず、助手の翔夢鈴（しょうめいりん）に鑑定結果を耳打ちするだけなのに、
その占いは驚くほど当たると噂されているーー。
しかし、実は凜可馨の正体は口が悪すぎる男性で、すべては翔夢鈴のプロデュースによるものだった。
ある日、ふたりのもとに後宮から使いがやってきた。
多額の謝礼に目がくらんだふたりは、正体を隠して後宮に仕官することになるがーー！？
「執筆中につき後宮ではお静かに」続編コミカライズ！"
kono-koi-o-itsuka-kitto-koukai-suru	この恋をいつかきっと後悔する	2	0	1	bl,drama,romance	"五年ぶりに再会した元恋人は、当時の記憶を失っていたーー
モデルの旭は、大学時代に別れた元恋人の律と五年ぶりに再会する。幸せだった二人の関係は、旭が浮気を繰り返したことで終わりを迎えた。そんな相手との再会だったが、なんと律は事故に遭い、付き合っていた頃の記憶を失っていた。自分の最低な行いを忘れてくれていることにホッとしたものの、「昔の友人だ」と思わず嘘をつき、もう一度会う約束をしてしまう。過去に律を裏切った引け目から、何か手助けができればと思った旭だが…？"
kono-koi-o-mou-shitteru	この恋をもう知ってる	2	1	1	romance	"町工場で働く26才の清見は、中学生の頃メガネをかけた男の子に恋をし、周りにからかわれたことがずっとトラウマになっていた。
そんな清見の前に、社長の甥っ子・染谷樹がインターン生として現れる。
メガネをかけている樹は真面目で優しく、清見の初恋の男の子にどこか似ていた。
戸惑いながらも、誠実で真っ直ぐな樹に惹かれはじめてしまうが、過去の痛みが邪魔をして一歩踏み出せないーー。

「もうあんな思いはしたくないのに…」

一方、樹がこの会社を選んだ理由が、中学生のころに出会った清見であることが明らかになり…？

交わるはずのなかった2人の想いが交差しはじめる、一途で真面目な年下メガネ男子×恋に臆病な年上美人の再会ラブストーリー・上巻。
2人の出会いにまつわる、単行本限定描き下ろし漫画も収録。

■収録内容
・「この恋をもう知ってる」1〜10話
・単行本版限定描き下ろし6P漫画
・番外編3P漫画"
kore-ga-koi-da-to-shitte-iru	これが恋だと知っている	2	1	1	bl,romance	"丸川社文芸部の敏腕編集・青葉詩音（あおばしおん）。
有名大学を卒業し、編集部でも期待されている。
背も高く、見た目も悪くない。
そんな彼が好きなのは、売れてもいないし、金もなく、平凡なおっさん小説家。

ある日、泥酔した先生を家まで送っていくと、
思いが溢れてしまい、キスしようとしてしまう。
しかし、一部始終を先生の娘（？）に見られてしまい、
さらには「私とおじさんを恋人にしろ」と脅されて……!?

気持ちが届かなくても、ただ好きなだけでいい。そう思っていたのに。
ハイテンション・トライアングル・ラブ、上・下巻同時発売！"
konzukushi	こんづくし	2	1	1	comedy,school	"ごく普通の人間・逆茂木いばらが飛び込んだのは“狐”が通う高校!?
「身バレは即刻退学」と校長に告げられたいばらは、目立たず静かな学校生活を目指すも、クラスメイトの枯尾花ススキに人間だと見抜かれてしまい入学初日から大ピンチ！ 笑いあり、死あり、女狐あり!?
狐づくしの不条理な日常シュールコメディ開幕！"
go-shujin-sama-miryou-shichaimashita	ご主人様、魅了しちゃいました!	2	1	1	romance	"「もっとずっと前から、お前に魅了され続けてる」

魅了の力が解けご主人様と執事兼恋人になった2人。
今まで以上に甘々な三國(みくに)との生活に霞(かすむ)は幸せのはずがーー
執事である霞の祖父が倒れ、新しい執事として美しい少年・叶雨(かなめ)が現れる。
そして叶雨はなぜか霞に敵対心を持っているようでーー?

王子なご主人様×ドジっ子執事の、ちょっと不思議でキュートなシンデレララブコメディー・下巻
単行本限定描き下ろし漫画も収録！

■収録内容
・「ご主人様、魅了しちゃいました！」8〜13話
・単行本版限定描き下ろし9P漫画"
shiawase-no-hitokuchi	しあわせのひとくち	2	0	1	romance,slice-of-life	"哀しい過去を話してくれた川藤くんを励まそうとお菓子を作った安里。安里の切実な想いを受けて、川藤くんの顔は赤く染まり…!? お菓子作りで繋がるほっこりキュンストーリー、完結巻！
伝われ。私の好きな人はこんなに素敵な人だと。"
shouyusashi-no-kuishin-bon-okawari	しょうゆさしの食いしん本おかわり	2	1	1	gourmet	"おなかも心もハッピーで満たそう♪

すべての食いしん坊さんに贈る「食」エッセイ！
いつものごはんも、ごちそうも、
読むとおなかが空いてくるお話がたくさん。


【メニュー】
13食目 弁当、作成！
14食目 まなびの焚き火
15食目 おでんの可能性　
16食目 年始はどてどて　
17食目 リセットごはん
18食目 滋賀の味、いただきます　
19食目 シンプルカスクート、複雑バインミー　
20食目 ツーンと！からしそば　
21食目 トントトン みじんぎり　
22食目 やっぱり餃子が好き
23食目 冷やし中華はじめよう
24食目 かんたんごちそう、アクアパッツア

描き下ろし2話・オマケ漫画も収録した大充実の第2巻です♪

収録作品はすべて単行本初収録です。
本作品はモノクロ漫画ですのでご購入の際はご確認ください。"
janai-koumei-tensei-ki-gunshi-no-shi-da-to-iwaremashitemo-comic	じゃない孔明転生記。軍師の師だといわれましても@COMIC	2	1	1	comedy,isekai	"「我が師に対する暴言は許さん！」
（司馬懿さん、あなたの将来の主ですよーッ!?）

あらゆる難事も口八丁で解決に導く!?　誰もが一目置く“じゃないほう”の孔明が、乱立するフラグを回避しまくる超解釈コミカル三国志、第二幕！
描き下ろし漫画＆原作者書き下ろし小説をW収録！"
souiu-ie-no-ko-no-hanashi	そういう家の子の話	2	1	1	drama	"宗教2世を描く話題作、待望の第2集！ 

 【宝島社『このマンガがすごい！2026』ランクイン！】

『青い花』『放浪息子』『淡島百景』の
志村貴子が描く、
宗教2世として生きる若者たちの日常と葛藤…

信仰に対する反発から、
家族との間に距離ができてしまった恵麻（えま）。
恋人・実加との結婚が
互いの""家”の壁により進展しない浩市（こういち）。
親の言われるままに生きてきたが、
遅い反抗期を迎え戸惑う沙知子（さちこ）。

同じ”玲瓏協会”を信仰する家庭に育った3人は、
28歳になり久しぶりに再会するが……。 

 【編集担当からのおすすめ情報】 
 宗教2世として生きる若者たちの日常や葛藤を描く本作。
第2集では、結婚や葬儀といった、どうしても「家」同士の関わりを避けては通れない出来事が描かれます。

そんな時に、思わぬ一言で相手を傷つけてしまったり、かえって自分が傷ついたりということがありますよね。逆に、意外な出会いが救いになったり、活路が開けたりすることも。

恵麻、浩市、沙知子の3人が、
自分たちの生き方に悩み、
抱える後ろめたさに向き合い、
それでも気づけば前に進んでいく。

そんな様子にフッと背中を押されます。

「家族の嫌な部分はありけれど、縁を切りたいわけじゃない」
一度でもそう思ったことがある皆さんにもぜひ読んでいただきたい珠玉の第2集となっております！
第11話 河村拓人と名波佐和
第12話 有馬恵麻 Episode3
第13話 3人の同窓会
第14話 野上実加 Episode1
第15話 魚住さくら Episode1
第16話 赤石先生 Episode1
"
sono-mofu-cafe-tenshu-moto-saikyou-kaizoku	そのもふカフェ店主、元・最凶海賊。	2	1	1	fantasy	悪名高い海賊・スピネル。いかつい顔と風体に似合わず、とにかく“可愛いもの”が大好きな彼は、釈放を機に“可愛いもの”に囲まれた新生活を送ることを決意する。街で出会ったもふもふな獣、そして伝説の“天人族”の少女とともに、セカンドライフでは可愛い“もふカフェ”をまったり運営するーーはずが、彼のもとにはハードなトラブルが次々舞い込んで来て……!?
sono-machi-no-ichimonji-san-ga-warau-toki	その町の一文字さんが笑うとき	2	0	1	drama,romance	潮風香る町。まぶしい太陽とおだやかな時間の中にその人はいた。ヘンテコ（ださい）な服、まっすぐな瞳、真一文字に結んだ愛想笑いなしの口元。突然の病で会社を辞めることになった人、誰からも「いいね」をもらえず孤独感を抱える人、家族から「もう頑張らなくていい」と言われた人…。これは彼女と彼女と出会った人たちのささいかもしれない、けれど、大切な物語。なんだか上手くいかないそんな日々を送るあなたに届け、明日も生きてゆくためのエールと言葉と本当の笑顔。
tada-no-murabito-no-boku-ga-sanbyakunen-mae-no-bou-kun-ouji-ni-tensei-shite-shimaimashita	ただの村人の僕が、三百年前の暴君皇子に転生してしまいました	2	1	1	action,adventure,comedy,fantasy	"ルドルフの大切な思い出の相手がリズベットであったと判明し、二人は急激に近づく!!そして、二人の幸せな生活を守るためにルドルフは策を巡らせる!!一方、不可解な言動をするヴィルヘルムも陰で動きだしーー。
第6話　003
第7話　039
第8話　067
第9話　093
第10話　123"
tamasanchi-no-hogoinu	たまさんちのホゴイヌ	2	1	1	drama	"話題沸騰！保護活動コミックエッセイ待望の第3弾！
涙なしには読めないホゴイヌたちとの感動の物語 

大人気コミックエッセイシリーズ『たまさんちのホゴイヌ・ホゴネコ』シリーズの第3弾。
保護活動を通して小さな命と向き合い続ける著者と、愛すべきホゴイヌたちとの日々をまとめた『たまさんちのホゴイヌ2』には、
インスタグラムに投稿され多くの反響を呼んだわんこたちとのエピソードに、大幅な加筆・修正を加えたかけがえのない物語が綴られています。
今回から、全編フルカラーで愛らしさも倍増！
小さな命から「生きる」意味を考えさせられる感動の実話をぜひご覧ください。
尚、本書の著者印税の全額は動物福祉に充てられます。

【CONTENTS】
・畑に捨てられていた寝たきりの老犬「福くん」
・”笑える介護”を教えてくれた「かいちゃん（通称お爺）」
・妊娠した状態で保健所に収容された「ふうちゃん」
・差し伸べられた手に噛みつき拒んだ「はまじぃ」
・様々な議論を呼んだ「保護犬じゃなくてごめんなさい」　etc.
・畑に捨てられていた寝たきりの老犬「福くん」
・”笑える介護”を教えてくれた「かいちゃん（通称お爺）」
・妊娠した状態で保健所に収容された「ふうちゃん」
・差し伸べられた手に噛みつき拒んだ「はまじぃ」
・様々な議論を呼んだ「保護犬じゃなくてごめんなさい」　etc."
dakara-katte-ni-yuusha-toka-haou-ni-nintei-sunno-yameroyo	だから勝手に勇者とか覇王に認定すんのやめろよ!	2	1	1	action,ecchi,fantasy	"女性にふられ故郷に帰ることにした冒険者・セージ。帰路の途中、道端で倒れている2人の美人エルフ・アイナとエルフィを助けたことがきっかけで勇者に勝手に祭り上げられてしまう!?ただ平和に暮らしたいだけの想いとは裏腹に、エルフたちが集まる祭り「エルフカーニバル」へと参加することになって……!?魔王よりも強いエルフたちを止めるためセージの奮闘と苦難の日々がはじまる！
扉…001
目次…002
第7話…003
第8話…051
第9話…081
第10話…075
第11話…091
第12話…121"
chibikko-tensei-nikkichou	ちびっ子転生日記帳	2	1	1	fantasy,isekai	転生先での使命は、みんなとお友達になること!? 幸せたっぷり異世界ハートフルファンタジー開幕！！　9歳のとき虐待で死んでしまったレンは「友達をいっぱい作ること」を使命として異世界に転生する。そんなレンが最初に出会ったのは、大きいワンちゃんと真っ黒な猫ちゃんで…？　幸せたっぷり異世界ハートフルファンタジー開幕!!
chotto-rusu-ni-shiteitara-ie-ga-botsuraku-shite-imashita	ちょっと留守にしていたら家が没落していました	2	1	1	fantasy,romance	"【アイデアグッズで大儲け!! 推しとの距離も近い気が…///】

アイデアグッズ第一弾である“猫の手”の売れ行きは好調！そこでマルガレーテは第二弾として“湿布薬”の開発を進めることに！騎士団の皆に協力してもらい、効果の検証はばっちり。いざ販売へ…！と思っていた矢先、なぜか国王に謁見することになってしまい…!?「国王陛下のお墨付きって逆に怖くない!?」
一方、結核問題の解決以降、フリードリヒはマルガレーテのことが気になる様子。憧れの存在で、推しであるフリードリヒが見せる優しい笑顔にマルガレーテの心臓は爆発寸前ーー!!!（ファンサがえぐい…！）
借金返済も恋も順調に見えたマルガレーテだったが、なにやら怪しい影が…。ハインツェル家の没落には黒幕がいたーー…!?"
tsuga-koi	つが恋	2	1	1	bl,romance	"大学でα王子と騒がれる一ノ瀬絢斗の正体は、運命のΩとの結婚を夢見るロマンチスト（※童貞）。
初めては運命の相手に…と決めていたのに、Ωを引き連れて夜の参勤交代三昧と騒がれる大取楓が大学の一室で乱交中のところに遭遇し、α同士にも関わらず劇的に惹かれてしまい…!?
天敵αと後天性Ωがつがって→恋を育む、じれ甘オメガバース。
2025年10月刊"
denjarasu-jii-san-daichouhen-collection	でんぢゃらすじーさん大長編これくしょん	2	1	1	comedy	"でんぢゃらすじーさん大長編全集、下巻！ 

 生誕25周年を迎える「でんぢゃらすじーさん」の【大長編シリーズ】をすべて集めた完全版が爆誕！

普段は大爆笑ギャグマンガのでんぢゃらすじーさん、
【大長編シリーズ】では笑って泣ける超感動巨編エピソードだらけ！！

月刊コロコロコミック内で大人気を博した、各話約100ページもある18エピソードを上下巻にて完全収録！！

さらに、通常のコミックスには収録されていない制作秘話やおまけマンガも超充実！！！

コロコロ読者の子供たちはもちろん、過去じーさんを読んでいた大人まで超楽しめる、
でんぢゃらすじーさんファン必見の一冊です！！

※全2巻です。（上下巻）
下巻は「でんぢゃらすじーさん邪12巻」から「なんと！でんぢゃらすじーさん13巻」で掲載された作品を中心に収録しています。

※本書は、コロコロコミックス「でんぢゃらすじーさん」に過去収録されていた大長編シリーズを、全2巻に再編集したものとなります。収録作品自体は過去のものと大きく異なりませんので、購入の際はご注意ください。 

 【編集担当からのおすすめ情報】 
 月刊コロコロコミック内でアンケート1位を連発した超大人気「大長編シリーズ」をまとめた全集がついに発売！！
800ページを超える極厚豪華本で、読み応えもバッチリ！！
後世に残したい伝説のエピソードたちをぜひ楽しんでください！！"
