title	a_romaji	a_id	key
史上最強の魔法剣士、Fランク冒険者に転生する	Shijou Saikyou no Mahou Kenshi, F Rank Boukens	113987	name:青乃下|name:史上最強の魔法剣士、Fランク冒険者に転生する|sub:剣聖と魔帝、2つの前世を持った男の英雄
快感職人G	Kaikan Shokunin	36082	name:青乃多万実|name:快感職人G
後宮デイズ	Koukyuu Days: Shichisei Kuni Monogatari	74539	name:斉藤麻実子|name:後宮デイズ
二周目チートの転生魔導士	Nishuume Cheat no Tensei Madoushi: Saikyou ga 	134529	name:石後千鳥|name:二周目チートの転生魔導士
魔法科高校の劣等生 夏休み編	Mahouka Koukou no Rettousei: Natsuyasumi-hen	100196	name:石田可奈|name:魔法科高校の劣等生 夏休み編
悪役令嬢は二度目の人生で返り咲く	Akuyaku Reijou wa Futatabime no Jinsei de Kaer	210627	name:赤羽にな|name:悪役令嬢は二度目の人生で返り咲く|sub:破滅エンドを回避して、恋も帝位もいただきます
お気楽領主の楽しい領地防衛	Okiraku Ryoushu no Tanoshii Ryouchi Bouei: Sei	137942	name:赤池宗|name:お気楽領主の楽しい領地防衛
宇宙、閃光の果てに…	Kidou Senshi Gundam Gaiden: Sora, Senku no Hat	50946	name:千葉智宏|name:宇宙、閃光の果てに…
機動戦士ガンダム戦記	Kidou Senshi Gundam Senki: Lost War Chronicles	30353	name:千葉智宏|name:機動戦士ガンダム戦記
青空エール	Aozora Yell: Tokubetsu-hen	145530	name:川谷康久|name:青空エール
フランケンシュタインの男	Frankenstein no Otoko	181272	name:川島のりかず|name:フランケンシュタインの男
私の女神が今日も推せる	Watashi no Megami ga Kyou mo Oseru: Korekara m	146519	name:川内|name:私の女神が今日も推せる|sub:これからも、いつまでも
月光仮面 慈愛の章	Gekkou Kamen	173261	name:川内康範|name:月光仮面 慈愛の章
人外教室の人間嫌い教師	Jingai Kyoushitsu no Ningengirai Kyoushi: Hito	152310	name:泉彩|name:人外教室の人間嫌い教師|sub:ヒトマ先生、私たちに人間を教えてくれますか……?
ウルフガイ	Wolf Guy: Ookami no Monshou	42451	name:泉谷あゆみ|name:ウルフガイ
死ぬ運命にある悪役令嬢の兄に転生したので、妹を育てて未来を変えたいと思い	Shinu Unmei ni Aru Akuyaku Reijou no Ani ni Te	189756	name:泉里侑希|name:死ぬ運命にある悪役令嬢の兄に転生したので、妹を育てて未来を変えたいと思います
ラストカルテ	Last Karte: Houjuuigakusha Touma Kenshou no Ki	155611	name:浅山わかび|name:ラストカルテ
ラストカルテ	Last Karte: Houjuuigakusha Touma Kenshou no Ki	155611	name:浅山わかび|name:ラストカルテ|sub:法獣医学者当麻健匠の記憶
創聖のアクエリオン	Sousei no Aquarion - Kokuu no Tenshi	68717	name:浅川圭司|name:創聖のアクエリオン
ハッピーファミリー	Happy Family: Fukushuu no Rental Okaa-san	165270	name:船木涼介|name:ハッピーファミリー|sub:復讐のレンタルお母さん
神獣騎士様の専属メイド	Shinjuu Kishi-sama no Senzoku Maid: Munou to Y	199740	name:善丸ミフク|name:神獣騎士様の専属メイド
濁る瞳で何を願う	Nigoru Hitomi de Nani wo Negau: Highserk Senki	145369	name:創-taro|name:濁る瞳で何を願う
私が聖女?いいえ、悪役令嬢です!	Watashi ga Seijo? Iie, Akuyaku Reijou desu!: N	133392	name:双葉はづき|name:私が聖女?いいえ、悪役令嬢です!
氷の侯爵様に甘やかされたいっ!～シリアス展開しかない幼女に転生してしまっ	Koori no Koushaku-sama ni Amayakasaretai!: Ser	204926	name:双葉はづき|name:氷の侯爵様に甘やかされたいっ!～シリアス展開しかない幼女に転生してしまった私の奮闘記～@
スキルがなければレベルを上げる	Skill ga Nakereba Level wo Ageru: 99 ga Counte	168271	name:倉橋ユウス|name:スキルがなければレベルを上げる
公爵令嬢ティアレシアの復讐	Koushaku Reijou Theresia no Fukushuu: Akuma no	127511	name:奏舞音|name:公爵令嬢ティアレシアの復讐
歴史に残る悪女になるぞ	Rekishi ni Nokoru Akujo ni Naruzo: Akuyaku Rei	118721	name:早瀬ジュン|name:歴史に残る悪女になるぞ|sub:悪役令嬢になるほど王子の溺愛は加速するようです!
フラジャイル	Fragile: Byourii Kishi Keiichirou no Shoken	86913	name:草水敏|name:フラジャイル
劣等紋の超越ヒーラー	Rettoumon no Chousetsu Healer: Muteki no Kaifu	142183	name:蒼月浩二|name:劣等紋の超越ヒーラー
劣等紋の超越ヒーラー	Rettoumon no Chousetsu Healer: Muteki no Kaifu	142183	name:蒼月浩二|name:劣等紋の超越ヒーラー|sub:世界最強の回復術師による異世界無双
【翻訳】の才能で俺だけが世界を改変できる件	Honyaku no Sainou de Ore Dake ga Sekai wo Kaih	177532	name:蒼乃白兎|name:【翻訳】の才能で俺だけが世界を改変できる件|sub:ハズレ才能【翻訳】で気付けば世界最強に
追放の賢者、世界を知る	Tsuihou no Kenja, Sekai wo Shiru: Osananajimi 	142169	name:藻|name:追放の賢者、世界を知る
クレオパトラ氷の微笑	Manga Grimm Douwa: Cleopatra Koori no Bishou	115182	name:村崎百郎|name:クレオパトラ氷の微笑
ドロップ!!	Drop!!: Kaori no Reijou Monogatari	106955	name:村上ゆいち|name:ドロップ!!
漣蒼士に処女を捧ぐ	Sazanami Souji ni Shojo wo Sasagu: Saa, Jikkur	189793	name:村上晶|name:漣蒼士に処女を捧ぐ
漣蒼士に処女を捧ぐ	Sazanami Souji ni Shojo wo Sasagu: Saa, Jikkur	189793	name:村上晶|name:漣蒼士に処女を捧ぐ|sub:さぁ、じっくり愛でましょうか
らぶキョ	Lovekyo: Katei Kyoushi ga ×× Sugite Benkyou Do	135165	name:多喜れい|name:らぶキョ
英雄女騎士に有能とバレた俺の美人ハーレム騎士団	Eiyuu Onna Kishi ni Yuunou to Bareta Ore no Bi	195274	name:太盛|name:英雄女騎士に有能とバレた俺の美人ハーレム騎士団
名探偵コナン	Meitantei Conan: Heiji & Kazuha Selection	170753	name:太田勝|name:名探偵コナン|sub:特別編
脱法テイマーの成り上がり冒険譚	Dappou Tamer no Nariagari Boukentan: S Rank Bi	130736	name:大熊猫介|name:脱法テイマーの成り上がり冒険譚|sub:Sランク美少女冒険者が俺の獣魔になっテイマす : 
織田家の長男に生まれました	Oda-ke no Chounan ni Umaremashita: Sengoku Jid	200191	name:大沼田伊勢彦|name:織田家の長男に生まれました
織田家の長男に生まれました	Oda-ke no Chounan ni Umaremashita: Sengoku Jid	200191	name:大沼田伊勢彦|name:織田家の長男に生まれました|sub:戦国時代に転生したけど、死にたくないので改革を起こ
ソード・オラトリア	Dungeon ni Deai wo Motomeru no wa Machigatteir	85634	name:大森藤ノ|name:ソード・オラトリア
病弱な悪役令嬢ですが、婚約者が過保護すぎて逃げ出したい〈私たち犬猿の仲で	Byoujaku na Akuyaku Reijou desu ga, Konyakusha	196834	name:沢野いずみ|name:病弱な悪役令嬢ですが、婚約者が過保護すぎて逃げ出したい〈私たち犬猿の仲でしたよね!?〉
オルクセン王国史	Orcsen Oukokushi: Yaban na Orc no Kuni wa, Ika	176720	name:樽見京一郎|name:オルクセン王国史
転生先は盲目幼女でした	Tensei Saki wa Moumoku Youjo deshita: Zense no	153446	name:丹辺るん|name:転生先は盲目幼女でした|sub:前世の記憶と魔法を頼りに生き延びます
ブレイブウィッチーズPrequel	Brave Witches Prequel: Orussia no Daichi	129509	name:築地俊彦|name:ブレイブウィッチーズPrequel
調教師は魔物に囲まれて生きていきます。	Choukyoushi wa Mamono ni Kakomarete Ikiteikima	196406	name:竹花ノート|name:調教師は魔物に囲まれて生きていきます。|sub:勇者パーティーに置いていかれたけど、伝説
リエゾン	Liaison: Kodomo no Kokoro Shinryoujo	116538	name:竹村優作|name:リエゾン|sub:こどものこころ診療所
エッチな小西さんと陰キャラな内田さんの社内恋愛事情	Ecchi na Konishi-san to Kage Character na Uchi	179702	name:竹中ゆかり|name:エッチな小西さんと陰キャラな内田さんの社内恋愛事情
45歳、おじさまは不器用な獣。	45-sai, Oji-sama wa Bukiyou na Kemono.: Konya,	113899	name:竹輪つぼみ|name:45歳、おじさまは不器用な獣。
デュラララ!! 黄巾賊編	Durarara!!: Kokinzoku-hen	79547	name:茶鳥木明代|name:デュラララ!! 黄巾賊編
魔物を従える帝印を持つ転生賢者	Mamono wo Shitagaeru "Teiin" wo Motsu Tensei K	127308	name:中村基|name:魔物を従える帝印を持つ転生賢者|sub:かつての魔法と従魔でひっそり最強の冒険者になる
機動戦士ガンダムクライマックスU.C.	Mobile Suit Gundam Climax U.C.: The Bonds of t	50848	name:中村浩二郎|name:機動戦士ガンダムクライマックスU.C.
ブラック・ジャック	#Konna Black Jack wa Iya da	109493	name:中野晴行|name:ブラック・ジャック|sub:ザ・ピース＆アース : アンコール出版
極妻デイズ	Gokutsuma Days: Gokudou Sankyoudai ni Semarete	110196	name:長谷垣なるみ|name:極妻デイズ
シャラクナ	Sharakuna: Kaiki Shinrei Kenbunroku	155942	name:長乃あきら|name:シャラクナ|sub:怪奇心霊見聞録
ダンジョン島で宿屋をやろう!	Dungeon Tou de Yadoya wo Yarou! Souzou Mahou w	148026	name:長野文三郎|name:ダンジョン島で宿屋をやろう!|sub:創造魔法を貰った俺の細腕繁盛記
聖女と魔王の偽装婚約	Seijo to Maou no Gisou Konyaku: Te ni Te wo To	204226	name:鳥原習|name:聖女と魔王の偽装婚約|sub:手に手をとってホワイト国家を作ります
姉ログ	Ane Log: Moyako Neesan no Tomaranai Monologue	74617	name:辻本有博|name:姉ログ
忍ぶ恋ほど	Shinobu Koihodo: Suki sugiru Danna-sama ni Dek	114214	name:鶴来いちろ|name:忍ぶ恋ほど|sub:好きすぎる旦那さまに溺愛されてます?
アイレボ	Ice Revolution	41419	name:堤亜弥|name:アイレボ
マジック・メイカー	Magic Maker: Isekai Mahou no Tsukurikata	155780	name:鏑木カヅキ|name:マジック・メイカー|sub:異世界魔法の作り方
最強は田舎農家のおっさんでした	Saikyou wa Inaka Nouka no Ossan deshita: Saiko	188205	name:天池のぞむ|name:最強は田舎農家のおっさんでした
幼馴染のS級パーティーから追放された聖獣使い。万能支援魔法と仲間を増やし	Osananajimi no S-kyuu Party kara Tsuihou saret	141092	name:転|name:幼馴染のS級パーティーから追放された聖獣使い。万能支援魔法と仲間を増やして最強へ!
ポケットモンスター	Gekijouban Pocket Monsters: Mewtwo no Gyakushu	54220	name:田尻智|name:ポケットモンスター
劇場版ポケットモンスター	Gekijouban Pocket Monsters: Mewtwo no Gyakushu	54220	name:田尻智|name:劇場版ポケットモンスター
じゃない方、だけど愛され婚	Janai Hou, Dakedo Aisare Kon: Keiyaku Kon no A	199161	name:田村よもぎ|name:じゃない方、だけど愛され婚
キュピコ!	Kyupiko!: Fushimatsu Tenshi no Mismanagement	91284	name:田中陽介|name:キュピコ!
「エッチしたい」と言ってくれ	Ecchi Shitai to Ittekure: Seijin (?) Buchou to	129056	name:兎山もなか|name:「エッチしたい」と言ってくれ|sub:聖人 (?) 部長と純真 (?) OL
ティアムーン帝国物語～断頭台から始まる、姫の転生逆転ストーリー～@COM	Tearmoon Teikoku Monogatari: Juusha-tachi no O	160832	name:杜乃ミズ|name:ティアムーン帝国物語～断頭台から始まる、姫の転生逆転ストーリー～@COMIC
鋼殻のレギオス	Chrome Shelled Regios: Secret Side	42279	name:渡里|name:鋼殻のレギオス
スマイリング!	Smiling! Hareyakana Road	173508	name:土橋章宏|name:スマイリング!
転生幼女はお願いしたい	Tensei Youjo wa Onegai Shitai: 100 Man-nen ni 	208515	name:土偶の友|name:転生幼女はお願いしたい
復讐姫ローラ	Fukushuu Hime Lola: Onee-sama wo Ikenie ni Shi	170932	name:冬月光輝|name:復讐姫ローラ
美形司書さんは絶倫肉体派	Bikei Shisho-san wa Zetsurin Nikutai-ha Nurunu	204085	name:冬見六花|name:美形司書さんは絶倫肉体派
俺の『鑑定』スキルがチートすぎて	Ore no "Kantei" Skill ga Cheat Sugite: Densets	129122	name:冬馬来彩|name:俺の『鑑定』スキルがチートすぎて|sub:伝説の勇者を読み"盗り"最強へ
宝石姫は、砕けない	Houseki Hime wa, Kudakenai: Doku Oya ni Neglec	207980	name:唐崎|name:宝石姫は、砕けない|sub:毒親にネグレクトされていた私は、帝国皇子に溺愛されて輝きます
ストライクウィッチーズ	Strike Witches: Katayoku no Majo-tachi	62259	name:島田フミカネ|name:ストライクウィッチーズ
悪役令嬢、五度目の人生を邪竜と生きる。	Akuyaku Reijou, Godome no Jinsei wo Jaryuu to 	163225	name:島田莉音|name:悪役令嬢、五度目の人生を邪竜と生きる。|sub:破滅の邪竜は花嫁を甘やかしたい
悪役令嬢は聖女ルートを望まない	Akuyaku Reijou wa Seijo Route wo Nozomanai: Wa	212394	name:当麻咲来|name:悪役令嬢は聖女ルートを望まない
サイレント・ウィッチ	Silent Witch: Chinmoku no Majo no Kakushigoto	136834	name:藤実なんな|name:サイレント・ウィッチ
失恋メイドは美形軍人に溺愛される	Shitsuren Maid wa Bikei Gunjin ni Dekiai sarer	196972	name:藤森ひよみ|name:失恋メイドは美形軍人に溺愛される
真の安らぎはこの世になく	Shin no Yasuragi wa Konoyo ni Naku: Shin Kamen	159272	name:藤村緋二|name:真の安らぎはこの世になく|sub:シン・仮面ライダーSHOCKER SIDE
アキレウス	Achilleus: Argos no Gunshin	112636	name:藤田かくじ|name:アキレウス
英雄と賢者の転生婚	Eiyuu to Kenja no Tensei Kon: Katsute no Koute	154222	name:藤木わしろ|name:英雄と賢者の転生婚
英雄と賢者の転生婚	Eiyuu to Kenja no Tensei Kon: Katsute no Koute	154222	name:藤木わしろ|name:英雄と賢者の転生婚|sub:かつての好敵手と婚約して最強夫婦になりました
アポロにさよなら	Apollo ni Sayonara: Let's Go Home!	94855	name:道雪葵|name:アポロにさよなら
悪役令嬢は今日も華麗に暗躍する	Akuyaku Reijou wa Kyou mo Karei ni Anya Kusuru	146129	name:道草家守|name:悪役令嬢は今日も華麗に暗躍する|sub:追放後も推しのために悪党として支援します!
龍に恋う	Ryuu ni Kou: Nie no Otome no Koufukuna Minoue	137629	name:道草家守|name:龍に恋う|sub:贄の乙女の幸福な身の上
テイルズオブエクシリア2	Tales of Xillia 2: Soukyoku no Crossroad	81467	name:内藤隆|name:テイルズオブエクシリア2
ミッドガルドの守護者	Midgard no Shugosha: Re-Birth of Norse Mytholo	81847	name:灘谷航|name:ミッドガルドの守護者
108回殺された悪役令嬢	108-kai Korosareta Akuyaku Reijou: Subete wo O	124729	name:鍋島テツヒロ|name:108回殺された悪役令嬢|sub:すべてを思い出したので、乙女はルビーでキセキします
塩対応幼馴染に甘過ぎボディを食べられました	Shio Taiou Osananajimi ni Amasugi Body wo Tabe	211705	name:南志都|name:塩対応幼馴染に甘過ぎボディを食べられました
塩対応幼馴染に甘過ぎボディを食べられました	Shio Taiou Osananajimi ni Amasugi Body wo Tabe	211705	name:南志都|name:塩対応幼馴染に甘過ぎボディを食べられました|sub:身長差35センチの♂事情.
凶乱令嬢ニア・リストン	Kyouran Reijou Nia Liston: Byoujaku Reijou ni 	174279	name:南野海風|name:凶乱令嬢ニア・リストン
凶乱令嬢ニア・リストン	Kyouran Reijou Nia Liston: Byoujaku Reijou ni 	174279	name:南野海風|name:凶乱令嬢ニア・リストン|sub:病弱令嬢に転生した神殺しの武人の華麗なる無双録
王国へ続く道	Oukoku e Tsuzuku Michi: Dorei Kenshi no Nariag	119708	name:日陰影次|name:王国へ続く道|sub:奴隷剣士の成り上がり英雄譚
死に戻り令嬢の仮初め結婚	Shi ni Modori Reijou no Karisome Kekkon: Nidom	204504	name:日車メレ|name:死に戻り令嬢の仮初め結婚
悪役令嬢に転生した田舎娘がバッドエンド回避に挑む話	Akuyaku Reijou ni Tensei Shita Inaka Musume ga	195632	name:日之影ソラ|name:悪役令嬢に転生した田舎娘がバッドエンド回避に挑む話
元宮廷錬金術師の私、辺境でのんびり領地開拓はじめます!	Moto Kyuutei Renkinjutsushi no Watashi, Henkyo	180554	name:日之影ソラ|name:元宮廷錬金術師の私、辺境でのんびり領地開拓はじめます!|sub:婚約破棄に追放までセット
最高の一夜から始める恋	Saikou no Ichiya Kara Hajimeru Koi: Celebrity 	212395	name:猫又しょう|name:最高の一夜から始める恋
Dジェネシス	D Genesis: Dungeon ga Dekite 3-nen	123591	name:之貫紀|name:Dジェネシス
貧乏令嬢の勘違い聖女伝	Binbou Reijou no Kanchigai Seijo-den: Okane no	135249	name:馬路まんじ|name:貧乏令嬢の勘違い聖女伝|sub:お金のために努力してたら、王族ハーレムが出来ていました!
絶望令嬢の華麗なる離婚	Zetsubou Reijou no Kareinaru Rikon: Osananajim	197425	name:馬籠ヤヒロ|name:絶望令嬢の華麗なる離婚
愛人は殺される	Aijin wa Korosareru	32349	name:梅太郎|name:愛人は殺される
金装のヴェルメイユ	Kinsou no Vermeil: Gakeppuchi Majutsushi wa Sa	118741	name:梅津葉子|name:金装のヴェルメイユ|sub:崖っぷち魔術師は最強の厄災と魔法世界を突き進む
初恋の人との晴れの日に令嬢は裏切りを知る	Hatsukoi no Hito to no Hare no Hi ni Reijou wa	200599	name:柏みなみ|name:初恋の人との晴れの日に令嬢は裏切りを知る
無能と蔑まれた令嬢は婚約破棄され、辺境の聖女と呼ばれる	Munou to Sagesumareta Reijou wa Konyaku Hakisa	197680	name:柏木トウコ|name:無能と蔑まれた令嬢は婚約破棄され、辺境の聖女と呼ばれる
転生大聖女、実力を隠して錬金術学科に入学する	Tensei Daiseijo, Jitsuryoku wo Kakushite Renki	144847	name:白石新|name:転生大聖女、実力を隠して錬金術学科に入学する|sub:けもの使いの悪役令嬢、ゲームの知識でや
魔術ギルド総帥	Majutsu Guild Sousui: Umarekawatte Imasara Yar	174179	name:白石新|name:魔術ギルド総帥|sub:生まれ変わって今更やり直す2度目の学院生活
十番様の縁結び	Juuban-sama no Enmusubi: Kamiari Hanayome Kita	167939	name:白谷ゆう|name:十番様の縁結び|sub:神在花嫁綺譚
「もう‥‥働きたくないんです」冒険者なんか辞めてやる。今更、待遇を変える	Mou.... Hatarakitakunai ndesu Boukensha nanka 	141496	name:縛炎|name:「もう‥‥働きたくないんです」冒険者なんか辞めてやる。今更、待遇を変えるからとお願いされてもお
ブレス・オブ・ファイア 竜の戦士	Breath of Fire - Ryuu no Senshi	39765	name:八雲ひろし|name:ブレス・オブ・ファイア 竜の戦士
真の安らぎはこの世になく	Shin no Yasuragi wa Konoyo ni Naku: Shin Kamen	159272	name:八手三郎|name:真の安らぎはこの世になく
甘く痺れて抜けない、義兄の棘	Amaku Shiberete Nukenai, Gikei no Toge: Shunji	145065	name:八重代七瑚|name:甘く痺れて抜けない、義兄の棘|sub:駿ちゃん、大好きです…
アイズ・オン・ユー	Eyes on You: Hitomi no Naka de Kagayaite	38310	name:八城東吾|name:アイズ・オン・ユー
A.S.	Animal Sense	51167	name:飯塚修|name:A.S.
英雄ブランの人生計画	Eiyuu Blanc no Jinsei Keikaku: Daini no Jinsei	194619	name:美紅|name:英雄ブランの人生計画
悪役令嬢、94回目の転生はヒロインらしい。	Akuyaku Reijou, 94-yonkaime no Tensei wa Heroi	163071	name:柊一葉|name:悪役令嬢、94回目の転生はヒロインらしい。|sub:キャラギルドの派遣スタッフは転生がお仕事
帝都のジュリエット	Teito no Juliet: Musai no Hanayome ga Shiawase	189949	name:柊一葉|name:帝都のジュリエット
バートレット英雄譚	Bartlett Eiyuutan: Slow Life Shitai no ni Deki	180837	name:桧野ひなこ|name:バートレット英雄譚|sub:スローライフしたいのにできない弱小貴族奮闘記
ゼルダの伝説	Zelda no Densetsu: Toki no Ocarina	30726	name:姫川明|name:ゼルダの伝説
ヒプノシスマイク	Hypnosis Mic: Division Rap Battle - side F.P &	106316	name:百瀬祐一郎|name:ヒプノシスマイク|sub:division rap battle-side B.B & 
ヒプノシスマイク	Hypnosis Mic: Division Rap Battle - side B.B &	125376	name:百瀬祐一郎|name:ヒプノシスマイク|sub:division rap battle-side B.B & 
ヒプノシスマイク	Hypnosis Mic: Division Rap Battle - side D.H &	117023	name:百瀬祐一郎|name:ヒプノシスマイク|sub:division rap battle-side D.H & 
ヒプノシスマイク	Hypnosis Mic: Division Rap Battle - side F.P &	125230	name:百瀬祐一郎|name:ヒプノシスマイク|sub:division rap battle-side F.P & 
妖狐の旦那さま	Youko no Danna-sama: Taishou Hanayome Kitan	173646	name:百乃モト|name:妖狐の旦那さま
マスケットガールズ!	Musket Girls! Tensei Sanbou to Senretsu Otome-	174054	name:漂月|name:マスケットガールズ!
シャングリラフロンティア	Shangri-La Frontier: Kusoge Hunter, Kami ge ni	122063	name:不二涼介|name:シャングリラフロンティア
しょせん他人事(ひとごと)ですから	Shosen Hitogoto desu kara: Toaru Bengoshi no H	163553	name:富士屋カツヒト|name:しょせん他人事(ひとごと)ですから|sub:とある弁護士の本音の仕事
しょせん他人事ですから	Shosen Hitogoto desu kara: Toaru Bengoshi no H	163553	name:富士屋カツヒト|name:しょせん他人事ですから
しょせん他人事ですから	Shosen Hitogoto desu kara: Toaru Bengoshi no H	163553	name:富士屋カツヒト|name:しょせん他人事ですから|sub:とある弁護士の本音の仕事
アンサングシンデレラ	Unsung Cinderella: Byouin Yakusaishi Aoi Midor	105477	name:富野浩充|name:アンサングシンデレラ|sub:病院薬剤師葵みどり
機動戦士Zガンダムデイアフタートゥモロー	Kidou Senshi Z Gundam: Day After Tomorrow - Ka	61441	name:富野由悠季|name:機動戦士Zガンダムデイアフタートゥモロー
機動戦士ガンダム デイアフタートゥモロー	Kidou Senshi Gundam: Day After Tomorrow - Kai 	136715	name:富野由悠季|name:機動戦士ガンダム デイアフタートゥモロー
機動戦士ガンダム00	Kidou Senshi Gundam 00	36732	name:富野由悠季|name:機動戦士ガンダム00
重戦機エルガイム	Juunsenki L-Gaim: Under the Sunz	150092	name:富野由悠季|name:重戦機エルガイム
新機動戦記ガンダムW	Shin Kidou Senki Gundam Wing: ENDLESS WALTZ	31936	name:富野由悠季|name:新機動戦記ガンダムW
「攻略本」を駆使する最強の魔法使い	Kouryakubon wo Kushi Suru Saikyou no Mahoutsuk	111361	name:舞嶋大|name:「攻略本」を駆使する最強の魔法使い|sub:〈命令させろ〉とは言わせない俺流魔王討伐最善ルー
ウェルベルム	Verbellum: Kotoba no Sensou	152563	name:伏見航介|name:ウェルベルム
ウェルベルム	Verbellum: Kotoba no Sensou	152563	name:伏見航介|name:ウェルベルム|sub:言葉の戦争
逆行悪役令嬢はただ今求婚中	Gyakkou Akuyaku Reijou wa Tadaima Kyuukon-chuu	203848	name:伏猫ぴんく|name:逆行悪役令嬢はただ今求婚中
「攻略本」を駆使する最強の魔法使い	Kouryakubon wo Kushi Suru Saikyou no Mahoutsuk	111361	name:福山松江|name:「攻略本」を駆使する最強の魔法使い
「攻略本」を駆使する最強の魔法使い	Kouryakubon wo Kushi Suru Saikyou no Mahoutsuk	111361	name:福山松江|name:「攻略本」を駆使する最強の魔法使い|sub:〈命令させろ〉とは言わせない俺流魔王討伐最善ル
お弁当売りは聖女様!	Obentou Uri wa Seijo-sama!: Isekai Musume no A	112806	name:平井ゆづき|name:お弁当売りは聖女様!|sub:異世界娘のあったかレシピ
私はただの侍女ですので	Watashi wa Tada no Jijo desu node Hissori Kura	201864	name:平瀬伶|name:私はただの侍女ですので
難攻不落の魔王城へようこそ	Nankoufuraku no Maou-jou e Youkoso: Debuff wa 	127224	name:平石六|name:難攻不落の魔王城へようこそ
キーリ	Kieli: Shishatachi wa Kouya ni Nemuru	33522	name:壁井ユカコ|name:キーリ
今日もビールでがんばらない	Kyou mo Beer de Ganbaranai: Yui to Kei no Kanp	195335	name:別所ユウイチ|name:今日もビールでがんばらない
王様の仕立て屋	Ousama no Shitateya: Shitamachi Tailor	123069	name:片瀬平太|name:王様の仕立て屋|sub:下町テーラー
Odds and Ends	Odd and Ends Minai x Narasaki	184165	name:暮田マキネ|name:Odds and Ends|sub:薬袋&奈良崎
巫女と狛犬のおそなえ御飯	Miko to Komainu no Sonae Gohan: Mogu Mogu no S	169117	name:宝井サト|name:巫女と狛犬のおそなえ御飯|sub:もぐもぐ世界のグルメ
弟はミダラな野獣	Otouto wa Midara na Yajuu: Dare ni mo Ienai Hi	138578	name:蜂谷ナナオ|name:弟はミダラな野獣
陰キャの恩返し	Inkya no Ongaeshi: Itsumo Hitori de Iru Bocchi	162164	name:蜂蜜ヒナ子|name:陰キャの恩返し|sub:いつも一人でいるぼっち男子の正体は大企業の社長でした
魔術ギルド総帥	Majutsu Guild Sousui: Umarekawatte Imasara Yar	174179	name:望月秋五郎|name:魔術ギルド総帥
チャイルドリリーバー	Child Reliever: Usagi Kodomo Byouin no Tokita-	189207	name:北岡寛己|name:チャイルドリリーバー
美少女いんぱら!	Bishoujo Infernal Paradise!	115181	name:北村游児|name:美少女いんぱら!
姉ログ	Ane Log: Moyako Neesan no Tomaranai Monologue	74617	name:堀中亜理|name:姉ログ
ガレキの王	The King of Debris	41756	name:麻生雄介|name:ガレキの王
ジェノヴァの弟子	Genova no Deshi: 10-byou Shika Tatakaenai Maju	196697	name:妹尾尻尾|name:ジェノヴァの弟子
商人勇者は異世界を牛耳る!	Shounin Yuusha wa Isekai wo Gyuujiru!: Saibai 	110996	name:又市マタロー|name:商人勇者は異世界を牛耳る!|sub:～栽培スキルでなんでも増やしちゃいます～
異世界で手に入れた生産スキルは最強だったようです。	Isekai de Te ni Ireta Seisan Skill wa Saikyou 	121920	name:満月シオン|name:異世界で手に入れた生産スキルは最強だったようです。
異世界支配のスキルテイカー	Isekai Shihai no Skill Taker: Zero kara Hajime	98118	name:蔓木鋼音|name:異世界支配のスキルテイカー
山に捨てられた俺、トカゲの養子になる	Yama ni Suterareta Ore, Tokage no Youshi ni na	175581	name:蔓木鋼音|name:山に捨てられた俺、トカゲの養子になる|sub:魔法を極めて親を超えたけど、親が伝説の古竜だ
SSS(トリプルエス)ランクダンジョンでナイフ一本手渡され追放された白魔	SSS-Rank Dungeon de Knife Ippon Tewatasare Tsu	186678	name:眠介|name:SSS(トリプルエス)ランクダンジョンでナイフ一本手渡され追放された白魔導師|sub:ユグドラ
勇者パーティーを追放された白魔導師、Sランク冒険者に拾われる	Yuusha Party wo Tsuihou Sareta Shiro Madoushi,	133019	name:椋野わさび|name:勇者パーティーを追放された白魔導師、Sランク冒険者に拾われる
天才錬金術師は気ままに旅する	Tensai Renkinjutsushi wa Kimama ni Tabi Suru: 	180911	name:明日かかん|name:天才錬金術師は気ままに旅する
不遇職『テイマー』は最弱スキル『正拳突き』で無双する	Fuguushoku "Tamer" wa Saijaku Skill "Seiken Ts	137767	name:木嶋隆太|name:不遇職『テイマー』は最弱スキル『正拳突き』で無双する|sub:少年はハードモードの人生を努
五輪の女神さま	Gorin no Megami-sama: Nadeshiko Ryou no Medal 	140574	name:木南ユカ|name:五輪の女神さま
五輪の女神さま	Gorin no Megami-sama: Nadeshiko Ryou no Medal 	140574	name:木南ユカ|name:五輪の女神さま|sub:なでしこ寮のメダルごはん
『ショップ』スキルさえあれば、ダンジョン化した世界でも楽勝だ	Shop Skill Sae Areba, Dungeon-ka Shita Sekai d	155974	name:夜ノみつき|name:『ショップ』スキルさえあれば、ダンジョン化した世界でも楽勝だ|sub:迫害された少年の最
ファイナル転生	Final Tensei: Hazure Skill wo Hikitsuzukeru Or	196395	name:野原のはて|name:ファイナル転生
ロイヤルテーラー	Royal Tailor: Oukyuu no Saihoushi	152195	name:野分なか実|name:ロイヤルテーラー|sub:王宮の裁縫師
にゃん太とポメ子	Nyanta to Pomeko: Imasara Shinjite Iru to Iwar	139966	name:野良うさぎ|name:にゃん太とポメ子|sub:いまさら信じていると言われてももう手遅れだ
